dates,nzd0111-0000,nzd0111-0001,nzd0111-0002,nzd0111-0003,nzd0111-0004,nzd0111-0005,satname
1999-11-14 22:04:42+00:00,384.12,,,,352.37,346.46,L7
2000-07-11 22:03:17+00:00,,,,,321.8,307.16,L7
2001-12-05 22:00:18+00:00,,369.56,351.96,352.71,348.06,,L7
2002-01-22 22:00:40+00:00,347.07,357.19,345.09000000000003,340.655,362.68,,L7
2002-07-01 22:00:15+00:00,335.555,328.935,329.96000000000004,328.265,377.3,321.81,L7
2002-08-18 21:59:57+00:00,324.04,313.05,321.7,327.93,388.39,321.81,L7
2002-10-14 21:53:19+00:00,324.04,308.97,312.855,339.77,365.28499999999997,326.61,L7
2002-10-21 21:59:36+00:00,324.04,308.97,312.855,353.6666666666667,366.1666666666667,326.61,L7
2002-12-24 22:00:09+00:00,324.04,308.97,312.855,357.85,364.96500000000003,340.95,L7
2003-01-25 22:00:18+00:00,,304.89,304.01,371.57,368.012,350.52,L7
2013-05-20 22:13:50+00:00,300.48,282.75,304.58,303.28,315.27,290.6,L8
2013-05-29 22:07:41+00:00,299.64,283.71500000000003,303.04499999999996,301.72,313.89,290.6,L8
2013-06-05 22:13:51+00:00,300.59999999999997,285.9866666666667,303.25333333333333,303.59999999999997,314.58,291.355,L8
2013-06-21 22:13:43+00:00,300.655,285.9675,303.3425,304.8675,314.8175,291.4533333333333,L8
2013-07-07 22:13:48+00:00,300.98400000000004,285.308,303.504,305.45799999999997,314.59399999999994,291.4425,L8
2013-10-27 22:13:31+00:00,300.98400000000004,285.308,303.504,312.56666666666666,319.39166666666665,291.4425,L8
2013-12-14 22:13:21+00:00,301.56000000000006,291.7833333333333,304.32,319.13250000000005,323.1875,294.23333333333335,L8
2014-04-05 22:11:58+00:00,307.97,305.42499999999995,305.47,323.54333333333335,327.39,301.49,L8
2014-10-30 22:11:58+00:00,317.22,318.79,314.71,320.43,325.4,313.87,L8
2015-07-29 22:11:25+00:00,301.21,283.89,303.73,308.05,313.25,,L8
2016-06-13 22:11:30+00:00,306.7,305.32,304.73,314.37,320.8,299.62,L8
2017-08-03 22:11:47+00:00,298.63,285.1,300.07,305.25,315.99,294.63,L8
2018-04-16 22:11:06+00:00,306.99,307.87,304.32,308.41,318.12,305.22,L8
2018-09-07 22:11:24+00:00,314.175,318.0,312.14,317.115,327.21000000000004,314.05,L8
2019-03-02 22:11:29+00:00,315.445,319.87,313.895,319.81,331.09000000000003,316.65,L8
2020-01-16 22:11:59+00:00,307.72,291.84,304.16,301.77,316.34,298.74,L8
