dates,satname,nzd0111-0000,nzd0111-0001,nzd0111-0002,nzd0111-0003,nzd0111-0004,nzd0111-0005
1999-11-14 22:04:42.286000,L7,384.12,367.05,365.45,351.52,352.37,346.46
2000-02-18 22:04:29.218000,L7,,,,,428.54,341.80
2000-07-11 22:03:17.779000,L7,315.06,302.51,302.69,300.33,321.80,307.16
2000-09-13 22:02:26.190000,L7,313.81,332.24,317.39,314.72,323.99,326.13
2000-10-15 22:01:56.204000,L7,402.54,364.68,361.65,360.06,366.56,361.27
2001-01-03 22:02:12.432000,L7,409.54,376.97,376.59,374.47,372.68,
2001-08-15 22:00:38.680000,L7,,408.97,401.44,408.32,399.14,398.50
2001-11-03 22:00:10.954000,L7,,,,405.51,345.68,343.69
2001-12-05 22:00:18.987000,L7,406.54,369.56,351.96,352.71,348.06,353.47
2002-01-22 22:00:40.906000,L7,347.07,344.82,338.22,328.60,377.30,376.86
2002-07-01 22:00:15.186000,L7,324.04,313.05,321.70,327.93,330.45,321.81
2002-08-18 21:59:57.690000,L7,,399.74,399.61,392.14,388.39,398.66
2002-10-14 21:53:19.813000,L7,383.82,304.89,304.01,351.61,342.18,331.41
2002-10-21 21:59:36.443000,L7,380.80,376.65,378.77,381.46,367.93,389.09
2002-12-24 22:00:09.147000,L7,394.13,371.46,368.04,370.40,361.36,369.63
2003-01-25 22:00:18.779000,L7,405.65,387.83,382.19,382.81,380.20,386.62
2003-03-30 22:00:31.029000,L7,403.56,415.62,404.94,405.84,387.04,385.91
2004-09-16 21:55:41.721000,L5,341.90,318.77,314.37,314.85,314.36,309.72
2006-12-11 22:06:28.205000,L5,,277.78,291.67,320.23,293.06,336.71
2008-12-25 21:50:10.387000,L5,321.58,314.26,408.02,,,
2013-05-20 22:13:50.559000,L8,300.48,282.75,304.58,303.28,315.27,290.60
2013-05-29 22:07:41.466000,L8,298.80,284.68,301.51,300.16,312.51,
2013-06-05 22:13:51.261000,L8,302.52,290.53,303.67,307.36,315.96,292.11
2013-06-21 22:13:43.313000,L8,300.82,285.91,303.61,308.67,315.53,291.65
2013-07-07 22:13:48.209000,L8,302.30,282.67,304.15,307.82,313.70,291.41
2013-10-27 22:13:31.854000,L8,380.12,350.26,348.85,348.11,343.38,340.71
2013-12-14 22:13:21.591000,L8,306.80,306.77,305.20,311.93,320.14,299.64
2014-01-31 22:12:52.806000,L8,342.56,333.52,329.50,332.89,335.24,324.50
2014-04-05 22:11:58.702000,L8,307.97,304.08,305.74,310.59,318.65,303.34
