dates,nzd0462-0000,nzd0462-0001,nzd0462-0002,nzd0462-0003,nzd0462-0004,nzd0462-0005,nzd0462-0006,nzd0462-0007,nzd0462-0008,nzd0462-0009,nzd0462-0010,nzd0462-0035,nzd0462-0036,nzd0462-0037,nzd0462-0038,nzd0462-0039,nzd0462-0040,nzd0462-0041,nzd0462-0042,nzd0462-0043,nzd0462-0044,nzd0462-0045,nzd0462-0046,nzd0462-0047,nzd0462-0048,nzd0462-0049,nzd0462-0050,nzd0462-0051,nzd0462-0052,nzd0462-0028,nzd0462-0029,nzd0462-0030,nzd0462-0031,nzd0462-0032,nzd0462-0033,nzd0462-0034,nzd0462-0053,nzd0462-0054,nzd0462-0055,nzd0462-0056,nzd0462-0057,nzd0462-0058,nzd0462-0059,nzd0462-0060,nzd0462-0061,nzd0462-0062,nzd0462-0063,nzd0462-0064,nzd0462-0065,nzd0462-0066,nzd0462-0067,nzd0462-0068,nzd0462-0069,nzd0462-0070,nzd0462-0071,nzd0462-0072,nzd0462-0073,nzd0462-0074,nzd0462-0075,nzd0462-0076,nzd0462-0077,nzd0462-0078,nzd0462-0079,nzd0462-0080,nzd0462-0081,nzd0462-0082,nzd0462-0083,nzd0462-0084,nzd0462-0085,nzd0462-0086,nzd0462-0087,nzd0462-0088,nzd0462-0089,nzd0462-0090,nzd0462-0091,nzd0462-0092,nzd0462-0093,nzd0462-0094,nzd0462-0095,nzd0462-0096,nzd0462-0011,nzd0462-0012,nzd0462-0019,nzd0462-0020,nzd0462-0021,nzd0462-0022,nzd0462-0023,nzd0462-0024,nzd0462-0025,nzd0462-0026,nzd0462-0027,nzd0462-0013,nzd0462-0014,nzd0462-0015,nzd0462-0016,nzd0462-0017,nzd0462-0018,satname
2011-03-28 22:04:02+00:00,,,,,,295.63,314.08,60.72,55.73,,,341.91333333333336,346.39000000000004,349.615,328.005,337.2025,347.25,343.81,,,331.66,321.3,321.065,327.74,329.09,294.6175,310.44,323.495,322.21500000000003,340.115,338.15000000000003,337.4066666666667,340.34,343.71500000000003,333.26,342.8775,331.99,338.265,340.25,339.03499999999997,342.24333333333334,337.48333333333335,340.34666666666664,339.48,342.78999999999996,338.1066666666666,333.88,341.0375,337.5775,340.30999999999995,340.67333333333335,342.84,338.38666666666666,347.395,347.2933333333333,351.24,341.875,348.92,356.3533333333333,355.38,357.31,,,,,,,,,,,,,,,,341.14,354.16,338.23,342.5,,,328.65,329.93,333.4825,333.98333333333335,351.71,337.305,337.815,337.015,324.82500000000005,,,,,279.05,318.865,L5
2013-06-05 22:16:15+00:00,,,,,294.8,296.21,,71.47,77.06,,,332.66,344.27,341.52,346.4,345.88,364.59,,,,,,314.3,325.75,325.6,,,311.28,331.03,325.91,324.12,335.34,330.32,337.08,329.44,332.95,322.05,327.89,329.23,332.22,331.92,334.51,339.84,334.53,,,339.04,335.85,326.72,333.95,,,,,,,345.54,,367.46,358.14,355.67,,,,,,359.93,,327.13,338.48,,,,303.11,342.62,,351.55,,,361.26,,,316.5,312.91,315.61,316.93,318.98,313.72,311.94,318.84,325.04,,,,,300.32,315.94,L8
2013-07-07 22:16:11+00:00,,,,,294.8,296.21,,71.47,77.06,,,339.115,351.77,349.51,341.79499999999996,348.685,362.98,,,,,,314.3,325.75,326.405,,,311.28,331.03,335.74,334.59000000000003,339.275,335.93,342.02,337.85,342.16999999999996,322.05,327.89,329.23,332.22,331.92,334.51,339.84,334.53,,,339.04,335.85,326.72,333.95,,344.21,,,,,345.54,,367.46,362.975,355.67,,,,,,359.93,,327.13,338.48,,,,313.925,342.62,,351.55,,,361.26,,,316.5,312.91,315.61,316.93,318.98,313.72,311.94,318.84,325.04,,,,,300.32,315.94,L8
2013-07-23 22:16:10+00:00,,,,,299.345,296.21,288.65,67.91499999999999,64.625,,,340.8233333333333,352.69,351.15333333333336,339.25333333333333,348.37999999999994,362.98,360.27,,,,,320.905,325.75,328.94666666666666,278.04,,316.17999999999995,333.44,335.65333333333336,337.16333333333336,338.37999999999994,335.74666666666667,343.22666666666663,339.50666666666666,343.43333333333334,333.135,334.375,336.735,335.685,339.28499999999997,338.03999999999996,343.78499999999997,340.35,,,339.04,340.405,326.34000000000003,333.95,337.3,342.6,,,,,345.54,,370.705,366.58,358.43,,,,,,359.93,,327.13,338.48,,,,318.50333333333333,342.62,,351.55,,,361.26,,,321.77,319.895,319.65,323.52,322.32500000000005,315.71500000000003,318.39,321.16499999999996,329.525,,,309.13,313.07,306.595,322.875,L8
2013-09-25 22:16:04+00:00,,,,,298.93333333333334,296.21,292.83,67.33666666666666,61.053333333333335,,,339.21500000000003,352.6275,352.9175,335.245,345.995,357.0466666666666,360.27,,,,322.49,317.18333333333334,321.28,328.94666666666666,283.175,,318.50666666666666,331.51,335.65333333333336,337.97249999999997,335.85499999999996,334.625,340.6,338.615,340.6475,333.135,334.375,336.735,335.685,339.28499999999997,340.4533333333333,343.78499999999997,340.25666666666666,333.97,334.05,339.04,339.21666666666664,325.56666666666666,334.91999999999996,332.47,342.6,,,330.35,,341.46500000000003,,370.705,360.73,351.71000000000004,,,343.88,,,359.93,,327.13,338.48,,,,318.50333333333333,342.62,,351.55,,,361.26,,,321.87333333333333,318.57666666666665,319.68,321.94,322.01,314.69,315.84999999999997,319.8533333333333,333.07,,,303.45,309.605,303.8566666666666,319.2966666666667,L8
2013-10-11 22:16:05+00:00,,,,,297.385,299.235,293.09666666666664,65.6375,58.879999999999995,,,338.252,351.078,350.676,332.492,343.91999999999996,352.46500000000003,347.985,,,321.91,322.49,316.47,319.48,326.65999999999997,285.43,,318.2075,330.48,333.91,335.34000000000003,333.638,333.562,339.152,338.38800000000003,339.098,333.6066666666667,334.76666666666665,335.06,337.7033333333333,337.7633333333333,339.515,342.5833333333333,339.0025,335.89,334.16499999999996,335.655,336.60249999999996,324.48,335.93,331.8566666666666,340.3,,,332.84000000000003,,341.46500000000003,,370.705,357.776,348.56,,,343.88,,,359.93,,327.13,338.48,,,,318.50333333333333,342.62,,351.55,,,343.995,,,323.17,318.44,319.9675,321.305,321.245,314.385,314.965,319.5,331.645,,,303.45,307.06,302.08,317.565,L8
2013-10-27 22:15:55+00:00,,,,,295.244,298.53666666666663,293.09666666666664,68.252,59.67,,,337.13166666666666,349.5133333333333,348.3633333333333,329.21,341.7383333333333,349.236,341.51666666666665,,322.71,321.45000000000005,322.44,313.194,318.495,324.48199999999997,285.4675,,318.2075,330.48,332.192,333.055,331.43,331.6766666666667,337.48333333333335,337.7633333333333,337.615,333.6066666666667,333.27250000000004,332.13,335.2575,335.645,337.106,340.1325,336.78000000000003,333.21333333333337,333.12333333333333,332.20666666666665,334.128,323.352,332.9375,331.3825,337.9925,333.07,338.58,332.84000000000003,,339.78000000000003,,367.75666666666666,354.73,346.232,,,343.88,,,359.93,,327.13,338.48,,,348.04,323.855,341.295,344.83,350.135,354.41,340.51,343.995,,,321.674,317.554,318.546,319.912,319.462,313.244,313.642,318.356,329.634,,,303.45,307.06,300.48,315.858,L8
2013-12-30 22:15:37+00:00,,,,,297.486,303.47666666666663,294.61,66.53599999999999,55.402,,4.17,337.59999999999997,350.3666666666666,349.8516666666667,326.0516666666667,340.37499999999994,345.39750000000004,341.51666666666665,,322.71,321.45000000000005,322.44,313.852,316.07666666666665,324.2025,286.166,,320.51666666666665,328.685,332.404,332.6266666666667,329.42333333333335,330.92333333333335,336.3416666666667,339.1133333333333,337.7516666666666,337.95666666666665,335.0666666666667,333.09666666666664,336.27,336.8866666666666,337.755,341.90000000000003,337.34250000000003,333.21333333333337,337.2375,328.78999999999996,333.6975,322.51,332.59999999999997,331.3825,340.79,333.07,338.58,332.84000000000003,,339.0133333333333,,365.15333333333336,350.5166666666667,342.376,,,343.88,,,343.44,344.0,,,,,348.04,332.21750000000003,339.97,342.195,345.70500000000004,352.66,340.51,325.71000000000004,,,321.95799999999997,318.06,318.956,320.0,319.644,312.924,314.248,317.91,328.43600000000004,,,304.33,307.325,301.538,315.77799999999996,L8
2014-03-20 22:14:37+00:00,,,,,297.33599999999996,303.47666666666663,296.5966666666667,67.08,54.498000000000005,,6.37,335.108,349.022,347.352,322.706,335.47999999999996,341.0375,332.14,,322.71,321.45000000000005,322.44,309.748,316.07666666666665,320.0366666666667,287.73400000000004,,318.03333333333336,324.5325,327.875,327.27,327.706,328.406,331.658,337.606,333.77799999999996,334.99,333.3866666666667,327.525,337.22333333333336,332.005,337.5075,339.84000000000003,335.73749999999995,332.81,340.844,334.93333333333334,331.1825,323.65,331.87,329.41,339.5833333333333,333.07,338.58,332.84000000000003,,338.55,,360.75500000000005,338.90999999999997,337.6725,,,343.88,,,341.38,344.0,,,,,348.04,331.8533333333333,340.055,342.195,345.70500000000004,352.66,340.51,331.21333333333337,,,320.718,316.466,318.904,319.72200000000004,320.126,313.05,313.276,317.67600000000004,326.99,,,303.7133333333333,306.435,300.678,313.904,L8
2014-08-11 22:14:15+00:00,,,,,301.39,300.62,,58.23,47.93,,8.57,342.985,354.905,349.71,330.5,341.76,343.93,,,,,,306.99,,324.54,282.275,,317.3,325.36,334.47,332.495,339.53,336.535,338.695,347.505,342.87,333.95,333.66499999999996,330.17,342.65999999999997,331.97,335.765,338.28999999999996,335.09000000000003,332.11,342.505,341.78,331.59,324.40999999999997,330.485,326.92,333.81,336.87,,341.91,,337.16,,,340.95500000000004,364.86,,,,,,339.32,,,,,,,319.09,340.14,,,,,342.22,,,320.595,320.58500000000004,323.72,327.21500000000003,328.1,320.80999999999995,321.78499999999997,326.36,329.41999999999996,,,310.225,311.03499999999997,306.99,321.77,L8
2014-08-27 22:14:17+00:00,,,,,301.39,300.62,,58.23,47.93,,8.57,342.3433333333333,352.93666666666667,348.26666666666665,329.0933333333333,342.1433333333334,346.57,,,,,,306.99,,324.54,281.86333333333334,,317.65333333333336,325.36,332.48333333333335,331.4833333333333,337.41,334.3833333333334,336.87333333333333,346.03,342.1933333333333,334.1333333333333,334.8,331.295,342.68333333333334,333.49,336.1666666666667,338.5,335.0833333333333,335.69666666666666,341.22333333333336,344.0133333333333,333.9533333333333,328.8533333333333,330.485,326.92,333.81,336.87,,341.91,,337.16,,,344.42,364.86,,,,,,339.32,,,,,,,319.09,340.14,,,,,342.22,,,314.73333333333335,315.50666666666666,322.83,325.69666666666666,325.3833333333333,320.47666666666663,318.99666666666667,325.2,329.28666666666663,,,310.225,311.03499999999997,302.48333333333335,316.4266666666667,L8
2014-09-28 22:14:20+00:00,,,,,294.63,298.555,,68.315,48.19,,,338.82,346.5933333333333,343.81,321.71000000000004,341.1433333333334,345.115,332.85,,322.9,313.16,313.11,296.12,321.38,,280.73333333333335,,317.4433333333333,326.355,330.9866666666667,330.02,331.35333333333335,331.5733333333333,336.39,343.9866666666667,338.84,333.62999999999994,333.3633333333333,332.97333333333336,338.75,334.15000000000003,334.92,336.6166666666666,335.29333333333335,335.83,336.1066666666667,340.95666666666665,334.80333333333334,326.7966666666667,331.29,329.46000000000004,334.9,336.87,340.59,338.38,346.82,341.76,,357.25,346.4433333333334,353.695,,,,,,,,,,,,345.01,,,,,357.31,342.24,333.7,,,312.06,314.59999999999997,319.4833333333333,321.7133333333333,320.19666666666666,317.79999999999995,315.41333333333336,323.18666666666667,327.3,,,313.17,312.56,297.9933333333334,312.81333333333333,L8
2014-12-01 22:14:24+00:00,,,,,295.94,302.37333333333333,300.36,69.71333333333332,58.275,,,338.255,346.0775,343.285,320.175,339.275,342.77666666666664,334.625,338.15,324.645,314.58500000000004,317.4,303.06,317.18,323.9,282.3,,317.645,323.77000000000004,330.3875,328.7875,329.9525,330.4375,335.2075,343.205,338.22749999999996,332.77,332.82,333.805,338.0175,336.38750000000005,336.7375,339.96,337.095,334.0525,335.5725,338.6125,334.32,325.48,327.82500000000005,329.48,334.99333333333334,336.87,340.59,338.38,346.82,340.1,,361.28999999999996,345.1775,349.50333333333333,345.37,,,,,,,,,,,345.01,,338.21,345.28,350.61,356.02,346.345,333.7,,,313.995,315.90749999999997,319.23249999999996,321.525,320.125,317.495,315.135,322.6425,326.6875,,,309.135,308.945,300.44500000000005,313.695,L8
2015-01-18 22:14:12+00:00,,,,,297.195,304.2875,302.57500000000005,69.71333333333332,57.623333333333335,,0.98,337.012,345.812,342.324,320.652,338.38800000000003,342.77666666666664,334.625,338.15,324.645,314.58500000000004,317.4,303.18,317.18,320.28999999999996,282.886,,313.73400000000004,320.375,329.536,327.37399999999997,328.22,329.222,333.76,341.274,337.142,329.13399999999996,330.288,333.805,338.0175,336.38750000000005,335.906,339.96,337.095,331.56,334.65,336.32,332.004,323.854,324.9566666666667,326.7925,331.73,330.05,340.59,338.38,346.82,340.1,,361.28999999999996,342.918,345.505,345.37,,,,,,,,,,,345.01,,334.64,342.53499999999997,350.61,356.02,346.345,333.7,,,314.89,316.022,318.598,321.014,319.654,317.196,313.87399999999997,321.942,326.034,,,309.0466666666667,308.5,302.30800000000005,314.408,L8
2015-02-19 22:14:01+00:00,,,,282.36,303.865,310.5075,308.5933333333333,75.455,58.19333333333333,287.84,0.98,340.04200000000003,343.99,344.774,320.664,335.70750000000004,342.77666666666664,334.625,338.15,324.645,314.58500000000004,317.4,303.18,317.18,320.28999999999996,284.942,,311.925,316.67333333333335,327.3175,324.96,325.95750000000004,326.61249999999995,331.0625,338.4475,334.925,328.2725,329.9825,335.01666666666665,336.25333333333333,337.86000000000007,337.145,340.9166666666667,339.31666666666666,331.29499999999996,335.8775,336.315,332.935,325.2425,321.7900000000001,326.75,331.0366666666667,323.23,340.59,334.85,346.82,340.1,,361.28999999999996,343.66999999999996,339.05333333333334,345.37,,,,,,,,,,,345.01,,334.64,342.53499999999997,350.61,356.02,346.345,333.7,319.69,321.99,315.936,317.354,319.38199999999995,322.344,320.454,317.834,314.538,319.8275,324.52750000000003,319.55,314.16,313.81,311.1066666666667,306.014,315.658,L8
2015-03-07 22:13:53+00:00,,,,282.36,306.21999999999997,313.844,312.005,75.455,56.2175,287.84,8.225,343.848,348.1175,347.204,321.922,335.8475,339.55999999999995,334.625,338.15,324.645,314.58500000000004,317.4,303.18,317.18,320.28999999999996,285.9175,296.31,309.78000000000003,316.67333333333335,326.92,323.46,323.55333333333334,325.45666666666665,330.34,336.90333333333336,338.79,326.19666666666666,330.15999999999997,336.315,333.015,339.2850000000001,337.2033333333333,341.91499999999996,341.44000000000005,327.43666666666667,334.95,332.26,331.02,321.07666666666665,323.27000000000004,326.75,335.38,323.23,340.59,334.85,346.82,340.1,,361.59999999999997,340.2,342.05,345.37,,,,,,,,,,,345.01,,334.64,345.0133333333333,350.61,356.02,346.345,333.7,316.305,314.03,321.334,321.25600000000003,320.892,324.948,323.264,319.024,315.752,322.28499999999997,324.15500000000003,299.015,308.375,317.22749999999996,312.39250000000004,311.488,320.144,L8
2015-04-24 22:13:32+00:00,,,,282.36,306.694,318.1825,305.604,77.535,58.062,287.84,8.225,342.538,347.085,346.302,324.98999999999995,335.8,337.45500000000004,336.37,338.15,324.75,314.48,320.33000000000004,302.97,312.03499999999997,318.77,287.06,296.31,303.2033333333333,310.2033333333333,324.8333333333333,321.17333333333335,321.76,324.69,328.77333333333337,332.98333333333335,337.02,317.91333333333336,324.625,323.865,324.23,327.935,328.8066666666667,334.975,328.825,321.83,327.16333333333336,325.0133333333333,323.5233333333333,316.19,321.24750000000006,322.06,332.7375,322.475,330.81,329.75,340.79,335.515,342.17,355.93666666666667,336.722,338.265,343.025,,,,,,,,,,,,,330.53999999999996,339.365,336.635,346.15,350.45,,316.305,314.03,320.49,319.96400000000006,319.30400000000003,324.088,322.944,318.334,313.962,321.5025,322.985,299.015,308.375,317.22749999999996,312.39250000000004,312.41,320.06399999999996,L8
2015-06-11 22:13:28+00:00,,,,282.36,306.858,316.36,302.99799999999993,73.755,55.58399999999999,287.84,8.225,339.32800000000003,344.0625,343.74399999999997,324.71,335.4675,339.89,336.315,334.25,318.83000000000004,312.95,316.69000000000005,296.76666666666665,309.88,313.66333333333336,278.19666666666666,296.31,295.67999999999995,304.69666666666666,323.58666666666664,319.47333333333336,320.0366666666667,323.64,328.07,326.96333333333337,333.05,309.1033333333333,317.945,305.17,306.525,305.395,317.53,319.96,315.15,318.385,323.76,321.73,318.84999999999997,313.52,320.21000000000004,313.6366666666667,328.45,320.9666666666667,329.38,327.98,339.645,330.88,342.17,347.7633333333333,332.688,335.08,335.595,314.11,,,,,,,,322.73,323.95,311.56,306.05,326.41666666666663,337.76,336.625,350.41999999999996,350.66,340.9,316.305,314.03,319.886,319.01000000000005,318.972,324.56000000000006,323.768,317.784,313.752,320.52750000000003,322.0525,299.015,308.375,318.8075,314.67,314.4,321.132,L8
2015-06-27 22:13:34+00:00,,,,282.36,306.858,309.558,302.99799999999993,78.01,55.58399999999999,287.84,8.225,336.58,342.382,341.535,323.8883333333333,334.894,343.0133333333333,343.7366666666667,334.25,318.83000000000004,312.95,315.7033333333334,296.2425,309.87333333333333,313.875,278.19666666666666,296.31,295.67999999999995,306.0225,322.7475,319.2025,319.7425,323.84749999999997,328.61,325.0325,330.826,309.04499999999996,315.816,304.24333333333334,306.8333333333333,304.4266666666667,316.09749999999997,316.97,314.06,317.25333333333333,315.71666666666664,314.6766666666667,307.94666666666666,305.3666666666666,317.07,313.27750000000003,326.952,321.64,329.38,329.8333333333333,343.10999999999996,332.31,342.8,347.9775,333.20666666666665,333.662,335.595,314.11,333.0,332.31,326.13,,342.25,327.83,332.96,327.29,329.85,314.0,305.94,326.17249999999996,338.45,339.13,353.6666666666667,350.76,335.095,316.305,314.03,317.785,316.5366666666667,315.89166666666665,321.94,323.768,314.8516666666667,311.0933333333333,316.996,320.664,299.015,308.375,318.8075,314.67,311.55333333333334,319.03000000000003,L8
2015-07-29 22:13:49+00:00,,,,282.36,308.3325,309.44,302.54999999999995,78.01,55.39999999999999,287.84,20.79,338.6716666666667,346.162,343.34,325.6383333333333,337.314,347.6175,343.7366666666667,345.86,328.11333333333334,325.305,315.7033333333334,304.35249999999996,309.87333333333333,316.235,275.98,296.31,305.645,309.87249999999995,321.61999999999995,318.3633333333333,319.2266666666667,328.6975,328.8233333333333,331.39500000000004,335.51599999999996,312.5125,318.122,310.52750000000003,317.96500000000003,311.115,317.5025,316.97,314.06,315.08500000000004,308.095,308.43999999999994,300.54999999999995,299.375,316.3533333333333,311.46000000000004,328.205,321.10999999999996,329.38,329.8333333333333,343.10999999999996,332.31,342.8,352.394,338.67333333333335,333.7,335.595,314.11,333.0,332.31,326.13,,342.25,327.83,332.96,327.29,329.85,314.0,305.94,324.53999999999996,338.115,339.13,356.7625,354.5466666666667,335.095,316.305,314.03,319.11333333333334,317.695,317.325,323.6983333333333,326.002,315.32,314.205,317.946,319.97499999999997,299.015,308.375,322.11999999999995,315.325,314.65999999999997,321.89833333333337,L8
2015-10-01 22:14:13+00:00,,,,,290.61,296.24666666666667,283.66499999999996,77.72749999999999,61.38999999999999,,26.11,327.046,339.64,334.358,317.186,334.31000000000006,345.028,339.8225,344.45666666666665,326.14750000000004,325.305,315.9975,302.702,310.325,315.78999999999996,273.9433333333333,,303.58,310.38399999999996,322.325,318.9375,319.76250000000005,327.85200000000003,329.22,330.62800000000004,329.28799999999995,313.76800000000003,313.68399999999997,310.536,317.57,310.532,317.344,318.87333333333333,316.58666666666664,315.08500000000004,310.0366666666667,310.0133333333333,299.3766666666666,298.5933333333333,311.41499999999996,311.46000000000004,321.46999999999997,321.10999999999996,329.38,329.2275,342.26750000000004,332.7275,343.0466666666667,349.488,335.95799999999997,329.19,335.595,314.11,333.0,332.31,326.13,,342.25,327.83,332.96,327.29,329.85,314.0,305.94,325.28999999999996,334.16333333333336,339.13,356.7625,354.5466666666667,335.095,,,314.17199999999997,312.52,310.986,317.588,318.63,308.71200000000005,308.846,314.07399999999996,317.96999999999997,,,305.795,308.53000000000003,308.94399999999996,316.74,L8
2015-10-17 22:14:14+00:00,,,,,290.61,299.12,284.60333333333335,77.642,61.56,,26.11,327.40000000000003,339.48499999999996,334.4783333333333,316.6533333333333,333.65000000000003,344.46000000000004,338.414,344.5675,325.89,324.49,315.9975,302.8383333333333,311.332,315.9783333333333,276.3175,,305.4925,311.20166666666665,323.09,319.902,320.866,327.865,329.944,331.21166666666664,329.1816666666667,315.235,316.5883333333333,313.8933333333334,318.99333333333334,311.87833333333333,320.19166666666666,321.36,319.7825,315.08500000000004,310.0366666666667,311.99,301.15999999999997,299.3475,313.06333333333333,311.46000000000004,321.46999999999997,321.10999999999996,329.38,330.01,342.26750000000004,333.61199999999997,344.3725,350.05,336.3416666666667,330.91,335.595,314.11,333.0,332.31,326.13,,342.25,327.83,332.96,327.29,329.85,314.0,305.94,327.45,334.16333333333336,339.13,356.7625,354.5466666666667,332.99,,,314.75833333333327,312.7733333333333,311.125,317.64000000000004,317.802,308.2866666666667,309.54833333333335,314.49499999999995,318.974,,,305.795,308.53000000000003,308.255,316.465,L8
2016-04-26 22:13:44+00:00,,,,,289.11,291.03,281.43,75.04,62.73,,,330.34,339.06,335.96,328.31,334.89,342.71,329.79,342.19,325.39,315.66,322.1,297.54,312.4,318.41,286.04,,307.82,,327.04,323.74,328.87,329.84,335.88,337.47,330.58,318.04,322.2,323.94,321.05,329.75,321.68,324.24,320.56,317.83,310.34,307.44,301.7,301.04,324.99,322.17,320.04,324.36,341.82,,340.73,337.04,346.76,345.33,329.37,331.33,340.18,346.27,331.27,339.51,325.87,334.38,337.56,338.38,322.18,336.55,318.24,316.76,305.55,327.87,329.72,332.35,347.98,335.49,336.67,,,317.74,314.25,317.6,320.44,316.47,312.45,314.24,317.33,323.49,,,298.8,300.38,308.25,314.7,L8
2016-05-12 22:13:44+00:00,,,,,295.96000000000004,291.03,281.43,66.0,57.825,,2.27,338.765,347.41499999999996,342.815,335.20500000000004,341.86,347.775,343.21500000000003,346.74,330.825,328.33500000000004,333.41,311.95500000000004,320.29999999999995,319.88,285.36,273.98,312.68,318.0,336.475,334.24,340.53,340.515,345.83500000000004,347.16,342.54999999999995,322.82000000000005,326.53499999999997,323.94,326.17,329.75,329.07500000000005,328.185,323.20500000000004,321.25,315.69,313.145,301.7,311.57000000000005,324.99,322.17,320.04,324.36,341.82,,340.73,337.04,346.76,345.33,337.34000000000003,343.515,340.18,346.27,343.445,339.51,325.87,334.38,337.56,338.38,332.69,336.55,318.24,332.075,316.445,337.40999999999997,329.72,332.35,357.725,335.49,337.79,,,327.1,322.03499999999997,326.48,327.98,325.48,323.345,322.31,325.46500000000003,329.305,292.58,289.56,306.475,308.655,318.58500000000004,323.12,L8
2016-06-29 22:14:02+00:00,,,,,295.96000000000004,291.03,281.43,66.0,57.825,,2.27,341.79333333333335,349.6933333333333,344.93666666666667,336.6433333333334,343.68,352.5,350.6333333333334,346.74,334.57666666666665,330.05,336.18666666666667,319.8766666666667,321.6566666666667,320.94666666666666,282.12,273.98,317.0733333333333,321.185,340.46000000000004,338.17333333333335,343.12999999999994,342.7166666666667,347.28999999999996,349.5,344.19666666666666,325.5833333333333,328.06,328.755,329.73333333333335,332.575,330.3566666666667,330.36333333333334,326.47,325.09,319.6333333333333,317.66,307.78,314.87000000000006,327.615,326.67,327.245,324.36,341.82,,340.73,337.04,346.76,363.11,348.68,349.18,340.18,346.27,349.49,339.51,325.87,334.38,337.56,338.38,332.69,336.55,318.24,339.17,324.93,340.34999999999997,329.72,332.35,357.725,349.195,341.85666666666674,,,327.1,322.03499999999997,326.48,328.7366666666667,330.55333333333334,324.03,324.19,327.9066666666667,333.19666666666666,292.58,289.56,306.475,308.655,318.58500000000004,323.12,L8
2016-07-15 22:14:10+00:00,,,,,295.96000000000004,291.03,281.43,66.0,57.825,,2.27,342.6425,350.4825,345.6575,336.655,344.835,354.6875,352.8075,346.8633333333334,334.57666666666665,332.4725,337.2075,321.555,321.6566666666667,320.94666666666666,279.5325,273.98,317.0733333333333,322.02666666666664,341.88,338.17333333333335,343.12999999999994,345.5525,347.28999999999996,350.5,348.375,325.5833333333333,328.3575,328.755,331.4,332.575,330.3566666666667,330.36333333333334,326.47,326.355,322.78499999999997,318.47,311.52666666666664,316.1075,327.3333333333333,326.67,327.245,324.36,341.82,342.68,345.24,344.26,350.97,363.97333333333336,352.8675,352.5175,340.18,346.27,350.44,339.51,325.87,334.38,349.44,338.38,332.69,338.66499999999996,333.28,341.4,329.7725,340.34999999999997,329.72,332.35,358.7366666666667,349.195,341.85666666666674,,,329.99,323.24333333333334,327.02333333333337,330.615,330.39,324.03,324.7875,328.73,337.65250000000003,292.58,289.56,307.54333333333335,309.06333333333333,322.2366666666667,325.38,L8
2016-09-01 22:14:24+00:00,,,,,293.8533333333333,295.03,288.88,66.58,57.96666666666667,,2.27,340.51599999999996,348.412,344.094,333.382,342.37199999999996,352.61199999999997,348.406,345.9375,333.28249999999997,329.916,334.856,316.71400000000006,321.4275,320.94666666666666,278.846,273.98,314.4675,320.2125,339.62,335.2575,339.92,343.148,345.685,348.084,345.18,325.5833333333333,328.3575,326.8933333333334,331.4,331.28,327.5525,328.415,324.5375,324.91999999999996,320.25,316.394,308.5925,312.326,324.6225,325.06,327.245,325.81,341.82,337.305,345.06,344.26,351.51666666666665,360.7725,349.536,350.084,340.18,346.27,350.44,339.51,325.87,334.38,349.44,338.38,332.69,338.66499999999996,333.28,341.23400000000004,330.748,337.1275,329.72,332.35,358.7366666666667,348.42,343.025,,,326.34749999999997,320.855,324.1975,328.57399999999996,327.72200000000004,321.3025,322.762,326.61199999999997,335.402,292.58,289.56,305.4075,307.5475,319.0725,323.03,L8
2017-01-23 22:14:19+00:00,,,,,294.005,303.04999999999995,292.265,64.32000000000001,60.875,,,337.315,347.63,342.625,323.555,333.79999999999995,344.04499999999996,335.345,343.16,329.4,319.69,325.45,309.765,320.74,,279.055,,306.65,314.77,333.53,329.975,333.43,335.09,340.385,340.495,336.80499999999995,,,323.17,,328.69,319.14,322.57,318.74,319.18,310.11,308.09,299.79,297.2,316.49,321.84,,328.57,343.16,331.93,346.445,346.09,353.135,355.675,334.985,340.18,,,,,336.09,343.19,356.2,345.02,,343.57,,340.57,334.6,337.085,,,356.86,346.87,346.53,,,320.21500000000003,318.865,322.04,323.99,320.95000000000005,317.25,318.095,323.02,328.765,,,302.16999999999996,305.33500000000004,311.99,319.97,L8
2017-02-08 22:14:10+00:00,,,,293.43,302.00333333333333,311.25333333333333,302.45,64.32000000000001,60.875,305.13,,337.315,347.63,349.20666666666665,328.6066666666666,337.05,345.6366666666666,339.49,343.16,329.4,319.69,325.45,309.765,320.74,,281.66,306.05,306.65,314.77,333.53,329.975,333.43,335.09,340.385,340.495,336.80499999999995,,,323.17,,328.69,319.14,322.57,318.74,319.18,310.11,308.09,299.79,297.2,316.49,321.84,,328.57,343.16,331.93,346.445,346.09,353.135,355.675,334.985,340.18,,,,,336.09,343.19,356.2,345.02,,343.57,,340.57,334.6,337.085,,,356.86,346.87,346.53,322.75,324.06,326.83666666666664,325.96333333333337,328.8733333333334,330.81,320.95000000000005,317.25,325.42,328.75666666666666,337.1466666666667,318.64,319.15,309.5833333333333,311.0466666666667,317.75,326.68666666666667,L8
