dates,nzd0450-0000,nzd0450-0001,nzd0450-0002,nzd0450-0003,nzd0450-0004,nzd0450-0005,nzd0450-0006,nzd0450-0007,nzd0450-0008,nzd0450-0009,nzd0450-0010,nzd0450-0011,nzd0450-0012,nzd0450-0013,nzd0450-0014,nzd0450-0018,nzd0450-0019,nzd0450-0020,nzd0450-0021,nzd0450-0022,nzd0450-0023,nzd0450-0024,nzd0450-0025,nzd0450-0026,nzd0450-0027,nzd0450-0028,nzd0450-0029,nzd0450-0030,nzd0450-0031,nzd0450-0032,nzd0450-0033,nzd0450-0034,nzd0450-0035,nzd0450-0036,nzd0450-0037,nzd0450-0038,nzd0450-0039,nzd0450-0040,nzd0450-0041,nzd0450-0042,nzd0450-0043,nzd0450-0044,nzd0450-0045,nzd0450-0046,nzd0450-0047,nzd0450-0048,nzd0450-0049,nzd0450-0050,nzd0450-0051,nzd0450-0052,nzd0450-0053,nzd0450-0054,nzd0450-0055,nzd0450-0056,nzd0450-0057,nzd0450-0058,nzd0450-0059,nzd0450-0060,nzd0450-0061,nzd0450-0062,nzd0450-0063,nzd0450-0064,nzd0450-0065,nzd0450-0066,nzd0450-0067,nzd0450-0068,nzd0450-0069,nzd0450-0070,nzd0450-0071,nzd0450-0072,nzd0450-0073,nzd0450-0074,nzd0450-0075,nzd0450-0076,nzd0450-0077,nzd0450-0078,nzd0450-0079,nzd0450-0080,nzd0450-0081,nzd0450-0082,nzd0450-0083,nzd0450-0084,nzd0450-0085,nzd0450-0086,nzd0450-0087,nzd0450-0088,nzd0450-0089,nzd0450-0090,nzd0450-0091,nzd0450-0092,nzd0450-0093,nzd0450-0094,nzd0450-0095,nzd0450-0096,nzd0450-0097,nzd0450-0098,nzd0450-0099,nzd0450-0100,nzd0450-0101,nzd0450-0102,nzd0450-0103,nzd0450-0104,nzd0450-0105,nzd0450-0106,nzd0450-0107,nzd0450-0108,nzd0450-0109,nzd0450-0110,nzd0450-0111,nzd0450-0112,nzd0450-0113,nzd0450-0114,nzd0450-0115,nzd0450-0116,nzd0450-0117,nzd0450-0118,nzd0450-0119,nzd0450-0120,nzd0450-0121,nzd0450-0122,nzd0450-0123,nzd0450-0124,nzd0450-0125,nzd0450-0126,nzd0450-0127,nzd0450-0128,nzd0450-0129,nzd0450-0130,nzd0450-0131,nzd0450-0132,nzd0450-0133,nzd0450-0134,nzd0450-0135,nzd0450-0136,nzd0450-0137,nzd0450-0138,nzd0450-0139,nzd0450-0140,nzd0450-0141,nzd0450-0142,nzd0450-0143,nzd0450-0144,nzd0450-0145,nzd0450-0146,nzd0450-0147,nzd0450-0148,nzd0450-0149,nzd0450-0150,nzd0450-0151,nzd0450-0152,nzd0450-0153,nzd0450-0015,nzd0450-0016,nzd0450-0017,satname
2005-03-02 22:07:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.68,170.34,182.02,185.22,198.74,,193.19,187.43,,195.41,179.83,192.1,216.71,197.11,224.01,180.695,175.16666666666666,186.7325,181.44000000000003,190.42999999999998,204.96499999999997,196.28666666666666,196.70333333333335,202.65666666666667,206.50666666666666,226.08,208.62,207.32666666666668,200.45000000000002,200.6,199.71666666666667,197.5666666666667,196.25666666666666,196.10333333333335,198.09333333333333,197.98333333333335,199.57000000000002,195.75,198.62,199.83,209.8525,200.02666666666667,197.01999999999998,193.85666666666665,203.475,194.80333333333337,195.16,177.90666666666667,175.56,175.33,,,,,,,,,191.64,220.25,229.87,239.36,213.32,,,254.61,211.15,206.46,203.06,222.76,193.27,198.28,183.79,206.82,233.28,213.78,,,223.0,194.99,189.74,203.93,184.06,221.41,228.25,205.44,,,,,,229.27,239.55,240.89,244.68,268.67,269.15,251.29,267.61,260.1,274.45,250.76,,280.79,257.66,,,,L5
2005-08-09 22:08:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.75333333333333,178.51333333333332,180.50666666666666,183.94333333333336,189.41666666666666,196.54,198.32333333333335,200.55333333333337,201.27666666666667,208.78666666666666,214.61666666666667,209.68999999999997,208.26666666666665,204.87333333333333,207.17999999999998,203.73666666666668,200.37,199.1833333333333,199.37,200.65666666666667,195.95333333333335,200.30333333333337,197.30333333333337,201.21,203.46333333333337,202.17999999999998,201.75,199.39333333333335,196.64333333333335,198.62,198.22333333333336,198.00333333333333,171.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-09-10 22:08:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.92,180.87,176.16,180.485,183.505,191.18,198.63,201.47,202.615,209.13,214.845,208.865,210.63,204.415,205.365,201.53500000000003,201.05,199.34500000000003,198.625,198.70499999999998,195.785,201.625,200.26,201.07,207.135,204.49,200.555,195.0,194.32,195.445,196.68,197.39999999999998,173.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-11-13 22:08:44+00:00,,,,,,175.71,207.62,199.79,201.06,199.68,207.83,199.53,,,,,,,,,,,178.39,200.57,208.86,,228.15,223.08,216.37,218.34,228.54,209.94,,,,185.29,,190.21,,205.74,187.18,197.75,183.22,208.79,208.83,192.82,200.87,189.04,205.38,207.88,225.93,229.47,203.14,218.04,235.47,222.38,217.81,208.46,235.39,216.54,219.2,194.495,180.87,176.16,180.485,183.505,191.18,198.63,201.47,202.615,209.13,214.845,208.865,210.63,204.415,205.365,201.53500000000003,201.05,199.34500000000003,198.625,198.70499999999998,195.785,201.625,200.26,201.07,207.135,204.49,200.555,195.0,194.32,195.445,196.68,197.39999999999998,193.35500000000002,190.38,176.37,,,,,181.85,192.96,189.63,202.28,217.73,219.06,227.82,226.45,247.72,259.87,253.62,248.47,230.72,236.6,237.48,216.88,215.02,209.37,217.7,223.38,222.39,237.38,,,232.16,226.04,224.51,228.09,,234.84,245.59,,272.24,258.57,257.85,,290.75,,,276.19,258.65,291.21,267.6,267.86,286.58,277.16,275.4,,,292.73,286.7,194.94,179.6,,L5
2006-04-13 22:18:14+00:00,,,,,,175.71,207.62,199.79,201.06,199.68,207.83,199.53,,,,,,,,,,,178.39,200.57,208.86,,228.15,223.08,216.37,218.34,228.54,209.94,,,,185.29,,190.21,,205.74,187.18,197.75,183.22,208.79,208.83,192.82,200.87,189.04,205.38,207.88,225.93,229.47,203.14,218.04,235.47,222.38,217.81,208.46,235.39,216.54,219.2,211.07,165.25,170.67,171.09,179.93,181.68,187.94,193.09,194.69,204.54,206.86,204.95,202.5,200.4,198.25,195.57,194.71,198.3,196.55,194.65,189.61,190.21,192.97,193.37,191.91,190.75,198.73,193.76,191.22,192.11,189.74,190.27,213.24,190.38,176.37,,,,,181.85,192.96,189.63,202.28,217.73,219.06,227.82,226.45,247.72,259.87,253.62,248.47,230.72,236.6,237.48,216.88,215.02,209.37,217.7,223.38,222.39,237.38,,,232.16,226.04,224.51,228.09,,234.84,245.59,,272.24,258.57,257.85,,290.75,,,276.19,258.65,291.21,267.6,267.86,286.58,277.16,275.4,,,292.73,286.7,194.94,179.6,,L5
2006-08-12 22:13:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.56,169.065,176.57,174.735,186.98000000000002,193.825,193.63,196.14499999999998,200.88,209.39499999999998,209.83,215.08999999999997,207.54500000000002,208.63,203.945,201.755,202.10500000000002,199.685,200.055,203.49,195.91500000000002,197.53500000000003,198.69,207.905,199.305,202.45999999999998,206.56,202.89499999999998,199.60500000000002,198.54500000000002,197.27,195.91000000000003,175.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-01-26 22:21:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.56,172.88,175.535,176.23000000000002,186.03,194.22,191.97,195.86,201.64499999999998,213.49,214.37,219.08999999999997,211.485,211.81,207.95999999999998,204.885,198.62,194.07,196.64,199.965,193.66500000000002,195.21,196.66,209.95999999999998,203.7,207.18,205.14,204.79500000000002,203.755,202.875,197.625,193.29500000000002,175.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-02-04 22:15:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.78,171.905,173.9,176.3066666666667,183.14333333333335,190.31000000000003,191.67333333333332,197.54666666666665,202.8033333333333,212.95333333333335,215.01,218.57333333333335,211.03333333333333,210.72,204.77999999999997,201.92,197.72333333333336,194.68999999999997,196.51333333333332,198.04666666666665,193.88666666666668,197.62333333333333,198.99666666666667,208.05999999999997,205.24666666666667,207.29666666666665,204.66333333333333,203.11333333333334,199.19333333333336,198.29999999999998,195.49666666666667,192.33333333333334,175.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-02-27 22:21:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,170.93,168.01666666666665,176.11333333333334,179.78666666666666,185.5633333333333,190.38,198.96,202.53,211.67333333333332,214.91333333333333,208.8733333333333,204.89,201.83666666666667,198.97,196.24666666666667,190.44000000000003,191.51333333333332,196.07000000000002,194.14,192.51999999999998,195.20000000000002,197.3066666666667,201.0666666666667,204.4,198.25,195.08666666666667,193.83333333333334,191.70000000000002,192.17999999999998,189.57333333333335,187.42666666666665,166.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-12-23 22:04:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.55,182.01,175.0,184.51,184.03,183.37,182.94,182.92,180.91,183.06,190.07,192.86,203.19,206.25,209.14,214.82,209.19,210.11,208.49,208.98,212.81,210.77,204.02,198.55,201.58,202.5,206.4,205.78,206.43,210.46,207.45,209.45,209.53,209.84,212.24,174.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2010-01-27 22:11:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.11,174.73,173.83,176.0,178.59,179.16,184.47,188.37,192.55,197.44,205.0,203.18,202.09,198.06,199.34,197.97,200.66,199.86,196.66,197.7,198.59,195.25,195.96,200.81,200.06,199.16,197.1,194.52,196.23,197.37,195.12,197.12,166.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-01-21 22:16:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.79,176.77,176.65,182.62,181.43,184.9,180.76,186.91,191.97,199.11,200.49,200.38,196.79,201.43,204.9,202.64,202.15,203.7,201.66,203.76,193.62,189.99,193.29,189.98,196.1,192.53,189.89,191.52,200.75,200.57,202.55,199.96,172.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-02-06 22:16:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.39,172.75,174.865,177.17000000000002,178.215,183.47,183.0,182.3,182.93,190.34,195.49,201.08,204.18,201.64999999999998,203.45999999999998,206.47500000000002,206.585,206.08999999999997,204.015,207.305,203.885,200.45499999999998,193.615,192.615,195.26,194.39999999999998,196.79500000000002,196.24,193.70499999999998,198.10000000000002,203.64499999999998,202.985,205.09,203.55,174.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-02-15 22:10:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.05,175.35,174.035,176.37666666666667,178.82000000000002,180.35666666666665,184.96333333333334,183.01999999999998,181.08333333333334,184.23000000000002,191.5,196.21333333333334,200.6833333333333,204.41666666666666,202.76999999999998,205.19666666666663,207.30333333333337,206.99,205.7733333333333,204.15,206.99,203.8166666666667,199.20666666666668,192.82000000000002,192.59,195.4,195.85666666666665,196.79,196.85666666666665,196.58,199.22333333333336,203.85333333333332,203.41333333333333,204.9466666666667,204.45000000000002,174.9333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-05-02 22:27:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.81,173.08,174.84,178.69,183.12,188.86,185.0,186.19,230.66,202.34,208.01,211.91,215.29,214.9,211.95,210.61,210.26,209.5,208.07,210.38,206.08,207.32,204.36,207.01,205.99,205.18,209.64,206.89,204.15,205.11,202.24,203.88,201.62,204.41,184.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-07-05 22:28:33+00:00,,227.93,228.71,219.22,215.01,211.27,199.62,194.46,192.39,186.53,180.75,191.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.75,181.68,194.58,186.46,196.94,206.1,192.69,202.46,192.26,205.46,202.01,198.86,201.36,205.28,185.91,182.66000000000003,188.5,193.19,196.7,202.865,200.595,207.95999999999998,227.82999999999998,215.01,219.235,226.57,231.66,234.76,231.995,231.4,225.315,209.5,225.465,231.005,227.53,223.655,221.09500000000003,222.345,220.655,219.99,229.45499999999998,224.135,204.15,224.695,219.4,227.22,212.13,225.2,191.38,172.63,,,,,177.45,182.99,216.58,201.9,217.52,214.57,225.16,220.06,187.32,186.6,188.68,185.77,,,,,172.78,195.36,197.5,199.37,202.33,220.83,211.49,,,190.26,183.34,181.51,166.82,170.22,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-08-22 22:28:36+00:00,,227.93,228.71,219.22,215.01,211.27,199.62,194.46,192.39,186.53,180.75,191.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.75,181.68,194.58,186.46,196.94,206.1,192.69,202.46,192.26,199.32999999999998,185.5,199.65,202.265,191.245,186.6933333333333,182.12333333333333,192.62666666666667,191.84666666666666,193.46333333333334,199.25,198.4333333333333,212.29999999999998,218.06000000000003,214.4466666666667,216.34666666666666,231.00333333333333,239.12333333333333,238.67999999999998,237.33333333333334,225.59666666666666,231.78666666666666,209.5,233.37,224.6,223.25666666666666,218.9,227.30333333333337,222.51,222.77666666666667,228.3166666666667,233.26,223.44666666666663,206.4,221.03,226.18666666666664,230.57000000000002,211.8166666666667,227.9,197.64666666666668,169.66,,,,,177.45,182.99,216.58,201.9,217.52,214.57,221.095,205.64,205.315,186.6,188.68,185.77,,,,,172.78,195.36,197.5,199.37,201.455,216.515,208.53500000000003,,,190.26,183.34,181.51,166.82,170.22,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-09-23 22:28:28+00:00,,227.93,228.71,219.22,215.01,211.27,199.62,194.46,192.39,186.53,180.75,191.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.75,181.68,194.58,186.46,196.94,206.1,192.69,202.46,192.26,199.32999999999998,185.5,199.65,191.72,185.03333333333333,183.5575,181.52,189.39249999999998,188.4475,188.26,194.9,194.04000000000002,205.20749999999998,212.06,210.595,213.9025,226.055,233.3675,232.705,231.065,221.435,226.2025,208.195,226.465,220.08499999999998,218.58,215.32,221.125,218.2425,218.19,222.36,226.39,218.615,205.11333333333334,216.27,222.76,224.5225,208.9725,221.5,194.1775,169.66,,,,,177.45,182.99,216.58,201.9,217.52,214.57,221.095,205.64,205.315,186.6,188.68,185.77,,,,,172.78,195.36,197.5,199.37,201.455,216.515,208.53500000000003,,,190.26,183.34,181.51,166.82,170.22,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-11-10 22:28:18+00:00,,227.93,228.71,219.22,215.01,211.27,199.62,194.46,192.39,186.53,180.75,191.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.75,181.68,194.58,186.46,196.94,206.1,192.69,202.46,192.26,199.32999999999998,179.95333333333335,191.06000000000003,187.405,182.2625,184.5825,182.7775,190.6925,188.8225,188.04250000000002,194.5275,194.585,205.8525,203.0175,210.3725,213.3675,225.91000000000003,233.675,232.7775,231.40999999999997,221.76749999999998,226.31,207.95999999999998,226.5325,219.92,218.9425,215.245,220.995,218.0,218.28,222.915,225.9475,219.07999999999998,205.87333333333333,215.755,222.3675,224.3025,208.8275,221.81750000000002,192.8825,169.66,,,,,177.45,182.99,216.58,201.9,217.52,214.57,221.095,205.64,205.315,186.6,188.68,185.77,,,,,172.78,195.36,197.5,199.37,201.455,216.515,208.53500000000003,,,190.26,183.34,181.51,166.82,170.22,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-03-02 22:26:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.13,186.1,193.35,202.95,201.83,201.85,198.07,194.09,178.45,187.06,183.78,185.5666666666667,186.01333333333332,191.29000000000005,190.21666666666667,187.34333333333333,187.74666666666667,191.62333333333333,192.01666666666665,198.13666666666668,199.9,201.58,216.33,221.39666666666668,223.76666666666665,227.9333333333333,226.27999999999997,222.07333333333335,210.32333333333335,219.04666666666665,207.83,219.37666666666667,208.23000000000002,215.38,211.17,212.17999999999998,213.5333333333333,214.27666666666664,216.94000000000003,214.57000000000002,214.04666666666665,203.57666666666668,215.93666666666664,216.59666666666666,202.37666666666667,205.42,183.3166666666667,,,,,,,,,,,,,210.94,217.63,221.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.97,225.03,,210.43,,,,,,,,,,,,,,L8
2014-09-26 22:26:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.94,203.81,181.65,178.61,180.11,181.96,183.13,189.61,190.01,193.78,,,242.92,216.35,221.05,219.72,215.75,212.32,212.47,216.64,223.34,214.6,243.59,244.99,213.2,207.44,208.02,225.05,230.5,234.27,224.89,234.36,210.33,205.05,204.62,208.12,193.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-12-15 22:26:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.35500000000002,188.255,181.65,178.61,180.11,181.96,183.13,189.61,190.505,193.66,202.41,206.38,228.575,217.345,222.7,220.66,216.35,212.32,212.47,216.64,223.34,214.6,243.59,227.04500000000002,210.07,208.065,209.085,216.615,220.13,222.63,215.45999999999998,234.36,210.33,205.05,204.62,208.12,193.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-12-31 22:26:11+00:00,189.03,199.32,188.73,194.92,185.77,192.3,177.31,177.32,181.0,183.31,187.01,186.09,,,,191.12,191.31,185.73,176.85,217.05,222.48,237.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.65,199.97,184.01,,,,199.47,188.7,188.36666666666667,188.255,181.65,178.61,180.11,181.96,183.13,189.61,190.505,193.66,202.41,206.38,228.575,217.345,222.7,220.66,216.35,212.32,212.47,216.64,223.34,214.6,251.08499999999998,227.04500000000002,217.78333333333333,218.26333333333332,219.23000000000002,228.38,225.25,223.55333333333337,217.85333333333332,229.945,218.89,210.55,218.315,224.125,211.695,,,,,,,,,,,,,199.31,213.99,219.84,218.28,219.11,228.99,212.23,216.68,,,,,,,,,,,,,,,,,,,,,,,210.11,214.05,214.46,,227.8,,,232.7,,246.96,,,232.53,,217.52,196.62,188.06,184.56,L8
2015-04-06 22:25:56+00:00,189.03,199.32,189.83999999999997,190.945,179.565,188.985,185.05,179.165,179.815,181.72,187.01,186.09,,,,191.12,191.31,185.73,176.85,217.05,222.48,237.65,,,,,,,,,,,,,,,,,,,,,,,,,,184.94,193.0,201.82,200.035,196.51,205.0,198.83,188.63,195.51,193.97,183.95333333333335,186.285,204.5,194.34,203.78,216.3,214.73,226.28,191.0,208.18,224.38,219.315,232.58999999999997,233.22500000000002,237.84,239.06,216.95,,,,,,256.985,209.1,225.35666666666665,226.73666666666668,227.17,230.63,229.29999999999998,216.57333333333335,226.03666666666666,222.51,230.76999999999998,222.54500000000002,224.14,229.415,212.695,,,,,,,,,,,,,199.31,213.99,219.84,218.28,219.11,228.99,212.23,216.68,,,,,,,,,,,,,,,,,,,,,,,210.11,214.05,214.46,,227.8,,,232.7,,246.96,,,232.53,,217.52,196.62,188.06,184.56,L8
2015-05-24 22:25:14+00:00,189.03,199.32,189.83999999999997,190.945,179.565,188.985,185.05,179.165,179.815,181.72,187.01,186.09,271.1,266.03,261.42,191.12,191.31,185.73,176.85,217.05,222.48,237.65,,,,,,,,,,,,,,,,,,,,,,,,,,184.94,193.0,201.82,200.035,196.51,205.0,198.83,205.24,201.9333333333333,196.79,183.95333333333335,186.285,187.1,201.125,204.53,217.935,222.56,207.66500000000002,188.04000000000002,201.98000000000002,226.51666666666665,232.12,235.17333333333332,237.33666666666667,231.75333333333333,233.1,215.56,211.15,209.82,207.71,207.93,208.26,240.33333333333334,208.45,220.725,222.2975,222.63500000000002,224.4925,224.12,214.31,220.85,216.21,220.85333333333332,216.0233333333333,217.68999999999997,221.51666666666665,203.82000000000002,,,,,,,,,,,,,199.31,213.99,219.84,218.28,219.11,228.99,212.23,216.68,,,,,,,,,,,,,,,,,,,,,,,214.335,223.67000000000002,224.8,244.89,238.805,,254.25,245.54999999999998,,246.96,,,232.53,,217.52,196.62,188.06,184.56,L8
2015-07-11 22:26:05+00:00,,,190.95,186.97,173.36,185.67,192.79,181.01,178.63,180.13,,,271.1,266.03,261.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.94,193.0,203.99,200.1,209.01,205.0,198.83,205.24,192.54666666666665,197.29666666666665,179.07,188.96,182.28333333333333,192.75333333333333,197.96333333333334,205.85,209.5533333333333,201.52666666666667,189.07,204.20000000000002,235.97333333333336,232.79333333333332,242.78666666666663,238.17999999999998,231.38,234.29,216.015,213.3,212.04500000000002,212.12,210.185,210.235,224.85666666666668,210.04500000000002,218.71333333333334,228.29,228.08,215.88666666666666,221.12333333333333,211.95000000000002,232.73000000000002,221.07000000000002,223.61,211.80666666666664,207.34333333333333,210.23000000000002,189.10666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.56,233.29,235.14,244.89,249.81,,254.25,258.4,,,,,,,,,,,L8
2015-12-18 22:26:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.31,190.22,170.44,178.05,171.45,174.985,181.205,180.84,183.39,189.05,193.095,198.0,216.57,208.45,224.53,219.14,222.45999999999998,223.045,217.635,215.87,214.065,215.125,211.9,212.09,211.39000000000004,211.08999999999997,211.105,225.85500000000002,227.32999999999998,208.595,210.76999999999998,211.45499999999998,224.325,222.235,219.37,204.41500000000002,201.525,205.03,182.33499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-01-03 22:26:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.31,190.22,170.44,178.05,171.01999999999998,174.45333333333335,179.65333333333334,180.25333333333333,183.16666666666666,189.26333333333332,192.84,197.14666666666668,211.91666666666666,208.85,220.70333333333335,218.42333333333332,222.37,222.36666666666665,217.46666666666667,216.01666666666665,214.4466666666667,214.83,212.38333333333333,212.12666666666667,211.34000000000003,210.80999999999997,210.04333333333332,220.09333333333333,221.20666666666668,207.83333333333334,210.31333333333336,210.34,218.00333333333333,216.86333333333334,214.20666666666668,204.57000000000002,201.51999999999998,205.4333333333333,182.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-02-20 22:26:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.66333333333333,173.10333333333332,177.31333333333336,178.86,182.33333333333334,198.23666666666668,202.07000000000002,208.5666666666667,202.91333333333333,209.81000000000003,211.35333333333335,217.2,227.01999999999998,226.62333333333333,217.26999999999998,215.54666666666665,214.5966666666667,213.74333333333334,211.92666666666665,212.21666666666667,210.2066666666667,209.42666666666665,208.10999999999999,208.63,216.84666666666666,216.4366666666667,215.62333333333333,221.39666666666668,206.21333333333334,206.95666666666668,213.63,211.03666666666666,212.43666666666664,216.67,182.98999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-03-07 22:26:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.57500000000002,174.0325,177.815,183.1875,182.97,195.43,199.79250000000002,205.5625,202.09500000000003,209.13500000000002,210.79000000000002,216.79666666666665,225.6075,224.85500000000002,217.57666666666668,214.65,213.7425,213.3,221.3075,211.95,210.58750000000003,209.1825,207.905,208.475,215.9725,219.465,221.0525,224.09,207.1725,214.6,219.22,214.29500000000002,213.765,215.0625,182.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-04-24 22:26:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.11,208.0,202.08,200.34,192.02,191.85,195.43,184.37,177.54,175.07,178.44,178.44,196.67,187.9,180.23000000000002,180.582,183.506,190.172,191.12,195.43,199.79250000000002,205.5625,202.09500000000003,216.282,217.122,222.775,225.296,224.592,217.34,214.82199999999997,213.51800000000003,213.49,219.35,211.962,210.32200000000003,209.39000000000001,208.56799999999998,208.79000000000002,217.49200000000002,225.552,226.214,229.094,212.23600000000002,219.44400000000002,223.56599999999997,221.714,211.76399999999998,220.26,188.12999999999997,,,,,,,,,,,179.45,189.47,196.19,203.5,208.87,,,,,,,183.39,177.31,180.94,182.92,176.2,,,,,,,,,,,,191.8,,,,,,,,,,,,,,257.24,253.62,255.74,259.59,,,,,,L8
