dates,nzd0508-0000,nzd0508-0001,nzd0508-0002,nzd0508-0012,nzd0508-0013,nzd0508-0014,nzd0508-0015,nzd0508-0016,nzd0508-0007,nzd0508-0008,nzd0508-0009,nzd0508-0010,nzd0508-0017,nzd0508-0021,nzd0508-0022,nzd0508-0003,nzd0508-0004,nzd0508-0005,nzd0508-0006,nzd0508-0011,nzd0508-0018,nzd0508-0019,nzd0508-0020,nzd0508-0023,nzd0508-0024,nzd0508-0025
2023-08-12 22:14:23+00:00,,,,199.97166666666666,213.83,200.14285714285714,210.14142857142858,248.50666666666666,167.22499999999997,179.272,172.404,176.43500000000003,242.644,238.113,264.2442857142857,,,196.27200000000002,226.34250000000003,249.86666666666665,270.4916666666666,243.0211111111111,263.64714285714285,256.99999999999994,282.7,267.276
2023-09-05 22:14:34+00:00,,,,207.03142857142856,218.04625000000001,208.35,214.48625,252.755,167.22499999999997,188.30166666666665,189.77166666666668,185.5157142857143,247.37,238.21299999999997,266.4742857142857,280.25,,196.54999999999998,227.99200000000002,250.3725,271.79285714285714,244.1977777777778,266.5814285714286,260.7371428571428,282.8157142857143,270.944
2023-09-29 22:14:38+00:00,258.45,,,212.105,220.4888888888889,211.84555555555553,217.9188888888889,251.962,177.546,195.17142857142858,202.23714285714283,192.31625,247.37,236.93599999999998,264.8314285714286,280.25,,196.6542857142857,227.33666666666667,249.888,268.06714285714287,242.93333333333334,264.1057142857143,258.68142857142857,281.35714285714283,264.82
2024-02-12 22:14:41+00:00,276.04999999999995,305.51,307.94,267.1066666666666,264.36,268.8833333333333,263.6166666666667,270.49666666666667,261.41999999999996,234.92000000000002,284.12666666666667,259.07,284.4,274.31333333333333,270.9,284.12,272.07,197.60999999999996,229.325,266.88,281.1466666666667,278.65333333333336,273.25,276.22333333333336,286.43,283.7366666666667
2024-03-06 22:20:39+00:00,276.04999999999995,305.51,307.94,284.56666666666666,283.04333333333335,279.63000000000005,281.28000000000003,280.54,274.09666666666664,236.39,290.21,277.4266666666667,295.315,280.43666666666667,277.9033333333333,287.99,270.32,197.28,224.06,282.8333333333333,287.41333333333336,285.99333333333334,279.1566666666667,280.8666666666667,292.09999999999997,289.90000000000003
2024-03-22 22:20:30+00:00,280.4733333333333,305.75,308.76,289.0025,287.8325,284.6875,284.6075,282.825,281.1775,236.39,292.47,282.4075,292.6033333333333,281.515,275.68499999999995,288.515,270.9066666666667,197.28,224.06,287.75,288.3125,286.355,280.47,281.365,288.295,292.57
2024-04-16 22:14:07+00:00,291.485,305.75,308.76,291.7725,303.76666666666665,299.6466666666667,297.68333333333334,288.7025,295.3125,232.6,292.4725,296.57000000000005,288.295,282.0725,275.96,288.515,270.9066666666667,201.93,237.11,301.0166666666667,293.2675,286.1125,282.43,282.5275,288.405,302.97666666666663
2024-06-02 22:20:09+00:00,291.485,305.75,308.76,291.7725,303.76666666666665,299.6466666666667,297.68333333333334,280.76800000000003,295.3125,232.6,292.4725,296.57000000000005,279.114,282.0725,273.77,288.515,270.9066666666667,201.93,237.11,301.0166666666667,284.366,286.1125,274.646,275.674,288.405,302.97666666666663
2024-06-03 22:13:41+00:00,291.485,305.75,308.76,291.7725,303.76666666666665,299.6466666666667,297.68333333333334,280.76800000000003,295.3125,232.6,292.4725,296.57000000000005,279.114,282.0725,273.77,288.515,270.9066666666667,201.93,237.11,301.0166666666667,284.366,286.1125,263.00666666666666,275.674,288.405,302.97666666666663
2024-09-07 22:14:30+00:00,289.32,305.99,309.58,280.505,302.2,303.6,299.495,277.98,298.85999999999996,276.525,296.9866666666667,302.52,275.15250000000003,281.48333333333335,272.36,289.04,276.41999999999996,201.93,266.51500000000004,302.5,281.09749999999997,285.1766666666667,250.575,273.2275,286.17333333333335,303.91999999999996
2024-09-22 22:20:32+00:00,,,,258.7,,307.34,304.4,274.08,297.08,276.525,295.855,307.69,271.1433333333334,284.44,278.4625,,280.76,201.93,266.51500000000004,,277.7933333333333,284.04499999999996,239.29666666666662,276.205,296.6366666666667,310.53999999999996
2024-09-23 22:14:30+00:00,,,,258.7,,307.34,304.4,274.08,297.08,276.525,295.855,307.69,271.1433333333334,284.44,278.4625,,291.635,201.93,266.51500000000004,,277.7933333333333,284.04499999999996,239.29666666666662,286.338,296.6366666666667,324.0333333333333
2024-11-02 22:14:41+00:00,295.21,,,296.14,305.44,306.67499999999995,303.30499999999995,282.35,311.455,313.75,307.78499999999997,303.61,278.56,291.46,284.7425,293.71,284.62666666666667,,297.32500000000005,298.85,285.00666666666666,297.14,246.31333333333336,290.63800000000003,304.09,319.9525
2024-11-10 22:14:37+00:00,294.92999999999995,,,293.94,302.125,305.06333333333333,301.26666666666665,285.27750000000003,307.88666666666666,309.3,304.7266666666667,300.6433333333333,281.96500000000003,290.22,284.668,293.74,279.6175,,295.7866666666667,295.865,287.8925,295.34666666666664,256.3375,290.3866666666667,301.775,316.108
2025-04-10 22:20:22+00:00,294.92999999999995,,,282.10999999999996,287.99333333333334,303.92499999999995,299.7,287.64000000000004,293.2633333333333,303.725,292.16,289.8566666666666,288.40333333333336,282.08,279.81666666666666,293.74,267.6,194.37,295.72,283.97,292.5933333333333,285.91,280.2966666666667,285.89,292.5133333333333,293.8466666666667
