dates,satname,nzd0510-0000,nzd0510-0001,nzd0510-0002,nzd0510-0003,nzd0510-0004,nzd0510-0005,nzd0510-0006,nzd0510-0007,nzd0510-0008,nzd0510-0009,nzd0510-0010,nzd0510-0011,nzd0510-0012,nzd0510-0014,nzd0510-0015,nzd0510-0013
2024-11-17 22:20:50.529000,L8,320.11,281.10,288.12,276.45,264.34,275.92,264.96,292.98,278.94,271.23,307.69,276.84,263.04,242.14,305.80,220.40
2024-12-04 22:14:48.196000,L9,318.86,278.80,272.20,266.82,258.73,261.38,259.35,261.45,264.16,259.48,256.74,259.03,257.68,234.93,247.35,214.67
2024-12-27 22:20:57.717000,L9,306.56,263.61,253.53,250.56,,,,,,,,,,224.41,226.66,
2025-01-05 22:14:42.782000,L9,,,,,,,,,,,,,,225.19,230.78,
2025-01-21 22:14:48.959000,L9,307.61,265.84,257.04,255.08,,249.12,236.76,251.10,254.27,246.65,242.20,245.81,242.50,227.72,236.97,
2025-04-10 22:20:22.528000,L8,,,,,,,,,,,,,,224.46,238.61,
2025-04-11 22:14:29.386000,L9,,,,,,,,,,,,,,225.08,240.62,
2025-05-13 22:14:10.289000,L9,,,,,,,,,,,,,,224.05,239.41,
2025-05-29 22:14:03.472000,L9,,,,,,,,,,,,,,227.35,245.16,
2025-06-14 22:14:10.978000,L9,,,,,,,,,,,,,,228.31,243.94,
2025-07-15 22:20:37.213000,L8,,,,,,,,244.31,238.74,247.92,237.66,248.30,245.00,234.16,247.22,
2025-07-23 22:20:39.223000,L9,,,,,,,,,,,,,,227.80,242.36,
2025-08-25 22:14:39.643000,L8,,,,,,249.72,237.83,249.14,242.28,249.84,238.51,245.04,247.41,229.06,243.91,
2025-09-02 22:14:47.227000,L9,304.76,268.73,257.56,253.74,238.44,250.99,242.30,250.74,250.95,250.30,242.70,245.07,246.84,230.79,243.75,
2025-09-10 22:14:44.053000,L8,,,,,,,,,,,,,,229.74,241.52,
2025-09-17 22:20:59.743000,L8,304.69,265.78,250.21,242.18,,,,,,,,,,225.60,235.67,
2025-09-18 22:14:49.542000,L9,306.72,259.05,249.10,,,,,,,,,,,,,
2025-10-11 22:21:09.442000,L9,,,,,,,,251.05,251.51,245.96,238.51,243.69,240.07,227.64,234.47,
2025-11-13 22:14:52.318000,L8,301.35,263.32,257.55,255.41,,248.11,240.24,251.68,253.37,247.19,242.47,244.18,242.45,,,
