dates,nzd0054-0000,nzd0054-0001,nzd0054-0002,nzd0054-0003,nzd0054-0004,nzd0054-0005,nzd0054-0006,nzd0054-0007,nzd0054-0008,nzd0054-0009,nzd0054-0011,nzd0054-0012,nzd0054-0013,nzd0054-0014,nzd0054-0015,nzd0054-0016,nzd0054-0017,nzd0054-0018,nzd0054-0019,nzd0054-0020,nzd0054-0021,nzd0054-0022,nzd0054-0023,nzd0054-0024,nzd0054-0025,nzd0054-0026,nzd0054-0027,nzd0054-0028,nzd0054-0029,nzd0054-0030,nzd0054-0033,nzd0054-0034,nzd0054-0035,nzd0054-0037,nzd0054-0038,nzd0054-0039,nzd0054-0040,nzd0054-0042,nzd0054-0043,nzd0054-0044,nzd0054-0045,nzd0054-0046,nzd0054-0047,nzd0054-0048,nzd0054-0049,nzd0054-0050,nzd0054-0051,nzd0054-0052,nzd0054-0053,nzd0054-0054,nzd0054-0055,nzd0054-0056,nzd0054-0057,nzd0054-0058,nzd0054-0059,nzd0054-0060,nzd0054-0061,nzd0054-0062,nzd0054-0063,nzd0054-0064,nzd0054-0065,nzd0054-0066,nzd0054-0067,nzd0054-0068,nzd0054-0069,nzd0054-0070,nzd0054-0071,nzd0054-0072,nzd0054-0073,nzd0054-0074,nzd0054-0075,nzd0054-0076,nzd0054-0077,nzd0054-0078,nzd0054-0079,nzd0054-0080,nzd0054-0081,nzd0054-0082,nzd0054-0083,nzd0054-0084,nzd0054-0085,nzd0054-0086,nzd0054-0087,nzd0054-0088,nzd0054-0089,nzd0054-0090,nzd0054-0091,nzd0054-0092,nzd0054-0093,nzd0054-0094,nzd0054-0010,nzd0054-0031,nzd0054-0032,nzd0054-0036,nzd0054-0041,satname
2013-05-11 22:19:31+00:00,,,,,,211.12,,214.86,212.78,219.04,219.89,233.22,,198.58,,215.25,,203.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.12,,202.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.49,,,,,L8
2013-06-28 22:19:33+00:00,,,,,,211.12,,214.86,212.78,219.04,219.89,233.22,,198.58,,215.25,,203.59,,,,,,,,,,,,,,,,,,,,,,,,,,,358.12,351.18,,,,,,,,,,,,,,195.12,,202.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.49,,,,,L8
2013-07-14 22:19:34+00:00,,269.04,,280.13,,211.12,,214.86,212.78,219.04,219.89,233.22,,198.58,,215.25,,203.59,,,,,,,,224.84,220.67,,,,223.6,221.39,231.74,265.01,272.84,,253.93,,,,,,,,346.83500000000004,342.87,,,356.71,,,361.03,,,,251.5,250.93,235.79,,195.12,,202.08,,,,,223.31,236.18,,,,,,,233.16,224.04,227.93,215.84,233.53,,,,,,,,,,,,228.49,207.83,215.53,249.28,,L8
2013-10-02 22:19:28+00:00,,269.04,,280.13,,211.12,,214.86,212.78,219.04,219.89,233.22,,198.58,,215.25,,203.59,,,,,,,,224.84,220.67,,,,223.6,221.39,231.74,265.01,272.84,,253.93,,,,,,,,346.83500000000004,342.87,,,356.71,,,361.03,,,,251.5,250.93,235.79,343.98,195.12,,202.08,,,,,223.31,236.18,,,,,,,233.16,224.04,214.615,214.815,220.945,,204.45,,,,237.63,,,,,,228.49,207.83,215.53,249.28,,L8
2013-10-18 22:19:25+00:00,198.87,269.04,192.02,280.13,194.7,198.61,,201.54500000000002,212.8,220.70499999999998,221.08999999999997,233.22,,198.58,,215.25,,203.59,289.37,287.32,,,,,,242.45999999999998,234.675,250.17,204.47,214.56,207.995,219.165,224.42000000000002,236.785,244.38,217.75,237.82999999999998,198.25,226.66,,,252.94,258.47,246.59,346.83500000000004,342.87,272.78,271.67,356.71,268.26,,361.03,,,,251.5,250.93,235.79,343.98,195.12,,202.08,,,,,221.54000000000002,223.32999999999998,205.82,209.0,,,,,233.16,224.04,221.79333333333332,222.83666666666667,215.39666666666668,,204.45,,,,237.63,,329.04,,,,227.98000000000002,214.145,214.54500000000002,228.92000000000002,,L8
2013-11-03 22:19:20+00:00,198.87,269.04,192.02,280.13,196.72,203.49,,205.50666666666666,210.24666666666667,212.65,214.1,225.4,,212.765,,215.25,249.84,221.905,277.15999999999997,288.75,281.58,312.24,317.01,,269.46,259.31666666666666,234.675,236.64499999999998,212.255,226.63,214.25666666666666,219.165,225.73333333333335,233.1,235.96333333333334,226.32,245.02333333333334,198.25,223.675,228.07,219.0,238.48000000000002,261.82500000000005,257.445,346.83500000000004,342.87,272.78,271.67,356.71,268.26,231.45,361.03,280.71,,300.19,276.565,239.655,235.79,331.915,195.12,,202.08,242.42,260.47,,285.45,221.54000000000002,221.38666666666666,206.43,211.32,231.65,213.4,204.21,,233.685,223.565,229.3775,223.615,215.39666666666668,254.66,204.45,,,,257.31,,318.57500000000005,298.26,,374.95,220.38333333333333,225.46333333333334,217.33,230.25,247.5,L8
2014-04-28 22:17:22+00:00,,,,,198.74,213.25,,213.43,205.14,196.54,200.12,217.58,,226.95,,,249.84,240.22,264.95,290.18,281.58,312.24,317.01,,269.46,293.03,,223.12,220.04,238.7,226.78,189.56,214.575,211.26999999999998,208.20999999999998,214.1,259.41,,220.69,232.0,227.055,223.905,248.86,245.615,,,,,,,231.45,,280.71,,300.19,301.63,228.38,,319.85,,,,242.42,260.47,,285.45,,217.5,207.04,213.64,231.65,213.4,204.21,,234.21,223.09,252.13,225.95,,254.66,,288.49,,,257.96000000000004,,308.11,298.26,,374.95,205.19,248.1,204.14499999999998,220.23000000000002,247.5,L8
2014-05-14 22:17:08+00:00,,,204.44,,208.28,215.57,,,,,,,,185.19,,198.27,209.98,214.92,,222.42,230.05,,,,,,,196.02,210.18,213.07,,189.56,191.31,195.79000000000002,198.49,200.03,209.2,213.54,,235.93,235.11,220.39999999999998,219.99,219.68500000000003,,,,,,,,,,,,,,,,,,,,,,,221.13,226.09,217.64,215.08,222.47,218.94,201.41,,,,,,,,,288.49,,,238.93,,,,,,,222.19,185.39,195.46,216.84,L8
2015-07-20 22:17:10+00:00,,,,,,,,,,,,184.5,,205.82,,222.36,276.74,283.43,256.51,239.06,,,,,,,,,,,,,,187.8,212.17,229.01,227.83,243.41,258.2,241.91,267.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.79,199.46,214.23,224.18,,219.24,211.36,212.69,217.52,224.69,,228.11,,,,,,,,,,,,,,227.24,L8
2015-12-11 22:17:42+00:00,,292.11,,,,,,,,,,184.5,,205.82,,222.36,276.74,283.43,256.51,239.06,264.14,277.77,283.62,,,,,,,,,,,187.8,212.17,229.01,227.83,243.41,258.2,241.91,267.81,200.2,194.47,222.14,,334.09,297.69,299.25,337.09,,,335.3,,,335.43,299.39,,,343.07,,,,,266.47,,,,,,197.79,199.46,214.23,224.18,,223.85000000000002,225.815,222.475,217.52,224.69,,228.11,,,,,341.59,344.74,335.95,,353.17,,,,,227.24,L8
2015-12-27 22:17:43+00:00,,292.11,,,,,,,,,,184.5,,205.82,,222.36,276.74,283.43,256.51,239.06,264.14,277.77,272.3,,268.33,276.67,,,,,,,,187.8,212.17,229.01,227.83,243.41,258.2,241.91,267.81,200.2,194.47,222.14,,334.09,297.69,299.25,337.09,,,335.3,,,335.43,299.39,,,343.07,,,,,266.47,,,,,,197.79,199.46,214.23,224.18,,223.85000000000002,225.815,222.475,217.52,224.69,,228.11,,,,269.46,341.59,344.74,335.95,,347.605,,,,,227.24,L8
2016-01-12 22:17:40+00:00,,292.11,249.81,278.6,,,,,,,186.68,192.245,,203.44,,240.865,280.14,283.08500000000004,262.325,239.06,264.14,277.77,272.3,,268.33,276.67,,,,,,,,195.10500000000002,212.17,229.01,227.83,262.765,258.2,241.91,267.81,202.175,194.47,235.89999999999998,354.61,330.13,297.69,299.25,342.42499999999995,,210.0,275.725,,,335.43,299.39,,,343.07,,,,,266.47,,,,209.27,187.68,190.82,206.18,211.665,210.485,,213.2266666666667,225.815,212.61333333333332,207.675,224.69,,228.11,,,205.1,269.46,341.59,344.74,335.95,,347.605,,,,,227.24,L8
2017-01-30 22:17:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,278.18,278.98,277.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-09-11 22:17:42+00:00,,254.27,272.87,254.76,222.72,237.06,241.25,223.08,258.13,252.74,,237.35,254.55,229.15,,,,,,,,,237.76,,,241.51,279.59,217.67,236.01,250.87,,,,,,,,,287.43,,286.78,,,326.79,333.75,,275.21,,312.13,,,,,,,,223.58,232.24,,,268.92,252.13,241.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.32,,,,,L8
2018-05-25 22:16:28+00:00,,,,,,,,,,,,,,,,,,,280.45,272.36,277.49,292.21,310.13,315.17,315.23,,,,,,229.46,,,,,250.31,210.36,,,,,,,,,,,,,255.39,224.46,248.5,255.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.95,,,L8
2020-02-24 22:17:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-04-28 22:17:04+00:00,,,,,,,,,332.76,344.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.58,,,,,,,337.13,,,,,L8
2020-09-03 22:17:46+00:00,,,,,,,,,332.76,344.45,,321.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.58,,,,,,,324.76,,,,,L8
2021-05-01 22:17:07+00:00,,,,,,,,,302.67,312.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.35,360.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.88,,,,,388.9,,,316.0,,,,,L8
2021-10-24 22:18:01+00:00,,,,,,,,,302.67,312.98,,,,,,,,,,,,,,,,,,,,,,,,,,,194.66,,,,,189.81,189.16,,354.35,360.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.88,,,,,388.9,,,316.0,,,,191.69,L8
2021-11-06 22:12:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.66,,,,,189.81,189.16,,,,,,,,,,,,,,,192.33,,203.59,,212.29,223.06,204.68,,248.94,,,,,248.96,,276.99,295.79,,273.38,,,,294.06,,296.66,,,,326.42,339.5,350.66,,369.31,,,,,191.69,L9
2021-12-19 22:17:52+00:00,219.78,246.1,258.89,266.67,,275.44,251.46,,274.14,,,,,,,,,,,,,,,,,,,,,,,,,213.59,209.25,220.43,209.45499999999998,242.19,,,,189.81,189.16,331.55,,,,,,,,,,,,228.25,231.89,205.065,,203.59,,212.29,223.06,204.68,,248.94,218.72,221.28,,,248.96,,262.405,295.79,,293.33,,,203.53,294.06,,296.66,,,,326.42,339.5,350.66,,358.305,,,,210.41,213.25,L9
2022-05-04 22:17:26+00:00,219.78,246.1,258.89,266.67,,275.44,251.46,,274.14,,,,,,,,,,,,,,,,,,,,,,,,,213.59,209.25,220.43,224.25,242.19,,,,,,343.45500000000004,366.23,367.54,,,,,,,,,,228.25,231.89,205.065,,203.59,,212.29,223.06,204.68,,248.94,218.72,221.28,,,248.96,,262.405,295.79,,293.33,,,203.53,309.38,,302.32000000000005,,,,326.42,339.5,350.66,,358.305,,,,210.41,234.81,L8
2022-06-05 22:17:39+00:00,219.78,246.1,258.89,266.67,,275.44,251.46,,274.14,318.52,,364.77,358.5,,,,,,,,,,,,,,,,,,,,,213.59,209.25,220.43,224.25,242.19,,,,,,343.45500000000004,366.23,367.54,,,,,,,,,,228.25,231.89,217.8,,,,,,,,,218.72,221.28,,,,,247.82,,,313.28,,,203.53,324.7,,307.98,,,,,,,,347.3,,,,210.41,234.81,L8
2022-12-22 22:17:59+00:00,,272.03,283.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2023-02-08 22:18:06+00:00,,272.03,283.0,280.0,,,,,277.11,283.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.28,,,,,L9
2023-02-16 22:17:50+00:00,,272.03,283.0,280.0,,,,,277.11,283.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.93,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.28,,,,,L8
2023-03-04 22:17:37+00:00,,272.03,283.0,280.0,,,,,277.11,283.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.93,389.11,,,,,,220.87,222.27,,,233.76,234.25,,,,,,,,,,,,,,,,,,,,,,204.8,,202.18,,,,,,,,,,279.28,,,,,L8
2023-05-15 22:17:12+00:00,,272.03,283.0,280.0,,,,,277.11,283.49,,363.11,361.81,364.55,371.0,,,,,,322.0,328.17,,330.44,330.73,,,,,,,,,,,,,,,,,,,347.6,389.93,389.11,,,,,,220.87,222.27,,,233.76,234.25,,,,,,,,,,,,,,,,,,,,,,204.8,,202.18,,,,,,,369.09,,,279.28,,,,,L9
2024-02-19 22:17:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.14,,,,,,,,,,,,,,,,,,,,,,,,365.22,,,,,,,,,,,,,L8
2024-03-30 22:17:36+00:00,,,,,192.05,,,208.34,,,,,,,,,,,,,,,,,,,,,,,,,,,223.79,223.62,222.85,,,,,215.18,221.89,,,,,,,,,,,,,,,,355.14,,,,,,,,,,,,,,,,,,,,,,,,365.22,,,,,,,,,,,,,L9
2024-04-23 22:17:03+00:00,260.05,280.15,293.48,,192.05,,,208.34,,,,,,,,,,,,,,,,,,,,,,,,,,,223.79,206.89,211.755,218.74,,,,215.18,221.89,,,,,,,,,,,,,208.97,216.55,220.58,355.14,214.55,,,,,,,,,,,,,,,,,,,,,,,365.22,,,,,,,,,,,,209.18,L8
2024-05-17 22:17:03+00:00,260.05,280.15,293.48,,192.05,,,208.34,,,,,344.01,352.57,355.38,,,,,,360.75,365.98,,,,,,,,,,,,,223.79,206.89,211.755,218.74,,,,215.18,221.89,,,,,,,,,,,352.86,,208.97,241.125,220.58,355.14,214.55,,,,,,247.17,,,,,,,,,,,,,,,,,365.22,,,,,,,,,,,,209.18,L9
2024-12-03 22:17:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.71,232.57,,,,,,,,,,273.11,,305.67,,,,,,,,,,,,,,,,,,,,L8
2025-01-12 22:17:45+00:00,,,,,,279.84,284.81,300.11,301.3,,,,,,,,,,,,,,,,,,,,289.75,,,,,,,,,,,,,,,,,,,,,,,270.56,,,,,,,,,,,242.71,232.57,,,,,,,,,,273.11,,305.67,,,,,,,,,,353.71,,,,,,,,,,L9
2025-03-01 22:17:39+00:00,,,,,,279.84,268.805,282.435,284.31,275.02,,,,,,,,,,,,,,,,,,,289.75,229.42,197.42,182.38,197.93,205.26,194.61,198.8,,304.71,275.88,309.35,261.1,264.39,295.74,,,,275.72,299.36,306.43,,217.9,270.56,272.69,329.25,349.36,236.55,250.41,,,,,,229.345,227.87,,,,194.15,193.63,,,,,273.11,,305.67,197.83,187.77,175.94,,243.16,,,206.51,205.39,353.71,,,304.07,,263.35,232.94,185.6,198.67,,L9
2025-03-17 22:17:32+00:00,,,,,322.19,297.5,285.49666666666667,282.435,284.31,275.02,285.97,327.56,337.47,329.24,343.09,263.68,,,,,,,297.56,,,214.41,216.54,289.93,289.75,222.555,190.165,182.38,217.13,205.26,194.61,198.8,,289.755,275.88,319.365,261.1,264.39,306.265,321.65,360.54,361.89,271.225,299.36,314.775,395.51,217.9,270.56,287.595,329.25,361.635,236.55,250.41,,,,260.45,247.49,221.40333333333334,221.76,201.46,211.42,181.34,194.15,186.44,190.33,,208.88,201.35,273.11,195.29,305.67,197.83,187.77,175.94,,255.46499999999997,287.93,290.04,206.51,205.39,353.71,,,304.07,,263.35,232.94,185.6,198.67,,L9
2025-03-25 22:17:16+00:00,,,,,331.78999999999996,297.5,285.49666666666667,315.19,284.31,275.02,285.97,327.56,337.47,329.24,343.09,263.68,,,,,,,297.56,,,214.41,216.54,289.93,289.75,222.555,190.165,182.38,217.13,205.26,194.61,198.8,,289.755,275.88,319.365,261.1,264.39,306.265,321.65,360.54,361.89,271.225,299.36,314.775,395.51,217.9,270.56,287.595,329.25,361.635,236.55,250.41,,,,260.45,247.49,221.40333333333334,221.76,201.46,211.42,181.34,194.15,186.44,190.33,,208.88,201.35,273.11,195.29,305.67,197.83,187.77,175.94,,255.46499999999997,287.93,290.04,206.51,205.39,353.71,,,304.07,,263.35,232.94,185.6,198.67,,L8
2025-05-04 22:17:17+00:00,,,,,331.78999999999996,297.5,285.49666666666667,330.4975,284.31,275.02,285.97,327.56,337.47,329.24,343.09,263.68,,,,,,,297.56,,,214.41,216.54,289.93,289.75,222.555,190.165,182.38,217.13,205.26,194.61,198.8,,289.755,275.88,319.365,261.1,264.39,306.265,321.65,360.54,361.89,271.225,299.36,314.775,395.51,217.9,270.56,287.595,329.25,361.635,236.55,250.41,,,,260.45,247.49,221.40333333333334,221.76,201.46,211.42,181.34,194.15,186.44,190.33,,208.88,201.35,273.11,195.29,305.67,197.83,187.77,175.94,,255.46499999999997,287.93,290.04,206.51,205.39,353.71,,,304.07,,263.35,232.94,185.6,198.67,,L9
