dates,satname,nzd0054-0000,nzd0054-0001,nzd0054-0002,nzd0054-0003,nzd0054-0004,nzd0054-0005,nzd0054-0006,nzd0054-0007,nzd0054-0008,nzd0054-0009,nzd0054-0011,nzd0054-0012,nzd0054-0013,nzd0054-0014,nzd0054-0015,nzd0054-0016,nzd0054-0017,nzd0054-0018,nzd0054-0019,nzd0054-0020,nzd0054-0021,nzd0054-0022,nzd0054-0023,nzd0054-0024,nzd0054-0025,nzd0054-0026,nzd0054-0027,nzd0054-0028,nzd0054-0029,nzd0054-0030,nzd0054-0033,nzd0054-0034,nzd0054-0035,nzd0054-0037,nzd0054-0038,nzd0054-0039,nzd0054-0040,nzd0054-0042,nzd0054-0043,nzd0054-0044,nzd0054-0045,nzd0054-0046,nzd0054-0047,nzd0054-0048,nzd0054-0049,nzd0054-0050,nzd0054-0051,nzd0054-0052,nzd0054-0053,nzd0054-0054,nzd0054-0055,nzd0054-0056,nzd0054-0057,nzd0054-0058,nzd0054-0059,nzd0054-0060,nzd0054-0061,nzd0054-0062,nzd0054-0063,nzd0054-0064,nzd0054-0065,nzd0054-0066,nzd0054-0067,nzd0054-0068,nzd0054-0069,nzd0054-0070,nzd0054-0071,nzd0054-0072,nzd0054-0073,nzd0054-0074,nzd0054-0075,nzd0054-0076,nzd0054-0077,nzd0054-0078,nzd0054-0079,nzd0054-0080,nzd0054-0081,nzd0054-0082,nzd0054-0083,nzd0054-0084,nzd0054-0085,nzd0054-0086,nzd0054-0087,nzd0054-0088,nzd0054-0089,nzd0054-0090,nzd0054-0091,nzd0054-0092,nzd0054-0093,nzd0054-0094,nzd0054-0010,nzd0054-0031,nzd0054-0032,nzd0054-0036,nzd0054-0041
2017-09-11 22:17:42.311000,L8,289.65,254.27,272.87,254.76,222.72,237.06,241.25,223.08,258.13,252.74,242.19,237.35,254.55,229.15,,,,,,,,,237.76,237.61,228.31,241.51,279.59,217.67,236.01,250.87,339.43,275.45,,,,,,219.10,287.43,290.54,286.78,269.82,257.89,326.79,333.75,,275.21,399.75,312.13,516.17,483.32,,,,,,223.58,232.24,233.65,250.87,268.92,252.13,241.45,318.05,263.03,231.25,,,,,,,,,,356.67,364.05,349.80,328.85,,,,,,,247.34,253.92,285.55,363.73,369.61,239.32,271.18,343.79,,
2017-09-27 22:17:48.664000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.54,508.09,522.50,534.71,528.90,,,542.01,539.70,538.06,544.15,518.46,,,,,,,,,,,,,,,,274.25,
2017-11-30 22:17:44.511000,L8,,,,,,,,,,,,550.77,449.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.54,424.13,419.25,355.45,316.22,360.97,243.07,237.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07 22:16:59.037000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.59,,,,,,,,,503.90,311.50,,,,,,,,,,,,,,298.18,379.36,211.30,,,,,,,,231.38,,,,,
2018-05-09 22:16:40.331000,L8,356.02,353.78,,,,,,441.62,428.47,468.88,475.31,,,,,,,525.06,527.48,531.17,533.00,,,,,,,,,,397.42,400.28,406.07,,,,,,,443.57,446.86,441.03,433.67,510.64,,,,,,,,,,,,,,,,,,,,,,544.38,529.70,525.34,518.27,326.59,320.55,,,,,,,,,,,,,,,,,,,,479.84,,377.43,,
2018-05-25 22:16:28.178000,L8,,,,,,,,,,,,,,,378.95,400.41,397.58,406.65,280.45,272.36,277.49,292.21,310.13,315.17,315.23,,,,,,229.46,262.50,294.25,293.69,272.06,250.31,210.36,,,,,,,,,,,,262.03,255.39,224.46,248.50,255.66,235.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.95,304.62,
2018-08-29 22:17:08.269000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.55,390.96,,,400.77,391.99,385.64,,,,,,,,,,,,,,,,,,,,,
2018-11-17 22:17:31.986000,L8,244.07,238.77,217.96,197.31,187.64,221.99,201.87,228.68,229.25,222.35,253.28,266.36,240.06,495.79,,510.63,338.42,353.47,351.77,,,,,,,,365.50,369.78,367.53,,,,,,244.62,253.39,256.55,183.16,,283.34,238.02,245.74,270.61,244.90,205.16,237.59,229.89,220.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.58,,,,208.17
2018-12-03 22:17:30.217000,L8,418.34,451.91,463.74,500.72,359.48,355.36,308.52,,515.92,537.39,427.17,420.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.47,,,,
2019-01-20 22:17:24.544000,L8,394.20,400.50,241.23,259.72,272.93,,,,,230.19,319.87,328.66,338.64,,,,,,,,,,,,,,,,,,,,,,,,437.85,377.41,303.08,197.10,201.80,206.74,199.93,207.36,209.17,204.04,,,,,190.72,188.20,194.39,190.44,198.26,189.27,185.27,189.03,,,,,,,,,,,,,,416.34,429.96,438.58,439.07,432.54,,,,,,,,,,203.40,200.13,193.62,216.85,183.84,194.20,,,,218.10
2019-02-05 22:17:21.574000,L8,,,448.72,477.88,190.88,192.04,187.22,,,,,,,,,,372.17,349.34,,,,,,,,,,,,,,230.74,206.21,,,,,,,198.73,192.38,194.11,197.69,191.82,196.42,197.98,198.24,,,,185.64,184.63,198.24,197.47,194.54,186.77,181.50,190.94,202.34,201.62,193.08,,,,,,,,,,,,,,,,,,,205.29,220.10,221.63,,275.20,252.90,253.45,249.45,,200.80,213.51,,,,228.50,
2019-04-26 22:16:59.330000,L8,,,,,,,,,,,,,,,,,502.83,488.21,496.96,498.03,504.73,,,,,,,,,,385.41,398.38,410.60,,,,,,,,,,,,,,,,452.79,451.69,442.68,419.55,,,,470.70,433.16,458.68,461.23,468.18,477.81,,459.89,452.76,461.75,,466.61,468.56,434.99,460.13,,,,,,,534.48,523.30,523.56,,,,,,,,,,,,,,,415.79,
2019-05-28 22:17:17.913000,L8,392.23,497.60,545.69,,392.16,410.47,401.29,,,,426.26,421.16,554.33,555.51,513.72,518.87,523.64,498.50,545.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.77,377.84,385.62,379.66,,,,,,,,,,,,,,,,,,437.33,,,,
2019-10-03 22:17:57.660000,L8,323.86,338.71,492.26,550.98,546.39,477.86,238.06,,,462.38,468.36,484.59,491.95,,,,,,,,319.21,314.35,323.09,316.57,320.27,320.07,,,,,350.05,532.00,472.60,361.45,378.55,378.09,378.17,386.31,399.59,410.69,412.89,395.34,386.52,389.38,390.01,414.37,422.60,361.01,510.41,,,,,,,,,,,,,,,,,,,392.26,405.96,374.09,358.63,364.50,358.75,,379.88,380.83,358.77,404.33,380.91,411.61,228.49,233.64,226.59,226.68,,,,429.49,401.70,331.47,436.20,353.87,352.68,519.69,
2019-11-04 22:17:58.697000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.97,498.56,536.92,,,,,,,,,,,,,,,,,,,,395.46,,,,,
2019-11-20 22:17:54.950000,L8,,,,,301.93,277.85,416.21,197.15,296.34,309.93,,494.62,464.89,358.71,,,,,,,,185.09,390.99,,,,,,,,,,,,,,,,,,,,384.28,302.79,246.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.47,,,,
2019-12-06 22:17:54.623000,L8,384.57,452.34,471.66,389.20,301.57,388.78,396.48,387.92,350.78,,,,,,,,,,,,,,,,,,,,,,227.67,280.89,259.58,305.76,284.57,341.53,296.43,283.96,260.32,237.12,189.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.99,259.39,285.96
2020-02-08 22:17:38.924000,L8,,,,,,,,,,,,,,,,,468.08,462.26,,,,,423.94,346.13,432.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24 22:17:35.189000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.06,320.98,334.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28 22:17:04.952000,L8,,,,,,,,,332.76,344.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.54,361.28,368.36,358.51,,,,,,,,,,,,,,,,,345.95,353.56,354.59,,,,,,,,,,,,,243.52,236.03,238.58,199.59,231.73,,,,,337.13,,,,
2020-09-03 22:17:46.393000,L8,,,,,,,,,,,311.42,321.66,,,,,,,,,,,,,,,,,,,,,,,320.39,318.25,347.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.79,181.69,199.41,191.83,,,,,,,,312.39,,,,
2021-03-14 22:17:26.977000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.93,329.95,,,,,,,,,,,,,,,,,,,,,,,,,425.78,387.03,,,,,
2021-04-15 22:17:16.883000,L8,383.93,,,,,,,,199.05,205.20,240.80,211.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.97,232.00,223.94,223.48,,,,,,,,,,,,,,,,,,,,,,,342.43,310.61,316.51,,,,,,,,,,,,238.53,,,,
2021-05-01 22:17:07.841000,L8,,,,,,,,,302.67,312.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.35,360.21,374.31,,,,,,,,,,,,,,,,,,,,327.17,333.56,332.46,,,,,,,,,373.35,360.26,361.41,366.48,376.78,389.88,379.80,368.63,,,388.90,399.94,401.32,316.00,,,,
2021-07-04 22:17:29.944000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.50,479.39,481.40,452.71,440.31,455.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24 22:18:01.850000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.66,197.66,195.77,188.72,189.92,189.81,189.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.69
2021-11-06 22:12:48.299000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.12,192.33,197.21,203.59,210.78,212.29,223.06,204.68,204.38,248.94,270.84,274.80,283.47,246.73,248.96,267.94,276.99,295.79,269.19,273.38,275.82,276.27,280.96,294.06,293.36,296.66,309.99,318.47,325.00,326.42,339.50,350.66,356.70,369.31,,,,,
2021-12-19 22:17:52.616000,L9,219.78,246.10,258.89,266.67,270.10,275.44,251.46,281.10,274.14,,,,,,,,,,,,,,,,,,,,,,,,,213.59,209.25,220.43,224.25,242.19,,,,,315.46,331.55,,,,,,,,,,,,228.25,231.89,217.80,,,,,,,324.67,330.27,218.72,221.28,525.14,538.40,538.64,,247.82,239.03,351.20,313.28,255.56,266.50,203.53,368.68,441.13,366.55,559.79,492.82,555.88,480.32,484.65,461.99,378.48,347.30,,,,210.41,234.81
2022-01-28 22:17:44.030000,L8,,,,,,,,,,,,,,,,,,,,,,327.09,333.66,330.18,232.02,360.21,,,,,,,,,,,,,,,,,,,,,,,,,311.01,472.93,453.73,493.55,,,,,,,,,,,,,,,,,,,,,,528.76,467.35,404.76,390.42,408.03,480.73,362.87,538.22,507.18,549.34,493.78,,498.72,459.75,345.73,,,,,
2022-02-13 22:17:40.833000,L8,416.80,231.21,418.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 22:17:43.336000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.30,226.85,322.31,492.42,,,,,,,,,,,,,,,,,,,,,,532.23,551.02,487.00,,,,362.11,398.61,,,,,,,,,,,,,,,,,,,382.24,287.18,206.81,195.89,544.84,459.35,500.10,438.90,,,328.12,278.78,235.44,
2022-03-09 22:17:37.608000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.62,264.08,,,,428.18,453.88,,471.98,433.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04 22:17:26.026000,L8,,390.98,311.92,,357.34,402.89,550.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.62,348.21,355.36,366.23,367.54,366.40,,,,,,,,,,,,,,,,,,,,,,,,,360.69,353.98,363.71,,,,,,324.70,312.35,307.98,,,,,,,,,,,,,
2022-05-12 22:17:13.223000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,454.28,457.44,433.75,464.99,346.25,349.10,347.66,,,,,,,,,,,,,,500.57,496.36,488.32,502.32,503.06,500.29,500.31,477.04,478.56,,,,,375.78,382.15,377.65,369.60,,,,,,,,,,,,371.93,381.71,485.30,490.29,500.42,506.46,507.21,516.69,519.10,520.68,513.91,519.66,526.76,524.85,532.31,545.06,,,,,
2022-06-05 22:17:39.656000,L8,,,,,,,,,361.30,318.52,362.23,364.77,358.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.36,422.78,411.87,414.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.15,,,,
2022-10-19 22:18:03.080000,L9,,,,,,,,,,,,,,,,,,,,,,,,339.17,370.35,520.07,480.13,466.12,499.12,362.92,,,,,,,,,,,264.02,206.13,217.85,226.70,367.95,375.45,,519.59,272.72,435.78,377.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.07,503.55,,
2022-12-22 22:17:59.519000,L9,,272.03,283.00,280.00,286.14,,,,,,,,,,,425.74,430.22,,,,,,,,,,,,,,,,,,195.93,240.72,338.10,313.94,202.49,207.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.15
2023-02-08 22:18:06.517000,L9,,,,,,,,,277.11,283.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.95,474.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.28,,,,
2023-02-16 22:17:50.035000,L8,364.33,360.98,,,344.49,361.62,337.69,,,,,,,,,,,,,,,,,,,,,355.52,375.70,369.64,,,,,,,410.32,413.40,,,,,,,389.93,389.11,399.87,,,,,,,,,,,,,,428.13,401.38,404.61,383.58,,,,,,,,,,385.51,416.14,382.36,,,,,,,,,,,,,,397.27,,365.42,,,402.05
2023-03-04 22:17:37.574000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.95,346.61,351.24,,,,,,,,,,220.87,222.27,227.41,204.03,233.76,234.25,,,,,,515.89,477.23,,,,,,,,,,,,,,,204.80,235.15,202.18,227.76,210.60,,,385.81,399.52,390.68,,,,,,,
2023-04-13 22:17:27.047000,L9,,,,,206.21,312.31,309.17,391.84,388.22,399.22,,,,,,,,,,,,,,,,,,,,,,,228.90,192.06,,374.07,341.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.41,394.95,,,,195.32,206.76
2023-05-15 22:17:12.111000,L9,,,,,,,,347.50,338.34,344.28,352.40,363.11,361.81,364.55,371.00,381.82,,,,315.78,322.00,328.17,,330.44,330.73,331.15,333.67,,,,,,392.12,409.99,406.50,,,,,,367.23,371.18,379.40,347.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.48,393.67,397.91,369.09,,,328.53,,,401.69,
2023-07-10 22:17:17.518000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.07,361.54,348.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19 22:17:39.652000,L8,,,,,,,,,,,,,,,,,390.39,393.11,382.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.88,355.14,356.19,361.91,374.28,366.61,,,,,,,,,,,,,,,,,,,363.04,365.22,373.83,378.87,,,,,,,,,,
2024-03-30 22:17:36.478000,L9,,,,,192.05,203.62,199.08,208.34,216.02,218.61,,,,,,,,,,,,,,,,,,,,,,,,,223.79,223.62,222.85,,,,203.47,215.18,221.89,214.82,223.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.89,,,,
2024-04-15 22:17:28.257000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.69,506.04,,,,,,,,,,,,,,,,,,,,,,547.82,,,,,,,,,,
2024-04-23 22:17:03.194000,L8,260.05,280.15,293.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.16,200.66,218.74,219.04,,,,,,,,,,,,,,,,,208.97,216.55,220.58,222.37,214.55,211.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.18
2024-05-01 22:17:11.831000,L9,437.58,442.49,450.64,425.69,417.89,,,,399.69,408.49,421.48,,,,,,,,,,,,,,,,,,,,,,,,494.01,498.60,519.34,511.46,493.93,,,,286.90,190.15,270.92,293.18,253.96,310.23,204.87,207.39,,,,,385.72,392.25,401.68,392.83,550.88,551.62,540.70,499.58,516.32,528.71,533.75,534.23,,,,,,,,,,,,,,,,,,,523.98,539.41,397.63,447.88,401.28,,412.59,,,,522.84
2024-05-17 22:17:03.987000,L9,502.51,508.23,497.15,500.26,468.19,,,478.06,510.36,491.38,492.34,,344.01,352.57,355.38,363.19,374.42,383.74,,,360.75,365.98,379.12,397.01,400.78,419.98,428.98,434.26,464.01,469.03,501.06,491.47,504.41,526.38,548.03,531.77,,533.26,485.56,358.69,374.31,364.73,,,,,,,,,,394.02,368.50,352.86,384.85,,265.70,278.22,544.63,528.83,546.83,440.95,431.14,416.50,420.67,247.17,429.62,546.58,557.45,547.66,509.97,,,,,,,,,,,,,,,,,,,534.08,493.96,439.20,488.25,502.25,
2024-11-25 22:17:51.900000,L9,,,,,,,,,,,,,,,,,,,,,,,,,437.29,441.84,442.87,,,,443.98,443.58,428.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 22:17:45.212000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.46,276.30,286.82,285.41,295.68,,,,,,,,193.41,201.43,202.28,202.56,204.07,195.95,,,,,,,,,,,,,242.71,232.57,240.45,,,,,,,302.03,309.82,273.11,319.49,305.67,,,,,,,,,,,,,,,,,,261.02,
2025-01-12 22:17:45.559000,L9,,,,,,279.84,284.81,300.11,301.30,,,,,,,,,,,,,,,,,,,,289.75,298.42,315.49,322.18,,,,,,,,,,,,,,,,,,,296.75,270.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.41,348.57,353.71,,,,,,314.28,305.25,,
2025-01-28 22:17:42.532000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.55
2025-02-05 22:17:39.822000,L8,,,,,,,,,,,265.73,280.57,312.09,304.80,,,,383.63,312.60,323.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 22:17:39.455000,L9,331.35,297.24,261.92,510.08,,,252.80,264.76,267.32,275.02,438.75,437.01,443.25,446.91,,,,,,,,,,,,,,,,229.42,197.42,182.38,197.93,205.26,194.61,198.80,,304.71,275.88,309.35,261.10,264.39,295.74,217.37,211.99,287.99,275.72,299.36,306.43,207.58,217.90,319.82,272.69,329.25,349.36,236.55,250.41,246.17,,,295.02,290.97,215.98,223.17,319.12,290.56,277.75,194.15,193.63,,,,,,,264.81,197.83,187.77,175.94,,243.16,185.27,192.27,206.51,205.39,252.24,218.12,205.87,304.07,228.42,263.35,232.94,185.60,198.67,
2025-03-09 22:17:26.663000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.54,420.25,408.38,,,,,,,,,,,,,,,,
2025-03-17 22:17:32.112000,L9,303.47,324.90,,394.17,322.19,315.16,318.88,,,363.26,285.97,327.56,337.47,329.24,343.09,263.68,393.13,428.15,525.49,512.30,523.05,309.93,297.56,259.59,261.34,214.41,216.54,289.93,364.75,215.69,182.91,231.59,236.33,424.97,266.93,446.88,431.46,274.80,,329.38,348.01,434.56,316.79,321.65,360.54,361.89,266.73,373.01,323.12,395.51,494.47,436.11,302.50,378.49,373.91,361.54,521.21,509.68,508.95,439.75,260.45,247.49,205.52,209.54,201.46,211.42,181.34,,179.25,190.33,201.99,208.88,201.35,207.82,195.29,,,,,,267.77,287.93,290.04,,,,,,,,332.19,440.17,440.68,439.28,274.61
2025-03-25 22:17:16.100000,L8,,,,,341.39,375.22,363.18,380.70,392.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.94,447.06,447.80,,,,,,,,,,481.32,486.61,476.89,,,,,,,,,,,,,,,,,,,432.25,435.96,435.75,432.51,430.65,454.70,449.95,448.93,409.31,,,426.42,,,,,
2025-05-04 22:17:17.676000,L9,,,,,,,,376.42,421.75,520.82,519.98,397.12,400.12,405.85,487.51,488.36,508.36,511.37,519.38,487.34,532.58,518.84,,,,490.66,504.82,516.51,502.08,477.46,,,,550.14,556.90,560.57,,,,448.88,448.34,448.31,445.69,450.47,451.31,421.45,,414.26,410.94,418.49,418.12,423.14,,,,,,,541.25,534.04,558.46,546.77,551.76,,,,,,,,,,,,,,,,,,,,,455.62,450.39,460.41,458.67,,483.28,475.77,518.35,495.87,,,
2025-05-20 22:17:06.544000,L9,,,,,,486.26,498.49,513.00,513.00,507.33,374.20,459.30,483.58,474.75,492.64,501.13,516.64,521.92,521.44,,,,,,,,,,,398.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.07,448.99,445.37,449.54,,410.29,408.19,,
