dates,satname,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0056,nzd0418-0057,nzd0418-0079,nzd0418-0080
2017-02-15 22:19:55.596000,L8,,,,,,,,,,,,,258.68,255.53,256.85,259.96,256.13,254.63,255.94,254.28,248.12,,,,,,,,249.20,209.34,247.07,248.91,228.96,,,,,,,255.16,267.23,277.07,284.27,293.95,295.44,289.53,296.37,256.74,173.41,,,,,,,,,,217.73,247.11,262.35,277.57,297.00,303.76,303.42,321.48,285.41,191.12,,,,,,,,,,,
2017-04-20 22:19:23.200000,L8,,,,,,,,,,,,,,229.43,236.67,238.37,239.33,231.46,235.02,233.76,228.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30 22:20:08.264000,L8,,,,,,,,,,,256.44,252.60,261.38,255.31,260.69,264.94,263.07,261.69,260.47,252.10,245.71,,,,,,,,,,,,,,,,,,,,239.68,256.08,260.30,265.06,244.74,238.85,,,,,,,,,,,,,,215.05,240.25,253.92,268.61,251.77,253.62,,,,,,,,,,,,,,
2018-03-06 22:19:38.520000,L8,,,,,,,,,,,,,257.08,243.91,248.40,252.04,245.67,247.11,252.44,252.66,238.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01 22:19:54.556000,L8,,,,,,,,,,,,,254.41,244.23,246.14,252.38,246.55,244.43,256.13,246.11,238.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05 22:19:45.318000,L8,,,,,,,,,,,,,254.73,246.50,248.57,253.87,244.47,247.78,255.16,249.49,239.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12 22:19:32.441000,L8,,,,,,,,,,,,253.61,261.67,254.06,252.99,254.60,254.34,250.58,255.19,254.82,246.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31 22:20:02.646000,L8,,,,,,,,,,,,,259.97,249.48,251.73,256.31,254.18,249.02,253.80,252.71,247.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17 22:20:17.064000,L8,,,,,,,,,,,,,255.73,245.40,248.50,252.64,248.09,244.14,253.76,245.85,234.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22 22:20:15.572000,L8,,,,,,,,,,,,312.31,257.39,246.56,249.48,252.57,245.72,241.90,253.35,244.62,233.93,,,,,,,,,,255.73,265.06,258.21,252.41,263.86,233.31,287.34,290.67,,,,,,,,,,,,,,,,,,,259.76,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 22:20:02.656000,L8,,,,,,,,,,,,,252.59,243.24,246.53,241.05,233.40,235.47,246.86,241.43,229.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24 22:19:58.916000,L8,,,,,,,,,,,,,256.19,244.82,247.97,251.51,244.08,242.14,252.65,246.37,235.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11 22:19:52.609000,L8,,,,,,,,,,,,,253.80,244.47,248.52,251.34,246.79,242.91,253.32,246.26,236.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 22:19:43.868000,L8,,,,,,,,,,,,,253.84,246.18,249.20,300.93,309.00,317.16,331.15,247.15,237.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28 22:19:28.688000,L8,,,,,,,,,,,,,,225.63,229.09,235.27,231.91,224.19,237.04,233.19,213.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25 22:20:07.939000,L8,,,,,,,,,,,,300.26,320.18,322.01,316.74,250.23,243.86,238.87,251.59,243.98,233.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30 22:19:46.369000,L8,,,,,,,,,,,,,258.74,240.82,246.80,251.08,244.76,245.15,252.37,247.01,236.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17 22:19:36.460000,L8,,,,,,,,,,,,,,227.20,235.68,239.38,238.59,229.74,240.83,236.77,227.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02 22:19:45.042000,L8,,,,,,,,,,,,,,230.77,239.17,241.91,240.62,232.78,243.15,239.57,231.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-22 22:20:17.465000,L8,,,,,,,,,,,,,,230.65,237.71,247.37,234.59,228.74,241.95,237.01,218.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 22:22:10.853000,L9,,,,,,,,,,,308.95,312.65,317.17,259.79,259.51,262.64,260.74,253.53,258.71,252.17,244.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 22:20:15.895000,L9,,,,,,,,,,,,252.53,261.63,254.30,254.31,253.92,251.14,245.42,251.90,247.05,238.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12 22:20:13.302000,L8,,,,,,,,,,,,,258.98,247.15,250.21,253.35,248.35,244.45,251.50,245.03,233.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20 22:20:15.352000,L9,,,,,,,,,,,,,259.16,246.38,249.62,255.08,251.97,244.22,255.06,245.90,238.06,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28 22:20:07.765000,L8,,,,,,,,,,,,,255.96,245.49,248.25,253.42,245.88,245.04,251.28,245.91,236.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13 22:20:04.573000,L8,,,,,,,,,,,,,287.46,249.50,252.60,252.60,250.38,246.50,252.37,247.53,236.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 22:20:00.590000,L8,,,,,,,,,,,,,260.82,245.74,250.94,250.70,251.04,245.09,252.79,247.48,236.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09 22:20:01.331000,L9,,,,,,,,,,,,,259.53,246.04,250.59,252.38,247.43,246.49,251.91,249.55,236.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17 22:19:53.789000,L8,,,,,,,,,,,,,259.93,250.35,252.41,255.68,256.83,247.75,258.43,250.36,243.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25 22:19:56.534000,L9,,,,,,,,,,,,,260.66,250.46,252.25,255.05,252.28,249.65,253.27,250.74,242.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02 22:19:43.573000,L8,,,,,,,,,,,,,250.93,241.45,247.01,247.26,244.48,238.26,249.73,241.53,232.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 22:19:44.760000,L9,,,,,,,,,,,,,,231.55,236.28,239.91,238.26,230.71,243.02,235.75,223.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 22:20:35.372000,L8,,,,,,,,,,,,,255.60,248.03,248.80,252.67,252.52,244.67,253.91,245.35,235.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04 22:20:24.254000,L9,,,,,,,,,,,271.98,268.30,276.29,276.87,294.65,302.67,308.64,273.29,283.24,282.98,248.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,328.99,331.79,334.49,333.37
2022-12-22 22:20:23.268000,L9,,,,,,,,,,266.52,274.33,265.71,262.58,249.22,249.68,251.66,284.72,245.72,259.35,244.56,235.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-30 22:20:24.536000,L8,,,,,,,,,,,,,256.36,250.77,253.90,254.66,253.91,249.03,260.80,245.60,243.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07 22:20:26.525000,L9,,,,,,,,,,,,,256.76,248.10,280.66,252.68,254.08,246.94,258.38,244.96,243.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15 22:20:17.720000,L8,,,,,,,,,,,,249.58,256.48,248.46,253.76,253.10,252.59,250.56,254.39,246.78,235.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 22:20:20.544000,L9,,,,,,,,,,,,,254.48,249.03,253.23,252.76,254.98,243.31,262.53,245.13,242.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08 22:20:30.253000,L9,,,,,,,,,,,,,257.09,250.43,260.40,255.85,281.24,283.34,292.94,303.15,238.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16 22:20:13.766000,L8,,,,,,,,,,,,,257.56,248.71,284.47,252.57,254.94,244.33,257.48,244.88,236.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 22:20:15.533000,L9,,,,,,,,,,,,251.96,258.05,248.07,254.56,250.48,253.89,242.38,265.70,243.13,236.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 22:20:08.489000,L9,,,,,,,,,,,,,,,225.24,230.36,231.80,218.46,232.60,225.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28 22:19:57.226000,L9,,,,,,,,,,,,,256.96,249.55,253.53,253.16,251.47,247.78,254.13,246.58,242.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05 22:19:40.549000,L8,,,,,,,,,,,,,,220.37,226.42,224.63,229.99,219.26,234.45,223.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13 22:19:50.783000,L9,,,,,,,,,,,,,258.24,250.98,259.49,257.33,260.05,261.13,262.35,248.91,242.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-26 22:19:47.089000,L8,,,,,,,,,,,,,,227.15,230.87,237.56,238.06,223.69,236.49,232.05,210.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-27 22:19:59.676000,L8,,,,,,,,268.29,267.88,270.17,263.18,256.19,277.32,275.74,299.01,285.76,274.29,314.38,258.13,254.35,248.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-12 22:20:01.977000,L8,,,,,,,,,,,,,255.72,239.11,243.16,249.98,243.85,236.01,243.62,239.84,223.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-06 22:20:06.973000,L9,,,,,,,,,,,253.19,253.38,261.84,252.77,269.72,254.41,261.94,248.45,251.81,248.20,247.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-15 22:20:11.604000,L8,,,,,,,,,,,,,251.30,263.02,262.22,277.94,281.65,294.10,250.54,246.78,235.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-23 22:20:17.141000,L9,,,,,,,,,266.73,267.09,264.22,270.04,267.20,268.09,278.73,285.31,282.28,289.69,294.87,294.35,283.95,283.50,279.71,286.08,301.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09 22:20:14.489000,L9,,,,,,,,,,260.90,276.70,263.12,264.87,266.82,276.28,269.14,274.49,280.16,287.40,295.84,285.11,292.32,291.97,290.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-17 22:20:12.171000,L8,,,,,,,,,,,,255.68,260.88,255.88,262.86,264.61,264.59,267.11,270.49,252.26,243.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 22:20:14.221000,L9,,,,,,,,,,,,,,232.04,238.30,238.85,230.66,221.45,236.58,228.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19 22:20:03.384000,L8,,,,,,,,,,,,,273.31,281.95,279.69,300.99,256.44,251.78,254.07,250.55,239.43,,,,,,,,,,,,,277.47,276.62,276.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27 22:20:07.716000,L9,,,,,,,,,,,,,248.84,244.69,249.34,251.01,249.49,240.87,248.81,241.99,230.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-22 22:19:42.401000,L8,,,,,,,,,,,,,,217.27,233.20,223.43,230.42,226.34,235.57,228.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26 22:19:16.412000,L8,,,,,,,,,,,,,,229.13,230.83,232.98,237.64,224.17,239.66,237.12,229.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12 22:19:24.745000,L8,,,,,,,,,,,,,244.58,246.69,248.25,253.66,253.74,246.71,251.64,249.85,241.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 22:20:02.767000,L8,,,,,,,,,,,,257.04,258.50,255.04,257.28,258.20,257.98,252.59,257.34,248.37,241.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.18,158.13,157.27,171.98,,,,,,,,,,,,,,,,174.06,178.48,174.81,173.98,,,,,,
2025-01-12 22:20:09.312000,L9,,,,,,,,,,,,260.18,251.58,251.07,252.90,255.00,255.65,257.56,266.25,259.34,237.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20 22:20:01.302000,L8,,,,,,,,,,,,254.25,252.62,253.34,256.40,260.80,263.23,262.12,261.71,252.89,240.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-13 22:20:10.653000,L9,,,,,,,,,,,,249.60,249.23,254.29,259.49,256.89,256.41,249.66,254.56,248.18,236.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21 22:19:55.138000,L8,,,,,,,,,,,,,249.32,250.35,254.19,257.59,255.23,254.33,255.73,251.32,238.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-25 22:19:39.831000,L8,,,,,,,,,,,,,245.72,247.66,250.45,253.40,253.49,248.09,252.36,245.51,236.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13 22:19:36.614000,L8,,,,,,,,,,,,,,234.85,233.50,241.45,239.57,232.42,242.96,236.39,229.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 22:19:53.675000,L8,,,,,,,,,,,,,,228.48,230.49,236.48,236.39,226.71,236.71,234.04,214.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-08 22:20:00.257000,L9,,,,,,,,,,,,,,232.03,231.61,237.70,229.74,225.36,235.57,231.59,208.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-24 22:20:06.785000,L9,,1671.12,1672.03,468.82,368.06,397.46,401.16,,,,,274.72,259.75,282.63,280.69,277.82,285.63,292.46,288.10,261.54,240.10,,,,,,,,,,,,,,,,,,276.30,249.16,251.38,268.56,,,,,,,,,,,,,,,,235.56,210.73,229.49,250.58,,,,,,,,,,,,,,,,,,
2025-09-25 22:20:16.227000,L9,,,,,,,,,,,265.84,262.79,293.13,298.18,291.11,266.33,281.66,280.25,263.75,260.91,236.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.70,289.30,270.36,,,,,,,,,,,,,,,,,306.30,314.05,292.29,,,,,,,,,
