dates,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0056,nzd0418-0057,nzd0418-0058,nzd0418-0059,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0079,nzd0418-0080,nzd0418-0081,nzd0418-0082
2015-12-27 22:20:07+00:00,,,,,,,,279.35,275.97,272.5,268.17,265.605,265.065,255.52500000000003,256.315,258.445,255.69,250.76,259.245,261.635,275.405,271.12,275.83000000000004,273.845,294.9,297.56,298.2,257.74,257.96,255.14,254.64,251.3,246.55,248.82,250.57,249.35,246.14,,259.8,242.73499999999993,257.29,262.99500000000006,265.21,266.52500000000003,262.75,278.49,275.49,264.87,,,,,,,,,,,,,210.15,219.51500000000001,221.83499999999998,237.42499999999998,249.32,259.37,269.3850000000001,270.59499999999997,270.94,300.9,,,,,,,,,,,,,
2016-02-13 22:19:56+00:00,,,,,,,,279.35,275.97,272.5,268.17,265.605,259.21,250.64000000000001,251.33333333333334,253.37,249.9,244.64666666666665,254.71666666666667,255.00333333333333,267.89,264.23,275.83000000000004,273.845,294.9,297.56,298.2,255.255,257.54499999999996,255.14499999999998,255.18,251.22,245.515,248.35,248.77999999999997,248.38,246.14,,256.545,257.7,259.54499999999996,266.08500000000004,266.855,267.21000000000004,261.38,278.49,275.49,264.87,,,,,,,,,,,,,210.15,216.225,209.63,239.135,251.04,260.86,270.1,269.27,276.21,300.9,,,,,,,,,,,,,
2016-02-29 22:19:53+00:00,,,,,,,,279.35,275.97,272.5,268.17,265.605,256.215,247.46750000000003,248.175,250.095,246.76999999999998,240.89249999999998,251.075,251.03250000000003,262.60749999999996,255.12,275.83000000000004,273.845,294.9,297.56,298.2,250.47000000000003,254.80999999999997,253.67,253.37,249.85999999999999,245.515,248.35,248.77999999999997,248.38,246.14,,256.545,255.90333333333334,258.82,265.43,266.27,265.99666666666667,261.38,278.49,275.49,264.87,,,,,,,,,,,,,210.15,216.225,212.9333333333333,238.48666666666668,250.64666666666668,260.3533333333333,268.8866666666667,266.74666666666667,276.21,300.9,,,,,,,,,,,,,
2016-03-16 22:19:48+00:00,,,,,,,,275.745,275.655,272.53,270.625,277.03,260.4,254.3075,253.84749999999997,255.78250000000003,252.3075,249.7025,252.02999999999997,257.83000000000004,262.03666666666663,261.6,295.47,285.455,289.655,288.96000000000004,297.975,258.95,253.23499999999999,265.63,252.735,262.5833333333333,244.48,264.38,264.68999999999994,264.525,,274.93,270.96000000000004,255.31000000000003,259.72,276.5466666666666,266.89,275.9433333333333,277.13,279.005,275.53,264.58500000000004,,,,,,,,,,,,,249.11,231.08499999999998,206.59999999999997,239.16000000000003,261.93,260.81999999999994,278.98333333333335,277.26,293.40999999999997,300.955,294.1,,,,,,,,,,,,
2016-04-17 22:19:33+00:00,,,,,,,,275.745,275.655,272.53,270.625,277.03,260.4,254.3075,253.84749999999997,255.78250000000003,252.3075,249.7025,252.02999999999997,257.83000000000004,262.03666666666663,261.6,295.47,285.455,289.655,288.96000000000004,297.975,258.95,248.75,262.44,252.33666666666667,260.03,244.48,264.38,264.68999999999994,264.525,,274.93,270.96000000000004,253.35666666666665,258.68333333333334,274.5,265.9766666666667,275.9433333333333,277.13,279.005,275.53,264.58500000000004,,,,,,,,,,,,,249.11,231.08499999999998,206.59999999999997,238.51666666666665,259.9575,260.07,278.98333333333335,277.26,293.40999999999997,300.955,294.1,,,,,,,,,,,,
2016-07-06 22:19:53+00:00,,,,,,,,272.14,275.34,272.56,273.08,278.35,253.16750000000002,246.7225,248.14749999999998,248.10000000000002,247.47,241.5,240.75,248.70000000000002,245.95666666666662,255.2833333333334,301.96,282.77,284.41,280.36,297.75,258.95,248.75,262.44,252.33666666666667,260.03,244.48,264.38,264.68999999999994,264.525,,274.93,270.96000000000004,253.35666666666665,258.68333333333334,274.5,265.9766666666667,275.9433333333333,277.13,279.52,275.57,264.3,,,,,,,,,,,,,249.11,231.08499999999998,206.59999999999997,238.51666666666665,259.9575,260.07,278.98333333333335,277.26,293.74,301.01,294.1,,,,,,,,,,,,
2016-09-08 22:20:12+00:00,,,,,,,,270.71500000000003,271.7,268.985,267.72,278.35,258.97,254.03500000000003,256.26,254.45500000000004,258.9066666666667,253.07666666666668,247.14999999999998,256.7666666666667,247.18499999999997,287.61,301.96,282.77,284.41,280.36,297.75,264.415,247.4,262.0133333333333,250.72,264.47,255.32,265.26,270.87,287.13,,279.765,294.545,249.45,274.515,284.06,274.275,293.225,290.05,280.21500000000003,276.725,268.90999999999997,,,,,,,,,,,,,248.03,254.61,,253.61999999999998,269.28000000000003,268.6,296.365,297.90999999999997,294.515,302.04999999999995,298.485,,,,,,,,,,,,
2017-02-15 22:19:55+00:00,,,,,,,,269.29,268.06,265.41,262.36,,258.68,255.53,256.85,259.96,259.33500000000004,254.95499999999998,256.9,255.32000000000005,252.11999999999998,,,,,,,245.65,252.11,225.745,248.485,250.24,242.14,249.64,259.35,292.62,,284.6,298.94,255.16,279.82500000000005,281.31,284.335,291.655,291.15999999999997,285.22,287.125,265.13,,,,,,,,,,,,,246.95,258.47,217.73,258.56,266.49,278.1,294.735,299.255,299.355,312.28499999999997,294.14,,,,,,,,,,,,
2017-04-20 22:19:23+00:00,,,,,,,,,,,,253.64,258.68,253.86,256.21500000000003,257.81,256.105,253.27499999999998,254.20999999999998,253.57000000000005,249.24999999999997,,,,,,,,249.2,209.34,245.92000000000002,260.9,255.87500000000003,,,,,,,231.225,262.485,273.98,300.265,287.08,281.125,277.79999999999995,279.235,256.525,,,,,,,,,,,,,,,217.73,242.03,259.89,294.135,290.08000000000004,289.34000000000003,292.015,304.40999999999997,285.71000000000004,,,,,,,,,,,,
2017-06-07 22:19:38+00:00,,,,,,,,,,,,253.64,258.68,243.10333333333335,247.39333333333335,250.4433333333333,250.3166666666667,245.11333333333332,247.48999999999998,245.77666666666673,242.90999999999997,,,,,,,,249.2,209.34,245.92000000000002,260.9,255.87500000000003,,,,,,,231.225,262.485,273.98,300.265,287.08,281.125,277.79999999999995,279.235,256.525,,,,,,,,,,,,,,,217.73,242.03,259.89,294.135,290.08000000000004,289.34000000000003,292.015,304.40999999999997,285.71000000000004,,,,,,,,,,,,
2017-07-09 22:19:47+00:00,,,,,,,,,,,,253.64,258.68,237.16000000000003,243.10500000000002,246.6275,247.635,239.76749999999998,244.2025,241.87500000000003,239.70499999999998,,,,,,,,249.2,209.34,245.92000000000002,260.9,255.87500000000003,,,,,,,231.225,262.485,273.98,300.265,287.08,281.125,277.79999999999995,279.235,256.525,,,,,,,,,,,,,,,217.73,242.03,259.89,294.135,290.08000000000004,289.34000000000003,292.015,304.40999999999997,285.71000000000004,,,,,,,,,,,,
2017-11-30 22:20:08+00:00,,,,,,,,,,,,250.43,259.8,231.66,239.83666666666667,244.82666666666668,246.85333333333332,237.66666666666666,242.67333333333332,237.03666666666672,234.93999999999997,,,,,,,,,,,,,,,,,,,,,254.24,259.39,263.81,242.78,235.28,,,,,,,,,,,,,,,,,,,238.6,252.78,267.31,249.76,252.11,,,,,,,,,,,,,,
2018-03-06 22:19:38+00:00,,,,,,,,,,,,250.43,257.47,248.62500000000003,253.64499999999998,257.5,253.63,253.26500000000001,255.71499999999997,250.82000000000005,240.53999999999996,,,,,,,,,,,,,,,,,,,,,254.24,259.39,263.81,242.78,235.28,,,,,,,,,,,,,,,,,,,238.6,252.78,267.31,249.76,252.11,,,,,,,,,,,,,,
2018-11-01 22:19:54+00:00,,,,,,,,,,,,,255.46,244.87,246.66,252.83,247.37,244.97,257.39,246.7,239.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05 22:19:45+00:00,,,,,,,,,,,,,254.63,245.41500000000002,247.385,253.09500000000003,245.745,246.04000000000002,256.005,247.64999999999998,239.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31 22:20:02+00:00,,,,,,,,,,,,,256.72499999999997,247.38,249.675,254.515,248.885,247.78500000000003,254.01999999999998,248.6,242.85500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17 22:20:17+00:00,,,,,,,,,,,,,257.68999999999994,247.10000000000002,249.87,254.15499999999997,250.87,246.3,253.58999999999997,245.85,240.89499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22 22:20:15+00:00,,,,,,,,,,,,309.27,257.68999999999994,247.10000000000002,248.94333333333336,252.88333333333333,248.41666666666666,243.85333333333332,252.8166666666667,244.47,237.20666666666668,,,,,,,,,,,,,248.49,233.82,270.57,277.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 22:19:43+00:00,,,,,,,,,,,,309.27,252.12,244.12,247.285,250.585,244.79,240.35500000000002,251.46,244.175,232.12,,,,,,,,,,,,,248.49,233.82,270.57,277.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17 22:19:52+00:00,,,,,,,,,,,,,252.12,234.805,237.245,242.99,240.305,231.28,243.9,240.61,222.52499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21 22:20:19+00:00,,,,,,,,,,297.28,326.07,,,234.825,237.065,242.425,239.755,230.13,243.79500000000002,240.28,223.58999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25 22:20:07+00:00,,,,,,,,,,297.28,326.07,275.4,253.0,242.07,246.95,250.355,244.8,239.5,252.62,244.655,235.89499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30 22:19:46+00:00,,,,,,,,,,297.28,326.07,275.4,255.57499999999996,241.46333333333334,246.74333333333334,250.47666666666666,244.67999999999998,241.21666666666667,252.36666666666667,245.19333333333336,235.80999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01 22:19:31+00:00,,,,,,,,,,,,275.4,258.02,241.4766666666667,247.46,252.45000000000002,246.41666666666666,243.85333333333335,253.82666666666668,252.14666666666665,238.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 22:22:10+00:00,,,,,,,,,,,308.95,312.65,,259.79,259.51,262.64,260.74,253.53,258.71,252.17,244.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 22:20:15+00:00,,,,,,,,,,,308.95,282.59,261.63,257.045,256.90999999999997,258.28,255.94,249.475,255.305,249.61,241.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12 22:20:13+00:00,,,,,,,,,,,308.95,282.59,260.305,253.74666666666667,254.67666666666665,256.63666666666666,253.41,247.79999999999998,254.03666666666666,248.08333333333334,238.90666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20 22:20:15+00:00,,,,,,,,,,,308.95,282.59,259.92333333333335,251.905,253.4125,256.2475,253.05,246.905,254.2925,247.5375,238.695,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28 22:20:07+00:00,,,,,,,,,,,308.95,282.59,258.9325,250.622,252.38000000000002,255.68199999999996,251.61599999999999,246.53199999999998,253.69,247.212,238.166,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 22:20:00+00:00,,,,,,,,,,,308.95,282.59,259.19,249.715,251.98333333333335,254.79,251.35500000000002,246.14666666666665,253.47333333333333,247.15333333333334,237.76833333333335,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09 22:20:01+00:00,,,,,,,,,,,308.95,282.59,259.15833333333336,249.11285714285714,251.70428571428573,254.3957142857143,250.64285714285714,246.07857142857142,253.20714285714286,247.3742857142857,237.5257142857143,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25 22:19:56+00:00,,,,,,,,,,,308.95,282.59,259.53285714285715,249.46125,251.94625,254.65375,251.0925,246.72625,253.35125,247.98625,238.45,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02 22:19:43+00:00,,,,,,,,,,,308.95,282.59,263.45125,249.68888888888887,252.60000000000002,254.65444444444444,251.68444444444444,246.92999999999998,253.72666666666666,248.1222222222222,238.89777777777778,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 22:19:44+00:00,,,,,,,,,,,308.95,278.92,266.7188888888889,249.998,256.979,254.894,252.46300000000002,247.131,254.06799999999998,248.539,239.88299999999998,,,,,,,275.49,258.61,270.0,257.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21 22:20:12+00:00,,,,,,,,,,,,262.055,265.395,248.40900000000002,256.69777777777773,253.558,251.38400000000001,246.16,252.94299999999998,248.219,239.14900000000003,,,,,,,275.49,258.61,270.0,257.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 22:20:35+00:00,,,,,,,,,,,,271.58,271.614,249.942,269.28666666666663,254.202,254.82000000000002,247.66199999999998,254.148,249.746,242.13199999999998,,,,,,,,252.54,272.57,257.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04 22:20:24+00:00,,,,,,,,,,,271.98,268.3,262.94666666666666,256.7966666666667,294.65,251.42000000000002,270.86999999999995,254.28,261.9166666666667,259.31333333333333,240.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2022-12-22 22:20:23+00:00,,,,,,,,,,267.08,273.37,267.15999999999997,266.18666666666667,258.92,272.76,252.815,282.5566666666666,255.23333333333335,276.1033333333333,257.96,240.71333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2022-12-30 22:20:24+00:00,,,,,,,,,,267.08,273.37,267.15999999999997,263.73,256.8825,266.4733333333333,253.42999999999998,275.395,253.6825,272.27750000000003,254.87,241.3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-01-07 22:20:26+00:00,,,,,,,,,,267.08,273.37,267.15999999999997,262.04200000000003,254.998,269.8275,253.1225,270.924,252.18200000000002,269.33000000000004,252.81,241.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-01-15 22:20:17+00:00,,,,,,,,,,267.08,273.37,261.52,261.20666666666665,254.06166666666664,266.754,253.294,268.0233333333333,252.12666666666667,266.945,251.97833333333332,240.53666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-01-23 22:20:20+00:00,,,,,,,,,,267.08,273.37,258.635,260.3228571428571,253.45000000000002,264.6133333333333,253.29999999999998,266.32142857142856,251.07285714285715,266.4057142857143,251.09285714285716,241.02857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-02-08 22:20:30+00:00,,,,,,,,,,267.08,273.37,256.908,260.0875,253.26875,264.39285714285717,254.24857142857144,268.30375,255.32875,269.9825,251.09285714285716,241.02857142857144,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-02-16 22:20:13+00:00,,,,,,,,,,267.08,273.37,256.908,260.0355555555555,252.9455555555556,267.10875,254.28375,267.1022222222222,254.45999999999998,268.7933333333333,250.48,240.875,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-02-24 22:20:15+00:00,,,,,,,,,,267.08,273.37,256.908,260.0355555555555,250.314,263.03,251.92666666666668,263.433,251.464,265.466,247.82999999999998,240.875,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-03-28 22:19:57+00:00,,,,,,,,,,267.08,273.37,256.908,259.75111111111113,250.234,262.023,251.8366666666667,263.116,252.1011111111111,266.6233333333333,248.05999999999997,241.3814285714286,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-04-05 22:19:40+00:00,,,,,,,,,,267.08,273.37,256.35166666666663,260.09800000000007,251.42181818181822,262.3190909090909,252.87399999999997,263.01454545454544,253.92799999999997,267.61299999999994,249.94111111111113,245.82250000000002,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-04-13 22:19:50+00:00,,,,,,,,,,267.08,273.37,256.35166666666663,259.85,251.29583333333335,261.9575,253.17,262.68333333333334,254.30272727272725,266.99818181818176,249.663,245.40000000000003,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2023-06-16 22:19:18+00:00,,,,,,,,,277.52,263.97,271.185,256.12333333333333,259.3863636363636,250.54250000000002,259.68333333333334,255.2541666666667,258.91249999999997,253.5090909090909,265.3127272727273,248.679,245.10333333333335,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-26 22:19:47+00:00,,,,,,,,,277.52,260.86,267.61,256.8333333333333,261.05833333333334,248.49374999999998,257.03625,254.5375,255.625,253.90285714285713,261.5414285714285,248.8083333333333,244.11400000000003,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-27 22:19:59+00:00,,,,,,,,268.29,272.7,265.515,265.395,258.8966666666667,265.122,251.792,255.33999999999997,257.752,254.984,255.04749999999999,260.24249999999995,255.0075,245.19250000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-12 22:20:01+00:00,,,,,,,,268.29,272.7,265.515,265.395,258.8966666666667,265.122,248.46833333333336,252.16,254.97333333333336,252.365,250.31199999999998,256.23199999999997,251.28000000000003,238.77400000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-06 22:20:06+00:00,,,,,,,,268.29,272.7,265.515,261.32666666666665,258.8333333333333,266.93,246.292,252.888,253.858,252.65599999999995,245.92800000000003,251.29000000000002,247.92199999999997,232.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-23 22:20:17+00:00,,,,,,,,268.29,270.71,266.04,262.05,261.635,269.3875,249.92799999999997,257.038,259.694,257.304,252.25600000000003,258.094,248.11249999999998,231.36800000000002,283.5,279.71,286.08,301.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09 22:20:14+00:00,,,,,,,,268.29,273.64,270.8775,267.584,263.184,271.9,254.32666666666668,261.58166666666665,262.18,261.7483333333333,258.4816666666667,264.16333333333336,248.11249999999998,231.36800000000002,265.695,269.53999999999996,286.08,300.055,291.07,275.58,,,282.69,283.08,286.9,283.87,224.42,221.63,245.62,,,,208.76,,,293.91,278.93,268.02,210.55,237.07,,231.42,290.61,283.59,307.58,301.17,264.99,321.17,280.97,315.37,313.46,,,,,178.86,,272.53,287.77,282.13,275.41,223.35,,249.02,260.03,317.66,304.88,327.71,320.43,340.28,283.78,338.24,322.34,315.0,,
2023-12-17 22:20:12+00:00,,,,,,,,268.29,272.34666666666664,274.21666666666664,267.5775,260.934,269.83799999999997,252.335,260.8316666666667,259.91833333333335,261.9483333333333,258.9066666666667,265.12833333333333,242.89249999999998,231.046,265.695,269.53999999999996,286.08,300.055,291.07,275.58,,,282.69,283.08,286.9,283.87,224.42,221.63,245.62,,,,208.76,,,293.91,278.93,268.02,210.55,237.07,,231.42,290.61,283.59,307.58,301.17,264.99,321.17,280.97,315.37,313.46,,,,,178.86,,272.53,287.77,282.13,275.41,223.35,,249.02,260.03,317.66,304.88,327.71,320.43,340.28,283.78,338.24,322.34,315.0,,
2024-01-26 22:20:14+00:00,,,,,,,,268.29,272.34666666666664,274.21666666666664,265.53599999999994,260.47,268.13666666666666,258.3883333333333,266.41833333333335,264.96666666666664,267.29833333333335,266.76000000000005,270.9483333333333,253.1875,242.41800000000003,267.6466666666667,273.48333333333335,289.935,297.36,291.07,275.58,,,282.69,277.29999999999995,281.1,272.435,244.44,239.07999999999998,257.74,,,,208.76,,,293.91,278.93,268.02,210.55,237.07,,231.42,290.61,283.59,250.19,253.16000000000003,209.755,252.27,280.97,315.37,313.46,,,,,178.86,,272.53,287.77,282.13,275.41,223.35,,249.02,260.03,317.66,304.88,273.89,270.87,253.505,235.87,338.24,322.34,315.0,,
2024-02-19 22:20:03+00:00,,,,,,,,268.29,272.34666666666664,274.21666666666664,265.53599999999994,260.47,268.87571428571425,261.7542857142857,268.31428571428575,270.11285714285714,265.7471428571429,264.62,268.5371428571429,252.66,241.92,267.6466666666667,273.48333333333335,289.935,297.36,291.07,275.58,,,282.69,277.29999999999995,281.1,272.435,255.44999999999996,251.59333333333333,264.0233333333333,,,,208.76,,,293.91,278.93,268.02,210.55,237.07,,231.42,290.61,283.59,250.19,253.16000000000003,209.755,252.27,280.97,315.37,313.46,,,,,178.86,,272.53,287.77,282.13,275.41,223.35,,249.02,260.03,317.66,304.88,273.89,270.87,253.505,235.87,338.24,322.34,315.0,,
2024-02-27 22:20:07+00:00,,,,,,,,,274.58,276.24,266.125,261.326,265.6457142857143,260.46,267.22875,270.11285714285714,265.28625,262.63125,266.665,251.51666666666665,241.36142857142858,267.6466666666667,273.48333333333335,289.935,297.36,291.07,275.58,,,282.69,277.29999999999995,281.1,272.435,255.44999999999996,251.59333333333333,264.0233333333333,,,,208.76,,,293.91,278.93,268.02,210.55,237.07,,231.42,290.61,283.59,250.19,253.16000000000003,209.755,252.27,280.97,315.37,313.46,,,,,178.86,,272.53,287.77,282.13,275.41,223.35,,249.02,260.03,317.66,304.88,273.89,270.87,253.505,235.87,338.24,322.34,315.0,,
2024-03-22 22:19:42+00:00,,,,,,,,,274.58,276.24,266.125,261.326,265.6457142857143,258.35875,266.59375,274.95166666666665,264.0025,261.7225,265.97,250.07666666666668,246.0716666666667,267.6466666666667,273.48333333333335,289.935,297.36,291.07,275.58,,,282.69,277.29999999999995,281.1,272.435,255.44999999999996,251.59333333333333,264.0233333333333,,,,208.76,,,293.91,278.93,268.02,210.55,237.07,,231.42,290.61,283.59,250.19,253.16000000000003,209.755,252.27,280.97,315.37,313.46,,,,,178.86,,272.53,287.77,282.13,275.41,223.35,,249.02,260.03,317.66,304.88,273.89,270.87,253.505,235.87,338.24,322.34,315.0,,
2024-04-07 22:19:35+00:00,,,,,,,,,271.6666666666667,273.42333333333335,269.29,262.514,265.23857142857145,259.04875,265.2125,276.635,264.2575,263.61857142857144,267.755,254.61333333333334,245.18166666666664,267.6466666666667,273.48333333333335,289.935,297.36,291.07,275.58,,,282.69,277.29999999999995,281.1,272.435,255.44999999999996,251.59333333333333,264.0233333333333,,,,208.76,,,293.91,278.93,268.02,210.55,237.07,,231.42,290.61,283.59,250.19,253.16000000000003,209.755,252.27,280.97,315.37,313.46,,,,,178.86,,272.53,287.77,282.13,275.41,223.35,,249.02,260.03,317.66,304.88,273.89,270.87,253.505,235.87,338.24,322.34,315.0,,
2024-06-26 22:19:16+00:00,,,,,,,,,265.84,267.79,261.61,258.735,261.66,250.4216666666667,254.60666666666668,267.325,253.58,245.606,253.7733333333333,252.1816666666667,244.56,271.55,281.37,293.79,291.97,,,,,,271.52,275.3,261.0,270.965,266.575,273.22499999999997,,,,,,,,,,,,,,,,192.8,205.15,154.52,183.37,,,,,,,,,,,,,,,,,,,,220.07,221.31,166.73,187.96,,,,,
