dates,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0056,nzd0418-0057,nzd0418-0058,nzd0418-0059,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0079,nzd0418-0080,nzd0418-0081,nzd0418-0082
2005-11-13 22:08:20+00:00,358.02,365.41,328.28499999999997,,,,,331.66,332.15,303.28,301.435,299.185,298.63,291.62,289.70500000000004,282.09,280.5133333333333,282.5566666666667,286.31500000000005,258.09,306.98,304.62,306.8,302.99,284.05,282.35,274.07,269.39,267.25,268.64,264.99,264.14,256.59,272.77,268.93,273.68,271.67,268.63,279.01,269.59,224.53500000000003,232.615,230.81,255.185,236.67333333333332,273.42,279.73,275.87,,,,,,,,,,,,,236.8,238.64,240.32,204.845,216.245,224.45,250.52,224.495,287.08,,305.41,,,,,,,,,,,,
2006-02-17 22:10:34+00:00,356.075,356.4,332.1333333333333,,,,,323.29,323.735,307.5233333333333,305.69,302.1666666666667,300.96666666666664,294.5566666666667,292.99,286.6075,284.375,285.695,288.61333333333334,275.89,297.83000000000004,297.32,297.875,293.115,281.485,278.16,268.635,264.015,263.565,262.56,262.21000000000004,256.465,246.69,261.0,260.375,263.04499999999996,262.115,256.985,268.38,266.98,224.53500000000003,243.62333333333333,243.42,259.41,243.59250000000003,267.38,270.245,265.68,,,,,,,,,,,,,225.595,228.02499999999998,236.69,204.845,227.56000000000003,224.45,255.57500000000002,224.495,281.28,285.52,295.185,,,,,,,,,,,,
2006-09-13 22:13:47+00:00,,,,,,,,279.12,,280.23,,282.94,282.64,279.08,277.59,273.53,272.39,268.42,269.83,,251.06,,249.96,,,,,,,,,,,,,,,,,,214.98,,,232.84,224.44,,,,,,,,,,,,,,,,,,,194.19,,220.39,235.85,178.4,,,,,,,,,,,,,,,
2006-10-31 22:14:17+00:00,,347.44,343.5,,,,,299.765,325.33,280.23,323.04,301.44,301.095,295.03,295.1,291.75,285.945,282.70000000000005,283.05499999999995,296.09,271.66499999999996,294.33,270.32,292.07,290.9,282.56,276.74,273.94,271.99,270.25,269.04,252.68,241.52,253.74,256.48,255.68,255.65,250.36,269.3,274.27,214.98,281.49,278.19,232.84,224.44,266.16,262.94,,,,,,,,,,,,,,217.49,229.09,243.17,194.19,266.81,246.275,235.85,178.4,280.91,,286.3,,,,,,,,,,,,
2007-02-04 22:14:57+00:00,324.44,333.265,329.06,,,,,293.83666666666664,302.0,279.305,299.14,291.41,293.12,288.17333333333335,288.5,285.1133333333333,280.96,278.1233333333334,276.81333333333333,281.235,265.32666666666665,273.655,264.57666666666665,265.13,261.75,282.56,276.74,273.94,271.99,270.25,269.04,252.68,241.52,253.74,256.48,255.68,255.65,250.36,269.3,274.27,220.565,281.49,259.7,232.84,225.655,266.16,262.94,,,,,,,,,,,,,,217.49,229.09,243.17,200.065,266.81,242.23333333333335,240.285,206.97,280.91,,286.3,,,,,,,,,,,,
2007-10-02 22:12:54+00:00,,,,,,,,294.05,295.75,296.12,295.16,294.09,288.17,277.15,272.64,270.18,266.68,247.92,239.22,239.66,247.91,261.27,259.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-23 22:04:28+00:00,,,,,,,,310.49,310.23,311.09,308.82,309.86,305.72,302.75,301.96,297.42,300.14,300.02,290.4,284.3,287.27,285.99,284.12,277.58,270.13,268.0,268.87,268.37,266.52,268.49,261.38,263.37,253.99,253.18,255.77,258.66,258.64,246.12,255.57,262.14,264.27,273.7,272.98,274.31,,,,,,,,,,,,,,,,,210.88,215.3,229.62,243.35,259.03,267.66,277.35,,,,,,,,,,,,,,,,
2010-01-27 22:10:50+00:00,,,,,,,,316.06,313.1,316.03,310.01,311.19,306.15,305.52,307.16,301.66,304.89,300.02,299.75,297.02,296.5,288.37,289.39,283.5,277.76,272.41,268.72,265.32,267.74,267.67,266.32,265.05,258.31,266.84,266.25,267.74,265.87,252.47,265.22,268.8,267.88,272.52,270.84,276.18,269.33,268.32,268.93,265.64,,,,,,,,,,,,,215.19,224.95,236.43,248.02,258.02,265.14,279.18,277.25,282.17,294.0,295.26,,,,,,,,,,,,
2011-02-15 22:09:58+00:00,,,,,,,,309.44,307.09,309.92,303.59,312.63,313.64,313.21,311.94,308.91,307.55,307.25,303.84,290.15,287.03,288.62,285.03,279.82,272.74,271.78,268.89,276.12,271.79,272.32,271.73,269.88,260.22,266.94,255.54,255.31,261.3,252.07,255.75,259.99,262.06,277.88,277.1,278.13,272.42,270.42,271.08,265.69,,,,,,,,,,,,,212.76,215.44,229.0,242.8,262.57,271.45,281.16,280.31,284.28,296.26,295.2,,,,,,,,,,,,
2013-05-11 22:21:55+00:00,,,,,,,,,,,,,,,,,,,,,260.18,273.62,281.89,279.19,275.11,271.64,266.28,263.98,262.89,260.78,262.58,259.51,249.23,256.29,253.16,253.94,262.32,,261.74,263.1,263.45,268.34,269.85,270.45,266.87,261.53,,,,,,,,,,,,,,,,221.44,231.35,242.67,253.75,262.91,273.31,274.76,276.09,,,,,,,,,,,,,,
2013-05-27 22:22:02+00:00,,,,,,,,,,,,,,,,,,,,,260.18,273.62,281.89,279.19,275.11,271.64,265.79999999999995,260.815,261.84000000000003,259.28999999999996,261.135,258.225,248.69,256.29,253.16,253.94,262.32,,261.74,259.12,261.54999999999995,267.14,267.485,268.935,262.225,261.53,,,,,,,,,,,,,,,,221.44,231.35,241.265,229.98000000000002,259.93,271.565,270.195,276.09,,,,,,,,,,,,,,
2013-06-28 22:21:56+00:00,,,,,,,,,,,,,,,,,,,,,260.18,273.62,281.89,279.19,275.11,271.64,265.79999999999995,259.37666666666667,260.0833333333333,257.06666666666666,258.63,255.15333333333334,248.69,256.29,253.16,253.94,262.32,,261.74,256.13666666666666,258.08666666666664,264.0833333333333,264.1433333333334,267.46666666666664,257.74,261.53,,,,,,,,,,,,,,,,221.44,223.32,238.64333333333335,234.23000000000002,257.05333333333334,269.98,265.7,276.09,,,,,,,,,,,,,,
2013-07-14 22:21:58+00:00,,,,,,,,312.39,311.25,313.4,317.92,324.11,315.77,319.2,319.91,311.68,317.28,312.59,309.54,308.22,260.18,273.62,298.1,293.6,289.975,286.26,275.05,267.60249999999996,267.265,265.90250000000003,265.94,255.15333333333334,260.20666666666665,273.905,268.87,269.52,274.09000000000003,288.81,273.395,263.84749999999997,264.66499999999996,271.7375,279.0425,276.68,272.7925,277.015,288.07,286.62,,,,,,,,,,,,,251.06,233.11,234.73333333333335,245.095,245.5975,272.24,279.3025,265.7,276.09,313.34,316.47,,,,,,,,,,,,
2013-09-16 22:21:57+00:00,,332.59,315.09,,,,,311.655,310.08500000000004,315.765,321.83000000000004,323.355,315.15,322.905,316.935,310.97,315.84,314.03999999999996,314.78,318.665,260.18,288.1,299.3933333333334,295.33666666666664,292.93,290.0733333333333,279.99,276.55,271.418,276.006,269.556,255.15333333333334,264.565,278.57666666666665,273.46666666666664,274.3066666666667,276.21,282.9,277.0266666666667,268.442,268.894,275.654,280.808,279.05,275.048,279.27666666666664,285.93,284.96000000000004,,,,,,,,,,,,,245.85,236.78666666666666,240.345,249.314,251.73600000000002,274.36,281.76,272.265,287.02,311.16999999999996,314.805,,,,,,,,,,,,
2013-10-18 22:21:49+00:00,,332.59,315.09,,,,,307.15333333333336,299.11,305.03999999999996,311.55333333333334,313.4166666666667,308.8433333333333,314.71666666666664,316.935,310.97,305.42333333333335,314.03999999999996,314.78,318.665,254.04000000000002,288.1,299.3933333333334,295.33666666666664,292.93,290.0733333333333,279.99,276.55,268.4816666666666,276.006,266.65000000000003,252.8075,264.565,278.57666666666665,273.46666666666664,274.3066666666667,276.21,282.9,277.0266666666667,266.7133333333333,268.894,275.654,280.808,279.05,275.048,279.27666666666664,285.93,284.96000000000004,,,,,,,,,,,,,245.85,229.01999999999998,237.12199999999999,247.07000000000002,251.73600000000002,274.36,281.76,272.265,287.02,311.16999999999996,314.805,,,,,,,,,,,,
2013-12-21 22:21:27+00:00,316.8,326.495,321.61,,,,,314.795,299.11,305.03999999999996,311.55333333333334,313.4166666666667,308.8433333333333,314.71666666666664,319.94666666666666,315.57666666666665,305.42333333333335,326.85999999999996,317.16,326.56,247.9,302.58,308.14500000000004,314.69,314.69666666666666,311.9066666666667,294.18000000000006,299.575,271.80249999999995,290.90500000000003,269.4075,247.39000000000001,286.96,291.1366666666667,296.09999999999997,284.49,283.155,287.17,288.1566666666667,275.98400000000004,279.08500000000004,286.71000000000004,292.4075,290.015,287.4025,297.97,291.69,293.87666666666667,,,,,,,,,,,,,250.25333333333333,237.45,244.47600000000003,255.12600000000003,271.73249999999996,286.74,292.85,285.0833333333333,314.73,317.28666666666663,323.6333333333334,,,,,,,,,,,,
2014-05-30 22:19:34+00:00,316.8,320.4,328.13,,,,,337.72,,,,,,,306.53,302.28499999999997,254.66,352.5,298.37,315.35,279.46,280.13,284.04,337.25,340.41,337.14,,337.18,254.96,272.22,244.02,239.06,300.0,293.97,321.06,,,295.71,295.13,297.88,294.97,302.85,300.56,302.68,298.82,317.61,303.21,311.71,,,,,,,,,,,,,259.06,255.16,268.12,275.74,288.21,295.02,305.73,306.58,331.51,329.52,341.29,,,,,,,,,,,,
2014-07-01 22:19:46+00:00,,,,,,,,276.92,283.87,286.2,288.92,286.36,291.79,286.8,288.55999999999995,281.42499999999995,269.2,284.91,277.905,286.145,280.8349999999999,279.24,284.105,,,,264.02,260.62,255.60500000000002,249.0,249.3,244.905,,,,,,,,,,,,265.56,,,,,,,,,,,,,,,,,,,,,,,267.69,,,,,,,,,,,,,,,,
2014-07-17 22:19:52+00:00,,,,,,,,289.235,295.56,307.605,302.545,286.36,291.79,286.8,301.07666666666665,294.91,288.41,301.925,287.24,295.6033333333333,280.8349999999999,291.8866666666667,293.42,307.85,305.89,301.34,281.47,278.1,267.93,263.32666666666665,263.39000000000004,260.42,287.82,289.33,,,,288.41,291.38,294.42,291.45,294.73,300.61,279.8,294.03,290.68,289.37,286.43,,,,,,,,,,,,,252.43,251.57,264.42,271.99,279.84,295.65,282.4,301.88,,,,,,,,,,,,,,,
2014-09-03 22:20:06+00:00,,,,,,,,292.31,296.9633333333333,303.23333333333335,298.29333333333335,287.22,289.625,288.225,298.60749999999996,295.4525,288.5025,302.65333333333336,289.4975,297.1325,288.3566666666666,295.0525,296.3025,305.045,302.305,298.47,286.65333333333336,282.7833333333333,272.8625,268.805,268.47,264.84749999999997,282.21000000000004,284.065,279.32,281.39,295.63,284.485,290.2,290.76,289.44,292.055,295.665,284.0266666666667,293.2,290.09000000000003,291.275,285.28,,,,,,,,,,,,,248.95499999999998,250.26,261.275,269.78,277.28499999999997,290.41499999999996,286.77,301.08,303.48,318.66,314.09,,,,,,,,,,,,
2014-11-06 22:20:13+00:00,,,,,,,,292.95,296.84000000000003,301.815,295.605,287.34,288.88,287.46999999999997,297.648,292.75,287.964,299.4925,290.192,297.008,290.74249999999995,297.296,299.196,307.37,303.89000000000004,302.62333333333333,290.4975,284.8825,276.71999999999997,272.7,272.41999999999996,268.306,282.96,284.1133333333333,283.765,284.855,292.135,287.00666666666666,290.8833333333333,292.2633333333333,290.21666666666664,291.43,293.8,286.125,293.7833333333333,291.41,291.5233333333333,285.46666666666664,,,,,,,,,,,,,251.5533333333333,250.91,262.56,270.63,276.75333333333333,288.43,288.945,301.6233333333333,305.895,317.91,314.91999999999996,,,,,,,,,,,,
2014-12-24 22:20:05+00:00,,,,,,,,296.092,298.358,299.63199999999995,293.396,287.9625,287.815,285.6275,297.152,293.566,294.57399999999996,299.956,293.396,298.478,294.9549999999999,303.056,303.738,307.9575,303.46000000000004,303.47249999999997,294.268,290.262,284.15999999999997,283.478,281.79,278.438,283.335,284.2575,283.5133333333333,285.34,291.16,287.6025,293.6975,294.6025,292.41999999999996,292.58500000000004,293.795,287.726,293.7875,290.4975,290.3725,284.5,,,,,,,,,,,,,251.8525,253.6875,264.315,273.1175,277.89,288.4425,290.594,301.6225,304.51,316.00666666666666,313.8733333333333,,,,,,,,,,,,
2015-01-25 22:19:56+00:00,,,,,,,,299.8775,299.04,294.2175,286.0675,287.955,286.27750000000003,284.02,288.34499999999997,284.8125,286.23749999999995,294.0625,293.09749999999997,296.4875,300.625,307.1675,308.36,306.7375,301.4,301.425,300.46999999999997,297.66249999999997,291.855,291.2825,289.51,284.155,282.2925,284.08500000000004,284.84749999999997,286.74,290.3675,287.28749999999997,293.55,294.60749999999996,291.745,292.96500000000003,292.5375,293.1625,292.47249999999997,289.71,288.9625,282.755,,,,,,,,,,,,,251.28,253.56750000000002,264.33,272.275,278.3125,286.99,296.20750000000004,300.305,303.805,314.275,312.84,,,,,,,,,,,,
2015-02-10 22:19:50+00:00,,,,,,,,300.54,297.802,294.20799999999997,285.93600000000004,288.12,286.37,284.158,288.126,284.28999999999996,286.224,291.15999999999997,292.094,296.144,301.20199999999994,306.816,308.1,307.0,302.20799999999997,301.226,301.002,298.846,295.134,292.6,295.856,285.794,283.742,284.846,286.524,287.534,290.938,287.53599999999994,293.31399999999996,294.88599999999997,291.89799999999997,293.828,293.37,293.596,292.17600000000004,289.74799999999993,288.182,282.46999999999997,,,,,,,,,,,,,251.41,253.388,264.634,272.436,279.166,287.844,296.646,300.034,303.884,313.476,312.306,,,,,,,,,,,,
2015-02-26 22:19:46+00:00,,,,,,,,299.97166666666664,299.05333333333334,294.03333333333336,285.43666666666667,288.03,285.86833333333334,283.855,287.68,283.34166666666664,284.815,288.53333333333336,290.99,294.71,300.7583333333333,306.2583333333333,308.565,307.2666666666667,302.87333333333333,300.61333333333334,300.71999999999997,298.0,295.21166666666664,292.4433333333333,295.22499999999997,286.235,284.33166666666665,284.90833333333336,287.17333333333335,287.34499999999997,290.59499999999997,287.0933333333333,293.03000000000003,294.3483333333333,292.675,294.195,293.42333333333335,293.01500000000004,291.62833333333333,289.11999999999995,287.9316666666667,283.1816666666667,,,,,,,,,,,,,251.04333333333332,253.15333333333334,264.17833333333334,273.21999999999997,279.5566666666667,287.92,296.06333333333333,299.4866666666667,303.25666666666666,313.21,312.99,,,,,,,,,,,,
2015-03-14 22:19:35+00:00,,,,,,,,299.49666666666667,299.0366666666667,296.42,285.00500000000005,288.0983333333333,285.9683333333333,283.1033333333333,291.32666666666665,284.59833333333336,283.6816666666667,284.38500000000005,289.45166666666665,292.84666666666664,299.825,305.96166666666664,307.8983333333333,307.9216666666667,302.84,300.63666666666666,300.66,299.08,296.76500000000004,295.43666666666667,297.0516666666667,288.29833333333335,290.59666666666664,286.9766666666667,289.5733333333333,288.92333333333335,290.22,288.265,293.54333333333335,295.45666666666665,296.265,295.00499999999994,294.6483333333333,293.21999999999997,292.2583333333334,288.7416666666666,286.73333333333335,282.28000000000003,,,,,,,,,,,,,251.93166666666664,253.65833333333333,265.22833333333335,276.88666666666666,280.365,289.1583333333333,296.26500000000004,300.02666666666664,302.9116666666667,311.97999999999996,312.105,,,,,,,,,,,,
2015-04-15 22:19:22+00:00,,,,,,,,299.49666666666667,299.0366666666667,296.42,285.00500000000005,284.83,282.7157142857143,278.96999999999997,286.3,279.6328571428572,279.9442857142857,278.2457142857143,285.4485714285714,288.16,296.04285714285714,300.9942857142857,303.7085714285714,307.9216666666667,302.84,300.63666666666666,295.88714285714286,293.22285714285715,291.93571428571425,290.3828571428572,292.01714285714286,283.72,284.4685714285714,286.9766666666667,284.5157142857143,283.84999999999997,285.2628571428572,288.265,289.0442857142857,290.9457142857143,291.8228571428571,291.3085714285714,291.03142857142853,289.5757142857143,287.9842857142857,288.7416666666666,286.73333333333335,282.28000000000003,,,,,,,,,,,,,251.93166666666664,249.1,260.45,265.59714285714284,276.6942857142857,285.42857142857144,292.64,295.7528571428571,302.9116666666667,311.97999999999996,312.105,,,,,,,,,,,,
2015-08-05 22:19:36+00:00,,,,,,,,298.6433333333334,299.27666666666664,298.71333333333337,285.1833333333334,282.5175,280.34000000000003,276.59000000000003,285.48,278.815,275.86,268.895,280.505,283.2225,293.3,295.71000000000004,299.3675,307.60666666666674,303.38666666666666,297.9066666666667,291.58750000000003,288.515,290.9475,288.1975,292.4475,281.88750000000005,284.67749999999995,288.1066666666667,282.885,280.34499999999997,282.75,287.0,279.282,274.734,284.15400000000005,283.54999999999995,284.636,282.532,280.42999999999995,287.7033333333333,285.91,282.2633333333333,,,,,,,,,,,,,250.64999999999998,239.27599999999998,248.406,255.07200000000003,274.585,278.908,285.592,288.198,291.5325,311.14666666666665,311.7866666666667,,,,,,,,,,,,
2015-09-06 22:19:50+00:00,,,,,,,,295.61,299.67,308.81,287.2,269.7366666666667,268.96999999999997,261.1433333333333,271.96999999999997,267.21,261.9633333333333,251.93666666666664,265.56,266.66,278.49,278.55,280.7333333333333,282.86,298.52,295.74,281.95500000000004,271.48333333333335,272.6333333333333,272.79999999999995,270.3733333333334,266.02,269.48,270.015,266.15333333333336,264.54,265.0133333333334,287.59,268.4375,260.775,272.18,272.34000000000003,274.455,273.6175,270.9975,287.23,285.99,278.72,,,,,,,,,,,,,230.48000000000002,228.19,234.97,240.57,261.19,268.6,276.595,278.705,273.7166666666667,311.28,308.78,,,,,,,,,,,,
