dates,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047,satname
2002-07-06 22:21:34+00:00,,,,,,,,,,,,,,,,,,,266.68,,,,,,,,,270.1,242.73,,279.78,,,218.73,252.43,,,,,,,,,,,,,,L7
2003-03-19 22:21:50+00:00,,,,,209.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-11 22:03:51+00:00,,269.6,280.8,,208.285,,,,,,264.72,209.5,198.25,220.92,210.97,,,,,,,,,,,,,,,,264.76,195.68,204.25,237.5,218.03,,241.08,169.14,216.12,,,245.17,272.27,215.67,173.68,233.33,242.18,161.9,L5
2004-04-23 22:06:53+00:00,,306.42,291.07,259.18,215.57,274.84,274.14,,281.33,289.7,270.43,228.9,208.96,230.45,214.02,280.59,271.05,,256.05,211.01,,,,,,,,295.67,261.14,281.31,281.93,198.22,239.51,244.81,225.7,,248.26,173.06,223.23,,,273.03,281.39,227.66,169.27,244.3,243.94,192.46,L5
2004-08-20 22:16:18+00:00,,306.42,291.07,259.18,215.57,274.84,274.14,,281.33,289.7,270.43,228.9,208.96,230.45,214.02,280.59,271.05,,256.05,211.01,,,,,,,,295.67,246.535,281.31,281.93,198.22,239.51,244.81,225.7,,233.315,173.06,223.23,,,273.03,281.39,227.66,169.27,244.3,243.94,192.46,L5
2004-08-29 22:10:22+00:00,,302.985,285.73,253.4,217.51,274.565,274.075,,279.54999999999995,282.38,271.82,228.95499999999998,241.61,240.39499999999998,215.175,285.485,277.69,,257.51,215.815,,,,,,,,289.20000000000005,249.24333333333334,276.015,278.97,205.445,239.23,247.29000000000002,228.375,,238.35333333333332,163.485,223.23,,147.54,274.405,276.745,221.595,169.27,244.3,243.875,199.275,L5
2004-11-01 22:11:49+00:00,298.43,309.265,289.59000000000003,254.645,237.51,277.02,278.43,,283.355,282.495,280.005,229.01,282.08,263.845,216.33,300.36,297.67499999999995,,258.97,220.62,,,,,296.22,,,291.03,256.91333333333336,277.46500000000003,282.725,212.67,256.865,249.77,237.98000000000002,,233.39999999999998,153.91,,,159.42000000000002,279.78499999999997,283.62,221.29500000000002,,,243.81,206.09,L5
2005-04-17 22:20:16+00:00,290.235,316.97,296.59000000000003,257.285,230.54,273.97,277.555,,285.96000000000004,285.93,282.34000000000003,222.63,283.36,260.78999999999996,215.74,310.34,311.02,246.38,257.0,212.33,,,,,296.22,,,294.28999999999996,258.085,281.835,272.96500000000003,,267.4,,222.415,171.6,230.37,159.11,,,171.3,283.79,295.14,227.06,,,,,L5
2005-05-12 22:14:14+00:00,282.04,314.25,293.91999999999996,247.51999999999998,209.08499999999998,270.75,269.635,,284.28,282.06,272.675,222.665,273.08,234.68499999999995,210.685,,,246.38,257.0,212.33,,,,,,,,289.98,235.995,273.47,265.065,,260.02,,203.48,170.825,234.79500000000002,159.11,,,,264.88,274.02,206.89,162.69,,,,L5
2005-08-16 22:15:00+00:00,282.04,311.02666666666664,290.86999999999995,246.14666666666668,209.08666666666667,270.75,269.635,,284.28,278.13,270.69666666666666,215.62666666666667,272.18333333333334,229.6,206.45000000000002,,,242.325,251.31,215.125,,,,,,,,283.9733333333333,239.47333333333336,271.2366666666667,262.87333333333333,,260.02,225.92,209.86333333333332,170.31333333333333,232.96,159.11,,,136.12,268.35,270.79499999999996,209.58499999999998,177.94,253.27,215.59,175.86,L5
2005-10-10 22:21:11+00:00,282.04,311.02666666666664,290.86999999999995,246.14666666666668,209.08666666666667,288.0366666666667,288.48,325.56,298.4766666666667,289.90999999999997,283.27,215.62666666666667,285.6725,229.6,206.45000000000002,349.63,348.93,242.325,282.63,215.125,336.17,327.75,332.25,337.59,333.25,338.47,332.17,297.735,239.47333333333336,286.2525,280.685,,260.02,225.92,209.86333333333332,170.31333333333333,232.96,159.11,,340.75,136.12,268.35,270.79499999999996,209.58499999999998,236.46,253.27,215.59,175.86,L5
2006-01-23 22:16:59+00:00,,304.58,284.77,243.4,209.09,322.945,324.79,322.28,325.17,305.2366666666667,303.8966666666667,201.55,309.24333333333334,219.43,197.98,349.5,349.815,238.27,313.43,217.92,336.305,330.97,332.405,332.775,336.0,336.98,338.72,317.07666666666665,246.43,310.8733333333333,311.81,,,225.92,222.63,169.29,229.29,,,340.975,136.12,271.82,267.57,212.28,299.8766666666667,253.27,215.59,175.86,L5
2006-02-08 22:17:21+00:00,,304.58,284.77,243.4,209.09,332.63666666666666,330.92,329.66,330.49333333333334,313.7075,312.02,201.55,317.965,219.43,197.98,353.68666666666667,355.75333333333333,238.27,326.2,217.92,341.59666666666664,335.95,336.87666666666667,336.7933333333333,341.57,343.07,345.18,325.78999999999996,246.43,319.435,321.0425,,,225.92,222.63,169.29,229.29,,,340.975,136.12,271.82,267.57,212.28,299.8766666666667,253.27,215.59,175.86,L5
2006-03-12 22:18:01+00:00,,298.4,291.75,259.13,214.66,332.63666666666666,330.92,329.66,317.7925,317.555,314.5675,222.06,320.16999999999996,244.29,,341.0075,343.5425,275.52,342.13749999999993,,341.59666666666664,335.95,336.87666666666667,336.7933333333333,341.57,343.07,333.6925,332.715,276.6,324.4175,329.375,,278.36,288.11,,,,,302.19,340.975,,300.92,306.27,,340.76666666666665,,,,L5
