dates,satname,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047
2017-05-04 22:32:27.090000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,289.17,297.39,285.74,284.01,283.51,292.59,283.64,253.20,235.72,262.21,257.30,238.29,243.60,,,,,,270.09,246.11,241.25,250.96
2017-08-01 22:26:56.477000,L8,,258.21,262.22,255.81,208.19,,,,,257.22,276.22,213.47,251.95,221.04,198.17,167.46,,,,,,,,,,,,,234.56,241.44,234.91,,199.62,153.50,191.19,166.27,228.81,,,,,260.74,259.14,200.94,148.03,168.59,194.63,
2017-08-17 22:27:01.961000,L8,,306.80,270.60,258.24,228.16,273.07,270.57,188.79,276.13,274.67,282.01,232.54,267.83,246.37,216.05,289.91,230.12,,,,,,,,,,255.55,271.31,250.10,264.33,261.30,267.85,238.20,230.69,223.04,246.99,239.47,162.62,224.15,,,,,,,,,
2017-09-02 22:27:04.783000,L8,279.34,315.00,306.58,270.69,254.22,284.43,293.21,280.38,182.60,178.77,232.60,262.95,292.82,264.82,303.05,311.38,315.29,281.27,311.04,274.65,,,,,,,,,,284.38,285.72,299.06,287.48,280.88,281.14,272.51,295.65,229.79,303.07,296.65,249.77,294.51,290.20,243.15,316.60,315.44,315.38,318.73
2017-09-18 22:27:06.940000,L8,264.54,308.68,287.11,259.01,241.23,275.18,282.02,247.60,282.50,284.16,280.85,257.95,285.11,247.50,218.69,296.92,298.54,259.04,297.28,239.57,,208.95,195.31,194.61,188.24,217.04,269.39,277.55,257.14,268.50,265.21,272.11,235.53,232.16,229.99,209.38,258.21,228.45,295.47,,245.08,283.83,279.80,203.08,305.21,309.06,255.35,310.11
2017-10-04 22:27:13.567000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.10,284.91,284.67,250.41,307.06,306.08,301.04,309.42
2017-10-20 22:27:16.389000,L8,357.96,361.83,348.21,346.29,327.56,355.06,348.56,341.89,346.71,336.70,345.30,346.23,352.00,362.43,361.13,368.07,359.42,375.43,377.18,369.57,353.24,375.71,348.10,355.36,355.13,352.63,352.87,343.69,341.14,345.30,341.90,350.95,354.98,355.23,360.11,366.92,365.70,359.48,363.38,355.40,359.10,360.72,358.35,362.48,358.27,358.23,350.20,399.98
2017-10-27 22:33:27.257000,L8,313.96,334.48,326.88,298.49,296.00,308.60,310.16,304.80,308.26,308.84,309.24,307.95,311.07,313.00,321.98,327.85,328.41,331.01,329.92,323.16,321.98,313.38,311.26,312.41,316.93,315.47,318.50,317.27,310.78,308.79,313.05,317.24,315.40,326.93,324.75,330.24,333.04,325.09,323.66,325.18,332.53,326.88,321.09,324.59,328.40,332.74,332.05,354.29
2018-02-16 22:32:56.849000,L8,,,,,,,,,,287.17,281.22,214.02,279.59,218.61,205.14,288.25,300.43,286.05,307.33,283.71,,,,,,,,,,,,,,,,200.97,309.24,313.91,315.13,311.34,315.75,313.39,309.81,316.57,320.46,322.68,324.66,335.47
2018-03-13 22:26:32.925000,L8,305.05,329.12,318.61,304.20,297.03,306.24,312.67,305.36,314.96,309.35,311.25,313.97,311.80,309.72,322.91,328.26,328.39,333.41,328.85,325.14,326.54,312.48,311.30,315.26,322.61,319.50,325.15,322.22,311.80,309.28,309.00,310.94,292.55,,,,,,,,,,,,,,,
2018-03-29 22:26:26.176000,L8,,304.64,276.49,260.03,220.82,265.43,277.91,265.25,282.44,286.54,285.63,257.66,282.13,247.25,284.26,297.51,299.82,262.37,309.76,277.49,,217.69,200.07,194.87,189.35,211.62,285.49,289.78,266.82,283.10,277.58,290.61,285.81,237.47,228.21,247.56,257.29,198.22,297.74,,228.18,288.41,274.61,201.51,302.39,308.88,241.85,225.54
2018-09-05 22:26:33.133000,L8,267.69,312.44,287.98,267.01,268.93,281.47,287.68,283.13,287.42,290.07,293.56,269.77,288.77,260.94,297.10,305.61,304.84,272.56,310.45,258.48,204.66,233.54,212.50,213.44,219.13,225.95,287.43,293.02,279.31,283.99,278.53,286.93,284.33,272.51,267.99,256.22,257.21,213.19,296.91,,244.28,289.06,285.98,214.61,306.37,311.29,244.24,309.01
2018-09-21 22:26:37.516000,L8,267.11,309.52,285.95,264.52,269.95,279.27,280.15,273.94,283.89,282.25,293.56,268.19,287.76,262.57,286.50,297.20,296.28,285.36,306.81,230.50,,228.09,209.84,200.69,197.05,214.95,287.58,292.68,272.99,280.66,276.56,282.43,232.62,228.59,221.96,245.99,251.69,194.02,297.22,288.53,236.45,289.40,283.93,207.97,300.08,304.52,241.13,311.37
2018-12-01 22:33:03.878000,L8,341.68,354.27,335.66,306.37,312.29,313.46,314.56,320.10,321.82,315.06,320.58,322.83,315.86,318.50,329.00,339.84,337.08,337.22,337.49,350.49,338.54,332.22,336.86,333.62,339.07,339.99,340.89,332.88,329.36,327.10,328.12,333.40,340.88,344.32,343.82,351.12,352.21,360.33,352.84,358.37,352.61,348.79,344.89,380.79,384.64,383.62,386.57,400.83
2019-01-11 22:26:49.169000,L8,311.14,331.84,317.29,298.47,298.71,307.30,309.03,306.70,307.28,309.85,307.90,308.01,310.08,311.97,320.53,323.41,325.23,326.38,331.99,324.67,322.68,313.49,313.46,311.12,316.11,319.10,321.12,317.29,312.92,308.28,316.24,319.52,317.25,327.58,326.69,331.00,334.12,327.61,325.10,328.66,326.48,328.56,322.38,331.96,335.55,336.21,336.09,369.02
2019-02-12 22:26:43.149000,L8,,,491.23,422.21,394.62,409.72,405.83,443.43,387.37,460.67,403.58,384.80,387.29,405.80,412.92,439.30,449.81,468.55,477.40,420.25,424.64,451.08,458.48,454.27,462.90,411.92,423.83,395.33,412.02,418.33,431.27,465.21,460.34,449.91,451.84,460.14,463.89,394.85,404.27,455.00,452.43,453.38,468.11,458.59,431.56,460.02,428.56,431.12
2019-02-19 22:32:52.593000,L8,401.59,363.47,373.61,343.98,381.70,412.30,409.97,378.32,390.62,365.45,389.49,377.15,383.30,393.07,416.03,426.38,421.95,395.35,386.56,359.17,366.04,365.53,362.63,364.07,378.79,403.68,402.92,395.44,368.42,367.22,379.43,373.01,374.86,381.08,398.13,419.31,424.26,422.33,427.34,417.25,407.63,394.90,395.35,485.79,422.28,484.46,,
2019-03-07 22:32:47.610000,L8,,235.22,225.64,244.79,,,245.82,,245.71,170.03,147.30,213.59,273.40,227.04,199.15,284.78,290.78,210.33,309.19,281.78,,,,,,,287.00,291.22,241.01,280.03,273.12,288.78,284.09,,198.29,205.58,300.74,298.92,301.37,259.78,202.22,292.55,285.33,170.53,300.77,308.84,,
2019-03-16 22:26:33.688000,L8,349.33,358.67,336.25,317.37,331.61,340.78,323.58,340.59,334.04,337.03,344.79,336.57,345.09,350.83,353.65,375.97,364.77,362.53,358.22,344.08,351.02,343.59,337.83,346.85,348.26,352.93,351.61,343.62,344.70,341.43,329.43,338.57,344.21,344.49,356.79,359.35,349.50,359.15,351.12,358.90,354.59,360.76,354.51,361.73,362.46,361.88,365.58,384.97
2019-04-17 22:26:24.837000,L8,,309.55,278.08,263.59,228.01,280.30,278.80,275.24,291.07,292.26,288.92,244.86,283.21,252.32,214.81,297.13,291.07,231.04,309.35,214.27,,,,,,,296.14,298.45,255.13,282.74,279.29,292.83,293.06,234.84,220.65,248.02,248.68,142.01,,,198.54,294.17,283.49,204.43,282.23,225.18,222.82,
2019-07-22 22:26:57.421000,L8,,307.83,274.19,257.48,225.23,,,,,,,,248.68,229.43,195.33,167.31,,,,,,,,,,,,,226.61,230.35,227.81,,166.96,144.58,171.77,154.79,234.99,,,,,,,,,,,
2019-09-08 22:27:12.355000,L8,,309.48,306.94,264.87,239.28,280.96,287.28,280.99,288.41,291.05,292.62,283.75,290.89,264.35,296.88,304.98,302.47,276.54,309.11,275.87,,243.53,218.48,223.59,288.21,235.62,289.98,295.33,278.09,286.69,278.51,290.55,287.32,281.41,272.13,266.36,293.73,215.69,300.23,,240.63,289.51,283.50,201.20,306.11,311.90,241.92,311.64
2019-11-02 22:33:32.255000,L8,304.15,331.10,322.52,298.27,296.59,306.54,307.64,305.82,310.50,306.23,307.51,307.41,309.56,307.31,319.83,325.37,325.47,325.63,328.93,322.75,320.74,311.12,309.92,312.50,317.54,315.34,320.34,318.48,311.15,313.01,314.66,317.51,316.81,329.01,328.09,328.48,333.88,323.89,323.71,324.15,324.01,325.25,310.66,325.02,328.63,333.38,332.46,355.36
2019-11-11 22:27:19.914000,L8,348.98,363.94,346.67,331.32,356.11,359.99,342.76,382.56,339.09,338.42,341.01,344.35,347.31,356.05,390.50,372.48,368.85,365.72,383.41,348.93,350.08,348.17,348.86,351.73,361.85,356.38,401.06,353.49,340.12,348.85,356.86,376.13,369.82,341.74,364.16,380.64,368.46,360.97,364.26,359.24,355.23,359.18,355.85,361.73,378.94,363.69,366.41,397.13
2020-01-14 22:27:08.860000,L8,411.07,417.73,417.07,301.28,299.26,315.61,313.92,315.25,316.33,311.11,312.81,305.55,313.51,314.45,322.92,329.06,324.93,332.98,333.34,327.82,324.64,319.24,313.63,317.00,330.05,326.15,323.18,324.01,312.87,321.04,317.43,323.54,329.10,319.48,323.58,326.32,357.92,329.64,342.59,350.00,333.85,336.69,337.15,338.27,356.98,354.68,362.51,439.02
2020-04-19 22:26:32.106000,L8,,290.85,234.70,251.81,219.25,270.51,269.53,,276.96,280.86,277.15,208.00,265.06,227.27,198.94,164.26,269.18,209.77,275.79,200.52,,,,,,,236.08,245.77,237.57,264.49,254.90,190.90,164.43,156.22,195.63,164.79,203.60,,,,178.04,277.94,265.09,186.95,277.02,222.11,185.75,
2020-05-12 22:32:33.649000,L8,,309.09,277.22,256.18,223.53,273.06,262.76,,282.10,279.98,277.72,210.87,255.94,234.26,205.83,165.37,,,,,,,,,,,,,235.35,251.14,238.84,159.68,203.27,159.03,201.30,176.28,241.74,,,,,,,,,,,
2020-05-21 22:26:24.857000,L8,266.67,186.85,156.65,,254.79,326.99,229.87,,,,,,,,,,234.38,255.10,314.36,316.50,291.79,298.03,290.60,293.81,299.28,301.61,315.31,314.97,307.34,305.20,303.73,307.44,309.23,309.87,306.22,313.40,319.82,299.55,305.74,297.47,271.77,307.15,299.15,303.26,315.71,312.59,304.25,321.49
2020-06-13 22:32:47.157000,L8,,,243.71,251.84,200.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15 22:33:01.633000,L8,,,267.91,245.55,199.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-16 22:33:10.778000,L8,,308.09,269.10,253.32,219.37,270.54,271.37,,272.39,274.42,272.58,215.63,267.54,232.70,204.74,163.80,212.18,205.26,232.44,208.46,,,,,,,,152.61,235.88,248.85,241.80,153.43,194.45,163.02,206.03,175.34,237.51,,,,,,,,,,,
2020-08-25 22:27:04.745000,L8,279.13,314.11,308.80,266.54,241.62,282.91,286.64,263.26,275.80,282.87,293.80,280.48,288.26,262.39,228.58,259.84,295.17,269.62,311.65,256.07,213.07,,,,,,257.20,280.57,269.68,285.25,280.23,292.96,284.54,279.66,243.25,265.90,251.68,207.97,243.98,,180.12,273.96,261.93,194.86,274.55,222.49,200.29,169.08
2020-09-10 22:27:11.587000,L8,228.44,310.83,285.95,265.95,234.95,277.27,286.18,276.49,284.58,288.31,292.80,281.70,288.19,261.30,296.62,304.84,301.97,276.03,306.44,238.93,,230.64,212.42,214.24,201.38,229.05,282.33,275.83,277.35,280.91,273.85,,278.98,242.73,237.96,260.21,251.26,202.50,299.13,,200.80,286.00,281.32,208.44,304.89,309.56,244.73,309.16
2020-10-12 22:27:18.337000,L8,307.81,335.66,334.11,314.41,312.84,326.54,317.03,316.20,328.48,320.09,320.50,319.18,320.42,319.43,338.14,344.09,340.17,337.30,337.23,331.88,334.17,322.11,314.57,338.75,342.79,326.50,334.51,328.12,324.90,329.10,325.89,331.93,341.36,341.28,341.28,344.04,336.45,341.99,339.55,334.81,334.90,329.43,341.50,328.14,344.38,344.89,345.42,356.06
2020-12-06 22:33:30.359000,L8,306.35,334.80,328.37,300.10,299.06,309.91,312.65,312.11,310.73,309.54,311.30,309.59,313.29,315.39,325.42,330.33,328.76,330.97,333.06,327.07,325.82,318.62,313.95,314.82,317.84,319.71,321.01,318.81,313.39,315.86,317.63,320.93,320.63,332.81,332.34,333.24,337.71,330.90,330.95,327.32,326.06,328.44,321.38,327.80,336.16,336.04,337.44,354.53
2021-02-17 22:27:01.970000,L8,,,,,,,,,,,,,,,202.74,191.45,209.80,213.60,275.24,293.29,303.38,296.88,287.56,290.33,294.95,295.26,296.73,294.85,287.66,290.54,288.14,295.82,292.33,295.88,298.43,307.26,308.52,309.14,305.13,306.65,287.96,300.78,295.98,304.35,313.63,313.82,317.90,325.11
2021-03-12 22:33:01.544000,L8,349.47,353.93,328.74,307.95,306.18,319.52,315.49,323.70,322.93,320.46,321.49,326.29,333.63,317.17,343.15,344.81,341.20,349.53,353.89,351.10,340.92,326.31,331.48,336.82,344.91,347.31,342.25,330.92,321.33,317.90,321.58,324.62,330.65,336.63,348.98,352.72,346.30,342.94,343.36,339.00,345.74,336.51,347.40,341.31,346.93,341.30,341.77,369.73
2021-03-21 22:26:46.988000,L8,265.84,309.51,274.84,264.76,225.55,284.10,281.94,279.05,285.59,290.76,285.65,285.44,286.71,256.13,286.96,291.15,300.00,269.93,310.19,281.02,,226.78,206.98,205.30,201.00,213.29,296.93,292.73,269.02,287.01,279.70,288.67,290.33,284.18,232.61,305.85,301.94,309.43,304.29,284.14,217.37,296.52,285.87,202.31,307.58,311.94,244.79,317.97
2021-05-24 22:26:39.339000,L8,,311.18,264.83,256.07,219.84,,,,,,,,,,,,,,,,,,,,,,,,228.33,225.26,227.15,,190.04,150.29,180.84,158.71,228.42,,,,,,,,,,,
2021-05-31 22:32:53.692000,L8,,311.73,273.81,255.97,218.08,270.71,257.19,,,,,193.01,250.97,221.58,200.33,167.13,,,,,,,,,,,,,231.29,226.25,236.89,180.67,203.41,158.47,195.51,170.30,229.80,,,,,248.48,251.60,196.00,163.96,202.85,202.29,204.90
2021-07-27 22:26:59.768000,L8,,307.71,266.06,253.02,221.03,271.81,256.88,,266.30,265.86,210.84,213.49,253.26,228.81,202.68,175.06,194.35,197.01,,,,,,,,,,,,,,155.75,202.34,157.09,199.94,172.86,237.84,,,,,,,,,,,
2021-08-12 22:27:06.377000,L8,405.54,415.12,412.80,333.93,321.08,316.88,320.55,317.37,328.87,337.17,335.99,333.56,337.20,320.62,328.83,328.76,325.35,326.80,334.58,337.14,339.29,290.29,306.14,311.93,315.19,315.02,340.43,329.75,325.95,323.77,322.05,320.43,319.22,327.63,322.25,335.68,330.46,324.11,321.63,329.91,302.23,317.45,306.41,314.80,323.18,331.97,331.47,393.89
2022-01-26 22:33:17.621000,L8,,,,,,,,,,,,,,,,,,221.18,308.54,296.73,293.67,224.20,,199.80,292.67,292.62,290.54,276.05,,280.26,288.48,291.50,294.97,289.15,246.70,290.70,307.05,302.14,302.38,300.59,299.67,301.93,289.73,303.89,311.35,313.78,315.39,311.03
2022-02-20 22:26:59.945000,L8,435.95,461.92,464.06,344.03,336.65,372.25,368.96,357.44,342.59,344.52,339.59,350.37,355.26,362.13,371.99,378.35,381.70,384.23,380.19,380.28,389.10,403.53,392.99,395.09,387.34,392.68,402.79,383.00,368.07,356.67,366.04,366.36,362.40,362.29,371.43,380.10,379.92,368.84,354.17,357.76,355.56,354.23,373.44,395.49,409.14,407.30,403.91,408.01
2022-04-16 22:32:59.260000,L8,,308.49,241.61,260.50,231.90,279.48,277.06,212.03,281.09,284.00,286.13,222.12,279.84,251.76,222.05,290.90,288.37,224.05,296.12,227.35,,,,,,,247.01,227.57,243.60,250.25,238.30,,201.87,227.04,217.42,208.81,249.10,192.82,214.67,,190.63,285.26,270.68,203.77,288.32,252.17,236.98,229.56
2022-04-17 22:26:46.754000,L9,,141.08,231.37,255.54,218.51,267.68,271.12,188.28,267.00,270.59,276.39,209.10,263.51,236.04,206.08,272.76,261.22,208.46,247.17,202.13,,,,,,,198.34,172.04,232.65,255.50,246.73,189.71,166.51,158.07,201.87,180.52,238.26,174.08,,,169.67,270.99,258.54,181.23,252.08,214.10,196.05,
2022-05-03 22:26:41.464000,L9,,234.76,232.73,256.45,222.84,276.36,270.81,,274.58,272.01,277.77,210.34,261.17,229.44,205.36,176.31,260.37,201.58,,,,,,,,,,148.98,236.05,240.45,237.97,159.71,204.67,154.09,197.49,169.62,237.96,155.79,,,,269.65,259.22,198.28,161.63,177.76,201.50,177.93
2022-05-10 22:32:48.044000,L9,,216.85,231.58,243.53,215.75,,,,,,,198.81,245.71,220.22,190.84,155.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26 22:32:39.391000,L9,,308.20,275.31,253.50,213.68,268.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 22:33:11.273000,L8,,312.59,278.98,257.83,218.31,271.55,,,,,,,,,,,,,,,,,,,,,,,225.21,208.91,229.52,,,,,,,,,,,,,,,,,
2022-06-20 22:26:43.969000,L9,,,250.44,251.59,193.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07 22:27:06.729000,L9,,307.67,281.62,257.32,218.00,270.94,263.79,,264.49,259.43,270.75,206.89,256.62,237.02,203.72,175.78,,,,,,,,,,,,,,,,143.64,194.07,154.77,201.12,172.09,237.87,,,,,258.57,258.00,204.10,161.61,219.58,206.58,173.59
2022-09-08 22:27:11.465000,L9,,304.72,293.11,259.53,263.18,277.69,275.25,256.87,278.62,275.40,279.47,222.88,272.19,256.20,275.85,293.05,290.20,235.65,292.14,232.54,,229.28,209.39,210.95,199.69,210.61,260.37,276.29,254.80,277.74,271.81,268.26,237.00,238.74,226.36,250.63,249.18,209.71,244.50,,187.07,282.49,271.66,210.69,296.84,291.71,242.42,260.74
2022-09-16 22:27:36.613000,L8,,309.72,303.06,262.90,269.45,276.32,287.71,275.78,278.32,280.26,291.78,227.95,287.31,263.76,289.31,301.19,300.95,273.37,297.86,257.76,249.88,245.11,213.33,235.83,219.89,238.92,282.15,277.67,271.25,279.98,275.16,276.72,278.47,237.23,269.62,249.07,270.17,212.01,164.45,,240.44,278.47,269.24,208.53,303.07,308.16,285.69,308.71
2022-10-01 22:33:30.711000,L9,373.04,415.90,339.91,300.48,301.09,310.93,312.82,311.38,310.38,310.89,312.87,307.32,310.36,310.83,323.05,329.99,330.02,329.28,332.04,325.80,322.06,317.10,313.22,315.68,319.52,323.36,323.91,325.79,320.66,323.02,326.38,323.43,335.53,336.21,337.48,350.90,342.37,346.97,339.60,331.64,329.80,327.41,316.86,365.21,365.03,375.44,380.07,407.24
2022-10-17 22:33:36.046000,L9,,311.26,285.43,263.35,268.23,279.62,286.34,268.95,281.34,276.94,280.79,222.35,287.15,275.30,291.01,298.90,301.05,295.26,308.61,261.12,174.44,183.93,253.23,262.28,293.10,245.31,240.63,181.82,150.81,,241.79,223.73,288.45,286.20,277.75,269.94,296.14,296.29,296.26,237.50,,,,,,314.72,306.58,313.57
2022-11-10 22:33:45.044000,L8,378.52,388.40,344.90,316.22,322.66,352.61,341.08,336.36,335.88,333.90,334.98,336.17,340.82,355.70,361.92,369.91,367.31,344.06,355.68,354.10,355.09,350.56,349.86,361.20,358.41,368.65,361.16,341.26,339.75,337.41,334.52,344.63,346.19,349.93,356.50,357.25,355.76,354.11,350.42,354.49,354.93,358.88,355.76,362.38,365.52,365.21,358.36,383.69
2022-11-18 22:33:37.395000,L9,,,,255.14,257.15,281.70,287.25,169.26,,,,182.16,276.19,242.93,,234.55,279.00,213.38,278.42,286.66,301.86,297.21,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-27 22:27:24.278000,L9,,310.02,233.29,266.33,266.22,275.73,279.34,269.88,271.62,283.11,278.90,218.85,288.54,281.89,291.72,292.58,302.31,304.34,312.44,305.72,300.17,297.45,220.50,224.02,292.04,257.19,205.85,280.53,269.11,282.85,282.26,291.36,287.82,294.28,295.12,306.72,308.72,307.54,301.24,299.19,298.38,299.77,288.47,303.04,311.23,312.24,316.73,324.57
2022-12-13 22:27:25.324000,L9,295.15,325.00,312.94,292.40,291.60,302.46,300.82,299.26,302.00,301.51,303.63,303.49,304.10,308.65,317.63,322.82,324.06,323.44,324.39,317.88,318.49,310.09,303.85,299.30,304.48,305.46,315.59,303.69,300.04,295.26,294.68,304.91,306.45,163.32,,,,,,,,200.79,336.97,322.02,325.74,324.73,287.15,300.36
2022-12-21 22:27:21.309000,L8,380.05,363.84,350.48,334.58,358.63,378.85,379.05,359.76,358.08,369.16,338.39,357.30,354.30,357.42,368.87,368.51,369.68,389.79,394.98,397.54,388.88,420.85,421.19,424.63,406.02,413.74,410.86,404.80,424.64,414.92,384.49,379.32,367.02,368.52,381.25,386.49,380.33,385.86,391.54,393.53,412.29,393.79,397.59,393.60,391.40,392.57,391.37,408.83
2022-12-29 22:27:24.705000,L9,284.41,318.00,307.68,287.26,285.61,297.77,296.48,295.33,298.02,297.41,298.87,293.87,297.86,300.58,312.29,317.94,309.00,319.72,319.70,312.91,312.05,304.74,301.12,301.14,307.08,305.87,309.99,308.54,302.61,298.38,296.46,305.34,305.21,309.36,314.35,316.52,317.43,316.13,314.33,311.90,310.10,311.93,140.81,256.50,228.57,226.53,230.43,186.42
2023-01-14 22:27:21.562000,L9,301.71,330.09,320.44,300.49,295.22,306.60,308.01,304.78,306.80,306.64,308.42,308.04,310.26,311.78,321.34,328.82,328.72,326.17,329.00,322.50,321.05,315.41,311.38,312.45,314.26,317.83,321.30,317.67,311.74,311.73,317.82,319.34,318.80,331.48,329.89,331.55,337.77,329.05,326.15,327.73,329.16,327.30,309.86,331.97,334.29,336.08,338.45,360.22
2023-02-23 22:27:02.902000,L8,417.13,424.05,425.48,369.10,300.83,308.60,313.14,312.15,310.74,313.26,313.45,310.73,312.54,313.34,324.96,330.73,332.42,328.17,333.09,325.12,321.96,320.33,313.21,314.25,318.24,319.57,324.15,319.55,319.02,319.18,318.61,321.57,323.30,336.33,330.10,334.92,342.92,328.68,331.11,330.59,342.69,329.01,319.55,341.17,336.40,337.90,339.62,379.72
2023-04-20 22:26:49.179000,L9,,307.16,268.92,259.98,229.56,276.99,277.77,217.71,284.49,286.12,291.54,228.65,272.79,248.45,214.12,291.64,282.17,220.02,285.74,214.28,,,,,,,246.80,277.36,244.86,275.32,259.86,258.52,274.46,235.08,206.41,210.18,246.05,184.41,222.85,,163.06,282.17,276.22,199.43,211.39,218.74,223.51,183.17
2023-04-28 22:26:27.911000,L8,,302.66,266.81,255.69,221.42,268.85,270.03,,269.27,273.54,277.45,213.13,261.07,230.98,199.46,276.57,230.11,205.70,238.14,203.68,,,,,,,224.81,168.59,234.73,242.02,236.60,236.45,200.04,195.18,191.66,176.03,242.11,,,,,,,,,,,
2023-05-06 22:26:37.327000,L9,,312.08,285.60,261.54,232.54,279.98,280.58,,283.25,285.69,291.52,219.20,,,,190.25,274.88,231.70,262.97,212.33,,,,,,,248.20,226.62,247.85,270.12,253.92,267.17,242.71,234.41,216.53,247.83,249.92,145.23,216.95,,,280.12,273.90,212.83,216.89,230.50,228.85,225.31
2023-06-06 22:32:32.211000,L8,,306.37,278.93,251.30,215.06,,,,,,,176.71,223.62,219.75,186.47,148.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25 22:26:33.997000,L9,,307.08,292.93,255.84,224.54,272.90,262.97,,,,,208.43,259.18,226.62,197.22,172.24,212.17,191.65,,,,,,,,,,,231.08,234.07,233.11,154.26,167.69,151.33,191.01,169.46,237.17,,,,,241.67,259.71,205.08,149.23,172.63,201.58,176.29
2023-08-02 22:26:49.435000,L8,,324.10,314.19,269.89,250.81,293.44,297.37,292.46,299.02,303.71,300.38,284.18,294.32,277.65,299.29,316.03,304.87,279.01,305.00,264.97,229.14,169.60,204.86,206.65,197.80,206.60,262.49,283.53,279.26,293.24,294.24,300.73,291.64,292.61,267.27,289.48,270.90,246.98,263.04,255.75,271.55,302.10,302.45,217.18,183.74,212.44,260.37,237.94
2023-09-03 22:26:57.067000,L8,,308.67,292.65,263.73,235.09,279.51,288.59,274.60,281.56,285.79,292.78,233.90,287.44,262.11,265.38,301.04,273.24,244.26,280.75,224.61,205.24,228.31,212.71,217.64,219.60,229.50,263.61,278.20,262.66,278.61,271.62,276.43,261.13,242.56,232.42,260.40,227.70,219.43,257.63,,196.71,282.71,273.06,208.47,300.83,310.08,245.54,278.84
2023-09-18 22:33:13.928000,L9,,307.57,292.53,262.93,254.42,279.72,286.62,269.64,274.24,284.69,280.87,237.49,286.33,263.33,282.75,297.47,300.32,269.52,301.26,260.81,217.19,251.07,224.07,231.49,271.61,254.30,277.56,278.56,265.48,264.90,272.06,268.03,242.37,236.39,232.52,261.52,259.35,249.95,285.19,,226.19,281.50,269.58,212.51,300.92,309.34,251.21,301.72
2023-09-19 22:27:02.596000,L8,247.08,310.66,307.01,263.39,240.61,279.75,289.21,276.09,277.60,281.83,291.33,269.18,288.90,263.89,291.16,299.91,301.70,276.59,305.13,259.24,239.23,253.65,223.49,230.45,278.28,246.29,282.28,282.75,272.44,275.82,269.85,271.25,259.41,233.77,233.91,265.43,267.64,267.50,295.30,,191.22,282.11,273.88,214.92,306.65,310.38,286.22,310.11
2023-09-26 22:33:15.758000,L8,,308.60,282.67,264.58,267.88,279.92,285.00,267.58,276.84,278.92,284.12,233.02,286.64,267.98,283.72,296.22,294.73,267.73,298.10,242.14,248.30,252.15,223.33,236.08,279.63,259.13,280.75,275.59,272.78,274.85,274.14,275.36,242.46,240.02,236.25,268.92,267.63,259.37,290.94,,185.80,283.49,276.73,216.40,303.67,308.11,253.52,299.95
2023-10-05 22:27:04.875000,L8,,,,,,,,,,,,,,,,,,,,,,,,,168.96,264.76,303.37,305.99,288.97,291.89,291.48,297.59,292.59,299.92,305.27,309.46,309.49,310.06,306.66,300.13,301.22,306.30,293.89,307.02,318.71,319.35,321.09,322.19
2023-10-29 22:27:09.154000,L9,297.37,329.67,322.95,300.03,300.58,307.76,308.09,305.42,303.13,305.64,308.10,307.40,308.17,305.42,318.85,325.84,325.46,324.14,327.93,319.28,320.92,311.47,310.35,309.74,312.71,315.52,318.16,318.18,307.73,304.90,307.53,309.79,309.87,315.44,319.84,325.05,323.01,322.20,319.38,316.50,318.42,319.14,306.96,319.87,328.22,330.05,330.33,346.56
2023-11-30 22:27:16.547000,L9,298.13,331.68,327.71,300.86,299.21,308.20,307.70,305.33,303.45,308.66,309.60,309.79,310.46,309.70,321.74,326.79,328.44,326.08,330.83,322.19,322.51,314.62,312.69,309.90,314.82,315.78,317.26,317.60,310.56,307.16,308.70,314.36,313.86,326.20,324.84,331.28,327.07,323.82,323.28,319.78,322.75,324.95,308.17,325.26,333.75,333.74,333.50,360.89
