dates,satname,nzd0283-0000,nzd0283-0001,nzd0283-0002,nzd0283-0003,nzd0283-0004,nzd0283-0005,nzd0283-0006,nzd0283-0007,nzd0283-0008,nzd0283-0009,nzd0283-0010,nzd0283-0011,nzd0283-0012,nzd0283-0013,nzd0283-0014,nzd0283-0015,nzd0283-0016,nzd0283-0017,nzd0283-0018,nzd0283-0019,nzd0283-0020,nzd0283-0021,nzd0283-0022,nzd0283-0023,nzd0283-0024,nzd0283-0025,nzd0283-0026,nzd0283-0027,nzd0283-0028,nzd0283-0029,nzd0283-0030,nzd0283-0031,nzd0283-0032,nzd0283-0033,nzd0283-0034,nzd0283-0035,nzd0283-0036,nzd0283-0037,nzd0283-0038,nzd0283-0039,nzd0283-0040,nzd0283-0041,nzd0283-0042,nzd0283-0043,nzd0283-0044,nzd0283-0045,nzd0283-0046,nzd0283-0047,nzd0283-0048,nzd0283-0049,nzd0283-0057,nzd0283-0058,nzd0283-0059,nzd0283-0060,nzd0283-0061,nzd0283-0062,nzd0283-0050,nzd0283-0051,nzd0283-0052,nzd0283-0053,nzd0283-0054,nzd0283-0055,nzd0283-0056
2002-02-18 21:42:54.191000,L7,640.37,268.68,267.47,,281.01,287.50,284.42,262.09,255.91,256.63,267.01,250.31,239.86,239.95,229.48,231.35,231.44,260.32,258.68,258.87,266.73,262.61,256.07,253.05,248.14,251.52,258.95,256.33,263.33,274.50,280.75,267.90,264.18,293.25,287.53,282.90,284.26,317.22,336.42,345.05,308.31,311.03,279.13,279.69,306.24,279.49,276.92,268.91,289.18,293.24,340.69,335.32,333.83,341.01,340.02,339.72,293.25,296.67,272.21,294.89,314.06,317.93,327.95
2002-09-14 21:41:55.072000,L7,642.26,310.42,303.52,310.68,309.87,319.83,289.31,293.85,275.26,253.63,265.25,263.82,268.90,258.13,242.61,236.04,245.66,254.62,255.72,262.83,273.39,259.75,268.61,262.39,246.76,243.05,266.28,271.56,258.85,263.29,264.92,314.32,314.94,257.93,267.27,280.31,302.17,293.44,352.12,290.08,275.73,272.23,261.11,253.00,252.15,254.31,285.08,281.75,251.26,237.38,289.06,282.63,253.16,285.95,302.46,302.36,242.69,247.47,243.81,247.76,259.61,267.17,274.14
2002-09-30 21:41:47.719000,L7,644.74,283.22,292.52,289.88,292.52,293.66,288.36,275.36,259.08,265.70,271.25,263.43,244.46,242.99,236.98,233.46,238.14,245.39,347.83,351.96,369.73,264.60,275.65,249.42,356.43,349.67,,,,,362.81,346.71,306.62,304.34,318.66,375.29,359.45,318.15,371.01,389.41,320.15,,,,,352.22,266.05,265.93,294.53,271.85,320.77,307.51,299.87,318.72,331.98,321.74,302.63,271.19,330.97,,,350.15,300.42
2002-11-01 21:41:54.382000,L7,595.51,275.52,337.23,346.43,301.45,301.33,273.69,259.36,335.57,325.26,338.47,310.50,302.16,284.32,298.12,299.12,271.68,276.32,291.03,263.46,271.78,301.49,293.12,260.20,280.05,289.58,295.59,277.84,284.45,288.54,313.47,345.66,375.41,269.96,283.55,301.17,316.40,330.20,323.95,375.64,364.05,371.23,357.45,339.56,299.45,271.28,257.02,265.49,307.75,336.23,335.97,333.73,338.34,322.49,326.55,335.90,344.78,315.40,345.62,300.23,302.69,316.43,338.74
2002-11-17 21:42:06.289000,L7,639.00,321.47,317.69,311.35,330.18,356.92,,316.24,303.85,307.87,289.86,244.78,302.58,288.71,,,,,,,,,,,,,,,,,,,,,,,,,,,352.62,307.91,319.47,271.85,267.84,269.02,260.69,264.36,257.11,255.27,276.30,262.09,,,,,268.52,274.71,264.92,269.38,274.82,282.78,286.55
2003-01-20 21:42:33.373000,L7,636.63,,,,,,,,,,236.00,228.03,219.79,216.43,211.19,226.35,225.25,247.40,232.02,,,,,,243.12,264.83,270.13,282.65,280.30,289.31,303.14,303.26,303.36,318.52,278.77,293.71,310.13,318.58,324.72,342.60,349.66,349.10,313.51,306.53,334.24,245.60,307.04,306.55,301.91,307.89,329.47,325.39,319.81,326.90,339.01,359.69,295.85,302.12,312.88,305.01,307.89,313.12,319.24
2003-02-05 21:42:41.878000,L7,649.95,,,,273.64,246.12,276.75,291.96,279.48,276.75,289.03,244.67,257.26,264.36,261.45,261.18,268.97,265.63,276.46,292.44,339.93,332.73,352.60,343.71,319.89,312.28,297.53,287.08,373.11,330.30,272.22,295.24,296.16,329.67,302.14,333.75,309.84,324.00,337.38,344.16,344.21,338.82,317.12,288.74,308.14,322.15,319.73,313.98,307.31,309.78,,371.82,349.52,345.10,330.70,350.82,334.44,,,,,,
2003-02-21 21:42:44.547000,L7,,,,,,,,,214.74,204.11,239.01,269.35,253.96,245.60,245.23,242.95,254.59,,,,,,,,,,,,,,,279.49,289.36,253.67,268.21,261.69,282.05,294.68,302.50,308.55,290.92,284.46,289.67,286.92,258.30,255.43,243.52,245.35,288.86,243.08,296.09,299.32,285.63,293.99,303.54,305.65,247.63,262.07,275.16,276.42,269.19,278.73,286.38
2003-05-12 21:42:48.091000,L7,608.43,327.10,321.66,329.83,342.42,355.30,332.00,323.57,336.83,289.50,311.03,291.22,282.49,259.99,237.57,273.72,263.98,276.15,292.70,277.78,286.05,,,,,,,,,,,,,,,,,,,,,,,,,,,234.56,228.96,226.40,284.79,280.42,279.85,229.41,,,232.39,237.69,240.46,256.92,265.52,268.89,269.98
2003-08-24 21:31:12.559000,L5,652.20,292.21,278.89,268.01,263.36,273.05,250.70,235.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.80,270.93,,,,,,225.48,232.21,240.56,250.36,255.89,259.30,265.63
2003-09-25 21:31:42.973000,L5,368.19,287.39,276.69,267.59,267.20,273.27,253.70,241.99,194.46,210.93,237.03,232.24,217.56,215.67,210.83,211.18,217.50,224.91,235.58,,,,,,,,,,,,,,,,,,259.83,268.13,279.38,284.00,275.76,273.89,261.24,256.48,247.46,245.83,244.29,245.73,237.91,240.20,306.03,294.67,288.95,296.84,307.36,305.53,237.22,247.08,253.57,266.25,268.28,278.27,286.32
2003-11-28 21:32:34.027000,L5,597.82,292.07,291.50,303.66,311.91,319.17,310.43,300.50,287.88,278.23,272.10,260.84,256.76,243.01,253.70,258.87,251.16,267.93,279.41,340.84,,,353.31,348.53,276.60,299.69,259.63,263.00,266.22,339.46,351.61,345.40,,,,,,,,,351.40,349.99,323.62,316.31,325.94,,,,,,337.15,335.80,336.57,333.90,349.08,342.76,,,315.96,341.44,337.86,318.33,327.81
2003-12-14 21:32:38.364000,L5,300.31,275.54,276.65,274.80,265.77,265.60,258.28,244.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.91,266.72,281.25,290.41,278.74,272.24,264.53,260.65,259.12,260.16,250.49,247.22,240.97,242.62,294.99,288.68,278.37,281.75,297.36,299.76,239.11,247.70,249.69,256.77,264.14,274.51,280.05
2003-12-30 21:32:48.382000,L5,318.48,306.58,293.30,287.66,285.41,276.94,269.39,259.75,212.37,245.16,253.31,254.13,242.38,236.50,232.85,233.07,246.74,250.71,260.26,257.76,265.78,258.48,261.41,248.25,239.50,236.12,239.75,244.73,250.18,255.13,261.36,261.25,260.95,262.01,266.16,271.44,283.60,293.91,307.87,310.41,294.63,290.53,290.01,282.48,280.08,273.85,274.85,277.64,271.84,270.09,318.81,316.28,310.98,317.79,320.40,325.38,272.73,277.58,279.96,284.76,286.97,294.38,306.64
2004-01-15 21:32:50.035000,L5,308.82,283.61,288.46,277.01,274.46,281.41,265.46,254.04,,,,,,,214.79,219.90,221.72,229.70,243.99,252.73,257.68,,,,,,,,261.18,298.04,313.67,309.20,319.90,257.61,258.84,331.59,273.01,280.31,295.58,311.65,301.18,289.65,284.90,278.06,280.10,273.21,266.28,264.42,261.73,255.97,305.97,307.80,297.32,283.83,268.87,254.81,256.06,262.66,274.34,275.52,280.22,282.13,305.81
2004-03-19 21:33:10.985000,L5,301.38,286.07,276.36,265.19,259.66,267.84,251.72,241.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.90,262.99,271.75,286.86,297.34,283.07,274.69,269.45,270.55,267.42,260.82,256.21,254.42,249.35,243.62,297.75,296.48,287.23,295.51,307.06,310.33,246.55,249.22,259.95,264.37,270.97,278.53,289.18
2004-05-06 21:34:22.023000,L5,312.84,280.91,269.24,261.14,256.98,266.15,257.28,238.68,,207.44,237.81,280.01,273.02,271.95,212.87,212.83,220.18,227.01,233.30,,,,,,,,,,,,,,,,,,257.46,264.79,281.03,286.59,281.75,271.86,266.20,262.44,259.67,254.94,249.51,254.78,244.37,239.05,300.86,294.84,284.99,290.85,306.26,304.30,243.07,250.56,257.92,266.48,269.39,276.72,286.29
2004-06-23 21:35:46.683000,L5,603.02,301.11,293.36,285.39,283.23,282.40,288.07,262.90,236.28,248.19,250.58,238.29,225.36,220.72,219.48,229.38,224.86,236.19,248.73,252.46,258.88,251.27,,,,,,,,,,,,254.91,258.82,256.52,268.93,280.94,297.67,303.82,295.08,296.29,284.93,278.57,277.48,268.30,269.21,264.01,259.81,259.56,315.51,312.89,311.68,316.26,319.42,312.90,264.48,263.01,269.04,269.75,290.18,296.10,308.22
2004-07-25 21:36:37.854000,L5,306.11,275.34,264.95,256.95,307.05,306.06,299.10,285.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.40,263.63,257.66,253.25,247.05,251.90,244.30,244.44,239.35,237.46,297.85,287.95,265.01,281.91,302.32,294.37,242.46,245.19,254.96,261.06,264.22,275.63,280.55
2004-08-10 21:36:56.635000,L5,295.28,272.69,259.35,254.25,255.87,255.22,250.28,239.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.73,260.75,265.01,250.12,246.12,250.18,250.10,240.81,238.61,297.40,285.60,277.93,285.53,303.77,299.23,237.85,250.08,255.02,265.56,267.56,274.20,280.41
2004-09-11 21:37:49.351000,L5,301.55,281.62,276.98,269.67,260.72,262.58,248.51,234.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.59,264.95,285.04,288.46,280.73,273.13,267.37,264.49,263.79,259.18,250.11,247.18,244.17,241.87,302.74,296.81,284.99,297.63,313.05,314.61,241.38,252.83,260.67,266.17,269.42,275.92,291.11
2004-10-13 21:38:32.826000,L5,326.04,297.76,283.87,275.98,274.71,271.92,247.20,231.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.78,276.56,291.77,303.40,290.06,280.55,273.74,271.36,267.21,260.48,253.90,255.13,246.25,243.72,307.81,297.46,288.50,299.45,312.04,310.95,244.84,251.40,263.11,270.42,271.89,280.73,291.13
2005-02-18 21:40:42.163000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.18,315.12,292.99,308.52,334.67,291.06,289.59,270.22,264.92,261.41,245.62,258.37,242.25,254.94,,,,,,,250.56,251.77,260.59,263.28,280.12,300.76,
2005-05-09 21:41:19.893000,L5,299.91,287.43,282.12,274.89,270.85,262.22,261.69,244.80,,213.53,233.96,271.19,226.18,213.11,,,,,,,,,,,,,,,,,,,,278.43,313.92,316.50,304.14,285.27,303.86,300.62,277.20,276.24,264.62,268.13,269.94,265.54,257.53,256.91,247.80,241.32,298.76,293.16,284.21,294.62,308.83,304.12,245.53,249.81,261.39,264.33,271.43,281.40,287.62
2005-05-25 21:41:28.038000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.94,241.09,,,,,,,,226.99,237.43,242.48,252.63
2005-06-10 21:41:36.102000,L5,575.56,311.44,308.58,305.25,312.66,306.23,289.51,286.95,274.57,264.62,287.60,277.43,267.15,263.46,270.48,241.00,265.46,289.44,310.67,313.06,314.74,314.58,293.37,300.39,291.57,262.87,284.63,271.13,266.10,269.21,282.04,284.13,278.86,276.01,282.46,292.43,302.12,293.83,302.00,312.61,293.00,289.03,282.16,280.73,269.98,263.61,269.02,267.80,270.41,253.64,321.68,308.42,314.78,314.82,327.35,353.65,266.13,266.21,279.69,280.12,295.86,290.28,312.62
2005-06-26 21:41:40.412000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.41,254.67,256.44,253.67,247.56,239.44,236.41,231.00,229.22,291.02,281.38,251.47,252.67,298.97,299.04,231.80,239.72,248.44,255.68,258.13,268.57,275.96
2005-07-12 21:41:47.390000,L5,287.23,272.12,259.75,253.73,248.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.63,284.27,259.60,243.89,249.47,296.49,278.16,220.27,232.52,240.66,245.77,251.71,258.09,273.28
2005-08-29 21:42:10.705000,L5,293.82,277.48,266.20,262.02,263.98,270.06,254.02,246.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.16,267.27,285.99,292.00,279.82,274.22,267.90,269.13,266.17,260.57,257.96,251.34,245.13,242.54,299.02,289.13,278.17,285.76,304.22,302.65,245.27,251.15,259.11,263.01,269.30,273.81,290.63
2006-01-20 21:44:01.121000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.74,288.57,281.23,234.88,257.60,287.35,290.78,226.33,234.30,239.12,247.20,256.86,265.88,275.16
2006-02-21 21:44:44.561000,L5,300.41,285.99,274.68,266.18,258.85,265.58,251.92,230.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.96,267.35,281.77,292.58,279.46,270.38,263.35,263.72,259.15,254.75,249.13,249.33,243.63,241.59,301.94,295.43,282.77,294.97,306.28,310.05,248.16,255.18,260.28,262.06,270.57,279.43,292.04
2006-03-09 21:45:04.554000,L5,316.37,309.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.92,259.05,266.25,279.98,284.44,273.56,267.30,263.46,263.73,262.73,252.81,248.82,245.01,243.80,243.75,299.64,294.72,277.35,287.86,303.51,301.98,248.56,249.22,259.73,263.30,269.46,277.39,291.83
2006-04-10 21:45:40.863000,L5,300.34,291.90,279.72,268.86,264.09,260.39,251.13,234.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.48,272.49,282.92,290.29,282.62,277.26,265.40,261.43,257.16,254.54,249.08,254.10,249.75,250.67,302.95,296.10,283.93,299.37,306.91,306.67,246.95,254.09,260.94,265.41,268.96,281.66,293.99
2006-04-26 21:45:56.580000,L5,305.58,284.67,277.55,264.47,262.77,268.33,253.42,243.84,217.59,253.14,244.20,229.43,,,,,,,,,,,,,,,,,,,,,,,,,263.75,272.75,284.69,295.63,283.93,330.92,269.14,268.04,261.54,258.93,250.37,261.24,248.92,249.62,303.93,294.53,289.75,293.65,309.26,305.56,246.03,255.53,262.33,267.86,271.82,281.18,292.61
2006-06-13 21:46:37.602000,L5,299.30,286.53,278.11,271.10,273.47,286.52,271.15,281.93,313.11,300.85,270.97,231.07,218.99,213.73,215.63,217.30,214.86,223.84,,,,,,,,,,,,,,250.19,255.79,259.70,263.82,256.63,273.97,280.69,292.58,297.82,297.64,282.87,282.74,283.31,278.79,262.21,265.43,265.30,267.37,262.31,316.91,306.61,302.32,304.55,319.80,323.48,263.64,270.22,273.60,272.14,281.73,287.84,300.59
2006-07-31 21:47:18.646000,L5,293.20,276.91,270.85,263.10,252.40,276.39,284.92,253.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.44,231.39,231.47,288.41,277.51,258.54,276.01,300.42,294.73,233.63,240.39,240.33,253.77,261.06,268.49,275.46
2006-09-01 21:47:43.231000,L5,306.00,286.61,276.94,262.42,264.88,261.44,252.81,236.61,199.94,220.10,238.60,226.27,220.29,221.28,252.74,261.08,259.68,235.48,228.43,,,,,,,,,,,,,,,,,,265.01,270.59,285.30,287.34,279.89,272.66,268.38,263.16,260.16,253.53,250.62,249.69,247.32,248.08,301.95,293.41,282.81,300.26,310.42,310.29,248.45,253.34,261.23,266.68,272.16,279.60,292.89
2006-09-17 21:47:54.852000,L5,319.01,294.87,273.60,265.13,366.24,376.50,383.62,332.00,208.66,220.59,237.52,234.94,217.95,217.32,219.62,214.36,239.14,224.18,230.85,,,,,,,,,,,,,,,,,259.24,263.37,275.22,288.61,295.32,284.12,277.73,272.36,268.67,262.19,260.30,255.83,253.88,248.95,244.65,309.09,293.85,286.81,298.67,315.91,309.73,246.72,253.56,259.08,262.84,271.36,279.82,292.21
2006-12-06 21:48:41.029000,L5,,,,,,,,,,335.99,336.28,317.46,306.75,299.24,296.75,306.35,311.32,319.47,322.11,326.36,332.18,317.99,308.59,304.08,294.61,289.91,294.75,297.26,291.30,297.13,298.65,318.35,326.31,341.26,,,,,,,,,,,,,,,,309.61,355.15,353.00,340.40,357.39,337.32,342.83,300.94,328.04,313.34,306.50,321.76,317.79,333.98
2007-01-07 21:48:55.368000,L5,385.14,286.37,275.64,268.15,260.04,251.66,240.65,230.34,208.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-08 21:49:02.527000,L5,293.69,289.54,272.58,268.56,266.81,272.64,262.01,231.30,,,,,,,,,,,,,,,,,,,,,,,,,,,252.53,258.90,268.03,277.41,291.49,291.74,286.96,279.74,269.07,268.12,263.21,255.09,253.61,255.99,249.17,246.71,305.41,295.91,289.14,293.16,305.86,309.57,249.56,256.54,263.31,267.17,272.81,280.62,295.53
2011-01-02 21:43:59.020000,L5,295.47,295.99,299.79,261.92,256.49,266.22,259.96,247.17,,,,,,,,,,,,,,,,,,,,,,,,,,251.30,258.24,265.12,274.34,288.27,291.88,290.49,279.88,278.08,269.41,327.70,265.00,269.42,263.61,264.77,260.10,257.63,313.54,304.19,303.11,308.10,313.46,312.31,255.49,264.64,267.17,276.30,275.69,283.27,295.93
2013-04-29 21:55:51.104000,L8,286.96,276.64,265.76,259.97,260.46,263.58,255.38,240.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.90,272.74,270.63,270.83,284.84,289.28,,,,,,226.32,261.39
2013-05-31 21:56:07.688000,L8,283.69,272.99,261.82,255.51,251.32,257.50,241.68,229.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.13,264.91,266.60,268.75,283.98,289.79,,,,,,,258.38
