dates,satname,nzd0053-0000,nzd0053-0001,nzd0053-0002,nzd0053-0003,nzd0053-0004,nzd0053-0005,nzd0053-0006,nzd0053-0007,nzd0053-0008,nzd0053-0009,nzd0053-0010,nzd0053-0011,nzd0053-0012
1999-11-14 22:04:18.343000,L7,,,,,315.48,336.83,313.93,327.26,345.78,356.80,,,
2000-01-17 22:04:11.868000,L7,,,,,318.31,338.14,327.49,333.81,347.82,360.15,,,335.33
2000-02-09 22:10:19.398000,L7,,353.92,372.22,378.70,388.53,390.85,395.33,397.58,406.71,412.89,411.77,408.72,378.51
2000-04-29 22:09:53.797000,L7,436.87,354.16,339.00,354.52,352.60,356.60,365.92,370.33,383.07,363.29,391.18,376.34,372.93
2000-05-15 22:09:42.527000,L7,352.17,352.53,343.27,360.49,352.58,369.01,354.27,366.28,417.67,363.75,364.50,346.60,371.60
2000-05-24 22:03:22.722000,L7,320.94,328.66,329.13,343.19,331.75,359.02,353.20,369.74,378.73,373.09,356.63,384.66,397.33
2000-06-16 22:09:26.713000,L7,377.99,385.26,388.01,397.66,396.91,402.44,399.43,301.97,324.59,329.56,324.04,320.67,310.99
2000-08-03 22:08:44.137000,L7,405.18,409.47,380.24,389.21,395.82,403.89,404.53,351.32,417.67,421.91,423.17,420.12,414.24
2000-08-12 22:02:30.151000,L7,311.04,328.55,320.90,333.78,336.15,349.98,339.49,367.95,373.94,366.52,338.64,349.43,395.28
2000-08-19 22:08:38.248000,L7,,,393.22,402.30,404.14,336.40,317.91,319.80,348.73,315.20,,,
2000-09-04 22:08:22.800000,L7,,,,,321.24,333.34,321.60,326.82,328.38,316.28,,,
2000-09-13 22:02:02.316000,L7,,,,294.87,315.12,340.54,334.37,335.62,348.39,366.07,,341.81,391.60
2000-09-20 22:08:03.348000,L7,,,,322.82,331.39,361.10,321.54,352.28,369.89,355.71,364.10,358.60,359.50
2000-10-15 22:01:32.252000,L7,71.07,,,315.47,321.64,349.07,336.24,348.19,357.31,370.30,324.95,380.52,393.39
2001-02-27 22:07:54.461000,L7,380.42,384.67,382.41,402.63,391.72,375.56,375.35,379.32,388.08,387.35,398.01,389.21,413.50
