dates,satname,nzd0215-0000,nzd0215-0001,nzd0215-0002,nzd0215-0003,nzd0215-0004,nzd0215-0005,nzd0215-0006,nzd0215-0007,nzd0215-0008,nzd0215-0009,nzd0215-0010,nzd0215-0011,nzd0215-0012,nzd0215-0013,nzd0215-0014,nzd0215-0015,nzd0215-0016,nzd0215-0017,nzd0215-0018,nzd0215-0019,nzd0215-0020,nzd0215-0021,nzd0215-0022,nzd0215-0023,nzd0215-0024,nzd0215-0025,nzd0215-0026,nzd0215-0027,nzd0215-0028,nzd0215-0029,nzd0215-0030,nzd0215-0031,nzd0215-0032,nzd0215-0033,nzd0215-0034,nzd0215-0035,nzd0215-0036,nzd0215-0037,nzd0215-0038,nzd0215-0039,nzd0215-0040,nzd0215-0041,nzd0215-0042,nzd0215-0043,nzd0215-0044,nzd0215-0045,nzd0215-0046,nzd0215-0047,nzd0215-0048,nzd0215-0049,nzd0215-0050,nzd0215-0051,nzd0215-0052,nzd0215-0053,nzd0215-0054,nzd0215-0055,nzd0215-0056,nzd0215-0057,nzd0215-0058,nzd0215-0059,nzd0215-0060,nzd0215-0061,nzd0215-0062,nzd0215-0063,nzd0215-0064,nzd0215-0065,nzd0215-0066,nzd0215-0067,nzd0215-0068,nzd0215-0069,nzd0215-0070,nzd0215-0071,nzd0215-0072
2006-10-03 21:47:41.787000,L5,,,,,,,,,,,,,,366.39,366.53,353.94,353.24,358.92,353.18,360.93,358.45,350.89,294.75,,377.95,392.72,405.14,401.30,392.19,387.86,382.07,371.34,370.45,359.98,351.78,347.74,340.59,346.97,336.44,337.38,340.98,339.22,350.78,356.94,360.10,369.53,381.43,390.44,407.48,405.08,394.36,380.39,376.72,,,370.40,374.56,381.00,385.49,388.67,395.79,409.29,404.52,394.30,386.65,380.81,380.96,377.56,369.88,367.36,371.25,368.27,380.83
2006-12-06 21:48:41.029000,L5,389.51,373.26,364.25,353.32,341.53,337.88,336.48,339.41,338.11,335.42,344.79,337.24,355.23,356.24,357.80,349.77,363.18,350.22,364.45,,,,,,,380.86,372.42,368.97,365.86,359.97,336.64,344.93,346.73,324.51,327.09,327.67,327.37,324.79,329.81,345.58,330.61,331.72,345.20,357.62,356.14,369.54,393.58,398.06,393.47,376.81,356.57,354.94,354.75,350.50,349.56,359.75,362.36,370.47,374.75,385.22,399.84,,,,,396.56,392.08,397.75,390.34,400.39,408.61,423.54,416.64
2007-01-07 21:48:55.368000,L5,372.18,337.21,333.21,324.93,311.04,301.48,312.15,315.38,314.47,310.62,323.43,319.29,303.01,310.96,298.75,298.03,295.72,295.19,295.37,297.79,299.79,277.88,263.28,306.59,322.43,323.61,331.64,340.04,335.60,329.28,318.66,307.20,286.37,282.92,285.39,284.06,284.22,272.06,277.27,285.72,288.48,282.85,278.02,282.62,,,,,,,,,,,,,,,286.63,298.59,310.47,336.75,355.36,343.15,341.28,342.85,343.95,341.41,326.01,312.25,342.04,344.33,358.24
2011-03-07 21:43:36.874000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.23,356.22,363.77,366.82,368.32,364.29,372.30,374.52,375.27,,,,,,,,,,,,,,,,,,,,411.96,402.48,393.23,392.65,382.93,383.92,372.97,375.79,378.60,377.48,387.35
2013-05-31 21:55:43.729000,L8,,,,,,,,,,,,,,370.54,368.25,371.86,358.94,365.32,357.09,366.48,372.63,,,,371.36,399.51,400.50,396.19,390.78,383.15,374.81,358.35,354.91,348.90,336.56,335.08,334.29,345.51,340.25,344.54,345.07,348.28,346.25,354.10,357.91,362.37,384.72,392.40,406.41,405.70,389.42,376.12,371.66,368.75,,365.91,362.53,373.10,378.72,380.45,385.78,404.22,396.36,385.75,377.92,378.53,382.02,376.92,367.80,368.73,374.56,375.28,390.41
2013-08-19 21:55:42.209000,L8,395.73,370.35,364.66,353.34,340.56,326.72,338.89,347.69,338.38,339.20,342.79,347.79,336.29,338.39,334.84,324.44,323.11,322.48,318.52,310.94,300.11,256.06,,,,,,,298.20,332.59,318.81,309.38,305.64,299.92,305.35,305.13,302.77,314.35,299.23,311.92,310.67,312.25,312.87,306.85,295.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06 21:55:33.702000,L8,,402.12,394.08,384.14,379.83,355.46,374.99,377.59,373.57,369.76,374.72,,,358.72,361.17,354.10,350.11,350.66,346.88,349.50,361.01,353.87,285.49,,369.77,384.13,393.08,385.79,379.65,373.28,369.86,361.30,355.72,344.61,338.35,325.35,328.90,332.28,326.54,334.16,335.80,344.47,340.47,344.01,348.36,356.43,372.09,383.51,399.26,399.33,380.88,365.77,364.59,360.44,356.76,362.05,356.25,370.91,373.30,376.63,382.69,395.80,396.56,379.66,375.05,376.64,368.84,377.49,368.12,362.04,372.38,372.19,389.02
2013-12-09 21:55:16.438000,L8,,,,,,,,,,,,372.74,361.78,355.56,355.64,349.57,346.81,346.41,344.27,347.31,358.60,346.48,285.10,,,396.90,388.67,381.54,377.30,376.24,365.67,360.13,345.75,344.91,330.81,347.24,324.51,329.09,321.47,332.85,331.87,346.77,336.55,339.43,345.46,353.32,368.51,381.13,396.00,400.10,375.79,367.40,361.78,352.55,357.14,357.76,352.34,366.30,373.12,370.23,377.95,390.91,391.74,373.33,367.92,369.80,366.44,371.32,359.74,362.21,367.32,368.94,385.52
2014-01-10 21:54:55.235000,L8,,,,,,,,,,,,,,,360.11,357.45,349.64,351.59,348.86,356.12,366.43,348.06,284.00,,,401.31,396.74,388.47,387.61,388.40,371.20,355.56,344.40,341.59,331.42,331.43,326.91,334.53,326.14,334.02,336.05,349.18,337.91,343.20,349.62,357.72,372.50,383.47,396.98,401.60,378.49,372.44,359.96,353.71,360.02,353.05,352.94,356.87,376.66,372.55,377.50,393.38,387.10,374.93,370.08,368.64,373.72,375.17,358.66,362.02,386.08,363.74,383.72
2014-02-11 21:54:32.873000,L8,,404.70,382.23,388.29,364.60,357.52,363.29,370.50,368.01,365.87,365.72,363.99,358.23,358.46,357.62,353.14,348.46,351.41,344.80,353.80,359.57,351.08,,,366.30,376.98,388.89,382.58,376.04,368.94,360.25,348.18,344.90,336.00,327.89,324.24,325.50,333.35,324.58,334.10,333.39,343.03,336.02,341.69,347.64,356.54,371.16,382.98,395.62,399.65,371.23,367.86,356.36,351.54,353.68,357.95,353.07,362.08,373.27,371.99,379.58,392.77,389.76,374.09,368.59,374.14,370.85,375.80,362.58,360.56,368.04,369.65,391.64
2014-03-15 21:54:10.286000,L8,,,,,,,,,,,,,,367.13,364.15,356.62,353.54,353.22,346.83,359.01,363.20,,,,373.63,384.74,392.44,385.77,382.33,380.52,363.76,351.35,351.49,338.72,332.21,327.98,324.87,336.99,325.70,334.74,335.35,346.23,337.82,343.29,351.34,362.46,377.53,388.75,398.67,403.83,381.11,367.22,365.78,361.28,360.63,360.00,359.68,368.35,374.24,376.90,384.30,400.53,397.64,381.35,375.22,374.35,369.08,371.53,360.79,360.89,368.58,368.33,386.24
2014-03-31 21:53:53.631000,L8,,,,,,,378.76,370.29,372.95,365.42,376.72,369.17,355.33,359.77,360.16,353.97,350.24,352.77,347.27,350.44,361.81,347.31,283.01,,,,,,,,,,,,,,,342.48,328.73,335.30,333.11,333.99,336.50,348.34,348.44,400.71,,,,,399.96,361.25,353.25,350.73,353.64,350.60,353.31,357.45,365.47,370.82,377.14,391.49,385.60,373.89,367.09,366.48,390.23,381.97,352.01,354.61,362.83,361.92,379.23
2014-05-18 21:53:11.680000,L8,,399.78,392.03,386.52,376.27,357.38,366.31,372.94,371.08,366.77,377.99,374.08,359.49,362.59,366.24,358.64,356.08,358.39,351.55,361.06,364.47,352.77,283.67,,369.73,384.47,394.40,389.15,383.00,373.92,364.12,351.02,353.09,339.61,334.23,329.75,330.74,338.21,330.52,338.89,337.21,338.88,340.71,349.06,354.75,362.85,380.03,390.16,398.52,399.75,379.51,367.33,361.27,358.67,356.63,360.68,357.22,364.52,370.18,376.14,382.56,396.51,391.47,380.01,372.95,372.81,371.17,378.00,364.37,361.30,367.80,365.75,389.10
2014-06-19 21:53:23.387000,L8,,,,,,,,,,,,,,,,,,,,,,,,,375.02,386.46,396.11,393.19,385.47,378.25,369.78,357.02,353.52,348.70,335.27,333.23,332.17,343.59,334.26,342.67,340.24,343.43,344.11,350.37,356.22,362.95,383.63,389.95,401.56,402.74,384.27,371.47,366.13,362.60,361.66,361.67,360.28,369.43,376.55,377.23,383.04,398.59,393.19,379.61,372.60,372.73,389.77,377.37,366.16,374.86,371.09,374.20,393.06
2014-07-05 21:53:29.728000,L8,426.14,392.34,381.90,377.23,361.90,350.32,359.84,363.78,358.82,358.41,366.87,368.46,356.82,356.06,357.76,354.41,349.89,353.80,345.11,347.96,357.35,357.42,293.31,,371.25,386.58,395.85,389.84,383.88,375.60,365.33,357.92,351.80,345.45,330.42,325.87,327.07,335.49,324.09,331.30,329.42,329.60,334.45,339.72,346.33,355.72,374.24,380.93,396.06,394.94,376.11,362.87,356.03,351.59,354.98,357.51,356.65,360.01,368.77,372.98,379.36,394.29,386.28,373.26,366.65,367.41,370.54,372.66,358.49,361.46,364.64,362.72,375.25
2014-07-21 21:53:33.067000,L8,,,,,,,,,,,,,,,,,,,,,,,,,381.41,392.62,394.44,389.73,384.09,376.51,379.04,363.43,362.05,351.43,347.02,339.39,339.64,343.68,344.42,342.57,342.97,354.90,347.21,348.18,355.93,365.41,384.23,400.72,,,,,,,,369.11,361.61,375.86,378.63,381.05,390.11,403.58,404.93,385.57,379.01,383.73,380.56,381.78,370.70,365.57,373.70,377.83,394.16
2014-08-06 21:53:41.801000,L8,,,,,,,,,,,,,,,,,,,,,,,,,376.81,397.53,394.75,391.50,383.74,379.60,369.24,359.81,354.38,349.40,336.05,332.59,331.17,342.45,334.11,343.19,340.05,346.81,341.04,346.31,353.31,362.25,380.69,387.46,401.65,403.00,385.89,372.06,365.95,359.95,357.59,364.35,358.92,369.98,379.68,374.85,382.03,397.58,396.40,376.40,373.29,378.93,383.20,378.40,367.46,364.17,369.26,373.64,389.46
2014-09-07 21:53:48.789000,L8,,397.27,392.33,381.30,370.84,357.51,371.59,376.70,367.80,368.78,368.76,,361.98,358.67,358.92,353.44,348.95,351.00,349.44,346.46,357.86,355.76,281.04,,370.98,385.99,392.84,381.86,384.29,374.99,366.27,358.29,353.33,347.76,337.20,330.27,327.40,334.36,327.34,335.16,335.67,342.09,340.00,340.94,347.97,357.08,371.70,386.12,401.76,398.85,384.91,368.64,375.51,357.77,356.99,356.81,358.02,371.22,373.63,375.32,380.73,394.85,394.50,376.54,373.42,373.28,373.92,378.60,360.82,362.33,368.93,367.96,388.23
2014-09-23 21:53:45.463000,L8,,,,,,,,,,,,,,363.45,363.79,361.05,354.47,358.55,349.55,351.43,356.25,364.28,,,371.34,390.43,390.17,384.27,378.02,374.48,366.29,358.20,352.62,348.31,332.42,329.37,326.95,335.62,327.76,337.04,335.52,347.60,337.08,339.94,347.24,358.40,374.67,384.01,401.44,401.05,377.90,368.81,360.67,355.98,354.61,364.02,356.70,367.56,375.30,374.70,382.82,396.50,395.85,375.34,374.75,377.37,377.65,377.39,363.26,362.06,368.07,370.04,390.02
2014-10-25 21:53:52.818000,L8,,398.10,391.60,382.05,369.38,359.27,368.17,377.56,368.66,365.94,372.34,375.29,362.54,359.71,361.58,354.41,352.52,355.95,348.05,351.83,352.66,353.93,282.49,,374.00,385.68,391.02,385.59,384.28,373.22,362.48,355.35,351.23,344.00,331.65,325.95,326.81,334.44,327.76,338.85,336.55,337.64,339.37,342.21,347.71,358.21,374.70,384.66,399.40,400.83,376.62,367.84,360.43,352.42,350.56,360.55,355.59,364.48,372.32,374.99,383.61,395.70,395.37,375.99,373.27,374.83,371.55,375.81,366.39,362.37,368.43,372.43,385.17
2014-11-10 21:53:54.574000,L8,433.66,391.61,384.08,381.87,367.81,356.22,363.24,374.11,367.55,359.12,370.18,373.69,358.34,356.50,358.79,351.29,348.25,350.66,343.24,346.74,348.66,346.51,275.76,340.69,367.97,381.08,389.59,384.58,383.39,369.28,361.33,349.38,348.51,339.46,331.56,323.44,324.01,331.75,324.31,334.31,332.42,340.21,336.75,340.05,345.77,354.53,369.64,381.76,396.06,398.48,371.38,362.86,355.14,350.51,348.88,351.42,352.28,362.12,365.65,371.27,378.29,391.69,387.21,375.61,368.84,368.79,365.76,368.21,360.96,359.51,373.54,367.71,381.96
2014-11-26 21:53:52.081000,L8,429.24,393.23,379.20,380.42,371.31,352.83,355.61,361.19,356.20,349.10,359.44,360.71,344.57,347.29,348.73,341.21,339.51,338.88,333.66,336.97,339.04,338.38,276.67,336.37,371.17,370.85,382.11,375.03,364.18,353.33,349.20,335.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29 21:53:37.750000,L8,,,,,,,,,,,,,,,,,,370.92,346.09,353.31,357.10,345.43,284.62,,374.08,377.05,388.70,384.64,389.32,386.20,373.68,349.16,342.48,335.43,329.31,324.01,322.78,330.95,320.10,318.88,300.44,331.47,337.98,335.30,345.49,355.68,368.11,382.92,396.37,395.83,369.38,367.76,358.77,349.76,358.38,353.28,348.81,359.56,374.47,371.80,378.45,392.60,393.69,372.09,364.38,369.54,372.33,374.98,353.02,355.33,371.48,368.42,386.86
2015-02-14 21:53:28.679000,L8,,391.03,391.10,385.81,376.56,355.46,355.31,359.87,370.67,353.94,370.68,376.38,350.69,349.78,350.25,344.84,343.57,343.78,337.22,344.81,347.29,337.47,279.04,340.52,362.47,371.98,385.29,379.37,375.67,364.12,360.84,337.20,337.51,328.09,323.60,314.52,319.32,328.09,318.73,327.21,327.62,345.66,330.50,334.08,342.34,353.52,367.08,379.17,390.84,394.79,366.19,360.20,350.84,345.93,354.41,346.54,343.96,351.30,364.77,367.88,376.47,385.04,384.95,371.70,364.92,369.00,363.95,369.91,350.06,355.08,357.05,361.35,372.18
2015-04-03 21:53:02.921000,L8,,393.13,381.38,392.11,365.89,353.25,360.83,364.78,367.08,358.75,365.15,372.54,354.53,362.94,362.18,358.35,357.21,359.38,352.36,355.44,369.41,351.26,286.27,,364.77,378.00,389.31,386.20,379.80,369.84,360.12,343.50,345.00,334.27,327.57,322.91,324.94,333.93,326.13,335.51,333.12,333.29,336.13,341.26,349.53,357.80,374.64,384.47,394.27,391.76,368.37,358.92,353.33,349.41,351.48,352.20,351.17,356.50,362.30,370.87,378.83,390.75,384.61,373.96,363.28,364.71,355.26,359.46,349.99,355.34,363.67,361.59,381.89
2015-04-19 21:53:02.761000,L8,,402.22,397.49,388.54,377.59,360.60,368.38,377.40,371.16,372.51,371.35,373.14,361.93,363.50,363.59,356.34,356.42,360.21,353.61,357.49,366.43,358.17,294.34,,374.88,381.72,390.58,387.13,384.59,374.09,364.54,353.32,351.70,346.53,331.96,332.47,331.33,340.10,331.15,341.76,338.94,346.83,345.62,349.31,357.60,363.93,380.46,390.28,402.32,398.93,379.07,368.03,364.27,357.83,359.35,359.85,361.86,367.40,372.70,379.36,384.52,397.07,395.31,380.41,370.72,371.55,364.77,371.63,357.58,361.87,369.24,365.74,385.48
2015-05-21 21:52:43.676000,L8,,,,,,,,,,,,,363.09,366.32,368.88,377.91,360.28,366.65,356.75,369.99,,,,,375.61,384.92,400.39,392.46,389.80,389.63,394.52,,,,,,,383.22,366.22,345.91,340.19,343.75,344.97,350.65,350.98,362.20,376.75,391.49,403.32,,384.82,377.39,375.15,361.79,362.08,371.34,360.17,367.57,383.59,,,,421.64,383.46,374.87,369.82,361.29,365.22,348.59,349.42,359.39,356.57,380.06
2015-06-06 21:52:52.670000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.56,385.68,375.46,376.59,387.09,388.97,391.79
2015-07-08 21:53:09.931000,L8,,,,,,,,,,,,,,367.67,369.61,374.86,357.97,364.63,353.64,358.76,359.38,354.09,292.42,,,386.21,396.33,390.06,384.68,378.10,366.05,355.45,353.47,346.71,337.46,333.63,334.04,343.40,336.06,343.94,342.02,343.76,343.15,351.08,357.21,363.10,382.98,390.78,404.61,402.98,384.45,370.07,364.09,361.09,356.28,362.32,360.02,365.97,373.21,379.62,384.91,400.64,396.17,378.61,373.38,373.25,370.56,373.55,360.41,362.07,368.28,364.65,386.69
2015-08-25 21:53:27.637000,L8,,406.77,395.49,394.44,381.31,360.50,376.15,381.26,372.81,371.56,,,,364.94,364.22,360.10,352.78,359.99,351.00,352.51,356.55,,,,,385.72,394.08,387.12,384.17,374.55,364.27,350.55,350.14,345.05,333.21,330.96,330.19,339.02,330.57,343.84,343.28,338.39,339.81,345.66,351.92,361.45,377.38,389.25,404.59,402.45,386.91,373.80,362.57,358.77,357.71,364.47,360.26,368.34,373.82,380.14,386.57,402.33,396.87,377.92,374.86,374.96,372.91,376.31,364.05,361.58,367.40,367.02,390.64
2015-10-12 21:53:41.053000,L8,,401.68,385.45,384.81,372.70,355.76,369.47,377.41,368.11,363.93,375.89,371.02,362.14,358.59,358.31,351.73,348.39,353.72,345.15,348.92,348.58,350.02,327.80,,370.35,378.32,389.05,384.63,377.60,369.39,362.70,343.85,345.14,335.04,327.76,321.38,322.84,331.98,321.88,334.88,333.20,338.30,332.41,339.96,345.09,356.53,373.14,381.74,398.17,397.23,378.05,368.89,356.90,350.59,354.29,366.70,352.24,359.14,368.59,372.76,386.34,393.22,389.65,372.90,368.10,368.40,365.98,375.79,354.43,358.18,365.83,361.19,389.70
2015-11-13 21:53:46.761000,L8,,395.81,391.23,380.56,373.92,353.85,372.38,377.88,369.35,368.58,368.73,,,356.95,357.12,351.26,345.71,348.27,340.78,347.13,346.25,368.15,277.86,341.46,368.16,378.24,388.50,380.98,375.26,366.70,361.40,345.97,342.00,336.83,327.36,320.54,320.77,328.34,319.98,331.65,330.42,341.79,331.60,338.29,348.83,404.99,369.03,395.77,400.39,397.16,377.81,366.06,357.86,353.11,349.00,355.91,349.04,364.11,367.48,374.89,383.72,393.52,392.88,372.65,370.18,371.97,364.00,368.78,353.61,357.95,370.04,361.35,388.75
2016-01-16 21:53:45.577000,L8,428.07,396.27,379.14,388.11,373.99,353.48,,,,,,375.36,353.70,353.58,355.99,350.82,347.58,350.50,341.07,346.87,348.74,339.51,281.67,339.79,363.43,374.93,385.95,381.44,375.28,366.86,358.86,336.82,338.90,329.60,324.11,319.13,320.66,327.99,319.42,330.05,328.61,328.32,329.27,337.47,343.53,356.26,368.77,381.89,392.85,393.97,368.65,360.78,352.17,348.27,349.20,350.10,348.34,352.11,363.13,371.46,379.35,390.41,385.83,371.82,363.85,364.49,361.32,367.42,350.16,353.56,361.11,359.97,376.64
2016-02-01 21:53:43.370000,L8,,397.96,380.32,389.90,375.34,347.80,361.33,366.44,366.08,363.09,365.23,365.41,356.10,358.40,358.76,352.71,349.90,352.71,343.05,348.36,354.91,,,,365.92,376.38,387.35,381.86,376.26,368.00,358.37,343.49,342.06,330.97,326.98,321.10,323.60,333.09,324.55,334.48,332.01,338.83,333.49,340.33,347.31,359.15,369.10,383.30,394.25,396.16,368.39,365.22,356.55,349.72,351.08,353.81,350.02,357.64,365.46,372.51,379.49,391.03,387.20,373.19,363.57,365.01,361.59,367.63,351.38,353.64,363.23,360.26,376.87
2016-03-04 21:53:33.647000,L8,,,,,377.05,352.83,374.37,372.62,369.45,369.85,371.45,372.60,360.21,360.96,358.61,357.81,352.44,354.11,346.77,354.47,359.73,,,,368.98,380.05,392.53,385.77,380.14,370.99,363.07,352.61,347.71,337.95,330.98,325.24,326.58,335.52,326.81,337.30,336.21,344.64,336.52,343.18,350.87,360.38,372.49,385.74,399.43,400.93,373.69,370.56,359.57,351.26,357.48,353.99,352.48,358.03,369.36,374.57,380.52,393.80,387.23,374.85,366.97,365.97,370.98,373.90,353.49,358.37,365.48,362.50,380.72
2016-03-20 21:53:27.214000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.86,376.21,365.48,357.73,,,,,334.80,337.55,329.58,338.48,334.73,341.38,337.62,343.86,350.95,361.82,374.99,388.82,403.66,405.09,380.36,373.68,380.36,,361.71,365.10,358.71,369.63,374.40,377.79,393.11,409.52,404.13,379.78,371.79,366.60,368.86,379.19,352.96,360.46,366.52,372.12,400.62
2016-04-21 21:53:12.322000,L8,,400.90,394.86,387.52,379.36,358.88,374.21,381.97,372.03,378.55,377.34,,,,360.26,359.46,354.39,358.01,345.93,353.81,360.84,,,,369.87,382.38,394.91,392.88,382.02,370.81,361.36,352.40,350.94,342.08,334.29,326.54,328.38,338.62,327.14,339.01,335.07,345.69,337.52,344.43,352.25,362.05,373.80,387.68,401.49,402.33,377.22,369.60,361.11,357.09,357.98,361.90,357.04,364.10,377.17,377.11,384.99,399.57,394.52,377.89,370.82,369.16,375.70,374.50,357.27,361.43,370.13,376.19,413.03
2016-05-23 21:53:17.616000,L8,,,,,,,,,,,,,,363.71,364.05,357.67,356.08,355.68,351.28,354.97,363.02,356.54,295.80,,,,,,,,,,,,,,,,,332.94,330.99,330.13,333.85,337.28,342.64,350.80,358.73,373.79,386.34,383.58,364.37,355.17,339.56,349.90,325.99,337.55,344.21,347.90,358.75,373.97,318.48,376.28,390.74,399.44,355.86,359.19,351.30,353.56,340.66,342.80,350.42,348.47,360.59
2016-07-26 21:53:40.722000,L8,,398.66,397.62,383.44,372.39,359.42,365.79,372.43,369.60,369.10,371.83,,,359.74,360.38,353.92,351.99,357.52,345.69,347.55,357.34,355.48,294.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.79,414.57,393.66,379.94,399.07
2016-08-11 21:53:42.478000,L8,,,,,,,,,,,,,,,362.96,356.97,356.85,361.02,349.69,349.59,360.84,,,,,385.50,392.82,384.19,381.70,371.90,368.03,354.24,350.56,346.91,332.96,328.19,328.89,337.98,330.28,340.93,339.23,338.81,340.82,346.40,355.49,362.12,375.54,391.65,408.18,403.47,387.40,372.61,371.22,360.44,363.01,363.10,359.07,371.57,378.38,378.63,388.48,397.85,396.18,379.40,370.84,369.36,371.37,374.36,366.49,362.48,368.82,364.37,390.29
2016-08-27 21:53:50.127000,L8,,,,389.73,378.00,361.72,374.20,379.73,370.58,370.02,374.31,,,355.93,357.60,353.51,348.46,360.65,348.85,343.12,353.17,,,,,384.55,392.29,385.28,378.53,371.26,361.99,354.62,346.94,345.45,330.81,323.68,322.57,334.73,324.57,335.65,335.20,336.65,334.54,345.21,348.86,357.14,374.88,380.57,396.82,399.83,381.97,370.75,360.32,353.52,353.02,359.49,356.04,363.49,371.85,374.38,382.01,394.19,390.82,372.46,366.31,365.06,366.61,371.00,360.51,364.60,369.71,364.63,390.30
2016-09-12 21:53:54.163000,L8,,,,394.67,380.93,360.21,373.25,378.28,371.93,359.46,375.37,376.36,,,360.46,358.28,352.83,358.44,350.30,345.41,354.89,,,,367.34,382.12,389.25,384.07,378.14,369.80,362.37,349.55,346.19,338.14,329.80,321.58,322.68,332.33,324.07,334.38,333.57,341.47,336.80,342.60,349.22,359.51,374.80,383.29,396.29,399.10,375.67,369.07,360.47,354.15,354.20,363.37,352.84,361.70,370.33,372.71,382.11,393.22,390.11,374.98,365.22,365.94,365.12,371.17,359.13,361.00,369.71,363.06,385.11
2016-10-30 21:54:01.489000,L8,,389.81,382.29,376.35,354.08,355.17,368.55,377.64,367.20,368.74,371.60,,,,378.49,340.50,335.22,338.51,329.13,333.58,336.48,332.54,270.71,331.79,360.88,375.10,388.31,387.59,379.29,372.87,369.76,357.64,355.22,347.39,340.25,328.08,322.74,333.48,327.74,334.56,331.01,334.97,337.85,344.09,348.61,358.28,372.57,384.36,403.54,399.43,370.16,383.47,383.60,,,359.40,366.70,367.10,371.71,380.62,386.34,397.57,396.87,376.40,374.57,371.88,366.33,369.06,360.58,361.60,368.18,369.43,416.67
2016-12-17 21:53:55.739000,L8,,398.96,387.55,375.36,372.19,353.01,358.01,361.65,356.21,358.03,371.31,368.25,354.55,356.29,356.47,350.98,348.51,350.81,340.95,348.04,353.46,339.39,280.05,339.99,362.38,373.76,387.06,387.70,375.38,373.16,359.66,346.34,342.28,333.40,326.24,319.15,321.50,331.04,320.83,328.87,328.12,327.21,330.92,337.15,344.20,354.43,368.66,378.43,393.11,392.22,368.48,360.94,350.11,349.39,343.07,351.28,350.56,353.21,365.96,367.76,376.64,392.32,386.54,370.58,365.92,363.28,365.77,373.52,353.38,356.09,370.18,365.77,376.57
2017-02-03 21:53:41.480000,L8,,,,,,,,,,,,371.52,353.41,358.43,358.61,353.42,353.40,356.89,345.64,348.48,363.11,367.88,,,365.71,375.76,387.29,386.32,376.11,373.32,382.18,346.01,343.38,336.67,327.21,326.52,324.32,334.15,324.46,335.08,334.07,334.19,333.06,340.51,349.14,361.15,377.24,385.55,397.22,402.10,375.85,364.35,353.26,349.23,356.40,351.53,350.90,355.73,368.37,369.78,380.01,392.40,389.61,372.96,368.84,369.14,372.05,377.16,369.43,360.21,374.38,370.07,385.07
2017-04-24 21:53:01.304000,L8,,,,,,,,,,,,,,375.16,364.26,355.96,361.32,353.33,354.64,375.35,,,,,369.64,380.28,390.45,384.01,384.24,379.52,368.28,361.07,354.65,353.82,341.29,333.03,331.11,341.89,334.68,342.84,340.09,349.98,346.99,352.51,358.44,367.06,383.70,395.02,408.00,403.85,392.49,374.28,373.21,366.56,363.08,363.19,363.38,373.23,379.18,384.04,395.02,404.07,400.51,385.27,379.53,378.65,376.46,377.13,369.51,372.77,379.55,377.35,393.78
2017-06-11 21:53:21.571000,L8,,403.59,398.53,389.06,380.15,367.17,373.12,378.58,377.89,,,,,,,,,,,,,,,,378.15,387.98,395.27,390.39,384.38,375.46,368.79,359.34,353.55,347.98,338.26,333.21,330.49,343.22,335.51,344.88,338.96,340.39,344.18,348.33,359.47,369.71,384.11,394.60,402.66,404.67,390.18,373.69,368.47,358.90,358.96,366.05,359.85,371.71,376.76,381.17,389.83,399.62,400.05,383.01,377.86,382.52,381.49,380.65,369.27,369.45,374.76,380.03,391.68
2017-06-27 21:53:26.500000,L8,,,,,,,,,,,280.78,289.56,334.48,338.24,337.89,323.26,331.62,336.37,329.11,333.74,339.97,319.66,249.87,329.43,355.66,369.08,382.23,369.96,368.84,320.83,306.24,332.03,336.58,321.98,303.46,287.25,,,,,,,,,,,334.27,330.55,356.18,357.11,343.35,,,,,,,,,,,,,,,,,,,,,337.00,353.56
2017-07-29 21:53:37.367000,L8,405.36,375.16,369.90,358.53,347.18,335.87,347.12,349.38,337.90,344.64,345.04,350.06,338.07,337.23,333.85,321.91,323.10,329.10,317.53,318.99,331.08,178.62,235.32,299.15,337.09,355.38,360.43,308.59,356.40,358.02,343.50,324.34,319.68,301.02,306.31,307.31,301.13,307.04,282.38,295.31,292.45,285.03,,,,,,,334.52,360.18,332.84,318.49,292.85,325.96,325.17,335.94,334.84,328.84,348.59,354.01,358.02,362.99,367.89,350.88,330.61,301.42,308.78,309.78,318.60,327.38,340.43,347.83,345.98
2017-08-14 21:53:43.292000,L8,,405.78,396.80,390.60,379.88,364.47,375.38,376.09,373.11,379.09,,,,358.85,360.38,354.65,353.68,358.73,356.17,351.25,358.78,353.77,292.79,,372.29,384.23,394.64,383.94,381.45,373.00,369.99,356.50,352.67,348.45,338.31,333.96,328.69,339.09,329.84,340.14,342.31,343.44,340.09,346.11,357.24,363.58,380.15,389.94,406.95,403.66,385.91,375.33,367.32,361.62,359.17,365.42,361.62,369.89,378.82,381.75,389.55,405.10,400.05,381.76,378.70,375.20,388.33,376.39,364.78,363.52,372.20,373.01,391.03
