dates,nzd0215-0000,nzd0215-0001,nzd0215-0002,nzd0215-0003,nzd0215-0004,nzd0215-0005,nzd0215-0006,nzd0215-0007,nzd0215-0008,nzd0215-0009,nzd0215-0010,nzd0215-0011,nzd0215-0012,nzd0215-0013,nzd0215-0014,nzd0215-0015,nzd0215-0016,nzd0215-0017,nzd0215-0018,nzd0215-0019,nzd0215-0020,nzd0215-0021,nzd0215-0022,nzd0215-0023,nzd0215-0024,nzd0215-0025,nzd0215-0026,nzd0215-0027,nzd0215-0028,nzd0215-0029,nzd0215-0030,nzd0215-0031,nzd0215-0032,nzd0215-0033,nzd0215-0034,nzd0215-0035,nzd0215-0036,nzd0215-0037,nzd0215-0038,nzd0215-0039,nzd0215-0040,nzd0215-0041,nzd0215-0042,nzd0215-0043,nzd0215-0044,nzd0215-0045,nzd0215-0046,nzd0215-0047,nzd0215-0048,nzd0215-0049,nzd0215-0050,nzd0215-0051,nzd0215-0052,nzd0215-0053,nzd0215-0054,nzd0215-0055,nzd0215-0056,nzd0215-0057,nzd0215-0058,nzd0215-0059,nzd0215-0060,nzd0215-0061,nzd0215-0062,nzd0215-0063,nzd0215-0064,nzd0215-0065,nzd0215-0066,nzd0215-0067,nzd0215-0068,nzd0215-0069,nzd0215-0070,nzd0215-0071,nzd0215-0072,satname
2001-07-25 21:42:54+00:00,,,,,,356.85,369.45,376.07,366.08,376.19,372.76,,,,,,,,,,,,,,370.73,391.68,,393.76,389.73,,371.0,355.98,360.99,350.64,340.84,344.78999999999996,350.56,349.40999999999997,354.54,360.15999999999997,355.28,353.835,356.96000000000004,364.15,373.235,389.39,399.485,402.775,400.17,398.85,387.93,372.5,361.86,363.23,351.04,367.78499999999997,371.005,377.82,377.175,390.805,398.2,406.225,411.735,380.41,375.33,377.86,374.07,381.26,374.40250000000003,385.20000000000005,386.0533333333333,386.6325,395.3375,L7
2001-08-10 21:42:36+00:00,,,,,,359.505,369.61,376.41499999999996,364.91499999999996,375.68,372.76,,,,,,,,,364.07,375.61,360.64,282.22,340.25,369.84000000000003,391.68,,393.76,387.32500000000005,,371.0,357.18,359.365,349.97,340.62,340.35999999999996,346.64000000000004,345.4533333333334,348.40000000000003,354.99666666666667,353.68333333333334,351.8999999999999,354.42333333333335,361.00666666666666,370.02,384.5733333333333,396.52,400.1133333333334,400.845,399.58000000000004,388.155,371.195,363.045,363.59000000000003,352.615,364.50333333333333,368.82,372.93666666666667,374.72333333333336,386.1566666666667,394.1133333333333,403.32666666666665,407.85200000000003,382.11,376.03999999999996,377.86,374.07,381.26,374.40250000000003,385.20000000000005,386.0533333333333,386.6325,395.3375,L7
2001-08-26 21:42:25+00:00,,,,,,359.505,369.61,376.41499999999996,364.91499999999996,375.68,372.76,,,,,,,,,364.07,375.61,360.64,282.22,340.25,369.84000000000003,391.68,,393.76,387.32500000000005,,371.0,357.18,359.365,349.97,340.62,340.35999999999996,346.9775,345.4533333333334,348.40000000000003,354.99666666666667,353.68333333333334,351.8999999999999,354.42333333333335,361.00666666666666,370.02,384.5733333333333,396.52,400.1133333333334,400.845,399.58000000000004,388.155,371.195,363.045,363.59000000000003,352.615,364.50333333333333,368.82,372.93666666666667,374.72333333333336,386.1566666666667,394.1133333333333,403.1375,407.85200000000003,384.42333333333335,376.03999999999996,377.86,374.07,381.26,374.40250000000003,384.182,385.7675,387.24799999999993,396.188,L7
2001-09-27 21:42:05+00:00,,,,,,359.505,369.61,376.41499999999996,364.91499999999996,375.68,372.76,,,,,,,,,364.07,375.61,360.64,282.22,340.25,369.84000000000003,391.68,,393.76,387.32500000000005,,371.0,357.18,359.365,349.97,340.62,340.35999999999996,346.9775,345.4533333333334,348.40000000000003,354.99666666666667,353.68333333333334,351.8999999999999,354.42333333333335,361.00666666666666,370.02,384.5733333333333,396.52,400.1133333333334,400.845,399.58000000000004,388.155,371.195,363.045,363.59000000000003,352.615,364.50333333333333,368.82,372.93666666666667,374.72333333333336,386.1566666666667,394.1133333333333,403.1375,407.85200000000003,384.42333333333335,376.03999999999996,377.86,374.07,381.26,374.40250000000003,385.09666666666664,390.72799999999995,394.2933333333333,396.188,L7
2001-10-13 21:41:51+00:00,,,,,,359.505,369.61,376.41499999999996,364.91499999999996,375.68,372.76,,,,,,,,,364.07,375.61,360.64,282.22,340.25,369.84000000000003,391.68,,393.76,387.32500000000005,,371.0,364.2,366.28999999999996,355.34666666666664,346.7333333333333,345.0675,348.142,350.4525,351.9275,354.99666666666667,353.68333333333334,351.8999999999999,358.45500000000004,365.47249999999997,374.5925,388.48249999999996,399.37,401.32,406.1133333333333,399.58000000000004,388.155,371.195,363.045,363.59000000000003,352.615,364.50333333333333,368.82,372.93666666666667,374.72333333333336,386.1566666666667,394.1133333333333,403.1375,405.07,388.47,381.65000000000003,383.25,376.7,380.78,373.4475,385.73,390.868,395.04999999999995,396.646,L7
2001-10-29 21:41:57+00:00,,,,,,359.505,369.61,376.41499999999996,364.91499999999996,375.68,372.76,,,,,,,,,364.07,375.61,360.64,282.22,340.25,369.84000000000003,391.68,,393.76,390.69000000000005,388.37,376.945,364.6575,366.28999999999996,357.79,349.325,344.79999999999995,349.084,350.245,350.84000000000003,354.98333333333335,351.905,350.2166666666667,358.68,364.58000000000004,371.9575,387.7775,398.6975,399.0425,407.2425,399.58000000000004,388.155,371.195,363.045,363.59000000000003,352.615,362.55,367.28666666666663,369.7733333333333,373.5933333333333,383.13000000000005,392.1966666666667,399.39333333333326,402.838,389.94,383.085,383.25,375.86999999999995,381.92,374.08750000000003,385.99166666666673,390.454,394.8416666666667,395.40199999999993,L7
2002-02-18 21:42:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,377.25,391.66,,,397.42,387.03,382.34000000000003,369.24666666666667,372.54499999999996,362.0466666666666,354.8733333333333,352.68,352.1325,355.52,356.1566666666667,359.105,355.28,353.165,359.38000000000005,368.41,377.3833333333334,390.32,401.56333333333333,401.87999999999994,411.0333333333333,408.21,392.37,383.45,378.24,,,369.88,372.54499999999996,375.125,379.23,388.24,396.265,402.18,403.7833333333333,393.845,385.79,381.255,378.065,379.8066666666667,371.8866666666666,380.37800000000004,387.09799999999996,393.43399999999997,394.7025,L7
2002-08-29 21:41:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.69,,355.6,,,,,,,,,,,,,,,,,,,,,,,,405.23,405.71,398.98,391.97,385.48,377.07,375.09,375.72,377.66,383.03,383.1,392.74,L7
2002-09-14 21:41:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.69,,355.6,,,,368.59,370.42,,,,412.69,419.4,,,,,,,,,,,394.75,401.47,,409.915,409.605,403.48,393.06500000000005,390.03,377.64,378.075,378.71000000000004,383.66,386.225,386.16,396.52,L7
2002-10-16 21:41:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.69,372.8,355.6,,,359.3,368.59,370.42,,,,412.69,419.4,,,,,,,,,,,387.16999999999996,399.725,408.91,411.8433333333333,411.07,404.98333333333335,392.6433333333334,389.87999999999994,380.9533333333333,379.8233333333333,380.9066666666667,385.8066666666667,388.19,388.1433333333334,397.3833333333334,L7
2002-11-01 21:41:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.69,372.8,355.6,,,359.3,368.59,370.42,,,,412.69,419.4,,,,,,,,,,,387.16999999999996,399.725,408.91,411.8433333333333,411.07,404.98333333333335,392.6433333333334,392.125,382.9225,382.22749999999996,383.0725,387.03000000000003,390.76,389.605,397.9275,L7
2003-01-20 21:42:09+00:00,,,,,,,,,,,,,349.28,350.48,351.32,343.57,347.44,343.95,342.36,343.23,355.39,345.17,,,363.85,372.05,389.13,380.15,378.24,369.39,362.44,351.6,338.0,333.78,329.34,339.84000000000003,349.185,342.96000000000004,316.92,324.41,345.475,345.005,350.53499999999997,338.74,344.93,358.2,391.03,401.39,392.7,396.93,377.28,,357.6,350.26,352.55,348.9,352.8,352.95,376.15333333333336,388.4466666666667,389.75,404.4525,403.3375,396.1225,385.1,386.55,377.758,379.964,376.866,380.012,384.242,383.198,394.374,L7
2003-04-10 21:42:26+00:00,,,,,,,,,,,,,349.28,350.48,351.32,343.57,347.44,343.95,342.36,343.23,355.39,345.17,,,363.85,372.05,389.13,380.15,378.24,369.39,362.44,361.58500000000004,338.0,333.78,329.34,328.99,348.2266666666667,341.53499999999997,333.925,339.09000000000003,346.8033333333333,334.385,335.54999999999995,350.155,355.385,358.2,382.27,392.985,392.7,396.93,377.28,,357.6,350.26,352.55,363.54999999999995,365.275,368.06,373.65000000000003,386.1666666666667,396.75666666666666,399.3233333333333,400.33,391.6333333333334,380.69,384.095,379.78999999999996,381.295,375.9925,378.03999999999996,384.45,383.4825,394.4175,L7
2003-04-26 21:42:25+00:00,,,,,,,,,,,,,349.28,350.48,351.32,343.57,347.44,343.95,342.36,343.23,355.39,345.17,,,363.85,372.05,389.13,380.15,378.24,369.39,362.44,361.58500000000004,338.0,333.78,329.34,328.99,335.94000000000005,347.8866666666666,340.1033333333333,345.99666666666667,350.25,346.69000000000005,335.54999999999995,350.155,355.385,375.575,389.76,398.81666666666666,403.4,396.93,377.28,,357.6,350.26,352.55,363.54999999999995,365.275,368.06,370.68000000000006,380.26,397.6366666666666,398.9633333333333,399.01666666666665,390.78999999999996,381.29333333333335,383.61,376.37,380.6225,373.9775,376.5075,384.11750000000006,384.335,394.7525,L7
2003-05-28 21:42:22+00:00,,,,,,,,,,,,,349.28,350.48,351.32,343.57,347.44,343.95,342.36,343.23,355.39,345.17,,,363.85,372.05,389.13,380.15,378.24,369.39,362.44,361.58500000000004,338.0,333.78,329.34,328.99,335.94000000000005,347.8866666666666,340.1033333333333,345.99666666666667,350.25,346.69000000000005,335.54999999999995,350.155,355.385,375.575,389.76,398.81666666666666,403.4,396.93,377.28,,357.6,350.26,352.55,363.54999999999995,365.275,368.06,370.68000000000006,380.26,397.6366666666666,402.8225,401.6225,393.405,384.51750000000004,379.485,374.09000000000003,378.20250000000004,371.24,375.1275,380.9125,382.8125,393.9875,L7
2003-09-25 21:31:19+00:00,,,,,,355.71,363.86,371.16,363.5,369.37,367.46,,,,367.97,354.99,347.76,352.34,350.58,357.34,357.84,349.45,293.5,,377.39,,,393.31,383.04,373.72,,371.57,,,,,346.31,356.66999999999996,348.4833333333333,352.33,354.7466666666666,352.82666666666665,345.805,358.71500000000003,362.75,380.12,394.6233333333333,403.3733333333333,414.1,,385.84,,358.76,,,378.2,377.75,383.17,387.24,394.63,411.15999999999997,408.09499999999997,408.08500000000004,398.76,390.51750000000004,384.56333333333333,379.75333333333333,379.0675,375.56500000000005,379.56500000000005,384.9175,385.9875,394.2175,L5
2003-12-30 21:32:24+00:00,,,,,,356.14,364.735,376.84000000000003,371.365,369.37,367.46,,,371.18,368.87,358.135,355.33500000000004,352.28,351.695,356.73,358.125,348.225,294.945,,376.495,382.31,,393.31,383.04,373.72,,366.91,364.34,358.28,345.63,344.08,347.48,345.01,342.395,341.55,346.515,339.585,348.655,353.65999999999997,358.63,366.355,380.98,395.615,402.2,,385.84,374.77,363.64,,,,,,387.35,387.05,396.67,404.56,402.15999999999997,390.58,384.23,381.92,384.0,378.5,372.93499999999995,371.28999999999996,373.71000000000004,369.40999999999997,378.35,L5
2004-05-06 21:33:58+00:00,,,,,,356.57,365.61,382.52,379.23,,,,,371.18,369.77,361.28,362.91,352.22,352.81,356.12,358.41,347.0,296.39,,375.6,382.31,,,,,,366.91,364.34,358.28,345.63,344.08,347.48,345.01,342.73,339.69,347.89,339.34,346.15,351.46,357.6,365.42,378.0,394.18,402.2,,,374.77,368.52,,,,,,387.35,387.05,396.67,409.90999999999997,398.33,392.305,385.58500000000004,381.92,384.0,383.885,381.575,375.79499999999996,377.35,371.35,379.45500000000004,L5
2004-06-07 21:34:54+00:00,,,,,,356.57,365.61,382.52,379.23,,,,,371.18,369.77,361.28,362.91,352.22,352.81,356.12,358.41,347.0,296.39,,375.6,382.31,,,,,,366.91,364.34,358.28,345.63,344.08,347.48,345.01,342.73,339.69,347.89,339.34,357.76,351.46,357.6,365.42,378.0,394.18,402.2,,,374.77,368.52,,,,,,387.35,387.05,396.67,409.90999999999997,403.995,392.305,387.0333333333333,381.92,385.44,384.12999999999994,381.86999999999995,377.1666666666667,378.9866666666667,372.8,381.6233333333333,L5
2004-06-23 21:35:22+00:00,,,,,,356.57,365.61,382.52,379.23,,,,,371.18,369.77,361.28,362.91,352.22,352.81,356.12,358.41,347.0,296.39,,375.6,382.31,,,,,,366.91,364.34,358.28,345.63,344.08,347.48,345.01,342.73,339.69,347.89,339.34,357.76,351.46,357.6,365.42,378.0,394.18,402.2,,,374.77,368.52,,,,,,387.35,387.05,396.67,409.90999999999997,403.995,392.305,387.0333333333333,381.92,386.45666666666665,385.1325,382.2725,379.01,380.61,374.745,383.885,L5
2004-08-26 21:36:59+00:00,,,,,,,,,,366.14,,,,369.44,367.07,355.52,354.84,358.1,352.62,360.9,367.04,353.8,,,,,,,,,,,,,,335.23,337.63,337.71,334.02,332.83,339.32,339.44,360.055,357.79,361.09,371.93,373.86,394.67,402.7,,,374.21,366.33,363.41,,,,,,,395.46,406.985,404.56500000000005,389.15,388.4166666666667,381.85,385.1966666666667,383.4475,381.27,379.75000000000006,381.3475,376.11,385.70500000000004,L5
2004-12-16 21:39:23+00:00,,,,,,,,,,366.14,,,,369.44,367.07,355.52,354.84,358.1,352.62,360.9,367.04,353.8,,,,,,,,,,,,,,344.63,347.325,352.005,351.905,332.83,339.32,339.44,350.74,357.79,361.09,371.93,373.86,394.67,402.7,,,374.21,366.33,363.41,,372.8,,,383.92,395.59,398.98,399.9,402.975,389.895,387.5,386.485,385.1433333333334,383.9666666666667,379.1766666666667,379.1966666666667,380.03000000000003,377.3966666666667,386.93333333333334,L5
2005-02-18 21:40:18+00:00,,,,,,,,,,366.14,,,,370.71500000000003,366.03999999999996,355.825,355.53,354.845,351.19,360.25,364.25,352.3,290.95,,376.62,,,,,,,,,,348.25,344.58,345.95,351.00666666666666,346.6433333333334,333.685,339.42499999999995,339.81,349.255,354.155,359.625,368.33000000000004,378.83000000000004,391.58500000000004,403.505,,,374.21,368.21,363.41,,371.905,373.55,378.72,382.42,391.705,396.04333333333335,402.955,402.02333333333337,389.9866666666667,384.79333333333335,385.55333333333334,382.2066666666667,381.79333333333335,376.06666666666666,375.56666666666666,375.84,374.6833333333334,383.94,L5
2005-03-22 21:40:41+00:00,,,,,,,,,374.02,375.51,379.45,,,369.015,365.115,359.495,357.21500000000003,354.485,354.42499999999995,361.885,366.245,351.58000000000004,290.95,,377.48,,,,388.49,,,366.12,362.21,354.76,347.945,347.23333333333335,347.5466666666666,352.24666666666667,348.19000000000005,336.515,341.315,341.78499999999997,348.81,355.27,360.96000000000004,368.07000000000005,381.755,391.115,406.655,,,373.51,373.75,,,370.3933333333334,371.545,376.515,381.09666666666664,390.33,395.59666666666664,405.135,402.3433333333333,391.72333333333336,382.5366666666667,385.84,382.99333333333334,384.09,377.9066666666667,374.16333333333324,374.77666666666664,374.3433333333334,384.5566666666667,L5
2005-05-09 21:40:56+00:00,,,,,,,,,374.02,375.51,379.45,,,369.015,365.115,359.495,357.21500000000003,354.485,354.42499999999995,361.885,366.245,351.58000000000004,290.95,,377.48,,,,388.49,,,366.12,362.21,354.76,347.945,347.23333333333335,347.5466666666666,352.24666666666667,348.19000000000005,336.515,341.315,341.78499999999997,348.81,355.27,360.96000000000004,368.07000000000005,381.755,391.115,406.655,,,373.51,373.75,,,370.3933333333334,371.545,376.515,381.09666666666664,390.33,395.59666666666664,405.135,402.3433333333333,391.72333333333336,382.5366666666667,385.84,382.99333333333334,385.1875,379.5775,376.92999999999995,376.4325,376.1075,386.87,L5
2005-06-10 21:41:12+00:00,,,,,,,,,374.02,375.51,379.45,,,369.015,365.115,359.495,357.21500000000003,354.485,354.42499999999995,361.885,366.245,351.58000000000004,290.95,,377.48,,,,388.49,,,366.12,362.21,354.76,347.945,347.23333333333335,347.5466666666666,352.24666666666667,348.19000000000005,336.515,341.315,341.78499999999997,348.81,355.27,360.96000000000004,368.07000000000005,381.755,391.115,406.655,,,373.51,373.75,,,370.3933333333334,371.545,376.515,381.09666666666664,390.33,395.59666666666664,405.135,402.3433333333333,391.72333333333336,382.5366666666667,385.84,382.99333333333334,384.736,379.802,377.976,378.012,376.03200000000004,387.902,L5
2005-06-26 21:41:16+00:00,,,,,,,,,374.02,375.51,379.45,,,369.015,365.115,359.495,357.21500000000003,354.485,354.42499999999995,361.885,366.245,351.58000000000004,290.95,,377.48,,,,388.49,,,366.12,362.21,354.76,347.945,343.83500000000004,342.80999999999995,345.22,337.3900000000001,336.515,341.315,341.78499999999997,356.73333333333335,355.27,360.96000000000004,368.07000000000005,381.755,391.115,406.655,,,373.51,373.75,,,369.19000000000005,371.545,376.515,379.68499999999995,387.70000000000005,392.145,405.135,400.275,389.63500000000005,379.37500000000006,383.2,381.13,383.804,379.038,378.42199999999997,378.75600000000003,376.996,388.54200000000003,L5
2005-07-12 21:41:23+00:00,,,,,,,,,374.02,375.51,379.45,,,369.015,365.115,359.495,357.21500000000003,354.485,354.42499999999995,361.885,366.245,351.58000000000004,290.95,,377.48,,,,388.49,,,366.12,362.21,354.76,347.945,343.83500000000004,342.80999999999995,345.22,337.3900000000001,336.515,341.315,341.78499999999997,356.73333333333335,355.27,360.96000000000004,368.07000000000005,381.755,391.115,406.655,,,373.51,373.75,,,369.19000000000005,371.545,376.515,379.68499999999995,387.70000000000005,392.145,405.135,400.275,389.63500000000005,379.37500000000006,383.2,381.13,384.1466666666667,379.42333333333335,379.0433333333333,379.77,377.3833333333334,388.2716666666667,L5
2005-07-28 21:41:34+00:00,,,,,,,,,374.02,375.51,379.45,,,369.015,365.115,359.495,357.21500000000003,354.485,354.42499999999995,361.885,366.245,351.58000000000004,290.95,,377.4066666666667,,,,388.49,,,366.12,362.21,354.76,347.945,343.83500000000004,342.80999999999995,346.12000000000006,338.14000000000004,340.18666666666667,344.89000000000004,342.60999999999996,356.8425,355.27,363.3733333333333,372.4666666666667,381.755,394.56333333333333,406.655,,,373.51,373.75,,,369.19000000000005,371.545,376.515,382.5233333333333,390.08666666666664,395.14000000000004,406.4766666666667,400.7833333333333,389.2833333333333,381.03999999999996,383.2,381.13,383.0414285714286,379.0142857142857,378.0285714285714,379.37857142857143,376.99142857142857,387.70142857142855,L5
2005-08-29 21:41:46+00:00,,,,,,,,,374.02,375.51,379.45,,,366.04,365.22,362.86,358.21,357.38,359.09,364.17,371.03,352.36,,,377.8,,,394.42,386.89,380.26,372.21,366.12,362.21,354.76,345.37,339.065,339.49,342.8333333333333,339.15,341.24333333333334,344.6333333333334,342.84999999999997,359.8666666666666,358.905,363.53666666666663,376.33500000000004,379.53,395.01,406.29499999999996,,,373.18,375.06500000000005,360.75,361.14,364.735,370.67,373.94,381.7733333333333,389.68,395.39000000000004,405.38000000000005,400.84,387.99666666666667,380.76666666666665,382.71,379.67499999999995,381.57714285714286,377.85571428571427,377.7085714285714,379.45714285714286,377.33142857142855,386.93285714285713,L5
2005-11-01 21:41:44+00:00,,,,,,,,,,,,,355.47,362.74,355.26,349.76,347.78,347.47,344.85,352.37,363.62,357.52,285.83,,377.26,,,394.42,385.29,380.26,372.21,,,,343.1,333.14,335.12,342.28666666666663,333.90999999999997,340.51,342.73333333333335,340.07666666666665,357.47,355.48,360.86999999999995,375.405,380.21000000000004,395.3433333333333,407.67499999999995,,,372.85,372.72,360.75,361.14,362.1,371.8,373.57,382.6266666666666,388.9666666666667,392.90333333333336,405.2366666666667,399.8833333333334,387.82666666666665,380.0566666666667,383.32,373.81,380.6228571428572,375.9771428571429,377.07714285714286,379.1471428571428,376.98285714285714,386.82142857142856,L5
2006-01-20 21:43:37+00:00,,,,,,356.84,366.78,376.71,375.12,374.48,372.8,,355.47,366.49,360.35,353.42499999999995,352.76,350.70000000000005,346.305,354.20500000000004,361.385,353.335,283.83,,373.13,378.8,391.14,392.83500000000004,384.395,379.81,372.985,359.57,359.96,349.45,342.15,334.7233333333333,337.7366666666667,342.6175,333.9766666666667,338.555,342.1725,340.295,347.47,353.01666666666665,359.91749999999996,372.27,379.3833333333334,394.0475,407.2366666666667,,390.38,374.175,372.72,360.75,361.14,362.1,371.8,373.57,382.6266666666666,388.9666666666667,392.90333333333336,404.74,398.135,387.5175,377.6175,380.2,373.18,374.8,367.40000000000003,368.77500000000003,371.75,370.295,378.8175,L5
