dates,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073
2013-07-07 22:13:48+00:00,348.52,335.28999999999996,216.804,171.98000000000002,,,,,,,,191.322,271.914,308.808,300.37600000000003,243.282,299.402,300.006,311.34000000000003,307.026,289.822,302.006,316.54,313.026,313.636,305.20799999999997,299.212,293.99,287.994,318.564,306.866,291.738,278.442,301.46,309.76599999999996,291.102,300.614,302.326,302.018,292.06399999999996,303.65999999999997,208.89000000000001,226.246,202.99200000000002,194.50799999999998,219.75799999999998,193.148,227.67399999999998,251.16,302.26599999999996,219.47500000000002,281.93999999999994,262.918,288.512,274.696,278.776,264.63,277.092,287.008,277.056,306.742,328.422,371.2166666666667,326.204,308.5,292.152,297.526,299.204,293.53999999999996,283.448,,,199.74,296.055
2013-08-08 22:13:49+00:00,348.7416666666666,334.43833333333333,215.74,171.98000000000002,,,,,,,,191.322,275.65833333333336,308.9866666666667,300.46999999999997,244.88166666666666,299.5783333333333,300.8433333333333,311.715,306.9766666666667,289.485,302.215,316.32,312.79333333333335,313.28000000000003,305.31333333333333,299.40000000000003,293.8666666666667,289.23,318.46,305.8233333333333,290.535,278.435,301.0516666666667,309.4433333333333,291.28333333333336,300.16833333333335,301.5783333333333,302.745,292.575,303.152,208.85166666666666,226.3066666666667,202.65833333333333,194.06166666666664,220.5716666666667,193.24833333333333,227.6883333333333,251.7275,301.665,243.9766666666667,279.2683333333333,262.3533333333333,287.9533333333333,274.24,278.305,263.62,275.40500000000003,286.81166666666667,277.4116666666667,306.615,328.34,371.85249999999996,325.97499999999997,308.055,291.76166666666666,296.67833333333334,298.735,292.5783333333333,283.16,,,199.74,296.055
2013-09-09 22:13:49+00:00,351.72285714285715,333.60571428571427,218.30714285714288,171.51600000000002,,,,,,,,190.13666666666666,275.82714285714286,309.44428571428574,300.76714285714286,247.50428571428571,300.17571428571426,301.08714285714285,311.6714285714285,306.9557142857143,289.485,302.215,316.32,312.79333333333335,313.28000000000003,305.31333333333333,299.40000000000003,293.8666666666667,289.23,318.6557142857143,306.2257142857143,290.82428571428574,278.94714285714286,300.9171428571429,309.1685714285714,292.60714285714283,299.95,301.3957142857143,303.2857142857143,292.98285714285714,303.40333333333336,208.98857142857145,226.24142857142857,202.64285714285714,194.91714285714286,220.31857142857143,192.92000000000002,227.54999999999998,251.7275,301.21857142857147,256.9175,278.76,264.5671428571428,287.68142857142857,274.5828571428571,278.11428571428576,264.2014285714286,276.8157142857143,286.7357142857143,277.8414285714286,306.58,328.14,371.614,326.1985714285714,308.3442857142857,291.04285714285714,296.4428571428571,298.3228571428572,292.54,282.29714285714283,,,199.74,296.055
2013-10-27 22:13:31+00:00,355.2928571428571,333.0442857142857,218.41333333333333,170.60999999999999,,,,,,,,192.76799999999997,276.0671428571428,309.66857142857145,301.5814285714286,249.55857142857144,301.63428571428574,302.14142857142855,311.74142857142857,307.09857142857146,289.45166666666665,303.34166666666664,316.41333333333336,313.42833333333334,313.02,305.64666666666665,299.8183333333333,294.2083333333333,291.97666666666663,318.7442857142857,306.79571428571427,291.2642857142857,279.5157142857143,301.07428571428574,309.11857142857144,292.79857142857145,299.77714285714285,300.25999999999993,303.2528571428571,294.22142857142853,303.3333333333333,208.91428571428568,226.52428571428572,202.52714285714288,195.95142857142858,219.88714285714283,192.6342857142857,227.01285714285714,252.405,299.76142857142855,263.48,280.9757142857143,263.76142857142855,285.7628571428571,273.45,275.7714285714286,262.59142857142854,274.97285714285715,282.55428571428575,276.84714285714284,305.05285714285714,328.13571428571424,371.436,326.2371428571428,307.6985714285714,290.6642857142857,293.6,296.25857142857143,290.41714285714284,280.87,,,199.74,293.33666666666664
2013-12-14 22:13:21+00:00,360.2716666666667,332.626,215.474,169.9525,,,,,,,,190.7975,276.74666666666667,309.4683333333333,300.15166666666664,252.74833333333333,301.1133333333333,301.96666666666664,311.605,306.4766666666667,288.33599999999996,303.41400000000004,315.104,312.66999999999996,312.266,305.29200000000003,299.50200000000007,293.73400000000004,291.63599999999997,318.7766666666667,306.31,290.78000000000003,278.96,300.40333333333336,308.5183333333333,293.06333333333333,297.93833333333333,297.4483333333333,302.5566666666667,293.89500000000004,303.18833333333333,209.81333333333336,226.46333333333334,202.54333333333338,196.865,219.79666666666665,192.96666666666667,226.3083333333333,252.89,298.83,275.276,277.71999999999997,260.33166666666665,283.75,272.32,273.14833333333337,260.71666666666664,271.56166666666667,277.4216666666667,275.56,302.58666666666664,327.9216666666667,369.762,325.965,307.31666666666666,290.13000000000005,293.3,294.61333333333334,289.2316666666666,280.355,,,200.28500000000003,291.6366666666666
2014-02-16 22:12:38+00:00,372.22,329.9,222.06,167.48499999999999,,,,,,,,180.14500000000004,275.43666666666667,309.50666666666666,299.01,259.24333333333334,300.7625,301.32,310.66666666666674,305.67333333333335,287.0899999999999,303.94000000000005,312.76,311.47333333333336,310.895,303.685,298.72,292.885,289.8449999999999,318.515,306.5125,291.17,278.165,298.8825,307.7,294.93,293.865,292.015,297.5675,291.47749999999996,302.145,210.17,225.985,202.695,198.305,217.91500000000002,193.3775,225.31,253.41333333333333,296.06499999999994,284.85,270.6325,260.84000000000003,280.1475,270.0475,267.34000000000003,258.22,264.695,263.7775,269.93,297.63,326.875,367.5475,325.9075,306.5425,285.00250000000005,287.7525,291.22249999999997,286.3675,278.03,,,202.02,290.73499999999996
2014-04-05 22:11:58+00:00,372.49333333333334,331.19,209.89499999999998,167.16,,,,,,,,176.08,274.735,308.165,296.42333333333335,257.45,300.14,301.22333333333336,310.76,305.8433333333333,288.2966666666666,303.50333333333333,313.205,311.255,311.7033333333333,303.80333333333334,298.77666666666664,293.0133333333333,287.88333333333327,317.9725,305.885,290.7875,276.62250000000006,298.385,307.73249999999996,293.4275,292.7675,290.59000000000003,294.35,288.7625,301.48249999999996,210.465,225.655,202.625,196.35750000000002,218.495,194.3825,225.02999999999997,253.255,293.59,280.8475,266.645,256.005,279.3425,268.1,265.805,255.90249999999997,259.0425,261.3025,265.78999999999996,295.7025,326.9625,368.27,325.4175,305.825,284.5,285.1025,290.3275,284.0975,278.58250000000004,,,195.145,289.42
2014-07-26 22:11:43+00:00,370.43,,209.38,169.01,,,,,,,,,,306.23,296.39,257.33500000000004,297.9433333333333,301.25,310.905,305.0,286.64,300.52,312.87333333333333,309.5,312.38,304.37,298.88,294.455,281.155,315.91333333333336,305.14666666666665,290.3766666666666,276.48,297.5,306.90333333333336,292.15333333333336,292.82,289.24,290.6666666666667,280.84,301.78666666666663,209.4,227.40333333333334,202.5533333333333,193.36666666666667,220.85,193.00333333333333,227.75333333333333,254.74,300.82,280.1233333333333,261.97333333333336,260.0966666666667,281.25666666666666,270.01666666666665,272.8066666666667,260.7566666666667,269.5833333333333,273.0833333333333,268.57666666666665,298.7033333333333,329.06333333333333,371.2,325.51666666666665,307.11999999999995,281.78000000000003,286.18666666666667,292.22,283.56,282.4766666666667,,,195.23000000000002,289.69500000000005
2014-12-01 22:12:00+00:00,,,,,,,,,,,,,,306.23,299.905,265.075,299.425,298.20500000000004,309.805,304.31500000000005,286.025,301.62,314.08000000000004,309.03,311.02,303.58500000000004,297.505,294.17499999999995,286.905,315.53999999999996,305.02,291.355,277.83000000000004,298.45,303.86,297.39,292.63,285.735,289.075,284.075,303.205,208.745,229.66,203.32,198.41500000000002,218.815,192.435,228.04,255.22,293.755,279.465,265.605,263.225,278.63,270.725,272.07,261.86,272.905,282.335,272.01,298.64,329.04499999999996,372.01,325.35,308.28,283.85,288.27,291.5,284.68,283.695,,,202.755,291.565
2015-04-24 22:11:08+00:00,351.1,334.92,223.49,169.09,,,,,,,,178.81,268.94,304.26,299.26,272.12,303.525,299.20000000000005,309.945,307.23,290.265,303.615,317.555,311.54999999999995,311.28,303.81500000000005,296.91499999999996,293.29499999999996,290.69,317.69,305.905,292.82500000000005,278.08000000000004,299.25,305.62,291.78,293.90999999999997,287.855,289.365,291.135,302.385,210.43,226.51,203.195,199.14499999999998,216.17000000000002,195.255,225.865,252.195,289.38,271.97,264.31,258.05,276.955,266.435,266.945,256.845,260.57000000000005,272.03,266.16999999999996,294.845,326.74,370.34,325.055,305.55999999999995,283.41999999999996,283.36,289.275,282.995,277.15,,,203.32,290.53
2015-05-10 22:10:52+00:00,349.57500000000005,331.435,223.555,167.79500000000002,,,,,,,,175.95499999999998,266.3,304.845,297.9633333333333,272.12,303.525,299.20000000000005,309.8433333333333,306.68333333333334,290.14000000000004,302.3633333333333,315.94,311.1933333333333,311.56666666666666,303.6366666666667,296.7233333333333,292.9433333333333,287.6166666666667,317.5566666666667,305.70666666666665,291.7266666666667,276.54,298.7633333333333,305.31,288.9766666666667,293.72333333333336,287.1566666666667,288.65000000000003,286.58666666666664,301.7633333333333,210.39333333333332,225.61666666666667,202.55999999999997,196.17333333333332,218.2733333333333,195.07333333333335,226.04,251.76999999999998,289.38,273.23333333333335,262.4066666666667,257.05,277.21,265.56333333333333,267.4766666666667,257.27,261.0266666666667,273.3066666666667,268.49666666666667,295.4533333333333,326.3933333333333,368.5,324.72,305.71,281.91,282.7733333333333,289.8666666666666,282.5366666666667,275.02,,,203.32,290.53
2015-07-29 22:11:25+00:00,349.58666666666664,334.3333333333333,216.54,167.79500000000002,,,,,,,,175.95499999999998,268.37666666666667,306.33,298.00333333333333,273.38,303.745,300.97,310.76666666666665,307.7633333333333,291.02,302.38000000000005,317.32666666666665,312.1433333333333,312.73333333333335,304.82,297.5733333333333,293.85999999999996,287.1333333333334,317.59666666666664,306.99,292.82666666666665,277.09999999999997,300.00000000000006,306.7766666666667,285.12,297.16,292.73,293.21000000000004,286.24,302.25333333333333,209.95000000000002,225.78666666666666,202.3166666666667,193.4,220.87666666666667,195.00666666666666,226.49,251.82666666666668,296.68,281.12333333333333,260.4666666666667,257.00666666666666,279.83,267.6066666666666,272.8066666666667,258.2266666666667,269.6666666666667,277.49,272.76,298.7633333333333,328.5733333333333,369.99333333333334,325.02000000000004,306.5833333333333,285.0266666666667,284.59,292.4533333333333,284.29,276.78000000000003,,,203.92,294.15
2015-12-20 22:11:57+00:00,348.935,335.46500000000003,222.32999999999998,164.2,,,,,,394.04,,,274.375,307.43,301.94,275.86,304.63,299.71,312.26,309.21,292.12,304.88,321.07,314.06,311.91,304.07,297.21500000000003,293.72,293.62,317.425,307.67499999999995,294.285,278.94500000000005,301.16499999999996,307.325,294.15999999999997,297.53499999999997,296.16499999999996,299.39,292.66,304.33500000000004,211.37,227.01999999999998,203.75,199.515,220.39499999999998,195.735,226.47500000000002,254.32999999999998,297.975,295.655,273.725,268.26,281.755,272.505,278.46500000000003,258.55500000000006,273.095,287.16999999999996,281.01,301.45500000000004,331.03499999999997,372.98,325.685,308.21500000000003,292.65999999999997,293.81,294.245,289.105,281.7,183.17,,203.92,294.15
2016-02-22 22:11:42+00:00,350.195,333.505,235.87,165.99,,,,,,394.04,,182.96,272.78,305.0,294.44,271.97,301.04,297.12,305.73,305.11,286.88,300.87,310.62,309.32,309.14,301.395,295.28499999999997,291.35,286.6,317.005,306.13,291.91,277.12,295.955,305.995,288.385,289.735,288.625,289.735,287.61,302.275,213.015,225.815,203.85,201.32,216.2,194.52499999999998,225.07,253.45,294.66,292.61,272.41499999999996,265.445,277.68,268.255,270.39,257.21500000000003,259.555,270.84,273.4,295.8,327.775,,324.53,305.245,282.67499999999995,289.405,289.59000000000003,285.64,278.98,183.17,,,
2016-03-09 22:11:40+00:00,351.45666666666665,334.0833333333333,234.23333333333335,166.34666666666666,,,,,,394.04,,202.97,274.31666666666666,307.04333333333335,296.43,273.895,302.28499999999997,300.88,309.15,306.125,288.63,302.63,314.745,310.53,309.8666666666667,302.2733333333333,296.09666666666664,292.3433333333333,290.0133333333333,318.1466666666667,308.28,292.65333333333336,276.82,296.71666666666664,305.81,290.3966666666667,291.50666666666666,289.81333333333333,293.62666666666667,289.0733333333333,302.6566666666667,212.51999999999998,226.37333333333333,203.60333333333332,200.94666666666663,218.14666666666668,195.16333333333333,225.50333333333333,253.67666666666665,294.71500000000003,293.5,269.07666666666665,263.0933333333333,278.91333333333336,270.39000000000004,268.6466666666667,257.24666666666667,260.61,270.12333333333333,275.06666666666666,297.0466666666667,326.87666666666667,367.75,324.71,305.94,282.56,289.58,290.5,286.17,279.1466666666667,183.17,,,
2016-03-25 22:11:32+00:00,352.765,335.0725,233.9725,168.585,,,,,,394.04,,210.32000000000002,275.635,308.40250000000003,298.18666666666667,274.89000000000004,303.8333333333333,303.0333333333333,310.63,307.06333333333333,289.95,303.69,316.97333333333336,310.59,309.70500000000004,302.49,296.035,292.4425,291.27250000000004,318.25,309.055,293.0825,277.445,296.8175,305.9325,290.225,293.1925,292.0,294.1675,290.165,302.645,212.7375,226.54,203.185,200.595,218.845,195.51749999999998,225.7825,254.3875,293.95666666666665,288.6366666666667,267.2025,261.815,279.43,270.97,272.07,260.3125,262.005,273.5425,274.5325,297.725,326.7075,370.84000000000003,325.5925,306.1975,281.745,289.86,290.895,286.28999999999996,279.1125,183.17,,,287.9
2016-05-12 22:11:20+00:00,351.82399999999996,333.866,233.9725,168.63600000000002,,,,,,394.04,,211.85500000000002,275.46799999999996,308.872,304.385,283.5675,304.96,304.885,311.78999999999996,308.1875,291.16999999999996,304.2725,318.26,311.57,310.3,302.604,296.394,292.982,290.506,318.662,310.598,293.918,278.084,297.544,306.488,291.252,294.938,294.21,295.974,291.11,303.14,213.06,226.504,203.112,200.026,218.868,195.436,226.254,254.85,295.94,289.95,265.868,261.18199999999996,280.454,271.394,273.698,260.906,266.852,276.54,276.162,299.696,327.538,370.84000000000003,325.046,306.848,283.146,291.488,292.562,286.694,280.188,183.17,,,287.9
2016-08-16 22:11:53+00:00,356.238,334.35200000000003,221.245,169.745,,,,,,,,206.708,274.858,309.25,304.342,284.034,305.722,303.95799999999997,311.878,308.268,291.38800000000003,304.446,319.11,311.57,310.445,302.725,296.5575,293.2325,290.83000000000004,318.88,312.386,294.866,278.27799999999996,297.804,306.37199999999996,291.13,296.34000000000003,296.044,297.048,291.136,302.894,211.33599999999996,226.152,202.62400000000002,198.17799999999997,218.592,203.902,226.65,254.32599999999996,297.40999999999997,291.4925,264.876,262.182,281.512,273.168,274.442,260.96200000000005,272.12600000000003,276.33599999999996,276.52799999999996,301.21,326.78000000000003,370.8566666666666,324.36,306.494,284.71,293.822,293.106,287.566,279.858,,,214.72,289.04999999999995
2016-11-20 22:12:09+00:00,368.32,333.23,191.24,,,360.27,,,365.84,397.23,,211.865,279.295,311.82,312.90999999999997,298.0,309.03999999999996,306.065,313.45000000000005,309.695,293.24,308.65999999999997,322.895,315.0,311.97,306.7,299.75,296.51,299.35,319.355,316.915,298.49,281.395,301.75,307.08,302.06,303.165,304.07,304.94,295.79,304.65999999999997,211.63,228.26,203.95,202.375,221.095,219.67000000000002,228.39999999999998,253.13,302.065,298.315,290.375,281.22,284.445,281.76,280.575,258.51500000000004,276.81500000000005,286.355,283.95500000000004,305.95500000000004,329.03,369.91499999999996,324.275,306.135,297.27,309.77,296.255,295.87,281.15999999999997,185.08,,214.72,290.2
2017-07-18 22:11:40+00:00,,,,167.06,,,,,,,,222.52,278.82,310.73,323.73,290.97,310.08,310.58,316.0,311.32,293.64,307.58,322.93,314.83,314.37,311.76,298.56,296.36,288.96,320.22,319.28,298.78,279.55,302.17,311.33,298.69,302.47,301.76,307.97,296.26,307.9,209.98,226.95,202.96,195.15,220.28,193.18,227.44,256.99,267.75,291.9,297.77,261.1,280.98,272.59,278.49,267.67,279.04,284.01,278.05,302.27,333.62,,325.15,305.68,,,,,,,,,
2017-08-03 22:11:47+00:00,,332.66,201.4,166.56,,,,,,,,218.845,276.975,309.58500000000004,315.48,288.48,306.85,305.7,313.445,309.27,291.91499999999996,305.695,322.175,312.28,312.22,308.99,296.565,295.20000000000005,289.78999999999996,319.11,315.245,297.335,279.97,301.82000000000005,309.955,295.79499999999996,300.4,298.68,305.99,293.765,304.82,208.47,226.225,202.65,196.175,218.23000000000002,193.28,225.92000000000002,254.28500000000003,282.63,280.36,281.01,260.675,280.40999999999997,271.21,276.02,263.28499999999997,271.68,278.38,276.42,299.365,331.135,372.61,324.98,304.395,284.68,282.86,293.57,286.11,274.18,,,,
2018-01-10 22:11:54+00:00,347.69,332.36,206.85500000000002,166.53,,,,,,,,221.0,277.55333333333334,306.8866666666667,306.68333333333334,288.48,306.85,305.7,313.445,309.27,291.91499999999996,305.695,322.175,312.28,312.22,308.99,296.565,295.20000000000005,289.78999999999996,318.83666666666664,311.77666666666664,295.21999999999997,278.8433333333333,299.96333333333337,308.27666666666664,297.16333333333336,297.81,294.65333333333336,305.23333333333335,293.86999999999995,303.7633333333333,209.20333333333335,225.16,202.65,196.175,218.23000000000002,193.28,225.92000000000002,254.28500000000003,282.63,280.36,281.01,260.675,280.40999999999997,271.21,276.02,263.28499999999997,271.68,278.38,276.42,298.91,330.49,369.255,324.7133333333333,304.6366666666667,282.645,284.46000000000004,292.08,284.86,273.65,,,275.1,290.41
2018-01-26 22:11:45+00:00,347.16499999999996,331.22,206.45333333333335,166.42999999999998,,,,,,,,220.24,276.91999999999996,303.3833333333334,294.38666666666666,275.515,298.83000000000004,295.01,305.595,305.89,286.53499999999997,302.32,312.61,308.815,309.14,304.115,293.935,292.105,284.655,317.6166666666667,304.50333333333333,291.06,275.12666666666667,296.79333333333335,305.5833333333333,296.63999999999993,292.80333333333334,286.59666666666664,298.4666666666667,288.16333333333336,300.29,208.91333333333333,223.61666666666667,201.99,195.225,215.43,192.005,223.45,250.635,297.51,271.68,262.35,257.53499999999997,278.53499999999997,263.365,268.05,257.465,261.46000000000004,261.915,269.13,296.2033333333333,329.43,367.25666666666666,324.49333333333334,303.7366666666667,280.59,282.8533333333333,289.99333333333334,282.7766666666667,271.06,,,262.28000000000003,289.17
2018-04-16 22:11:06+00:00,347.16499999999996,330.5,207.9466666666667,166.61499999999998,,,,,,,,225.765,281.63,305.59666666666664,299.63666666666666,287.44500000000005,302.67,301.26,310.15999999999997,309.14,290.71500000000003,306.78999999999996,314.725,312.65999999999997,312.595,307.6,297.175,294.14,289.375,319.40000000000003,306.93333333333334,291.0933333333333,275.04333333333335,297.97,306.12666666666667,300.84666666666664,295.5233333333333,290.4266666666667,300.46333333333337,291.5133333333333,302.40000000000003,209.5,223.91333333333333,202.875,198.765,220.27,190.63,245.08500000000004,249.69,307.14,284.03499999999997,280.685,266.11,281.82500000000005,267.435,270.83000000000004,262.15,274.035,251.08,263.47,296.07499999999993,329.77666666666664,366.04333333333335,324.33500000000004,304.05000000000007,285.8,289.81333333333333,292.56333333333333,286.56,273.8666666666666,,,262.28000000000003,289.17
2018-07-05 22:10:54+00:00,347.45666666666665,330.72666666666663,205.6125,167.13,,,,,,,,222.56000000000003,279.17333333333335,307.1125,305.085,287.92333333333335,304.0833333333333,302.8533333333333,310.46999999999997,309.15000000000003,290.8866666666667,306.34666666666664,314.9633333333333,312.93666666666667,312.1366666666667,307.08,296.94,294.1333333333334,288.2866666666667,318.6575,308.895,293.07,276.46500000000003,298.6225,305.815,300.17,297.135,292.8925,302.68,292.88,303.3375,210.0775,224.0875,202.93666666666664,199.03,220.76666666666665,191.77499999999998,239.48333333333335,249.69,304.5,287.23,287.7866666666667,269.24,282.77333333333337,270.24,273.1266666666667,265.1666666666667,275.86333333333334,268.835,273.685,299.60999999999996,330.61,367.625,325.3933333333334,305.4766666666667,286.94,292.5025,293.33,287.83500000000004,267.6475,,,250.10333333333335,290.8066666666667
2018-08-06 22:11:10+00:00,348.04,331.78499999999997,199.0566666666667,166.725,,,,,,,,221.18500000000003,279.405,313.37,322.205,299.365,309.105,309.67999999999995,315.55499999999995,311.44500000000005,294.89000000000004,309.105,320.54499999999996,315.455,314.1,309.56666666666666,298.76,295.51666666666665,293.08500000000004,319.89000000000004,316.64,297.495,280.43500000000006,302.78999999999996,307.54499999999996,301.83000000000004,304.23,303.68999999999994,309.66499999999996,299.15,307.10999999999996,206.76333333333332,225.25,201.87666666666667,197.68666666666664,218.66666666666666,191.66,241.2166666666667,249.56,304.5,288.27333333333337,289.47333333333336,270.3066666666667,282.7966666666667,273.2866666666667,275.5966666666667,265.9533333333333,278.72333333333336,278.78,279.31,301.775,330.6333333333334,370.54333333333335,326.73,303.74,293.4866666666667,295.1133333333333,295.9,290.7266666666667,260.50666666666666,,,225.75,294.08
2018-09-07 22:11:24+00:00,351.675,332.5933333333333,202.695,166.71666666666667,,,,,,,,222.35,275.4066666666667,310.8433333333333,315.25,294.43,307.7533333333334,307.14,313.18333333333334,309.94000000000005,292.68,307.9766666666667,317.8666666666666,313.6666666666667,311.8666666666666,308.4825,297.90333333333336,294.9675,293.29333333333335,317.84666666666664,313.92333333333335,296.7033333333334,280.43500000000006,300.96,306.4833333333333,299.93666666666667,301.36333333333334,300.31,307.06666666666666,297.40333333333336,305.49333333333334,205.91500000000002,225.4475,201.245,196.18,218.135,191.16,237.1875,251.375,302.7633333333333,286.74,285.77500000000003,268.2875,281.78000000000003,272.45750000000004,274.20500000000004,264.10249999999996,275.75,277.3433333333333,278.41,299.94,329.6975,370.3075,325.7233333333333,303.93333333333334,293.01250000000005,292.96999999999997,294.8725,288.85,261.59,,,225.75,294.08
2019-02-14 22:11:33+00:00,355.31,334.21,204.875,166.7,,,,,,,,227.53,274.07500000000005,305.125,301.0,270.89,299.1,299.9,306.995,306.58000000000004,286.495,305.135,303.145,309.84,307.25,304.505,295.0,292.58500000000004,287.92499999999995,313.41999999999996,304.07,292.77,271.82,296.295,302.76,297.105,293.33500000000004,289.38,301.66499999999996,293.02,302.26,203.37,226.04,199.35,191.66,216.54,190.16,225.1,253.19,299.29,282.14,274.68,262.23,278.73,269.97,268.66499999999996,257.625,263.235,262.46000000000004,274.61,296.2,328.02,367.98,325.185,304.71000000000004,287.03499999999997,287.345,291.19,284.245,267.865,188.91,,203.67,
2019-03-02 22:11:29+00:00,355.31,341.61,203.75,166.755,,,,,,,,227.53,274.07500000000005,304.24333333333334,297.12666666666667,270.8533333333333,298.2133333333333,295.81,303.93,305.69,285.23,303.47,299.89666666666665,308.3433333333333,306.40333333333336,303.62333333333333,293.76666666666665,291.69,284.07666666666665,312.9266666666667,302.32,292.1433333333334,271.87,294.75666666666666,302.4533333333333,296.92333333333335,291.90000000000003,286.7366666666667,297.26,288.2766666666667,299.78,203.97500000000002,225.345,199.965,191.235,216.17000000000002,190.945,222.87500000000003,251.465,297.47,282.14,274.28499999999997,258.71000000000004,277.72,267.64,266.0566666666667,257.1466666666667,261.86999999999995,258.6766666666667,269.3966666666667,294.90333333333336,327.58666666666664,367.31333333333333,325.24666666666667,304.08,284.9066666666667,284.9433333333333,289.53,283.34,268.2833333333333,188.91,,203.67,
2019-06-22 22:11:40+00:00,,341.39,201.16666666666666,169.14499999999998,,,,,,,280.72,247.7,288.73,307.70000000000005,306.35999999999996,281.53000000000003,301.62999999999994,300.3333333333333,309.0,308.55,283.71500000000003,302.345,293.59,307.47,309.6066666666666,308.00333333333333,295.56666666666666,294.9533333333334,285.5333333333333,316.43666666666667,308.6133333333333,296.8566666666666,275.6766666666667,299.02000000000004,305.5466666666667,302.27666666666664,296.13666666666666,291.32,302.24333333333334,291.43333333333334,306.225,207.65,232.01,203.075,190.81,260.295,193.82999999999998,226.36,249.74,302.365,305.5,290.32,271.895,282.375,275.65999999999997,271.05,263.44666666666666,269.32,264.3666666666667,274.55333333333334,299.87666666666667,332.76666666666665,370.84666666666664,328.7833333333333,306.2566666666667,290.34,293.78333333333336,294.26666666666665,290.65,271.54,188.59,,203.67,
2019-08-09 22:11:55+00:00,,341.3066666666667,201.5525,168.51,,,,,,,280.72,248.54,291.01666666666665,307.665,310.18,287.7825,304.28499999999997,301.875,310.0625,308.83250000000004,286.01666666666665,305.49,301.1566666666667,309.3566666666667,309.7075,308.925,295.875,295.1575,287.49249999999995,315.795,310.15999999999997,297.51,278.9225,299.4825,306.21500000000003,303.03999999999996,297.1375,293.4375,305.125,293.50750000000005,307.18333333333334,205.94000000000003,230.42,202.56000000000003,190.81,272.5933333333333,193.10333333333332,226.84000000000003,253.215,303.7733333333333,302.025,294.6933333333333,275.15000000000003,282.89000000000004,278.87666666666667,272.53499999999997,262.2825,273.9,269.76,276.0075,301.3225,333.11,370.6175,328.1725,306.2325,291.1775,293.655,294.18,290.235,272.1125,188.59,,229.79,290.23
2020-04-21 22:11:21+00:00,,,197.74,168.03,,,,,,,252.11,235.17,289.92,307.36,300.94,280.02,305.88,298.16,309.69,307.23,290.67,307.08,314.18,312.65,311.9,308.1,296.59,294.62,286.46,318.53,310.35,296.71,278.52,300.23,308.18,302.46,302.99,303.87,308.64,300.94,304.39,209.59,227.41,201.39,192.59,289.31,194.6,225.86,,308.98,293.31,303.74,282.97,284.43,276.18,278.3,264.86,286.59,286.78,285.73,305.78,330.65,367.98,329.06,309.25,297.02,306.3,296.36,293.59,276.69,185.39,,225.26,294.27
2020-05-07 22:11:12+00:00,345.03,327.68,199.54500000000002,168.03,,362.0,,,,,257.92,235.17,292.94,309.135,302.495,279.025,306.615,299.45000000000005,310.16499999999996,308.505,291.77,307.955,315.15999999999997,313.325,312.65,308.905,296.95,295.265,289.955,318.54999999999995,309.95500000000004,296.685,278.12,299.84000000000003,309.05,303.92499999999995,302.72,302.73,308.86,301.185,304.695,209.41500000000002,227.935,202.075,192.69,294.19,194.39,227.15,252.63,308.515,291.075,302.8,281.31,284.08500000000004,273.70000000000005,278.145,265.95000000000005,286.79999999999995,287.655,284.49,304.905,331.335,367.5,328.94,309.565,296.065,300.3,296.67,290.645,273.36,186.015,,225.26,294.27
