dates,satname,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073
2013-11-12 22:13:32.202000,L8,,,,,,,,,,,,,,,,,,295.31,306.80,299.93,282.73,298.94,309.48,305.62,306.48,300.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.86,323.70,300.14,,,,,,,,,
2013-12-14 22:13:21.591000,L8,381.07,370.52,365.25,,,,,,,,,,,,,,,295.02,306.10,300.81,283.73,299.08,309.29,306.30,307.55,300.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31 22:12:52.806000,L8,373.62,351.39,295.15,,,,,,,,,,,,,,,,,,,295.32,306.43,304.57,304.36,298.50,296.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-16 22:12:38.819000,L8,,,,,,,,,,,,,,,,,,297.70,307.87,303.16,277.89,297.93,311.43,308.45,309.76,301.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:12:13.789000,L8,367.02,335.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-05 22:11:58.702000,L8,378.88,361.34,341.15,,,,,,,,,,,,,,298.84,303.15,365.01,365.90,350.79,355.18,312.89,308.44,311.47,302.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-23 22:11:18.694000,L8,351.46,334.78,220.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26 22:11:43.162000,L8,,373.06,374.74,348.15,325.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14 22:12:02.705000,L8,,,,,,,,,,,,,,416.42,,,364.88,296.19,423.85,358.36,285.03,308.71,306.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:12:00.318000,L8,394.63,368.58,370.40,,,,,,,,,,,,,,301.10,296.58,307.60,302.12,285.88,385.12,389.78,374.24,308.26,300.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-07 22:11:30.209000,L8,,,,,,,,,,,,,,,,,,289.21,310.29,301.40,287.09,301.90,317.96,312.67,313.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.97,394.55,322.77,,,,,,,,,,
2015-04-24 22:11:08.401000,L8,373.26,354.14,248.73,,,,,,,,,,,,,,301.19,300.68,309.13,306.14,288.25,300.14,316.79,309.95,310.02,304.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-10 22:10:52.487000,L8,371.80,332.72,241.61,,,,,,,,,,,,,,299.14,296.11,307.40,302.09,287.41,298.22,311.57,307.89,309.97,301.49,294.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29 22:11:25.856000,L8,,,,,,,,,,,,,,,,,299.12,297.52,308.11,304.08,287.51,300.77,316.57,309.62,310.49,302.54,294.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.26,425.30,368.06,303.05,,,,,,,,,
2015-12-20 22:11:57.501000,L8,431.89,333.70,260.18,,,,,,,394.46,405.63,408.94,392.21,,,307.41,298.53,298.67,307.29,303.23,286.14,300.43,314.80,306.81,306.85,300.05,,,,406.73,382.57,381.67,367.98,381.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.45,404.83,371.71,,,,,,,,,,
2016-02-22 22:11:42.580000,L8,386.16,360.62,315.41,,,,,,,,,,,,,,300.20,300.63,308.84,304.73,285.47,300.80,314.56,307.56,307.33,300.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09 22:11:40.902000,L8,383.84,336.12,295.86,,,,,,,,,,,,,,,299.31,303.25,301.38,284.28,298.92,310.34,306.10,306.64,299.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25 22:11:32.353000,L8,363.73,342.75,272.85,,,,,,,,,,,,,274.29,304.53,307.03,311.95,307.28,290.20,304.61,319.68,308.96,307.52,301.83,294.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26 22:11:21.230000,L8,390.49,412.52,,,,,,,,,,,,,,306.34,309.26,294.14,325.88,314.18,286.42,304.25,316.58,305.54,305.21,300.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12 22:11:20.683000,L8,,,,,,,,,,,,,,,,305.85,303.16,307.39,310.92,308.05,290.35,302.65,318.00,311.28,309.65,300.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29 22:11:39.087000,L8,349.18,334.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:11:53.694000,L8,376.06,334.33,225.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.42,319.79,,,,,,,,,,
2016-11-04 22:12:09.415000,L8,,,,,,,313.80,319.68,313.78,,,,,,,,381.02,389.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.39,331.65,408.62,,,,,,,,,,,,,,,
2016-11-20 22:12:09.409000,L8,,,,,,,,382.88,363.75,393.92,374.57,378.24,383.20,389.51,395.60,305.71,303.34,306.68,309.95,306.16,289.66,307.93,317.76,310.41,308.12,303.22,295.21,,,,,391.04,391.45,386.82,387.25,391.70,,,,,,,,,,,,,,,,,,365.16,359.15,361.45,,,,,,,398.77,325.02,302.15,,,,,,,,,
2017-01-23 22:11:55.340000,L8,354.20,376.09,327.99,,,,,,,,,,378.75,325.31,320.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16 22:11:31.847000,L8,,,,,,317.73,327.73,311.71,329.23,324.14,319.46,321.33,328.73,353.25,352.68,380.43,409.25,337.06,410.38,400.58,354.94,412.67,410.43,358.57,370.17,385.35,385.84,370.17,395.69,404.08,401.62,398.59,371.15,385.68,385.46,394.83,399.33,393.92,383.97,384.30,382.36,331.34,340.10,390.03,313.92,378.00,382.15,392.45,417.81,,403.82,394.32,367.28,364.76,365.76,349.50,376.75,381.91,374.27,360.58,339.65,382.97,418.86,360.06,310.65,347.57,317.11,308.15,303.34,299.80,,,,308.32
2017-07-18 22:11:40.412000,L8,,,,,,,,,,,,,,306.01,319.86,295.71,305.65,305.86,311.70,307.39,290.71,304.61,317.94,311.61,311.05,307.15,295.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03 22:11:47.949000,L8,,,,,,,,,,,,,,300.77,298.37,280.43,297.70,296.39,307.95,302.86,286.52,299.91,317.06,306.22,306.01,302.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 22:11:06.667000,L8,,,,,,,,,,,,,,,,,305.28,306.76,313.97,308.27,292.98,308.08,319.37,312.51,312.23,307.38,296.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02 22:10:57.873000,L8,358.49,342.19,264.92,,,,,,,,,,,306.80,308.70,278.39,302.55,303.77,310.09,307.90,291.14,305.22,316.13,312.03,310.30,305.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05 22:10:54.795000,L8,363.95,335.01,,,,,,,,,,,,307.24,319.19,288.65,304.52,304.58,310.13,306.30,288.58,303.66,313.34,312.06,308.81,305.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06 22:11:10.291000,L8,367.02,339.63,,,,,,,,,,,,,,,365.59,319.49,308.37,305.23,286.50,300.47,307.56,307.97,303.74,307.10,292.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07 22:11:24.397000,L8,365.60,336.51,,,,,,,,,,,,300.66,293.49,279.41,299.73,298.19,305.66,302.22,284.80,302.13,308.19,306.02,303.02,301.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14 22:11:33.473000,L8,,387.16,413.11,374.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 22:11:29.304000,L8,408.73,412.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 22:11:27.314000,L8,,,,,,,,,,,,,285.32,308.16,300.21,283.82,304.53,304.97,309.53,306.43,290.77,306.66,313.60,310.18,309.52,304.86,295.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06 22:11:35.277000,L8,393.67,371.88,,,,,,,,,,,292.84,312.90,319.62,300.74,309.21,311.66,320.35,314.75,297.45,316.95,324.83,320.33,320.38,315.86,302.54,297.80,315.11,324.56,322.36,302.21,286.12,305.17,310.79,303.90,306.09,303.86,311.14,298.89,307.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22 22:11:40.996000,L8,396.26,385.02,,,,,,,,,,,291.93,310.94,323.30,313.67,308.87,311.00,319.64,310.38,294.58,313.59,316.42,315.29,312.81,314.13,298.05,,,,,,,,,304.48,303.96,303.71,312.82,299.31,310.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08 22:11:44.725000,L8,,,,,,,,,,,310.16,287.68,317.12,324.68,334.87,330.99,375.01,409.19,391.38,385.26,370.23,388.87,343.13,379.45,384.50,,,,418.80,437.66,382.14,359.78,309.50,311.32,315.80,316.04,311.25,313.62,312.79,301.53,306.69,,,,,,,,,,,,,,,,,,,,,454.87,406.76,324.30,306.65,310.19,,,,,,,,
2019-07-24 22:11:48.987000,L8,371.60,345.29,,,,,,,,,,,300.78,311.94,320.67,309.89,323.18,306.34,315.65,309.05,291.52,312.14,316.54,312.44,311.60,309.87,296.56,,,,,,,,,301.13,301.24,301.79,311.19,296.30,305.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09 22:11:55.358000,L8,,,,,,,,,,,,,285.15,303.06,309.01,301.98,305.83,301.89,310.55,304.97,287.92,308.28,312.37,309.76,305.44,305.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.58,323.81,300.91,,,,,,,,,
2020-01-16 22:11:59.041000,L8,431.01,356.72,307.02,,,,,,,,,,303.05,304.63,302.86,282.78,304.08,296.70,308.52,307.92,287.07,311.59,314.13,309.20,305.87,304.14,294.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 22:11:53.781000,L8,413.97,390.48,,,,,,,,,,,,308.12,295.04,281.22,327.11,291.88,304.00,394.25,289.04,316.70,314.90,316.34,302.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 22:11:21.823000,L8,431.49,401.56,,,,,,,,,,,,,,,302.46,296.79,308.11,303.70,286.91,305.75,310.97,309.83,308.55,305.32,294.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07 22:11:12.613000,L8,408.69,331.67,,,288.89,,,,,,,,,,,,303.77,297.18,309.65,396.79,374.63,387.09,398.00,311.29,309.77,305.98,294.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26 22:11:44.648000,L8,386.59,332.37,,,,,,,,,,,,304.01,304.67,285.96,304.95,298.10,308.92,304.36,289.36,306.97,309.63,310.04,304.10,302.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 22:11:56.368000,L8,,,,,,,,,,,,,294.16,310.74,314.64,302.62,311.35,307.37,316.85,307.82,291.80,312.88,313.85,312.83,309.75,308.09,297.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.67,422.44,334.32,302.41,,,,,,,,,
2020-10-14 22:12:09.092000,L8,353.42,332.98,323.97,295.91,,,,,,,,,,,,,,299.93,391.00,383.09,344.83,313.61,315.01,311.17,310.45,302.29,293.16,,,,,,,,,,,,382.53,307.79,309.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-17 22:12:09.375000,L8,,,,,,,,,,,,,,302.40,302.22,286.63,304.77,297.10,307.51,304.42,287.18,307.56,310.30,307.22,302.92,302.95,293.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-18 22:11:57.463000,L8,,,,383.18,379.31,263.75,,,,,,,,304.67,301.76,291.47,307.39,291.61,302.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03 22:11:56.237000,L8,,,,,,,,,,,,,,305.56,302.14,285.55,305.18,295.03,308.12,304.75,285.65,307.43,311.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19 22:11:51.945000,L8,,,,,390.85,391.24,380.79,382.14,385.30,375.98,388.84,383.15,,301.44,301.34,283.35,303.67,291.39,305.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.63,416.76,381.09,301.97,,,,,,,,,
2021-03-23 22:11:37.336000,L8,,,,,,,,,,,,,286.73,308.35,307.15,289.58,308.53,293.98,304.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24 22:11:25.382000,L8,,,,,,,,,,,,,296.25,308.34,309.23,290.86,309.92,302.36,311.68,306.95,392.94,330.23,318.94,296.25,293.49,295.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.93,326.66,303.26,,,,,,,,,
2021-05-26 22:11:31.065000,L8,360.09,349.09,,,,,,,,,,,295.57,309.55,317.48,295.27,320.17,305.71,318.42,310.51,294.19,313.39,317.43,313.43,309.62,312.73,295.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 22:11:38.046000,L8,366.07,345.79,,,,,,,,,,,303.01,314.69,320.79,306.00,315.25,309.36,324.69,311.37,295.31,315.33,318.95,314.46,312.07,313.21,298.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 22:11:43.513000,L8,360.39,336.22,,,,,,,,,,,295.14,311.42,311.46,298.39,306.83,305.74,318.22,308.22,291.93,308.96,313.56,311.92,310.59,308.32,295.54,,,,,,,,,,,,,,,,,,,,,,,,,,399.52,378.25,362.72,,,,,,,,,,,,,,,,,,,
2021-10-17 22:12:14.625000,L8,,,,,,,,,,,,,303.67,314.23,316.48,303.19,314.04,307.18,319.08,308.80,293.42,313.52,315.23,311.84,307.84,309.15,296.59,,,,,348.77,292.36,303.25,306.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-06 22:12:48.299000,L9,,,,,,,,,,,,,301.40,312.91,314.69,287.93,313.51,306.11,318.02,309.64,293.49,313.03,315.92,312.32,309.20,309.42,297.94,,299.93,318.55,312.65,296.09,286.80,301.92,308.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 22:12:08.776000,L8,,,,,,,,,,,,,299.90,308.21,307.80,285.24,306.58,298.85,310.20,305.51,288.62,309.25,313.47,309.76,305.00,304.00,293.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13 22:12:02.740000,L9,,,,,,,,,,,,,297.63,308.82,311.99,289.29,310.53,303.25,314.55,308.08,289.60,307.12,313.47,307.96,304.83,306.91,297.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21 22:11:59.917000,L8,344.73,398.59,267.61,,,,,,,,,,,,,,298.46,299.57,306.19,301.65,279.89,302.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29 22:12:05.530000,L9,,,,,,,,,,,,,,301.03,299.81,276.59,302.48,293.06,305.27,,,,,388.29,384.16,308.92,290.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 22:12:01.049000,L9,,,,,,,,,,,,,291.00,305.44,302.58,281.33,303.85,294.45,306.94,303.56,286.34,306.50,313.03,308.23,304.53,302.81,290.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22 22:11:50.626000,L8,371.01,354.34,239.77,,,,,,,,,,295.85,309.55,309.16,286.73,308.21,301.57,312.10,306.43,290.67,307.04,314.37,311.17,308.37,307.66,296.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.90,324.40,304.83,,,,,,,,,
2022-03-18 22:11:49.046000,L9,,,,,,,,,,290.22,317.94,326.45,316.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.37
2022-05-05 22:11:31.114000,L9,369.26,347.75,255.54,,,,,,,,,,303.19,315.63,320.50,289.97,352.55,322.01,325.16,315.27,304.84,316.71,324.08,313.49,311.23,312.56,298.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21 22:11:19.594000,L9,385.97,341.07,249.65,,,,,,367.18,341.60,375.38,352.12,395.36,313.67,318.88,294.92,315.98,308.05,319.05,309.55,293.91,312.20,319.97,313.43,312.13,312.51,297.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14 22:11:59.156000,L8,,,,,,,,,,,,,303.22,312.10,320.47,299.74,316.14,312.35,320.12,309.31,293.53,311.58,320.57,313.85,311.97,312.80,297.69,,,,,,,,,303.07,304.06,302.58,311.94,300.31,304.76,,,,,,,,,,,,,,,,,,,,,336.38,416.23,325.62,305.73,,,,,,,,,
2022-06-30 22:12:03.615000,L8,364.31,356.75,,,,,,,,,,,308.44,315.24,322.47,304.51,320.95,315.75,322.72,312.64,297.62,318.33,320.44,316.37,315.93,317.64,303.39,298.64,306.75,324.40,323.68,309.73,301.51,331.33,314.04,309.62,309.26,310.61,319.73,308.73,312.15,311.14,,,,,,,,311.27,303.70,305.23,290.21,292.78,288.37,283.28,363.53,296.63,297.40,316.02,329.47,361.07,409.89,349.86,313.52,318.90,,,,,,,,317.61
2022-07-08 22:11:39.226000,L9,350.22,331.85,,,,,,,,,,,286.63,309.06,317.30,294.05,311.18,307.09,318.28,307.62,291.22,309.97,314.40,310.72,309.14,310.00,296.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16 22:12:03.012000,L8,349.18,331.27,,,,,,,,,,,299.63,310.65,317.04,290.68,310.09,306.75,315.53,309.24,291.67,311.54,317.24,312.17,308.87,309.38,295.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 22:11:58.475000,L9,,,,,,,,,,,,,292.32,309.00,311.25,289.25,310.90,304.68,315.45,307.31,290.41,310.23,313.45,307.97,307.97,307.13,297.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10 22:12:03.656000,L9,,,,,,,,,,,,,,,,,306.68,302.08,309.85,305.36,293.59,312.35,315.21,316.36,311.23,311.96,295.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13 22:12:17.201000,L9,333.91,279.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09 22:12:09.040000,L8,,,,,,,,,,,,,293.59,309.90,310.82,286.08,310.79,302.53,311.16,307.83,290.63,309.88,316.36,310.67,309.29,308.14,296.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17 22:12:13.542000,L9,,,,,,,,,,,,,300.62,310.44,315.39,291.89,318.56,307.04,313.41,308.37,290.15,311.93,317.57,310.20,309.66,309.16,297.32,,297.86,313.95,307.88,293.84,286.03,301.38,304.07,,,,,,,,,,,,,,,,,,,,,,,,,,301.75,407.71,406.08,341.12,308.09,296.46,,,,,,,,355.92
2023-03-05 22:12:01.427000,L9,,,,,,,,,,,,,291.49,307.25,321.60,289.89,307.87,317.81,374.74,348.90,316.81,355.77,323.21,316.89,311.07,311.75,301.02,,297.45,316.94,314.59,306.10,286.89,303.10,306.03,,,,,,,,,,,,,,,,,,,,,,,,,290.40,344.98,356.28,410.39,334.95,301.98,,,,,,,,,
2023-03-13 22:11:47.152000,L8,,,,,,,,,,,,,291.35,308.43,311.52,287.39,313.27,303.11,311.81,306.91,289.04,307.79,314.06,306.23,308.77,308.82,296.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-21 22:11:55.188000,L9,,,,,,,,,,,,,288.82,308.65,310.87,285.96,310.81,301.33,311.11,305.67,288.27,307.04,313.62,307.38,308.24,307.88,295.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 22:11:37.049000,L8,,,,,,349.74,352.25,351.45,359.52,364.31,364.18,,293.41,306.66,310.58,283.22,307.35,299.29,310.28,305.47,287.55,306.52,314.16,304.24,305.93,307.45,295.42,,,,,,,,,,,,,,,,,,,,,,,,,,,399.47,398.19,388.78,,,,,,,,,,,,,,,,,,
2023-05-16 22:11:04.371000,L8,369.92,334.49,226.21,,,,,,,,,,299.40,309.79,313.06,286.58,309.39,299.20,313.01,306.42,287.98,305.86,316.35,303.98,309.85,310.79,298.09,,,,,,,308.94,312.07,305.19,306.86,301.75,307.36,296.81,302.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24 22:11:17.213000,L9,365.54,342.42,,,,,,,,,,,302.07,312.20,317.43,294.87,313.54,304.75,316.34,309.57,289.54,309.08,317.24,311.34,311.33,312.24,298.59,,,,,,,,,301.31,301.72,300.32,310.51,297.48,306.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 22:11:07.279000,L8,,,,,,,,,,,,,304.81,312.75,319.81,306.00,317.70,308.88,318.01,308.75,289.67,309.76,317.22,306.05,309.82,313.79,300.25,292.10,300.52,314.94,312.10,298.81,289.15,304.39,306.07,299.96,301.19,303.09,309.25,299.07,304.88,,,,,,,,,,,,,,,,,,,,,,381.70,318.56,322.99,371.96,,,,,,,,
2023-06-09 22:11:12.914000,L9,365.43,347.52,221.65,,,,,,,,,,300.70,314.59,321.39,299.94,319.07,307.27,319.76,309.41,291.61,311.29,318.36,310.85,312.12,313.50,299.34,,,,,,,,,301.67,300.26,302.72,311.68,298.93,305.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-25 22:11:08.216000,L9,369.49,337.76,,,,,,,,,,,,,,,354.96,317.84,306.07,331.63,290.68,319.19,319.67,315.59,309.39,319.69,340.41,293.56,,,,,,302.81,312.88,299.78,305.49,305.19,314.41,303.63,308.77,,,,,,,,,,,,,,,,,,287.46,320.27,344.25,346.89,400.98,352.18,312.32,314.92,312.26,306.26,301.88,,,,,318.86
2023-07-27 22:11:26.959000,L9,383.95,336.52,221.16,,,,,,,,,,304.11,313.77,323.67,299.49,317.89,308.26,317.72,309.90,291.76,312.55,318.50,313.83,314.20,315.99,300.29,295.31,301.16,318.15,314.29,299.39,289.79,305.43,308.00,302.48,301.84,303.43,310.76,299.23,306.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04 22:11:40.478000,L8,,,,,,,,,,,,,,,,,,,,298.34,278.77,294.65,303.67,299.97,303.28,304.13,,295.13,309.96,313.67,311.81,297.69,285.11,302.75,312.75,302.96,,,,,,,,,,,,,,,,,,,,,,,,,,353.27,404.27,353.29,308.04,304.08,,,,,,,,
2023-08-28 22:11:44.258000,L9,,,,,,,,,,,,,285.24,305.97,309.32,285.04,310.04,297.38,309.96,304.32,287.05,305.41,312.76,306.09,308.11,306.20,294.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.06,323.88,301.70,,,,,,,,,
2023-10-15 22:12:03.081000,L9,,,,,,,,,,,,,,346.40,410.16,299.84,,,,370.28,398.80,341.12,321.20,347.73,312.14,350.26,298.23,293.80,306.53,310.71,394.56,383.47,343.96,312.60,324.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.62,370.55,308.53,300.29,,,,,,,,
2023-11-08 22:11:57.030000,L8,,,,,,,,,,,,,,302.05,301.68,278.31,302.05,293.56,305.28,299.71,278.16,302.94,304.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-11 22:11:56.446000,L8,,,,,,,,,,,,,,306.69,305.31,280.82,304.88,295.89,309.43,305.30,285.88,305.77,311.29,302.93,304.78,303.54,292.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-04 22:12:07.739000,L9,388.31,401.46,,,,,,,,,,,,309.29,303.58,283.88,306.08,300.32,311.35,305.72,285.85,306.09,310.71,302.54,305.57,305.46,294.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
