dates,satname,nzd0486-0000,nzd0486-0001,nzd0486-0002
2013-11-19 22:22:01.448000,L8,324.64,321.09,315.11
2014-02-07 22:21:21.056000,L8,365.71,455.92,337.02
2014-02-23 22:21:08.076000,L8,317.39,316.25,316.28
2014-03-11 22:20:55.957000,L8,323.63,320.02,322.92
2014-03-20 22:14:37.534000,L8,313.51,314.36,311.66
2014-08-11 22:14:39.696000,L8,318.10,317.16,315.93
2014-08-27 22:14:17.177000,L8,311.36,307.27,304.11
2014-09-28 22:14:20.662000,L8,320.60,316.96,314.96
2014-09-28 22:14:44.621000,L8,321.25,316.17,314.81
2014-11-15 22:14:25.347000,L8,321.00,322.29,321.46
2014-12-01 22:14:24.062000,L8,321.40,320.13,317.40
2015-01-02 22:14:14.716000,L8,316.15,318.23,314.11
2015-02-10 22:20:14.711000,L8,320.01,319.54,322.45
2015-02-26 22:20:10.708000,L8,316.77,319.44,321.77
2015-03-07 22:13:53.954000,L8,327.90,319.81,320.38
2015-04-15 22:19:46.550000,L8,311.21,310.09,305.93
2015-04-24 22:13:32.133000,L8,313.37,316.95,316.89
2015-06-11 22:13:52.284000,L8,322.91,326.31,330.18
2015-07-29 22:13:49.622000,L8,315.64,315.64,324.66
2015-07-29 22:14:13.585000,L8,346.13,343.60,374.87
2015-08-05 22:20:00.814000,L8,337.08,338.36,337.69
2015-10-17 22:14:14.235000,L8,310.91,313.07,307.55
2015-10-17 22:14:38.194000,L8,321.29,319.72,318.02
2015-11-09 22:20:29.987000,L8,337.39,344.17,321.12
2015-11-18 22:14:20.859000,L8,335.92,335.09,334.38
2016-01-05 22:14:40.992000,L8,319.05,318.06,317.65
2016-01-21 22:14:17.820000,L8,318.19,319.56,319.77
2016-02-29 22:20:17.109000,L8,314.93,315.96,310.18
2016-03-16 22:20:12.475000,L8,320.38,320.12,322.63
2016-04-17 22:19:57.384000,L8,314.17,314.37,317.23
2016-07-31 22:14:37.742000,L8,,319.48,327.69
2016-08-16 22:14:41.427000,L8,,317.27,322.93
2016-09-01 22:14:24.105000,L8,314.64,,
2016-09-01 22:14:48.072000,L8,359.01,376.18,374.61
2016-12-29 22:20:37.380000,L8,327.19,325.54,325.85
2017-02-08 22:14:34.654000,L8,326.11,330.09,330.04
2017-02-15 22:20:19.563000,L8,327.78,325.41,324.61
2017-02-24 22:14:05.773000,L8,313.83,313.60,313.03
2017-04-20 22:19:47.163000,L8,315.72,314.50,314.69
2017-05-06 22:19:43.126000,L8,314.75,313.45,309.08
2017-07-09 22:20:11.626000,L8,328.34,327.37,378.40
2017-08-03 22:14:35.682000,L8,327.88,329.89,329.83
2017-11-07 22:14:29.495000,L8,316.61,394.85,
2018-01-26 22:14:08.959000,L8,354.35,327.99,361.22
2018-02-27 22:14:19.470000,L8,314.43,317.38,318.55
2018-03-06 22:20:02.483000,L8,327.33,328.76,328.75
2018-03-15 22:14:10.086000,L8,317.79,314.61,314.53
2018-03-31 22:13:39.641000,L8,314.25,313.91,310.47
2018-04-16 22:13:30.411000,L8,320.78,319.59,318.67
2018-04-16 22:13:54.370000,L8,315.25,314.70,308.37
2018-05-18 22:13:10.727000,L8,317.96,319.81,323.71
2018-05-18 22:13:34.690000,L8,317.74,320.78,324.49
2018-07-21 22:13:49.390000,L8,321.26,325.45,323.83
2018-09-07 22:13:48.162000,L8,321.37,319.53,319.24
2018-09-07 22:14:12.130000,L8,321.35,318.53,318.15
2018-09-14 22:20:00.822000,L8,318.64,317.96,315.05
2018-11-10 22:14:32.733000,L8,319.00,318.32,314.12
2019-01-04 22:20:15.514000,L8,318.52,318.23,315.10
2019-02-21 22:20:06.522000,L8,310.44,307.77,293.65
2019-03-02 22:13:53.044000,L8,317.25,314.96,315.20
2019-03-02 22:14:17.011000,L8,330.01,323.27,328.31
2019-06-06 22:13:59.042000,L8,318.79,325.64,328.66
2019-06-22 22:14:28.716000,L8,,320.08,321.75
2019-11-13 22:14:33.870000,L8,319.81,319.38,318.24
2019-11-13 22:14:57.837000,L8,324.60,324.27,324.25
2019-11-29 22:14:55.870000,L8,408.29,347.32,362.82
2019-12-22 22:20:39.535000,L8,366.69,360.75,365.85
2020-01-16 22:14:22.794000,L8,318.13,318.65,313.86
2020-01-23 22:20:31.626000,L8,321.60,334.01,320.39
2020-03-04 22:14:08.808000,L8,316.36,324.64,326.20
2020-03-04 22:14:32.767000,L8,317.51,326.37,327.49
2020-03-11 22:20:16.572000,L8,387.61,321.03,393.34
2020-04-28 22:19:52.651000,L8,311.38,317.66,320.41
2020-06-08 22:13:47.789000,L8,334.72,323.17,324.10
2020-08-27 22:14:20.137000,L8,302.45,314.14,310.60
2020-08-27 22:14:44.105000,L8,303.29,315.65,311.27
2020-10-14 22:14:32.849000,L8,322.94,323.54,327.00
2020-10-14 22:14:56.808000,L8,324.16,324.36,327.29
2020-10-30 22:14:31.894000,L8,353.93,365.41,379.14
2021-05-26 22:14:18.793000,L8,312.61,322.86,325.64
2021-06-11 22:14:01.803000,L8,309.45,,
2021-07-13 22:14:31.246000,L8,316.58,322.47,322.88
2021-08-30 22:14:49.951000,L8,326.23,326.15,328.61
2021-09-22 22:20:41.428000,L8,306.37,310.26,302.77
2021-11-06 22:15:11.708000,L9,318.53,313.48,296.33
2021-11-18 22:14:32.533000,L8,314.59,311.22,293.52
2021-11-18 22:14:56.496000,L8,327.61,327.12,320.56
2021-12-20 22:14:55.954000,L8,318.43,313.92,312.94
2022-01-28 22:20:31.729000,L8,327.72,323.28,319.82
2022-02-06 22:14:44.088000,L8,318.49,321.76,322.46
2022-02-13 22:20:28.536000,L8,327.06,327.17,327.43
2022-03-02 22:14:13.766000,L9,372.47,323.15,326.45
2022-03-02 22:14:37.725000,L9,318.94,314.63,308.65
2022-03-17 22:20:17.747000,L8,316.86,317.46,316.14
2022-04-02 22:20:07.536000,L8,318.38,314.74,310.00
2022-05-05 22:13:54.871000,L9,341.86,333.42,332.70
2022-05-05 22:14:18.830000,L9,310.05,317.07,307.46
2022-05-21 22:14:07.318000,L9,306.72,321.00,320.63
2022-06-14 22:14:22.918000,L8,346.40,329.11,329.11
2022-08-09 22:14:46.212000,L9,310.33,319.51,313.04
2022-08-25 22:14:50.743000,L9,313.00,319.61,313.59
2022-09-10 22:14:27.430000,L9,313.39,316.67,310.82
2022-09-10 22:14:51.402000,L9,312.95,316.93,310.89
2023-01-15 22:20:41.683000,L8,326.14,327.53,331.74
2023-02-17 22:14:37.295000,L9,355.41,319.05,317.27
2023-02-17 22:15:01.258000,L9,359.79,325.56,327.12
2023-02-25 22:14:16.003000,L8,323.70,329.99,327.21
2023-02-25 22:14:39.957000,L8,318.38,322.14,317.29
2023-03-05 22:14:49.135000,L9,313.37,317.06,305.55
2023-03-13 22:14:10.896000,L8,323.04,322.88,327.76
2023-04-21 22:19:54.366000,L8,320.33,319.30,323.98
2023-04-22 22:14:02.920000,L9,317.81,315.76,317.94
2023-06-01 22:13:31.049000,L8,380.80,368.54,382.34
2023-06-01 22:13:55.021000,L8,340.49,331.38,334.93
2023-06-09 22:13:36.654000,L9,,440.67,418.21
2023-06-09 22:14:00.612000,L9,,440.95,417.61
2023-09-29 22:14:14.607000,L9,391.04,331.78,403.49
2023-09-29 22:14:38.579000,L9,390.53,331.56,402.81
2023-11-24 22:14:27.756000,L8,326.84,326.99,327.28
2023-11-24 22:14:51.719000,L8,321.85,321.75,320.93
2023-12-10 22:14:21.153000,L8,319.43,323.84,321.47
2023-12-10 22:14:45.117000,L8,323.16,328.15,325.86
2023-12-18 22:14:32.867000,L9,323.12,326.01,326.66
2024-01-27 22:14:37.376000,L8,315.84,328.05,318.18
2024-02-04 22:14:31.487000,L9,316.34,317.07,316.71
2024-02-04 22:14:55.450000,L9,329.47,350.17,329.26
2024-02-12 22:14:17.978000,L8,317.72,324.52,400.53
2024-02-12 22:14:41.937000,L8,322.56,330.28,343.65
2024-03-06 22:20:15.177000,L8,352.08,320.04,318.53
2024-03-07 22:14:47.781000,L9,353.28,319.91,320.87
2024-04-16 22:13:43.047000,L8,318.10,318.10,319.71
2024-04-16 22:14:07.010000,L8,317.13,318.83,319.81
2024-04-24 22:13:49.993000,L9,314.63,315.84,306.11
2024-04-24 22:14:13.960000,L9,329.31,327.49,359.39
2024-05-01 22:19:59.525000,L9,314.00,318.12,318.32
2024-05-10 22:13:48.524000,L9,342.81,325.90,329.16
2024-06-03 22:13:17.413000,L8,316.20,322.57,321.94
2024-06-03 22:13:41.381000,L8,317.95,324.79,325.44
2024-07-05 22:13:33.155000,L8,362.29,,
2024-07-05 22:13:57.118000,L8,364.18,323.98,327.12
2024-07-13 22:13:38.302000,L9,314.64,323.62,326.46
2024-07-13 22:14:02.265000,L9,314.04,321.01,323.19
2024-09-07 22:14:06.843000,L8,317.34,318.47,320.42
2024-09-07 22:14:30.806000,L8,319.58,320.15,322.53
2024-09-15 22:14:02.877000,L9,334.13,348.95,349.31
2024-09-23 22:14:06.459000,L8,314.20,314.62,314.96
2024-09-23 22:14:30.418000,L8,315.32,315.53,316.47
2024-11-02 22:14:41.503000,L9,357.03,327.18,388.41
2024-11-10 22:14:37.391000,L8,320.62,316.26,316.87
2025-01-05 22:14:42.782000,L9,322.08,323.50,324.72
2025-03-25 22:20:03.799000,L8,357.06,463.34,422.02
2025-04-03 22:13:52.056000,L8,310.67,308.92,298.53
2025-04-03 22:14:16.015000,L8,307.28,305.92,289.85
2025-04-10 22:19:58.565000,L8,319.95,314.80,319.21
2025-04-27 22:13:56.565000,L9,320.36,318.88,321.68
2025-05-05 22:13:36.375000,L8,320.09,317.56,319.16
2025-05-05 22:14:00.333000,L8,322.31,319.54,320.83
2025-05-13 22:13:46.330000,L9,388.03,388.47,366.11
2025-05-13 22:14:10.289000,L9,389.34,390.28,366.22
2025-08-25 22:14:15.671000,L8,319.88,316.63,317.58
2025-08-25 22:14:39.643000,L8,323.26,318.77,320.87
2025-09-10 22:14:20.086000,L8,318.42,318.43,319.05
2025-09-10 22:14:44.053000,L8,320.39,319.43,321.08
2025-09-18 22:14:25.575000,L9,328.10,324.94,324.58
2025-10-28 22:14:29.416000,L8,322.17,321.91,319.17
2025-10-28 22:14:53.375000,L8,326.12,326.05,326.20
2025-11-13 22:14:28.355000,L8,312.85,308.80,299.13
2025-11-13 22:14:52.318000,L8,312.65,308.45,298.53
