dates,nzd0243-0000,nzd0243-0001,nzd0243-0002,nzd0243-0003,nzd0243-0004,nzd0243-0005,nzd0243-0006,nzd0243-0007,nzd0243-0008,nzd0243-0009,nzd0243-0010,nzd0243-0011,nzd0243-0014,nzd0243-0015,nzd0243-0018,nzd0243-0019,nzd0243-0028,nzd0243-0030,nzd0243-0031,nzd0243-0032,nzd0243-0033,nzd0243-0034,nzd0243-0012,nzd0243-0013,nzd0243-0016,nzd0243-0017,nzd0243-0020,nzd0243-0021,nzd0243-0022,nzd0243-0023,nzd0243-0024,nzd0243-0025,nzd0243-0026,nzd0243-0027,nzd0243-0029,satname
2001-07-25 21:42:54+00:00,297.245,308.3775,262.23,237.27,318.955,320.68,328.97249999999997,342.71,309.515,327.90333333333336,330.0275,316.1675,296.075,352.78999999999996,349.49,305.62,345.3775,267.9166666666667,283.695,294.895,300.94666666666666,,,,333.4766666666667,347.11,306.36,370.28,324.275,334.325,313.93,355.0125,314.25666666666666,315.10999999999996,334.28999999999996,L7
2001-08-10 21:42:36+00:00,297.245,308.3775,262.23,237.27,318.955,320.68,331.178,342.71,309.992,329.6325,330.0275,316.1675,296.075,352.78999999999996,349.49,305.62,346.886,256.8775,282.538,300.276,306.7925,332.26,,,333.4766666666667,347.11,306.36,370.28,334.4433333333333,334.325,313.93,355.0125,316.2075,317.28,334.28999999999996,L7
2001-08-26 21:42:25+00:00,306.52,310.108,262.23,243.22,318.955,321.1875,330.7416666666667,337.75666666666666,310.2,330.666,331.156,320.184,308.99666666666667,354.18,349.49,304.42,346.03833333333336,251.14000000000001,282.2816666666667,302.895,304.486,327.89,337.68,349.85,336.06,344.02,308.8933333333334,370.28,334.4433333333333,334.325,319.305,353.63800000000003,315.42600000000004,315.666,330.20666666666665,L7
2001-09-11 21:42:14+00:00,306.52,310.108,242.505,246.14666666666668,286.6433333333333,323.956,330.6457142857143,338.97,310.44571428571425,330.666,330.355,320.184,320.5125,354.18,349.49,304.42,345.24285714285713,247.75166666666667,282.24142857142857,303.2457142857143,303.305,324.1666666666667,337.68,349.85,338.43,344.02,308.8933333333334,370.28,334.4433333333333,334.325,313.93333333333334,352.40166666666664,315.42600000000004,309.15166666666664,330.20666666666665,L7
2001-09-27 21:42:05+00:00,306.52,310.108,242.505,246.14666666666668,286.6433333333333,323.956,330.6457142857143,338.97,310.44571428571425,330.666,330.355,320.184,320.5125,354.18,349.49,304.42,345.24285714285713,247.75166666666667,284.5875,305.15,302.84999999999997,326.565,337.68,349.85,338.43,344.02,308.8933333333334,370.28,334.4433333333333,334.325,313.93333333333334,352.40166666666664,315.42600000000004,309.15166666666664,331.315,L7
2001-10-13 21:41:51+00:00,319.83,309.3975,242.505,246.14666666666668,286.6433333333333,324.568,330.78428571428566,338.425,306.86857142857144,331.982,328.6766666666667,317.324,324.8933333333333,354.94000000000005,,307.005,344.03285714285715,239.25666666666666,284.92625,304.9925,302.56857142857143,323.794,337.68,349.85,338.255,344.02,301.9766666666667,334.43,343.85999999999996,318.9,316.6766666666667,353.1833333333334,310.03000000000003,306.3233333333333,331.315,L7
2001-10-29 21:41:57+00:00,319.83,314.255,242.505,246.14666666666668,261.45,323.775,331.14333333333326,338.425,306.05333333333334,332.18,327.97400000000005,320.105,324.8933333333333,355.31500000000005,361.92,307.005,343.6857142857143,247.47714285714287,286.52375,306.4975,304.34142857142854,324.3883333333333,337.68,353.79,335.43,344.02,301.9766666666667,334.43,343.85999999999996,,325.145,351.87000000000006,306.7425,304.108,332.6825,L7
2002-02-18 21:42:30+00:00,325.07,319.37666666666667,222.78,250.58500000000004,235.32333333333335,325.2475,328.9775,333.4475,302.48,335.8,327.595,323.1266666666666,348.19666666666666,359.355,357.915,320.09,342.882,255.28000000000003,293.1083333333333,311.5366666666667,300.16,325.23333333333335,339.055,350.82666666666665,346.2,345.875,312.6133333333333,349.27,355.08,354.21,328.206,350.92400000000004,300.56,288.47666666666663,330.02750000000003,L7
2002-04-07 21:42:28+00:00,,320.54999999999995,,,241.97500000000002,321.625,328.64000000000004,331.66499999999996,293.38000000000005,336.29999999999995,324.18,316.56499999999994,354.69,360.36,357.915,328.525,344.0466666666667,272.4666666666667,298.2133333333333,313.74,308.31,331.23249999999996,340.43,351.315,346.88,350.82,311.93999999999994,349.27,355.08,354.21,337.72,353.42,288.82,279.64,331.71500000000003,L7
2002-08-29 21:41:39+00:00,,312.24,218.39,246.66,,,325.89,340.82,309.4,334.79,331.43,331.17,324.58,352.57,,310.53,334.85,283.02,287.71,317.625,311.005,330.0,343.55,,337.38,,306.0,309.27,324.98,,312.56,360.74,305.84,275.52,,L7
2002-09-14 21:41:31+00:00,,312.24,218.39,246.66,,,325.89,340.82,309.4,334.79,331.43,331.17,324.58,352.57,,310.53,334.85,287.88,291.28999999999996,318.5566666666667,309.98333333333335,331.0933333333333,343.55,,337.38,,306.0,309.27,324.98,,312.56,360.74,305.84,275.52,298.73,L7
2002-11-01 21:41:30+00:00,,317.84000000000003,218.39,277.055,220.52,340.08,330.39,341.135,309.4,334.79,331.43,331.17,324.58,352.57,,308.695,333.37,287.88,286.08666666666664,303.68,295.34,320.7366666666667,342.37,336.88,342.33500000000004,298.32,309.21000000000004,322.91499999999996,322.36,312.66,311.575,356.66499999999996,305.02,284.17499999999995,298.73,L7
2003-01-20 21:42:09+00:00,309.87,315.45666666666665,218.39,281.03666666666663,225.19,340.08,330.39,341.135,309.4,337.625,332.45000000000005,330.69,327.375,348.315,349.72,315.6466666666667,335.43666666666667,289.40000000000003,289.7525,302.5525,294.85,321.2125,341.42333333333335,334.385,339.1933333333333,311.975,311.7633333333333,333.16,326.30333333333334,324.025,317.2033333333333,353.7133333333333,319.8766666666666,294.73333333333335,308.665,L7
2003-02-21 21:42:20+00:00,306.845,314.555,257.66999999999996,285.365,236.64000000000001,340.08,330.39,341.135,309.4,337.625,332.45000000000005,333.83,332.45666666666665,350.7833333333333,349.72,315.6466666666667,338.4475,293.9225,291.81,303.28000000000003,296.006,322.20799999999997,341.1425,338.8066666666667,341.20000000000005,324.1166666666666,311.7633333333333,339.9325,337.5725,336.8933333333334,326.44,353.6825,328.24,294.73333333333335,315.6,L7
2003-05-28 21:42:22+00:00,306.845,310.7366666666667,296.95,293.675,245.95000000000005,331.04,330.74,340.1,324.63,335.51,333.47,335.15999999999997,336.6666666666667,349.89,350.245,316.78499999999997,342.59,294.55333333333334,298.89000000000004,305.06333333333333,301.57,323.28666666666663,327.71999999999997,339.77,340.06500000000005,337.015,313.94,356.95000000000005,347.1933333333333,348.09,345.78,351.39000000000004,352.7033333333333,318.18,325.4533333333334,L7
2003-09-25 21:31:19+00:00,,309.67,,,248.45,331.04,330.74,340.1,324.63,330.56,,,337.21,,350.77,304.02,340.72,283.73,324.705,322.57,323.685,332.065,303.33,,,,311.01,,336.01,346.25,354.73,352.77,355.19,320.51,328.29,L5
2003-12-14 21:32:14+00:00,,,,,,,,,,,,,,,,,,,354.36,341.03,343.21000000000004,352.81,,,,,,,,,,,,,,L5
2003-12-30 21:32:24+00:00,,,,,,,,,,,,,,,,,,,354.36,345.0333333333333,345.91333333333336,356.2366666666667,,,,,,,,,,,,,,L5
2004-05-06 21:33:58+00:00,,,,,,,,,,,,,,,,,,,351.115,343.92666666666673,345.76,354.6499999999999,,,,,,,,,,,,,,L5
2004-06-07 21:34:54+00:00,,,,327.1,,,,,,,,,,,,,,354.53,346.73333333333335,338.545,341.6725,347.42999999999995,,,,,,,,,,,,,,L5
2004-06-23 21:35:22+00:00,,,,327.1,,,,,,,,,,,,,,354.53,342.505,340.63,342.85749999999996,347.8175,,,,,,,,,,,,,,L5
2004-07-25 21:36:14+00:00,,,,327.1,,,,,,,,,,,,,,354.53,345.42,335.93,339.6575,342.51,,,,,,,,,,,,,,L5
2004-08-10 21:36:32+00:00,,,,327.1,,,,,,,,,,,,,,354.53,346.835,335.31,338.892,342.528,,,,,,,,,,,,,,L5
2005-03-22 21:40:41+00:00,,313.93,,250.08,,336.53,,,,,,,359.4,344.43,361.46,357.26,358.58,325.94,312.11,299.27,304.47,,,358.91,343.72,,,,,,,,,,341.24,L5
2005-05-09 21:40:56+00:00,,313.93,,250.08,,336.53,,,,,,,359.4,344.43,361.46,357.26,358.58,325.94,312.11,299.27,304.47,370.0,,358.91,343.72,,,,,,,,,,341.24,L5
2005-06-10 21:41:12+00:00,,313.93,,250.08,,336.53,,,,,,,359.4,344.43,361.46,357.26,358.58,325.94,312.11,299.27,304.47,366.62,,358.91,343.72,,,,,,,,,,341.24,L5
2005-06-26 21:41:16+00:00,,320.015,340.36,239.185,325.73,336.53,,,,,,,357.995,333.815,365.705,363.225,363.28999999999996,328.99,315.92,301.57,306.59000000000003,366.62,,357.18,351.45000000000005,371.34,,,,,,,,373.08,348.385,L5
2005-07-12 21:41:23+00:00,,320.9166666666667,340.36,239.185,318.37,336.53,,,,,,,357.995,326.51666666666665,362.74333333333334,358.7366666666667,364.2,327.99,314.78000000000003,299.15333333333336,305.1333333333334,366.62,,355.59999999999997,351.45000000000005,365.075,,370.52,348.29,358.69,,,371.94,371.46,349.5533333333333,L5
2005-08-29 21:41:46+00:00,,320.9166666666667,340.36,239.185,318.37,336.53,,,,,,,357.995,326.51666666666665,362.74333333333334,358.7366666666667,364.2,327.99,324.89250000000004,310.005,317.1625,366.09666666666664,,355.59999999999997,351.45000000000005,365.075,,370.52,348.29,358.69,,,371.94,371.46,349.5533333333333,L5
2005-09-14 21:41:48+00:00,,320.9166666666667,340.36,239.185,318.37,336.53,,,,,,,357.995,326.51666666666665,362.74333333333334,358.7366666666667,364.2,327.99,324.89250000000004,320.40999999999997,327.36400000000003,366.09666666666664,,355.59999999999997,351.45000000000005,365.075,,370.52,348.29,358.69,,,371.94,371.46,349.5533333333333,L5
2006-01-20 21:43:37+00:00,,,,,,,,,,,,,,,,,,,355.23,348.7,355.0433333333333,361.505,,,,,,,,,,,,,,L5
2006-04-10 21:45:17+00:00,,,,,,,,,,,,,,,,,,,,347.33,350.29499999999996,363.185,,,,,,,,,,,,,,L5
2006-06-13 21:46:13+00:00,,320.28,,211.06,311.52,346.14,,,,,,,,300.7,360.26,346.77,368.78,330.98,320.91,347.33,350.29499999999996,363.185,,344.23,,359.26,,362.61,,,,,,370.12,353.13,L5
2006-06-29 21:46:28+00:00,,319.17499999999995,,214.305,313.51,342.685,347.79,,,,,301.08,,300.7,360.26,328.9,368.385,330.39,320.95000000000005,347.33,350.29499999999996,363.185,,344.23,,359.26,,362.61,,,,,,370.175,350.34000000000003,L5
2006-09-01 21:47:19+00:00,,319.17499999999995,,214.305,313.51,342.685,347.79,,,,,301.08,,300.7,360.26,328.9,368.385,330.39,320.95000000000005,353.15,361.75,372.35,,344.23,,359.26,,362.61,,,,,,370.175,350.34000000000003,L5
2006-09-17 21:47:31+00:00,,319.17499999999995,,214.305,313.51,342.685,347.79,,,,,301.08,,300.7,360.26,328.9,368.385,330.39,320.95000000000005,352.06,360.1666666666667,371.8533333333333,,344.23,,359.26,,362.61,,,,,,370.175,350.34000000000003,L5
2006-12-06 21:48:41+00:00,,326.2933333333333,338.95,214.305,323.11999999999995,344.8566666666666,347.79,,,,,301.08,,300.7,360.26,328.9,368.385,330.39,332.2766666666667,350.765,358.47,370.28999999999996,,344.23,,359.26,,362.61,,,,,,370.175,350.34000000000003,L5
2007-01-07 21:48:55+00:00,,340.53,338.95,,342.34,349.2,,,,,,,,,,,,,354.82,347.77666666666664,355.6875,365.83500000000004,,,,,,,,,,,,,,L5
2007-02-08 21:48:38+00:00,,340.53,338.95,,342.34,349.2,,,,,,,,,,,,,352.04333333333335,343.9225,351.636,360.738,,,,,,,,,,,,,,L5
2011-01-02 21:43:35+00:00,,,,,,,,,,,,,,,,,,,,362.59,365.81,,,,,,,,,,,,,,,L5
2011-03-07 21:43:36+00:00,,,,,308.71,342.39,,,,,,,,,360.71,,355.36,330.21,314.45,332.815,333.235,297.16,,,348.76,360.24,,,,,,,,,342.6,L5
2013-05-31 21:55:43+00:00,278.16,310.68,323.39,216.25,299.03,328.34,349.34,351.14,348.67,344.96,354.35,349.88,335.86,264.72,,303.95,351.92,333.82,320.02,308.72,314.8,324.79,340.79,349.84,,,,368.26,334.81,351.89,360.05,349.55,356.59,365.33,327.74,L8
2013-08-19 21:55:42+00:00,278.16,310.68,323.39,226.66,303.985,329.745,347.275,351.895,348.67,345.89,354.35,349.88,335.86,264.72,,303.95,351.67,332.93,319.605,309.19500000000005,314.84000000000003,320.95000000000005,340.79,349.84,347.7,344.36,,368.26,334.46000000000004,349.13,360.05,354.35,357.465,365.315,325.71000000000004,L8
2013-09-04 21:55:42+00:00,276.1,310.68,323.39,230.97,302.22666666666663,327.68333333333334,345.2966666666666,350.7366666666667,344.96500000000003,345.7166666666667,354.35,347.84000000000003,343.815,264.72,356.14,303.95,350.26666666666665,331.3233333333333,318.71666666666664,308.7766666666667,314.57666666666665,320.0466666666667,349.55,350.43499999999995,346.22,347.395,,368.26,333.52,349.07,360.05,353.87000000000006,357.7166666666667,363.8033333333333,326.79333333333335,L8
2013-10-06 21:55:33+00:00,277.97333333333336,313.01,328.935,230.97,304.445,325.8725,345.41749999999996,351.4825,344.96500000000003,345.7975,351.81,348.37000000000006,350.5933333333333,264.72,359.46500000000003,303.95,350.09749999999997,332.20500000000004,318.57,309.34000000000003,314.74,320.1125,349.55,354.5433333333333,350.9766666666667,352.66333333333336,,368.26,333.52,349.07,360.05,354.28,358.475,363.265,330.3125,L8
2014-01-10 21:54:55+00:00,277.88,316.24,337.64,238.32999999999998,311.0125,330.21750000000003,344.10999999999996,351.59666666666664,341.26,346.07666666666665,349.27,347.61500000000007,357.96,,362.5233333333333,,349.48999999999995,333.865,320.625,312.17,316.9275,323.3675,358.31,361.6933333333333,356.53,358.3075,,,332.875,347.66,,358.75,359.1033333333334,362.57666666666665,337.8875,L8
2014-02-11 21:54:32+00:00,277.88,316.24,337.64,238.32999999999998,311.0125,330.21750000000003,344.10999999999996,351.59666666666664,341.26,346.07666666666665,349.27,347.61500000000007,357.96,,362.5233333333333,,349.48999999999995,333.865,326.562,316.076,321.514,329.274,358.31,361.6933333333333,356.53,358.3075,,,332.875,347.66,,358.75,359.1033333333334,362.57666666666665,337.8875,L8
2014-05-18 21:53:11+00:00,320.13,301.71500000000003,335.15999999999997,,325.3,336.3,345.29,351.63,351.0,349.33,355.83,348.86,,,368.64,309.68,346.35,335.815,332.4166666666667,318.4066666666667,325.3933333333334,336.65000000000003,,371.29,357.905,360.14,329.82,,336.2,351.2,355.07,357.905,320.43,362.52,339.28499999999997,L8
2014-06-19 21:53:23+00:00,314.91999999999996,283.71999999999997,324.2633333333333,,317.135,333.72333333333336,345.67,351.105,351.0,348.86,355.83,350.345,336.63,327.9,368.64,307.995,348.26,335.4066666666667,329.62,315.0775,322.78499999999997,336.65000000000003,,361.185,341.42,355.5133333333333,330.905,371.21,336.15,349.69,355.25,355.4766666666667,336.73,353.64,339.28499999999997,L8
2014-07-05 21:53:29+00:00,315.0466666666667,284.1,320.7025,213.45,312.57666666666665,332.575,346.18333333333334,351.3333333333333,351.0,349.49,355.83,351.66,341.59000000000003,330.95,368.64,308.00333333333333,349.1666666666667,335.655,327.424,312.496,321.24,332.3825,342.5,358.50666666666666,342.5825,344.635,331.02,372.85,337.9166666666667,351.37000000000006,355.90000000000003,354.22249999999997,343.3233333333333,357.93,335.08,L8
2014-07-21 21:53:33+00:00,317.7025,282.9325,317.09250000000003,226.355,310.5,329.605,346.18333333333334,351.3333333333333,351.0,349.49,355.83,353.315,348.8233333333333,338.1033333333333,363.63,308.00333333333333,351.5375,335.0225,326.654,311.504,320.096,330.265,351.26,354.92,337.455,340.775,331.02,372.85,343.9625,353.1825,357.42,351.82,349.2775,360.8275,326.78000000000003,L8
2014-08-06 21:53:41+00:00,318.754,287.74,319.48400000000004,231.5633333333333,310.2975,329.498,346.7275,351.3333333333333,351.635,349.8975,355.83,353.3,349.3475,339.5225,358.005,308.505,351.47200000000004,334.11199999999997,325.40333333333336,310.5566666666667,318.37666666666667,328.878,349.4433333333333,354.73,339.37,342.756,331.02,372.85,342.986,352.502,357.024,352.256,350.976,361.662,325.935,L8
2014-09-07 21:53:48+00:00,320.63666666666666,291.99666666666667,321.6,243.5575,310.056,329.4866666666667,346.63800000000003,351.38,351.15000000000003,349.608,355.345,353.22,351.644,342.214,359.1566666666667,317.87399999999997,351.6366666666667,332.74,320.01,306.705,314.1483333333333,322.87,351.59749999999997,354.64,339.92333333333335,345.7833333333333,331.02,372.90000000000003,343.0933333333333,352.91333333333336,357.615,352.805,352.28,362.3016666666667,326.82399999999996,L8
2014-09-23 21:53:45+00:00,321.9857142857143,294.4428571428571,322.89428571428573,251.76800000000003,309.9016666666667,328.60571428571427,345.50666666666666,351.12399999999997,349.1225,349.1766666666667,354.0833333333333,352.43285714285713,353.24666666666667,343.805,359.1566666666667,317.87399999999997,351.39285714285717,331.8614285714285,319.71999999999997,306.8757142857143,314.1171428571428,322.36499999999995,353.084,354.7616666666667,339.92333333333335,345.7833333333333,331.02,372.90000000000003,343.0933333333333,353.81142857142856,357.615,353.1114285714285,353.20285714285717,362.52714285714285,327.9766666666667,L8
2014-10-25 21:53:52+00:00,321.9857142857143,294.4428571428571,322.21750000000003,251.76800000000003,306.0785714285715,327.02875,344.38571428571424,350.11833333333334,345.502,347.59285714285716,351.585,350.81875,353.2285714285714,344.4857142857143,358.33,323.5833333333333,350.5525,330.455,318.34625,306.61125,313.3675,321.18142857142857,351.76,354.3285714285715,340.88571428571424,347.0285714285714,338.86,372.90000000000003,343.0933333333333,353.54875,357.615,352.6225,353.54375,362.44375,327.50714285714287,L8
2014-11-10 21:53:54+00:00,321.9857142857143,294.4428571428571,320.22444444444443,251.76800000000003,303.875,325.7422222222222,343.24375,349.4714285714286,343.37999999999994,346.40125,350.268,349.6355555555555,353.2285714285714,344.4857142857143,358.084,327.98857142857145,350.13444444444445,329.8888888888889,317.6066666666667,306.47999999999996,312.72222222222223,320.00874999999996,351.76,354.3285714285715,342.68,348.29875,344.088,371.6,343.0933333333333,353.54875,357.615,352.6225,353.91,362.63666666666666,328.38,L8
2015-01-13 21:53:42+00:00,325.672,304.11199999999997,323.335,261.3475,299.61285714285714,322.9642857142857,341.4566666666667,348.174,340.545,344.105,348.94,348.42285714285714,357.88399999999996,350.635,357.99500000000006,344.99,351.14428571428573,328.06,316.5928571428571,308.05285714285714,312.37142857142857,320.68285714285713,353.3066666666667,355.6166666666666,349.4116666666667,357.76500000000004,363.69000000000005,369.98999999999995,348.27,355.1816666666666,358.475,354.05999999999995,359.4971428571429,364.5814285714286,331.61,L8
2015-04-03 21:53:02+00:00,318.145,292.015,310.93333333333334,,283.43666666666667,315.9675,337.8575,346.64,332.5775,339.74,346.4125,342.64,303.43,351.44000000000005,356.8333333333334,343.07250000000005,346.9975,317.8175,310.3325,299.1675,307.3925,316.235,298.96666666666664,354.67999999999995,346.76,358.3966666666667,351.4766666666667,358.96,,354.2599999999999,355.91,351.01999999999987,349.24249999999995,362.72333333333336,329.5875,L8
2015-05-05 21:52:48+00:00,318.145,297.81333333333333,311.51666666666665,,284.53333333333336,318.09999999999997,339.7125,348.0125,336.8975,341.295,349.035,344.7525,245.65,354.31,357.32500000000016,333.7125,347.7425,318.9125,311.24,298.735,307.83000000000004,317.4325,252.7033333333333,357.63,335.9725,360.345,352.69666666666666,360.28999999999996,329.7,356.81,355.91,352.84,348.66,351.05333333333334,329.23249999999996,L8
2015-06-06 21:52:52+00:00,320.61333333333334,301.02750000000003,318.08,,292.45,322.6475,341.2,348.82,338.2733333333333,342.3733333333333,350.38000000000005,348.7175,245.65,352.185,353.905,332.49,351.105,320.22749999999996,313.7425,300.2125,309.0375,320.7375,242.2875,357.63,329.55,359.45500000000004,346.54499999999996,357.82,336.53499999999997,355.85,355.91,355.845,345.9333333333334,353.59,332.185,L8
2015-07-08 21:53:09+00:00,322.15250000000003,303.53000000000003,319.7975,,297.56,324.496,343.455,350.26,343.4175,345.0725,350.38000000000005,350.604,238.38,352.185,334.55333333333334,332.49,352.198,321.856,315.16999999999996,301.58000000000004,309.224,320.832,236.92999999999998,357.63,332.855,344.1033333333333,346.54499999999996,361.21500000000003,335.33666666666664,354.3833333333334,358.83500000000004,355.5366666666667,349.15500000000003,357.3975,332.185,L8
2015-10-12 21:53:41+00:00,326.1600000000001,312.975,322.7166666666667,311.77,307.96,329.885,349.15333333333336,354.21000000000004,353.9766666666667,350.12999999999994,356.59000000000003,354.05,230.7,350.06,323.05500000000006,332.11,357.9075,329.53,320.53,310.0675,313.54,324.305,210.96333333333328,,323.14,334.405,366.04,367.84000000000003,335.33666666666664,353.1700000000001,361.76,356.8850000000001,356.21000000000004,355.82,334.785,L8
2015-11-13 21:53:46+00:00,325.56333333333333,313.1075,325.78333333333336,300.625,309.5175,329.1525,348.5366666666667,353.7866666666667,352.61666666666673,349.96333333333337,354.1,353.68666666666667,223.84,348.45,323.83666666666664,349.53,360.2625,330.33,322.15,312.4,314.5375,324.7,213.26999999999995,358.12,342.77,334.405,,371.4,338.155,353.1700000000001,361.76,356.8850000000001,358.82,370.30499999999995,346.46500000000003,L8
2016-01-16 21:53:45+00:00,331.99,315.6333333333333,333.985,302.29,312.63000000000005,329.0233333333333,352.0833333333333,353.39000000000004,353.51666666666665,351.9433333333333,354.1,346.88,,346.84,325.4,,362.12,332.01,323.02333333333337,316.4766666666667,318.94,329.0566666666667,,358.12,,,,,,,,,,,351.14,L8
2016-02-01 21:53:43+00:00,325.84666666666664,313.2825,327.90000000000003,297.40999999999997,312.63000000000005,326.855,348.6775,350.9533333333334,349.6275,349.09749999999997,352.02,346.84000000000003,262.44,346.84,337.45,344.06,356.77666666666664,328.935,318.18,308.7475,313.9575,325.8825,178.66,358.12,,341.7,356.39,363.03,331.02,,,302.6,352.48,343.84,351.14,L8
2016-03-04 21:53:33+00:00,329.275,314.11199999999997,330.9525,298.608,316.05,329.252,351.07000000000005,355.115,352.164,350.992,352.02,346.84000000000003,262.44,355.05999999999995,346.30999999999995,357.94,356.77666666666664,330.90999999999997,320.136,311.348,315.896,327.608,178.66,358.12,,357.45,356.39,363.03,331.02,,,302.6,352.48,343.84,352.7033333333333,L8
2016-07-26 21:53:40+00:00,323.32666666666665,312.03333333333336,328.76,293.085,326.31,328.4433333333333,348.03999999999996,354.12000000000006,350.7,349.69000000000005,353.655,350.12,262.44,363.28,356.76499999999993,336.13,343.84,328.36999999999995,314.9433333333333,303.5233333333333,309.7866666666667,320.32,178.66,,,341.56666666666666,341.155,363.87,330.345,309.37,330.08,302.6,336.64,343.84,355.83,L8
2016-08-27 21:53:50+00:00,326.7033333333334,314.5233333333333,333.6166666666667,274.6,310.625,328.0833333333333,348.77666666666664,354.0133333333333,350.43333333333334,351.39000000000004,355.81,349.78499999999997,,350.255,364.03,324.83,341.075,329.40999999999997,318.73333333333335,309.6566666666667,314.94,321.93,171.87,,343.88,340.89666666666665,325.92,364.79499999999996,330.005,319.28999999999996,340.1,340.79,321.015,,332.845,L8
2016-09-12 21:53:54+00:00,321.63,312.90999999999997,330.1466666666667,261.045,291.83500000000004,320.68,341.69000000000005,346.9533333333334,339.90000000000003,346.3833333333334,353.20666666666665,347.04333333333335,,334.47,344.06,303.6366666666667,340.3333333333333,319.68666666666667,310.7733333333333,293.47,309.93333333333334,315.03666666666663,171.87,349.23,342.72,332.76,328.32000000000005,363.7,329.21,321.3833333333333,342.72333333333336,340.79,318.65000000000003,,306.89,L8
2016-12-17 21:53:55+00:00,323.0825,312.35499999999996,330.1466666666667,272.56666666666666,288.0466666666667,319.6775,340.7925,347.055,337.2625,345.345,351.355,345.055,,339.67333333333335,346.24,303.6366666666667,342.6225,321.6225,312.1275,297.3125,310.22,316.71999999999997,171.87,344.88,344.5366666666667,336.95,341.12000000000006,365.1,338.405,330.5425,345.455,347.475,318.65000000000003,358.92,316.09666666666664,L8
