dates,satname,nzd0243-0000,nzd0243-0001,nzd0243-0002,nzd0243-0004,nzd0243-0005,nzd0243-0006,nzd0243-0007,nzd0243-0008,nzd0243-0009,nzd0243-0003,nzd0243-0012,nzd0243-0013,nzd0243-0014,nzd0243-0015,nzd0243-0018,nzd0243-0019,nzd0243-0020,nzd0243-0023,nzd0243-0024,nzd0243-0026,nzd0243-0027,nzd0243-0028,nzd0243-0029,nzd0243-0031,nzd0243-0032,nzd0243-0033,nzd0243-0034,nzd0243-0010,nzd0243-0011,nzd0243-0016,nzd0243-0017,nzd0243-0021,nzd0243-0022,nzd0243-0025,nzd0243-0030
2018-07-16 21:52:51.323000,L8,363.41,350.41,361.64,355.48,365.62,384.80,384.42,383.98,381.12,308.82,388.29,390.80,387.42,387.58,393.66,398.58,402.72,390.40,391.99,398.67,399.83,390.93,386.47,346.01,338.52,345.51,353.91,387.30,383.93,396.62,397.55,407.23,399.08,394.03,359.52
2018-08-17 21:53:07.726000,L8,,,,306.08,325.88,351.82,356.70,355.49,345.19,,346.56,343.40,334.44,344.58,307.71,311.99,376.17,339.12,357.54,357.76,301.20,,,,,,,362.59,352.85,345.22,345.40,370.82,338.38,354.38,
2018-10-04 21:53:26.589000,L8,329.41,312.39,,305.10,318.11,343.79,346.49,332.67,322.38,,352.99,340.74,,,,,375.94,354.78,360.57,359.18,280.44,,,,,,,350.60,342.32,,,373.92,335.39,356.81,
2018-10-20 21:53:32.714000,L8,335.52,314.89,331.30,315.37,326.99,349.20,356.23,355.32,349.43,299.38,365.74,353.74,350.35,364.12,365.54,373.07,382.31,366.58,367.44,370.57,372.87,357.32,347.70,319.72,311.17,312.99,325.01,357.92,357.36,364.44,373.69,381.09,380.97,368.33,332.74
2018-11-05 21:53:36.088000,L8,355.11,322.62,346.77,335.51,340.81,383.91,365.61,365.45,364.03,320.18,387.00,384.73,386.78,378.28,390.72,389.45,405.58,388.45,381.58,384.56,383.67,373.51,362.17,331.89,321.06,323.08,334.22,369.17,367.27,379.72,400.97,,397.32,383.74,344.46
2019-05-16 21:53:15.907000,L8,323.95,318.13,331.83,324.16,330.71,353.08,352.66,350.70,344.18,,354.43,352.60,342.88,358.00,359.88,367.12,384.54,369.60,370.13,376.68,379.01,368.78,355.14,328.44,317.59,320.40,330.02,360.80,358.45,359.90,362.65,382.42,378.28,370.99,342.48
2019-06-17 21:53:30.969000,L8,345.03,325.77,344.07,341.83,356.24,389.89,386.61,382.96,380.04,292.55,381.59,393.66,387.39,375.97,382.90,388.80,399.77,392.75,390.22,395.15,393.74,395.26,377.43,340.40,328.69,331.30,340.50,397.93,384.24,409.07,407.17,407.29,403.14,399.30,356.25
2019-08-04 21:53:45.137000,L8,328.95,319.72,342.14,316.37,332.12,354.38,356.86,357.68,352.69,,361.05,355.78,341.90,352.91,302.20,365.30,383.44,360.58,365.99,371.13,374.34,357.81,340.98,322.35,308.60,318.39,325.95,365.10,363.13,352.21,347.80,383.34,348.05,368.63,341.59
2019-10-07 21:54:03.049000,L8,332.65,316.17,327.14,304.26,326.25,343.82,354.28,341.10,341.63,265.64,361.21,371.72,344.59,359.13,365.62,366.93,376.77,363.02,365.76,367.51,367.70,,,309.86,305.68,309.38,322.44,354.08,351.99,356.32,374.45,378.38,365.94,368.82,
2019-11-08 21:54:02.728000,L8,,,,290.47,319.19,339.38,346.11,334.37,338.91,,357.32,348.24,361.77,357.85,362.27,362.14,367.79,359.78,360.45,361.08,360.78,349.53,331.29,312.38,305.79,308.34,315.64,350.50,344.31,354.03,353.65,372.05,363.38,363.61,326.97
2019-11-24 21:53:59.608000,L8,331.18,307.87,,282.63,295.02,335.11,352.75,335.25,337.95,,357.92,351.06,368.86,360.49,364.68,362.42,372.85,363.09,361.16,364.51,364.67,351.98,340.73,315.53,308.22,309.71,311.74,350.52,346.33,359.16,365.07,374.25,367.51,366.46,330.69
2019-12-26 21:53:55.397000,L8,324.34,311.78,,294.67,326.13,342.11,351.23,342.06,343.72,,352.85,347.05,346.74,350.90,347.08,354.77,366.99,358.46,356.96,360.01,357.22,353.74,334.91,306.58,,,,352.93,353.53,347.14,350.67,370.51,346.42,361.35,331.67
2020-01-11 21:53:51.736000,L8,324.82,305.76,,290.95,323.63,346.61,351.68,340.77,344.71,,352.85,348.45,345.40,349.48,355.82,357.21,368.34,358.46,359.45,363.02,360.24,352.06,334.43,307.17,304.98,305.66,312.75,351.54,352.41,346.82,350.02,369.87,358.94,364.46,333.35
2020-01-27 21:53:47.263000,L8,,,,285.15,321.50,342.63,348.48,336.58,343.56,,351.34,342.02,336.64,342.58,341.90,352.52,361.00,354.73,354.15,356.37,293.27,,,,,,,351.78,349.13,341.15,345.77,351.89,340.37,354.70,
2020-02-12 21:53:42.905000,L8,,,,284.58,327.36,348.29,352.62,345.73,345.35,,349.28,346.15,340.65,347.30,355.50,354.92,370.60,358.49,360.35,365.08,362.65,353.37,331.01,305.44,282.86,303.20,317.09,355.62,356.00,347.44,350.61,366.59,358.72,364.21,330.76
2020-02-28 21:53:38.517000,L8,321.74,302.13,,288.27,330.94,353.36,356.50,351.46,351.92,,357.50,345.46,343.84,344.45,,350.75,367.70,354.12,354.19,359.03,,,,,,,,361.26,356.43,340.81,,336.93,336.72,358.86,
2020-03-31 21:53:22.236000,L8,,,,,,,,,,,,350.95,343.84,351.60,,,376.64,379.02,380.40,386.74,384.94,378.13,365.78,339.11,326.64,328.91,336.03,,,352.35,,387.84,386.04,383.64,350.90
2020-05-18 21:53:06.441000,L8,326.01,319.26,336.83,308.57,327.82,355.40,353.46,357.39,344.93,,346.45,355.73,336.90,357.11,,,,361.77,368.66,368.52,376.55,356.58,322.68,326.52,320.04,320.18,325.11,365.88,366.17,354.66,,,,367.51,343.53
2020-06-03 21:53:12.345000,L8,347.91,336.10,358.71,341.49,374.91,389.04,390.52,387.19,386.15,290.57,380.17,396.35,397.75,378.52,384.43,386.01,397.21,391.02,386.53,407.94,394.53,396.63,370.42,,,,,385.58,378.64,389.88,407.10,403.18,394.53,395.04,
2020-07-21 21:53:34.880000,L8,,,,,,,,,,,,,,356.41,376.35,384.01,392.03,384.54,378.74,392.32,391.61,390.40,380.09,343.53,334.01,333.73,345.03,,,377.16,376.42,393.45,391.87,384.30,354.56
2020-10-25 21:54:00.296000,L8,326.89,312.20,326.91,296.18,323.06,345.27,350.69,337.16,339.31,,356.06,362.02,350.40,358.83,362.74,360.79,368.54,360.88,361.59,361.55,364.97,348.92,326.27,309.97,311.62,311.02,318.40,347.62,344.57,357.52,364.69,372.17,359.58,365.18,
2020-11-10 21:53:57.133000,L8,,,,,,279.44,342.78,334.66,323.67,,359.32,353.57,375.67,368.16,369.58,367.42,379.63,368.71,367.86,375.22,375.09,360.83,,,314.59,319.20,324.96,349.77,349.39,366.97,375.90,380.27,376.85,370.97,
2020-11-26 21:54:00.815000,L8,,,,296.51,341.44,350.75,351.49,339.20,347.55,,366.52,376.81,376.69,366.94,370.39,367.36,379.05,370.45,368.89,374.16,372.28,363.18,352.27,324.84,316.25,317.42,327.26,347.14,340.81,369.12,378.62,380.48,374.74,372.35,337.66
2020-12-12 21:54:01.522000,L8,345.71,323.21,342.44,331.44,340.02,360.32,364.26,363.91,362.03,303.11,381.54,384.11,385.80,376.99,375.78,374.16,386.82,377.33,377.19,380.27,378.34,369.84,355.19,331.06,323.25,324.90,334.68,362.87,371.54,373.12,395.26,387.60,384.98,379.67,343.79
2021-01-29 21:53:48.540000,L8,327.50,308.78,312.60,291.13,332.62,352.94,355.30,353.60,352.69,,358.56,373.25,376.39,359.70,361.89,360.99,374.03,368.00,365.56,371.34,368.35,362.01,344.41,,,,,355.83,360.25,357.70,366.30,372.36,371.04,370.13,317.27
2021-04-03 21:53:26.137000,L8,,,,304.28,330.01,351.35,355.99,354.98,350.10,,356.38,355.56,344.93,351.98,358.62,358.44,378.08,362.10,363.38,368.08,370.49,353.07,336.39,322.14,309.83,314.77,324.75,355.54,356.79,347.98,354.08,372.46,351.81,366.52,335.59
2021-05-05 21:53:09.749000,L8,348.43,329.56,361.78,345.19,362.52,387.68,395.59,389.47,376.59,292.52,,407.40,407.00,377.34,401.99,396.73,,,,395.51,393.82,388.37,378.50,340.08,330.73,331.68,342.53,395.82,401.78,402.59,409.41,,,,352.65
2021-06-22 21:53:32.717000,L8,326.90,319.78,341.48,317.54,332.61,361.03,355.80,359.83,357.87,,340.81,350.74,343.74,350.33,305.58,358.13,380.20,363.86,365.18,372.11,375.66,,,326.32,313.81,318.83,,363.08,364.56,294.12,345.43,380.61,349.94,369.50,342.01
2021-07-08 21:53:34.932000,L8,323.13,318.49,333.56,298.23,329.49,354.03,354.89,355.51,349.59,,357.62,356.11,345.47,345.66,307.88,316.37,379.10,357.23,362.47,362.68,370.30,,,305.96,304.32,308.34,312.22,362.81,363.15,346.72,341.92,376.73,346.42,367.04,302.69
2021-08-09 21:53:47.526000,L8,329.70,312.91,336.90,305.96,332.39,362.89,357.33,356.68,357.88,,369.68,355.28,355.29,350.54,355.26,355.81,378.11,361.37,364.22,361.37,370.63,,,322.04,310.47,317.62,326.07,366.05,365.25,354.81,360.32,380.32,354.52,369.47,335.56
2021-09-10 21:53:56.812000,L8,,,,291.78,324.93,346.72,351.78,338.39,342.96,,346.05,344.81,341.58,342.36,303.27,312.45,359.17,351.25,358.91,325.76,286.29,,,,,,,352.97,350.54,347.84,346.92,368.77,335.81,359.24,
2021-10-12 21:54:05.415000,L8,347.27,328.62,345.20,336.11,341.36,363.39,368.67,369.35,360.90,307.93,373.15,387.88,387.80,374.85,381.00,376.15,350.42,,,,,369.30,354.47,325.56,325.35,327.47,335.25,363.95,365.58,379.11,381.02,283.82,,,345.27
2021-12-23 21:53:57.848000,L9,,,,292.80,322.59,341.48,347.19,335.35,341.33,,352.37,346.88,348.23,351.76,356.33,356.42,361.03,359.50,358.82,356.34,356.69,348.93,331.44,305.93,307.80,,,347.29,345.69,350.76,345.43,367.52,359.62,350.65,331.85
2021-12-31 21:53:55.291000,L8,366.15,322.38,340.32,329.08,338.79,379.13,365.66,361.48,361.62,318.98,375.51,386.96,383.55,381.61,374.89,375.00,387.43,377.30,372.23,375.08,376.10,368.42,357.44,325.06,321.23,317.21,334.56,362.48,362.25,374.75,389.42,380.07,380.46,365.75,343.15
2022-01-08 21:53:55.798000,L9,325.97,313.22,317.41,288.70,324.52,343.17,348.18,337.24,343.64,,347.72,346.62,347.89,353.88,357.21,356.65,364.19,362.32,359.77,361.34,356.53,341.60,311.83,309.36,310.12,303.29,,348.15,349.46,350.60,348.65,368.82,362.36,353.75,330.79
2022-02-01 21:53:48.690000,L8,367.53,325.17,340.99,349.06,376.46,389.96,396.90,389.73,372.73,303.45,373.06,377.66,335.76,325.98,298.23,368.44,362.29,363.16,382.23,375.46,376.80,369.23,370.83,328.62,327.04,326.24,,378.62,374.50,346.79,355.01,379.11,359.91,368.97,347.56
2022-03-05 21:53:40.654000,L8,,,,294.64,324.19,346.83,352.01,337.36,345.65,,349.04,343.95,344.06,346.21,357.79,357.94,367.33,357.90,360.63,361.07,357.07,349.85,324.71,311.05,307.07,310.04,323.72,351.24,347.77,350.31,345.40,368.93,360.18,352.76,331.85
2022-04-14 21:53:31.437000,L9,335.90,321.05,340.50,322.66,336.72,361.33,360.77,362.63,360.46,263.32,368.16,374.38,376.71,358.12,370.74,372.13,388.82,374.79,371.39,375.45,373.46,,,,,,,364.67,368.30,368.36,360.48,383.83,381.19,366.34,
2022-04-30 21:53:24.906000,L9,,,,309.31,335.11,356.85,357.07,357.24,357.10,,363.68,370.33,351.84,353.83,365.23,367.71,382.62,367.94,368.27,369.63,376.88,363.54,341.56,328.19,320.03,323.08,329.66,361.88,359.90,362.03,353.28,380.80,376.05,360.12,343.02
2022-05-16 21:53:14.305000,L9,340.22,323.65,345.59,333.20,343.68,365.85,358.12,356.84,346.44,260.22,344.43,350.85,349.68,351.26,,,,,,,,,,,,,,361.15,359.74,354.76,,,,,
2022-05-24 21:53:36.556000,L8,325.67,317.19,337.02,307.42,327.28,353.58,354.09,360.67,353.11,,339.24,351.38,342.87,347.32,358.80,365.62,382.61,367.41,365.03,373.82,377.15,362.90,342.88,325.05,317.15,320.91,327.69,362.38,359.61,356.10,346.36,376.36,376.94,357.80,343.72
2022-06-09 21:53:47.431000,L8,,,,302.10,326.23,354.14,355.82,361.27,356.45,,343.87,,,,,,,,,377.50,379.18,369.08,347.51,326.62,311.02,323.28,329.96,366.65,357.40,,,,,312.80,344.42
2022-06-25 21:53:54.601000,L8,,,,301.80,330.43,354.01,354.61,357.97,351.89,,339.38,350.39,343.41,,304.28,316.64,381.35,357.28,365.42,367.61,375.84,357.52,333.93,321.39,313.71,319.67,,363.56,357.02,,291.18,378.85,346.47,357.33,340.48
2022-07-03 21:53:32.375000,L9,322.84,304.00,327.85,305.84,332.37,354.76,355.37,357.29,351.45,,348.74,359.09,346.82,345.44,317.41,351.29,382.29,360.18,366.97,373.84,378.05,360.14,342.18,324.19,312.95,319.98,325.62,364.25,358.22,359.41,336.14,378.83,355.28,362.02,342.11
2022-07-27 21:54:03.392000,L8,,,,324.39,335.71,360.40,359.41,362.98,360.80,,351.05,360.42,354.51,357.25,359.53,365.41,382.76,364.95,368.78,,,,,325.09,315.71,319.24,317.94,366.59,363.01,368.77,355.20,379.34,358.68,358.42,
2022-08-04 21:53:47.033000,L9,,,,307.25,330.22,356.31,355.45,355.51,353.78,,346.58,354.37,350.98,348.20,355.83,366.12,383.41,362.66,367.17,373.72,376.77,361.70,347.32,323.24,312.60,319.90,327.95,363.49,357.86,362.77,329.81,383.64,358.26,360.15,342.93
2022-08-12 21:54:11.286000,L8,,,,,,,,,,,,,,,,,,,,,418.88,413.81,406.58,364.30,358.35,356.35,372.55,,,,,,,,379.11
2022-08-20 21:53:53.868000,L9,,,,299.25,329.05,351.11,353.75,350.45,349.37,,347.86,365.14,351.84,346.77,358.14,361.29,379.20,356.19,365.28,369.82,373.51,358.62,348.51,324.44,315.91,320.97,331.81,357.39,353.55,360.85,350.26,377.59,355.35,359.52,339.58
2022-09-05 21:53:54.124000,L9,335.04,316.12,337.64,309.06,329.22,351.55,356.89,356.03,352.67,,345.73,353.58,345.03,353.28,359.90,366.78,380.87,360.06,368.86,367.98,376.60,357.02,332.85,326.13,315.28,316.37,324.96,357.05,353.58,366.54,350.55,379.06,350.80,357.25,341.72
2022-10-23 21:54:07.910000,L9,350.12,325.98,347.14,337.77,347.19,368.48,371.25,366.99,367.70,300.85,368.50,401.21,386.88,379.34,383.55,386.86,393.69,384.12,381.32,381.26,384.42,375.93,361.26,334.58,325.96,327.31,334.42,365.95,368.84,395.22,400.64,395.36,389.06,370.89,347.41
2022-11-24 21:54:07.607000,L9,332.15,317.09,328.80,301.84,333.12,349.67,353.13,352.72,353.74,,354.28,371.74,374.74,365.10,362.23,368.62,380.69,368.04,367.52,367.56,374.57,359.95,349.54,323.54,314.83,315.61,325.63,353.30,355.19,366.46,359.22,378.29,377.21,362.15,339.08
2023-01-19 21:53:58.846000,L8,365.90,333.02,348.75,338.58,349.96,371.71,368.55,387.01,370.53,308.84,373.84,383.57,387.85,400.48,385.00,386.10,390.74,395.90,384.30,389.56,392.18,383.17,371.51,344.97,334.81,335.79,345.49,367.35,370.71,389.54,392.63,397.91,397.42,383.04,354.73
2023-02-20 21:53:49.750000,L8,349.92,330.50,354.82,336.58,346.90,370.29,383.99,376.19,369.60,305.13,370.82,400.75,389.92,379.58,384.94,388.09,397.32,382.76,379.94,386.83,389.67,383.78,369.70,339.50,328.48,330.50,338.99,363.85,369.29,378.61,392.99,405.73,388.90,377.40,352.13
2023-02-28 21:53:56.178000,L9,369.63,362.26,371.79,363.01,365.82,367.93,372.59,376.17,383.96,337.07,398.21,406.83,408.65,406.59,409.75,403.81,,,395.65,366.77,391.68,373.23,285.14,362.52,344.04,390.58,307.74,384.26,394.31,396.76,408.85,,,392.13,372.24
2023-03-08 21:53:38.861000,L8,339.20,317.62,343.28,320.56,335.34,354.62,359.75,356.27,355.60,282.49,356.90,376.11,354.01,366.16,372.52,378.09,390.26,375.25,370.44,377.37,380.84,371.23,358.64,330.98,324.12,324.28,332.04,354.49,357.21,370.41,364.86,394.90,386.16,368.61,345.33
2023-03-24 21:53:30.443000,L8,328.74,311.63,,291.82,322.29,346.93,347.15,341.67,340.86,,346.48,349.15,347.22,354.27,363.01,365.56,380.73,366.72,365.16,370.53,374.60,361.71,345.78,324.68,316.74,319.00,323.03,347.75,342.41,356.27,354.86,376.20,378.15,361.60,340.79
2023-04-09 21:53:15.505000,L8,320.18,,,,,,,,,,362.39,371.26,356.20,365.30,366.25,309.05,371.30,389.26,377.08,374.64,381.69,372.59,363.12,336.56,324.48,324.73,333.63,352.71,359.98,363.49,367.00,386.51,396.87,366.38,349.05
2023-05-11 21:52:58.358000,L8,331.98,319.69,339.29,315.77,329.47,353.68,354.47,356.48,350.74,,349.81,360.35,348.30,361.97,371.24,378.32,389.27,374.11,370.88,380.07,381.52,370.30,353.83,335.13,323.12,322.81,331.31,357.57,353.81,365.40,363.64,381.72,382.61,369.11,347.92
2023-05-27 21:52:59.216000,L8,326.22,315.64,337.61,,,,311.82,356.51,343.13,,,,,,370.43,375.31,383.32,360.78,,288.16,377.98,361.76,347.63,330.36,319.28,320.34,309.39,358.06,,,335.62,378.43,377.70,,346.52
2023-06-12 21:53:07.226000,L8,330.63,312.41,336.02,314.30,328.92,359.93,346.36,357.98,350.85,,,,,,,,,370.69,373.32,381.22,385.28,370.98,358.17,337.64,322.17,325.22,327.67,363.90,,,,,380.95,371.52,349.82
2023-07-14 21:53:22.893000,L8,,,,,,,,,,,,350.57,337.69,356.29,356.30,372.96,383.99,357.84,364.84,375.34,377.74,357.48,341.34,327.53,312.97,318.75,,,,285.39,351.98,377.12,377.36,366.59,343.24
2023-07-22 21:53:15.800000,L9,338.92,318.36,339.57,,,,,,344.30,,,,,,,,,,,,,,,,,,,365.58,332.23,,,,,,
2023-07-30 21:53:30.466000,L8,324.80,311.42,328.41,285.92,329.11,351.81,341.49,341.82,345.11,,,353.57,343.76,353.46,355.88,369.29,383.39,356.17,365.70,374.57,378.12,356.45,343.10,329.98,316.09,321.19,327.60,353.26,,354.20,354.73,381.67,375.49,366.88,344.74
2023-08-07 21:53:26.257000,L9,327.48,310.43,328.66,287.81,324.29,353.08,344.00,344.25,345.96,,,,348.82,355.99,355.34,371.13,388.14,359.52,366.92,376.01,378.74,360.40,351.98,329.62,316.95,319.26,327.13,354.33,,357.01,352.89,384.02,377.57,368.23,345.16
2023-08-23 21:53:32.316000,L9,,,,271.62,318.92,346.87,319.95,340.86,320.83,,330.73,345.51,343.63,352.90,316.20,365.90,379.61,354.12,361.72,370.55,374.18,354.77,337.70,328.30,321.46,321.08,325.29,347.30,,350.87,352.10,375.75,349.83,363.60,341.90
2023-08-31 21:53:40.223000,L8,,,,,316.81,347.01,330.84,334.61,337.71,,343.43,343.11,345.42,351.16,309.02,338.39,378.37,351.12,360.07,363.94,342.75,,,323.47,313.52,313.40,322.33,346.06,302.30,349.59,351.48,350.74,346.50,360.09,338.03
2023-09-16 21:53:44.465000,L8,,,,263.02,311.59,339.14,324.22,332.79,308.71,,,,,358.75,355.82,366.96,378.02,357.45,363.55,368.28,,,,323.70,314.04,317.42,314.94,,,356.63,355.51,370.73,377.00,362.86,335.62
2023-10-02 21:53:47.913000,L8,355.78,338.45,357.49,343.55,347.28,389.83,400.18,391.72,396.64,308.50,394.88,406.22,407.39,407.81,,,,,323.06,379.48,377.26,393.57,379.85,368.74,343.51,359.04,347.09,372.05,383.19,424.36,,,,339.22,
2023-10-18 21:53:49.019000,L8,354.05,334.27,356.30,340.55,342.12,367.06,367.28,372.65,361.36,306.10,378.77,388.88,384.32,382.32,390.32,386.41,399.12,391.61,381.51,390.87,392.69,380.44,364.00,340.09,330.43,334.61,339.14,359.88,362.67,387.00,402.31,404.13,397.00,383.58,351.53
2023-11-03 21:53:52.735000,L8,378.88,354.19,378.13,381.71,376.97,395.37,403.08,394.57,391.87,376.07,387.77,400.28,406.95,407.92,407.07,401.09,,,,409.43,415.46,402.10,388.82,351.79,343.81,349.11,352.07,395.45,379.73,402.05,407.17,,,,364.62
2023-11-11 21:53:51.231000,L9,335.59,316.03,326.53,285.70,318.63,340.12,338.03,333.89,341.08,,349.89,347.04,351.16,354.81,358.19,361.58,367.10,365.22,361.13,363.60,364.16,348.35,331.69,318.12,310.91,313.73,324.71,345.68,333.94,358.50,360.70,372.86,370.98,359.08,333.75
2023-11-27 21:53:59.270000,L9,349.87,329.43,344.82,335.69,337.89,356.53,360.02,358.50,355.14,303.27,366.07,389.78,382.00,378.06,377.28,379.88,387.56,380.70,373.47,385.72,385.18,375.87,355.65,334.65,326.34,328.50,335.27,356.66,350.95,379.71,393.09,394.90,388.07,377.12,349.25
2023-12-13 21:53:58.396000,L9,335.90,315.99,335.56,292.49,321.05,342.96,342.40,336.23,344.04,273.56,351.12,351.14,351.60,355.58,356.69,363.32,372.45,367.55,361.38,367.06,369.93,356.47,340.04,321.11,312.53,313.52,322.36,346.16,337.10,361.16,361.93,374.01,373.07,360.63,335.84
2024-01-22 21:53:44.081000,L8,,,,,,,,,,,,,,,,,,,,,,420.66,409.15,360.86,370.97,365.61,361.19,,,,,,,,374.14
2024-02-07 21:53:46.753000,L8,350.63,330.49,354.29,335.61,345.89,368.12,399.58,368.76,365.22,307.35,379.55,398.48,396.03,381.76,384.38,383.49,393.12,383.46,380.81,386.89,387.72,381.81,369.38,333.73,326.55,330.85,337.70,363.15,368.55,378.22,402.90,394.60,389.48,380.14,350.56
2024-02-15 21:53:54.385000,L9,325.52,303.70,,268.77,319.14,346.27,337.39,334.41,344.60,,347.38,347.58,349.92,348.91,356.80,360.76,371.65,362.86,360.10,364.45,366.85,350.78,338.39,313.95,309.69,314.34,322.54,346.10,332.89,351.31,355.39,367.47,368.62,359.12,335.86
2024-02-23 21:53:43.093000,L8,331.86,311.50,,287.06,319.19,343.98,344.16,339.96,344.71,,346.72,352.78,350.14,355.55,360.00,363.28,376.46,364.94,361.88,367.22,370.07,356.17,340.11,318.96,311.73,315.22,326.36,348.16,335.05,357.15,361.69,370.32,370.63,360.57,335.07
2024-03-10 21:53:31.716000,L8,,,,,,,,,,,,,,,,,,,,,,416.72,400.78,360.25,344.18,347.29,349.58,,,,,,,,375.25
2024-03-18 21:53:49.665000,L9,329.95,308.91,,289.94,320.24,346.72,336.70,343.60,339.05,,347.46,351.65,352.68,359.86,363.64,368.73,380.77,371.63,367.77,376.80,377.28,364.95,350.49,321.47,312.63,316.06,322.04,346.00,321.83,361.51,363.58,377.32,379.35,367.00,341.87
2024-03-26 21:53:16.812000,L8,331.75,313.92,323.11,286.07,321.57,344.27,341.80,338.78,343.00,,346.59,353.76,350.99,353.68,360.95,363.11,379.30,367.28,364.42,370.60,372.38,358.32,347.45,318.38,310.32,317.37,326.60,349.47,330.67,359.11,361.36,373.76,374.39,363.74,338.67
2024-04-27 21:53:04.874000,L8,328.53,317.61,331.14,294.89,326.41,350.83,341.57,348.63,348.73,,346.32,358.33,351.43,356.76,363.75,367.72,379.80,371.02,367.40,376.91,377.18,365.75,348.41,323.79,313.31,321.09,328.20,353.76,351.20,360.95,363.42,378.29,379.13,368.88,342.58
2024-05-05 21:53:16.802000,L9,,,,,321.96,348.94,339.17,342.47,345.72,,340.63,355.86,347.12,351.17,360.20,362.36,378.24,365.15,363.71,371.49,371.81,357.97,339.09,315.12,307.41,315.65,323.97,307.49,317.30,355.31,360.74,370.40,376.27,365.37,338.39
2024-05-21 21:53:07.832000,L9,,,,321.56,328.94,349.19,318.35,359.61,361.07,,365.93,,,,,,,389.29,381.50,385.71,379.40,,301.81,337.71,321.74,327.79,334.12,370.07,364.24,,,392.08,390.28,380.15,345.72
2024-05-29 21:52:42.839000,L8,321.62,316.60,327.80,,329.58,351.51,318.18,351.20,324.51,,346.09,361.97,348.10,357.78,361.78,365.86,382.99,364.40,363.84,376.11,375.92,360.21,344.88,323.50,311.13,319.46,309.19,353.15,324.34,356.47,363.80,377.44,377.53,368.32,342.60
2024-06-06 21:53:01.632000,L9,,,,289.68,321.78,358.69,321.22,356.45,354.55,,354.32,362.18,359.23,360.40,366.54,372.36,377.43,328.35,346.70,365.47,,,,324.87,298.41,322.22,328.90,362.64,354.60,364.50,361.72,302.73,334.01,361.01,340.27
2024-07-08 21:53:01.737000,L9,326.94,315.84,327.06,,329.84,356.04,343.42,353.66,350.51,,358.90,360.94,354.98,352.15,360.36,366.07,384.24,367.00,365.62,380.67,379.23,360.44,345.89,328.91,304.19,321.58,326.64,362.43,349.64,361.49,367.02,379.55,376.49,372.96,342.88
2024-07-24 21:53:05.581000,L9,329.88,317.31,331.29,,332.07,353.35,344.76,354.31,347.92,,357.28,361.32,353.86,356.93,357.97,365.50,382.01,364.46,364.23,379.75,378.33,356.95,345.60,328.76,309.74,321.48,327.49,361.32,349.54,360.73,367.69,379.82,376.60,371.35,342.27
2024-08-17 21:53:23.694000,L8,328.12,320.63,336.16,,327.12,348.12,333.41,349.09,344.32,,344.96,355.84,354.79,355.71,360.19,354.04,378.97,355.63,356.52,369.57,369.76,,,323.17,309.08,316.07,,348.77,311.80,354.60,364.55,372.75,351.18,365.78,334.89
2024-09-02 21:53:32.174000,L8,344.43,331.75,346.61,333.21,345.60,369.98,368.63,368.72,390.70,292.67,377.08,400.68,391.66,376.80,381.18,384.37,397.72,386.70,384.70,396.50,391.84,387.01,367.57,345.43,330.73,332.34,341.73,372.50,368.85,387.35,410.88,412.18,388.99,383.91,352.45
2024-09-10 21:53:28.798000,L9,330.83,317.11,337.58,279.81,330.33,349.05,347.26,351.12,346.09,,352.91,365.33,374.98,362.84,369.38,368.20,377.81,363.40,363.43,374.44,374.35,355.74,311.78,326.94,314.85,320.57,327.78,350.33,344.66,363.94,370.91,376.84,328.84,365.54,335.58
2024-10-04 21:53:32.935000,L8,376.62,369.98,385.24,358.62,,,,,,390.59,,,,,,,,,,,,412.66,398.47,356.30,347.57,347.77,355.05,,,,,,,,369.45
2024-10-12 21:53:39.268000,L9,336.11,315.90,331.56,,324.41,348.40,345.32,341.73,348.12,,360.97,366.43,374.94,362.73,367.19,367.99,379.22,370.01,364.22,372.06,370.76,352.04,339.38,320.73,310.33,315.16,325.50,348.95,344.10,365.92,371.92,376.46,376.29,366.58,333.63
2024-10-28 21:53:49.531000,L9,354.85,332.92,350.02,335.61,347.43,375.22,370.02,369.23,368.59,313.75,382.07,396.64,403.65,384.18,394.06,389.66,395.50,391.16,385.83,395.44,392.05,385.35,366.92,337.73,326.95,329.91,339.90,364.58,368.59,389.22,407.90,402.70,395.98,391.10,349.92
2024-11-21 21:53:48.742000,L8,,,,281.52,331.46,349.37,352.26,348.19,348.46,,339.31,351.67,379.51,371.91,370.73,369.88,380.74,372.93,360.08,361.85,371.99,360.63,348.78,327.62,,,,326.56,337.34,370.56,368.32,375.63,378.79,358.69,338.61
2024-12-23 21:53:43.692000,L8,,,,262.09,317.97,340.85,338.23,333.20,340.52,,337.38,347.31,350.18,346.17,357.60,355.58,361.00,362.50,355.42,361.22,356.28,346.32,332.74,308.21,305.16,305.57,,347.70,339.50,349.42,359.73,351.62,357.43,360.43,329.32
2024-12-31 21:53:47.312000,L9,,,,,,,339.80,350.33,356.36,,358.23,370.96,368.95,367.35,371.65,370.02,382.21,373.18,363.77,375.28,373.02,366.50,357.55,328.20,318.66,320.65,319.94,359.32,357.65,373.14,393.51,378.04,377.69,366.47,345.07
