dates,nzd0025-0000,nzd0025-0001,nzd0025-0002,nzd0025-0003,nzd0025-0004,nzd0025-0005,nzd0025-0006,nzd0025-0007,nzd0025-0008,nzd0025-0009,nzd0025-0010,nzd0025-0011,nzd0025-0012,nzd0025-0013,nzd0025-0014,nzd0025-0015,nzd0025-0016,nzd0025-0017,nzd0025-0018,nzd0025-0019,nzd0025-0020,nzd0025-0021,nzd0025-0022,nzd0025-0023,nzd0025-0024,nzd0025-0025,nzd0025-0026,nzd0025-0027,nzd0025-0028,nzd0025-0029,nzd0025-0030,nzd0025-0031,nzd0025-0032,nzd0025-0033,nzd0025-0034,nzd0025-0035,nzd0025-0036,nzd0025-0037,nzd0025-0038,nzd0025-0039,nzd0025-0040,nzd0025-0041,nzd0025-0042,nzd0025-0043,nzd0025-0044,nzd0025-0045,nzd0025-0046,nzd0025-0047,nzd0025-0048,nzd0025-0049,nzd0025-0050,nzd0025-0051,nzd0025-0052,nzd0025-0053,nzd0025-0054,nzd0025-0055,nzd0025-0056,nzd0025-0057,nzd0025-0058,nzd0025-0059,nzd0025-0060,nzd0025-0061,nzd0025-0062,nzd0025-0066,nzd0025-0067,nzd0025-0068,nzd0025-0069,nzd0025-0070,nzd0025-0071,nzd0025-0072,nzd0025-0073,nzd0025-0074,nzd0025-0075,nzd0025-0076,nzd0025-0077,nzd0025-0078,nzd0025-0079,nzd0025-0080,nzd0025-0081,nzd0025-0082,nzd0025-0083,nzd0025-0084,nzd0025-0085,nzd0025-0086,nzd0025-0087,nzd0025-0088,nzd0025-0089,nzd0025-0090,nzd0025-0091,nzd0025-0092,nzd0025-0093,nzd0025-0094,nzd0025-0095,nzd0025-0063,nzd0025-0064,nzd0025-0065,satname
2024-04-15 22:17:28+00:00,221.53428571428574,229.31,221.00142857142856,211.20571428571427,224.92285714285714,221.25714285714284,210.01166666666668,208.10166666666666,201.418,183.99,206.48,206.06,206.26,212.05333333333337,215.72000000000003,221.31999999999996,213.27,211.825,202.4,235.6,227.18,196.52,212.02,215.82,217.74,202.58,201.82,208.43,208.65,194.38,,,208.43,202.81,231.01,215.65,228.22,227.67,213.65,215.56,208.08,213.75,234.53,238.34,241.9,236.24,,235.25,235.88,243.07,247.2,246.4,,226.09,219.83,224.99,230.9,209.34,191.3,222.27,216.63,,212.15,238.48,233.45,219.04,183.92,,,230.25,226.32,223.25,203.71,,219.62,205.5,226.02,,,,,,,,,,,,,285.26,262.72,,,213.77,239.33,,L9
2024-04-23 22:17:03+00:00,224.34250000000003,231.12125,223.60999999999999,214.53375,226.125,222.42874999999998,211.74571428571429,209.7042857142857,204.89833333333334,189.87833333333333,209.32,207.84666666666666,207.16666666666666,212.6575,214.9425,218.92333333333332,211.74666666666667,212.63333333333333,204.12,222.215,216.935,196.52,212.02,215.82,217.74,202.58,201.82,208.43,208.65,194.38,,,208.43,201.885,219.49,212.05,221.325,223.3,213.65,215.56,208.08,213.75,217.68,227.39499999999998,232.95,227.36,,235.25,235.88,243.07,247.2,246.4,,226.09,219.83,224.99,230.9,209.34,191.3,222.27,216.63,,212.15,238.48,233.45,219.04,183.92,,,230.25,226.32,223.25,203.71,,219.62,205.5,226.02,,,,,,,,,,,,,285.26,262.72,,,213.77,239.33,,L8
2024-05-01 22:17:11+00:00,226.04444444444445,232.02222222222224,225.32444444444442,216.88666666666666,226.4177777777778,222.78666666666666,213.07000000000002,210.6975,206.6542857142857,192.6257142857143,208.67333333333332,208.065,206.965,211.67800000000003,213.75,218.92333333333332,211.74666666666667,212.63333333333333,204.12,222.215,216.935,196.52,212.02,215.82,217.74,202.58,201.82,208.43,208.65,194.38,,,208.43,201.885,219.49,212.05,221.325,223.3,213.65,215.56,208.08,213.75,217.68,227.39499999999998,232.95,227.36,,235.25,235.88,243.07,247.2,246.4,,226.09,219.83,224.99,230.9,209.34,191.3,222.27,216.63,,212.15,238.48,233.45,219.04,183.92,,,230.25,226.32,223.25,203.71,,219.62,205.5,226.02,,,,,,,,,,,,,285.26,262.72,,,213.77,239.33,,L9
2024-05-17 22:17:03+00:00,227.13000000000002,232.26399999999998,224.39499999999998,215.099,226.042,222.78666666666666,213.07000000000002,210.6975,206.6542857142857,192.6257142857143,208.67333333333332,208.065,206.965,211.67800000000003,213.75,218.92333333333332,211.74666666666667,212.63333333333333,204.12,222.215,216.935,196.52,212.02,215.82,217.74,202.58,201.82,208.43,208.65,194.38,,,208.43,200.96666666666667,215.45000000000002,211.10666666666665,218.64666666666668,220.98000000000002,199.97500000000002,215.56,208.08,213.75,212.16666666666666,222.76333333333332,228.89000000000001,215.03666666666666,212.93,229.215,227.715,231.82,233.69,235.8,197.8,226.09,219.83,224.99,230.9,209.34,191.3,222.27,216.63,,212.15,238.48,233.45,219.04,183.92,,,230.25,226.32,223.25,203.71,,219.62,205.5,226.02,,,,,,,,,242.45,242.6,243.28,,285.26,262.72,,,213.77,239.33,,L9
2024-07-12 22:17:00+00:00,233.4455555555556,235.9811111111111,228.46555555555557,220.87666666666667,229.23666666666668,226.15875,216.7785714285714,214.26,211.87285714285716,197.46857142857147,209.15,209.046,207.58200000000002,211.845,213.54,216.89,211.4475,212.335,202.15,219.48666666666668,211.53,196.52,212.02,198.99,217.115,203.06,198.14999999999998,202.47500000000002,199.76,183.55,,,200.38,201.635,213.5975,210.365,217.4125,220.5,197.01666666666665,207.10500000000002,208.08,213.75,210.8325,221.14499999999998,226.965,217.1725,214.845,227.40333333333334,225.0,228.69666666666663,230.79333333333332,232.9433333333333,200.43,214.86,219.83,224.99,230.9,209.34,191.3,222.27,216.63,,212.15,238.48,233.45,219.04,183.92,,,230.25,226.32,223.25,203.71,,219.62,205.5,226.02,,,,,,,,,243.87,244.35,244.14499999999998,250.68,267.93,257.19,196.99,212.53,213.77,239.33,,L8
2024-08-21 22:17:19+00:00,230.57714285714286,237.31285714285715,227.82571428571427,220.10714285714286,227.89285714285714,224.48666666666668,219.545,215.81333333333336,212.16166666666666,199.96833333333333,209.15,209.8475,207.955,210.78749999999997,210.775,212.45999999999998,209.625,212.84500000000003,202.02500000000003,211.43,203.705,,,182.16,216.49,203.54,194.48,196.52,190.87,172.72,,,192.33,201.24333333333334,207.79333333333332,208.60333333333335,213.80999999999997,218.11,188.7,198.65,,,202.93333333333337,215.4133333333333,221.98666666666668,210.8166666666667,214.845,223.48000000000002,219.56,221.50999999999996,222.59,226.21499999999997,200.43,203.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.87,244.35,244.14499999999998,250.68,250.6,251.66,196.99,212.53,,,,L9
2024-08-29 22:17:21+00:00,231.44125,237.3,228.86499999999998,221.67875,227.855,224.69285714285712,219.91000000000003,216.33857142857144,212.70857142857145,201.39142857142858,208.93800000000002,209.798,207.73000000000002,210.38199999999998,210.504,212.02999999999997,208.97333333333336,210.27,202.02500000000003,211.43,203.705,,,182.16,216.49,203.54,194.48,196.52,190.87,172.72,,,192.33,201.24333333333334,207.79333333333332,208.60333333333335,213.80999999999997,218.11,188.7,198.65,,,202.93333333333337,215.4133333333333,221.98666666666668,210.8166666666667,214.845,223.48000000000002,219.56,221.50999999999996,222.59,226.21499999999997,200.43,203.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.87,244.35,244.14499999999998,250.68,250.6,251.66,196.99,212.53,,,,L8
2024-11-01 22:17:31+00:00,229.95,235.47200000000004,224.96599999999998,216.314,225.73000000000002,223.83249999999998,218.9025,215.5875,209.745,199.97750000000002,209.33500000000004,211.28500000000003,208.44000000000005,210.71999999999997,210.95499999999998,210.97999999999996,209.11,208.28000000000003,198.21,214.03,200.72,,,182.16,216.49,203.54,194.48,196.52,190.87,172.72,,,192.33,201.385,207.70499999999998,208.68,213.5,217.7,188.7,198.65,,,203.985,214.89499999999998,220.98000000000002,206.985,214.845,223.48000000000002,219.56,221.50999999999996,222.59,226.21499999999997,200.43,203.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.87,244.35,244.14499999999998,250.68,250.6,251.66,196.99,212.53,,,,L8
2024-11-25 22:17:51+00:00,224.244,233.734,224.26799999999997,217.462,223.834,221.87199999999999,216.456,213.814,204.554,197.038,205.42333333333332,201.29333333333332,205.5666666666667,206.91,207.07000000000002,210.97999999999996,209.11,208.28000000000003,198.21,214.03,200.72,,,182.16,216.49,203.54,194.48,196.52,190.87,172.72,,,192.33,203.64,208.04,208.14,213.71,219.06,191.1,198.65,,,206.83,216.29,221.19,223.58,216.76,223.78,219.57,222.45,225.0,227.23,203.06,203.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.29,246.1,245.01,250.68,250.6,251.66,196.99,212.53,,,,L9
2024-12-03 22:17:45+00:00,221.54333333333332,231.95333333333335,222.53166666666667,215.11166666666668,222.02833333333334,220.73666666666665,214.24666666666667,212.6866666666667,201.29,195.01166666666668,205.42333333333332,201.29333333333332,205.5666666666667,206.91,207.07000000000002,210.97999999999996,209.11,208.28000000000003,198.21,214.03,200.72,,,182.16,216.49,203.54,194.48,196.52,190.87,172.72,,,192.33,203.64,208.04,208.14,213.71,219.06,191.1,198.65,,,206.83,216.29,221.19,223.58,216.76,223.78,219.57,222.45,225.0,227.23,203.06,203.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.29,246.1,245.01,250.68,250.6,251.66,196.99,212.53,,,,L8
2025-01-12 22:17:45+00:00,215.40333333333334,228.82333333333335,216.90833333333333,208.44833333333335,217.59833333333336,217.56833333333336,209.49666666666667,209.92500000000004,194.71333333333334,188.71,202.84499999999997,195.45499999999998,203.32500000000002,204.02499999999998,204.36,211.17,207.67,205.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-02-05 22:17:39+00:00,218.20000000000002,229.3542857142857,218.4842857142857,211.40000000000003,218.99571428571429,218.22142857142856,210.7057142857143,210.83285714285716,197.75142857142856,190.74428571428572,202.85,199.09666666666666,204.23000000000002,204.54999999999998,205.48333333333335,209.39,206.95999999999998,204.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2025-03-01 22:17:39+00:00,213.79833333333332,226.3216666666667,214.34833333333333,206.955,212.8216666666667,214.62666666666667,203.9,206.94166666666663,188.53333333333333,188.23,200.23,193.845,202.93,202.445,203.51500000000001,207.61,206.25,203.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-03-09 22:17:26+00:00,216.94,227.0942857142857,216.3557142857143,206.66714285714286,214.76142857142858,215.47857142857146,205.6314285714286,207.83999999999997,192.0157142857143,187.90333333333334,201.19333333333336,189.10999999999999,203.74333333333334,204.10333333333332,204.59666666666666,206.35000000000002,205.89499999999998,203.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2025-04-18 22:17:25+00:00,219.81375,228.59875,218.54874999999998,209.79375000000002,215.925,213.06,204.065,207.57874999999999,190.6025,187.90333333333334,201.19333333333336,189.10999999999999,203.74333333333334,204.10333333333332,204.59666666666666,206.35000000000002,205.89499999999998,203.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-05-04 22:17:17+00:00,222.71,230.51624999999999,220.77375,212.44375000000002,217.33875,214.1825,206.35999999999999,209.96749999999997,191.08571428571426,188.28,201.19333333333336,189.10999999999999,203.74333333333334,204.10333333333332,204.59666666666666,209.52,208.74333333333334,207.0533333333333,205.28,208.03,194.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
