dates,satname,nzd0555-0000,nzd0555-0001,nzd0555-0002,nzd0555-0003,nzd0555-0004,nzd0555-0005,nzd0555-0006,nzd0555-0007
2003-10-07 21:58:35.519000,L5,260.15,230.34,221.59,207.24,193.12,209.08,222.96,233.97
2003-12-26 21:59:30.091000,L5,300.22,265.62,260.73,254.77,261.71,261.36,265.07,279.49
2004-01-27 21:59:38.149000,L5,,,,187.49,183.60,178.04,190.87,224.34
2004-03-31 21:59:59.745000,L5,,,,,,,,176.45
2005-01-13 22:06:52.927000,L5,266.40,236.18,223.38,216.75,220.43,226.24,231.97,245.70
2005-02-14 22:07:21.106000,L5,251.11,239.26,226.83,,,,,
2005-09-10 22:08:55.708000,L5,,,,,,,201.06,180.78
2005-11-13 22:09:08.414000,L5,247.98,234.18,223.94,216.71,219.06,229.42,233.23,251.91
2006-02-17 22:11:22.491000,L5,,,,,,,196.14,186.16
2006-04-15 22:06:18.610000,L5,291.39,263.80,254.86,237.62,238.48,253.62,253.96,277.71
2006-04-15 22:06:42.440000,L5,283.11,257.11,247.86,234.81,232.85,248.52,246.18,274.41
2006-08-28 22:14:23.601000,L5,,,,,,,,177.08
2006-09-06 22:08:43.357000,L5,269.40,222.00,,,,,197.71,207.36
2006-11-25 22:09:07.763000,L5,230.49,228.11,210.36,208.66,204.14,216.78,218.68,
2008-11-14 21:58:16.111000,L5,318.61,285.21,277.08,272.03,,,,
2013-10-02 22:22:40.460000,L8,250.54,224.83,219.88,205.70,193.46,178.95,196.22,194.03
2014-02-23 22:21:32.043000,L8,264.43,228.78,216.63,201.21,166.21,169.27,210.13,221.16
2014-03-11 22:21:19.920000,L8,255.25,237.85,221.94,211.49,197.47,181.64,206.46,212.05
2014-09-19 22:20:54.477000,L8,233.18,216.90,200.08,205.87,186.90,177.27,188.80,191.22
2014-11-06 22:21:01.126000,L8,291.47,247.37,231.45,231.34,251.41,254.90,259.29,265.82
2015-03-14 22:20:23.206000,L8,,,220.61,199.71,194.89,173.10,186.88,185.89
2015-10-24 22:20:52.499000,L8,,,198.65,196.91,184.45,172.47,,
2016-03-16 22:20:36.438000,L8,247.21,222.95,220.48,208.25,197.93,179.59,204.55,212.79
2016-11-27 22:21:07.723000,L8,255.29,229.91,213.53,208.12,198.04,204.17,208.22,225.66
2017-01-30 22:20:50.623000,L8,283.70,242.48,230.12,236.92,260.42,261.86,263.94,271.18
2017-04-04 22:20:20.280000,L8,,,,,,,,194.99
2017-09-27 22:21:00.343000,L8,,,191.38,197.62,191.14,172.20,185.35,183.64
2017-10-29 22:21:05.518000,L8,256.75,228.80,214.98,208.62,199.24,201.23,206.67,225.29
2018-01-01 22:20:56.342000,L8,249.20,220.52,200.13,200.85,186.31,189.59,200.77,210.33
2018-09-30 22:20:31.646000,L8,246.14,220.33,220.10,203.12,195.57,175.55,193.27,188.40
2020-09-19 22:21:03.690000,L8,359.44,253.14,232.32,232.50,213.29,248.93,244.15,263.85
2021-09-22 22:21:05.391000,L8,,,222.30,202.14,192.94,177.36,190.56,191.77
2021-12-11 22:21:08.661000,L8,249.05,221.47,209.70,200.42,183.01,186.32,186.31,217.70
2021-12-19 22:21:04.274000,L9,256.76,224.87,214.87,208.87,203.22,210.53,210.67,226.84
2022-01-28 22:20:55.692000,L8,269.31,232.78,221.44,213.39,206.18,215.10,214.93,235.69
2022-02-13 22:20:52.491000,L8,251.82,227.25,213.47,205.33,193.08,200.11,203.37,219.33
2022-03-01 22:20:48.516000,L8,245.09,230.97,211.75,207.20,190.03,179.12,194.53,193.56
2022-03-09 22:20:49.257000,L9,,,167.28,209.52,194.09,175.41,188.53,184.89
2022-04-10 22:20:41.030000,L9,,,,,,,,187.62
2022-12-06 22:21:13.854000,L9,263.10,233.35,222.21,218.45,220.06,232.45,226.18,253.74
2022-12-14 22:21:16.750000,L8,,,212.91,208.72,208.57,216.88,214.94,231.36
2023-01-07 22:21:14.460000,L9,277.39,241.11,227.64,221.86,230.83,248.11,238.92,267.11
2023-01-15 22:21:05.646000,L8,275.87,238.80,226.38,219.48,223.41,241.05,232.20,258.38
2023-02-24 22:21:03.459000,L9,278.13,244.20,227.86,220.93,211.77,245.48,236.62,263.72
2023-03-12 22:20:56.415000,L9,249.45,224.19,220.26,208.39,191.20,175.76,189.55,185.43
2023-10-22 22:21:02.157000,L9,256.79,232.67,216.61,210.41,198.38,206.74,207.66,217.94
2024-01-26 22:21:02.147000,L9,256.25,231.99,215.16,,,,,
2024-02-19 22:20:51.302000,L8,,,,,,263.41,264.96,288.89
2024-09-22 22:20:32.853000,L9,248.46,226.92,220.82,208.98,196.25,184.10,200.53,195.62
2024-10-16 22:20:51.445000,L8,248.44,227.88,212.74,203.39,192.72,185.13,199.03,196.55
2024-10-24 22:20:57.649000,L9,258.71,233.90,218.56,210.98,202.60,213.58,213.67,223.76
2024-11-17 22:20:50.529000,L8,270.17,235.77,228.83,221.06,240.98,244.82,241.49,258.03
2024-11-25 22:21:03.583000,L9,216.95,220.62,209.81,203.72,193.80,195.99,203.58,210.79
2025-01-12 22:20:57.242000,L9,263.69,232.71,219.92,213.90,212.41,219.75,219.68,237.87
2025-01-28 22:20:54.198000,L9,279.98,242.33,229.47,221.30,237.23,241.95,241.19,264.13
2025-03-09 22:20:38.333000,L8,242.36,224.27,219.55,207.43,195.12,191.99,202.48,208.00
2025-04-10 22:20:22.528000,L8,,,,,,,,183.65
