dates,nzd0555-0000,nzd0555-0001,nzd0555-0002,nzd0555-0003,nzd0555-0004,nzd0555-0005,nzd0555-0006,nzd0555-0007,satname
2003-10-07 21:58:35+00:00,,230.34,221.59,,,,,233.97,L5
2003-12-26 21:59:30+00:00,300.22,247.98000000000002,241.16000000000003,,,,,233.97,L5
2004-01-27 21:59:38+00:00,300.22,247.98000000000002,241.16000000000003,187.49,183.6,,,229.155,L5
2005-01-13 22:06:52+00:00,266.4,236.18,223.38,216.75,220.43,226.24,231.97,245.7,L5
2005-02-14 22:07:21+00:00,258.755,237.72,225.10500000000002,216.75,220.43,226.24,231.97,245.7,L5
2005-09-10 22:08:55+00:00,,,,,,,201.06,,L5
2005-11-13 22:09:08+00:00,247.98,234.18,223.94,216.71,219.06,229.42,217.14499999999998,251.91,L5
2006-02-17 22:11:22+00:00,247.98,234.18,223.94,216.71,219.06,229.42,210.14333333333332,219.035,L5
2006-04-15 22:06:18+00:00,269.685,248.99,239.4,227.16500000000002,228.76999999999998,241.51999999999998,214.68499999999997,219.035,L5
2006-09-06 22:08:43+00:00,280.395,242.9,254.86,237.62,238.48,253.62,197.71,,L5
2008-11-14 21:58:16+00:00,,,277.08,272.03,,,,,L5
2013-10-02 22:22:40+00:00,250.54,224.83,219.88,205.7,193.46,,196.22,194.03,L8
2014-03-11 22:21:19+00:00,252.89499999999998,231.34,220.91,208.595,195.465,,201.34,203.04000000000002,L8
2014-09-19 22:20:54+00:00,233.18,216.9,200.08,205.87,186.9,,188.8,191.22,L8
2014-11-06 22:21:01+00:00,233.18,232.135,215.765,218.60500000000002,186.9,254.9,188.8,191.22,L8
2015-03-14 22:20:23+00:00,233.18,232.135,217.38,212.3066666666667,190.89499999999998,254.9,187.84,188.555,L8
2015-10-24 22:20:52+00:00,,,198.65,196.91,184.45,,,,L8
2016-03-16 22:20:36+00:00,247.21,222.95,209.565,202.57999999999998,191.19,,204.55,212.79,L8
2017-01-30 22:20:50+00:00,283.7,242.48,230.12,236.92,,261.86,,,L8
2017-04-04 22:20:20+00:00,283.7,242.48,230.12,236.92,,261.86,,194.99,L8
2017-09-27 22:21:00+00:00,,,191.38,197.62,191.14,,185.35,189.315,L8
2017-10-29 22:21:05+00:00,256.75,228.8,203.18,203.12,195.19,,196.01,204.46499999999997,L8
2018-09-30 22:20:31+00:00,,,220.1,,195.57,,193.27,188.4,L8
2020-09-19 22:21:03+00:00,,,232.32,232.5,213.29,248.93,,,L8
2021-09-22 22:21:05+00:00,,,222.3,202.14,192.94,177.36,190.56,191.77,L8
2021-12-11 22:21:08+00:00,249.05,221.47,216.0,201.27999999999997,187.975,181.84,188.435,204.735,L8
2021-12-19 22:21:04+00:00,252.905,223.17000000000002,215.62333333333333,203.80999999999997,193.05666666666664,191.40333333333334,195.84666666666666,212.10333333333332,L9
2022-01-28 22:20:55+00:00,258.37333333333333,226.37333333333333,217.0775,206.20499999999998,196.3375,197.3275,200.6175,218.0,L8
2022-02-13 22:20:52+00:00,256.735,226.5925,216.356,206.03000000000003,195.686,197.88400000000001,201.168,218.266,L8
2022-03-01 22:20:48+00:00,254.406,227.468,215.58833333333334,206.225,194.74333333333334,194.75666666666666,200.06166666666664,214.14833333333334,L8
2022-03-09 22:20:49+00:00,254.406,227.468,215.58833333333334,206.69571428571427,194.65,191.99285714285716,198.41428571428574,209.96857142857144,L9
2022-04-10 22:20:41+00:00,254.406,227.468,214.246,207.455,194.93499999999997,194.4316666666667,199.72333333333336,209.3757142857143,L9
2022-12-06 22:21:13+00:00,263.1,233.35,222.21,218.45,220.06,232.45,226.18,253.74,L9
2023-01-07 22:21:14+00:00,270.245,237.23000000000002,224.925,220.155,225.445,240.28,232.55,260.425,L9
2023-01-15 22:21:05+00:00,272.12,237.75333333333333,225.41,219.92999999999998,224.76666666666665,240.53666666666666,232.4333333333333,259.74333333333334,L8
2023-02-24 22:21:03+00:00,273.6225,239.365,226.0225,220.18,221.5175,241.7725,233.48,260.7375,L9
2023-03-12 22:20:56+00:00,268.788,236.33,224.86999999999998,217.82199999999997,215.454,228.57,224.69400000000002,245.67600000000002,L9
2023-10-22 22:21:02+00:00,256.79,232.67,216.61,210.41,198.38,206.74,207.66,217.94,L9
2024-09-22 22:20:32+00:00,248.46,226.92,220.82,208.98,196.25,184.1,200.53,195.62,L9
2024-10-16 22:20:51+00:00,248.45,227.39999999999998,216.78,206.185,194.485,184.615,199.78,196.085,L8
2024-10-24 22:20:57+00:00,251.87,229.5666666666667,217.37333333333333,207.7833333333333,197.18999999999997,194.26999999999998,204.41,205.31000000000003,L9
2024-11-17 22:20:50+00:00,256.445,231.1175,220.2375,211.1025,208.1375,206.9075,213.68,218.49,L8
2024-11-25 22:21:03+00:00,256.445,229.01799999999997,218.152,209.62599999999998,205.26999999999998,204.724,211.66,216.95,L9
2025-01-12 22:20:57+00:00,257.894,229.63333333333333,218.4466666666667,210.33833333333334,206.46,207.22833333333332,212.99666666666667,220.43666666666664,L9
2025-01-28 22:20:54+00:00,261.575,231.44714285714286,220.02142857142857,211.9042857142857,210.8557142857143,212.1885714285714,217.02428571428572,226.67857142857142,L9
2025-03-09 22:20:38+00:00,258.83,230.55,219.9625,211.345,210.8557142857143,212.1885714285714,215.20625,224.34375,L8
2025-04-10 22:20:22+00:00,260.55833333333334,231.06857142857143,219.84,211.68285714285713,213.29,216.87,217.30285714285716,222.84750000000003,L8
