dates,satname,nzd0490-0000,nzd0490-0001,nzd0490-0002,nzd0490-0003,nzd0490-0004,nzd0490-0005,nzd0490-0006,nzd0490-0007,nzd0490-0008,nzd0490-0014,nzd0490-0015,nzd0490-0016,nzd0490-0017,nzd0490-0018,nzd0490-0019,nzd0490-0020,nzd0490-0021,nzd0490-0024,nzd0490-0025,nzd0490-0026,nzd0490-0027,nzd0490-0028,nzd0490-0029,nzd0490-0030,nzd0490-0031,nzd0490-0032,nzd0490-0033,nzd0490-0035,nzd0490-0036,nzd0490-0037,nzd0490-0038,nzd0490-0039,nzd0490-0009,nzd0490-0010,nzd0490-0011,nzd0490-0022,nzd0490-0023,nzd0490-0034,nzd0490-0012,nzd0490-0013
2014-09-19 22:20:30.514000,L8,,,238.74,268.67,273.41,280.85,290.46,301.21,311.61,315.74,319.09,320.01,301.82,313.31,317.70,327.60,319.07,337.17,348.31,354.37,338.73,353.85,328.67,352.40,333.29,334.47,327.78,339.85,334.56,332.28,335.93,319.34,317.69,312.12,348.25,300.70,338.64,316.38,314.53,315.45
2014-09-19 22:20:54.477000,L8,,,270.62,262.11,267.02,274.38,281.61,293.07,301.19,304.89,303.11,304.76,296.87,304.43,304.48,321.03,309.01,333.37,342.97,341.16,331.70,336.25,325.53,341.05,329.53,325.49,315.49,330.13,329.35,327.75,330.38,313.58,308.26,305.96,303.35,296.30,329.49,309.41,307.75,308.57
2014-09-28 22:14:44.621000,L8,,,,254.46,259.65,265.35,271.66,282.67,289.96,294.03,291.09,288.38,289.34,294.56,293.61,306.04,300.77,329.64,332.65,331.20,327.15,326.31,318.81,323.63,321.18,314.94,309.69,315.93,320.64,317.05,309.55,309.55,296.63,298.05,301.21,291.30,310.50,304.56,301.93,292.47
2014-11-06 22:20:37.163000,L8,,,262.31,263.07,268.34,272.41,280.69,293.29,299.71,297.28,298.22,290.19,296.01,299.62,297.61,305.92,304.24,328.74,332.71,331.13,328.20,324.66,319.24,324.69,322.39,315.01,308.39,316.07,322.74,317.08,311.68,307.72,303.37,303.04,302.92,300.51,310.58,306.13,305.34,295.33
2014-11-06 22:21:01.126000,L8,,,261.69,261.71,267.62,272.22,279.88,292.06,298.61,296.56,298.66,290.15,295.56,299.31,296.50,305.60,304.15,328.31,332.97,331.16,327.93,323.55,317.18,323.59,321.79,314.48,307.56,315.11,322.27,316.51,310.72,307.36,301.93,301.63,302.91,300.47,310.42,305.86,306.24,294.96
2014-11-15 22:14:49.314000,L8,,,,255.51,269.47,270.94,277.87,292.70,298.99,296.87,307.84,298.15,297.14,302.40,303.88,293.61,,,,386.22,335.96,330.55,323.30,323.20,323.33,316.72,310.86,345.67,340.10,320.47,309.58,307.06,303.00,304.23,304.61,,,307.66,304.56,295.94
2014-11-22 22:20:33.645000,L8,,,270.08,261.99,268.34,272.00,281.91,292.40,299.07,297.20,298.61,294.40,298.08,300.74,299.07,305.15,306.73,326.08,333.79,331.66,329.39,321.88,319.36,322.59,321.48,314.30,306.69,314.61,321.30,315.93,311.04,308.87,302.83,302.03,301.46,301.01,310.11,305.91,304.68,295.24
2014-12-24 22:20:29.754000,L8,,,269.66,260.74,267.65,273.15,283.29,293.07,298.92,287.97,290.69,288.91,290.95,295.24,294.71,299.79,301.89,320.84,326.13,329.94,327.13,317.31,314.74,314.71,316.87,310.14,305.61,314.13,319.65,312.18,310.74,304.96,302.07,299.09,294.63,296.03,308.03,303.94,292.04,286.95
2015-01-02 22:14:38.674000,L8,,,275.51,262.04,265.62,275.96,283.86,295.86,304.10,294.11,292.80,293.10,297.86,296.50,,289.25,300.24,317.76,327.00,331.19,325.88,317.24,317.98,319.80,317.07,308.78,305.19,311.99,317.48,309.94,304.25,307.81,304.68,297.25,290.54,302.67,309.95,293.65,294.01,292.47
2015-02-10 22:20:14.711000,L8,,,268.05,259.10,266.04,272.11,279.37,289.02,296.27,289.57,291.13,285.71,289.51,294.15,295.29,303.54,301.48,323.56,328.60,330.40,327.13,320.81,316.22,321.08,323.50,313.10,306.18,314.90,320.00,312.61,310.19,306.19,299.31,299.14,292.10,295.68,309.55,304.96,293.84,286.69
2015-02-26 22:20:10.708000,L8,,,268.12,257.14,265.57,272.02,281.04,288.37,294.67,288.16,289.65,290.19,290.00,295.99,294.78,302.87,301.80,326.55,334.01,335.38,329.35,324.09,318.50,323.23,325.96,315.76,312.62,321.72,323.44,317.58,319.84,311.02,299.01,298.31,294.87,295.42,319.36,308.03,293.25,285.52
2015-03-14 22:19:59.243000,L8,,,271.52,260.71,265.17,270.54,280.11,289.95,298.37,291.92,290.39,286.66,289.86,297.54,295.43,306.74,302.24,328.06,331.88,333.73,330.15,326.69,320.98,323.57,323.04,315.58,308.61,317.28,323.63,319.58,316.34,312.68,301.84,301.18,293.25,296.12,314.33,306.15,295.81,289.46
2015-03-14 22:20:23.206000,L8,,,272.66,260.92,265.26,270.61,280.12,290.14,298.70,292.53,290.22,286.62,289.69,297.42,295.44,306.53,302.05,328.02,331.85,333.78,330.37,326.11,320.46,323.68,322.67,315.42,308.07,317.60,323.37,319.38,316.30,312.34,301.92,301.27,293.41,295.81,315.12,306.10,296.08,289.49
2015-04-15 22:19:46.550000,L8,,316.37,298.77,282.98,281.15,287.29,310.67,326.05,324.32,310.65,301.06,301.03,301.82,306.49,310.59,323.09,316.57,345.92,353.74,356.38,334.75,334.91,328.21,334.12,334.67,335.23,326.79,323.50,326.37,322.56,326.65,321.25,325.50,318.55,313.87,311.90,338.35,318.75,304.71,304.60
2015-04-15 22:20:10.505000,L8,,315.33,298.09,282.19,280.32,286.70,309.88,324.85,323.40,309.18,300.56,299.71,301.00,305.40,310.06,321.59,315.75,344.65,352.97,355.67,333.65,334.02,327.25,333.02,333.92,334.12,325.59,322.74,325.67,321.79,325.89,320.21,324.73,317.85,312.21,311.72,337.57,317.84,303.95,303.58
2015-05-01 22:19:36.381000,L8,,,277.44,263.14,269.05,271.98,282.00,292.51,301.49,298.31,296.38,292.84,294.05,298.69,293.71,315.42,306.66,336.15,341.77,337.10,328.27,333.88,323.33,331.38,327.42,323.20,314.88,324.36,330.48,328.13,325.07,312.36,306.94,301.00,299.01,291.77,323.98,307.08,302.16,294.90
2015-05-01 22:20:00.344000,L8,,,276.63,262.63,268.44,271.58,281.50,292.19,301.05,297.88,295.79,292.17,293.28,297.99,292.54,314.81,306.13,335.37,340.74,336.34,327.31,332.74,322.79,330.51,326.73,322.76,314.37,323.53,329.84,327.36,324.74,311.61,306.26,300.59,298.74,291.19,323.26,306.45,301.61,294.34
2015-06-11 22:13:52.284000,L8,,,336.80,306.45,311.17,273.45,286.39,299.81,333.67,297.27,295.49,300.86,291.27,295.14,287.60,308.10,303.63,331.71,334.38,336.36,328.18,337.53,329.04,334.00,326.16,328.70,323.48,330.07,325.59,323.95,328.60,314.94,325.18,304.58,299.43,283.42,322.77,320.49,303.20,300.77
2015-06-27 22:13:58.027000,L8,,,,292.84,274.30,273.91,283.02,305.39,319.16,298.18,293.52,321.39,289.20,288.87,278.99,313.60,305.48,332.81,336.03,337.18,328.23,338.76,326.34,340.75,328.18,325.71,321.18,328.34,327.37,320.40,325.20,308.79,316.20,300.93,298.13,282.47,320.64,314.54,299.13,298.42
2015-07-29 22:14:13.585000,L8,,,,255.06,259.99,269.06,276.02,289.59,308.61,299.23,296.58,297.66,289.94,293.05,279.31,316.83,301.86,335.28,336.37,334.50,326.35,336.51,324.89,329.73,324.82,323.26,317.37,323.52,325.91,320.10,319.30,312.07,309.30,299.12,307.67,286.29,335.78,312.73,302.49,296.83
2015-08-05 22:20:00.814000,L8,,,,,,,,,268.16,288.78,278.28,273.16,277.20,275.90,,295.21,290.43,322.49,325.22,322.93,,,,,,,,,314.35,306.83,301.14,274.88,288.11,291.22,289.55,267.14,301.82,,288.63,284.26
2015-08-21 22:20:09.239000,L8,,,,253.08,256.85,267.28,273.44,285.93,302.63,297.77,292.40,292.16,291.87,297.27,289.13,316.81,303.27,336.59,338.78,335.24,329.16,340.90,323.17,330.49,328.80,324.68,317.36,322.09,325.12,320.87,327.22,386.66,303.96,298.61,300.37,290.24,323.71,313.75,300.85,301.00
2015-08-21 22:20:33.210000,L8,,,,253.62,257.26,267.72,274.17,286.43,304.41,298.24,292.63,293.06,291.01,296.79,289.10,316.72,302.42,336.35,338.50,334.77,329.07,340.91,323.14,331.24,328.66,324.80,317.39,322.03,324.82,320.44,327.61,386.94,305.25,298.45,301.37,289.82,324.32,313.54,301.70,302.30
2015-10-08 22:20:24.559000,L8,,,247.03,257.11,266.10,274.49,283.66,292.12,303.71,304.66,307.17,300.87,298.12,302.20,298.99,315.19,314.43,324.59,337.78,341.16,334.07,331.40,324.44,331.72,330.88,316.34,314.81,349.71,371.41,,356.85,320.48,309.45,310.22,310.84,300.07,317.44,326.64,320.71,314.04
2015-10-08 22:20:48.527000,L8,,,243.99,257.34,266.37,274.50,283.90,292.31,304.20,304.97,307.65,302.95,298.31,302.45,299.18,315.16,314.46,324.21,337.65,341.09,333.68,331.17,324.13,331.66,330.60,316.09,314.76,352.25,376.49,,353.49,392.76,310.02,311.09,311.71,300.68,317.25,326.96,321.24,314.39
2015-10-17 22:14:38.194000,L8,,,,250.48,258.92,268.24,277.04,290.76,298.97,297.35,293.16,289.33,292.19,295.04,295.05,310.58,306.80,332.45,336.68,337.33,331.14,327.07,321.33,326.45,323.12,318.11,315.92,320.22,323.98,319.74,314.91,316.21,303.87,303.99,301.58,296.87,311.43,310.47,303.21,296.68
2015-11-09 22:20:29.987000,L8,,,265.13,255.67,264.17,275.39,282.90,293.95,302.10,300.10,308.13,301.96,304.54,304.22,301.22,315.17,314.19,333.22,338.88,340.75,334.95,332.12,327.10,328.92,330.59,320.01,317.19,324.72,328.71,325.56,319.39,316.46,308.94,313.09,304.47,302.37,320.89,314.15,302.71,299.80
2015-11-18 22:14:44.822000,L8,,,334.88,315.74,340.17,340.16,342.29,379.93,382.84,336.56,339.98,340.10,342.16,342.34,344.15,344.89,380.21,371.75,385.80,390.17,377.19,366.80,359.97,358.38,354.03,347.51,333.45,,,,,,394.16,385.74,351.05,368.22,369.67,324.52,343.78,337.90
2016-01-05 22:14:40.992000,L8,,,267.42,252.57,263.65,272.26,282.45,292.95,300.68,289.35,292.28,293.20,289.62,292.40,288.44,304.11,304.04,319.47,327.16,402.85,371.80,391.77,388.14,319.42,322.11,312.71,306.68,316.43,317.62,313.74,309.32,365.69,307.89,305.50,294.93,290.64,307.58,304.99,287.47,286.79
2016-02-29 22:20:17.109000,L8,,,,,,312.04,333.68,264.34,295.00,291.34,294.14,295.81,293.71,298.15,331.43,322.39,310.72,323.94,334.21,343.12,340.90,334.37,323.65,332.59,332.64,328.71,326.57,322.19,324.10,315.81,316.77,310.95,291.30,290.62,289.18,291.89,312.97,316.38,288.57,286.77
2016-03-16 22:20:12.475000,L8,,,269.29,253.53,261.55,274.32,283.06,292.68,299.89,288.15,290.35,296.39,293.09,298.62,291.08,318.24,307.59,326.40,391.33,381.15,369.66,379.39,378.91,388.82,370.52,360.82,353.42,383.49,372.34,375.69,373.64,378.63,305.35,299.22,292.50,289.63,313.18,344.83,288.55,288.00
2016-03-16 22:20:36.438000,L8,,,269.09,253.48,262.12,274.36,283.15,292.63,300.00,288.25,290.34,296.48,292.79,298.13,290.79,317.76,306.32,326.24,334.12,338.12,325.53,322.31,318.35,320.13,322.55,313.46,311.74,312.51,319.72,316.19,313.43,310.81,305.16,298.68,292.54,289.23,313.05,308.69,288.59,288.62
2016-04-17 22:19:57.384000,L8,,,274.51,255.22,261.90,274.41,283.04,292.94,302.17,291.07,293.21,295.99,291.59,296.25,290.07,314.28,305.98,329.66,335.23,336.33,334.43,336.11,325.23,327.65,329.22,325.33,313.46,328.24,335.21,327.24,319.54,361.78,309.46,301.07,292.50,290.61,328.13,312.50,290.22,290.88
2016-04-17 22:20:21.343000,L8,,292.82,284.98,276.17,284.91,284.33,286.14,296.32,323.54,319.41,340.65,319.85,295.37,299.68,292.28,321.04,310.20,345.33,343.81,342.16,337.52,339.45,328.00,332.71,330.52,327.53,315.79,337.91,338.61,367.54,322.49,355.16,327.63,313.19,326.78,293.53,338.20,320.67,297.17,309.45
2016-04-26 22:14:08.933000,L8,,,,,,,,,,309.84,291.72,293.66,291.67,296.06,290.45,317.20,307.07,335.37,336.92,335.87,332.27,330.57,324.47,324.95,333.09,324.33,317.89,339.61,333.73,325.06,314.65,309.04,,,,290.60,334.98,310.51,294.44,282.62
2016-05-12 22:14:08.416000,L8,,,282.39,265.12,271.71,283.81,288.47,299.28,315.67,300.68,304.76,357.53,379.12,381.92,379.28,372.34,364.04,372.72,376.64,382.33,334.54,332.53,329.21,326.42,326.42,322.19,318.94,326.99,324.96,318.04,360.12,384.60,320.18,303.73,295.91,358.52,361.24,312.27,296.95,296.46
2016-06-04 22:20:04.162000,L8,,,,,,,,,,284.80,282.52,284.04,284.48,281.25,280.08,305.47,300.82,327.55,333.11,329.00,322.42,334.20,320.44,328.73,323.17,321.52,319.06,321.90,329.56,325.12,324.72,287.11,297.24,294.31,285.43,277.63,316.51,307.94,285.52,283.10
2016-06-04 22:20:28.125000,L8,,,,,,,,,,300.38,299.60,301.89,292.10,290.44,288.53,316.99,308.25,335.53,339.08,339.05,329.70,342.80,330.25,339.95,331.95,328.97,327.84,336.22,339.75,334.82,330.57,309.43,,306.39,299.53,284.19,346.69,320.36,298.05,299.82
2016-06-29 22:14:26.819000,L8,,,255.88,254.63,262.83,270.52,281.66,294.51,305.48,295.57,290.94,292.46,286.56,289.44,277.83,315.39,302.24,329.58,333.64,334.50,329.48,332.27,326.16,328.83,326.95,323.35,321.06,332.56,344.19,326.76,337.02,308.28,306.75,299.62,292.72,282.68,329.92,311.04,291.84,292.25
2016-07-06 22:20:17.266000,L8,,,282.05,263.10,273.80,279.68,289.59,302.65,316.61,307.75,300.78,307.26,291.63,290.58,283.24,322.83,307.13,342.47,340.22,341.57,333.64,340.20,330.09,347.66,336.12,333.18,329.98,350.53,339.86,328.86,331.25,312.81,320.91,307.51,300.66,286.41,347.21,317.04,302.07,305.56
2016-07-06 22:20:41.229000,L8,,,244.85,255.93,262.80,272.28,281.57,294.72,305.27,298.03,295.05,297.41,289.79,288.21,279.53,316.90,305.09,338.04,337.75,338.75,330.55,338.15,326.69,337.62,332.41,329.70,326.54,345.28,336.74,326.75,329.06,309.24,311.75,301.31,293.86,284.38,336.49,313.74,295.83,295.66
2016-07-15 22:14:34.059000,L8,,,,251.52,258.37,272.57,280.42,292.38,303.70,286.30,278.23,275.77,,,265.01,303.51,294.50,334.93,335.83,334.06,331.10,330.68,322.15,324.99,326.10,318.40,318.46,310.56,322.60,315.51,316.62,310.04,299.61,291.01,291.91,288.21,321.94,,293.80,288.79
2016-07-31 22:14:37.742000,L8,,,256.29,252.54,260.37,270.58,279.18,294.20,301.23,296.30,294.15,294.07,291.19,290.37,282.88,317.56,305.53,332.03,341.23,337.75,330.24,335.24,326.74,330.58,325.83,323.58,319.43,329.15,334.35,376.06,373.89,363.88,306.73,303.83,299.08,285.93,332.77,315.20,297.05,297.37
2016-08-16 22:14:41.427000,L8,,,,251.15,258.41,269.57,276.97,290.12,298.52,291.42,288.20,288.99,287.82,289.06,288.04,311.33,301.91,331.82,336.69,335.78,328.12,328.81,322.07,328.80,322.89,323.08,313.23,333.42,336.10,324.52,329.84,376.19,303.24,297.69,293.74,285.73,326.74,304.96,290.88,290.08
2016-09-01 22:14:48.072000,L8,,,,244.63,249.26,257.36,269.03,287.62,296.14,291.12,290.66,287.06,288.08,288.61,287.11,313.33,301.18,327.09,330.56,339.92,330.28,327.98,320.36,318.27,320.49,338.12,315.00,330.70,341.71,327.01,325.92,316.85,301.38,299.47,299.13,287.29,321.46,306.20,293.07,290.54
2016-09-08 22:20:36.578000,L8,,,261.60,289.63,281.43,293.27,306.02,309.38,334.78,319.78,310.07,320.01,297.75,303.91,332.34,321.96,311.75,334.08,342.45,341.17,340.20,335.37,324.49,331.62,333.68,325.81,316.88,323.57,328.81,326.17,328.09,319.77,324.14,319.12,324.91,295.01,331.92,321.60,312.51,306.20
2016-09-08 22:21:00.541000,L8,,,,246.42,257.15,265.22,274.80,287.49,295.35,292.91,292.27,289.09,288.95,290.98,287.48,313.23,303.62,329.18,336.10,336.27,335.03,329.07,321.20,324.52,328.86,320.44,311.22,317.00,324.10,320.44,321.93,315.13,300.04,298.25,297.09,288.93,321.59,310.51,294.28,291.11
2016-11-27 22:20:43.760000,L8,,,262.90,252.43,262.70,274.03,282.23,292.92,299.01,290.96,291.78,286.05,290.89,295.21,290.58,302.24,303.85,330.85,337.88,335.37,328.92,323.42,319.37,323.68,325.85,320.38,311.17,322.74,332.27,326.66,319.90,316.22,304.87,301.92,299.14,291.81,310.44,307.13,295.42,293.21
2016-11-27 22:21:07.723000,L8,,,262.90,251.81,261.68,273.27,281.53,292.44,298.53,290.35,291.09,285.66,290.51,294.13,289.98,301.37,302.92,330.45,337.17,334.56,328.66,322.42,318.56,323.16,324.08,319.36,309.60,322.20,331.67,325.85,319.56,315.71,303.87,301.56,298.52,291.51,309.88,306.57,294.80,292.52
2016-12-29 22:20:37.380000,L8,,,265.74,251.77,262.11,271.93,281.92,293.88,299.79,289.16,288.70,286.95,291.30,295.70,291.61,305.37,303.89,331.74,339.37,334.57,329.93,324.64,320.76,322.81,321.05,314.02,311.90,317.36,325.80,319.65,313.59,309.90,304.93,303.32,295.70,289.75,309.20,305.00,290.52,288.54
2016-12-29 22:21:01.343000,L8,,,264.59,251.15,260.74,271.35,281.16,293.27,299.05,288.28,287.34,285.48,290.42,294.28,290.54,304.19,302.67,330.33,336.83,333.39,329.46,323.79,320.00,322.35,320.65,313.55,310.45,316.24,324.55,318.43,311.97,309.29,303.90,302.16,294.84,289.00,308.77,304.18,289.95,287.53
2017-01-14 22:20:33.127000,L8,,,265.73,252.54,263.37,274.12,282.18,294.87,300.42,283.92,284.58,279.68,289.16,292.21,288.06,299.42,302.08,324.57,331.98,329.65,327.69,321.54,316.45,320.98,320.06,313.88,306.79,319.62,328.08,318.69,313.47,309.26,306.60,300.83,286.86,290.40,308.58,306.13,286.19,282.49
2017-01-30 22:20:50.623000,L8,,,,,,,,,,,,,,,,,,341.26,340.87,341.58,340.05,341.42,376.10,,,,,,,,,,,,,,335.47,,,
2017-02-08 22:14:34.654000,L8,,,267.05,253.20,261.73,274.57,284.12,295.00,301.05,283.49,285.74,284.82,288.48,293.70,287.49,300.07,299.62,321.13,327.63,329.48,326.67,321.02,317.60,319.46,319.33,312.34,306.04,312.00,316.65,311.18,303.61,307.33,305.08,301.69,287.59,287.42,306.98,298.80,285.80,282.14
2017-02-15 22:20:19.563000,L8,,,271.39,255.57,267.22,276.26,284.96,297.19,303.69,285.27,285.97,293.66,332.55,264.47,294.88,308.42,302.77,328.62,337.17,344.95,329.06,323.51,319.75,331.20,332.54,320.53,311.51,334.08,332.62,324.46,318.67,312.12,307.76,304.81,292.35,288.91,311.83,303.62,288.01,284.61
2017-02-15 22:20:43.526000,L8,,,272.06,256.28,267.87,276.78,285.45,297.53,304.09,285.78,286.61,294.68,333.08,265.38,296.09,308.82,304.25,329.38,338.16,346.77,329.77,324.42,320.68,331.97,333.78,321.21,312.79,334.36,333.29,325.36,319.29,312.95,308.31,305.60,293.05,289.55,312.46,304.62,288.50,285.05
2017-04-20 22:19:47.163000,L8,,,265.76,258.85,266.80,277.63,286.46,298.94,314.36,295.40,293.17,287.03,288.05,291.07,285.30,310.21,305.16,330.25,337.29,336.42,329.58,331.59,321.82,323.93,324.98,320.69,316.90,319.65,322.30,318.59,314.98,309.32,310.26,301.77,294.85,284.42,323.44,311.01,298.57,297.85
2017-04-20 22:20:11.117000,L8,,,265.22,257.95,265.90,276.82,285.88,297.92,311.76,294.33,292.50,286.34,287.67,290.64,284.66,309.32,303.98,329.87,336.73,335.83,329.17,330.83,321.38,323.21,324.16,320.24,316.24,319.20,321.76,318.18,314.43,308.93,309.37,301.46,294.45,284.07,322.26,309.97,297.42,296.74
2017-05-06 22:19:43.126000,L8,,,269.76,259.59,265.98,275.33,285.17,300.28,308.65,298.65,301.80,293.29,291.78,292.78,286.66,313.65,305.41,331.82,338.92,335.36,330.74,333.22,324.77,332.12,325.92,326.13,314.59,325.82,327.11,325.41,322.19,312.58,309.10,303.47,297.57,285.70,323.89,305.50,305.24,303.72
2017-05-06 22:20:07.089000,L8,,,270.35,259.09,266.03,274.44,285.10,300.17,309.38,298.86,304.23,292.93,289.85,291.43,286.30,312.49,304.24,331.50,337.82,334.33,329.81,331.88,323.65,331.77,324.57,325.22,313.73,325.69,326.40,324.21,321.90,311.70,309.11,303.17,297.14,284.88,324.29,304.23,305.23,303.43
2017-05-22 22:19:54.607000,L8,,,,,,,,,,315.50,310.37,305.19,292.74,297.32,287.86,316.73,306.50,335.38,345.06,344.95,348.06,335.37,325.54,329.63,325.53,321.66,318.68,329.63,328.88,322.63,323.53,362.13,,307.25,316.99,290.47,331.86,313.53,317.84,318.81
2017-05-22 22:20:18.574000,L8,,,,,,,,,,318.91,311.63,306.34,293.43,298.15,288.68,317.24,306.97,335.96,346.50,345.76,349.66,335.75,326.08,329.97,325.95,322.07,319.16,330.80,329.95,323.53,324.20,380.01,,308.31,319.66,291.11,332.38,314.19,319.18,320.60
2017-06-07 22:20:26.915000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.09,316.41,312.69,311.42,,,,,,,,,
2017-07-02 22:14:23.696000,L8,,,251.96,254.20,261.35,270.95,280.76,294.07,304.05,300.97,296.00,292.52,287.83,287.01,276.64,310.33,297.40,332.39,333.55,332.58,325.86,330.18,324.93,332.00,326.88,321.20,318.00,319.63,323.34,314.71,317.26,301.65,306.99,301.66,296.43,276.99,339.28,305.51,304.89,298.67
2017-07-09 22:20:11.626000,L8,,,,211.26,258.98,270.43,280.97,299.34,308.69,306.46,307.32,305.76,296.10,293.98,288.14,315.85,301.50,327.87,334.94,316.92,,330.83,323.78,308.75,309.39,315.19,302.51,,,,,,312.97,308.04,306.39,283.71,321.08,,314.36,307.97
2017-07-09 22:20:35.589000,L8,,,,251.47,257.29,269.34,279.98,298.13,306.58,305.75,306.74,306.08,296.43,294.38,287.29,316.00,302.28,327.89,335.55,317.21,,330.59,323.89,305.71,309.55,313.82,301.89,,,,,,312.73,307.34,304.55,284.07,319.11,,313.44,306.76
2017-08-03 22:14:35.682000,L8,,,256.87,256.70,264.89,273.44,281.22,293.42,302.56,299.23,294.89,294.54,289.97,293.22,284.07,310.46,301.58,328.54,335.25,332.73,326.13,328.47,321.64,327.07,322.58,323.53,313.04,326.49,325.42,318.14,318.81,310.28,307.67,301.85,297.61,284.21,321.91,305.08,306.08,299.44
2017-09-27 22:20:36.380000,L8,,,265.83,256.13,268.68,267.24,269.28,298.39,310.96,282.96,285.69,293.73,291.92,289.06,292.11,313.21,310.25,336.50,346.21,345.14,345.24,352.95,,,,,,,,,,,313.81,310.48,293.96,283.87,324.95,,287.16,283.86
2017-09-27 22:21:00.343000,L8,,,264.20,254.71,267.11,263.85,266.76,296.61,307.37,282.18,284.17,291.88,290.81,288.63,291.41,312.62,309.23,336.42,345.76,342.78,339.81,295.73,,,,,,,,,,,310.46,308.25,292.88,283.38,322.52,,286.20,282.90
2017-10-29 22:20:41.555000,L8,,,,,,,,,,,,,,,,306.48,304.75,330.59,337.10,333.46,328.95,327.58,321.40,323.62,322.71,316.24,312.11,318.18,329.68,320.84,315.00,310.42,,,,290.12,312.49,306.98,,
2017-10-29 22:21:05.518000,L8,,,,,,,,,,,,,,,,308.63,307.58,332.18,341.58,336.45,329.97,328.96,322.20,324.96,323.23,317.72,313.89,319.88,330.80,323.62,317.27,310.91,,,,292.74,313.27,308.34,,
2017-11-30 22:20:32.227000,L8,,,263.72,255.79,268.83,276.07,285.18,297.23,303.52,292.40,289.79,287.05,291.19,295.26,288.09,302.99,304.75,324.46,330.05,330.25,329.12,324.89,321.46,321.39,323.00,314.73,308.00,316.51,323.16,314.70,309.72,306.18,307.08,307.71,297.62,289.71,311.20,304.59,294.99,291.97
2017-11-30 22:20:56.190000,L8,,,261.21,254.54,267.02,274.79,283.94,295.82,301.89,290.67,288.28,285.74,289.79,293.56,286.48,301.39,302.72,323.23,329.00,329.29,327.92,322.90,319.41,320.06,322.13,314.03,306.73,315.19,321.47,313.42,308.65,305.16,305.60,305.41,296.16,288.72,310.10,303.70,293.86,290.30
2018-01-01 22:20:32.383000,L8,,,,,,,,,,285.60,283.15,286.18,289.65,293.53,290.39,301.85,300.26,319.05,325.73,329.38,331.03,319.50,318.58,319.98,321.22,313.21,304.57,312.47,324.84,312.63,309.78,308.40,,,,286.99,310.73,302.56,286.75,284.82
2018-01-01 22:20:56.342000,L8,,,,238.20,262.40,270.97,282.84,292.91,290.89,284.61,282.56,285.82,288.25,292.25,287.71,300.80,299.78,318.63,324.85,362.16,330.12,318.68,317.31,318.97,320.77,312.79,304.01,311.31,322.48,311.49,308.57,307.19,307.82,298.57,260.26,286.42,309.98,301.04,285.93,284.65
2018-02-02 22:20:15.593000,L8,,,,,255.46,273.74,284.73,296.47,302.01,284.66,282.97,291.33,288.45,291.92,291.87,281.60,299.71,321.33,329.43,330.53,327.03,319.35,317.78,319.98,324.26,314.13,305.27,320.04,291.57,,,,300.69,298.62,287.49,285.60,314.50,304.33,278.94,278.17
2018-02-11 22:14:26.201000,L8,,,,,,,,,,,271.44,267.27,272.28,282.16,277.93,291.34,291.14,313.62,315.16,318.85,320.21,311.67,309.79,309.54,312.87,304.74,297.65,302.68,308.32,299.98,296.31,300.63,,,,281.35,299.82,291.03,,
2018-02-27 22:14:19.470000,L8,,,259.99,254.36,263.41,275.32,286.28,298.23,301.79,283.80,284.93,287.24,288.97,295.68,291.79,307.16,305.15,329.31,334.13,332.26,328.34,325.56,320.14,323.30,324.10,318.07,312.30,318.98,320.43,316.38,309.10,312.20,304.94,303.53,289.08,290.49,310.18,304.44,283.51,283.57
2018-03-06 22:20:02.483000,L8,,,,251.82,259.50,272.24,282.55,294.70,298.83,286.92,286.97,286.10,287.81,293.68,288.82,307.31,303.82,328.63,333.54,329.99,327.46,326.24,317.96,324.15,323.37,316.45,307.56,312.95,322.42,314.89,309.59,309.19,302.68,306.46,289.30,289.25,311.69,301.81,285.11,285.83
2018-03-06 22:20:26.446000,L8,,,,250.63,258.28,271.15,281.41,293.45,297.45,286.11,285.58,284.65,287.05,292.95,288.13,306.10,302.73,327.76,332.13,329.07,326.73,325.33,317.30,323.11,322.62,315.62,306.70,312.43,321.27,313.53,308.96,308.83,301.58,304.96,288.71,288.46,310.90,300.80,284.62,285.27
2018-03-15 22:14:10.086000,L8,,,262.10,254.07,255.30,268.03,281.29,295.63,298.75,285.25,285.36,286.37,286.50,290.98,284.28,304.17,301.99,322.40,333.49,337.35,334.51,343.35,323.24,340.93,323.40,321.97,319.02,343.53,342.53,324.69,321.86,318.24,302.24,303.06,287.90,285.55,307.61,309.35,283.37,285.42
2018-04-16 22:13:54.370000,L8,,,269.14,260.15,265.32,277.44,289.04,303.17,304.88,291.31,290.54,294.61,288.30,296.64,290.63,317.58,306.06,335.91,340.70,337.12,330.00,332.64,323.39,340.01,325.56,322.69,315.26,331.68,333.85,326.80,325.38,315.46,309.65,316.21,291.76,287.13,324.38,308.66,283.68,286.27
2018-05-18 22:13:34.690000,L8,,,320.58,313.49,291.46,301.63,302.82,344.88,349.43,326.86,326.62,323.67,290.83,301.68,289.53,329.21,307.24,345.03,340.80,340.27,335.03,339.52,330.23,346.01,332.00,332.42,325.48,338.23,332.13,328.44,330.72,316.17,351.20,314.51,321.21,292.97,337.09,316.30,301.89,314.12
