dates,nzd0490-0000,nzd0490-0001,nzd0490-0002,nzd0490-0003,nzd0490-0004,nzd0490-0005,nzd0490-0006,nzd0490-0007,nzd0490-0008,nzd0490-0014,nzd0490-0015,nzd0490-0016,nzd0490-0017,nzd0490-0018,nzd0490-0019,nzd0490-0020,nzd0490-0021,nzd0490-0024,nzd0490-0025,nzd0490-0026,nzd0490-0027,nzd0490-0028,nzd0490-0029,nzd0490-0030,nzd0490-0031,nzd0490-0032,nzd0490-0033,nzd0490-0035,nzd0490-0036,nzd0490-0037,nzd0490-0038,nzd0490-0039,nzd0490-0009,nzd0490-0010,nzd0490-0011,nzd0490-0022,nzd0490-0023,nzd0490-0034,nzd0490-0012,nzd0490-0013,satname
2015-06-27 22:13:58+00:00,,315.33,278.7925,265.79499999999996,270.88199999999995,272.38,282.512,295.206,311.79333333333335,297.17,294.33166666666665,294.052,293.236,296.93833333333333,293.42833333333334,305.90333333333336,303.58250000000004,327.305,332.94499999999994,335.40333333333336,330.355,328.26666666666665,323.28,326.6066666666666,327.64000000000004,318.18,315.42499999999995,323.23400000000004,324.21999999999997,320.36999999999995,320.41666666666663,313.3333333333333,312.31666666666666,303.975,296.938,289.84000000000003,318.10999999999996,310.728,298.86,295.44166666666666,L8
2015-07-29 22:14:13+00:00,,315.33,278.7925,263.648,269.06666666666666,271.82666666666665,281.43,294.27,311.3385714285714,297.4642857142857,294.65285714285716,294.65333333333336,292.68666666666667,296.3828571428572,291.4114285714286,308.635,303.238,329.9633333333333,334.08666666666664,335.40333333333336,330.355,328.26666666666665,323.28,326.6066666666666,327.64000000000004,318.18,315.42499999999995,323.23400000000004,324.21999999999997,320.36999999999995,320.41666666666663,313.1528571428571,311.88571428571424,303.2814285714286,298.7266666666667,289.24833333333333,322.5275,310.728,299.465,295.64,L8
2015-08-21 22:20:33+00:00,,315.33,278.7925,261.97666666666663,267.38,271.24,280.39285714285717,293.15,310.47249999999997,297.56125000000003,294.4,294.42571428571426,292.44714285714286,296.43375000000003,291.1225,310.252,303.1016666666667,329.9633333333333,334.08666666666664,335.245,330.098,328.26666666666665,323.25666666666666,327.765,327.64000000000004,318.18,315.818,323.23400000000004,324.21999999999997,320.36999999999995,320.41666666666663,313.1528571428571,311.05625,302.6775,299.1042857142857,289.33,322.88599999999997,311.19666666666666,299.7842857142858,296.47249999999997,L8
2015-10-08 22:20:48+00:00,,315.33,273.17333333333335,262.27,267.88166666666666,271.77,280.9166666666667,294.34,313.5628571428571,300.7685714285714,297.5442857142857,297.84666666666664,294.2633333333333,297.1985714285714,291.1357142857143,314.2025,305.80600000000004,329.745,337.01,337.65333333333336,330.33,332.595,324.83799999999997,331.97333333333336,332.26,319.645,318.155,325.72333333333336,325.59,323.95,325.07,313.674,313.94571428571425,304.71714285714285,302.8866666666667,289.075,324.49749999999995,313.25,301.8860000000001,301.59857142857146,L8
2015-10-17 22:14:38+00:00,,,260.71500000000003,255.92799999999997,264.315,271.2657142857143,280.36285714285714,293.8285714285715,310.0728571428572,299.0785714285715,296.4871428571428,296.1166666666667,292.795,295.71857142857147,288.99142857142857,313.478,305.9716666666667,329.745,336.90000000000003,337.5725,329.49333333333334,329.12,323.654,329.78333333333336,326.86,319.1333333333333,315.7375,327.21500000000003,325.59,323.95,319.99,312.03999999999996,310.96571428571434,302.7371428571428,302.7,290.18857142857144,321.88399999999996,311.4075,301.738,300.61285714285714,L8
2016-01-05 22:14:40+00:00,,,255.705,253.814,261.23799999999994,270.356,278.716,290.408,303.37399999999997,297.828,296.46,295.23999999999995,292.214,295.946,290.216,312.67999999999995,305.916,326.32,334.46500000000003,337.72999999999996,330.105,329.12,322.86666666666673,327.1925,325.2766666666667,315.6366666666667,313.6875,316.43,317.62,313.74,312.115,312.07,307.26599999999996,303.63,303.452,292.86,319.27200000000005,309.6666666666667,298.7175,299.39799999999997,L8
2016-03-16 22:20:36+00:00,,,260.1666666666667,253.46749999999997,262.765,272.34000000000003,281.635,292.16249999999997,300.9625,294.98,295.85749999999996,295.49,293.2275,297.005,293.365,311.9025,307.905,323.3066666666667,333.90250000000003,338.84666666666664,328.335,326.84999999999997,321.27,324.415,324.595,315.0925,312.275,314.47,317.62,313.74,312.115,,306.735,304.815,300.19,294.355,312.3275,308.05,293.09,296.62,L8
2016-04-17 22:19:57+00:00,,,270.34,253.75666666666666,262.5566666666667,273.6766666666667,282.88,292.84,300.95,289.5566666666667,291.30999999999995,294.84000000000003,291.20500000000004,295.5933333333333,289.76666666666665,312.04999999999995,305.17999999999995,325.12333333333333,332.17,337.225,325.53,329.21000000000004,321.79,322.40000000000003,324.6266666666667,317.1666666666667,309.2099999999999,314.47,317.62,313.74,314.43,,307.50333333333333,301.75,293.3233333333333,289.93500000000006,316.25333333333333,306.84000000000003,288.76,288.7633333333334,L8
2016-05-12 22:14:08+00:00,,,273.35249999999996,256.59749999999997,264.845,276.21000000000004,284.27750000000003,294.45,304.63,292.3375,295.7933333333333,294.84000000000003,291.20500000000004,295.5933333333333,289.76666666666665,312.04999999999995,305.17999999999995,325.12333333333333,332.17,337.225,325.53,330.31666666666666,324.2633333333333,323.405,324.6266666666667,317.1666666666667,309.2099999999999,314.47,317.62,313.74,314.43,,310.6725,302.245,293.97,289.93500000000006,316.25333333333333,308.65000000000003,290.8075,290.6875,L8
2016-06-04 22:20:28+00:00,,,273.35249999999996,256.59749999999997,264.845,276.21000000000004,284.27750000000003,294.45,304.63,293.946,296.745,297.19,291.5033333333334,294.305,289.4575,313.28499999999997,306.2033333333333,325.12333333333333,332.17,337.225,325.53,330.31666666666666,324.2633333333333,323.405,324.6266666666667,317.1666666666667,309.2099999999999,314.47,317.62,313.74,314.43,,310.6725,303.074,295.082,288.02000000000004,316.25333333333333,308.65000000000003,292.256,292.514,L8
2016-06-29 22:14:26+00:00,,,269.858,256.204,264.442,275.072,283.754,294.462,304.8,294.21666666666664,295.584,296.0075,290.26750000000004,293.332,287.13199999999995,313.706,305.2125,326.2375,332.17,337.225,325.53,330.31666666666666,324.2633333333333,323.405,324.6266666666667,317.1666666666667,309.2099999999999,314.47,317.62,313.74,314.43,308.28,309.88800000000003,302.49833333333333,294.68833333333333,286.685,319.66999999999996,308.65000000000003,292.18666666666667,292.47,L8
2016-07-06 22:20:17+00:00,,,272.784,258.31000000000006,266.472,276.55600000000004,285.18199999999996,296.40199999999993,307.98600000000005,297.2833333333333,297.284,299.5225,290.77,292.96799999999996,286.092,317.45,305.985,328.49333333333334,334.675,337.225,325.53,330.31666666666666,324.2633333333333,324.7333333333333,325.88500000000005,319.395,311.74,312.51,,,319.54,310.54499999999996,312.492,302.8333333333333,295.6433333333334,285.6275,323.7,310.48,294.62,295.59833333333336,L8
2016-07-31 22:14:37+00:00,,,270.035,257.34833333333336,265.455,275.56,284.1816666666667,296.03499999999997,306.86000000000007,297.14285714285717,296.76166666666666,298.43199999999996,290.854,292.535,285.5566666666667,317.4683333333333,305.894,329.3775,334.675,337.225,325.53,330.31666666666666,324.2633333333333,324.7333333333333,325.88500000000005,319.395,311.74,312.51,,,319.54,310.54499999999996,311.5316666666667,302.9757142857143,296.13428571428574,285.688,325.9675,310.48,294.96714285714285,295.8514285714286,L8
2016-09-01 22:14:48+00:00,,,270.035,255.53142857142856,263.14142857142855,272.96,282.01714285714286,294.8328571428571,305.3285714285715,296.39,295.89,296.5366666666667,290.39166666666665,291.9742857142857,285.7785714285714,316.8771428571428,305.10833333333335,329.3775,334.675,337.225,325.53,329.7325,324.2633333333333,323.11749999999995,325.88500000000005,319.395,311.74,312.51,,,319.54,310.54499999999996,310.0814285714286,302.5375,296.50875,285.955,325.066,309.05333333333334,294.73,295.1875,L8
2016-09-08 22:21:00+00:00,,,270.035,254.3925,262.3925,271.9925,281.115,293.91499999999996,304.08125,296.00333333333333,295.4375,295.47285714285715,290.18571428571425,291.85,285.99125,316.42125,304.8957142857143,329.3775,334.675,337.225,325.53,329.7325,324.2633333333333,323.11749999999995,325.88500000000005,319.395,311.48,314.755,,,320.735,310.54499999999996,308.82625,302.06111111111113,296.5733333333333,286.38,324.4866666666667,309.4175,294.68,294.7344444444445,L8
2016-11-27 22:21:07+00:00,,,264.28,252.18833333333336,260.8483333333333,269.43833333333333,279.29833333333335,293.15166666666664,302.22333333333336,296.34000000000003,294.2128571428571,293.9271428571428,289.86,290.65000000000003,285.29285714285714,314.38571428571424,304.40999999999997,330.68666666666667,337.17,334.56,328.66,325.20000000000005,318.56,320.71500000000003,,,310.41,317.0,,,321.93,310.54499999999996,306.61333333333334,302.3757142857143,298.1042857142857,286.7057142857143,323.12399999999997,307.76,295.88,295.5957142857143,L8
2016-12-29 22:21:01+00:00,,,266.4575,251.60833333333335,260.5,269.57666666666665,279.215,292.945,301.1516666666667,294.45166666666665,292.715,291.43666666666667,290.13,291.4916666666666,286.87166666666667,312.085,303.8416666666667,330.93666666666667,337.0,333.975,329.06,324.73,319.28,321.26,320.65,313.55,310.42333333333335,316.62,324.55,318.43,316.95000000000005,311.05,306.1383333333333,302.13000000000005,298.21999999999997,288.17833333333334,318.89399999999995,306.865,295.2033333333333,294.10499999999996,L8
2017-01-14 22:20:33+00:00,,,262.3775,249.84833333333336,258.76166666666666,268.65000000000003,277.97999999999996,291.6483333333333,298.4533333333334,290.48,290.01499999999993,286.84,289.7183333333333,291.7633333333333,287.675,308.18333333333334,303.0,329.345,335.32666666666665,332.5333333333333,328.6033333333333,323.9325,318.33666666666664,321.19,320.355,313.71500000000003,309.515,317.62,324.55,318.56,315.79,309.275,303.75333333333333,301.0166666666667,295.91999999999996,288.8433333333333,317.17499999999995,306.71799999999996,292.5566666666667,290.26,L8
2017-02-08 22:14:34+00:00,,,265.0675,249.95833333333334,258.9883333333333,269.315,278.80333333333334,291.7816666666667,298.42333333333335,288.34499999999997,288.6133333333333,285.29833333333335,289.26666666666665,292.3183333333333,288.4433333333333,305.2683333333334,302.01500000000004,326.62,333.40250000000003,331.77,328.12,323.35,318.15250000000003,320.844,320.0133333333333,313.25666666666666,308.82000000000005,316.21500000000003,320.6,316.09999999999997,312.745,308.62666666666667,303.4783333333333,300.66,294.00499999999994,289.09166666666664,312.8766666666666,305.3983333333333,290.6816666666667,287.72166666666664,L8
2017-04-20 22:19:47+00:00,,,265.206,253.51,262.86400000000003,274.188,283.09000000000003,294.904,302.682,288.288,288.38399999999996,284.534,289.324,293.078,288.274,303.052,302.49,326.62,333.40250000000003,332.7,328.412,322.1925,318.886,321.4875,320.0133333333333,313.25666666666666,308.22,315.9533333333334,320.6,316.09999999999997,309.68333333333334,308.8,305.94199999999995,301.60200000000003,292.53200000000004,288.55,311.53000000000003,303.91999999999996,291.062,288.506,L8
2017-05-06 22:20:07+00:00,,,266.06333333333333,254.43999999999997,263.39166666666665,274.23,283.425,295.7816666666667,303.79833333333335,290.05,291.025,285.93333333333334,289.4116666666667,292.80333333333334,287.945,304.625,302.7816666666667,326.62,333.40250000000003,332.7,328.412,322.1925,319.68,321.4875,320.0133333333333,313.25666666666666,309.322,315.9533333333334,320.6,316.09999999999997,309.68333333333334,309.38,306.46999999999997,301.86333333333334,293.3,287.93833333333333,313.6566666666667,303.98199999999997,293.42333333333335,290.99333333333334,L8
2017-05-22 22:19:54+00:00,,,266.06333333333333,254.43999999999997,263.39166666666665,274.23,283.425,295.7816666666667,303.79833333333335,293.6857142857143,293.7885714285714,288.6842857142857,289.88714285714286,293.4485714285714,287.9328571428572,306.3542857142857,303.3128571428571,328.372,335.73400000000004,332.7,328.412,322.1925,320.51714285714286,323.116,320.0133333333333,313.25666666666666,309.322,315.9533333333334,320.6,316.09999999999997,309.68333333333334,309.38,306.46999999999997,302.6328571428572,296.6842857142857,288.3,316.25714285714287,305.5733333333333,296.9114285714286,294.96714285714285,L8
2017-07-02 22:14:23+00:00,,,264.16999999999996,255.57600000000002,263.856,274.342,283.72400000000005,296.61,305.852,296.3566666666667,295.6816666666667,290.3616666666666,289.3516666666667,292.12333333333333,285.27500000000003,308.2083333333333,302.5,328.3675,334.555,332.03249999999997,327.45,324.24666666666667,321.665,325.51750000000004,322.09,313.11,308.8533333333334,317.0833333333333,316.65,314.93499999999995,308.53999999999996,307.852,307.60800000000006,302.7283333333333,296.6433333333333,285.7633333333333,319.03000000000003,305.64,299.75333333333333,297.2316666666667,L8
2017-07-09 22:20:35+00:00,,,264.16999999999996,254.89166666666665,262.76166666666666,273.5083333333333,283.1,296.8633333333333,305.9733333333333,297.6985714285715,297.26142857142855,292.60714285714283,290.36285714285714,292.4457142857143,285.5628571428571,309.32142857142856,302.4685714285714,328.27200000000005,334.754,329.068,327.45,324.24666666666667,321.98285714285714,321.556,318.955,313.11,307.1125,317.0833333333333,316.65,314.93499999999995,308.53999999999996,307.852,308.4616666666667,303.38714285714286,297.7728571428571,285.5214285714286,319.04333333333335,305.64,301.7085714285714,298.59285714285716,L8
2017-08-03 22:14:35+00:00,,,263.78,255.585,263.01500000000004,273.395,282.94,296.62166666666667,306.33,299.88571428571424,298.73428571428576,294.73,290.47857142857146,292.59000000000003,284.99285714285713,310.8985714285714,302.3971428571428,329.066,335.408,329.684,327.36999999999995,326.5566666666667,322.7242857142857,322.774,319.58500000000004,312.34,308.675,319.37333333333333,316.65,311.18,303.61,308.056,308.64000000000004,303.53285714285715,299.3085714285714,284.63714285714286,321.26500000000004,305.43,304.55,301.0142857142857,L8
2017-09-27 22:20:36+00:00,,,263.475,256.0733333333333,264.17333333333335,273.15999999999997,282.704,296.946,307.38599999999997,299.81,298.7271428571429,296.0028571428571,290.96999999999997,291.9271428571429,285.65285714285716,312.7757142857143,303.9157142857143,331.05,337.35249999999996,329.735,327.71999999999997,329.32500000000005,323.5783333333334,323.60249999999996,319.67,,309.55333333333334,323.06,,,,308.23749999999995,309.35200000000003,303.84,301.2616666666666,284.13,324.122,307.08750000000003,304.7442857142857,301.26000000000005,L8
2017-10-29 22:20:41+00:00,,,262.71333333333337,255.51800000000003,263.64799999999997,272.04249999999996,281.76500000000004,296.4475,305.6425,300.545,299.65333333333336,297.49833333333333,291.45666666666665,292.07,285.7116666666667,313.2033333333333,303.85714285714283,331.05,337.302,327.50666666666666,327.405,328.74333333333334,323.5083333333333,323.606,320.43,316.24,310.1925,321.43333333333334,,,315.0,308.5125,309.12500000000006,304.254,302.544,284.9442857142857,321.932,307.066,305.7733333333333,301.8283333333333,L8
2017-11-30 22:20:32+00:00,,,260.50333333333333,254.858,264.208,272.45,281.78499999999997,295.7125,304.1775,296.262,294.62199999999996,294.784,291.468,291.786,285.64,310.598,303.50166666666667,328.32,334.3,328.1925,327.9766666666667,327.78000000000003,322.66400000000004,321.95799999999997,320.944,315.485,308.76,320.2025,323.16,314.7,312.36,307.1325,308.6175,304.64,299.0525,284.8283333333333,316.1775,305.54,301.312,296.14,L8
2018-01-01 22:20:32+00:00,,,264.775,255.0225,264.9225,272.95,282.1266666666666,296.26,304.22,293.188,292.052,293.516,291.832,293.09000000000003,288.39,308.902,303.9783333333333,324.985,332.736,327.39250000000004,329.7,325.11,321.394,319.554,319.812,314.7266666666667,307.922,318.4125,323.16,313.66499999999996,311.5,308.82,309.16,305.63333333333327,299.9266666666667,286.495,315.088,304.8025,297.684,293.37,L8
2018-02-11 22:14:26+00:00,,,264.775,255.96000000000004,268.755,276.07,285.18,297.23,303.52,286.9866666666667,282.51750000000004,283.5575,286.26,290.0025,287.13,302.34749999999997,302.23,319.0433333333333,327.01000000000005,326.16,327.3275,320.90999999999997,317.8075,318.6325,319.95,312.23,305.5825,312.46000000000004,315.74,309.1033333333333,307.7025,306.4075,307.08,307.71,297.62,286.408,308.56,301.28999999999996,289.6333333333334,286.8833333333333,L8
2018-03-06 22:20:26+00:00,,,264.775,254.1833333333333,265.2633333333333,273.61,283.295,295.34000000000003,300.485,286.7675,283.13,283.77599999999995,286.418,290.592,287.33000000000004,303.098,302.31333333333333,321.22249999999997,328.034,326.8875,327.20799999999997,321.794,317.706,319.528,320.48400000000004,312.908,305.806,312.454,317.5833333333333,310.21,307.954,306.892,304.33,306.335,293.16499999999996,286.75,309.02799999999996,301.192,288.38,286.48,L8
2018-03-15 22:14:10+00:00,,,263.8833333333333,254.155,262.7725,271.75,282.6266666666667,295.43666666666667,299.9066666666667,286.464,283.50166666666667,284.2083333333333,286.4316666666667,290.6566666666667,286.82166666666666,303.2766666666667,302.26714285714286,321.45799999999997,328.9433333333333,328.98,328.425,325.38666666666666,318.62833333333333,323.095,320.96999999999997,314.41833333333335,308.0083333333333,312.454,317.5833333333333,313.106,310.2716666666667,308.78333333333336,303.6333333333333,305.24333333333334,291.41,286.5785714285715,308.7916666666667,302.5516666666667,287.37800000000004,286.26800000000003,L8
2018-04-16 22:13:54+00:00,,,264.9866666666667,255.16,261.9325,273.1725,284.23,297.37,301.15,288.134,284.31,284.35499999999996,285.8283333333333,291.92,286.575,304.005,301.6685714285714,323.8666666666666,330.6228571428572,330.33666666666664,328.65000000000003,326.42285714285714,319.3085714285714,325.51142857142855,321.6257142857143,315.59999999999997,309.0442857142857,312.454,317.5833333333333,313.106,312.43,309.7371428571428,305.1375,305.24333333333334,291.4975,287.0442857142857,311.0185714285714,303.42428571428576,286.682,286.75,L8
2018-05-18 22:13:34+00:00,,,264.9866666666667,255.16,267.838,278.864,287.948,297.37,301.15,288.134,284.31,284.35499999999996,286.54285714285714,293.3142857142857,286.9971428571428,304.005,302.0242857142857,323.8666666666666,331.15142857142854,331.7557142857143,329.5185714285714,328.12857142857143,320.57,325.82666666666665,321.445,315.4933333333333,308.5333333333333,311.0225,317.5833333333333,313.106,312.0016666666667,310.5585714285714,305.1375,307.56,297.43999999999994,287.4514285714286,314.53285714285715,304.7557142857143,289.21666666666664,291.31166666666667,L8
2018-07-12 22:19:32+00:00,,,262.27333333333337,255.8675,266.8,278.904,287.908,297.3125,301.48,291.28999999999996,285.184,285.568,285.48833333333334,293.50166666666667,285.64,307.418,302.345,326.782,333.25333333333333,332.532,329.29600000000005,330.502,322.13166666666666,328.3975,321.1125,316.25499999999994,309.65749999999997,307.55499999999995,314.79499999999996,312.73333333333335,313.12750000000005,311.43666666666667,306.0125,306.01,295.064,286.7366666666667,318.8883333333333,305.22799999999995,289.698,293.57399999999996,L8
2018-07-21 22:13:49+00:00,,,271.40999999999997,258.938,268.5566666666667,279.66833333333335,288.76500000000004,299.32399999999996,304.756,297.966,289.54333333333335,291.42333333333335,285.9271428571429,294.09857142857146,285.4814285714286,309.49,302.7885714285714,327.39166666666665,333.6657142857143,332.532,329.29600000000005,330.502,322.13166666666666,328.3975,321.1125,316.25499999999994,309.65749999999997,307.55499999999995,314.79499999999996,312.73333333333335,313.12750000000005,311.43666666666667,311.07399999999996,306.096,295.565,286.71,321.1028571428571,305.22799999999995,293.69,297.35499999999996,L8
2018-08-29 22:19:55+00:00,,,271.40999999999997,258.73,268.19714285714286,278.8957142857143,287.84000000000003,298.9533333333333,304.59666666666664,298.5983333333333,294.10833333333335,296.47499999999997,289.16285714285715,296.4357142857143,287.45,314.055,304.61428571428576,330.62666666666667,336.76714285714286,335.572,331.048,335.21000000000004,324.1033333333333,332.83500000000004,324.20000000000005,320.39,314.14,312.43,321.27,319.11,318.7333333333334,313.8566666666666,310.8,306.2966666666667,296.6771428571429,287.5628571428571,323.92999999999995,308.41600000000005,295.4142857142857,298.17285714285714,L8
2018-09-07 22:14:12+00:00,,,271.40999999999997,260.35,272.4657142857143,283.04,292.1014285714286,302.5683333333333,309.565,301.096,295.81399999999996,298.84000000000003,289.51500000000004,302.8342857142857,287.33666666666664,315.646,308.88714285714286,331.2,337.54,337.19750000000005,332.1275,338.50333333333333,325.464,336.07666666666665,324.7266666666667,321.98,316.61999999999995,,,324.69,323.6200000000001,314.86199999999997,312.64399999999995,306.564,298.00500000000005,287.41333333333336,326.10166666666663,310.32,297.21333333333337,300.3233333333333,L8
2018-09-30 22:20:07+00:00,,,273.625,265.322,275.32666666666665,285.76142857142855,294.34142857142854,304.3916666666667,312.1116666666666,305.17,302.22400000000005,301.9575,291.96500000000003,305.06428571428575,290.03666666666663,319.11199999999997,310.1885714285714,333.4,338.35,337.74,332.3025,336.08000000000004,326.02,333.65000000000003,325.3900000000001,331.86333333333334,318.34666666666664,333.24,,,325.38,314.0175,314.764,309.17999999999995,300.44666666666666,288.91333333333336,328.9483333333333,311.87250000000006,300.55333333333334,304.24499999999995,L8
2018-11-10 22:14:32+00:00,,,271.1825,265.13,275.6666666666667,285.46714285714285,293.63,303.27833333333336,311.41333333333336,304.974,302.264,300.605,292.52833333333336,305.0214285714286,290.155,316.786,310.0414285714286,332.56333333333333,337.242,336.3475,331.4975,330.705,324.2675,324.56,322.70000000000005,329.0,315.90333333333336,324.64,320.46,316.63,310.66,312.89750000000004,313.98199999999997,308.68833333333333,301.12333333333333,289.68833333333333,326.39666666666665,311.1,301.7816666666667,304.86999999999995,L8
2019-02-05 22:20:33+00:00,,,262.4733333333333,262.6025,270.33250000000004,281.822,291.74800000000005,301.61800000000005,308.674,296.3525,297.9,290.2233333333333,294.15500000000003,306.2,292.895,312.3225,310.912,328.695,334.0,333.8525,329.7175,323.34000000000003,318.45,327.0566666666667,320.35333333333335,324.4325,312.5625,318.81666666666666,318.15999999999997,318.475,313.17,311.90000000000003,307.56,307.3075,298.5475,290.4975,315.435,305.94000000000005,297.6,297.2875,L8
2019-02-14 22:14:21+00:00,,,266.07,262.88,270.11400000000003,281.51500000000004,290.81333333333333,301.475,308.0883333333333,296.05,297.12399999999997,291.55499999999995,294.42600000000004,305.45166666666665,292.66,312.322,310.6333333333334,326.5466666666667,333.67,333.72200000000004,329.70799999999997,323.9633333333333,318.24,326.03,320.605,322.312,312.072,318.505,319.47333333333336,317.7266666666667,313.17,311.90000000000003,307.636,306.922,298.41999999999996,291.28999999999996,314.586,305.938,297.36800000000005,296.352,L8
2019-02-21 22:20:30+00:00,,,266.052,261.71,268.90333333333336,280.6328571428572,290.28571428571433,300.56428571428575,306.9785714285714,294.5366666666667,295.2916666666667,290.984,293.68,303.7914285714286,291.4016666666667,311.555,309.45428571428573,326.145,332.93600000000004,333.3283333333333,329.4683333333333,323.90999999999997,317.996,325.01599999999996,320.498,320.69,311.4066666666667,318.094,319.9975,317.39,313.31,310.5475,306.9266666666667,305.71166666666664,297.15333333333336,290.68,313.79833333333335,305.63000000000005,295.995,294.74333333333334,L8
2019-03-02 22:14:17+00:00,,,266.535,262.2383333333333,268.90333333333336,281.33,291.62,300.6257142857143,306.6228571428572,292.96666666666664,293.78833333333336,289.384,293.01166666666666,303.6457142857143,291.295,309.79833333333335,309.62857142857143,323.4625,331.8,332.84333333333336,329.42833333333334,323.98199999999997,317.34400000000005,323.902,319.468,319.52,309.8933333333334,317.63,320.45799999999997,317.18600000000004,312.39,308.71000000000004,306.4483333333333,304.7266666666667,295.2483333333334,291.415,312.24833333333333,305.15333333333336,293.67833333333334,292.51500000000004,L8
2019-06-22 22:14:28+00:00,,,270.63,261.546,266.096,277.80600000000004,288.518,297.604,304.81399999999996,292.164,290.418,290.854,290.37800000000004,293.966,287.30600000000004,308.24,304.27,325.01800000000003,331.726,332.474,328.645,324.505,319.108,326.91999999999996,319.29,312.84999999999997,306.8075,316.244,320.4575,317.32500000000005,312.96666666666664,307.9533333333334,307.344,301.73400000000004,292.864,288.904,317.148,304.66999999999996,292.796,290.514,L8
2019-06-29 22:20:17+00:00,,,270.63,261.546,266.096,277.80600000000004,288.518,297.604,304.81399999999996,292.164,290.418,290.854,290.37800000000004,293.966,287.985,308.24,305.65000000000003,325.01800000000003,331.726,332.474,328.645,324.505,322.15833333333336,326.91999999999996,319.29,312.84999999999997,306.8075,316.244,320.4575,317.32500000000005,312.96666666666664,307.9533333333334,307.344,301.73400000000004,292.864,291.40166666666664,317.148,304.66999999999996,292.796,290.514,L8
2019-07-15 22:20:20+00:00,,,270.63,261.546,266.096,277.80600000000004,288.518,297.604,304.81399999999996,292.164,290.418,290.854,290.37800000000004,293.966,287.985,308.24,305.65000000000003,325.01800000000003,331.726,332.474,328.645,324.505,322.15833333333336,326.91999999999996,319.29,312.84999999999997,306.8075,314.6333333333334,320.4575,317.32500000000005,312.96666666666664,307.9533333333334,307.344,301.73400000000004,292.864,291.40166666666664,317.148,304.66999999999996,292.796,290.514,L8
2019-09-10 22:14:51+00:00,,,271.76,265.84000000000003,269.63,279.525,291.255,301.845,313.6,299.15,297.5,296.52,288.65,291.37,287.7266666666667,316.51,306.31666666666666,331.24,334.79,338.73,329.49,335.64,328.9066666666667,336.92,,,,315.6500000000001,,,,,316.53,304.69,299.76,292.09999999999997,346.01,313.56,305.045,307.135,L8
2019-09-26 22:14:56+00:00,,,271.76,249.02666666666667,266.1133333333333,277.75666666666666,291.20666666666665,299.8066666666667,309.15333333333336,299.6166666666667,300.34999999999997,295.93333333333334,290.95666666666665,293.42333333333335,288.625,315.2866666666667,307.0425,331.24,334.79,338.73,329.49,334.395,328.275,336.92,,,,315.6500000000001,,,,,311.96,305.47333333333336,300.7033333333333,293.61,335.695,311.98,304.04333333333335,305.1133333333333,L8
2019-10-03 22:20:45+00:00,,,271.76,250.0925,264.3025,275.59749999999997,288.415,297.55,306.3625,297.6675,297.64750000000004,293.5675,290.675,293.18,288.97400000000005,313.72249999999997,306.482,331.24,334.79,336.24,329.71000000000004,332.39666666666665,326.94,331.09000000000003,,,311.34,315.6500000000001,,,,,309.7075,304.3425,299.4025,292.72799999999995,329.9433333333333,309.59999999999997,301.0,301.3875,L8
2019-11-29 22:14:55+00:00,,,267.46,251.07200000000003,264.084,274.998,287.344,296.864,304.656,296.164,296.082,292.216,290.584,293.06399999999996,288.29333333333335,310.906,305.665,326.15999999999997,330.32000000000005,334.3725,328.29333333333335,328.9275,324.99333333333334,326.6666666666667,319.29,311.95,308.53499999999997,314.81333333333333,319.55,313.16,308.43,308.62,308.532,303.846,298.13599999999997,292.2033333333333,324.0875,307.75,298.836,298.87399999999997,L8
2020-01-23 22:20:55+00:00,,,262.59999999999997,248.454,262.622,274.238,286.45799999999997,296.536,301.67199999999997,294.93,294.526,289.968,291.99,295.488,289.598,308.742,304.01000000000005,320.955,326.57500000000005,332.26,327.8625,326.912,320.75,320.76,319.11,312.365,307.42333333333335,313.875,319.55,313.16,308.43,308.86,306.61199999999997,303.41999999999996,297.906,291.64,315.0725,305.35,297.596,297.13599999999997,L8
2020-03-04 22:14:32+00:00,,,265.055,250.33666666666667,263.2716666666667,274.7416666666667,286.56333333333333,296.695,301.77666666666664,294.55,293.6816666666667,290.355,292.13166666666666,296.2816666666667,289.705,308.125,303.6,322.27,330.6233333333334,332.63,328.454,326.43666666666667,320.59499999999997,320.395,320.13000000000005,313.34999999999997,308.5325,315.12666666666667,320.855,317.33500000000004,316.34000000000003,309.02,306.7433333333333,302.91333333333336,296.9216666666667,291.50166666666667,314.378,304.90999999999997,296.66,295.6083333333333,L8
2020-03-11 22:20:16+00:00,,,265.185,250.3033333333333,263.0,274.75500000000005,286.2366666666667,295.64166666666665,300.7333333333333,293.665,292.80333333333334,289.0133333333334,291.90000000000003,295.5933333333333,288.79,304.935,303.34999999999997,323.53749999999997,330.885,330.486,328.062,323.715,319.605,320.068,320.5575,313.6,308.4,315.86,323.12,319.02,315.15000000000003,308.8625,305.11333333333334,302.1,294.6116666666667,291.5266666666667,314.115,304.58166666666665,293.3183333333334,290.79833333333335,L8
