dates,satname,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0039,nzd0575-0040,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069,nzd0575-0036,nzd0575-0037,nzd0575-0041,nzd0575-0042,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0038,nzd0575-0046,nzd0575-0047,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0065
2013-06-05 22:15:27.079000,L8,169.54,150.89,,212.01,213.18,217.32,211.42,201.90,207.92,196.79,197.87,193.32,198.64,203.11,200.73,206.28,209.46,207.59,204.01,202.06,200.47,197.03,193.75,196.12,101.08,112.73,54.08,115.37,102.53,93.80,18.70,31.22,13.52,191.52,201.82,83.06,,,189.65,199.24,191.56,189.82,190.39,180.91,185.55,192.25,55.50,74.58,117.45,115.53,100.28,26.55,,,,,,,,,,,192.34,205.17,207.74,196.12,190.68,199.74,194.85,146.06
2013-07-07 22:15:00.081000,L8,174.41,179.89,51.66,217.89,217.22,221.05,216.50,208.30,211.26,199.65,201.79,199.29,204.31,206.09,204.64,212.68,212.88,210.87,205.72,204.22,204.65,200.01,197.59,200.50,200.26,189.28,197.92,187.06,186.69,197.25,205.59,190.56,203.69,206.43,204.62,83.63,181.46,203.20,193.83,201.17,197.38,194.41,194.15,186.11,193.58,196.25,199.20,199.45,85.22,200.89,161.61,32.29,,196.50,,194.77,196.74,190.22,,,,,161.49,207.87,212.14,202.40,197.42,204.37,198.57,191.84
2013-07-07 22:15:24.044000,L8,174.23,179.94,51.69,217.86,217.05,221.00,216.49,208.30,211.26,199.61,201.75,199.17,204.34,206.07,204.54,212.47,212.83,210.92,205.69,204.17,204.64,200.01,197.60,200.48,200.17,189.27,197.92,186.99,186.66,196.95,205.58,190.57,203.62,206.41,204.59,83.75,181.41,203.18,193.76,201.16,197.39,194.50,194.11,186.12,193.78,196.25,199.39,199.43,208.07,201.15,161.48,32.28,,196.50,,194.78,196.70,190.30,,,,,198.35,208.06,212.07,202.36,197.57,204.32,198.55,191.79
2013-07-23 22:14:58.777000,L8,171.16,169.44,26.95,215.62,215.40,218.53,211.26,206.58,209.28,197.35,198.95,55.15,200.46,204.90,202.53,207.02,211.60,208.62,203.54,202.08,202.81,196.02,192.90,198.18,197.69,185.32,193.11,185.55,181.80,193.34,202.52,188.50,193.78,203.87,204.78,76.84,,,,,,192.28,190.49,182.23,186.90,193.62,196.55,197.71,207.60,203.59,207.27,27.42,,,,,,,,,,,,204.58,212.60,198.43,192.72,202.89,196.35,185.15
2013-07-23 22:15:22.744000,L8,172.99,183.23,48.41,215.85,216.06,219.27,142.89,206.80,210.42,197.77,199.73,193.94,201.09,205.57,202.89,207.53,211.92,208.67,204.08,202.52,203.07,196.27,193.61,198.53,198.11,186.17,194.13,187.00,182.47,193.84,203.17,188.99,195.09,205.28,205.79,78.10,,,192.71,197.86,191.75,193.40,191.40,183.29,187.92,194.29,197.61,198.36,208.04,204.51,207.85,28.14,,,,,,,,,,,197.57,74.18,213.08,200.58,195.16,203.46,196.98,187.22
2013-09-02 22:09:16.475000,L8,238.72,237.26,239.63,239.67,239.99,238.91,236.63,234.72,234.55,235.38,233.71,228.17,227.08,228.49,228.35,228.53,229.58,225.60,226.62,223.66,221.68,222.62,215.90,219.13,216.07,213.84,217.33,211.42,209.10,214.55,216.16,220.44,220.54,229.61,229.47,215.67,226.72,231.15,227.15,227.98,229.46,228.47,231.16,231.10,227.90,229.81,230.39,232.31,233.23,232.32,234.22,223.38,225.54,228.96,232.73,234.99,231.68,232.19,228.36,230.39,235.61,232.92,230.50,234.02,232.50,232.22,232.81,230.19,228.52,230.88
2013-09-25 22:14:53.099000,L8,243.54,244.56,247.86,243.62,242.51,242.40,240.63,236.88,238.72,238.29,235.68,232.93,229.30,231.29,231.03,229.79,233.56,231.21,227.68,226.85,225.85,222.59,219.69,221.18,220.38,219.32,220.20,218.65,215.53,216.00,219.84,222.55,225.91,231.28,233.00,223.06,231.72,234.01,229.34,231.78,230.71,228.83,231.35,232.69,227.31,229.09,229.27,230.71,232.42,231.52,234.13,227.99,228.79,233.42,234.56,236.68,232.79,232.41,230.28,230.22,238.35,231.74,232.47,231.99,233.96,232.67,231.32,229.93,227.97,231.93
2013-09-25 22:15:17.057000,L8,243.18,244.35,247.50,243.08,242.08,241.81,240.39,236.59,237.96,237.96,235.38,232.67,228.86,231.01,230.75,229.56,233.32,230.72,227.23,226.57,225.52,222.31,219.67,220.34,220.00,219.02,219.77,218.44,215.08,215.68,219.62,222.27,225.66,231.10,232.79,222.91,231.26,233.74,228.93,231.33,230.55,228.65,231.07,232.46,226.96,228.84,229.03,230.31,232.24,231.08,233.85,227.64,228.73,232.91,234.35,236.42,232.52,232.16,229.91,229.90,238.29,231.50,232.27,231.68,233.74,232.33,231.17,229.66,227.69,231.60
2013-11-12 22:15:08.029000,L8,241.63,239.68,243.80,244.21,240.76,241.07,241.38,237.13,239.40,238.78,236.48,232.68,228.97,230.68,230.49,229.46,231.81,228.99,226.79,226.63,222.14,219.23,217.73,217.15,215.10,219.19,215.74,215.61,217.31,211.70,216.01,221.31,224.48,229.15,229.72,225.86,229.18,231.17,223.29,225.10,223.63,226.35,227.24,229.99,228.23,225.48,227.66,227.39,230.14,228.84,229.62,226.85,226.84,231.23,231.09,233.71,231.62,230.07,227.74,226.85,235.35,230.54,231.68,230.67,230.51,230.19,229.57,228.56,227.86,230.86
2013-12-14 22:14:33.459000,L8,327.74,314.01,298.11,290.19,286.08,287.31,288.12,286.73,288.77,287.51,285.56,285.64,278.79,277.73,279.09,278.13,275.16,276.14,274.51,270.85,268.84,267.02,265.17,262.11,261.79,259.95,256.89,258.21,256.59,255.75,257.57,262.75,266.74,267.78,267.49,269.50,274.26,274.36,274.30,273.00,273.27,275.03,273.42,275.70,270.90,268.41,271.85,277.61,274.63,267.62,271.90,268.31,269.16,276.34,275.94,272.69,273.12,274.09,272.31,271.78,272.12,274.71,277.27,278.99,278.03,278.53,276.40,274.26,275.48,278.18
2013-12-14 22:14:57.422000,L8,328.37,314.46,298.41,290.78,286.39,287.73,288.52,287.18,288.99,287.97,286.10,286.14,279.16,278.10,279.42,278.63,275.63,276.59,274.95,271.42,269.26,267.48,265.71,262.69,262.33,260.40,257.48,258.76,257.09,256.32,257.99,263.18,267.13,268.23,267.83,269.87,274.78,274.90,274.64,273.35,273.59,275.27,273.92,276.31,271.25,268.97,271.96,278.08,274.76,268.00,272.13,268.81,269.56,276.67,276.43,273.10,273.25,274.45,272.69,272.15,272.29,275.05,277.89,279.25,278.32,278.84,276.66,274.55,275.83,278.28
2013-12-30 22:14:25.215000,L8,,,,,,,,,,,,,,,,,151.47,71.83,,,,,153.07,154.43,148.14,61.27,80.86,157.62,166.04,154.51,21.85,179.73,187.72,188.25,170.36,73.57,141.28,152.38,184.50,190.33,186.44,178.59,178.36,169.60,178.27,184.57,191.16,,,197.47,203.48,20.25,,,,178.49,182.39,129.59,,154.63,192.84,160.04,184.54,198.79,193.31,196.41,192.85,192.52,189.19,185.93
2014-01-24 22:08:21.364000,L8,236.56,235.60,235.08,230.84,235.89,234.61,238.40,234.08,233.89,233.95,232.44,229.62,222.30,224.45,224.73,226.17,224.31,224.59,221.91,218.33,221.24,213.99,214.11,214.05,214.19,213.21,208.81,210.14,44.22,215.96,228.99,218.62,220.72,228.96,227.16,224.63,174.02,225.18,214.06,146.80,156.74,213.64,224.27,220.88,228.47,166.65,200.30,202.49,227.39,226.50,232.01,224.87,203.90,221.92,196.98,110.64,170.23,179.26,190.91,162.86,132.68,198.12,195.40,252.02,164.90,164.65,216.54,69.58,200.08,84.27
2014-01-31 22:14:04.661000,L8,220.58,218.09,218.43,214.50,210.63,214.16,207.95,206.39,203.31,198.75,205.13,195.09,200.23,201.70,202.97,205.34,205.31,203.90,204.12,198.99,199.44,193.24,192.48,194.41,192.96,181.45,188.76,177.99,110.80,139.74,109.20,114.96,,,,,156.66,199.04,96.35,31.19,20.95,198.27,200.53,185.67,187.66,195.27,195.22,,,,205.91,,,139.31,122.68,145.33,102.75,126.27,,173.68,159.04,124.98,24.74,211.36,207.59,209.09,207.87,202.58,195.71,
2014-02-09 22:08:09.113000,L8,247.14,241.44,235.33,234.57,232.83,234.35,234.53,231.29,234.30,231.55,228.59,227.85,221.08,226.42,223.88,226.33,225.75,222.94,220.69,223.05,219.62,219.72,215.01,214.74,217.80,213.67,215.30,215.35,212.59,213.73,216.38,219.93,224.28,228.71,228.62,227.37,226.01,231.28,226.46,225.41,226.00,225.50,225.91,229.37,223.89,224.71,225.79,226.87,228.03,226.27,230.19,225.80,224.85,229.01,227.71,233.60,230.58,230.22,226.89,227.74,234.11,232.88,230.86,230.98,231.76,229.03,230.94,227.72,224.87,229.09
2014-02-16 22:13:50.683000,L8,204.45,208.59,223.71,223.20,228.86,221.61,220.52,242.61,238.53,242.07,231.59,229.76,222.81,226.90,224.28,225.17,228.54,222.71,218.86,223.31,219.19,217.25,216.52,215.78,213.87,212.80,213.64,212.72,206.90,212.76,242.57,219.33,227.79,237.91,233.35,226.48,233.78,229.19,223.25,226.61,227.79,228.30,230.04,228.68,233.14,228.69,227.43,229.83,228.09,227.63,234.21,226.05,326.42,237.16,229.20,232.00,229.70,230.78,230.11,226.94,231.60,228.61,228.85,229.33,228.03,233.59,231.99,231.80,228.19,229.13
2014-02-16 22:14:14.638000,L8,204.25,206.81,223.48,222.38,227.83,220.92,219.66,241.73,237.27,241.32,230.52,228.93,222.17,225.67,223.49,224.61,226.97,222.08,218.36,222.19,218.53,216.44,216.14,215.06,213.43,212.23,212.56,211.91,206.10,211.98,241.69,218.42,227.54,237.02,233.02,225.86,233.08,228.22,222.54,225.35,227.28,227.31,229.41,228.21,231.73,227.99,226.89,228.92,227.65,226.89,233.65,267.11,325.67,236.07,228.30,231.29,228.98,230.10,229.19,226.17,230.33,227.96,228.21,228.41,227.09,232.96,231.45,231.09,227.67,228.17
2014-03-13 22:07:45.256000,L8,322.51,315.09,301.93,294.50,295.65,295.62,294.19,292.29,291.52,291.74,291.51,289.49,280.86,279.69,280.88,280.42,275.67,278.86,273.60,276.46,273.14,269.54,270.27,269.41,277.99,267.36,266.99,268.79,263.97,265.88,264.30,269.04,269.08,274.63,275.38,274.07,272.75,274.78,278.23,276.76,276.17,278.98,276.72,266.55,280.30,268.24,271.56,280.00,277.70,270.81,277.72,274.07,271.60,278.30,282.79,272.63,272.41,274.44,273.12,275.68,275.07,276.14,277.93,279.01,279.58,278.36,276.71,276.82,274.87,285.75
2014-03-20 22:13:25.653000,L8,338.04,326.33,319.74,308.43,311.54,312.11,316.21,311.50,315.62,313.38,309.73,304.22,302.31,302.25,300.92,301.37,303.17,298.59,300.33,296.46,296.15,291.17,294.26,292.74,289.27,286.73,284.82,282.49,278.84,283.06,284.39,285.51,289.54,301.18,293.49,291.97,297.84,297.81,299.78,298.77,297.26,294.48,292.09,291.14,288.18,284.66,288.49,296.35,297.47,288.14,288.93,293.68,294.80,302.49,299.97,295.27,295.16,293.53,297.75,296.97,296.11,294.38,294.23,292.14,294.48,294.30,293.75,295.59,295.15,300.84
2014-03-20 22:13:49.616000,L8,337.04,325.99,318.96,308.20,310.39,311.79,315.40,310.92,315.18,312.77,309.36,303.69,301.62,301.53,300.26,300.71,302.47,298.09,299.16,296.16,295.39,290.83,293.39,292.33,288.36,286.16,283.95,282.12,277.93,282.72,283.56,284.83,288.95,300.48,293.07,291.55,297.46,297.09,299.32,298.00,296.63,293.74,291.61,290.59,287.88,283.98,288.03,295.82,296.87,287.64,288.33,293.16,294.38,302.08,299.08,294.46,294.76,292.82,297.15,295.98,295.82,294.09,293.54,291.84,293.35,293.83,292.77,294.79,294.60,300.49
2014-04-05 22:13:10.561000,L8,263.06,259.94,249.38,248.66,249.01,244.85,246.03,245.13,247.64,246.32,245.12,243.13,237.10,236.77,233.82,237.85,238.77,235.74,236.54,230.97,232.24,229.50,226.03,227.82,225.81,223.64,223.44,221.89,220.57,219.69,223.15,225.68,227.75,234.02,233.03,229.32,234.37,234.72,233.44,234.41,232.39,236.48,234.83,238.46,235.23,232.68,235.11,236.04,236.61,235.88,239.05,231.33,230.00,236.96,236.27,238.27,236.50,235.76,232.10,235.20,240.91,236.69,238.39,236.73,237.24,237.18,236.08,234.48,234.84,238.95
2014-04-05 22:13:34.516000,L8,263.00,259.91,249.17,248.60,248.62,245.14,245.60,245.16,247.27,246.29,244.93,243.07,236.96,236.80,233.76,237.84,238.43,235.74,235.98,230.96,231.45,229.37,225.95,227.79,225.77,223.66,223.33,221.81,220.32,219.64,223.02,225.65,227.66,233.92,232.88,229.39,234.36,234.56,233.34,234.37,232.35,236.46,234.77,238.34,235.23,232.65,235.06,236.01,236.50,235.94,239.07,231.15,229.90,236.90,236.22,238.15,236.52,235.76,231.96,235.18,240.75,236.52,238.33,236.55,237.29,237.16,236.05,234.38,234.63,238.78
2014-04-30 22:06:58.400000,L8,213.57,191.63,148.94,169.22,165.34,152.63,138.28,124.51,104.04,67.05,36.14,45.13,37.30,68.51,195.42,204.17,201.54,199.23,195.66,194.22,198.95,184.47,189.62,190.22,185.14,183.01,186.63,177.26,173.48,188.83,190.12,184.90,188.73,200.74,205.20,88.02,105.07,196.84,184.89,194.73,189.87,185.86,185.26,172.18,183.01,188.09,190.07,,,204.05,199.13,25.81,,,,,,,,,,,201.12,67.20,202.44,199.10,189.90,197.95,192.77,178.50
2014-05-07 22:12:37.911000,L8,161.36,,,208.23,208.44,209.69,205.52,204.26,195.26,193.73,195.02,187.74,189.73,198.87,197.63,199.77,210.72,192.71,195.00,198.01,197.91,184.18,187.71,188.41,183.97,100.72,93.49,110.76,92.44,86.02,66.21,182.95,189.45,193.27,185.88,88.52,,,185.46,195.83,192.59,186.75,186.42,167.51,184.03,185.15,190.74,,,203.50,201.74,28.97,,,112.88,,,,,,,,,204.71,200.78,175.20,195.32,198.84,193.49,
2014-05-16 22:06:45.666000,L8,,,,,203.14,211.15,202.31,198.90,186.08,190.36,194.68,187.11,192.94,199.42,198.12,203.95,209.90,195.83,205.02,196.47,201.12,194.18,191.94,195.44,110.96,106.11,70.80,116.83,108.39,104.56,96.70,70.30,25.65,30.31,203.42,99.08,,,,,,187.18,186.40,169.09,,158.07,196.02,,,186.64,200.82,30.44,,,,,,,,,,,,,,,,201.12,193.49,
2014-06-01 22:06:50.694000,L8,212.90,88.79,,217.65,214.20,218.06,213.71,207.04,212.93,196.40,199.41,193.05,200.95,207.05,202.93,209.84,211.25,203.91,206.78,200.79,203.22,193.31,195.27,197.91,197.47,190.95,199.10,187.80,179.93,198.18,199.84,191.18,193.85,206.40,214.43,92.68,186.49,203.01,191.29,200.33,193.29,195.29,192.52,182.35,187.37,196.25,199.03,,,192.83,208.20,29.46,,,,199.99,193.63,190.22,,,,,202.21,163.80,214.28,209.65,208.15,207.84,197.87,181.91
2014-07-03 22:07:01.995000,L8,216.47,100.42,,215.85,215.59,217.12,216.09,208.17,213.35,197.00,199.36,191.71,202.82,204.43,204.42,210.98,212.41,208.78,204.42,202.52,204.18,196.28,194.85,199.36,88.39,107.64,110.20,113.25,28.48,94.03,11.03,189.04,195.90,208.83,211.13,107.26,186.19,109.83,191.76,203.61,198.66,192.15,193.39,183.56,190.18,196.45,198.92,,,,,36.48,,165.65,,195.12,197.78,193.01,,,,158.25,160.00,209.07,209.69,208.77,201.63,203.42,198.13,191.76
2014-08-04 22:07:14.381000,L8,209.22,190.30,155.03,210.64,207.20,213.47,209.31,204.71,196.31,194.02,35.88,187.14,196.70,201.54,198.21,203.59,205.12,200.30,203.99,197.13,200.57,189.16,191.65,193.69,189.54,185.64,193.09,99.83,90.92,79.66,193.34,186.58,188.76,195.18,209.57,85.16,183.31,199.46,187.48,196.64,191.26,183.59,188.61,178.37,184.45,192.46,195.27,,,,,27.66,,,,195.32,127.75,180.15,,85.85,,157.27,195.61,209.50,207.22,203.17,193.63,200.90,194.20,179.47
2014-08-11 22:13:03.844000,L8,,,,209.99,206.83,209.30,206.99,203.03,199.03,193.35,194.34,187.53,195.96,199.58,196.54,201.96,211.35,200.65,200.43,199.51,198.35,,,97.98,179.62,182.92,191.16,180.65,176.28,191.59,199.42,184.31,190.39,205.17,203.87,95.49,,,194.09,195.05,189.02,186.25,183.70,174.73,184.35,187.71,192.22,,,,,30.88,,,,187.87,192.05,189.28,,101.58,,155.57,202.62,32.31,207.77,200.49,194.20,199.06,192.68,180.21
2014-08-27 22:13:05.288000,L8,160.95,126.30,156.98,213.52,209.15,149.39,203.32,200.11,192.57,189.90,191.40,187.66,194.79,198.99,196.36,205.42,206.47,202.49,203.62,197.32,199.48,192.65,192.89,195.04,191.71,184.17,186.75,173.84,173.56,193.24,196.09,184.47,191.41,205.48,209.17,85.08,187.06,199.42,190.70,197.83,187.83,195.18,184.67,175.21,184.91,187.93,195.13,,,,205.97,182.02,169.24,,,185.05,193.07,170.21,,183.19,,159.95,198.97,212.01,210.50,208.21,208.47,203.61,193.84,167.47
2014-08-27 22:13:29.246000,L8,160.50,181.34,155.32,213.04,208.48,148.66,202.61,199.49,192.07,61.38,190.97,40.18,193.70,198.19,196.04,204.77,205.94,201.39,203.43,196.86,199.05,192.30,192.34,194.43,188.80,183.87,186.08,173.13,173.09,192.78,195.67,184.16,190.81,204.95,208.65,84.81,187.20,199.06,190.34,197.21,187.65,194.94,184.21,174.70,184.59,187.25,194.93,,,,205.43,137.56,169.33,,,184.53,192.60,170.11,,179.58,,159.50,198.83,211.41,210.20,207.84,208.00,203.03,193.33,166.92
2014-09-05 22:07:21.754000,L8,,,,,,,,,,,,,,,,,,,,,82.36,146.79,132.91,38.20,201.01,207.76,208.79,208.38,199.55,207.14,213.19,212.11,212.80,222.62,221.34,213.41,214.63,220.14,214.60,216.21,210.81,216.08,216.41,209.30,212.82,216.67,217.92,214.46,220.08,219.57,222.86,210.81,208.55,218.52,222.98,225.69,221.83,221.74,210.36,215.53,227.00,222.60,224.96,223.37,224.76,222.42,221.10,221.54,216.08,219.68
2014-09-28 22:13:08.778000,L8,313.16,313.01,309.69,308.88,310.79,306.84,307.79,303.84,301.77,303.40,302.87,296.82,290.64,292.49,290.33,291.25,289.92,289.49,287.97,287.11,285.00,282.14,279.62,277.28,276.30,276.40,273.64,271.03,268.89,269.26,269.82,274.13,278.90,281.19,282.80,283.69,283.78,284.59,281.97,281.42,280.16,288.67,290.57,284.58,282.90,282.83,279.14,286.41,285.10,284.34,289.05,285.51,286.45,284.33,283.87,282.06,283.01,286.09,283.27,280.58,282.04,286.20,285.62,284.78,287.38,283.12,283.95,286.86,288.39,278.13
2014-09-28 22:13:32.732000,L8,163.40,186.20,157.64,198.03,200.91,138.22,196.72,191.49,184.09,185.58,187.69,183.92,176.66,193.53,192.63,196.09,199.19,194.83,191.43,192.15,196.98,182.51,177.09,188.22,182.50,167.19,182.67,169.53,167.81,179.33,189.21,180.09,187.24,194.07,172.69,102.84,156.58,195.82,140.67,126.11,92.42,174.92,178.98,170.97,172.81,184.73,187.86,,,,,28.25,144.33,140.58,170.12,184.74,188.30,170.94,45.23,187.46,,171.45,182.54,200.67,199.67,198.99,192.57,194.60,187.78,165.62
2014-10-07 22:07:25.795000,L8,161.43,187.14,156.60,197.93,200.73,201.86,196.33,193.21,185.80,185.88,186.20,177.91,176.32,193.04,197.55,195.58,200.72,187.95,188.31,193.13,188.61,178.55,178.90,179.74,178.71,169.19,181.83,169.34,168.93,181.08,185.34,179.06,185.28,195.28,199.51,105.89,157.14,197.91,190.92,192.87,182.49,171.94,178.37,158.51,172.73,174.52,185.11,,,,,182.56,152.26,193.04,157.74,186.00,189.91,176.10,55.12,145.13,,173.76,165.53,193.79,200.42,191.90,193.59,192.11,188.48,163.21
2014-10-14 22:13:14.573000,L8,248.25,238.47,237.79,237.63,239.35,239.76,239.79,236.40,237.16,235.34,235.27,230.24,227.95,228.87,229.49,229.02,231.51,228.07,226.73,226.47,223.57,219.66,218.55,218.25,214.45,218.30,216.14,213.99,215.11,211.58,216.33,220.02,222.64,228.26,229.10,226.29,228.35,231.88,225.90,226.65,228.15,230.15,229.42,229.85,231.42,227.71,230.04,230.82,229.87,230.86,232.84,226.46,225.88,229.46,229.96,232.60,230.47,230.90,229.27,224.91,233.48,230.28,230.21,232.40,230.68,231.01,230.58,229.37,229.34,233.37
2014-10-14 22:13:38.532000,L8,247.92,238.39,237.72,237.52,239.21,239.61,239.56,236.24,237.11,235.19,235.15,230.03,227.87,228.60,229.36,229.03,231.32,227.77,226.74,226.35,223.56,219.62,218.43,218.14,214.31,217.90,216.09,213.96,214.69,211.43,216.25,219.86,222.41,228.27,228.90,226.32,228.02,231.67,225.81,226.56,227.96,230.04,229.35,229.51,231.30,227.46,229.94,230.66,229.88,230.74,232.77,226.31,225.79,229.37,229.64,232.44,230.32,230.56,229.28,224.88,233.24,230.10,230.06,232.26,230.64,230.97,230.51,229.33,229.25,233.33
2014-11-08 22:07:28.004000,L8,278.64,278.02,270.34,268.36,272.00,270.21,271.92,266.26,266.51,268.24,267.54,262.50,253.65,256.08,262.68,258.65,262.64,259.64,257.23,256.12,252.54,249.32,249.96,244.84,247.04,244.79,240.22,242.67,239.46,235.37,244.01,240.33,249.48,251.80,250.54,253.80,256.06,255.41,252.73,254.12,249.16,264.01,263.99,258.72,261.87,253.76,267.55,259.60,264.98,259.39,265.57,251.32,251.12,257.57,253.38,255.07,258.85,255.77,256.51,256.00,251.51,258.06,256.67,254.05,256.80,254.75,256.72,265.94,262.89,267.34
2014-12-01 22:13:12.181000,L8,246.19,240.07,238.63,237.99,238.98,239.83,241.88,237.06,238.37,239.00,235.99,233.08,228.11,227.77,230.77,229.93,231.91,229.74,226.69,226.17,222.92,220.17,213.35,217.36,216.64,219.69,217.97,216.74,218.19,213.43,218.10,222.41,225.53,229.19,230.14,229.87,226.74,228.29,221.96,223.21,223.51,227.22,228.62,229.91,228.83,225.84,229.02,228.60,229.49,229.37,232.71,225.17,225.09,229.50,227.43,232.62,230.63,230.18,224.29,224.86,233.92,229.19,231.78,230.22,230.03,231.43,230.29,230.56,229.02,233.28
2014-12-01 22:13:36.144000,L8,245.82,239.73,238.32,237.59,238.55,239.58,241.46,236.61,238.00,238.39,235.56,232.73,227.51,227.12,230.41,229.70,231.41,229.33,226.19,225.63,222.46,219.83,212.85,217.04,216.21,219.29,217.12,216.19,217.70,212.97,217.67,222.03,225.08,228.68,229.68,229.61,226.03,227.83,221.61,222.53,222.77,226.41,227.85,229.44,228.03,224.85,228.37,227.98,229.03,228.65,231.78,224.64,224.43,228.97,226.80,232.14,229.88,229.45,223.89,224.34,233.41,228.73,231.20,229.33,229.23,230.96,229.51,230.06,228.46,232.56
2014-12-26 22:07:18.944000,L8,255.62,246.47,249.17,238.26,246.13,244.04,243.68,244.66,240.35,243.84,239.57,234.71,232.94,230.97,232.76,229.73,231.99,234.70,227.49,226.73,230.99,218.57,217.21,217.77,219.06,222.21,220.23,218.66,220.29,213.52,219.36,224.76,225.72,230.64,231.26,228.87,227.94,228.11,222.10,228.79,224.68,227.29,230.46,228.75,229.60,228.27,228.09,229.38,229.81,230.31,234.32,228.56,226.26,230.83,230.48,232.98,230.79,232.26,224.78,226.08,237.17,229.51,233.61,229.93,232.88,232.54,229.01,231.03,228.44,233.87
2015-01-02 22:13:02.831000,L8,289.43,288.33,287.74,282.61,285.95,284.36,283.15,277.55,280.14,278.68,275.46,273.12,266.81,268.51,269.33,267.71,266.37,266.38,265.94,262.45,262.16,259.39,257.34,258.43,256.97,254.93,253.50,251.20,248.24,247.11,249.79,252.57,255.59,260.01,260.74,260.25,262.61,263.86,262.50,265.49,263.71,265.00,266.63,266.10,259.88,263.54,264.83,264.93,257.93,259.96,262.83,260.04,261.20,266.64,264.03,264.10,263.74,265.76,260.79,261.55,264.90,266.41,264.07,263.65,267.62,267.24,268.98,268.79,267.15,266.56
2015-01-11 22:07:16.745000,L8,244.86,240.90,237.47,238.23,237.03,240.36,238.10,235.29,243.39,237.96,236.25,233.36,225.75,231.01,228.19,227.86,230.41,227.30,227.23,224.31,220.11,223.96,211.39,216.82,216.26,214.76,218.61,213.26,214.58,214.34,215.71,220.79,225.10,227.93,228.69,226.41,224.90,229.36,225.67,222.17,226.39,226.02,227.42,229.77,227.02,226.71,228.06,229.26,227.34,227.58,231.47,225.71,225.39,227.70,227.79,232.16,230.18,230.00,225.75,223.87,232.66,230.52,230.10,232.57,231.04,227.20,230.91,228.13,226.61,230.66
2015-01-27 22:07:11.201000,L8,249.86,250.00,243.19,246.60,241.79,246.82,240.59,239.78,242.32,240.94,242.05,232.87,230.00,233.22,231.44,229.98,234.22,228.52,232.49,224.82,223.71,224.97,212.46,222.89,218.23,218.21,221.59,215.67,217.47,213.82,216.71,222.10,225.63,228.82,229.93,226.73,225.80,229.10,225.95,222.72,227.20,227.83,228.17,231.20,227.07,228.71,229.37,231.47,226.99,229.56,233.10,225.90,227.05,227.15,228.64,233.07,230.02,231.33,225.18,224.01,234.25,232.44,229.77,234.98,229.90,230.81,231.48,228.54,227.97,231.21
2015-02-12 22:07:03.113000,L8,246.23,240.48,237.80,237.18,240.83,239.08,241.24,235.77,241.16,237.34,234.53,237.43,224.70,229.47,229.89,228.37,230.43,229.84,224.62,227.59,221.56,219.72,214.80,216.24,218.24,215.68,215.18,217.21,214.41,212.47,216.83,219.91,222.86,228.95,227.87,225.81,224.49,227.42,226.30,225.77,224.71,229.33,229.36,230.10,230.32,227.60,229.72,230.47,229.44,229.06,233.49,224.85,223.22,230.05,225.86,232.53,229.51,230.74,223.50,227.63,233.29,232.28,233.69,229.50,233.72,230.57,231.29,231.00,228.09,233.42
2015-02-19 22:12:49.582000,L8,216.41,211.81,210.06,210.76,208.80,208.70,207.76,202.63,196.61,193.68,197.14,192.08,197.08,197.29,201.43,200.81,201.76,197.23,194.57,197.17,197.30,186.78,170.35,189.53,186.65,180.64,187.28,178.39,178.08,185.34,193.20,186.14,192.57,201.23,174.87,50.88,145.77,150.18,187.99,190.07,182.92,185.00,185.68,176.57,181.60,184.19,190.23,,,,,17.43,,,,180.11,179.76,169.27,,187.79,187.12,165.22,198.13,202.13,197.40,202.41,197.23,197.13,188.85,181.53
2015-02-19 22:13:13.545000,L8,215.94,211.33,208.69,210.39,208.40,207.87,207.27,202.10,196.12,193.34,196.27,191.72,196.76,196.92,201.13,200.36,201.21,196.88,193.74,196.79,196.86,185.49,169.80,189.03,186.25,180.06,186.87,177.83,177.53,184.93,192.91,185.82,192.31,200.39,173.98,50.34,145.66,149.78,187.63,189.47,182.45,183.89,184.84,175.90,181.33,182.73,189.64,,,,,17.07,,,,179.59,179.53,168.66,,187.39,186.63,165.06,198.02,201.61,196.84,201.58,197.00,195.72,188.62,181.32
