dates,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0039,nzd0575-0040,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069,nzd0575-0036,nzd0575-0037,nzd0575-0041,nzd0575-0042,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0038,nzd0575-0046,nzd0575-0047,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0065,satname
2000-02-18 22:06:05+00:00,176.12444444444444,179.872,146.81428571428572,176.154,184.304,191.2425,183.4157142857143,176.2625,171.89375,170.73899999999998,172.42000000000002,168.234,168.4,140.90125,178.092,180.598,185.4075,184.035,179.23,171.7,175.08777777777777,155.05888888888887,168.888,162.029,152.244,143.4366666666667,131.15,171.60333333333335,159.05666666666667,158.40166666666667,178.26999999999998,168.341,157.839,118.41625,70.84,43.785,139.754,143.1825,159.385,185.11399999999998,192.41199999999998,166.95499999999998,137.3166666666667,121.03000000000002,,99.76333333333332,106.89,99.28,,,184.14999999999998,,158.69,197.035,120.69,189.82333333333335,151.305,174.165,65.255,246.7,,169.57,177.31,181.79,184.98000000000002,185.555,,,,,L7
2000-02-27 21:59:52+00:00,174.57111111111112,179.35500000000002,145.00500000000002,175.38,184.76,191.38285714285715,183.34428571428572,176.04375,171.57142857142858,170.846,171.19,167.64499999999998,167.308,138.0811111111111,177.71200000000002,184.1725,185.4075,179.22,179.876,170.9188888888889,173.9177777777778,156.01444444444445,168.88899999999998,161.448,159.49,155.04000000000002,140.18,170.245,159.56428571428572,150.91857142857143,178.61624999999998,168.571,157.964,118.90428571428572,70.84,53.42,143.325,144.62333333333333,153.91666666666666,187.3225,194.1875,166.95499999999998,132.18,110.43500000000002,,99.76333333333332,106.89,99.28,,,184.14999999999998,,158.69,197.035,120.69,189.82333333333335,151.305,174.165,65.255,246.7,,169.57,177.31,181.79,184.98000000000002,185.555,,,,,L7
2000-03-21 22:06:01+00:00,174.55888888888887,180.54142857142855,150.9,178.00571428571428,186.28714285714287,192.07142857142858,183.78142857142856,176.5225,172.8657142857143,171.022,171.721,168.305,169.246,134.6275,178.53199999999998,185.34999999999997,183.995,179.89600000000002,180.78,171.6222222222222,174.90666666666667,157.6622222222222,169.434,162.434,165.83499999999998,158.19333333333336,152.40666666666667,169.75,160.34714285714287,149.06833333333336,178.9911111111111,168.51000000000002,157.493,120.81142857142858,62.936,47.75,140.58,145.78,160.47499999999997,186.51666666666665,191.5533333333333,162.26666666666665,139.5,116.88666666666666,135.19,99.76333333333332,115.855,99.28,167.17,170.46,179.73,22.76,162.89,197.68,108.13,189.57,163.88333333333335,171.73,65.255,246.7,,169.57,164.86,162.35,184.98000000000002,185.555,,,,,L7
2000-03-30 21:59:45+00:00,174.035,180.67499999999998,147.536,176.95000000000002,186.39,192.22333333333336,184.52,177.2475,174.64857142857142,172.019,172.022,168.514,169.24099999999999,129.63857142857142,180.292,186.5675,184.11,181.052,182.236,172.08666666666667,175.91222222222223,158.84555555555553,169.84099999999998,163.116,168.77749999999997,158.19333333333336,157.5325,172.73,161.48142857142858,144.69400000000002,178.89,169.52800000000002,157.189,119.41714285714286,55.89833333333333,47.989999999999995,135.89999999999998,145.78,173.96,189.48999999999995,193.265,158.2825,147.69000000000003,113.89333333333332,138.35500000000002,103.715,119.256,99.28,149.3,156.195,179.73,16.075000000000003,162.89,197.68,108.13,201.58,185.41000000000003,175.355,76.15,246.7,,169.57,164.86,162.35,184.98000000000002,185.555,,,,,L7
2000-05-01 21:59:30+00:00,171.70142857142858,179.444,146.7725,171.892,182.932,189.57600000000002,181.514,174.95285714285714,171.40714285714287,169.449,170.747,166.39555555555555,166.512,120.36333333333334,178.244,183.1675,186.66666666666666,176.576,174.394,169.66222222222223,175.20222222222222,156.04333333333332,169.418,159.399,167.83666666666662,154.1866666666667,174.87333333333333,172.73,161.48142857142858,137.08166666666668,176.98125,167.81000000000003,154.783,111.52285714285715,49.04,47.989999999999995,134.85,151.93,173.96,184.69,182.78,140.5775,154.6175,113.89333333333332,148.12333333333333,115.16599999999998,119.68166666666667,82.94,149.3,163.06,177.45333333333335,16.075000000000003,162.89,,,,176.59,163.83,,246.7,,169.57,164.86,162.35,178.81,171.23,,,,,L7
2000-10-24 21:57:29+00:00,151.61,157.12,,,,,,166.75,169.86,166.36,173.885,147.5,157.325,78.73,176.51,173.79,,167.17,143.96,165.7,176.885,152.45,178.585,135.815,,129.44,,,158.25,99.02,182.3,162.37,156.65499999999997,106.905,,34.05,,,,,,116.225,157.505,87.13,162.54500000000002,163.055,120.36500000000001,45.89,,176.79,184.12,7.7,,,,,175.44,,,,,161.35,164.32,,,,,,,,L7
2000-11-09 21:57:33+00:00,178.01,179.065,180.47,213.96,219.81,219.96,215.48,166.75,171.77,168.21,194.375,173.12,149.76,78.73,208.13,203.24,205.65,207.81,203.59,183.93,188.765,205.42,189.115,162.465,199.21,,205.01,190.15,173.185,,194.78500000000003,162.37,159.64,120.54,,34.05,167.34,,,,220.83,119.38,139.61,87.13,157.43,181.51999999999998,118.92,45.89,,204.66,209.68,7.7,200.8,215.55,,225.38,192.47,,185.06,214.36,220.84,161.35,188.23,,214.19,,,,190.93,,L7
2000-11-25 21:57:34+00:00,178.01,179.065,180.47,213.96,219.81,219.96,215.48,149.35,171.77,166.305,184.2733333333333,171.16666666666666,155.99,78.73,208.13,203.24,205.65,192.42000000000002,184.005,183.93,181.51999999999998,205.42,189.115,162.465,199.21,,205.01,171.42000000000002,165.57666666666668,,182.92999999999998,154.25,156.045,116.795,26.13,33.209999999999994,167.34,,,,220.83,119.38,139.61,87.13,157.43,181.51999999999998,118.92,45.89,,204.66,209.68,7.7,200.8,215.55,,225.38,192.47,,185.06,214.36,220.84,161.35,188.23,,214.19,,,,190.93,,L7
2000-12-11 21:57:36+00:00,181.21666666666667,181.42666666666665,179.385,205.60500000000002,208.45,210.17000000000002,201.45999999999998,162.32,176.635,174.25666666666666,183.8025,173.95,163.45666666666668,78.73,197.45999999999998,194.03500000000003,197.135,192.39666666666668,183.49666666666667,184.14000000000001,181.435,192.635,185.9,168.88333333333333,182.10999999999999,153.14,188.54,172.72333333333336,167.91750000000002,,181.9725,165.03333333333333,164.37,123.64666666666666,36.975,37.97,167.34,,,,220.83,133.465,136.65,87.13,157.43,181.51999999999998,110.30000000000001,45.89,,204.66,209.68,7.365,200.8,215.55,,225.38,192.47,,185.06,214.36,220.84,163.865,183.35,171.13,194.625,173.87,162.16,,190.93,,L7
2001-01-03 22:03:48+00:00,176.45,177.5275,158.82333333333335,159.4466666666667,198.64666666666668,210.17000000000002,191.08,163.155,171.15333333333334,171.56,180.18,170.57,162.58249999999998,98.63,187.97,180.88333333333335,197.135,188.0075,178.32,180.35500000000002,178.65,184.07333333333335,185.9,168.88333333333333,182.10999999999999,153.14,188.54,165.495,165.302,,178.802,165.9125,160.43,119.6675,34.593333333333334,35.8025,167.34,,,,220.83,133.465,136.65,87.13,157.43,181.51999999999998,103.2,45.89,,204.66,209.68,7.365,200.8,215.55,,225.38,192.47,,185.06,214.36,220.84,163.865,183.35,171.13,194.625,173.87,162.16,,190.93,94.04,L7
2001-01-19 22:03:55+00:00,177.776,178.304,147.36,139.3325,198.64666666666668,210.17000000000002,191.08,166.358,171.0025,172.692,180.525,171.39666666666668,164.202,119.92666666666668,187.105,181.87,193.87333333333333,186.884,178.372,180.124,178.77833333333334,181.565,185.9,168.88333333333333,175.28666666666663,153.14,188.54,165.495,165.302,,178.95166666666668,169.072,161.446,120.46400000000001,35.425,35.294,167.34,,,,220.83,133.465,136.65,109.45,152.32,174.60999999999999,106.9325,81.11,110.16,204.66,209.68,7.365,200.8,215.55,,225.38,192.47,,185.06,214.36,220.84,157.18666666666667,177.6025,165.595,181.97,163.61,145.635,,190.93,94.04,L7
2001-02-13 21:57:39+00:00,176.09,177.18833333333336,146.95999999999998,131.462,198.64666666666668,201.74333333333334,185.1125,167.80666666666664,170.244,171.24166666666667,179.7357142857143,170.69857142857146,163.87333333333333,133.22,187.105,181.87,193.87333333333333,186.884,178.372,180.124,178.77833333333334,181.565,185.9,168.88333333333333,175.28666666666663,153.14,188.54,165.41400000000002,164.06833333333336,,178.8742857142857,169.15,159.915,120.46400000000001,35.886,35.294,167.34,,,,220.83,133.465,136.65,109.45,152.32,174.60999999999999,106.934,81.11,110.16,186.82999999999998,209.68,7.365,200.8,215.55,,225.38,192.47,,185.06,214.36,220.84,157.18666666666667,177.6025,165.595,181.97,163.61,145.635,,190.93,99.95500000000001,L7
2001-02-20 22:03:48+00:00,169.8657142857143,175.81857142857143,146.115,133.60166666666666,184.4425,201.74333333333334,182.126,167.80666666666664,169.145,168.34285714285716,178.12,170.69857142857146,163.79999999999998,133.22,187.105,181.87,193.87333333333333,186.884,178.372,180.124,178.77833333333334,181.565,185.9,168.88333333333333,175.28666666666663,153.14,188.54,159.74666666666667,161.62428571428572,93.35,177.9425,165.84285714285716,155.71857142857144,120.46400000000001,35.886,35.294,167.34,,,,220.83,126.31,147.3166666666667,109.45,152.32,174.60999999999999,106.934,81.11,110.16,172.60999999999999,209.68,7.365,200.8,215.55,,225.38,192.47,,185.06,214.36,220.84,157.18666666666667,177.6025,165.595,181.97,163.61,145.635,,190.93,99.95500000000001,L7
2001-08-31 22:02:05+00:00,168.36,178.64,155.43,195.22,197.71,204.12,187.36,190.24,178.15,179.02,183.82,168.77,180.3,188.65,,,,,,,,,,,159.72,162.95,181.58,163.95,162.79,188.37,192.15,169.68,159.1,156.49,,29.16,123.01,,186.55,188.71,,,155.2,114.1,159.33,159.32,113.55,120.83,105.4,,,12.83,,,90.58,207.95,175.54,152.94,,,,179.94,193.54,,,,,,,,L7
2001-09-25 21:55:40+00:00,162.325,175.015,129.125,177.885,192.615,195.465,173.19,183.74,172.945,169.335,181.85,160.405,174.56,173.465,,,,,,,,,,,159.72,162.95,177.2,157.83499999999998,155.77499999999998,172.485,185.865,169.0,154.465,134.935,,29.16,121.405,127.21,186.55,188.71,,104.29,156.07,128.99,155.875,133.67,111.68,105.12,127.575,159.44,174.74,12.83,,,90.58,207.95,175.54,152.94,,,,179.94,193.54,,,,,,,83.15,L7
2001-10-02 22:01:40+00:00,164.85333333333332,174.71333333333334,133.27333333333334,178.24,185.9,190.71666666666667,174.61666666666667,181.92666666666665,172.87,167.97333333333333,176.96,156.02333333333334,171.23333333333335,154.38666666666668,,,,,,,,,,,159.72,162.95,174.58666666666667,157.83499999999998,155.13333333333333,167.69333333333336,183.75666666666666,167.62,154.93666666666667,127.74333333333334,30.42,29.16,121.405,127.21,186.55,188.71,,112.13,152.69666666666666,137.10999999999999,152.34333333333333,128.82,107.85333333333334,106.33,137.41,153.695,174.87,12.83,,,90.58,207.95,175.54,152.94,,,,179.94,193.54,,,,,,,94.95,L7
2001-10-11 21:55:21+00:00,167.845,174.965,135.225,180.79,187.7425,191.2375,176.51500000000001,180.4375,172.2875,167.91750000000002,177.6325,159.3825,170.16750000000002,146.68,,,,,,,,,,,159.72,157.96499999999997,175.1425,157.83499999999998,156.9875,168.6725,182.6375,167.37,157.4325,125.095,30.42,34.82,121.09666666666668,128.82,186.55,188.71,,112.13,152.69666666666666,137.10999999999999,152.4625,134.74,110.4175,106.33,139.9075,158.58,174.79666666666665,11.325,,,90.58,207.95,175.54,152.94,,,,179.94,193.54,,,,,,,99.99000000000001,L7
2001-12-30 21:55:49+00:00,167.982,173.06199999999998,135.225,180.79,187.7425,191.2375,176.51500000000001,180.214,172.128,167.93200000000002,177.664,162.57,169.07,149.998,151.16,178.52,181.36,170.51,159.29,,,,,154.54,158.18,157.96499999999997,173.46800000000002,158.50666666666666,158.098,165.296,179.94,169.19400000000002,159.55,126.974,30.42,34.82,121.09666666666668,128.82,186.55,188.71,,102.50333333333333,143.8025,137.10999999999999,152.4625,134.74,110.4175,106.33,139.9075,158.58,174.79666666666665,11.325,,,90.58,207.95,169.89499999999998,151.85,,,,167.79500000000002,181.57,153.37,161.06,168.32,146.69,104.86,,99.99000000000001,L7
2002-01-22 22:02:16+00:00,165.46666666666667,172.62333333333333,135.225,179.32,187.85399999999998,190.554,176.10399999999998,179.66,172.06333333333336,167.68,176.90666666666667,163.115,167.52666666666667,143.92833333333334,151.16,178.52,181.36,170.51,159.29,,,,,154.54,158.18,157.96499999999997,173.46800000000002,158.47,158.48666666666665,167.185,180.11333333333334,168.50833333333335,159.26166666666666,126.165,30.42,34.82,121.09666666666668,128.82,186.55,188.71,,102.50333333333333,143.8025,140.565,152.4625,127.67999999999999,104.974,106.33,139.9075,162.6325,176.41750000000002,11.325,,,90.58,207.95,169.89499999999998,151.85,,,,167.79500000000002,181.57,153.37,161.06,168.32,146.69,104.86,,99.99000000000001,L7
2002-03-04 21:56:09+00:00,168.39833333333334,173.74833333333333,136.25,178.546,187.504,187.972,175.81400000000002,177.63,170.82666666666668,166.83833333333334,176.80000000000004,163.98666666666668,165.77,132.70666666666668,146.14,165.925,169.46,164.73,164.805,,,134.9,,154.54,156.3,154.855,172.494,156.6875,157.51833333333335,163.935,178.12666666666667,169.94000000000003,158.58,118.72166666666668,31.71,37.41,120.14000000000001,128.82,,,,88.35,135.17,149.38666666666666,144.69,123.152,107.976,99.08000000000001,151.41,162.6325,176.41750000000002,9.82,,,,,164.25,150.76,,,,155.65,169.6,153.37,161.06,159.61,138.6,101.845,,102.985,L7
2002-03-11 22:02:19+00:00,164.5742857142857,173.04571428571427,136.25,179.61166666666668,187.86,181.43666666666664,176.67166666666665,177.74857142857144,170.92857142857142,167.12142857142857,177.3114285714286,164.5742857142857,165.04285714285717,125.53714285714285,146.14,165.925,169.46,164.73,164.805,,,134.9,,154.54,156.3,154.855,172.31833333333336,155.848,156.78,163.66428571428574,177.70714285714286,170.13857142857142,157.82571428571427,116.72142857142856,31.71,37.41,120.14000000000001,128.82,,,,88.35,127.96,141.11499999999998,147.294,121.02833333333332,106.71166666666666,99.08000000000001,151.41,162.6325,176.41750000000002,9.82,,,,,164.25,150.76,,,,155.65,169.6,153.37,161.06,159.61,138.6,101.845,,102.985,L7
2002-10-14 21:54:55+00:00,,,,,,,,,,,,,,,,,,,215.09,208.0,209.04,,207.05,208.76,,,209.24,,,209.45,209.31,,,,,,,,223.69,230.36,224.64,,,,,,,,,205.46,,,220.64,221.91,224.04,229.11,,,217.58,224.11,225.68,,,,,,,,208.66,,L7
2002-10-30 21:55:01+00:00,174.23,173.05,,175.93,186.34,187.63,182.45,175.57,170.47,165.17,165.56,157.72,164.75,109.94,,,,,215.09,208.0,209.04,,207.05,208.76,,,209.24,163.48,142.66,189.985,192.95499999999998,165.07,158.2,111.83,16.83,,121.25,123.06,223.69,230.36,224.64,,163.53,114.06,,114.47,100.14,,,205.46,,,220.64,221.91,224.04,229.11,,,217.58,224.11,225.68,,,,,,,,208.66,,L7
2003-01-18 21:55:42+00:00,160.29,173.05,,175.93,186.34,187.63,178.39999999999998,175.225,165.935,162.675,163.305,157.72,162.08499999999998,100.395,,,,,215.09,208.0,209.04,,207.05,208.76,,,209.24,163.48,142.66,176.80666666666664,186.10666666666665,165.29,149.35,111.83,16.83,,121.25,123.06,223.69,230.36,224.64,,163.53,114.06,,114.47,100.14,,,205.46,,,220.64,221.91,224.04,229.11,,,217.58,224.11,225.68,,,,,,,,208.66,,L7
2003-02-19 21:55:54+00:00,170.26,181.625,120.02,175.93,186.34,194.20999999999998,181.68999999999997,178.86666666666667,169.04999999999998,169.24333333333334,171.39000000000001,170.25,168.67,128.98333333333332,,189.0,195.06,187.35,200.96,184.62,188.29500000000002,,194.07,194.515,173.53,160.93,194.24,164.475,156.505,174.6975,185.20749999999998,173.09333333333333,157.44333333333333,111.83,33.525,41.91,121.25,123.06,223.69,230.36,224.64,167.8,161.305,114.06,,114.47,100.14,,,176.04000000000002,139.64,8.31,220.64,221.91,224.04,229.11,,,217.58,224.11,225.68,147.48,163.89,158.04,167.35,162.22,147.62,169.76,184.89,,L7
2003-04-15 22:02:09+00:00,168.195,180.25333333333333,136.475,182.215,188.93,193.32333333333335,179.6175,179.535,168.4325,169.815,174.56,172.10666666666665,170.39,141.01749999999998,149.14,189.0,195.06,181.34,172.61,167.015,175.755,125.26,181.09,180.27,173.53,160.3,179.47500000000002,164.34666666666666,159.78,167.635,177.735,171.58499999999998,156.0275,110.205,33.525,41.91,121.25,123.06,,,,152.135,158.29,137.315,153.44,114.445,110.41,117.13,151.65,147.76,136.08999999999997,8.31,,,,,,,,,,147.48,163.89,158.04,167.35,154.78,138.635,161.25,156.10500000000002,135.39,L7
2003-08-13 21:50:20+00:00,178.04,183.36666666666665,150.28333333333333,191.29500000000002,191.32,195.09666666666666,182.0466666666667,182.92333333333332,170.46,175.55999999999997,182.57000000000002,176.49,177.10000000000002,179.20000000000002,158.21499999999997,177.715,180.09,180.49333333333334,171.83666666666667,166.90333333333334,172.14000000000001,146.75,172.79000000000002,172.64,170.39,161.23,176.01666666666665,163.92333333333332,168.36,171.30666666666664,175.76666666666665,175.62666666666667,160.9466666666667,130.445,34.73,43.875,132.74,176.17,,,,156.34,160.68,159.64499999999998,158.325,114.42,146.66500000000002,137.245,159.235,148.42333333333332,140.42333333333332,8.31,,,,,178.31,147.22,,,,147.48,163.89,158.04,167.35,157.4466666666667,137.91,163.64,156.6,148.975,L5
2003-08-29 21:50:38+00:00,171.96,179.94999999999996,165.41500000000002,191.29500000000002,191.32,192.25,212.09666666666666,181.31,202.36333333333334,172.14999999999998,208.23666666666668,173.34500000000003,201.34333333333333,201.70666666666668,189.94999999999996,210.905,209.20499999999998,203.31000000000003,192.45999999999995,196.8166666666667,198.3066666666667,180.28333333333333,202.54000000000002,203.675,205.805,188.78,196.89000000000001,189.29333333333332,191.77666666666667,195.84666666666666,195.60999999999999,194.20666666666668,185.91333333333333,172.38666666666666,136.57,150.87,194.785,218.33999999999997,255.85,259.2,257.29,150.60999999999999,161.48,159.64499999999998,158.325,114.42,183.45000000000002,177.50666666666666,193.34666666666666,187.13,140.815,254.42,260.31,258.19,258.11,257.39,217.95,200.975,257.0,256.42,255.28,256.81,255.74,258.79,253.57,155.06,133.055,160.57999999999998,154.34,148.975,L5
2003-09-14 21:50:54+00:00,171.96,179.94999999999996,165.41500000000002,191.29500000000002,191.32,192.25,222.08,181.31,213.13,172.14999999999998,216.695,173.34500000000003,211.0475,211.64,202.505,223.86,220.50666666666666,212.6825,204.39,206.6975,208.60250000000002,193.69,211.69333333333336,211.12333333333333,214.61,198.2575,205.60750000000002,199.125,201.38,205.805,204.45749999999998,204.075,199.5825,191.505,173.57666666666668,184.8033333333333,214.54333333333332,229.42,255.24,253.89999999999998,256.775,150.60999999999999,161.48,159.64499999999998,158.325,114.42,198.54250000000002,193.39,204.63,199.5325,168.35,251.815,258.095,256.53,253.375,252.96499999999997,228.9333333333333,217.97666666666666,253.51,251.875,252.14499999999998,252.685,253.3,253.18,251.815,155.06,133.055,160.57999999999998,154.34,148.975,L5
