dates,nzd0260-0000,nzd0260-0001,nzd0260-0002,nzd0260-0003,nzd0260-0004,nzd0260-0005,nzd0260-0006,nzd0260-0007,nzd0260-0008,nzd0260-0009,nzd0260-0010,nzd0260-0011,nzd0260-0012,nzd0260-0013,nzd0260-0014,nzd0260-0015,nzd0260-0016,nzd0260-0017,nzd0260-0018,nzd0260-0019,nzd0260-0020,nzd0260-0021,nzd0260-0022,satname
1999-12-25 21:59:16+00:00,,,,,,,,,,194.38,263.52,272.01,283.98,312.58,,,,,,,,,,L7
2000-01-10 21:59:16+00:00,,267.27,253.4,232.4,277.56,,259.3,287.15,254.31,198.14499999999998,260.71500000000003,273.815,284.90999999999997,306.695,307.05,286.43,301.82,297.02,288.1,288.91,288.11,284.45,289.74,L7
2000-03-14 21:58:59+00:00,305.53,270.66499999999996,258.71,246.0,279.28,,264.145,286.745,259.83500000000004,201.29999999999998,269.1933333333333,275.5566666666667,289.06666666666666,308.06333333333333,305.58000000000004,287.525,305.505,301.89,292.58500000000004,290.495,290.22,285.66999999999996,289.95500000000004,L7
2000-03-30 21:58:57+00:00,306.835,270.66499999999996,255.31666666666663,248.05666666666664,280.42,,264.145,286.745,259.83500000000004,202.25,268.965,273.9475,285.5825,301.3725,305.58000000000004,287.525,305.505,301.89,292.58500000000004,292.62666666666667,290.22,285.66999999999996,292.74666666666667,L7
2000-07-04 21:58:02+00:00,306.835,270.66499999999996,255.31666666666663,248.05666666666664,280.42,,264.145,286.745,259.83500000000004,204.87333333333333,270.78,274.5933333333333,286.1166666666666,297.6366666666667,302.69666666666666,280.4166666666667,298.25,295.74333333333334,286.4066666666667,287.5675,284.6366666666667,282.8833333333333,287.9575,L7
2000-08-05 21:57:32+00:00,306.835,249.585,256.275,255.885,281.85,,268.99,286.34,265.36,206.35500000000002,277.2149999999999,274.08,286.255,296.05,300.52,277.40999999999997,296.46500000000003,295.105,285.56,287.11999999999995,282.90000000000003,282.1,287.3633333333333,L7
2000-09-22 21:56:53+00:00,308.14,243.955,251.185,252.17,282.7,,,,,205.1,268.28,269.12,275.13,281.3,296.93,266.2,283.74,291.63,283.42,285.2,282.94500000000005,285.065,287.51,L7
2000-11-09 21:56:45+00:00,316.64,261.93333333333334,253.84,285.2,290.75,,302.27,,280.7,,,,,,315.005,292.01,283.74,291.63,283.42,279.35499999999996,282.94500000000005,294.29333333333335,291.3233333333333,L7
2000-11-25 21:56:47+00:00,307.31,265.27,254.265,285.2,282.395,214.52,284.435,,263.66499999999996,204.32,258.64,275.73,285.88,309.99,318.3633333333333,290.29333333333335,289.08500000000004,298.6766666666667,291.18666666666667,284.61999999999995,285.2766666666667,294.4675,289.805,L7
2001-03-17 21:56:40+00:00,301.46666666666664,273.46,243.54999999999998,285.2,280.7633333333333,200.73000000000002,284.435,,263.66499999999996,195.32999999999998,260.73,275.73,284.18,298.5,320.80999999999995,296.8066666666667,297.605,303.2333333333333,295.65000000000003,290.3333333333333,289.29,296.15250000000003,293.1625,L7
2001-09-25 21:54:52+00:00,,,,,,,,,,189.96,270.16,,,281.89,297.62,273.48,284.99,286.88,276.69,275.31,276.19,277.69,276.93,L7
2002-02-16 21:55:18+00:00,325.03,291.1,,290.0,300.29,325.26,313.56,308.04,,189.96,278.755,,313.96,303.595,316.595,273.48,284.99,286.88,276.69,275.31,276.19,277.69,276.93,L7
2002-08-27 21:54:24+00:00,,,,222.89,,,,,,,,,,,295.41,252.52,271.9,274.25,260.63,258.35,268.4,261.57,266.1,L7
2002-10-14 21:54:07+00:00,,,207.14,222.89,258.44,,,,,199.75,266.12,,290.21,308.15,295.31500000000005,266.96500000000003,281.2,281.21000000000004,268.73,269.57000000000005,273.54499999999996,267.24,270.355,L7
2002-12-01 21:54:40+00:00,314.84,298.14,238.42,222.89,274.48,301.14,295.7,300.97,273.0,199.75,272.895,,300.46500000000003,310.405,305.93333333333334,279.94,294.66,292.17,282.42,269.57000000000005,273.54499999999996,267.24,270.355,L7
2003-02-19 21:55:06+00:00,314.84,298.14,238.42,222.89,274.48,301.14,295.7,300.97,273.0,199.75,272.895,,300.46500000000003,310.405,298.4525,279.94,298.90749999999997,294.0325,284.4925,277.75333333333333,279.8833333333333,267.24,270.355,L7
2003-04-24 21:55:10+00:00,314.84,298.14,251.95499999999998,258.71,286.655,301.14,295.7,300.97,273.0,205.37,274.88,,304.915,296.81500000000005,303.5933333333333,297.275,313.69,305.25333333333333,299.4266666666667,293.84000000000003,290.9,285.0,284.51,L7
2003-07-21 21:42:57+00:00,321.54,261.88,234.21,258.71,282.79,,,,,205.37,270.09,,299.11,280.97,294.53000000000003,292.03,313.1033333333333,301.6366666666667,298.3933333333333,295.75,292.8433333333333,292.125,290.4,L5
2004-03-17 21:45:32+00:00,,,,,,,,,,,247.94,252.7,264.19,269.7,282.27,,,272.82,266.79,260.2,,,262.48,L5
2004-04-18 21:46:13+00:00,312.33,285.92,,271.07,289.6,313.18,302.74,282.79,262.41,258.46,261.82,267.505,278.58000000000004,282.82,296.61,297.85,318.92,296.255,287.57000000000005,281.98,309.11,306.06,288.58000000000004,L5
