dates,satname,nzd0287-0000,nzd0287-0001,nzd0287-0002,nzd0287-0003,nzd0287-0004,nzd0287-0005,nzd0287-0006,nzd0287-0007,nzd0287-0008,nzd0287-0009,nzd0287-0010,nzd0287-0011,nzd0287-0012,nzd0287-0013,nzd0287-0014,nzd0287-0015,nzd0287-0016,nzd0287-0017,nzd0287-0018,nzd0287-0019,nzd0287-0020
1999-08-21 21:46:56.985000,L7,367.15,370.18,356.65,328.96,344.86,377.66,379.10,385.09,375.07,371.99,367.14,378.74,395.82,406.75,,,,,,,
1999-09-22 21:47:00.785000,L7,329.47,332.02,316.78,314.12,323.33,321.89,319.89,326.99,329.88,328.04,330.66,327.12,327.21,353.75,361.58,356.69,363.64,362.93,358.47,355.90,367.84
1999-10-24 21:46:56.203000,L7,,,,,,,,,,,,,414.36,345.86,344.95,353.42,,,,,
2000-04-01 21:46:34.573000,L7,373.54,371.60,397.78,385.21,384.92,392.80,384.87,347.55,335.44,331.94,323.17,388.12,366.45,,412.91,373.07,378.20,382.16,377.33,370.61,375.47
2000-05-19 21:46:07.873000,L7,372.92,361.21,364.89,365.26,376.45,401.70,374.67,400.87,382.25,369.85,371.18,367.73,378.72,384.65,391.35,384.67,388.49,393.01,380.15,371.97,381.36
2000-08-07 21:45:08.975000,L7,,,,,,,,,,,,,,,,,,,,302.33,315.26
2000-11-27 21:44:26.720000,L7,322.67,317.56,312.66,298.84,307.12,322.59,321.63,333.11,331.33,336.37,315.70,323.18,327.24,328.40,336.79,345.12,336.53,339.45,330.44,328.36,341.52
2000-12-13 21:44:28.287000,L7,,,,,,,,,,,,378.23,377.73,374.70,384.47,381.46,389.33,,,,
2001-04-04 21:44:06.948000,L7,326.34,325.22,304.05,295.13,301.36,317.11,309.24,318.62,315.05,331.82,314.02,317.54,323.43,360.48,360.61,357.53,368.09,372.78,353.93,362.08,364.39
2001-04-20 21:44:10.657000,L7,331.43,328.59,316.58,308.13,308.56,330.80,323.32,339.46,332.16,356.53,325.08,328.56,331.16,362.22,342.34,358.46,360.16,371.05,329.17,335.74,365.62
2001-07-25 21:43:18.753000,L7,,,,,,,,,,,,,,,,,,,,293.04,313.11
2001-09-11 21:42:38.257000,L7,327.55,325.17,307.66,301.68,303.78,315.49,316.62,332.69,327.82,356.52,326.03,322.90,327.61,368.83,367.42,369.49,370.33,373.21,357.04,362.97,367.01
2001-09-27 21:42:29.269000,L7,318.45,324.15,306.38,300.85,306.02,296.49,322.18,283.67,323.74,329.41,313.79,322.76,325.43,330.72,351.58,348.48,350.65,337.98,325.90,338.15,363.72
2001-10-13 21:42:15.922000,L7,,,,,,,,,323.75,322.57,311.19,315.36,315.24,333.32,347.77,346.09,345.73,337.96,342.87,343.16,360.16
2001-10-29 21:42:21.289000,L7,338.27,336.29,348.43,332.78,337.28,341.05,342.46,353.67,,,,,,,,,,,,,
2002-01-17 21:42:52.816000,L7,,,396.16,380.63,382.94,379.24,368.60,378.18,384.02,,361.13,350.42,350.19,355.60,356.65,367.60,361.91,385.08,381.44,371.76,372.09
2002-02-02 21:42:54.721000,L7,,,,,,299.37,307.07,317.11,312.20,309.03,,,,,,,,,,,
2002-02-18 21:42:54.191000,L7,311.38,304.65,298.17,276.58,289.48,304.71,306.95,314.77,312.50,313.10,299.03,307.85,310.75,308.75,325.97,314.71,319.22,,,283.22,319.45
