dates,nzd0276-0000,nzd0276-0001,nzd0276-0002,nzd0276-0003,nzd0276-0004,nzd0276-0005,nzd0276-0006,nzd0276-0007,nzd0276-0008,nzd0276-0009,nzd0276-0010,nzd0276-0011,nzd0276-0012,nzd0276-0013,nzd0276-0014,nzd0276-0015,nzd0276-0016,nzd0276-0017,nzd0276-0018,nzd0276-0019,nzd0276-0020,nzd0276-0021,nzd0276-0022,nzd0276-0023,nzd0276-0024,nzd0276-0025,nzd0276-0026,nzd0276-0027,nzd0276-0028,nzd0276-0029,nzd0276-0030,nzd0276-0031,nzd0276-0032,nzd0276-0033,nzd0276-0034,nzd0276-0035,nzd0276-0036,nzd0276-0037,nzd0276-0038,nzd0276-0039,nzd0276-0040,nzd0276-0041,nzd0276-0042,nzd0276-0043,nzd0276-0044,nzd0276-0045,nzd0276-0046,nzd0276-0047,nzd0276-0048,nzd0276-0049,nzd0276-0050,nzd0276-0051,nzd0276-0052,nzd0276-0053,nzd0276-0054,nzd0276-0055,nzd0276-0056,nzd0276-0057,nzd0276-0058
2001-03-17 21:56:40+00:00,258.76,259.43,252.92999999999998,265.77,272.42499999999995,289.8233333333333,291.83,300.385,291.64750000000004,293.53999999999996,272.6925,261.53000000000003,273.4866666666667,280.44,269.13,289.8233333333333,281.92333333333335,319.77,305.1233333333334,310.51666666666665,272.1466666666666,266.3066666666667,281.40500000000003,295.2766666666667,267.13,289.8966666666667,290.01,286.42,263.115,280.61249999999995,304.41,311.58666666666664,307.54,321.145,331.995,315.12333333333333,265.81,313.09666666666664,304.1233333333333,298.1133333333333,284.7875,295.45,282.8075,266.01250000000005,266.1325,269.7025,292.9166666666667,300.00666666666666,259.29,300.32,262.3766666666667,277.5733333333333,282.81,259.875,260.33500000000004,277.635,271.5575,308.16499999999996,304.8933333333333
2001-09-25 21:54:52+00:00,271.93,255.44,251.68,256.76,279.67,301.77,309.91,318.78,301.89,292.16,291.27,277.01,277.66,293.27,300.5,304.39,313.85,299.06,320.18,342.36,,,,334.61,,330.13,,,284.4,,,354.43,,355.46,348.32,340.64,,362.43,347.15,329.43,307.43,319.74,321.45,309.98,303.64,309.14,298.84,318.22,299.78,307.91,,,317.21,,,300.92,299.84,303.28,324.97
2001-10-11 21:54:33+00:00,289.07500000000005,258.99,248.185,259.2,277.61,290.72,299.035,298.74,291.075,279.785,277.355,264.435,263.28000000000003,293.27,274.74,271.62,313.85,299.06,320.18,342.36,256.0,261.34,249.57,334.61,243.27,285.4,266.04,257.89,284.4,257.49,,354.43,,317.64,320.89,340.64,,328.795,320.975,310.71000000000004,292.39,308.395,307.765,290.90999999999997,289.81,286.18,290.28,318.22,279.025,286.675,253.6,304.43,317.21,236.32,244.24,300.92,287.19,298.03,312.89
2002-02-16 21:55:18+00:00,289.32666666666665,260.84666666666664,248.185,259.2,277.61,290.72,305.71333333333337,304.4266666666667,291.075,279.785,277.355,280.16333333333336,273.31,291.98,274.28333333333336,272.26666666666665,305.605,288.865,320.18,319.33000000000004,267.07,272.39,260.22,334.61,256.39,281.38,275.345,275.81,298.645,277.105,314.06,336.895,323.34,315.5233333333333,319.56333333333333,336.15999999999997,,323.47,318.2633333333333,307.0,295.3866666666667,305.75,304.4266666666667,285.0366666666667,287.43,284.29333333333335,290.59666666666664,312.555,280.7233333333333,288.36,262.57,304.43,317.21,253.405,244.24,304.545,287.19,298.03,317.82
2002-05-07 21:55:15+00:00,289.83,264.56,,,,,319.07,315.8,232.94,,,311.62,293.37,290.69,273.37,273.56,297.36,278.67,,296.3,278.14,283.44,270.87,,269.51,273.34,284.65,293.73,312.89,296.72,314.06,319.36,323.34,311.29,316.91,331.68,,312.82,312.84,299.58,301.38,300.46,297.75,273.29,282.67,280.52,291.23,306.89,284.12,291.73,271.54,,,270.49,,308.17,,,327.68
2002-08-27 21:54:24+00:00,266.32,240.02,232.99,247.49,270.99,286.74,279.8,279.01,250.62,263.53,267.83,276.62,283.94,263.78,276.12,312.57,312.27,276.5,,309.2,278.55,281.83,,,,,,301.95,,,,,314.85,,,301.92,259.58,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:07+00:00,271.14,253.71500000000003,243.625,262.94,281.92,295.8,279.8,279.01,250.62,263.53,267.83,276.62,283.94,263.78,276.12,312.57,312.27,276.5,315.8,309.2,278.55,286.95,292.81,308.03,299.23,,,319.255,292.09,307.21,,,314.85,,336.85,310.89,299.995,,332.98,321.19,298.43,322.99,315.43,,312.58,299.51,313.68,,300.0,315.41,,,,280.81,281.97,299.73,296.18,307.81,320.93
2002-12-01 21:54:40+00:00,272.11999999999995,254.04,249.69666666666663,266.6066666666666,289.7,304.18666666666667,279.8,279.01,283.43,281.6,276.195,272.19,280.375,272.865,281.75,301.29499999999996,304.72,286.33000000000004,296.115,293.64,279.8,288.96666666666664,289.0,305.865,291.27,289.13,301.29,320.46999999999997,274.475,307.21,314.37,328.2,320.87,327.94,329.08500000000004,316.15333333333336,304.23,325.13,332.98,321.19,298.43,322.99,315.43,,312.58,299.51,313.68,,300.0,315.41,,,,280.81,281.97,306.04,294.4,306.79499999999996,326.985
2003-02-19 21:55:06+00:00,272.11999999999995,254.04,237.66,266.6066666666666,274.7625,289.8375,263.63,263.205,270.3066666666667,268.30333333333334,259.3833333333333,254.0666666666667,280.375,256.19,263.34666666666664,282.93666666666667,304.72,286.33000000000004,296.115,293.64,279.8,288.96666666666664,289.0,305.865,291.27,289.13,301.29,320.46999999999997,274.475,307.21,314.37,328.2,320.87,327.94,329.08500000000004,316.15333333333336,299.4425,311.265,310.24,321.19,273.90999999999997,291.485,315.43,,312.58,299.51,313.68,,300.0,315.41,,,,280.81,260.32,306.04,285.43333333333334,295.6133333333333,305.01
2003-04-08 21:55:11+00:00,266.83,246.6833333333333,234.4175,276.16499999999996,269.4975,286.69,260.025,257.275,269.81333333333333,269.3433333333333,255.33,243.51999999999998,267.58500000000004,251.1966666666667,255.35999999999999,255.54333333333332,297.17,296.16,272.32,262.78999999999996,263.93,279.3633333333333,289.0,305.865,291.27,289.13,301.29,304.6166666666667,272.49666666666667,287.21500000000003,314.37,328.2,326.89,327.94,329.08500000000004,307.9066666666667,305.70500000000004,303.6033333333333,299.73,300.39,274.64000000000004,287.67333333333335,310.485,,312.58,271.28499999999997,313.68,236.8,300.0,315.41,223.53,294.33,,255.525,255.74333333333334,306.04,284.685,286.3125,301.4375
2003-04-24 21:55:10+00:00,258.39666666666665,237.11666666666665,230.24,255.6,259.59749999999997,278.72749999999996,263.35999999999996,261.52,268.445,266.63,256.02750000000003,245.17,260.42333333333335,251.74,258.27,250.735,297.17,296.16,244.5233333333333,261.57,260.6033333333333,266.74,265.21,303.7,266.155,289.13,301.29,278.3666666666666,261.02000000000004,273.985,314.37,328.2,326.89,327.94,303.885,296.6333333333334,292.3125,301.655,283.1166666666666,280.085,263.72999999999996,273.15000000000003,287.925,241.46,,253.49,,251.74,,,231.8,294.83,,243.235,251.32000000000002,295.72,281.84,288.5025,299.265
2003-05-26 21:55:07+00:00,258.39666666666665,237.11666666666665,230.24,255.6,265.526,284.88599999999997,263.35999999999996,261.52,275.478,266.63,256.02750000000003,245.17,265.5925,258.896,258.27,250.735,313.15,309.775,244.5233333333333,261.57,260.6033333333333,266.74,265.21,314.44,266.155,294.25,298.88,282.73,267.725,286.8533333333333,315.9,334.16499999999996,326.89,338.75,303.885,302.975,292.3125,308.13800000000003,283.1166666666666,292.99333333333334,263.72999999999996,283.51250000000005,293.7966666666667,241.46,305.69,266.1766666666667,325.01,267.57666666666665,314.11,296.64,238.83,294.83,303.28,256.04333333333335,251.32000000000002,295.72,281.84,288.16400000000004,301.132
2003-07-21 21:42:57+00:00,240.17999999999998,218.9433333333333,215.68500000000003,224.82,250.456,271.688,261.22,259.07,265.47799999999995,252.62249999999997,246.16500000000002,236.1775,254.41000000000003,247.53199999999998,245.3625,233.19500000000002,285.83,278.965,222.99666666666667,250.3033333333333,249.6966666666667,251.16,238.125,262.68,229.385,262.27,267.68,260.7475,260.63,276.185,285.055,340.13,,310.38,286.53999999999996,292.84000000000003,286.4025,300.29999999999995,282.63,289.6975,260.9475,281.244,283.6825,225.95499999999998,287.655,266.1766666666667,325.01,267.57666666666665,314.11,277.495,242.175,299.70666666666665,273.62,256.04333333333335,248.6925,279.09,274.14750000000004,278.778,288.788
2004-03-17 21:45:32+00:00,234.56,217.71,223.6,228.21,238.33,271.21,265.09,265.44,260.51,253.29,245.26,238.42,244.95,233.43,251.89,251.76,241.03,252.78,230.82,237.99,253.99,247.39,242.92,230.1,,241.09,259.24,260.67,261.81,243.19,260.84,306.24,287.79,300.56,301.28,314.18,311.94,313.98,289.15,277.0,273.85,282.2,267.0,238.51,243.23,281.5,249.7,270.64,299.49,275.43,231.7,263.55,250.01,246.83,268.25,288.27,284.6,271.97,303.0
2004-04-18 21:46:13+00:00,222.95499999999998,203.47,212.33499999999998,218.07999999999998,233.93,261.90999999999997,255.33999999999997,254.76,255.805,248.73,243.29,232.89499999999998,237.575,228.895,238.17,238.76999999999998,236.34,240.675,225.325,241.04000000000002,248.04000000000002,243.08999999999997,233.43,216.765,211.57,228.91500000000002,246.35000000000002,243.2,239.57999999999998,243.435,255.13,306.24,274.37,284.02,289.65,297.77,293.865,293.855,279.125,271.405,259.875,272.91999999999996,252.25,227.14,230.95999999999998,253.67000000000002,235.885,270.64,299.49,244.22500000000002,224.6,248.985,234.905,229.63,252.255,259.89,274.59000000000003,271.475,301.025
2004-07-07 21:48:33+00:00,221.09333333333333,201.86666666666667,209.42333333333332,215.5233333333333,233.79,260.9266666666667,253.87666666666667,252.81000000000003,254.55666666666664,244.71666666666667,243.69666666666663,231.22666666666666,232.68999999999997,226.9333333333333,235.00666666666666,235.07333333333335,235.69333333333336,239.98000000000002,223.56000000000003,240.87666666666667,247.61666666666667,241.54666666666665,233.67666666666665,216.40333333333334,210.58499999999998,224.29666666666665,247.39000000000001,233.78666666666666,234.64,243.1966666666667,253.43666666666664,306.24,274.37,278.5733333333333,283.57666666666665,288.5133333333333,287.9166666666667,289.0266666666667,276.75333333333333,269.3533333333333,254.94000000000003,269.3066666666667,247.34,227.14,230.95999999999998,253.67000000000002,235.885,270.64,299.49,240.26,218.54,243.76999999999998,232.61,223.48333333333335,244.51,244.15666666666667,269.15333333333336,266.7266666666667,290.99333333333334
