dates,nzd0024-0000,nzd0024-0001,nzd0024-0002,nzd0024-0003,nzd0024-0004,nzd0024-0005,nzd0024-0006,nzd0024-0007,nzd0024-0008,nzd0024-0009,nzd0024-0010,satname
1999-08-17 22:10:26+00:00,372.26,372.46,367.68,372.06,377.28,371.4,362.51,364.63,,,,L7
1999-09-27 22:04:25+00:00,364.31,386.325,367.68,372.06,377.28,371.4,362.51,367.12,381.15,382.58,362.54,L7
1999-10-13 22:04:24+00:00,368.22333333333336,384.99666666666667,380.37,379.505,381.655,371.4,362.51,367.12,381.15,382.58,362.54,L7
1999-11-14 22:04:18+00:00,364.4875,379.0025,374.1166666666666,376.96000000000004,378.1033333333333,371.275,367.82,367.12,381.685,378.67499999999995,363.44500000000005,L7
2000-02-09 22:10:19+00:00,367.45,379.0025,374.1166666666666,376.96000000000004,378.1033333333333,371.275,367.82,367.12,381.685,385.03999999999996,374.34,L7
2000-04-29 22:09:53+00:00,366.28999999999996,368.40999999999997,372.58000000000004,376.625,375.01,371.895,370.7,357.6,378.595,381.4866666666667,380.24,L7
2000-05-15 22:09:42+00:00,379.3,375.8,383.55,381.495,380.11,374.78499999999997,368.895,359.38,372.84000000000003,379.9266666666667,396.13,L7
2000-08-03 22:08:44+00:00,379.3,375.8,383.55,381.495,380.11,379.18333333333334,368.895,359.38,372.84000000000003,376.53,396.13,L7
2001-06-03 22:07:16+00:00,,357.85,373.93,371.58,371.8,365.25,361.73,352.77,,332.49,,L7
2001-11-19 21:59:56+00:00,,357.85,373.93,371.58,371.8,371.24,368.905,360.01,385.46,358.40999999999997,379.47,L7
2002-01-22 22:00:16+00:00,343.1,358.95,359.83,369.31,358.72,377.23,376.08,367.25,385.46,384.33,379.47,L7
2002-01-29 22:06:21+00:00,343.1,358.95,359.83,369.31,358.72,377.23,376.08,362.27,382.67999999999995,384.33,379.47,L7
2002-04-28 22:00:14+00:00,338.025,362.885,360.28499999999997,366.90999999999997,364.46500000000003,368.425,371.01,359.67333333333335,378.9433333333333,380.03499999999997,374.21500000000003,L7
2002-12-08 21:59:39+00:00,,,,,397.26,,,380.1,,,,L7
2003-05-08 22:06:20+00:00,,,,,397.26,365.4,360.55,362.92,359.93,356.55,346.5,L7
2003-07-28 21:48:04+00:00,325.8,,378.32,380.16,373.21,372.48,360.55,355.41499999999996,365.03499999999997,360.51,348.185,L5
