dates,satname,nzd0024-0000,nzd0024-0001,nzd0024-0002,nzd0024-0003,nzd0024-0004,nzd0024-0005,nzd0024-0006,nzd0024-0007,nzd0024-0008,nzd0024-0009,nzd0024-0010
2006-05-01 22:03:21.687000,L5,348.43,358.65,364.21,369.99,360.55,370.64,361.11,356.15,360.09,355.90,370.51
2006-05-08 22:09:38.251000,L5,379.20,381.93,389.37,388.01,382.06,384.11,367.71,360.66,365.65,362.99,360.88
2006-05-17 22:03:33.996000,L5,382.00,385.56,408.55,399.41,401.26,400.12,399.49,391.01,404.03,402.07,396.44
2006-06-25 22:10:20.606000,L5,379.30,386.65,397.33,393.72,385.98,389.98,380.91,372.03,378.75,375.45,372.37
2006-09-13 22:11:23.474000,L5,383.52,385.74,392.41,388.73,384.43,376.53,,,,,
2006-09-29 22:11:34.525000,L5,394.36,399.05,406.27,416.86,405.06,403.63,402.10,394.53,399.93,401.31,397.76
2006-10-24 22:05:38.832000,L5,361.53,366.20,375.09,373.79,365.03,377.42,363.73,362.39,368.06,363.34,373.96
2006-11-25 22:06:19.953000,L5,337.82,331.46,344.70,337.33,346.74,342.15,341.71,339.83,351.12,370.71,377.85
2006-12-02 22:12:34.352000,L5,371.06,364.06,370.68,371.53,367.36,363.63,352.37,344.83,355.03,366.94,372.78
2006-12-11 22:06:28.205000,L5,,,,,,,,,305.70,340.72,379.94
2007-01-19 22:12:30.924000,L5,397.42,398.51,406.67,405.20,400.36,408.69,396.33,391.34,390.75,,
2007-02-13 22:06:23.395000,L5,382.49,389.19,395.18,398.89,401.82,402.81,391.16,392.46,390.96,392.45,392.36
2007-10-02 22:10:31.289000,L5,,,359.33,359.88,353.93,365.68,357.38,339.87,,,
2008-11-21 22:01:05.982000,L5,375.63,375.57,374.77,374.23,368.87,372.89,355.05,346.33,355.65,351.82,358.74
2008-12-16 21:55:41.804000,L5,381.58,383.91,395.37,384.26,371.26,,340.43,377.26,376.46,378.06,375.87
2009-01-01 21:56:07.642000,L5,377.28,379.95,385.13,382.75,378.65,383.63,374.76,368.79,383.20,385.40,390.77
2009-02-02 21:56:58.438000,L5,377.00,384.93,392.55,392.80,394.34,392.37,385.83,376.40,384.45,388.40,388.68
2010-01-27 22:08:26.527000,L5,,,,421.87,415.83,413.33,402.69,393.42,400.27,399.19,393.09
2010-02-05 22:02:17.935000,L5,402.16,409.39,410.48,412.78,415.56,414.17,410.62,409.56,413.39,419.05,410.59
2010-02-12 22:08:30.110000,L5,,,418.40,418.58,417.46,414.13,403.60,397.08,402.46,398.20,391.68
2010-10-03 22:01:28.836000,L5,362.94,372.32,372.57,376.40,368.25,366.58,369.79,362.94,362.33,358.95,353.41
2010-10-10 22:07:36.102000,L5,365.85,368.17,372.58,377.19,372.52,377.98,373.29,373.93,383.58,383.87,376.07
2010-11-27 22:07:24.215000,L5,,,,,420.09,419.53,409.39,408.97,412.88,399.07,393.11
2010-12-06 22:01:12.836000,L5,,,357.70,374.08,364.68,359.51,,,,,
2011-01-14 22:07:31.728000,L5,409.80,411.20,415.05,416.97,410.67,411.65,397.46,394.65,400.24,400.12,393.78
2011-02-15 22:07:34.670000,L5,381.27,383.23,374.99,366.02,359.31,369.00,358.73,344.80,355.27,342.03,354.52
2011-03-12 22:01:19.581000,L5,363.82,374.17,382.49,380.18,374.27,382.07,371.32,360.29,366.39,358.91,368.08
2011-08-19 22:00:12.535000,L5,,,,,,,,372.69,379.06,368.90,370.10
2011-09-04 22:00:03.630000,L5,380.86,395.08,400.06,,,,,,,,
2013-04-25 22:19:21.025000,L8,,,,349.07,354.87,363.55,341.44,340.18,339.70,,324.43
2013-05-11 22:19:31.249000,L8,354.12,360.10,367.58,365.82,360.33,365.03,353.08,341.04,354.58,358.98,359.62
2013-05-20 22:13:26.604000,L8,346.06,362.29,368.40,372.34,371.47,378.60,368.61,359.59,373.71,372.75,379.83
2013-06-05 22:13:27.306000,L8,353.42,362.45,372.43,381.54,380.99,387.39,389.25,390.01,403.98,398.17,401.00
2013-06-28 22:19:33.252000,L8,356.97,361.20,372.74,371.77,370.80,372.13,362.75,352.07,365.44,366.41,369.02
2013-07-14 22:19:34.707000,L8,358.67,362.22,374.43,373.47,371.07,374.48,365.17,354.37,369.99,370.71,368.75
2013-08-31 22:19:38.558000,L8,370.43,372.84,383.03,386.56,381.10,384.15,381.38,368.80,384.63,382.40,379.42
2013-10-02 22:19:28.820000,L8,358.79,360.37,363.94,370.47,370.16,366.35,356.06,343.33,360.28,369.28,366.81
2013-10-18 22:19:25.762000,L8,372.11,372.24,379.83,381.26,380.17,383.65,379.12,365.95,383.30,381.84,379.40
2013-11-03 22:19:20.378000,L8,371.29,372.78,381.42,382.46,379.63,382.05,372.77,,,,
2014-01-06 22:18:54.881000,L8,359.90,362.13,369.66,367.90,357.69,363.86,344.00,334.91,,,
2014-02-07 22:18:33.391000,L8,389.30,381.73,387.72,384.17,380.66,382.16,372.08,363.28,378.74,,
2014-02-23 22:18:20.398000,L8,379.96,376.30,408.99,383.09,379.56,381.18,371.97,362.64,378.22,376.82,377.82
2014-03-27 22:17:50.001000,L8,383.88,376.75,382.13,380.37,378.89,379.61,372.97,357.98,377.01,377.58,374.48
2014-04-12 22:17:37.464000,L8,374.57,376.66,385.62,381.41,379.20,383.13,374.42,360.55,379.55,379.89,379.43
2014-05-14 22:17:08.923000,L8,355.42,361.37,367.20,364.90,361.14,365.63,355.97,338.64,354.27,352.09,342.89
2014-05-30 22:17:11.184000,L8,355.55,359.90,366.75,368.92,358.35,365.62,357.37,341.04,355.12,358.99,361.94
2014-07-17 22:17:28.260000,L8,,,366.18,361.61,289.76,362.62,339.72,336.50,,,325.76
2014-11-06 22:17:49.451000,L8,,,,,,,,,,399.46,384.98
2015-01-25 22:17:32.812000,L8,392.05,395.01,390.07,390.06,382.75,384.95,375.26,362.87,380.25,380.14,375.15
2015-02-10 22:17:27.012000,L8,382.77,379.23,415.24,382.24,381.17,381.89,373.53,360.63,376.17,379.73,374.43
2015-02-26 22:17:23.009000,L8,382.42,380.67,386.94,381.92,379.40,381.48,369.97,358.99,376.02,377.60,375.13
2015-04-24 22:10:44.446000,L8,340.37,360.76,364.94,348.74,348.50,371.52,352.09,337.98,,,
2015-06-27 22:10:46.339000,L8,,,,,,,,,382.47,369.12,383.62
2015-07-04 22:17:02.361000,L8,352.76,358.95,365.71,369.67,362.30,365.24,357.83,343.75,358.22,360.21,363.36
2015-07-20 22:17:10.706000,L8,359.78,361.31,371.52,372.18,369.35,367.96,361.45,345.55,362.63,363.65,365.43
2015-07-29 22:11:01.897000,L8,,,,,,,,361.20,380.36,367.52,378.52
2015-08-05 22:17:13.094000,L8,357.63,361.80,373.51,371.27,367.56,367.76,360.40,344.78,360.70,362.17,360.92
2015-09-06 22:17:26.976000,L8,353.50,359.71,364.45,366.50,358.79,363.88,351.01,341.18,355.53,345.05,331.14
2015-10-24 22:17:40.820000,L8,376.58,376.06,384.25,382.69,381.39,381.96,377.85,363.48,382.81,382.50,378.73
2015-12-11 22:17:42.627000,L8,375.60,375.05,381.39,380.55,378.47,379.96,368.48,357.71,375.10,376.19,374.55
2015-12-27 22:17:43.409000,L8,,,414.96,382.63,379.53,379.86,370.98,359.55,376.91,379.32,375.69
2016-01-12 22:17:40.472000,L8,399.21,410.75,388.05,380.79,376.91,382.84,369.31,358.16,375.92,377.10,372.42
2016-01-28 22:17:39.790000,L8,379.51,373.66,380.10,378.09,374.24,376.39,366.64,353.47,371.31,358.17,
2016-04-01 22:17:14.685000,L8,372.23,378.21,386.35,380.43,380.36,379.67,371.22,354.94,397.87,386.37,365.36
2016-05-03 22:17:13.318000,L8,368.57,372.26,386.47,383.52,379.67,385.22,377.80,375.93,387.57,384.74,380.40
2016-05-12 22:10:56.720000,L8,335.00,361.12,366.20,371.21,369.49,375.58,370.75,355.41,370.55,362.43,377.18
2016-05-19 22:17:11.230000,L8,362.94,366.04,375.26,374.44,372.13,375.38,364.50,353.11,366.87,366.40,367.74
2016-05-28 22:11:03.859000,L8,,293.60,364.46,370.41,368.71,376.26,367.30,354.17,369.40,361.09,374.29
2016-07-15 22:11:22.376000,L8,,,,,,,,,385.48,378.88,383.35
2016-08-07 22:17:37.552000,L8,356.10,361.89,368.17,370.04,366.76,364.80,358.42,342.09,356.05,357.23,363.06
2016-09-08 22:17:48.858000,L8,,,403.92,396.23,393.79,398.82,395.91,391.88,395.49,406.26,388.03
2016-09-24 22:17:49.840000,L8,369.71,365.26,372.73,376.06,394.96,384.61,377.75,367.46,381.83,379.23,376.13
2016-10-10 22:17:54.274000,L8,371.55,372.98,378.97,380.83,379.67,381.64,375.89,363.05,380.40,380.45,377.94
2016-10-26 22:17:56.874000,L8,373.17,375.34,383.18,383.37,381.79,383.04,377.71,363.93,381.72,378.95,377.64
2017-01-30 22:17:38.957000,L8,373.64,373.47,379.24,379.27,374.55,376.68,365.76,354.98,367.76,371.18,368.50
2017-03-03 22:17:25.727000,L8,,,,,,425.08,424.95,422.45,390.25,390.07,385.84
2017-03-19 22:17:15.956000,L8,376.49,375.73,384.75,387.47,381.13,380.97,375.25,364.05,378.09,379.00,380.24
2017-05-06 22:16:55.401000,L8,357.54,360.05,367.79,371.35,367.54,367.15,358.80,343.85,356.07,363.76,364.74
2017-06-07 22:17:15.240000,L8,364.26,364.16,371.58,375.98,374.49,372.30,364.71,354.17,366.69,367.82,368.70
2017-06-16 22:11:07.889000,L8,347.31,364.46,372.21,372.88,370.64,376.79,374.07,364.49,377.87,368.16,375.85
2017-07-09 22:17:23.906000,L8,360.86,362.54,371.46,375.43,373.96,371.08,365.62,353.29,366.59,370.01,370.62
2017-10-29 22:17:53.844000,L8,369.71,376.57,388.90,391.19,385.24,382.54,377.54,370.22,386.80,382.70,385.72
2017-11-30 22:17:44.511000,L8,382.37,378.58,389.64,383.53,381.90,382.52,376.79,364.34,380.53,379.49,379.03
2018-02-18 22:17:22.771000,L8,387.05,396.26,401.61,396.75,415.88,403.50,380.86,370.89,387.45,383.41,379.76
2018-04-07 22:16:59.037000,L8,379.62,377.66,387.51,383.49,382.40,384.68,378.22,368.39,383.53,383.01,382.70
2018-05-09 22:16:40.331000,L8,360.05,365.67,373.22,373.08,371.55,370.79,360.30,351.66,361.41,366.43,368.21
2018-05-25 22:16:28.178000,L8,354.69,363.07,371.70,371.63,370.68,370.87,357.45,350.15,358.82,363.38,366.62
2018-06-10 22:16:26.226000,L8,346.76,,371.93,373.10,370.53,366.71,351.27,349.12,355.19,359.93,363.28
2018-06-26 22:16:36.823000,L8,357.07,365.17,372.80,374.24,372.59,370.52,361.26,352.10,362.93,364.81,367.19
2018-07-28 22:16:51.607000,L8,377.89,379.34,393.36,,,,,,391.88,387.70,390.02
2018-10-09 22:11:13.339000,L8,,,,,,,,,400.14,399.25,392.95
2018-11-01 22:17:30.804000,L8,373.95,375.37,383.38,384.86,386.96,379.65,372.17,372.08,382.15,377.84,379.42
2018-11-17 22:17:31.986000,L8,360.05,365.70,369.47,332.18,360.91,360.64,355.15,350.54,366.09,365.04,364.88
2019-01-04 22:17:27.803000,L8,400.09,404.28,409.32,389.98,384.87,382.34,376.52,367.52,381.08,380.07,378.83
2019-02-05 22:17:21.574000,L8,,,413.19,385.47,382.04,384.75,375.60,367.21,381.28,379.71,378.12
2019-03-25 22:17:09.739000,L8,379.06,377.74,386.90,387.33,381.84,384.74,376.06,369.10,382.23,380.32,380.42
2019-05-12 22:17:08.680000,L8,376.23,377.71,387.75,389.50,386.36,392.14,394.31,397.00,390.37,384.70,381.56
2019-05-28 22:17:17.913000,L8,361.67,363.99,372.37,373.23,370.92,366.45,358.47,345.53,355.90,361.47,362.60
2019-06-06 22:11:11.322000,L8,341.42,365.24,373.35,375.48,373.75,377.44,371.62,362.93,372.96,363.61,376.03
2019-06-22 22:11:17.033000,L8,349.84,361.42,370.73,373.93,372.67,375.75,372.70,363.41,376.38,364.56,379.59
2019-07-31 22:17:38.893000,L8,360.15,362.44,372.63,374.02,372.46,370.89,361.30,353.97,363.97,366.00,368.24
2019-08-16 22:17:44.396000,L8,355.93,361.32,369.27,370.60,365.46,362.84,357.34,345.10,349.26,352.98,363.96
2019-11-04 22:17:58.697000,L8,377.68,376.59,386.21,387.11,383.08,383.04,377.89,369.80,384.57,382.43,382.00
2019-11-20 22:17:54.950000,L8,380.19,377.17,385.66,383.84,383.11,381.30,375.45,368.09,382.08,382.73,380.52
2019-12-22 22:17:51.823000,L8,380.95,401.15,386.44,388.80,383.34,381.78,374.69,368.81,382.53,383.85,379.81
2020-01-23 22:17:43.927000,L8,379.56,378.61,384.64,386.52,382.04,380.42,374.24,365.98,377.83,379.75,375.90
2020-02-08 22:17:38.924000,L8,376.57,375.04,384.10,384.48,381.20,380.33,373.62,366.49,379.84,381.19,377.99
2020-02-24 22:17:35.189000,L8,372.82,374.20,382.78,383.80,379.67,379.41,372.09,364.04,377.60,380.26,376.06
2020-03-11 22:17:28.877000,L8,388.52,382.32,408.61,383.99,382.17,383.14,375.30,370.80,379.18,309.47,335.96
2020-03-27 22:17:20.128000,L8,372.41,374.75,382.79,383.89,380.68,380.00,372.68,365.37,379.03,380.36,378.49
2020-04-28 22:17:04.952000,L8,359.45,361.47,371.23,372.94,372.11,370.71,362.88,356.91,351.32,367.16,369.34
2020-06-08 22:11:00.065000,L8,,,,,,,,,384.48,373.01,383.53
2020-07-01 22:17:22.957000,L8,345.47,324.61,372.20,371.78,370.05,372.86,364.52,354.80,366.18,368.04,369.45
2020-07-10 22:11:15.773000,L8,353.08,365.74,373.39,377.86,381.57,383.27,382.44,373.77,390.62,383.82,389.38
2020-08-18 22:17:38.586000,L8,360.60,365.97,370.35,370.71,368.03,366.13,358.84,348.92,356.61,361.21,364.84
2020-09-03 22:17:46.393000,L8,375.75,377.77,390.65,387.67,388.49,389.77,384.63,377.29,389.74,387.08,381.18
2020-09-19 22:17:52.015000,L8,372.04,373.57,382.05,382.27,380.90,381.48,376.69,367.55,381.40,379.10,375.38
2021-01-09 22:17:48.906000,L8,374.56,375.17,381.03,381.85,377.16,377.64,369.20,360.36,375.26,375.03,372.57
2021-01-25 22:17:44.203000,L8,373.69,375.40,382.02,381.49,376.34,380.08,370.16,361.06,375.94,378.64,374.81
2021-02-26 22:17:35.944000,L8,397.61,402.30,407.54,383.18,381.38,383.02,375.09,368.87,381.86,380.29,379.44
2021-03-14 22:17:26.977000,L8,386.08,377.30,384.47,382.75,381.00,384.35,375.18,367.72,381.11,380.51,381.47
2021-03-30 22:17:22.624000,L8,361.82,365.99,367.37,365.22,357.48,360.24,339.05,336.03,343.03,,356.19
2021-04-15 22:17:16.883000,L8,358.51,362.93,368.76,364.57,359.41,362.86,346.47,339.35,348.80,349.98,363.17
2021-05-01 22:17:07.841000,L8,356.60,364.34,369.40,369.82,368.64,365.86,353.90,341.92,353.75,359.79,365.54
2021-05-26 22:11:07.110000,L8,321.48,366.23,371.83,373.67,369.21,374.71,365.01,354.90,368.23,363.44,375.52
2021-06-11 22:11:14.087000,L8,376.76,388.08,399.73,405.03,417.15,414.82,416.09,419.19,419.75,,
2021-07-04 22:17:29.944000,L8,,361.56,365.87,369.26,369.51,369.25,360.75,349.57,360.90,364.83,367.16
2021-10-17 22:11:50.671000,L8,359.47,369.13,373.26,378.55,380.87,382.40,381.60,376.79,389.80,387.86,384.34
2021-10-24 22:18:01.850000,L8,,,299.89,369.82,359.90,355.04,307.75,,,,
2021-11-09 22:17:58.951000,L8,390.85,404.32,414.84,409.14,419.68,403.40,384.61,393.28,399.90,393.15,391.79
2021-11-25 22:17:57.047000,L8,357.34,360.91,360.28,,,,,,,,
2021-12-19 22:17:52.616000,L9,393.51,380.45,409.09,385.95,382.71,382.37,373.48,367.15,379.46,380.98,381.15
2022-02-14 22:11:37.090000,L9,,,,,,,,,377.25,365.46,372.25
2022-02-21 22:17:43.336000,L9,377.84,374.29,379.39,377.98,374.75,374.90,363.51,357.50,371.46,372.65,354.45
2022-03-09 22:17:37.608000,L9,391.19,402.33,384.43,380.31,379.61,380.09,369.53,363.74,378.57,377.17,373.39
2022-05-04 22:17:26.026000,L8,,364.82,366.11,369.10,362.28,364.31,350.92,341.82,354.73,358.99,362.75
2022-05-05 22:11:07.160000,L9,,358.93,359.22,333.93,343.11,366.63,356.49,343.18,358.67,354.28,369.33
2022-05-12 22:17:13.223000,L9,361.26,363.32,370.53,369.75,364.48,366.82,359.16,346.45,358.45,364.15,367.48
2022-06-05 22:17:39.656000,L8,361.83,365.45,370.01,373.42,372.32,371.59,363.50,356.58,370.09,370.35,370.31
2022-06-13 22:17:12.050000,L9,358.45,365.13,374.07,372.29,371.72,374.40,364.51,356.57,370.32,370.12,370.54
2022-06-14 22:11:35.206000,L8,,298.16,362.74,371.05,306.44,333.71,360.59,331.28,,358.74,378.13
2022-06-21 22:17:48.970000,L8,358.29,363.00,367.35,371.83,370.71,368.64,361.93,354.34,365.12,368.35,368.29
2022-07-15 22:17:24.696000,L9,353.10,365.66,370.35,370.86,369.14,370.06,363.19,354.55,367.22,368.06,367.75
2022-07-31 22:17:39.593000,L9,353.23,364.47,371.57,369.22,368.51,367.02,359.77,350.27,359.59,362.24,363.86
2022-08-09 22:11:34.517000,L9,340.79,365.03,366.87,372.36,369.91,374.92,370.82,360.05,371.52,360.22,374.30
2022-09-02 22:11:56.436000,L8,365.16,377.27,387.84,390.81,392.48,393.99,393.16,389.87,401.26,399.75,395.81
2022-09-09 22:18:11.619000,L8,371.85,375.83,384.16,384.68,383.04,384.13,377.45,371.70,385.21,381.95,380.87
2022-09-17 22:17:54.625000,L9,374.93,377.53,385.87,385.23,384.40,385.80,379.27,374.41,386.08,384.38,381.68
2022-10-19 22:18:03.080000,L9,379.76,379.32,386.99,383.06,387.44,383.83,377.71,372.22,383.83,382.82,379.93
2022-11-04 22:18:00.514000,L9,377.51,377.26,384.75,383.07,383.02,380.81,376.25,370.38,382.53,382.73,380.18
2022-11-13 22:11:53.247000,L9,361.07,367.47,376.50,380.13,378.25,380.87,374.71,372.60,386.61,384.65,381.96
2022-12-22 22:17:59.519000,L9,386.00,384.12,387.98,383.83,382.60,383.13,373.71,369.34,381.66,382.75,380.24
2023-01-15 22:17:53.980000,L8,383.39,383.59,388.46,382.64,380.55,381.16,369.73,365.81,378.65,378.71,377.55
2023-01-31 22:17:58.841000,L8,381.08,379.28,380.38,379.97,375.45,374.24,358.92,356.53,352.81,,
2023-02-16 22:17:50.035000,L8,385.98,388.56,388.82,383.18,379.13,379.86,370.39,362.62,378.54,377.42,378.24
2023-03-04 22:17:37.574000,L8,383.06,381.76,388.88,382.57,379.32,384.11,373.43,365.53,380.20,381.02,378.68
2023-03-28 22:17:33.498000,L9,377.24,376.65,381.23,379.31,377.74,380.31,370.09,362.40,377.04,374.79,373.60
2023-04-13 22:17:27.047000,L9,354.88,359.67,362.64,357.07,353.91,362.12,346.21,338.87,344.77,328.06,355.34
2023-05-15 22:17:12.111000,L9,354.04,364.48,365.12,348.43,350.99,359.23,342.39,337.76,350.16,343.31,352.62
2023-05-31 22:17:04.101000,L9,353.65,367.12,372.07,368.92,361.86,366.12,359.89,346.76,356.15,355.94,362.26
2023-06-08 22:17:00.359000,L8,355.11,362.72,370.51,370.41,360.85,366.00,360.65,348.57,360.35,364.40,362.55
2023-06-09 22:10:48.959000,L9,342.98,366.10,368.69,372.96,372.16,378.01,376.17,366.61,385.16,375.98,376.63
2023-06-17 22:10:53.102000,L8,362.24,373.59,379.27,373.80,382.88,394.01,391.33,386.43,400.00,395.03,390.75
2023-06-24 22:17:06.399000,L8,368.53,367.77,373.38,373.57,370.63,369.33,,,,,
2023-07-02 22:17:05.775000,L9,361.90,367.01,369.36,371.25,370.14,369.64,365.92,352.34,368.12,364.72,364.17
2023-07-10 22:17:17.518000,L8,340.93,364.26,372.64,374.11,374.72,368.94,363.94,361.85,379.63,375.91,368.14
2023-07-11 22:11:00.406000,L9,319.58,366.03,365.30,372.36,372.51,377.31,376.75,364.96,384.35,375.39,375.65
2023-07-26 22:17:23.328000,L8,378.85,381.80,386.42,387.86,388.10,387.21,385.77,383.80,393.60,388.22,378.38
2023-08-28 22:11:20.303000,L9,366.79,378.51,383.89,385.31,387.95,391.64,389.71,386.12,399.70,398.55,391.25
2023-09-12 22:17:38.225000,L8,363.13,367.40,372.73,372.90,368.79,366.16,360.78,344.36,354.26,342.34,308.46
