dates,nzd0206-0000,nzd0206-0001,nzd0206-0002,nzd0206-0003,nzd0206-0004,nzd0206-0005,nzd0206-0006,nzd0206-0007,nzd0206-0008,nzd0206-0009,nzd0206-0010,nzd0206-0011,nzd0206-0012,nzd0206-0013,nzd0206-0014,nzd0206-0015,nzd0206-0016,nzd0206-0017,nzd0206-0018,nzd0206-0019,nzd0206-0020,nzd0206-0021,nzd0206-0022,nzd0206-0023,nzd0206-0024,nzd0206-0025,nzd0206-0026,nzd0206-0027,nzd0206-0028,nzd0206-0029,nzd0206-0030,nzd0206-0031,nzd0206-0032,nzd0206-0033,nzd0206-0034,nzd0206-0035,nzd0206-0036,nzd0206-0037,nzd0206-0038,nzd0206-0039,nzd0206-0040,nzd0206-0041,nzd0206-0042,satname
2000-10-15 22:02:20.178,,258.485,,205.48999999999998,206.595,290.87999999999994,282.7383333333333,248.115,263.44166666666666,268.175,241.26799999999997,246.94833333333335,243.43166666666664,236.33000000000004,333.94666666666666,277.43,266.94,271.506,295.1375,297.9175,292.4425,270.5525,272.56666666666666,242.41500000000002,246.00666666666666,191.65,190.65999999999997,171.53,192.975,205.165,211.14,294.67,279.75,217.91500000000002,244.33999999999997,257.75,267.69,279.5833333333333,268.434,329.30333333333334,343.64000000000004,238.365,333.29,L7
2000-11-09 21:56:21.390,,258.485,,205.48999999999998,206.595,298.91249999999997,288.3142857142857,258.2685714285714,271.16,274.4714285714286,241.26799999999997,255.12714285714287,253.04857142857142,236.33000000000004,332.3475,285.1366666666667,274.53833333333336,277.11999999999995,300.008,300.402,296.366,278.55,272.56666666666666,242.41500000000002,246.00666666666666,191.65,190.65999999999997,171.53,192.975,205.165,211.14,294.67,279.75,217.91500000000002,244.33999999999997,250.87999999999997,267.69,279.5833333333333,268.434,330.53,343.64000000000004,238.365,333.29,L7
2001-01-03 22:02:36.401,,258.485,,208.97,221.32,326.7625,319.765,275.97,290.27200000000005,289.572,250.49,272.546,265.002,239.47,332.3475,292.55600000000004,286.305,288.23833333333334,301.9316666666667,305.714,303.034,289.866,273.52000000000004,242.04999999999998,240.86666666666665,183.01333333333332,194.56,171.53,192.975,205.165,211.14,294.67,279.75,229.47,249.7,248.94999999999996,265.90999999999997,276.93,261.65500000000003,342.325,360.345,248.24333333333334,337.32,L7
2001-01-12 21:56:30.696,,257.51,494.55,208.97,221.32,354.754,343.4,275.97,290.27200000000005,289.572,250.49,272.546,265.002,239.47,332.3475,292.55600000000004,286.305,288.23833333333334,301.9316666666667,303.0983333333333,298.39166666666665,289.866,273.52000000000004,242.04999999999998,246.03999999999996,186.03999999999996,194.56,171.53,192.975,205.165,211.14,294.67,279.75,229.47,249.7,248.94999999999996,265.90999999999997,276.93,261.65500000000003,351.2125,368.03999999999996,262.41,337.32,L7
2001-02-04 22:02:38.355,,257.51,494.55,,,382.33,382.02714285714285,293.14250000000004,309.74,301.8225,259.53499999999997,282.53000000000003,277.6875,,332.3475,306.8,294.3,291.082,305.524,303.668,299.295,297.336,266.3333333333333,235.43,224.885,171.95,,172.71,178.995,199.495,197.78,294.67,279.75,195.68,,224.40499999999997,247.76,245.135,244.1125,358.46666666666664,380.2099999999999,281.105,352.31,L7
2001-02-20 22:02:36.849,,257.51,487.15,,,419.3216666666667,413.42428571428576,319.3825,326.6225,307.18666666666667,261.74,291.53333333333336,297.4925,,338.295,311.198,296.33,293.114,308.37600000000003,302.02666666666664,297.3328571428571,292.51,263.7525,233.77200000000002,215.26666666666665,171.95,,172.71,177.72666666666666,196.1,197.78,294.67,279.75,186.88,,208.49,247.76,235.15666666666667,238.4975,358.46666666666664,380.2099999999999,281.105,352.31,L7
2001-03-01 21:56:21.596,,257.51,487.15,,,431.54,421.0975,319.3825,326.6225,307.18666666666667,261.74,299.76750000000004,302.688,,338.75800000000004,315.92833333333334,296.33,293.114,308.37600000000003,302.02666666666664,297.3328571428571,292.51,263.7525,233.77200000000002,215.26666666666665,171.95,224.17,172.71,177.72666666666666,196.1,197.78,302.92,292.555,186.88,,208.49,247.76,261.775,238.4975,359.77,380.2099999999999,281.105,352.31,L7
2001-03-17 21:56:16.575,270.03,271.55,487.15,,213.56,453.7966666666667,433.93857142857144,342.78000000000003,338.79333333333335,320.32000000000005,,312.61666666666673,318.055,,337.6025,321.23,301.548,297.5475,315.58750000000003,306.438,301.675,298.55,263.7525,237.96750000000003,215.26666666666665,171.95,224.17,172.71,177.72666666666666,196.1,197.78,302.92,292.555,195.61666666666667,226.39,208.49,255.06000000000003,270.36199999999997,253.26,359.77,380.2099999999999,281.105,352.31,L7
2001-03-24 22:02:23.691,270.03,271.55,487.15,,213.56,453.7966666666667,433.93857142857144,339.65500000000003,338.79333333333335,309.5566666666667,,312.61666666666673,318.055,236.02,337.6025,321.23,296.57666666666665,292.982,308.488,302.505,297.9585714285714,292.185,257.586,233.902,204.95,171.95,224.17,172.71,177.72666666666666,196.1,197.78,302.92,292.555,195.61666666666667,226.39,208.49,255.06000000000003,270.11833333333334,255.14600000000002,359.77,380.2099999999999,281.105,352.31,L7
2001-05-11 22:02:09.444,270.03,271.55,487.15,,213.56,479.954,471.51000000000005,344.18,356.74,288.03,,334.31500000000005,324.90500000000003,236.02,331.235,322.06,292.875,291.11666666666673,295.24,289.156,282.14833333333337,267.714,258.745,234.93499999999997,204.95,171.95,224.17,172.71,179.26999999999998,197.58499999999998,201.0,311.17,305.36,195.61666666666667,226.39,194.16500000000002,253.58500000000004,272.03200000000004,256.2925,368.28999999999996,380.2099999999999,292.38,352.31,L7
