dates,nzd0092-0000,nzd0092-0001,nzd0092-0002,nzd0092-0003,nzd0092-0004,nzd0092-0005,nzd0092-0006,nzd0092-0007,nzd0092-0008,nzd0092-0009,nzd0092-0010,nzd0092-0011,nzd0092-0012,nzd0092-0013,nzd0092-0014,nzd0092-0016,nzd0092-0017,nzd0092-0018,nzd0092-0019,nzd0092-0020,nzd0092-0021,nzd0092-0022,nzd0092-0023,nzd0092-0024,nzd0092-0025,nzd0092-0026,nzd0092-0027,nzd0092-0028,nzd0092-0029,nzd0092-0030,nzd0092-0031,nzd0092-0032,nzd0092-0033,nzd0092-0015
2017-03-03 22:17:49+00:00,225.3625,226.695,220.6125,219.76999999999998,220.3075,214.96599999999998,222.198,225.60833333333335,194.08999999999997,193.124,205.25333333333333,216.54,224.02999999999997,213.79500000000002,232.74,224.81,231.342,225.87400000000002,223.808,188.858,262.02333333333337,267.98,292.52428571428567,300.02000000000004,300.12142857142857,301.55833333333334,301.6433333333334,295.10999999999996,283.1483333333333,291.85249999999996,300.0575,320.12,303.9533333333333,209.08
2017-04-20 22:17:23+00:00,225.51666666666668,225.95666666666668,219.54999999999998,220.75333333333333,223.35,216.80499999999998,223.41750000000002,230.744,197.7025,194.985,206.17,217.22333333333333,222.10999999999999,207.69333333333336,232.74,224.81,226.515,225.615,226.13500000000002,192.04749999999999,263.478,271.02750000000003,294.6933333333333,302.63166666666666,302.50666666666666,305.906,306.796,299.756,288.546,279.23,289.34749999999997,309.2,291.3825,209.08
2017-05-06 22:17:19+00:00,225.1475,225.95499999999998,218.3225,220.3825,223.0675,217.71999999999997,223.166,227.87333333333333,197.878,194.874,206.17,217.22333333333333,222.10999999999999,207.69333333333336,232.74,224.81,222.22,223.87800000000001,226.50799999999998,191.356,261.89000000000004,269.596,291.53428571428566,300.1685714285714,299.8985714285714,301.005,301.82,294.6816666666667,283.565,273.188,282.786,301.40833333333336,283.32599999999996,209.08
2017-08-03 22:11:47+00:00,224.5,225.86999999999998,217.82333333333335,220.4433333333333,223.49,222.86666666666665,222.4533333333333,215.7966666666667,197.73,196.53666666666666,208.92,218.59,218.27,195.49,,,196.76600000000002,224.05200000000005,228.304,192.184,262.806,274.908,286.65999999999997,298.658,293.6325,289.55,289.395,283.3025,278.986,267.285,275.4075,281.9775,271.2625,
2017-08-19 22:11:53+00:00,224.5,225.86999999999998,217.82333333333335,220.4433333333333,223.49,222.86666666666665,222.4533333333333,215.7966666666667,197.73,196.53666666666666,208.92,218.59,218.27,195.49,,,196.76600000000002,224.05200000000005,228.304,192.184,262.806,274.54,286.65999999999997,293.02333333333337,289.954,289.55,289.395,283.3025,278.986,259.064,266.96,281.9775,269.796,
2017-09-27 22:18:12+00:00,226.02666666666664,227.50333333333333,219.44666666666663,222.31000000000003,226.08333333333334,225.36333333333332,223.93333333333337,218.7166666666667,202.90333333333334,198.99,190.95999999999998,218.59,218.27,195.49,,,197.07999999999998,222.865,230.535,196.4225,260.01,272.308,282.6175,289.004,282.225,279.80333333333334,278.8333333333333,272.3566666666666,284.38,242.12000000000003,249.99666666666664,263.985,255.59499999999997,
2018-02-11 22:11:38+00:00,227.66,228.91,222.13,223.82,226.44,224.91,223.99,218.87,201.84,199.45,173.0,,,,,234.97,240.68,252.30000000000004,240.805,204.46,254.47,270.29499999999996,292.325,293.2766666666667,279.81500000000005,282.72,279.63,273.32,314.875,226.18,233.17,,258.80499999999995,
2018-05-02 22:10:57+00:00,,,,,,,,,,,,,,,,234.97,281.32,278.57,251.24,,217.78,237.95,308.4,326.15,244.63,259.29,,299.98,318.3,,,,286.19,
2018-07-05 22:10:54+00:00,,,,,,,,,,,,,,,,234.97,281.32,278.57,251.24,,217.78,237.95,307.49,321.92999999999995,244.63,259.29,,299.98,318.3,,,,286.19,
2018-07-28 22:17:15+00:00,,,,,,,,,,,,,,,,234.97,281.32,278.57,251.24,,217.78,237.95,307.49,321.92999999999995,253.515,261.03499999999997,,299.98,318.3,212.86,213.43,236.26,286.19,
2018-08-06 22:11:10+00:00,,,,,,,,,,,,,,,,234.97,281.32,278.57,251.24,,200.345,237.95,307.49,321.92999999999995,253.74,260.07,,299.98,318.3,247.49,241.99,271.28999999999996,278.6,
2019-01-04 22:17:51+00:00,266.79,,258.64,265.06,265.83,264.75,253.86,245.92,,,,241.29,220.94,213.09,232.56,,266.27,297.35,271.6,,182.91,,286.41,309.22,271.3966666666667,277.95666666666665,315.34,313.98,296.39,258.25666666666666,259.92,287.24333333333334,273.86,
2019-01-20 22:17:48+00:00,248.00500000000005,229.31,242.64999999999998,245.12,261.32499999999993,263.755,241.555,245.92,,,,236.52499999999998,214.89,204.76999999999998,212.565,,253.54999999999995,281.49000000000007,272.615,,182.91,,299.94500000000005,303.845,276.7025,283.7425,308.995,303.985,282.375,260.84000000000003,261.57,287.58,270.17333333333335,
2019-02-05 22:17:45+00:00,239.2566666666667,226.625,234.47333333333333,236.8066666666667,247.93999999999997,249.72333333333333,235.25666666666666,229.425,197.48,191.52,,236.52499999999998,214.89,204.76999999999998,212.565,,253.54999999999995,281.49000000000007,272.615,182.19,253.7,260.73,291.15000000000003,296.99666666666667,290.7033333333334,296.45666666666665,297.34666666666664,291.64000000000004,273.71666666666664,267.52,272.97666666666663,290.5,263.54,
2019-02-14 22:11:33+00:00,232.01500000000001,227.12333333333333,225.63,223.62,240.56249999999997,244.0675,231.585,225.28333333333333,209.875,191.52,214.26,225.91333333333333,209.53333333333333,210.42999999999998,220.79333333333332,,253.54999999999995,281.49000000000007,272.615,182.19,253.7,260.73,291.15000000000003,308.0725,290.7033333333334,296.45666666666665,297.34666666666664,291.64000000000004,273.71666666666664,267.52,272.97666666666663,290.5,263.54,
2019-03-02 22:11:29+00:00,232.01500000000001,227.12333333333333,225.63,223.62,240.56249999999997,244.0675,231.585,225.28333333333333,209.875,191.52,214.26,225.91333333333333,209.53333333333333,210.42999999999998,220.79333333333332,,235.8733333333333,264.7433333333334,258.3966666666667,188.34,265.28,278.57000000000005,291.15000000000003,310.298,290.7033333333334,296.45666666666665,297.34666666666664,291.64000000000004,273.71666666666664,267.52,272.97666666666663,290.5,263.54,
2019-03-25 22:17:33+00:00,229.144,224.93,223.48600000000002,222.548,236.11599999999999,238.848,229.13400000000001,221.8175,201.01,189.79000000000002,214.26,225.91333333333333,209.53333333333333,210.42999999999998,220.79333333333332,,235.8733333333333,264.7433333333334,258.3966666666667,184.67666666666665,259.2,273.02000000000004,285.64250000000004,305.845,288.2425,291.315,291.3925,285.45,269.765,262.6775,268.72749999999996,283.4675,263.54,
2019-05-28 22:17:41+00:00,229.144,224.93,223.48600000000002,222.548,236.11599999999999,238.848,229.13400000000001,221.8175,201.01,189.79000000000002,214.26,225.91333333333333,209.53333333333333,210.42999999999998,220.79333333333332,,235.8733333333333,264.7433333333334,258.3966666666667,184.67666666666665,259.2,273.02000000000004,285.64250000000004,305.845,288.2425,291.315,291.3925,285.45,269.765,262.6775,268.72749999999996,271.592,263.54,
2019-10-03 22:18:21+00:00,,,,,,223.75,222.63,219.0,199.45,191.57,,,,,,,193.92,220.97,225.07,180.72,253.25,268.74,277.87,286.16,282.61,279.27,275.94,270.14,260.56,,,224.09,255.77,
2019-11-04 22:18:22+00:00,226.85,228.08,223.27,223.29,224.66,223.115,222.665,220.195,199.665,192.105,179.8,,,,,,196.04999999999995,222.70500000000004,226.39,185.925,254.05,269.865,278.245,286.72,283.71500000000003,280.17499999999995,278.28,271.815,261.28999999999996,,,224.09,255.18,
2020-02-24 22:17:59+00:00,226.85,228.08,223.27,223.29,224.66,223.115,222.665,220.195,199.665,192.105,179.8,,239.18,216.95,236.12,218.49,196.04999999999995,222.70500000000004,226.39,185.925,254.05,269.865,278.245,296.93333333333334,296.63,294.2033333333333,278.28,271.815,261.28999999999996,,,,262.09,236.6
2020-08-27 22:11:56+00:00,,,,,,,,,,,,,,,,,210.43,229.07,,,279.27,308.82,,328.76,328.38,326.89,,,,,,,,
2020-09-19 22:18:15+00:00,,,,,,,,,,,,,,,,,210.43,229.07,,,279.27,308.82,264.85,328.76,328.38,326.89,268.66,267.71,247.27,237.88,246.59,251.47,,
2020-12-17 22:12:09+00:00,,,,,,,,,,,,,,,,,209.45499999999998,229.07,,,279.27,308.82,287.935,323.355,329.07,327.81,297.57000000000005,295.62,247.27,237.88,246.59,251.47,,
2021-02-03 22:11:56+00:00,,,,,,,,,,,,,,,,,209.45499999999998,230.845,225.76,207.4,279.78999999999996,302.97,295.93666666666667,321.6766666666667,327.08,326.37666666666667,307.43333333333334,304.6666666666667,247.27,237.88,246.59,251.47,,
2021-02-19 22:11:51+00:00,,,,,,,,,,,,,,,,,207.17666666666665,232.5533333333333,226.45,203.635,279.27,301.4166666666667,300.68,320.8175,325.905,326.95,313.0525,309.6775,247.27,237.88,246.59,251.47,,
2021-03-14 22:17:50+00:00,220.55,224.06,216.27,219.52,220.53,221.29,220.13,213.92,197.12,186.97,,,,,,,201.1966666666667,229.59666666666666,223.30999999999997,195.76333333333332,270.42,286.7033333333334,295.254,308.835,314.14,326.96999999999997,313.0525,309.6775,251.025,245.505,251.135,256.745,245.62,
2021-03-23 22:11:37+00:00,220.55,224.06,216.27,219.52,220.53,221.29,220.13,213.92,197.12,186.97,,,,,,,200.62,229.6525,224.17249999999999,195.21,271.55,288.94,304.372,309.67199999999997,315.20799999999997,326.52750000000003,327.5825,322.72749999999996,254.78,253.13,255.68,262.02,245.62,
2021-03-30 22:17:46+00:00,223.32,225.16500000000002,218.375,220.72,225.45499999999998,225.96499999999997,223.60500000000002,218.31,204.63,197.425,211.59,213.63,,,,,200.142,229.58200000000002,224.77399999999997,194.952,268.54,284.648,300.0183333333334,305.665,309.97499999999997,317.014,317.29200000000003,312.45,257.6,257.66499999999996,259.215,263.47,246.78,
2021-04-15 22:17:40+00:00,231.17999999999998,225.16500000000002,218.375,220.72,225.45499999999998,225.96499999999997,243.21333333333334,218.31,204.63,197.425,211.59,233.41,248.22,248.44,228.99,192.66,200.142,229.58200000000002,224.77399999999997,194.952,272.15333333333336,283.095,298.08571428571435,306.4214285714285,309.02,312.4866666666667,315.05333333333334,312.0566666666667,263.1666666666667,272.46666666666664,271.59,263.47,249.7733333333333,209.93
2021-04-24 22:11:25+00:00,231.17999999999998,225.16500000000002,218.375,220.72,225.45499999999998,225.96499999999997,243.21333333333334,218.31,204.63,197.425,211.59,233.41,248.22,248.44,228.99,192.66,201.11833333333334,229.66833333333332,225.49833333333333,195.62666666666667,272.88428571428574,284.25142857142856,299.7875,307.95875,311.30875000000003,313.96714285714285,317.0257142857143,312.0566666666667,275.72,283.275,287.65749999999997,263.47,249.7733333333333,209.93
2021-05-26 22:11:31+00:00,231.17999999999998,225.16500000000002,218.375,220.72,225.45499999999998,225.96499999999997,243.21333333333334,218.31,204.63,197.425,211.59,233.41,248.22,248.44,228.99,192.66,201.11833333333334,229.66833333333332,225.49833333333333,195.62666666666667,272.88428571428574,284.25142857142856,299.7875,307.95875,311.30875000000003,313.96714285714285,317.0257142857143,312.0566666666667,275.72,283.275,287.65749999999997,282.20666666666665,254.57999999999998,209.93
2021-07-13 22:11:43+00:00,231.17999999999998,225.16500000000002,218.375,220.72,225.45499999999998,225.96499999999997,243.21333333333334,218.31,204.63,197.425,211.59,233.41,248.22,248.44,228.99,192.66,199.64600000000002,229.66833333333332,225.17714285714285,193.6,273.22625,284.62625,299.92125,307.76375,310.11375,312.89285714285717,316.5157142857143,309.762,275.72,283.275,287.65749999999997,282.20666666666665,254.57999999999998,209.93
2021-10-01 22:12:10+00:00,246.9,,211.51,262.03,217.32,,282.43,,,,,253.19,248.22,248.44,228.99,192.66,213.965,240.45999999999998,228.69999999999996,190.22000000000003,282.935,289.5525,307.5175,317.565,319.975,315.51750000000004,321.0325,323.85,293.84000000000003,308.885,316.0999999999999,319.68,262.38,209.93
2021-10-08 22:18:23+00:00,257.595,,211.51,259.77,217.32,255.12,268.215,253.78,,,,247.425,248.51,250.305,224.675,192.66,213.965,254.45000000000002,239.95,190.22000000000003,281.06,293.346,312.048,317.565,319.975,315.51750000000004,316.97200000000004,311.77,290.43666666666667,301.30333333333334,316.0999999999999,332.91499999999996,262.38,209.93
2021-11-18 22:12:08+00:00,268.29,,211.51,259.77,217.32,255.12,254.0,253.78,,,,241.66,248.8,252.17,220.36,,211.195,255.38,239.71249999999998,194.60500000000002,278.9525,299.6025,317.8975,318.95,323.62666666666667,324.73333333333335,319.095,316.48333333333335,300.12,309.445,,336.84,269.0,
2022-01-12 22:18:13+00:00,244.58500000000004,221.25,214.575,246.42666666666665,219.355,238.20499999999998,238.10500000000002,233.555,198.37,191.21,175.76,241.66,248.8,252.17,220.36,,205.26666666666665,246.8425,238.315,196.175,273.425,293.43,308.7425,305.75,325.34000000000003,326.495,317.8233333333334,316.48333333333335,306.78,312.7633333333333,329.34,355.94666666666666,248.27,
2022-02-14 22:12:01+00:00,244.58500000000004,221.25,214.575,246.42666666666665,219.355,238.20499999999998,238.10500000000002,233.555,198.37,191.21,175.76,241.66,248.8,252.17,220.36,,203.4225,243.57,235.06599999999997,196.36333333333334,274.01,293.456,309.12800000000004,308.26,323.9566666666667,325.3433333333333,319.065,317.7225,308.3325,315.685,334.9599999999999,352.6825,248.27,
2022-03-01 22:18:00+00:00,236.75000000000003,223.215,215.61333333333332,239.93,220.96666666666667,233.9433333333333,233.88333333333333,228.03333333333333,200.655,193.55,193.565,241.66,248.8,252.17,220.36,,202.39000000000001,239.95000000000002,233.06666666666663,194.1725,270.81666666666666,288.49,303.62,302.242,313.31,325.3433333333333,319.065,317.7225,308.3325,315.685,334.9599999999999,352.6825,247.38,
2022-03-18 22:11:49+00:00,236.75000000000003,223.215,215.61333333333332,239.93,220.96666666666667,233.9433333333333,233.88333333333333,228.03333333333333,200.655,193.55,193.565,241.66,248.8,252.17,220.36,,203.15166666666667,239.95000000000002,233.06666666666663,194.83200000000002,271.9614285714286,290.0242857142857,305.07000000000005,304.3883333333333,313.31,325.20500000000004,320.71400000000006,323.658,309.13199999999995,317.154,336.6533333333333,350.79799999999994,247.38,
2022-04-18 22:17:49+00:00,219.23666666666668,221.64333333333335,214.23333333333335,218.60666666666665,221.12333333333333,222.35666666666665,222.59,214.64666666666668,199.96333333333334,191.42333333333332,193.565,,,,,,197.93166666666664,225.16199999999998,220.26999999999998,191.88333333333333,263.37833333333333,283.442,293.3066666666667,296.69666666666666,301.9125,324.22,324.78000000000003,331.0233333333333,315.50749999999994,324.9075,336.6533333333333,351.96,247.38,
2022-06-22 22:11:38+00:00,219.23666666666668,221.64333333333335,214.23333333333335,218.60666666666665,221.12333333333333,222.35666666666665,222.59,214.64666666666668,199.96333333333334,191.42333333333332,193.565,,,,,,197.426,223.23,218.295,188.706,252.36333333333332,279.514,292.045,295.755,300.21000000000004,320.9566666666667,317.1066666666667,310.13000000000005,296.65,322.29333333333335,322.765,348.39,247.38,
2022-07-31 22:18:03+00:00,218.41500000000002,221.84000000000003,212.53000000000003,218.03999999999996,220.99,222.89,222.77999999999997,215.305,200.76,191.52999999999997,211.37,,,,,,198.43,223.89666666666665,218.50666666666666,189.73749999999998,243.47,283.7525,295.36,299.548,300.21000000000004,320.9566666666667,317.1066666666667,310.13000000000005,288.8333333333333,323.74,320.5733333333333,338.8533333333333,246.49,
2022-08-09 22:11:58+00:00,218.41500000000002,221.84000000000003,212.53000000000003,218.03999999999996,220.99,222.89,222.77999999999997,215.305,200.76,191.52999999999997,211.37,,,,,,198.43,223.89666666666665,218.50666666666666,189.73749999999998,237.96857142857144,282.624,295.36,294.85833333333335,300.966,317.5725,296.37,303.9575,279.7625,312.46666666666664,311.12,330.725,246.49,
2022-09-17 22:18:18+00:00,218.53,220.39499999999998,212.91500000000002,217.54,221.25,220.76,221.39,215.685,200.52,190.76,176.81,,,,,,191.97000000000003,222.14,218.39499999999998,183.185,221.702,274.09666666666664,284.91,285.4625,295.8,300.25,269.7266666666667,271.46,250.62666666666664,274.355,273.52,318.37500000000006,246.34,
2022-10-19 22:18:27+00:00,223.76,224.92000000000002,220.18,221.465,226.645,224.84,224.615,220.2,205.37,195.85,180.6,,,,,,196.005,226.235,227.415,191.39,225.406,272.635,287.24666666666667,286.6925,296.06500000000005,294.6575,271.18,271.03,253.15249999999997,270.19666666666666,269.705,303.71,246.845,
2022-11-13 22:12:17+00:00,223.76,224.92000000000002,220.18,221.465,226.645,224.84,224.615,220.2,205.37,195.85,180.6,,,,,,198.53333333333333,229.54333333333332,226.95000000000002,199.54666666666665,234.385,277.52,293.46000000000004,292.944,301.35200000000003,300.354,282.212,271.03,253.15249999999997,283.7075,269.705,303.71,246.845,
2022-12-22 22:18:23+00:00,223.76,224.92000000000002,220.18,221.465,226.645,224.84,224.615,220.2,205.37,195.85,180.6,238.58,221.99,235.45,231.06,,198.53333333333333,229.54333333333332,229.9375,199.54666666666665,250.08666666666667,276.91,292.36,288.58399999999995,295.35400000000004,295.534,280.226,275.5325,258.8975,284.584,273.93,290.36,254.24,209.2
2022-12-30 22:18:24+00:00,222.96,224.36666666666667,219.11,220.82000000000002,224.57333333333335,223.48333333333335,223.47666666666666,218.26999999999998,203.1,193.91333333333333,180.6,238.58,221.99,235.45,231.06,,197.445,227.385,227.686,195.60750000000002,250.08666666666667,274.85,288.77200000000005,286.8233333333333,293.02333333333337,292.12833333333333,279.03000000000003,273.544,258.38399999999996,279.52833333333336,273.93,282.34,251.4925,209.2
2023-01-07 22:18:26+00:00,222.96,224.36666666666667,219.11,220.82000000000002,224.57333333333335,223.48333333333335,223.47666666666666,218.26999999999998,203.1,193.91333333333333,180.6,238.58,221.99,235.45,231.06,,197.445,227.385,227.686,195.60750000000002,250.08666666666667,271.3342857142857,281.18666666666667,283.21714285714285,293.02333333333337,292.12833333333333,276.13428571428574,269.91333333333336,255.9483333333333,273.9214285714286,273.93,275.0325,246.51399999999998,209.2
2023-01-24 22:12:10+00:00,222.96,224.36666666666667,219.11,220.82000000000002,224.57333333333335,223.48333333333335,223.47666666666666,218.26999999999998,203.1,193.91333333333333,180.6,238.58,221.99,235.45,231.06,,198.3,228.73600000000002,227.08,199.058,254.12428571428572,274.225,285.3642857142857,283.21714285714285,296.8957142857143,292.12833333333333,276.13428571428574,269.91333333333336,255.9483333333333,273.9214285714286,273.93,275.0325,246.51399999999998,209.2
2023-01-31 22:18:22+00:00,222.46,224.24,218.4475,220.7975,224.04500000000002,223.4025,223.45999999999998,218.095,202.905,193.39499999999998,179.35999999999999,238.58,221.99,235.45,231.06,,197.78333333333333,227.72833333333332,226.15,196.83666666666667,261.91857142857145,272.9511111111111,284.10125,282.4375,294.97,289.7557142857143,275.87375000000003,269.6228571428572,256.2942857142857,272.08125,270.048,274.47200000000004,245.4466666666667,209.2
2023-02-08 22:18:30+00:00,222.46,230.468,219.46599999999998,222.692,224.956,224.83200000000002,224.32,219.394,205.494,195.58599999999998,187.88,225.53500000000003,227.905,235.45,231.06,,199.43,228.72285714285712,230.02375,196.83666666666667,269.43571428571425,275.3066666666666,284.19888888888886,284.21375,292.61125,287.02714285714285,283.8525,271.92571428571426,258.08,270.27,267.97200000000004,266.505,248.68714285714285,209.2
2023-02-25 22:11:52+00:00,222.46,230.468,219.46599999999998,222.692,224.956,224.83200000000002,224.32,219.394,205.494,195.58599999999998,187.88,225.53500000000003,227.905,235.45,231.06,,199.43,225.86625,226.67666666666665,194.18142857142857,267.03249999999997,275.33299999999997,282.174,281.4366666666667,288.5522222222222,282.93625,283.8525,271.92571428571426,258.08,270.27,261.56166666666667,266.505,248.68714285714285,209.2
2023-04-13 22:17:51+00:00,222.37,230.888,218.38000000000002,222.72599999999997,225.44400000000002,225.10399999999998,224.06599999999997,218.846,204.748,196.262,187.38500000000002,225.53500000000003,227.905,235.45,231.06,,200.02285714285716,225.18875,225.51444444444442,193.59857142857143,267.21625,275.07800000000003,281.81600000000003,281.1088888888889,288.6088888888889,282.5425,283.72625,271.64428571428573,257.6585714285714,269.005,262.534,266.505,249.07833333333335,209.2
2023-05-16 22:11:04+00:00,221.09000000000003,231.7225,217.50000000000003,222.53499999999997,224.66000000000003,224.25,223.43999999999997,217.895,203.865,195.99,188.38333333333335,225.53500000000003,227.905,235.45,231.06,,199.578,222.9666666666667,224.60750000000002,189.156,268.20142857142855,275.35,281.46555555555557,280.4375,288.78125,283.06857142857143,277.9883333333333,271.96166666666664,264.49857142857144,260.9866666666667,263.60249999999996,263.88000000000005,261.96666666666664,209.2
2023-05-24 22:11:17+00:00,221.09000000000003,231.7225,217.50000000000003,222.53499999999997,224.66000000000003,224.25,223.43999999999997,217.895,203.865,195.99,188.38333333333335,225.53500000000003,227.905,235.45,231.06,,199.69333333333336,224.64000000000001,224.26777777777778,189.156,269.1075,276.62600000000003,284.38800000000003,284.3777777777778,292.21,287.73,277.9883333333333,271.96166666666664,269.92625000000004,260.9866666666667,263.60249999999996,263.88000000000005,270.43285714285713,209.2
2023-09-13 22:11:53+00:00,220.95,224.39,213.03,219.61,227.15,222.52,221.39,215.01,198.73,197.73,174.83,,,,,,198.87500000000006,231.04333333333332,222.1175,185.15,271.77,285.8725,303.4875,307.0025,311.9125,311.0925,272.79,265.42,301.815,248.67,,,328.1666666666667,
2023-10-22 22:18:14+00:00,220.9,229.98,,225.48,226.92,224.0,222.77,216.01,200.52,194.77,182.03,,,,,,199.41500000000002,233.50666666666666,223.9575,182.39,271.6975,287.4275,304.3825,308.01250000000005,312.0075,323.07666666666665,274.78,269.31,317.3533333333333,254.97,258.79,271.61,328.1666666666667,
2023-11-07 22:18:10+00:00,221.62,226.385,,223.45,227.55,225.44,225.65,217.08499999999998,202.22,198.315,184.48000000000002,182.86,,,,,196.57666666666668,231.4575,224.22000000000003,183.665,267.952,283.86800000000005,299.76599999999996,303.182,305.82,323.07666666666665,275.375,269.39,317.3533333333333,255.35500000000002,260.58500000000004,273.34000000000003,328.1666666666667,
2023-11-08 22:11:57+00:00,221.62,226.385,,223.45,227.55,225.44,225.65,217.08499999999998,202.22,198.315,184.48000000000002,182.86,,,,,197.1275,231.844,224.10000000000002,190.04,269.4816666666666,285.9433333333333,302.03833333333336,305.38166666666666,308.16499999999996,322.815,291.7966666666667,286.68,316.61,255.35500000000002,260.58500000000004,273.34000000000003,327.9225,
2023-11-15 22:18:11+00:00,225.09,224.72,218.65,225.70333333333335,229.08666666666667,232.10666666666665,227.48333333333335,227.83333333333334,209.88333333333333,205.86,184.48000000000002,192.83,,,,,197.1275,234.235,226.90333333333334,190.04,266.0983333333333,288.00166666666667,302.45166666666665,303.58,304.42333333333335,317.65749999999997,294.16499999999996,285.81,309.185,258.90000000000003,264.61333333333334,280.6566666666667,329.00333333333333,
2023-12-09 22:18:14+00:00,225.09,224.72,218.65,225.70333333333335,229.08666666666667,232.10666666666665,227.48333333333335,227.83333333333334,209.88333333333333,205.86,184.48000000000002,192.83,,,,,193.66750000000002,231.83666666666667,225.975,186.8825,261.16,287.98,296.1433333333333,297.04833333333335,297.36,306.6575,289.55,281.632,295.8975,256.72,261.755,277.6875,332.89,
2024-01-03 22:12:03+00:00,225.09,224.72,218.65,225.70333333333335,229.08666666666667,232.10666666666665,227.48333333333335,227.83333333333334,209.88333333333333,205.86,184.48000000000002,192.83,,,,,193.66750000000002,231.83666666666667,225.975,186.8825,261.16,287.98,296.1433333333333,297.04833333333335,297.36,295.58000000000004,293.60999999999996,285.93333333333334,295.8975,256.72,272.824,277.6875,325.7366666666666,
2024-02-03 22:18:05+00:00,225.09,224.72,218.65,232.99,229.08666666666667,232.10666666666665,227.48333333333335,241.6525,209.88333333333333,205.86,184.48000000000002,192.83,,,263.34,186.42,193.66750000000002,231.83666666666667,225.975,186.8825,264.8885714285714,292.8333333333333,293.9542857142857,295.57142857142856,295.7071428571429,293.37333333333333,292.08714285714285,284.07,289.188,256.72,285.49333333333334,277.6875,325.7366666666666,227.78
2024-02-04 22:12:07+00:00,225.09,224.72,218.65,232.99,229.08666666666667,232.10666666666665,227.48333333333335,241.6525,209.88333333333333,205.86,184.48000000000002,192.83,,,263.34,186.42,193.66750000000002,233.29857142857142,226.9042857142857,186.8825,267.5775,294.5971428571429,297.13124999999997,299.0625,295.7071428571429,293.37333333333333,292.08714285714285,284.07,289.188,256.72,292.2271428571429,277.6875,326.8275,227.78
2024-02-12 22:11:54+00:00,217.16,217.9125,209.41500000000002,226.844,221.3475,224.19,224.33,239.03400000000002,214.0475,217.065,184.48000000000002,192.83,244.18,247.41,263.34,184.915,193.66750000000002,233.29857142857142,228.12,186.8825,267.5775,294.5971428571429,302.6322222222222,304.3311111111111,295.7071428571429,293.37333333333333,292.08714285714285,284.07,289.188,256.72,298.915,277.6875,332.802,227.78
2024-02-19 22:18:03+00:00,216.906,216.81599999999997,209.06000000000003,225.60333333333332,221.48000000000002,223.72199999999998,223.956,234.8083333333333,210.906,212.054,180.85333333333332,192.83,244.18,247.41,263.34,184.915,193.87600000000003,231.89124999999999,227.16222222222223,186.848,266.1611111111111,291.01375,302.6322222222222,304.3311111111111,293.91,290.8257142857143,289.6675,281.82,283.83166666666665,255.81199999999998,298.915,275.008,332.802,227.78
2024-02-20 22:11:56+00:00,212.745,213.85833333333335,204.82,225.61142857142858,220.28666666666666,222.365,217.73166666666668,230.16428571428574,213.50166666666667,215.17,192.0075,194.98000000000002,218.405,241.235,263.34,189.64,193.87600000000003,231.89124999999999,227.94699999999997,186.848,266.1611111111111,292.4688888888889,304.195,309.363,293.91,290.8257142857143,289.6675,281.82,283.83166666666665,255.81199999999998,298.915,275.008,337.675,227.78
2024-04-23 22:17:27+00:00,212.29999999999998,211.65166666666664,206.67800000000003,225.2,223.89166666666665,224.76,219.54833333333332,232.00571428571428,220.30666666666664,224.67666666666665,214.83,211.225,216.86,227.49,221.625,189.64,192.705,231.51857142857145,228.12111111111108,204.98199999999997,265.75999999999993,291.29875,302.98777777777775,308.82444444444445,289.7557142857143,283.8085714285714,289.97625,281.55875000000003,270.9316666666667,256.358,304.6471428571429,276.646,337.492,227.78
2024-05-10 22:11:24+00:00,210.292,209.42399999999998,206.67800000000003,225.83,223.03400000000002,224.33599999999996,217.752,234.3133333333333,223.58399999999997,229.23999999999995,224.13,220.67999999999998,216.86,227.49,221.625,189.64,194.09,232.28166666666667,228.39749999999998,229.32,267.9766666666667,293.9542857142857,305.16875000000005,312.23625,291.41499999999996,277.43833333333333,286.5333333333333,276.9566666666667,262.242,256.5125,313.52,277.04,336.658,227.78
2024-05-18 22:10:55+00:00,204.85750000000002,206.43249999999998,203.68500000000003,224.954,220.7525,219.06,214.40249999999997,231.31,223.17749999999998,231.31249999999997,224.13,229.61999999999998,216.86,227.49,221.625,189.64,194.09,229.5,226.95571428571427,229.32,270.39,290.3442857142857,304.3457142857143,308.11,292.74666666666667,271.5083333333333,275.95,267.7266666666667,251.11599999999999,263.835,320.3283333333333,281.9,330.45666666666665,227.78
2024-08-22 22:11:34+00:00,223.7,235.17000000000002,210.63,211.97,236.645,232.14499999999998,244.185,233.215,241.35,246.14,273.32,258.84,213.77,229.22999999999996,192.515,,201.13,231.55000000000007,224.54499999999996,276.58,277.64,280.03000000000003,296.2450000000001,292.2766666666667,304.03333333333336,271.77,257.51,289.76666666666665,240.70499999999996,276.48999999999995,324.49,297.265,311.235,
2024-08-29 22:17:45+00:00,230.60666666666665,241.70000000000002,221.34333333333333,224.50666666666666,236.645,232.14499999999998,244.12,236.99666666666667,240.82,238.31333333333336,261.925,252.10666666666665,229.4,243.98,205.2733333333333,194.51,220.63,241.86333333333334,239.82333333333335,286.3533333333333,286.11,285.3275,301.67,296.125,305.64,283.15000000000003,271.90333333333336,303.6575,240.70499999999996,293.5233333333333,329.20000000000005,297.265,309.0933333333333,
