dates,satname,nzd0183-0000,nzd0183-0001,nzd0183-0002,nzd0183-0003,nzd0183-0004,nzd0183-0005,nzd0183-0006,nzd0183-0007,nzd0183-0008,nzd0183-0009,nzd0183-0010,nzd0183-0012,nzd0183-0011
2003-10-25 21:44:04.226000,L5,298.61,201.91,168.35,,,,,,,,,,
2003-11-17 21:50:09.452000,L5,295.15,217.99,181.56,295.07,295.13,234.30,,,,,,,
2004-06-12 21:53:35.734000,L5,280.80,224.78,173.74,179.31,,,,,,,,,
2005-02-07 21:58:39.182000,L5,249.59,206.56,293.58,299.89,283.11,193.82,,,,,,,
2005-09-19 22:00:20.901000,L5,305.84,214.00,180.82,295.49,290.37,195.06,,,,,,,
2006-02-19 21:56:39.909000,L5,297.08,255.92,234.42,294.24,286.72,268.44,183.35,,,,,,
2007-02-13 22:07:11.341000,L5,336.01,239.32,316.86,335.54,314.14,192.28,,,,,,,
2007-09-25 22:05:12.918000,L5,330.92,216.68,238.72,301.32,285.68,183.24,,,,,,,
2011-01-07 22:02:08.379000,L5,360.95,302.23,333.16,331.13,317.84,308.03,175.63,,,,,,
2011-03-12 22:02:07.527000,L5,302.39,233.38,207.87,318.38,281.93,191.59,,,,,,,
2013-06-05 22:13:51.261000,L8,297.53,249.73,177.92,,,,,,,,,,
2013-08-08 22:14:13.655000,L8,285.69,173.27,,,,,,,,,,,
2013-11-12 22:13:32.202000,L8,300.28,264.98,238.98,287.57,285.85,265.02,180.90,,,,,,
2013-11-12 22:13:56.157000,L8,336.04,279.01,315.96,316.32,301.08,212.41,,,,,,,
2013-11-21 22:07:37.752000,L8,329.89,326.48,297.94,323.58,324.83,279.70,186.34,,,,,,
2013-12-14 22:13:21.591000,L8,299.50,263.93,235.76,287.74,286.51,261.40,,,,,,,
2013-12-14 22:13:45.545000,L8,328.06,240.37,298.80,302.01,292.49,199.51,,,,,,,
2013-12-30 22:13:13.343000,L8,305.89,275.98,264.69,302.16,293.82,274.69,185.99,,,,,,
2014-01-31 22:12:52.806000,L8,297.95,258.24,200.21,282.97,280.70,258.52,,,,,,,
2014-01-31 22:13:16.756000,L8,327.04,240.90,289.89,299.38,291.58,200.29,,,,,,,
2014-03-20 22:12:37.744000,L8,326.59,239.64,286.26,296.61,288.90,200.65,,,,,,,
2014-04-05 22:12:22.648000,L8,325.39,238.41,285.80,298.93,289.07,197.24,,,,,,,
2014-11-08 22:06:16.124000,L8,304.19,259.14,247.75,296.77,294.97,259.07,173.84,,,,,,
2014-12-01 22:12:00.318000,L8,329.50,316.97,293.02,321.62,316.39,306.60,303.67,304.35,,,,,
2014-12-01 22:12:24.268000,L8,370.71,296.16,337.65,347.94,333.43,319.61,312.03,,,,,,
