dates,nzd0401-0000,nzd0401-0001,nzd0401-0002,nzd0401-0003,nzd0401-0004,nzd0401-0005,nzd0401-0006,nzd0401-0007,nzd0401-0008,nzd0401-0009,satname
1999-10-22 22:00:28+00:00,320.61,323.06,,,,308.89,308.41,,,,L7
2000-01-26 22:00:26+00:00,308.025,307.52,316.46,,271.74,298.1,296.525,318.19,,312.7,L7
2000-02-27 22:00:16+00:00,306.0366666666667,299.4066666666667,315.06,,271.74,297.17333333333335,294.0466666666667,318.19,,312.7,L7
2000-03-30 22:00:09+00:00,307.15999999999997,296.7,320.85999999999996,,285.96500000000003,293.4975,294.0466666666667,318.19,,312.7,L7
2002-10-30 21:55:25+00:00,307.6,306.84,,,269.65,299.36,303.59,,,,L7
2004-04-02 21:46:54+00:00,299.82,289.19,,322.03,,,,,,,L5
2004-07-07 21:49:44+00:00,299.82,297.74,,327.69,268.23,308.51,308.78,,,,L5
2005-03-04 21:54:27+00:00,305.16,285.34,326.91,316.7,,,,,,,L5
2005-04-21 21:54:46+00:00,305.16,293.03499999999997,326.91,316.7,265.94,,,,,,L5
2005-06-08 21:55:08+00:00,305.16,293.03499999999997,326.91,316.7,268.52,,318.74,,,,L5
2005-07-10 21:55:19+00:00,305.16,293.03499999999997,326.91,316.7,269.9166666666667,,319.26,322.59,,,L5
2005-09-28 21:55:44+00:00,297.22,295.31,,304.86,269.9166666666667,,319.26,322.59,,,L5
2006-02-19 21:58:15+00:00,302.175,294.115,,304.86,258.84,,,,,,L5
2006-11-02 22:01:56+00:00,300.18,292.03,323.88,303.63,,,,,,,L5
2007-01-05 22:02:28+00:00,300.18,292.03,323.88,303.63,307.42,,317.76,,,,L5
2008-02-25 21:58:00+00:00,322.17,,,,283.52,,309.24,,,,L5
2014-12-26 22:07:42+00:00,290.66,319.29,330.92,317.07,,316.82,305.35,,,,L8
2015-02-28 22:07:24+00:00,294.46500000000003,317.97,330.92,317.07,,316.82,307.69,,,,L8
2015-04-01 22:07:01+00:00,294.46500000000003,317.97,330.92,317.07,,307.115,292.1433333333334,,,323.17,L8
2015-11-27 22:07:47+00:00,287.49,276.28,326.18,304.76,,301.82,275.42,,,,L8
2015-12-13 22:07:45+00:00,287.49,276.28,326.18,304.76,,304.94,279.78499999999997,,,,L8
2016-07-08 22:07:32+00:00,,,,,279.13,314.01,314.57,,,,L8
2016-09-10 22:07:51+00:00,,,,,279.13,314.01,285.845,329.53,,330.15,L8
2016-10-12 22:07:57+00:00,283.53,271.64,325.39,325.55,279.13,307.475,286.90333333333336,332.07,,330.15,L8
2017-01-16 22:07:46+00:00,288.445,291.33,328.65999999999997,326.20000000000005,,307.91499999999996,277.06666666666666,332.07,,330.15,L8
2017-10-31 22:07:55+00:00,286.74,311.96,326.87,312.35,,303.38,297.99,,,,L8
2017-12-02 22:07:46+00:00,286.74,311.96,326.87,312.35,,298.205,284.17,326.58,324.34,326.6,L8
2018-01-19 22:07:38+00:00,290.45000000000005,309.47,327.73,313.71000000000004,,303.81666666666666,285.75666666666666,326.58,324.34,326.6,L8
2018-05-27 22:06:28+00:00,294.16,306.98,328.59,315.07,,304.035,288.0733333333333,326.58,324.34,326.6,L8
2019-10-05 22:08:00+00:00,289.02,,,,,,314.15,,,,L8
2019-12-08 22:07:56+00:00,289.02,,,,,297.3,294.19,330.97,329.11,,L8
2020-03-13 22:07:30+00:00,290.605,296.56,330.1,,,297.3,300.3633333333333,330.97,329.11,,L8
2020-06-01 22:07:08+00:00,295.095,296.56,330.1,,269.22,297.3,293.46999999999997,330.97,329.11,,L8
2021-04-17 22:07:18+00:00,281.46,263.5,326.77,,,300.21,300.07,,,,L8
2021-12-21 22:07:55+00:00,,,,,,292.03,269.45,,318.64,300.34,L9
2022-10-29 22:08:16+00:00,279.61,273.84,322.19,311.83,,297.27,284.1,309.68,,,L8
2023-04-15 22:07:28+00:00,281.945,271.42999999999995,323.075,318.835,,296.53499999999997,289.975,310.53,,,L9
2023-04-23 22:07:09+00:00,281.0466666666667,270.4833333333333,322.58,320.08666666666664,,296.53499999999997,289.975,310.53,,,L8
2023-08-21 22:07:27+00:00,281.765,268.80499999999995,322.775,324.21500000000003,,296.135,282.79,312.305,,,L9
2024-02-29 22:07:47+00:00,282.13,268.15,324.32,324.16,,300.27,297.19,,,,L9
2024-08-31 22:07:27+00:00,275.21,265.07,322.84,325.49,,297.22,297.29,,,,L8
2024-10-10 22:07:34+00:00,280.7,272.56,326.34,326.73,,300.02,300.635,,,,L9
2024-10-26 22:07:48+00:00,282.2833333333333,274.26,326.8766666666666,326.73,,301.78333333333336,300.64000000000004,,,,L9
2024-11-11 22:07:39+00:00,283.27,275.1825,327.26,326.55333333333334,,302.0975,298.9375,328.25,,,L9
2025-10-21 22:07:51+00:00,291.77,311.52,332.79,,,,309.56,,,,L8
2025-10-29 22:07:53+00:00,288.03,293.87,329.65,325.82,,,300.015,325.1,,,L9
