dates,satname,nzd0526-0000,nzd0526-0001,nzd0526-0002,nzd0526-0009,nzd0526-0010,nzd0526-0011,nzd0526-0012,nzd0526-0013,nzd0526-0014,nzd0526-0015,nzd0526-0003,nzd0526-0004,nzd0526-0005,nzd0526-0006,nzd0526-0007,nzd0526-0008,nzd0526-0016
2005-08-25 22:08:52.862000,L5,336.19,328.88,323.05,307.61,309.26,305.51,304.50,321.00,303.75,304.77,327.74,332.08,333.77,335.30,321.83,307.34,303.92
2005-09-10 22:08:55.708000,L5,387.75,377.38,369.10,,,,,,,,371.76,376.61,385.83,384.18,373.18,368.45,
2005-11-06 22:02:46.848000,L5,368.04,355.08,349.25,330.94,329.72,343.17,343.95,354.00,350.83,341.45,347.58,352.62,356.06,353.27,345.89,334.91,344.84
2005-11-13 22:09:08.414000,L5,342.61,328.81,323.36,295.38,,,,,324.55,316.06,322.79,326.93,338.62,334.08,324.76,310.11,316.56
2006-02-01 22:11:01.629000,L5,,372.85,368.57,348.81,345.06,355.39,359.37,371.80,366.66,359.86,370.01,368.28,369.43,369.05,364.86,355.86,356.49
2006-02-17 22:11:22.491000,L5,,373.65,370.35,353.12,352.28,360.60,360.74,365.97,361.09,355.77,368.32,368.33,373.22,369.96,366.22,361.42,359.14
2006-04-15 22:06:18.610000,L5,,,,344.32,340.63,344.49,334.66,350.96,358.89,356.02,,,,378.94,354.96,343.65,345.32
2006-04-22 22:12:36.093000,L5,382.74,370.00,371.01,343.29,344.09,343.78,348.50,358.02,348.92,344.12,367.34,366.39,369.14,363.69,358.10,347.14,348.95
2006-06-25 22:13:31.961000,L5,330.65,317.82,312.68,293.65,302.89,271.94,,,,,318.14,319.51,324.78,321.86,311.81,285.56,
2006-07-27 22:13:58.731000,L5,329.65,322.11,298.72,301.34,303.71,274.64,,315.46,300.64,303.06,303.88,329.21,327.99,328.73,315.89,297.74,301.12
2006-08-05 22:07:55.109000,L5,330.26,320.12,291.91,294.45,304.26,273.07,,309.29,297.99,299.36,305.37,318.26,325.91,321.17,316.29,295.87,297.04
2006-08-28 22:14:23.601000,L5,349.97,335.52,312.60,320.65,321.95,317.29,308.21,334.57,327.75,321.55,,313.07,334.47,334.53,329.55,322.21,323.62
2006-09-13 22:14:35.259000,L5,368.69,355.33,347.81,338.86,340.96,346.11,342.66,353.80,350.29,327.65,357.49,359.88,368.82,362.97,356.19,343.76,331.36
2006-10-08 22:08:40.914000,L5,,374.12,367.23,347.33,347.77,352.08,350.35,366.76,364.29,,365.20,367.47,373.75,371.90,365.19,359.59,
2006-10-31 22:15:04.884000,L5,,,,294.25,286.23,291.93,,,,,,,297.58,258.24,289.11,297.98,
2006-11-25 22:09:07.763000,L5,355.43,345.52,332.69,333.39,330.66,338.67,337.04,346.11,335.22,324.88,,,,267.63,326.66,338.15,324.76
2007-09-09 22:07:45.163000,L5,360.76,347.69,333.55,317.64,318.11,322.98,317.52,,319.67,324.71,,,335.77,338.89,335.24,322.09,323.12
2008-11-14 21:57:52.281000,L5,356.21,353.18,352.93,335.65,335.62,344.64,340.56,345.12,341.17,334.04,356.42,357.04,362.80,358.85,354.19,342.23,334.98
2008-12-23 22:05:16.170000,L5,380.72,376.99,372.84,,,,,,,,372.60,374.20,375.55,380.96,374.30,,
2009-01-17 21:59:44.398000,L5,385.39,376.10,372.91,,,,,,,,375.84,377.18,380.84,,,,
2010-02-05 22:05:29.575000,L5,384.96,376.76,373.08,,,,,,,,381.18,382.92,380.20,378.84,374.09,,
2010-10-26 22:10:38.745000,L5,382.94,373.56,371.77,338.47,340.20,348.49,351.94,360.31,354.70,346.39,369.39,377.48,381.70,376.65,368.60,360.40,344.80
2010-11-27 22:10:35.713000,L5,292.66,311.36,314.56,303.13,284.56,,,,,,306.35,304.19,316.03,301.20,313.63,306.94,
2010-12-22 22:04:29.137000,L5,369.96,362.83,361.46,344.74,340.89,347.75,346.92,359.60,354.77,346.28,361.35,365.43,371.04,361.97,360.28,345.91,347.28
2011-02-08 22:04:35.159000,L5,377.88,371.05,372.64,,,,,,,,367.13,375.28,375.66,375.69,,,
2013-05-11 22:22:42.945000,L8,345.18,324.22,325.71,302.03,303.29,306.48,311.15,313.67,308.34,304.29,329.61,330.61,329.84,330.82,325.15,309.33,312.11
2013-06-05 22:16:38.960000,L8,306.22,307.09,276.14,289.58,283.82,290.38,286.22,266.05,295.80,291.85,313.82,306.14,295.69,296.35,306.45,290.17,283.96
2013-06-28 22:22:44.910000,L8,340.84,326.16,328.72,328.41,312.35,338.35,340.82,346.86,316.70,314.20,342.50,340.93,339.89,335.84,334.16,334.59,329.80
2013-07-07 22:16:35.929000,L8,326.48,312.14,305.26,289.03,288.72,296.42,292.69,293.74,294.84,293.36,322.22,315.45,315.95,314.65,308.39,296.55,287.65
2013-07-23 22:16:34.633000,L8,341.84,326.28,325.18,300.99,302.09,309.56,309.58,312.61,307.12,301.44,331.50,330.51,329.11,335.66,325.36,309.19,303.48
2013-09-25 22:16:28.938000,L8,337.31,318.32,320.55,292.55,297.05,302.62,297.16,307.98,301.63,296.44,324.99,321.15,325.51,323.70,314.21,298.85,297.45
2013-10-02 22:22:40.460000,L8,340.51,324.71,325.84,294.83,298.32,303.30,297.80,311.65,303.74,299.72,326.25,324.30,328.38,327.04,315.23,300.79,298.56
2013-10-11 22:16:29.291000,L8,340.02,334.24,329.33,294.10,298.34,303.87,303.60,313.27,305.27,299.06,327.54,326.09,331.52,328.58,315.88,299.19,298.82
2013-11-03 22:22:32.045000,L8,,,,279.89,283.41,289.64,287.88,295.58,291.90,283.60,,,,,,268.83,284.05
2013-11-12 22:16:19.914000,L8,339.95,322.90,340.11,296.93,299.64,305.21,304.15,310.82,306.83,301.40,323.35,320.30,327.70,323.27,314.30,300.90,301.25
2013-11-19 22:22:25.407000,L8,335.14,318.99,321.10,295.92,297.07,303.66,301.96,310.03,304.74,298.95,320.03,319.61,324.87,321.55,314.12,299.77,300.02
2013-12-30 22:16:01.055000,L8,333.33,321.63,316.57,299.99,299.01,306.37,303.65,313.69,311.25,300.89,312.27,310.01,305.69,300.30,292.80,304.14,299.18
2014-02-23 22:21:32.043000,L8,340.93,345.38,331.65,323.06,309.99,310.90,311.41,345.61,342.72,328.54,335.94,341.69,345.91,340.55,321.18,310.65,320.17
2014-03-11 22:21:19.920000,L8,338.58,317.77,316.89,296.10,298.34,303.67,301.13,313.00,305.38,298.31,318.03,320.07,321.96,322.19,314.12,299.36,300.21
2014-03-20 22:15:01.497000,L8,335.58,318.03,314.51,294.08,295.58,303.14,298.69,309.38,303.22,295.70,319.52,319.62,320.69,321.75,314.10,298.63,299.71
2014-04-21 22:14:29.865000,L8,340.59,321.63,324.04,296.86,300.13,304.90,306.19,312.84,303.82,299.78,329.10,326.22,328.67,326.64,318.34,302.58,301.07
2014-05-30 22:20:22.872000,L8,346.69,342.78,333.16,302.37,302.78,307.31,311.42,309.93,306.14,300.44,338.18,338.67,335.34,334.23,326.46,309.38,300.78
2014-07-17 22:20:39.943000,L8,349.00,335.54,331.45,306.61,303.85,309.09,311.27,314.76,310.07,304.79,337.11,337.61,335.87,337.82,328.14,312.35,347.28
2014-08-02 22:20:46.799000,L8,347.94,333.25,334.08,302.45,304.94,306.71,308.28,315.14,307.45,301.83,335.57,336.42,333.22,335.83,324.79,308.22,345.26
2014-08-11 22:14:39.696000,L8,340.18,321.73,326.51,297.49,300.39,304.98,306.16,312.02,304.68,299.72,325.07,326.41,326.49,328.54,319.30,302.71,305.14
2014-08-18 22:20:51.886000,L8,336.03,325.49,329.46,296.79,300.75,306.78,304.95,314.25,305.15,300.20,326.97,327.97,329.05,330.52,321.03,303.91,319.46
2014-09-19 22:20:54.477000,L8,343.76,323.54,320.42,294.26,298.96,303.87,298.36,312.18,301.85,295.43,328.33,326.75,328.29,326.71,317.00,300.29,301.69
2014-09-28 22:14:44.621000,L8,336.24,318.79,321.04,293.02,295.55,302.18,296.88,307.81,302.41,295.13,322.91,324.35,324.36,324.43,314.68,298.67,300.42
2015-01-02 22:14:38.674000,L8,333.25,320.94,314.27,296.35,296.34,304.35,304.67,312.42,305.41,298.48,315.10,315.80,320.97,318.13,310.82,300.15,298.61
2015-03-14 22:20:23.206000,L8,334.79,317.98,317.66,296.82,298.69,303.61,301.60,310.83,304.08,298.56,321.97,321.62,323.81,321.91,313.51,300.29,300.13
2015-04-15 22:20:10.505000,L8,335.50,321.17,327.70,300.78,304.94,308.55,307.35,316.07,307.73,305.11,342.70,331.53,330.40,328.51,320.19,305.64,315.10
2015-05-01 22:20:00.344000,L8,344.04,322.51,330.29,297.13,301.02,306.49,309.34,313.39,308.35,301.21,328.16,327.96,327.47,330.59,321.26,305.92,310.10
2015-06-27 22:13:58.027000,L8,343.41,340.11,335.34,306.54,305.32,314.39,314.36,318.32,311.23,307.04,338.19,341.44,338.27,337.94,327.40,313.54,308.97
2015-07-04 22:20:14.053000,L8,344.56,332.50,333.09,306.94,305.37,311.17,312.48,316.86,312.00,308.57,339.48,340.04,338.15,339.57,328.16,314.28,312.20
2015-07-29 22:14:13.585000,L8,321.99,307.57,293.98,288.22,285.84,292.16,290.80,278.10,286.20,288.00,315.78,315.61,311.13,311.60,309.42,293.19,286.35
2015-08-21 22:20:33.210000,L8,345.51,324.04,333.71,296.76,300.12,304.97,305.87,311.49,305.39,299.59,334.55,330.05,329.01,329.84,319.21,303.01,306.11
2015-10-08 22:20:48.527000,L8,320.42,301.96,297.08,,,,,,,,303.70,301.87,302.61,,,,
2015-10-17 22:14:38.194000,L8,318.55,302.73,297.48,,,,,,,,300.45,291.00,,,,,
2015-10-24 22:20:52.499000,L8,348.90,344.80,337.91,295.19,294.28,303.67,304.14,317.25,313.80,315.60,339.22,343.68,327.88,320.72,313.46,298.40,311.54
2015-11-18 22:14:44.822000,L8,344.27,336.45,341.50,305.65,304.90,310.18,310.42,355.93,332.34,321.11,338.79,327.93,332.97,329.69,319.84,305.97,308.42
2015-12-20 22:14:45.217000,L8,329.48,319.53,319.44,297.43,298.78,305.89,304.98,313.88,309.53,301.14,319.77,319.44,323.30,321.06,313.88,302.45,298.10
2016-01-05 22:14:40.992000,L8,328.59,317.43,316.68,299.48,299.96,305.29,306.43,315.20,309.45,301.91,314.76,316.80,321.33,319.62,314.94,303.23,301.88
2016-02-22 22:14:30.292000,L8,,,,,,,,,272.11,260.52,,,,,,,261.47
2016-03-16 22:20:36.438000,L8,335.83,321.35,318.18,297.54,298.16,305.06,301.11,310.92,306.05,299.81,323.60,322.99,325.86,323.98,315.40,301.34,313.63
2016-04-26 22:14:08.933000,L8,385.00,324.34,324.39,300.63,301.96,308.96,308.08,315.86,313.79,302.75,327.10,328.31,329.71,330.36,321.01,307.37,328.21
2016-05-03 22:20:25.006000,L8,335.51,321.84,322.24,301.27,303.01,308.72,310.40,315.59,309.94,306.11,327.15,327.11,327.39,327.36,319.87,304.59,315.49
2016-05-12 22:14:08.416000,L8,325.14,312.85,307.78,286.92,238.46,,297.86,297.81,297.67,291.10,319.42,318.46,313.83,311.93,301.69,288.60,288.72
2016-06-04 22:20:28.125000,L8,341.52,326.31,326.99,304.13,302.80,309.21,310.86,315.15,313.61,307.88,335.10,334.25,331.68,334.35,327.23,309.81,305.27
2016-07-06 22:20:41.229000,L8,326.70,314.45,307.14,291.71,290.22,298.12,296.33,300.55,299.56,290.17,320.22,320.29,317.00,318.40,311.83,292.16,289.59
2016-08-16 22:14:41.427000,L8,339.05,321.49,322.48,295.25,298.76,302.94,303.38,312.06,303.29,296.60,327.18,323.63,324.43,324.82,316.52,301.23,303.99
2016-09-01 22:14:48.072000,L8,338.23,320.86,322.35,296.86,299.33,303.67,302.71,312.80,304.97,301.08,326.26,325.15,328.64,328.14,319.16,301.16,307.45
2016-09-08 22:21:00.541000,L8,,,,270.61,249.26,239.42,250.49,270.14,257.42,,,,,,,274.64,
2017-01-23 22:14:43.048000,L8,302.79,290.66,284.63,278.75,274.58,285.24,283.22,286.50,283.72,268.56,291.80,294.01,280.48,282.09,291.55,284.86,
2017-01-30 22:20:50.623000,L8,334.87,318.03,313.28,297.17,297.55,303.79,303.52,311.65,305.29,298.77,318.99,319.38,320.61,319.97,313.19,301.49,298.26
2017-02-08 22:14:34.654000,L8,332.30,318.16,313.88,295.88,295.69,302.09,302.67,308.55,305.05,298.59,319.93,319.00,320.57,320.37,313.01,300.74,298.05
2017-02-15 22:20:43.526000,L8,334.43,317.90,313.86,296.33,298.21,302.63,303.67,310.92,305.18,299.25,316.13,317.81,320.51,319.90,312.42,301.84,299.48
2017-04-04 22:20:20.280000,L8,346.43,325.39,346.90,301.64,304.46,308.05,307.23,319.00,313.39,311.89,346.95,330.45,330.48,330.59,319.07,307.24,311.53
2017-04-20 22:20:11.117000,L8,343.92,323.13,326.44,298.91,298.66,305.54,308.13,314.48,307.19,300.19,328.11,327.49,327.92,329.34,319.11,305.14,307.37
2017-05-06 22:20:07.089000,L8,343.69,329.69,327.36,300.78,302.79,307.94,309.61,318.65,310.83,303.26,331.37,328.90,331.46,331.49,321.11,306.99,312.76
2017-06-07 22:20:26.915000,L8,329.20,315.55,311.80,283.71,256.23,289.07,288.39,296.28,294.36,294.04,319.75,318.06,319.19,316.50,305.71,293.58,290.17
2017-07-02 22:14:23.696000,L8,343.45,342.10,334.26,312.99,312.11,317.17,319.45,322.08,313.18,309.19,338.42,337.51,341.78,341.53,330.42,314.50,308.65
2017-07-09 22:20:35.589000,L8,,,,,287.06,241.35,258.94,290.98,294.22,284.24,,,,,,,269.38
2017-08-03 22:14:35.682000,L8,341.17,324.89,324.89,300.69,301.67,307.17,310.74,314.23,306.17,303.34,326.76,328.63,330.57,330.03,320.93,308.20,305.89
2017-09-27 22:21:00.343000,L8,343.32,339.94,340.57,350.33,307.67,337.35,361.49,354.04,351.66,351.85,332.68,333.75,352.23,343.83,321.22,309.94,353.45
2017-10-29 22:21:05.518000,L8,339.67,322.01,319.74,300.85,302.84,306.42,306.23,313.16,308.05,302.16,320.11,320.79,327.14,324.27,316.37,302.71,300.77
2017-11-30 22:20:56.190000,L8,321.36,311.21,310.21,293.45,295.47,301.66,300.99,307.58,301.09,294.69,309.89,311.40,317.83,316.33,309.47,297.21,293.51
2017-12-25 22:14:47.702000,L8,336.29,320.98,317.44,309.53,307.89,313.88,359.48,,,,,319.13,323.01,318.87,317.26,312.29,
2018-01-01 22:20:56.342000,L8,326.49,317.86,313.21,304.26,302.96,308.74,307.29,315.71,310.16,303.40,314.38,315.42,322.78,320.57,316.68,305.77,301.65
2018-02-11 22:14:26.201000,L8,332.09,318.84,316.29,299.25,301.65,306.59,306.54,312.95,306.33,299.59,318.99,319.50,323.43,320.77,315.94,304.27,299.02
2018-02-27 22:14:19.470000,L8,334.48,317.59,312.45,295.67,297.77,302.82,302.10,311.90,303.56,295.14,319.68,319.04,320.69,320.50,313.90,302.37,298.02
2018-03-06 22:20:26.446000,L8,341.99,319.18,314.36,296.39,298.85,302.89,304.03,309.13,303.97,295.42,320.84,320.97,321.45,321.97,314.94,301.36,298.51
2018-04-16 22:13:54.370000,L8,337.10,321.19,320.58,298.57,301.25,304.90,306.51,313.77,306.44,300.49,324.61,323.94,325.11,324.80,318.19,305.35,309.50
2018-07-12 22:19:56.652000,L8,344.08,334.60,327.26,302.56,304.01,308.54,311.23,316.25,309.38,303.64,336.52,336.53,333.51,335.82,327.47,310.68,307.30
2018-07-21 22:13:49.390000,L8,342.47,328.97,325.77,299.89,301.61,305.17,310.29,314.25,306.03,301.24,332.84,329.66,327.94,334.01,320.74,309.32,322.62
2018-08-29 22:20:19.957000,L8,342.59,323.90,325.30,293.80,293.83,302.50,303.03,313.58,304.88,295.74,328.14,326.46,330.84,329.28,318.45,302.85,302.73
2018-09-07 22:14:12.130000,L8,344.04,324.47,321.01,295.67,297.38,303.65,303.84,313.71,304.66,298.77,324.57,323.71,328.15,325.70,318.09,304.55,301.93
2018-09-30 22:20:31.646000,L8,341.94,323.71,320.38,297.34,299.04,304.94,305.54,315.46,306.98,299.96,321.41,320.80,326.64,325.45,317.18,305.15,301.67
2018-11-10 22:14:32.733000,L8,336.55,321.03,314.69,297.17,297.94,305.37,306.29,313.86,307.44,301.17,316.86,317.15,323.32,323.14,316.87,305.10,300.94
2018-12-28 22:14:29.227000,L8,335.29,320.87,314.73,301.93,302.40,306.19,308.36,316.11,307.92,302.45,315.92,316.94,323.95,322.69,317.19,308.50,302.20
2019-02-05 22:20:33.244000,L8,336.61,322.09,320.86,306.24,306.12,308.29,309.12,318.57,311.91,303.88,320.62,320.33,327.44,325.87,319.23,310.49,305.80
2019-02-14 22:14:21.185000,L8,332.61,320.34,317.17,305.06,302.73,307.56,308.14,315.85,309.73,302.45,319.67,319.15,323.87,323.58,317.81,308.69,301.17
2019-02-21 22:20:30.485000,L8,331.07,319.45,315.23,302.27,301.73,305.02,306.69,315.05,308.35,300.20,320.03,318.84,323.79,323.99,316.25,307.22,301.28
2019-03-02 22:14:17.011000,L8,331.08,318.88,314.01,299.17,299.99,305.95,305.91,315.12,307.69,300.45,319.05,319.09,323.38,322.99,316.32,306.73,300.68
2019-05-28 22:20:29.609000,L8,336.64,321.21,322.57,301.82,301.54,306.18,311.35,315.96,310.16,301.52,328.73,329.32,329.58,331.51,324.26,310.76,302.31
2019-09-26 22:14:56.917000,L8,330.72,318.82,323.26,300.35,302.90,305.26,306.91,314.33,307.10,301.92,323.74,324.67,328.49,330.33,319.43,306.76,305.34
2019-11-13 22:14:57.837000,L8,335.96,323.16,321.74,306.25,306.21,308.64,311.17,317.80,311.85,306.25,323.86,322.63,329.74,329.84,321.47,310.95,309.54
2019-11-29 22:14:55.870000,L8,331.49,323.79,323.52,307.70,308.14,312.25,313.32,319.44,314.68,307.36,327.33,325.08,331.69,331.14,321.78,314.03,307.60
2020-03-04 22:14:32.767000,L8,333.46,321.03,318.00,301.33,302.83,308.18,309.67,315.73,309.66,302.09,321.51,321.21,324.70,324.63,319.34,308.43,301.06
2020-04-12 22:20:24.358000,L8,340.60,322.79,323.33,304.40,304.21,307.69,310.13,319.51,311.55,305.33,326.83,327.21,329.41,330.09,320.72,310.09,311.74
2020-05-14 22:20:12.530000,L8,341.80,323.90,327.47,305.71,306.27,310.81,312.54,319.00,310.04,306.69,331.47,331.41,331.15,331.60,324.88,312.22,308.44
2020-05-30 22:20:16.612000,L8,340.13,331.74,324.44,305.47,304.68,309.83,312.39,315.95,310.14,306.49,333.25,334.05,332.03,334.98,325.07,312.21,304.25
2020-06-08 22:14:11.756000,L8,341.30,326.53,324.35,307.34,307.45,313.60,312.08,318.30,312.76,308.02,327.86,329.50,336.15,337.19,326.35,313.33,311.53
2020-07-10 22:14:27.456000,L8,343.01,328.33,323.47,303.20,304.77,309.42,311.26,315.96,309.15,301.70,328.90,328.86,330.75,335.21,324.37,311.70,312.32
2020-07-17 22:20:40.662000,L8,343.11,325.07,324.09,302.62,304.44,308.02,310.62,316.22,307.43,299.63,328.91,329.14,329.74,333.44,323.81,311.25,312.66
2020-07-26 22:14:32.385000,L8,339.21,323.78,320.02,300.02,301.43,305.76,307.29,315.45,305.83,300.17,326.34,326.10,325.97,329.62,319.13,308.38,310.39
2020-08-27 22:14:44.105000,L8,343.31,325.70,323.58,304.38,305.46,309.91,310.59,319.41,310.89,302.62,328.55,327.34,331.42,333.45,321.77,310.78,312.94
2020-09-19 22:21:03.690000,L8,339.34,325.23,316.89,304.03,305.23,304.97,306.39,313.72,300.76,291.21,320.43,322.08,322.75,329.31,321.18,308.00,
2020-10-14 22:14:56.808000,L8,341.54,339.54,328.66,307.86,307.86,315.10,313.98,321.81,315.52,308.73,324.75,325.32,332.58,336.79,324.99,311.83,311.11
2020-11-22 22:21:06.915000,L8,321.90,315.17,309.66,,,,,,,,314.00,313.94,316.01,,,,
2021-02-19 22:14:39.648000,L8,333.87,323.81,320.84,307.24,307.13,311.49,313.03,319.77,314.73,307.68,324.59,323.81,328.27,329.67,322.98,312.70,307.24
2021-03-30 22:20:34.287000,L8,338.22,326.79,321.26,312.02,306.33,317.18,313.14,325.74,321.75,310.19,324.93,324.70,331.41,333.33,324.06,313.18,313.75
2021-05-17 22:20:24.395000,L8,317.00,310.28,279.74,,292.45,298.73,290.28,,,,307.20,294.36,281.04,,,,
2021-06-11 22:14:25.766000,L8,338.47,331.15,324.09,307.82,305.05,313.12,312.92,318.37,313.92,306.32,332.63,334.38,332.37,337.37,327.20,313.32,308.04
2021-06-18 22:20:38.709000,L8,339.28,333.89,324.27,306.80,306.03,314.63,311.65,319.24,315.69,306.94,334.53,334.87,336.30,337.35,327.16,314.70,310.46
2021-08-05 22:20:52.997000,L8,339.76,323.14,319.32,302.18,303.89,307.69,308.86,316.80,311.52,303.57,325.46,326.48,326.94,327.86,322.38,309.16,304.58
2021-08-14 22:14:45.391000,L8,336.42,322.59,319.99,301.65,305.03,309.95,308.52,317.08,313.01,302.48,324.01,323.57,327.47,328.16,320.77,309.61,306.89
