dates,nzd0526-0000,nzd0526-0001,nzd0526-0002,nzd0526-0003,nzd0526-0004,nzd0526-0005,nzd0526-0006,nzd0526-0007,nzd0526-0008,nzd0526-0009,nzd0526-0010,nzd0526-0011,nzd0526-0012,nzd0526-0013,nzd0526-0014,nzd0526-0015,nzd0526-0016,satname
1999-08-17 22:13:37+00:00,,,,,,,,,,,,257.61,258.57,290.63,269.76,,,L7
2000-05-08 22:06:44+00:00,,,,,,,,,,,,,,,,,262.09,L7
2000-05-15 22:12:54+00:00,,258.75,,,,,,,,238.85,273.73,253.53,,292.65,284.1,270.93,262.09,L7
2000-09-20 22:11:14+00:00,,258.75,,,,,,,,238.85,284.295,253.53,295.86,298.06,296.395,286.635,278.16499999999996,L7
2000-12-18 22:05:01+00:00,,,,,,,,,285.78,,294.86,,295.86,303.47,308.69,302.34,294.24,L7
2001-08-15 22:03:26+00:00,,,,,318.13,328.64,,306.48,293.32,,,,,300.07,294.11,296.38,,L7
2002-05-05 22:09:37+00:00,,,262.73,,,301.62,,,,,,,,,,,,L7
2002-05-14 22:03:19+00:00,316.21,296.58,261.42,,300.93,305.44,305.99,290.13,257.08,243.84,270.0,261.64,,,268.62,239.81,,L7
2002-06-15 22:03:07+00:00,305.345,296.58,261.42,,300.93,305.44,305.99,290.13,257.08,243.84,270.0,261.64,,,268.62,239.81,,L7
2002-09-10 22:08:43+00:00,305.345,296.58,268.07666666666665,289.84,300.93,308.81333333333333,308.95500000000004,294.845,246.89999999999998,243.07,251.72,263.205,259.16,,257.895,255.33,,L7
2003-08-13 21:51:32+00:00,,,,,,,,,317.13,,,,319.07,,,,,L5
2004-05-02 22:00:57+00:00,,,314.99,,,,,,,,,,316.49,327.16,,,,L5
2004-05-18 22:01:26+00:00,,,314.99,,,,,,,,,,319.545,327.16,,,,L5
2004-06-12 21:55:59+00:00,309.83,,302.02,299.78,,,312.3,,279.03,289.46,,291.81,304.52333333333337,309.44000000000005,271.65,284.44,290.81,L5
2004-07-21 22:03:15+00:00,309.83,,302.02,294.83,,,312.3,,279.03,289.46,,286.25,296.07500000000005,301.97333333333336,271.65,284.44,290.81,L5
