dates,nzd0410-0000,nzd0410-0001,nzd0410-0002,nzd0410-0003,nzd0410-0004,nzd0410-0005,nzd0410-0006,nzd0410-0007,nzd0410-0008,nzd0410-0009,nzd0410-0010,nzd0410-0011,nzd0410-0012,nzd0410-0013,nzd0410-0014,nzd0410-0015,nzd0410-0016,nzd0410-0017,nzd0410-0018,nzd0410-0019,nzd0410-0020,satname
1999-10-22 22:00:28+00:00,,,,,,,358.02,354.2,367.04,380.97,375.74,373.5,368.54,369.73,360.6,358.98,349.9,340.28,,,,L7
1999-12-09 22:00:33+00:00,,,,,,,351.5,346.315,359.155,371.98,368.64,366.255,362.265,369.73,355.83000000000004,358.98,349.9,340.28,,,,L7
2000-01-26 22:00:26+00:00,346.77,335.35,313.0,330.19,337.07,342.12,347.95,341.01,353.31,366.42333333333335,362.07666666666665,357.17333333333335,355.77,355.4,351.5933333333333,349.805,341.71,331.94,323.24,332.75,,L7
2000-02-11 22:00:21+00:00,346.77,335.35,320.2,335.395,341.485,345.25,346.89750000000004,339.9325,353.56,366.2975,362.9525,357.17333333333335,355.34000000000003,355.4,351.5933333333333,349.805,341.71,331.94,323.24,332.75,,L7
2000-03-30 22:00:09+00:00,343.36,335.35,325.41,339.50666666666666,344.8233333333333,345.25,347.254,340.196,353.724,365.99,362.9525,357.17333333333335,355.34000000000003,355.4,352.64250000000004,351.83,343.67,334.94666666666666,328.35,343.76,,L7
2000-04-15 21:59:55+00:00,337.18666666666667,327.38,324.5575,339.33000000000004,344.81,346.93333333333334,347.055,339.4583333333333,352.8183333333333,365.325,360.98400000000004,357.17333333333335,355.34000000000003,355.4,352.94,350.625,343.5,334.6825,330.3633333333333,343.1266666666667,,L7
2000-05-01 21:59:54+00:00,337.18666666666667,327.38,325.69,340.582,345.858,348.6975,346.27833333333336,336.57,350.97,363.21000000000004,357.512,352.20666666666665,350.94000000000005,349.555,352.454,350.4225,344.3375,335.565,330.3325,343.1266666666667,,L7
2000-08-05 21:58:44+00:00,332.395,319.41,328.8625,343.18,348.055,350.89000000000004,347.96000000000004,337.6475,353.2325,365.24000000000007,359.0233333333333,358.6,354.05,358.04,355.14500000000004,353.005,346.62749999999994,336.8825,330.14,345.1266666666667,,L7
2000-09-06 21:58:22+00:00,330.78,319.41,328.3225,344.04,348.7733333333333,352.145,349.3666666666666,337.9633333333333,352.8733333333334,365.0133333333334,354.98,356.605,352.77,356.40999999999997,354.132,353.262,346.154,336.31399999999996,329.238,345.6125,,L7
2000-11-09 21:57:57+00:00,327.55,,326.45000000000005,,,,352.44,345.42,358.02,370.07,359.29499999999996,359.795,357.74,357.83,354.31333333333333,353.34,345.24666666666667,333.0733333333333,324.05000000000007,342.91,,L7
2001-08-24 21:56:24+00:00,,,315.08,,,,,330.64,,,,,,,347.2,340.29,333.25,319.79,320.55,332.49,,L7
2001-09-25 21:56:04+00:00,,,315.08,,,,,330.64,,,363.62,,,,351.075,345.56,338.11,327.37,325.35,337.95000000000005,,L7
2001-12-30 21:56:13+00:00,,,315.08,,,,,330.64,,,363.62,,,,353.14333333333326,348.4533333333334,340.24,330.31,328.43333333333334,338.6566666666667,,L7
2002-02-16 21:56:30+00:00,311.11,295.58,295.635,,,294.7,,322.15999999999997,,,363.62,,,,353.14333333333326,348.4533333333334,340.24,330.31,328.43333333333334,338.6566666666667,,L7
2002-03-20 21:56:24+00:00,311.11,295.58,295.845,320.48,,294.7,340.53,323.145,346.19,362.14,359.655,359.17,356.39,357.25,355.44666666666666,351.66333333333336,343.735,335.57000000000005,332.375,341.74,,L7
2002-05-07 21:56:27+00:00,311.11,295.58,295.845,320.48,309.88,307.275,335.59,321.49,332.54499999999996,347.96,343.49,343.27,340.475,346.41999999999996,350.89000000000004,342.6566666666667,328.90999999999997,336.19,334.6,340.07,,L7
2002-10-14 21:55:19+00:00,325.74,301.73,289.92,284.17,297.97,311.03,322.62,315.6,311.26,322.54499999999996,322.795,316.03,316.145,335.59,341.28,323.81,313.32,,,,,L7
2002-10-30 21:55:25+00:00,325.74,301.73,289.92,284.17,297.97,311.03,322.62,324.41333333333336,325.4733333333333,322.54499999999996,322.795,316.03,316.145,335.59,341.28,343.75,313.32,,340.29,341.97,,L7
