dates,satname,nzd0410-0000,nzd0410-0001,nzd0410-0002,nzd0410-0003,nzd0410-0004,nzd0410-0005,nzd0410-0006,nzd0410-0007,nzd0410-0008,nzd0410-0009,nzd0410-0010,nzd0410-0011,nzd0410-0012,nzd0410-0013,nzd0410-0014,nzd0410-0015,nzd0410-0016,nzd0410-0017,nzd0410-0018,nzd0410-0019,nzd0410-0020
1999-10-22 22:00:28.631000,L7,362.78,351.44,337.78,351.07,360.78,362.43,358.02,354.20,367.04,380.97,375.74,373.50,368.54,369.73,360.60,358.98,349.90,340.28,338.98,347.18,376.55
1999-12-09 22:00:33.510000,L7,356.97,338.35,318.75,338.85,343.07,349.99,344.98,338.43,351.27,362.99,361.54,359.01,355.99,355.64,351.06,346.84,341.13,328.90,325.79,330.69,365.33
2000-01-26 22:00:26.187000,L7,346.77,335.35,313.00,330.19,337.07,342.12,340.85,330.40,341.62,355.31,348.95,339.01,342.78,341.07,343.12,340.63,333.52,323.60,323.24,332.75,372.95
2000-02-11 22:00:21.827000,L7,367.03,351.59,327.40,340.60,345.90,348.38,343.74,336.70,354.31,365.92,365.58,365.89,354.05,360.26,353.26,356.44,346.92,356.71,360.95,361.60,378.38
2000-02-27 22:00:16.353000,L7,,,,376.31,379.97,377.55,372.78,384.62,397.85,405.75,395.25,376.52,376.56,370.04,382.26,413.71,407.18,398.24,396.50,401.79,
2000-03-30 22:00:09.363000,L7,339.95,350.85,335.83,347.73,351.50,354.92,348.68,341.25,354.38,364.76,361.23,423.18,403.90,417.96,355.79,355.88,347.59,340.96,333.46,354.77,385.89
2000-04-15 21:59:55.745000,L7,324.84,319.41,322.00,338.80,344.77,350.30,346.06,335.77,348.29,362.00,353.11,355.06,350.53,353.68,354.13,347.01,342.99,333.89,334.39,341.86,381.24
2000-05-01 21:59:54.563000,L7,,,330.22,345.59,350.05,353.99,353.36,336.87,355.95,368.28,358.38,358.60,358.21,358.04,358.17,358.17,353.25,343.81,330.24,352.22,382.38
2000-08-05 21:58:44.520000,L7,,,394.17,398.26,400.70,393.88,397.30,395.44,409.25,410.44,353.15,347.24,350.79,379.84,352.49,350.96,342.68,328.87,322.47,338.75,380.23
2000-09-06 21:58:22.821000,L7,327.55,328.24,325.24,343.50,343.07,356.15,350.95,368.24,373.66,384.04,353.45,354.61,352.77,354.78,350.08,354.29,344.26,334.04,325.63,347.07,396.17
2000-10-08 21:58:00.300000,L7,,,,,,,,,,,,,,,,412.66,397.85,391.75,378.24,376.22,373.93
2000-11-09 21:57:57.236000,L7,403.67,344.93,327.66,341.68,350.91,354.96,352.44,345.42,358.02,370.07,365.14,364.98,362.71,360.88,360.37,354.77,348.80,336.31,334.16,348.72,379.46
2001-08-24 21:56:24.380000,L7,,,315.08,336.85,348.99,348.82,342.68,330.64,365.88,364.76,360.44,372.68,350.49,351.16,347.20,340.29,333.25,319.79,320.55,332.49,387.84
2001-09-25 21:56:04.528000,L7,347.91,334.87,387.15,379.15,389.04,394.48,386.15,398.33,401.72,420.81,363.62,369.99,358.08,360.63,354.95,350.83,342.97,334.95,330.15,343.41,378.34
2001-12-14 21:56:17.682000,L7,364.86,354.24,352.72,357.96,362.97,368.26,371.13,361.26,393.69,377.86,388.86,384.40,386.64,373.34,379.81,373.57,418.43,397.91,398.17,410.53,408.93
2001-12-30 21:56:13.010000,L7,337.82,327.66,338.38,347.31,351.70,351.75,345.46,338.42,349.73,366.92,360.88,363.80,360.01,361.29,357.28,354.24,344.50,336.19,334.60,340.07,388.69
2002-02-16 21:56:30.006000,L7,311.11,295.58,276.19,273.02,,294.70,293.96,313.68,299.62,311.82,303.30,307.66,,,,,,,,,
2002-03-20 21:56:24.055000,L7,344.54,327.11,315.50,320.48,338.06,342.77,340.53,332.61,346.19,362.14,355.69,359.17,356.39,357.25,354.11,349.92,419.37,405.45,404.42,394.08,
2002-05-07 21:56:27.687000,L7,,,,,309.88,319.85,330.65,318.18,318.90,333.78,331.29,327.37,324.56,335.59,341.28,323.81,313.32,331.54,310.46,320.77,351.21
2002-10-14 21:55:19.836000,L7,325.74,301.73,289.92,284.17,286.06,302.21,314.59,313.02,303.62,311.31,314.30,304.69,307.73,,,,,,,,
2002-10-30 21:55:25.430000,L7,361.91,350.59,340.56,368.87,397.46,390.46,355.07,342.04,353.90,370.02,369.61,374.99,369.32,362.66,365.97,363.69,361.78,363.95,340.29,341.97,378.62
2003-02-19 21:56:18.422000,L7,,,,,,316.44,330.98,316.98,331.97,361.06,356.76,355.78,354.04,355.78,351.48,345.42,341.44,335.93,,,
2003-05-10 21:56:22.313000,L7,,,,339.23,345.11,346.84,343.91,333.47,350.63,365.03,362.34,364.71,361.14,358.14,354.26,344.37,339.99,323.51,327.04,341.50,380.63
