dates,nzd0427-0000,nzd0427-0001,nzd0427-0002,nzd0427-0003,nzd0427-0004,nzd0427-0005,nzd0427-0006,nzd0427-0007,nzd0427-0008,nzd0427-0009,nzd0427-0010,nzd0427-0011,nzd0427-0012,nzd0427-0013,nzd0427-0014,nzd0427-0015,nzd0427-0016,nzd0427-0017,nzd0427-0018,nzd0427-0019,nzd0427-0020,nzd0427-0021,nzd0427-0022,nzd0427-0023,nzd0427-0024,nzd0427-0025,nzd0427-0026,nzd0427-0027,nzd0427-0028,nzd0427-0029,nzd0427-0030,nzd0427-0031,nzd0427-0032,nzd0427-0033,nzd0427-0034,nzd0427-0035,nzd0427-0036,nzd0427-0037,nzd0427-0038,nzd0427-0039,nzd0427-0040,nzd0427-0041,nzd0427-0042,nzd0427-0043,nzd0427-0044,nzd0427-0045,nzd0427-0046,nzd0427-0047,nzd0427-0048,nzd0427-0049,nzd0427-0050,nzd0427-0051,nzd0427-0052,nzd0427-0053,nzd0427-0054,nzd0427-0055,nzd0427-0056,nzd0427-0057,nzd0427-0058,nzd0427-0059,nzd0427-0060,satname
2007-02-04 22:14:57+00:00,308.155,274.975,240.87,205.805,180.67000000000002,170.195,170.22,,,165.245,172.53,186.25,220.04000000000002,241.675,236.7,241.425,239.555,240.62,246.925,255.155,258.315,255.02,261.89,267.95500000000004,272.89,272.385,268.975,267.49,271.69,276.52,280.685,279.895,282.21000000000004,281.03,268.265,261.1,259.49,258.4,260.365,265.005,266.76,269.82,275.615,281.04999999999995,280.75,284.44,282.385,280.19,278.53999999999996,279.615,276.445,274.085,279.015,277.395,283.01,281.18,277.17499999999995,278.455,273.96000000000004,276.53499999999997,270.59000000000003,L5
2007-10-02 22:12:54+00:00,,,,,,,,,,,,,182.49,203.57,205.09,205.57,208.42,214.47,232.3,236.53,235.23,234.27,237.46,238.64,249.78,245.99,238.17,232.65,239.86,243.24,248.97,248.96,251.88,,234.26,232.89,235.56,229.33,227.99,231.8,238.85,240.78,237.86,,,,,,,,243.01,243.37,253.25,250.35,245.55,244.84,247.86,243.03,235.83,236.73,238.58,L5
2010-01-27 22:10:50+00:00,,,,203.35,174.95,172.83,158.36,,,,169.58,183.93,216.15,241.56,238.22,240.43,246.77,253.27,257.54,265.84,264.88,260.71,268.01,279.85,280.86,282.26,279.6,278.73,282.7,288.95,285.87,293.4,294.03,292.12,283.21,275.99,272.39,263.63,266.48,274.91,268.61,273.09,275.0,275.71,278.18,282.77,281.96,281.45,281.3,283.68,284.33,279.53,280.64,277.1,283.6,276.27,274.36,271.82,267.35,270.33,267.95,L5
2011-02-15 22:09:58+00:00,307.55,275.6,245.19,210.47,182.94,165.88,,,,164.56,175.04,190.26,221.26,246.63,242.32,244.62,251.47,251.9,249.31,258.52,259.94,259.97,263.03,270.92,275.97,275.9,282.53,282.01,283.65,287.79,290.72,295.9,294.94,296.81,276.95,270.13,263.25,262.25,265.72,267.7,265.93,266.39,275.34,285.04,280.77,283.23,281.35,284.06,283.1,284.0,273.38,266.75,271.43,272.92,278.06,274.8,269.72,268.91,273.15,275.45,269.84,L5
2013-05-11 22:21:55+00:00,,,,,,,,,,,,,,,,,,,,,,,244.72,237.71,242.42,248.38,249.12,249.32,256.12,258.96,263.7,272.92,269.42,266.91,257.31,242.28,233.11,244.11,239.23,239.77,232.65,239.7,240.16,249.21,246.2,251.8,242.91,,,249.73,245.7,,246.21,253.05,245.75,260.5,256.58,241.78,243.84,248.37,247.41,L8
2013-05-27 22:22:02+00:00,,,,242.07,203.83,186.09,,269.95,279.59,,,,,,,256.66,262.66,268.29,271.38,282.22,294.34,289.01,244.72,237.71,242.42,248.38,249.12,249.32,256.12,258.96,282.07,272.92,269.42,266.91,257.31,242.28,233.11,244.11,239.23,239.77,232.65,281.455,274.915,272.15500000000003,267.28499999999997,251.8,242.91,289.2,294.14,270.485,269.44,289.87,246.21,253.05,245.75,277.825,274.5,265.475,243.84,248.37,247.41,L8
2013-06-28 22:21:56+00:00,300.53,269.89,227.56,242.07,185.175,186.09,,269.95,279.59,,,167.19,194.77,218.59,221.9,238.185,243.87,250.78000000000003,255.38,282.22,294.34,289.01,247.64499999999998,243.86,247.685,252.07,251.32,251.175,259.095,264.2,277.73,274.015,270.55,268.73,259.305,241.18,233.11,244.11,239.23,239.77,232.65,281.455,274.915,272.15500000000003,267.28499999999997,251.8,242.91,289.2,294.14,270.485,269.44,289.87,241.04000000000002,251.88,242.285,272.1666666666667,268.31333333333333,261.34,245.22500000000002,250.86,249.32,L8
2013-07-14 22:21:58+00:00,322.205,269.89,227.56,242.07,188.86666666666667,186.09,,288.88,278.54499999999996,,,167.19,194.77,218.59,221.9,238.185,243.87,250.78000000000003,261.8833333333333,282.745,290.715,289.65,247.64499999999998,243.86,247.685,252.07,251.32,251.175,271.50666666666666,275.6133333333333,283.1375,283.42,281.1933333333333,279.47,270.8433333333333,241.18,233.11,262.795,239.23,239.77,232.65,282.7966666666667,278.51666666666665,277.4066666666667,273.54,270.545,242.91,289.2,289.96,274.6033333333333,276.44,286.445,255.52,251.88,259.3,276.8425,272.545,266.28,255.88,259.38,257.91333333333336,L8
2013-09-16 22:21:57+00:00,322.205,269.89,227.56,242.07,188.86666666666667,186.09,,288.88,278.54499999999996,,,166.405,195.15,217.73000000000002,221.555,233.81333333333336,237.23666666666668,244.66333333333333,256.265,270.04333333333335,290.715,289.65,248.33666666666667,244.39666666666668,248.59,251.79,250.90666666666667,251.23333333333335,271.50666666666666,272.7675,279.918,280.615,278.4225,276.72,267.9225,243.07000000000002,238.385,262.795,236.08499999999998,238.10500000000002,234.0,273.7925,278.51666666666665,277.4066666666667,273.54,270.545,242.91,289.2,289.96,268.62,269.99,286.445,253.7075,250.79333333333332,259.3,276.8425,269.628,264.06,255.125,258.2125,255.8875,L8
2013-10-18 22:21:49+00:00,320.53666666666663,276.335,242.68,241.73,188.86666666666667,186.09,,274.75333333333333,273.15333333333336,,,166.405,195.15,217.73000000000002,221.555,233.81333333333336,237.23666666666668,244.66333333333333,256.265,270.04333333333335,290.715,289.65,248.33666666666667,244.39666666666668,248.59,251.79,250.90666666666667,268.265,271.50666666666666,272.7675,279.918,280.615,278.4225,276.72,267.9225,260.255,256.56,274.6366666666667,258.8433333333333,259.57,256.09666666666664,278.514,285.5,284.96750000000003,281.4925,280.81666666666666,278.84,297.83500000000004,301.52666666666664,280.198,280.24,296.93666666666667,263.49800000000005,263.5325,273.075,283.306,274.9866666666667,270.3533333333333,265.43,266.43,263.884,L8
2013-12-21 22:21:27+00:00,316.1325,274.65,239.11333333333334,221.55,181.385,171.13,164.89,277.155,269.93500000000006,165.02,176.62,176.57666666666668,206.18666666666664,229.63333333333333,229.77333333333334,233.20666666666668,235.74,242.38666666666668,256.0375,268.68,282.78499999999997,287.68,262.74333333333334,262.3433333333333,265.93666666666667,266.9166666666667,264.98333333333335,278.7275,284.17333333333335,282.4025,283.115,287.5025,281.42333333333335,279.99,271.46000000000004,271.3825,274.19,286.8933333333334,274.08,274.69,272.4866666666667,278.7875,292.74333333333334,294.81666666666666,292.79333333333335,293.31666666666666,301.56,296.415,300.5133333333333,287.07,288.28499999999997,296.43,272.63800000000003,275.1325,285.96,289.1625,277.512,275.184,272.968,273.39,269.246,L8
2014-07-01 22:19:46+00:00,,,,202.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-09-03 22:20:06+00:00,315.65,282.07,248.03,202.2,182.5,177.03,166.08,,,165.34,176.4,194.93,226.32,249.67,246.29,249.73,254.91,259.29,261.85,271.08,276.88,280.87,284.09,288.37,289.2,291.13,286.83,287.11,289.5,293.73,292.0,295.15,294.34,293.38,286.68,283.43,280.33,274.64,279.86,279.7,274.57,280.63,278.35,282.74,277.5,282.55,275.26,278.56,280.06,277.6,284.72,275.51,281.9,285.07,286.56,283.23,279.77,281.9,273.86,277.62,271.49,L8
2014-10-21 22:20:13+00:00,315.65,282.07,248.03,202.2,182.5,177.03,166.08,,,165.34,176.4,194.93,209.135,233.435,233.8,238.995,243.905,250.29000000000002,252.97500000000002,261.53499999999997,265.115,265.995,269.89,272.95500000000004,271.89,272.985,271.91999999999996,287.11,277.58500000000004,281.54,281.21500000000003,285.30499999999995,282.835,282.86,274.84000000000003,271.41499999999996,267.02,263.0,268.525,270.505,262.955,267.82,263.34000000000003,271.16499999999996,267.59000000000003,272.125,266.91999999999996,268.61,269.18,267.485,274.145,266.325,273.065,273.77,286.56,283.23,279.77,281.9,273.86,277.62,271.49,L8
2014-11-06 22:20:13+00:00,309.17499999999995,278.895,242.935,201.44,177.82,172.24,166.08,,,165.34,174.305,192.07,214.53666666666666,238.42666666666665,237.63333333333333,243.58,247.58333333333334,253.96666666666667,257.89000000000004,265.5133333333333,268.93666666666667,270.3966666666667,274.15000000000003,278.3933333333334,277.84999999999997,278.43333333333334,277.17,287.6,281.72333333333336,285.8666666666667,284.64000000000004,289.1133333333333,286.64,286.90333333333336,278.68333333333334,276.12666666666667,272.49,268.05,273.73,274.65000000000003,268.70666666666665,272.90333333333336,270.3833333333334,276.3933333333334,273.58666666666664,276.42333333333335,272.57666666666665,273.65333333333336,275.09999999999997,273.4266666666667,278.8233333333333,273.5233333333333,277.93666666666667,279.4866666666667,289.355,288.08500000000004,281.99,282.81,274.665,279.15,272.23,L8
2014-12-24 22:20:05+00:00,309.26666666666665,280.0733333333333,239.39000000000001,200.17,175.78333333333333,172.24,166.08,,,165.34,173.70000000000002,191.75,217.70749999999998,241.4525,239.5525,245.70749999999998,249.8475,256.11,260.33500000000004,267.8325,271.28499999999997,272.8125,276.365,281.2475,281.5925,282.1475,279.97,288.71,284.0775,288.73,287.3325,291.005,289.19,289.0825,281.2575,278.72249999999997,275.4075,271.16499999999996,276.8525,277.1725,272.49,275.5625,274.55,279.775,277.3125,280.0775,275.59749999999997,277.68,278.1075,277.005,281.39,277.635,281.325,283.305,290.98333333333335,289.83666666666664,284.34,283.12666666666667,275.91,279.0133333333333,272.09666666666664,L8
2015-01-25 22:19:56+00:00,308.3375,281.025,238.9475,199.71,175.39,170.35,166.08,,,165.34,174.10500000000002,192.45250000000001,219.334,243.18,241.054,247.458,251.23000000000002,257.318,261.67,269.35,272.782,274.386,277.79,283.046,283.23999999999995,284.06,281.992,288.9975,286.146,290.396,288.92600000000004,292.618,291.006,290.39,283.304,280.13199999999995,277.244,273.308,278.77,278.584,274.386,277.21799999999996,276.634,281.352,279.082,281.254,277.616,279.38800000000003,280.394,279.146,282.918,279.364,282.934,285.41999999999996,291.4525,290.935,284.8775,283.27,275.8725,279.0975,271.815,L8
2015-02-10 22:19:50+00:00,308.976,281.034,238.308,200.54,175.466,169.8575,163.13,,,165.34,173.918,191.99200000000002,220.09666666666666,244.02666666666664,241.76666666666665,248.12833333333333,251.83333333333334,258.01666666666665,262.51500000000004,269.885,273.74499999999995,275.1066666666666,278.82,284.3016666666667,284.4266666666667,285.5133333333333,283.2133333333333,289.188,286.98833333333334,291.10833333333335,289.8566666666667,293.4866666666667,291.82666666666665,291.11333333333334,284.345,281.02500000000003,278.3966666666667,274.52,279.755,279.40000000000003,275.695,278.31166666666667,278.02333333333337,282.5316666666667,279.95666666666665,282.58166666666665,278.77500000000003,280.725,281.66333333333336,280.49666666666667,284.28,280.03833333333336,284.15000000000003,286.205,292.196,290.66999999999996,285.512,282.934,276.338,279.394,272.356,L8
2015-02-26 22:19:46+00:00,310.4916666666666,284.34499999999997,238.54166666666666,201.212,175.95333333333335,169.988,162.4,,,164.695,174.13166666666666,192.15666666666667,220.8685714285714,244.91,242.44,248.59714285714287,252.39285714285714,258.55571428571426,263.42571428571426,270.36,274.40999999999997,275.67857142857144,279.68285714285713,285.1385714285714,285.3642857142857,286.4885714285714,284.06428571428575,289.31166666666667,287.65857142857146,291.73,290.53714285714284,294.17285714285714,292.3957142857143,291.65,285.01142857142855,281.62285714285713,279.2757142857143,275.4185714285714,280.5142857142857,279.96999999999997,276.6985714285714,279.1685714285714,279.0414285714286,283.33,280.6557142857143,283.60285714285715,279.55,281.7,282.60714285714283,281.3228571428571,285.20285714285717,280.4785714285714,284.74857142857144,286.93142857142857,292.78000000000003,290.465,285.78333333333336,282.41333333333336,276.3283333333333,279.01,272.1766666666667,L8
2015-04-15 22:19:22+00:00,310.3683333333333,284.8966666666667,238.9,203.75,176.30666666666664,170.082,163.12333333333333,170.33,,167.095,174.92999999999998,193.06666666666663,221.2957142857143,245.33285714285714,243.04714285714286,249.08285714285714,252.92857142857142,259.2642857142857,264.7142857142857,270.9771428571429,275.24571428571426,276.0657142857143,280.1557142857143,285.56857142857143,286.1742857142857,287.06714285714287,284.79,290.18833333333333,288.55,292.3342857142857,291.4585714285714,294.9657142857142,293.24142857142857,292.32714285714286,285.8385714285714,282.3842857142857,279.92428571428576,276.6542857142857,281.7628571428571,280.76,278.12142857142857,280.0042857142857,280.0857142857143,284.3057142857143,281.96,284.7157142857143,280.81714285714287,282.8128571428571,283.5442857142857,282.49571428571426,285.85714285714283,281.6985714285714,285.57428571428574,287.7914285714286,293.92833333333334,291.912,286.986,282.51599999999996,276.822,279.18333333333334,272.31399999999996,L8
2015-05-01 22:19:12+00:00,311.31,285.2857142857143,241.12714285714287,208.97285714285712,178.86999999999998,171.68833333333336,164.72,171.695,168.05,168.21333333333334,175.6542857142857,194.17142857142858,226.85999999999999,250.24285714285716,247.0914285714286,252.41857142857143,256.71999999999997,262.6228571428572,268.3828571428572,274.3128571428571,279.4528571428571,280.9957142857143,285.06714285714287,290.45,292.2457142857143,292.95714285714286,289.86857142857144,290.4685714285714,292.98,296.5242857142857,295.45,298.72285714285715,297.40714285714284,295.9614285714286,290.18571428571425,286.7214285714286,284.4157142857143,281.24142857142857,286.0242857142857,284.1671428571429,282.9585714285714,284.3971428571429,285.43857142857144,288.4314285714286,286.2657142857143,288.68857142857144,284.3285714285715,286.7357142857143,287.5157142857143,286.95,289.50857142857143,285.73571428571427,288.63714285714286,292.11428571428576,294.32714285714286,291.90333333333336,287.13166666666666,282.55,277.4066666666667,279.0128571428572,273.20666666666665,L8
2015-08-05 22:19:36+00:00,318.502,288.74249999999995,249.96599999999998,215.60999999999999,184.39600000000002,175.494,165.88799999999998,172.34333333333333,169.55,169.34,178.61200000000002,197.76,229.22600000000003,251.974,249.792,253.358,258.32399999999996,263.9,269.294,275.082,282.66400000000004,283.552,288.57399999999996,292.164,295.004,294.0925,290.74,292.8,295.716,298.306,298.308,300.892,299.36,297.62199999999996,292.07800000000003,288.43199999999996,285.122,283.576,287.38199999999995,285.546,284.634,285.62600000000003,285.39500000000004,288.64750000000004,286.77599999999995,290.102,284.43,286.978,287.4,287.96,290.408,284.938,288.282,292.404,295.082,290.7275,288.3175,281.3733333333334,278.27,279.046,276.115,L8
2015-09-06 22:19:50+00:00,320.96999999999997,286.5,256.38,221.71999999999997,190.11249999999998,180.3,171.02249999999998,172.3625,169.69000000000003,173.1325,184.96,204.01999999999998,233.4375,255.51999999999998,254.435,256.7225,263.135,267.1725,272.3325,278.265,286.4475,288.4575,293.5525,295.2675,298.86,297.9766666666667,295.49333333333334,296.90250000000003,299.7475,302.01,305.9475,303.885,304.3075,300.57500000000005,293.9433333333333,290.4866666666667,285.6333333333334,285.4966666666667,290.6125,287.72,288.525,288.4675,288.21999999999997,290.7,289.35,291.28499999999997,284.46000000000004,286.6433333333334,297.8025,288.75666666666666,290.07,286.05333333333334,288.145,295.235,295.645,293.7566666666667,290.04,284.69000000000005,282.12,279.71250000000003,280.26000000000005,L8
2015-12-27 22:20:07+00:00,331.04,,260.42499999999995,215.06499999999997,190.78999999999996,181.99,173.16499999999996,173.03000000000003,170.51000000000002,175.97000000000003,189.325,207.445,236.77000000000004,258.94,258.79,261.07500000000005,251.89666666666668,269.82000000000005,274.3399999999999,281.15999999999997,290.13,292.30999999999995,298.37,298.99,301.745,302.68,302.01,301.5450000000001,303.28499999999997,305.7,313.48499999999996,306.54,308.24,303.20000000000005,295.93,292.94,286.88,289.73,293.415,290.245,292.185,290.81499999999994,293.2,294.06,291.475,292.645,286.09,287.46,309.245,291.91,291.78,288.71,289.61499999999995,298.56,296.205,294.70500000000004,291.13,286.66,283.91,281.1,281.555,L8
2016-02-13 22:19:56+00:00,308.74,277.03,246.97500000000002,210.01,184.27499999999998,174.54000000000002,175.77,172.42,169.97,171.475,186.01,203.765,232.1,255.815,254.52499999999998,257.64,250.83666666666667,266.925,273.28,279.015,284.71500000000003,289.65999999999997,294.76,296.74,298.645,299.05,297.66499999999996,298.245,300.33000000000004,304.56,309.46000000000004,303.33,305.615,300.425,293.84,287.75,288.04,283.9,292.36,290.23,291.61,292.23,291.28,293.675,293.68,292.14,289.53,288.06,311.85,289.31,292.0,287.42,290.08000000000004,298.83,297.28,298.6,290.96500000000003,287.91,282.83000000000004,283.265,278.175,L8
2016-02-29 22:19:53+00:00,307.305,283.17999999999995,245.28,208.87333333333333,182.24333333333334,173.9766666666667,170.29000000000002,172.42,169.97,170.33333333333334,184.54333333333332,202.84333333333333,231.88333333333333,254.70666666666668,252.68999999999997,255.90666666666667,253.5125,265.73,273.12333333333333,279.04,284.3866666666667,288.76,294.31333333333333,296.24333333333334,298.42,298.4866666666667,296.33666666666664,297.43666666666667,300.18333333333334,303.28000000000003,307.06666666666666,302.81666666666666,304.4166666666667,300.47,293.4,289.66499999999996,287.70500000000004,284.46,292.80333333333334,289.43666666666667,291.26666666666665,292.27,290.91,293.6466666666667,292.4766666666667,291.7233333333333,287.78499999999997,288.74,304.88666666666666,289.31,292.0,287.42,290.08000000000004,297.5233333333333,297.04333333333335,297.2066666666667,291.48333333333335,286.55,282.19666666666666,282.07666666666665,278.54333333333335,L8
2016-03-16 22:19:48+00:00,307.77,285.83,241.54666666666665,204.74333333333334,176.85666666666665,170.08666666666667,164.14,,,165.45666666666668,178.96000000000004,198.64000000000001,229.39333333333335,250.95666666666668,248.24666666666667,251.33,250.0925,262.33666666666664,269.38,275.8,281.5333333333333,285.6066666666666,291.6066666666666,293.33666666666664,296.4766666666667,295.75666666666666,292.88,293.7033333333333,297.17,300.3866666666667,299.08,300.1066666666666,299.7433333333333,297.97333333333336,292.7,288.4266666666667,286.79,283.57666666666665,289.77000000000004,288.09999999999997,288.24666666666667,289.63000000000005,288.9166666666667,291.97333333333336,290.8533333333333,289.61999999999995,286.67,288.09999999999997,290.28999999999996,287.39,289.65,286.08000000000004,288.155,294.85,295.1933333333333,294.9433333333333,289.89000000000004,284.51,280.06666666666666,281.02333333333337,276.3,L8
2016-04-17 22:19:33+00:00,307.77,285.83,241.54666666666665,204.74333333333334,180.8125,172.8375,170.6833333333333,170.97,169.22,167.73499999999999,180.72500000000002,200.0,229.8425,251.5025,249.365,251.1025,252.60399999999998,263.0375,269.94,276.9075,282.73,286.6775,292.1825,293.8275,297.0675,296.3,294.055,301.90250000000003,297.64,301.1,300.3275,301.1225,300.48749999999995,298.855,293.8075,290.15,287.5775,284.5825,290.06,288.4225,288.4375,289.39500000000004,289.25,292.11,290.895,290.765,287.68,288.725,290.3075,288.0366666666667,290.96,289.74,293.66,296.15000000000003,301.4975,301.2825,289.955,285.28499999999997,280.78000000000003,281.265,277.405,L8
2016-07-06 22:19:53+00:00,307.77,285.83,241.54666666666665,204.74333333333334,180.8125,172.8375,170.6833333333333,170.97,169.22,167.73499999999999,180.72500000000002,200.0,229.8425,251.5025,249.365,251.1025,260.4425,263.0375,269.94,276.9075,282.73,286.6775,292.1825,293.8275,297.0675,296.3,294.055,301.90250000000003,297.64,301.1,300.3275,301.1225,293.38199999999995,298.855,293.8075,290.15,287.5775,284.5825,290.06,288.4225,288.4375,289.39500000000004,289.25,292.11,290.895,290.765,287.68,288.725,290.3075,288.0366666666667,290.96,289.74,293.66,296.15000000000003,301.4975,301.2825,289.955,285.28499999999997,280.78000000000003,281.265,277.405,L8
2016-09-08 22:20:12+00:00,308.7,291.13,242.505,204.53,182.32333333333335,176.65666666666667,172.21333333333334,170.97,169.22,169.98666666666668,181.91666666666666,200.98666666666668,230.47,251.50333333333333,249.17666666666665,251.05666666666664,259.24,262.99666666666667,268.91,275.87,282.03,286.70666666666665,290.69,293.1466666666667,296.96666666666664,295.3433333333333,293.52666666666664,303.6666666666667,296.28000000000003,299.28,300.3066666666667,301.45666666666665,292.6125,299.1933333333333,293.8666666666667,290.57666666666665,287.4833333333333,284.93333333333334,289.0833333333333,286.86,286.96666666666664,286.89000000000004,287.55333333333334,289.3666666666666,287.4133333333333,288.88666666666666,284.3433333333333,286.84666666666664,286.66,285.9633333333333,289.56,288.7366666666667,291.9833333333333,295.18666666666667,300.66,299.75,285.46999999999997,284.02666666666664,278.1333333333333,279.42333333333335,276.15000000000003,L8
2017-01-14 22:20:09+00:00,324.68,283.34,261.7,205.69,177.82,177.93,169.4,,,170.8,181.33,201.08,230.66,257.95500000000004,247.55,253.49,277.20000000000005,281.19,267.85,273.68,291.91499999999996,305.025,286.11,309.555,316.105,293.61,291.36,297.7,300.70500000000004,301.905,303.57,304.86,308.435,304.63,298.59000000000003,298.245,293.59000000000003,292.35,294.095,291.77,292.21000000000004,291.04999999999995,290.33000000000004,286.54,283.39,285.19,295.58,289.84000000000003,290.71000000000004,289.79499999999996,292.145,289.935,292.28499999999997,298.48,297.595,296.44,287.865,288.15999999999997,282.29499999999996,284.98,278.80999999999995,L8
