dates,nzd0542-0000,nzd0542-0001,nzd0542-0002,nzd0542-0003,nzd0542-0004,nzd0542-0005,nzd0542-0006,nzd0542-0007,satname
2000-09-20 22:11:14+00:00,,212.96,209.54,188.88,187.16,202.0,228.39,248.48,L7
2001-02-20 22:05:00+00:00,,216.625,207.38,189.84,183.345,198.5,231.865,248.695,L7
2001-04-16 22:10:54+00:00,,220.29,205.22,190.8,179.53,185.81,222.01999999999998,244.625,L7
2001-06-19 22:10:17+00:00,,220.29,205.22,190.8,179.53,190.58,227.12,247.3033333333333,L7
2002-09-10 22:08:43+00:00,,233.04,234.15,,,,272.61,287.06,L7
2003-03-21 22:09:27+00:00,,,,192.54,182.75,201.53,242.83,235.4,L7
2003-08-13 21:51:32+00:00,239.71,243.23,241.47,192.54,182.75,222.115,246.365,254.20499999999998,L5
2003-10-07 21:58:35+00:00,239.375,239.26,239.84,,,240.64999999999998,253.70499999999998,277.33,L5
2004-03-31 21:59:59+00:00,239.04,235.29,238.21,193.41,182.17,220.575,236.45,262.73,L5
2004-05-02 22:00:57+00:00,240.24,240.37,240.57,193.41,182.17,202.55,234.265,258.98,L5
2004-07-30 21:57:15+00:00,239.765,245.265,242.18,193.41,182.17,202.55,241.5333333333333,265.76,L5
2005-01-13 22:06:52+00:00,233.74,237.64499999999998,226.13,204.36,197.76,209.85,238.20499999999998,259.565,L5
2005-02-14 22:07:21+00:00,229.925,229.7,220.525,216.135,199.115,210.685,222.7,244.225,L5
2005-05-14 22:01:54+00:00,229.925,229.7,220.525,216.135,199.115,210.685,219.69333333333336,242.59666666666666,L5
2005-06-15 22:02:10+00:00,229.925,229.7,220.525,216.135,199.115,198.31000000000003,216.87,238.2375,L5
2005-08-09 22:08:46+00:00,226.35500000000002,232.56,230.89,227.57999999999998,211.99,203.87666666666667,221.81,242.2525,L5
2005-09-10 22:08:55+00:00,230.135,237.685,238.225,233.29500000000002,230.06,213.13,226.70000000000002,246.89249999999998,L5
2006-02-17 22:11:22+00:00,244.07999999999998,245.89,250.49,244.72500000000002,244.61,246.82,251.695,276.54499999999996,L5
2006-03-14 22:05:42+00:00,233.83499999999998,234.55,235.04500000000002,237.325,237.55,244.66500000000002,249.91,273.75,L5
2006-04-22 22:12:36+00:00,224.26666666666665,225.60666666666665,224.51,227.96666666666667,225.80000000000004,234.73666666666668,242.34333333333333,268.22333333333336,L5
2006-06-25 22:13:31+00:00,225.175,225.60666666666665,224.51,227.96666666666667,225.80000000000004,234.73666666666668,247.545,271.865,L5
2006-08-28 22:14:23+00:00,225.39499999999998,224.73666666666668,223.28333333333333,216.89499999999998,212.39500000000004,234.87,245.17249999999999,267.0725,L5
2006-09-13 22:14:35+00:00,223.5,221.65666666666667,222.11333333333332,206.85,193.99,219.91666666666666,236.05749999999998,259.86,L5
2006-10-08 22:08:40+00:00,221.036,220.3825,220.95499999999998,211.12,200.98333333333335,220.29999999999998,235.272,259.13,L5
2006-10-31 22:15:04+00:00,225.01250000000002,212.89499999999998,215.7775,204.7733333333333,197.66,221.1075,236.638,258.65999999999997,L5
2007-09-09 22:07:45+00:00,237.82,242.03,238.92,,,249.28,254.74,277.15,L5
2008-11-14 21:57:52+00:00,203.78,206.95,202.77,205.01,200.65,,222.54,244.17,L5
2008-12-23 22:05:16+00:00,215.92000000000002,218.755,221.03,225.2,223.01999999999998,252.8,239.14499999999998,260.01,L5
2010-02-05 22:05:29+00:00,216.3,212.82,207.46,216.21,221.32,230.43,222.13,250.4,L5
2010-10-26 22:10:38+00:00,214.49,217.23,214.42,229.91,219.72,219.82,237.85,276.52,L5
2010-12-22 22:04:29+00:00,214.55,212.66,214.64,224.535,223.54500000000002,223.57999999999998,228.94,261.79499999999996,L5
2011-03-12 22:04:31+00:00,223.85333333333335,222.99666666666667,222.31000000000003,229.95666666666668,230.01999999999998,232.35,237.83333333333334,266.5466666666667,L5
2013-07-07 22:16:35+00:00,,,,,,,,234.26,L8
2013-09-25 22:16:28+00:00,230.08,229.97,229.55,234.76,237.37,240.76,243.39,247.26,L8
2013-10-02 22:22:40+00:00,211.74,215.88,215.10000000000002,220.29,222.765,224.35,232.01,244.40333333333334,L8
2013-10-27 22:16:19+00:00,211.85333333333335,217.14,215.98333333333335,221.17333333333332,222.33666666666667,225.22666666666666,231.46,244.95499999999998,L8
2013-11-03 22:22:32+00:00,207.4075,213.915,212.16750000000002,217.41,218.64,221.39249999999998,228.0675,243.07399999999998,L8
2013-11-19 22:22:25+00:00,209.744,216.37199999999999,214.24,220.07199999999997,221.56599999999997,224.46599999999998,231.1,244.98833333333334,L8
