dates,satname,nzd0542-0000,nzd0542-0001,nzd0542-0002,nzd0542-0003,nzd0542-0004,nzd0542-0005,nzd0542-0006,nzd0542-0007
1999-12-16 22:07:33.708000,L7,,292.48,284.63,273.51,277.40,278.83,288.02,307.04
2000-09-20 22:11:14.930000,L7,,212.96,209.54,188.88,187.16,202.00,228.39,248.48
2001-02-11 22:11:12.788000,L7,255.57,242.31,247.73,254.93,246.29,247.12,255.01,272.21
2001-02-20 22:05:00.525000,L7,183.61,220.29,205.22,190.80,179.53,195.00,235.34,248.91
2001-02-27 22:11:06.137000,L7,184.53,160.27,,,,,,
2001-04-16 22:10:54.636000,L7,,,,,,176.62,208.70,240.34
2001-06-19 22:10:17.246000,L7,,,,,,200.12,237.32,252.66
2001-11-03 22:02:58.699000,L7,280.65,,,225.62,228.40,234.64,259.69,
2002-09-10 22:08:43.416000,L7,229.71,233.04,234.15,241.57,240.63,243.55,272.61,287.06
2003-03-21 22:09:27.545000,L7,181.57,161.77,185.17,192.54,182.75,201.53,242.83,235.40
2003-08-13 21:51:32.649000,L5,239.71,243.23,241.47,240.14,233.61,242.70,249.90,273.01
2003-10-07 21:58:35.519000,L5,239.04,235.29,238.21,235.96,232.69,238.60,257.51,281.65
2003-11-17 21:52:57.120000,L5,240.84,235.59,237.58,237.48,238.23,255.99,267.14,288.20
2004-03-31 21:59:59.745000,L5,192.35,183.05,181.08,193.41,182.17,202.55,215.39,243.81
2004-05-02 22:00:57.398000,L5,240.24,240.37,240.57,243.72,240.35,247.08,253.14,274.15
2004-07-30 21:57:15.668000,L5,239.29,250.16,243.79,248.20,248.68,254.33,256.07,279.32
2005-01-13 22:06:52.927000,L5,228.19,225.13,208.47,204.36,197.76,209.85,220.34,239.81
2005-02-14 22:07:21.106000,L5,231.66,234.27,232.58,227.91,200.47,211.52,225.06,248.64
2005-05-14 22:01:54.308000,L5,,,,,,,213.68,239.34
2005-06-15 22:02:10.206000,L5,,,,,,173.56,208.40,225.16
2005-08-09 22:08:46.932000,L5,221.05,230.85,229.20,227.25,223.51,226.55,240.10,255.87
2005-09-10 22:08:55.708000,L5,239.22,244.52,247.25,239.34,236.61,239.28,244.62,267.20
2005-11-13 22:09:08.414000,L5,,209.38,216.62,222.29,217.54,221.01,228.13,256.66
2006-02-17 22:11:22.491000,L5,248.94,247.26,253.73,250.11,252.61,254.36,258.77,285.89
2006-03-14 22:05:42.635000,L5,218.73,221.84,216.36,224.54,222.49,234.97,241.05,261.61
2006-04-15 22:06:18.610000,L5,217.46,220.63,211.37,223.04,215.48,221.04,229.85,254.45
2006-04-22 22:12:36.093000,L5,205.13,207.72,203.44,209.25,202.30,214.88,227.21,257.17
2006-06-25 22:13:31.961000,L5,227.90,242.77,250.31,255.45,267.54,259.42,263.15,282.79
2006-07-27 22:13:58.731000,L5,,,,,,,181.30,218.65
2006-08-28 22:14:23.601000,L5,249.82,244.65,250.05,250.19,251.36,254.76,249.28,266.72
2006-09-13 22:14:35.259000,L5,211.15,212.60,212.85,204.45,185.68,190.11,204.59,232.76
2006-10-08 22:08:40.914000,L5,211.18,216.56,217.48,219.66,214.97,221.45,232.13,256.21
2006-10-31 22:15:04.884000,L5,,177.77,182.73,190.21,192.33,218.11,234.04,254.82
2006-11-25 22:09:07.763000,L5,216.64,216.48,211.16,219.97,212.54,218.39,222.73,255.44
2007-09-09 22:07:45.163000,L5,237.82,242.03,238.92,248.27,248.39,249.28,254.74,277.15
2008-11-14 21:57:52.281000,L5,203.78,206.95,202.77,205.01,200.65,208.83,222.54,244.17
2008-12-23 22:05:16.170000,L5,228.06,230.56,239.29,245.39,245.39,252.80,255.75,275.85
2010-02-05 22:05:29.575000,L5,216.30,212.82,207.46,216.21,221.32,230.43,222.13,250.40
2010-10-26 22:10:38.745000,L5,214.49,217.23,214.42,229.91,219.72,219.82,237.85,276.52
2010-12-22 22:04:29.137000,L5,214.61,208.09,214.86,219.16,227.37,227.34,220.03,247.07
2011-03-12 22:04:31.079000,L5,242.46,243.67,237.65,240.80,242.97,249.89,255.62,276.05
2013-05-11 22:22:42.945000,L8,181.13,198.99,175.58,202.26,203.52,199.30,209.80,229.81
2013-07-07 22:16:35.929000,L8,,,,,,,,234.26
2013-09-25 22:16:28.938000,L8,230.08,229.97,229.55,234.76,237.37,240.76,243.39,260.26
2013-10-02 22:22:40.460000,L8,193.40,201.79,200.65,205.82,208.16,207.94,220.63,238.69
2013-10-18 22:22:37.411000,L8,228.78,228.76,228.34,235.64,236.95,239.65,246.19,259.73
2013-10-27 22:16:19.549000,L8,212.08,219.66,217.75,222.94,221.48,226.98,230.36,246.61
2013-11-03 22:22:32.045000,L8,194.07,204.24,200.72,206.12,207.55,209.89,217.89,235.55
2013-11-12 22:16:19.914000,L8,228.52,226.03,224.27,231.13,230.00,235.72,241.10,255.48
2013-11-19 22:22:25.407000,L8,219.09,226.20,222.53,230.72,233.27,236.76,243.23,254.56
2014-03-20 22:15:25.455000,L8,,193.61,186.03,200.12,200.95,194.83,198.72,228.08
2014-04-21 22:14:29.865000,L8,,,,,,,,230.13
2014-04-21 22:14:53.828000,L8,,,,,,,,229.86
2014-07-17 22:20:39.943000,L8,,,,,,,,232.07
2014-09-19 22:20:54.477000,L8,195.95,202.89,206.49,211.12,217.51,207.39,213.78,236.25
2014-09-28 22:14:44.621000,L8,239.09,231.31,234.52,242.44,243.28,244.26,247.30,270.43
2014-09-28 22:15:08.593000,L8,238.31,231.09,233.91,242.09,242.49,243.79,247.02,270.08
2014-10-30 22:15:10.547000,L8,194.24,210.89,204.72,218.91,221.82,216.72,218.92,
2015-02-03 22:14:56.755000,L8,208.82,217.88,215.57,212.57,220.42,223.48,224.80,241.04
2015-03-14 22:20:23.206000,L8,189.73,193.00,195.52,200.65,200.34,198.82,200.79,
2015-05-01 22:20:00.344000,L8,193.19,208.64,201.46,208.60,211.31,212.06,218.44,240.53
2015-11-18 22:14:44.822000,L8,203.67,211.30,218.03,222.00,223.43,227.74,226.45,245.30
2015-11-18 22:15:08.789000,L8,203.43,210.99,217.55,221.48,222.93,226.88,225.98,244.95
2015-12-20 22:14:45.217000,L8,200.77,210.90,216.31,218.62,220.85,219.63,224.75,237.51
2015-12-20 22:15:09.184000,L8,202.26,211.90,218.54,221.87,223.05,222.58,226.52,239.53
2016-01-05 22:14:40.992000,L8,210.80,214.64,216.76,221.96,226.24,227.87,229.49,242.19
2016-02-06 22:15:01.599000,L8,195.90,200.59,203.90,207.82,208.17,212.65,212.78,232.49
2016-02-22 22:14:30.292000,L8,228.68,236.96,231.85,247.68,237.59,234.18,246.91,264.19
2016-03-09 22:14:52.573000,L8,187.25,194.32,,,,,,
2016-03-16 22:20:36.438000,L8,204.96,212.18,210.36,214.50,218.08,221.01,227.05,240.92
2016-06-04 22:20:28.125000,L8,,,,,,,,233.94
2016-07-15 22:14:58.031000,L8,176.97,197.97,194.28,212.49,213.25,210.65,210.47,236.60
2016-09-01 22:14:48.072000,L8,192.07,203.07,199.08,209.81,212.94,209.69,217.07,238.22
2016-09-01 22:15:12.040000,L8,191.44,202.25,198.29,208.97,212.38,208.92,216.42,236.98
2016-09-08 22:21:00.541000,L8,247.21,241.84,240.49,262.42,280.07,270.92,254.43,278.59
2016-11-27 22:21:07.723000,L8,194.33,204.26,200.78,208.24,209.75,209.11,212.91,230.54
2016-12-29 22:21:01.343000,L8,242.42,227.15,233.47,254.86,246.81,254.22,251.51,269.39
2017-02-08 22:14:58.622000,L8,212.49,226.96,224.34,223.15,230.48,230.24,241.63,254.91
2017-02-15 22:20:43.526000,L8,,,,,264.33,254.24,286.37,276.10
2017-04-04 22:20:20.280000,L8,198.59,208.26,206.95,211.34,213.38,214.82,218.35,238.60
2017-06-07 22:20:26.915000,L8,,,,,,,,230.45
2017-08-03 22:14:59.649000,L8,,,191.64,204.58,201.88,203.51,206.48,231.43
2017-10-29 22:21:05.518000,L8,196.18,205.88,204.01,210.22,212.07,215.20,225.18,235.14
2017-11-30 22:20:56.190000,L8,207.19,213.58,210.82,220.57,218.68,228.90,222.08,239.64
2018-01-01 22:20:56.342000,L8,204.03,214.23,212.37,220.41,220.27,228.35,225.41,237.84
2018-02-27 22:14:19.470000,L8,209.69,219.47,209.74,212.27,214.44,219.60,229.28,248.95
2018-02-27 22:14:43.433000,L8,209.04,220.24,208.58,212.14,214.34,219.27,229.80,248.55
2018-04-16 22:13:54.370000,L8,188.70,197.02,196.16,204.28,199.90,199.58,184.69,
2018-04-16 22:14:18.329000,L8,187.30,195.29,194.91,203.89,198.45,196.71,175.09,
2018-07-21 22:13:49.390000,L8,,191.72,193.89,204.08,201.81,206.02,212.89,232.40
2018-07-21 22:14:13.362000,L8,,193.20,193.48,203.70,201.53,205.15,213.24,232.65
2018-09-07 22:14:12.130000,L8,182.21,166.71,188.00,199.78,197.61,171.05,,
2018-11-10 22:14:32.733000,L8,234.61,228.92,230.50,238.52,238.98,241.50,248.01,255.79
