dates,nzd0291-0000,nzd0291-0001,nzd0291-0002,nzd0291-0003,nzd0291-0004,nzd0291-0005,nzd0291-0006,nzd0291-0007,nzd0291-0008,nzd0291-0009,nzd0291-0010,nzd0291-0011,nzd0291-0012,nzd0291-0013,nzd0291-0014,satname
1999-08-21 21:46:56+00:00,,,,302.16,280.95,297.67,315.33,292.15,,,,,,,,L7
1999-08-28 21:53:11+00:00,306.37,313.46,,297.76,279.71000000000004,297.23,311.82,291.34,304.87,,304.39,,300.06,304.1,296.58,L7
1999-09-22 21:47:00+00:00,304.73,312.995,,298.15000000000003,277.3833333333334,294.81,308.99,289.4166666666667,301.725,,304.39,,300.06,304.1,296.58,L7
1999-09-29 21:53:16+00:00,304.73,312.995,,296.1575,276.83000000000004,293.2825,307.27,289.3675,300.34666666666664,,287.9,,297.21500000000003,297.91,298.125,L7
1999-10-24 21:46:56+00:00,304.73,325.56,354.06,296.1575,276.83000000000004,293.2825,307.476,289.3675,300.34666666666664,,311.0133333333333,349.01,297.21500000000003,312.7866666666667,298.125,L7
1999-10-31 21:53:08+00:00,304.73,327.7,346.14,296.1575,276.83000000000004,293.2825,314.11833333333334,289.3675,300.34666666666664,360.63,323.85,344.105,309.03333333333336,313.77750000000003,298.125,L7
2000-01-19 21:53:01+00:00,296.46666666666664,322.594,330.67,292.7,273.814,289.97200000000004,314.11833333333334,289.3675,300.34666666666664,360.63,323.85,344.105,309.03333333333336,313.77750000000003,294.2,L7
2000-02-20 21:52:53+00:00,296.46666666666664,322.594,330.67,290.335,272.03000000000003,288.0475,323.03833333333336,288.44,300.34666666666664,360.56,329.87600000000003,346.1266666666667,319.3425,320.992,306.93,L7
2000-04-01 21:46:34+00:00,271.03,318.445,330.67,273.695,248.79500000000002,281.275,341.49333333333334,,276.24,360.56,357.86000000000007,346.1266666666667,341.4699999999999,336.38,315.735,L7
2000-05-03 21:46:19+00:00,284.99,299.40000000000003,299.73,273.695,248.79500000000002,281.275,368.85,,276.24,361.235,356.645,355.20500000000004,350.52,345.32500000000005,325.7033333333333,L7
2000-05-26 21:52:12+00:00,284.99,299.40000000000003,299.73,274.88,257.96999999999997,295.75666666666666,368.85,304.85,298.19,361.235,356.645,334.93666666666667,350.52,338.5566666666667,325.35,L7
2000-07-13 21:51:43+00:00,284.99,299.40000000000003,299.73,274.88,257.96999999999997,307.4825,365.83000000000004,304.85,298.19,360.47,357.2833333333333,328.5725,350.52,338.5566666666667,325.35,L7
2000-07-29 21:51:26+00:00,296.35999999999996,300.8066666666667,,263.87666666666667,266.49666666666667,321.5025,348.95666666666665,303.24,305.94,348.5025,346.03,322.974,334.19666666666666,330.0175,330.905,L7
2000-08-07 21:45:08+00:00,300.97,302.94,,271.435,270.9025,318.12600000000003,340.06,300.41,307.0825,340.56800000000004,338.432,322.974,326.3975,325.98199999999997,323.416,L7
2000-08-14 21:51:20+00:00,302.90999999999997,304.71999999999997,,271.435,270.9025,318.12600000000003,340.06,300.41,307.0825,340.56800000000004,338.432,318.375,321.134,321.49666666666667,323.416,L7
2000-09-15 21:50:49+00:00,302.90999999999997,304.71999999999997,,271.435,266.402,318.12600000000003,330.4633333333333,300.41,307.0825,335.58750000000003,334.545,312.01599999999996,313.85,315.826,317.99,L7
2000-10-26 21:44:22+00:00,309.11400000000003,310.41999999999996,309.42,273.475,273.08000000000004,318.338,325.3425,297.0875,312.955,335.58750000000003,327.052,312.01599999999996,304.924,312.56333333333333,317.99,L7
2000-11-27 21:44:26+00:00,308.165,310.7175,320.22,272.2166666666667,272.27,316.7425,329.97200000000004,294.49999999999994,310.56,331.09000000000003,318.9875,301.81333333333333,293.4625,302.39,301.015,L7
2000-12-13 21:44:28+00:00,303.946,310.31,313.0566666666667,271.09250000000003,271.348,305.47,329.97200000000004,290.5675,305.87,331.09000000000003,310.13800000000003,298.0325,291.226,302.114,317.72,L7
2001-01-05 21:50:40+00:00,303.946,315.5883333333333,313.0566666666667,271.09250000000003,271.348,305.47,335.0183333333334,290.5675,305.87,335.166,310.13800000000003,298.0325,300.37333333333333,309.01,324.315,L7
2001-01-14 21:44:33+00:00,298.2266666666667,315.5883333333333,313.0566666666667,265.528,269.30333333333334,292.462,329.46000000000004,287.36199999999997,300.87,329.22249999999997,286.52200000000005,294.2166666666667,300.37333333333333,309.01,324.315,L7
2001-01-21 21:50:46+00:00,296.7557142857143,318.3742857142857,319.3675,265.528,270.31142857142856,292.462,334.44166666666666,287.36199999999997,300.87,334.264,286.52200000000005,294.2166666666667,306.1714285714285,313.7485714285714,327.06800000000004,L7
2001-03-10 21:50:34+00:00,286.22400000000005,322.536,319.3675,265.69,265.36333333333334,278.275,344.51750000000004,282.15999999999997,292.685,349.9633333333333,277.9,286.69,309.6424999999999,320.73249999999996,344.4366666666667,L7
2001-04-04 21:44:06+00:00,286.22400000000005,322.536,319.3675,268.49,270.755,281.47799999999995,344.51750000000004,282.15999999999997,292.685,349.9633333333333,283.72999999999996,286.69,309.6424999999999,320.73249999999996,344.4366666666667,L7
2001-04-20 21:44:10+00:00,286.22400000000005,324.26,324.4,268.49,270.755,289.8383333333333,346.40000000000003,282.15999999999997,292.685,352.705,283.72999999999996,286.69,316.756,324.78000000000003,342.58750000000003,L7
