dates,satname,nzd0501-0000,nzd0501-0001,nzd0501-0002,nzd0501-0003,nzd0501-0004,nzd0501-0005,nzd0501-0006,nzd0501-0007
1999-08-26 22:07:32.686000,L7,332.81,360.88,366.99,366.46,365.70,362.00,327.91,
1999-12-16 22:07:33.708000,L7,,,326.51,322.65,320.29,317.09,356.86,345.15
2000-07-27 22:05:48.258000,L7,393.66,394.34,329.24,327.56,317.24,324.01,,
2000-09-20 22:11:14.930000,L7,379.36,327.64,336.91,333.77,327.54,332.42,343.26,327.35
2001-01-03 22:05:00.181000,L7,345.50,360.29,358.47,349.50,359.45,358.31,402.52,389.35
2001-02-20 22:05:00.525000,L7,413.20,,,,,,,
2001-02-27 22:11:06.137000,L7,369.57,396.30,388.31,382.04,376.09,389.84,395.29,400.14
2001-04-09 22:04:41.882000,L7,393.86,,327.90,330.62,324.56,326.61,337.32,356.01
2001-06-28 22:03:56.771000,L7,381.47,,,,,,,
2001-07-05 22:10:09.496000,L7,364.60,358.69,333.86,334.01,321.20,327.50,,
2001-10-02 22:02:52.358000,L7,331.47,369.00,363.05,360.14,361.57,364.02,371.22,339.73
2001-11-03 22:02:58.699000,L7,,,323.38,322.02,317.76,323.12,322.04,338.71
2002-02-23 22:03:31.354000,L7,386.16,391.72,,,,,,
2002-05-14 22:03:19.418000,L7,403.77,336.74,348.81,344.22,337.57,348.27,331.14,324.79
2002-05-30 22:03:13.672000,L7,391.23,,,,,,,
2002-06-15 22:03:07.576000,L7,363.22,,,,,,,
2005-06-15 22:02:10.206000,L5,378.57,350.98,320.98,310.54,311.84,341.29,321.69,
2005-08-25 22:08:52.862000,L5,404.00,423.65,426.68,423.90,421.57,422.14,422.32,435.22
2013-05-11 22:22:42.945000,L8,322.35,,,,,,,
2013-09-25 22:16:28.938000,L8,404.40,338.04,344.78,342.92,345.94,345.21,322.40,
2013-10-18 22:22:37.411000,L8,339.07,326.93,345.33,344.35,341.00,345.13,325.13,
2014-09-28 22:14:44.621000,L8,375.03,345.42,358.08,342.35,339.09,342.96,335.22,347.80
2014-11-15 22:14:49.314000,L8,326.18,319.69,333.51,330.81,326.07,330.16,318.43,
2015-02-10 22:20:38.674000,L8,328.08,328.00,339.44,333.03,331.92,334.24,320.65,
2015-06-11 22:13:52.284000,L8,336.32,,,,,,,
2015-06-27 22:13:58.027000,L8,325.75,,,,,,,
2015-10-08 22:20:48.527000,L8,335.39,328.48,339.78,334.01,334.03,336.09,326.88,321.11
2015-10-17 22:14:38.194000,L8,368.55,337.69,343.69,338.55,336.56,337.10,332.82,325.34
2015-10-24 22:20:52.499000,L8,329.93,320.60,345.33,341.75,334.14,334.87,323.37,
2015-11-18 22:14:44.822000,L8,360.42,336.87,346.95,340.68,335.83,341.39,336.34,337.17
2015-12-20 22:14:45.217000,L8,354.67,339.52,352.99,341.74,348.23,346.30,339.49,344.44
2016-01-05 22:14:40.992000,L8,335.11,329.78,344.64,335.40,334.95,336.65,324.73,
2016-03-16 22:20:36.438000,L8,325.37,326.36,339.36,330.43,329.42,332.46,317.92,
2016-05-12 22:14:08.416000,L8,330.03,319.05,339.08,331.90,329.66,333.41,,
2016-07-06 22:20:41.229000,L8,329.52,320.86,340.08,332.49,330.05,331.99,315.55,
2016-07-31 22:14:37.742000,L8,326.48,,,,,,,
2016-12-29 22:21:01.343000,L8,329.35,320.86,340.29,335.98,332.75,334.43,317.31,
2017-01-30 22:20:50.623000,L8,327.03,317.83,338.32,332.79,329.96,332.83,316.27,
2017-05-06 22:20:07.089000,L8,319.71,,,,,,,
2017-06-07 22:20:26.915000,L8,,427.39,430.29,388.67,389.93,395.04,407.51,
2017-07-02 22:14:23.696000,L8,332.07,310.71,336.61,330.04,327.16,329.20,,
2017-08-03 22:14:35.682000,L8,338.17,323.60,339.81,332.62,332.65,333.33,,
2017-10-29 22:21:05.518000,L8,377.11,341.61,348.52,343.27,339.38,344.36,344.49,341.67
2017-11-30 22:20:56.190000,L8,333.60,322.62,342.91,336.90,335.27,337.68,323.66,
2017-12-25 22:14:47.702000,L8,354.14,357.33,353.12,343.38,341.93,349.08,344.02,349.19
2018-03-15 22:14:10.086000,L8,359.96,337.19,347.88,338.34,339.83,342.20,331.09,325.65
2018-09-30 22:20:31.646000,L8,380.86,340.77,352.46,346.79,342.27,346.14,348.76,355.01
2018-12-28 22:14:29.227000,L8,347.81,335.88,347.35,340.89,337.68,341.62,326.83,326.34
2019-01-13 22:14:27.136000,L8,380.26,368.77,362.67,356.41,352.44,359.00,353.48,364.47
2019-03-02 22:14:17.011000,L8,349.58,347.16,350.18,342.32,340.37,344.23,339.01,333.81
2019-03-18 22:14:11.817000,L8,401.47,402.65,397.02,371.99,351.63,356.39,339.22,332.20
2019-06-22 22:14:28.716000,L8,332.31,314.54,338.75,331.64,330.05,328.98,,
2019-11-13 22:14:57.837000,L8,349.67,339.23,347.48,344.82,343.01,346.63,338.75,
2019-11-29 22:14:55.870000,L8,346.31,337.94,347.56,342.14,340.00,346.54,344.64,326.94
2020-03-04 22:14:32.767000,L8,332.25,326.98,340.07,336.68,333.23,336.28,321.92,
2020-05-30 22:20:16.612000,L8,327.30,314.05,335.60,330.10,328.10,329.26,,
2020-06-08 22:14:11.756000,L8,378.95,347.50,352.29,348.25,346.70,349.67,342.42,
2020-07-10 22:14:27.456000,L8,335.59,318.24,339.20,334.00,331.66,331.85,,
2020-07-17 22:20:40.662000,L8,384.41,353.63,358.41,352.92,349.15,345.77,335.48,330.41
2020-07-26 22:14:32.385000,L8,338.91,326.05,343.36,336.85,334.78,334.26,,
2020-10-14 22:14:56.808000,L8,341.78,335.64,345.83,341.45,337.76,341.25,322.78,
2021-05-17 22:20:24.395000,L8,331.09,325.41,341.98,335.72,332.52,333.46,315.17,
2021-06-11 22:14:25.766000,L8,331.48,312.94,340.64,332.67,330.86,331.24,,
2021-06-18 22:20:38.709000,L8,378.00,359.65,361.59,356.00,350.22,345.95,333.19,325.33
2021-06-27 22:14:29.908000,L8,339.68,323.12,345.60,337.77,333.48,336.02,,
