dates,satname,nzd0324-0000,nzd0324-0001,nzd0324-0002,nzd0324-0003,nzd0324-0004,nzd0324-0005,nzd0324-0006,nzd0324-0007,nzd0324-0008,nzd0324-0014,nzd0324-0015,nzd0324-0016,nzd0324-0017,nzd0324-0018,nzd0324-0019,nzd0324-0020,nzd0324-0021,nzd0324-0022,nzd0324-0023,nzd0324-0024,nzd0324-0025,nzd0324-0026,nzd0324-0027,nzd0324-0028,nzd0324-0029,nzd0324-0030,nzd0324-0031,nzd0324-0032,nzd0324-0033,nzd0324-0034,nzd0324-0035,nzd0324-0036,nzd0324-0037,nzd0324-0038,nzd0324-0039,nzd0324-0040,nzd0324-0041,nzd0324-0042,nzd0324-0043,nzd0324-0044,nzd0324-0045,nzd0324-0046,nzd0324-0047,nzd0324-0048,nzd0324-0049,nzd0324-0050,nzd0324-0051,nzd0324-0052,nzd0324-0053,nzd0324-0054,nzd0324-0055,nzd0324-0056,nzd0324-0057,nzd0324-0058,nzd0324-0059,nzd0324-0060,nzd0324-0061,nzd0324-0009,nzd0324-0010,nzd0324-0011,nzd0324-0012,nzd0324-0013
2000-06-20 21:46:40.813000,L7,,,,,,,,,,334.36,329.33,331.54,332.79,318.53,332.34,328.27,341.61,328.96,331.51,330.75,372.83,369.60,355.46,,,,341.15,297.02,357.38,354.65,343.07,,,,,342.46,348.62,342.34,351.08,362.95,344.44,281.93,342.72,319.02,314.76,298.04,297.93,277.37,297.28,322.35,299.89,295.64,285.54,292.95,274.28,276.07,258.68,,,,,
2000-07-13 21:52:07.753000,L7,326.11,328.79,,,,,,,,342.90,352.94,366.02,340.03,335.76,341.71,340.25,341.62,351.29,340.77,339.50,342.32,347.39,352.27,343.80,351.04,343.72,344.97,334.34,334.50,337.51,348.71,367.97,382.27,390.23,351.42,354.89,358.99,365.99,316.24,338.04,327.19,316.42,307.31,325.51,323.20,299.03,307.56,281.06,306.50,328.21,306.64,300.74,291.18,301.10,272.48,295.02,285.58,,,,,
2000-07-29 21:51:50.349000,L7,,376.79,282.43,364.35,370.22,360.07,,,,359.27,372.83,377.70,362.06,359.24,360.97,350.73,356.12,380.65,374.06,368.97,364.69,372.16,371.42,362.54,363.40,360.98,365.81,339.74,338.78,348.35,355.44,374.57,408.09,,381.62,346.58,347.92,346.55,354.16,365.28,353.09,337.78,340.00,337.01,336.93,312.10,318.49,301.25,313.19,326.26,314.45,306.74,309.71,315.19,313.23,292.76,306.43,325.21,328.77,388.86,341.97,
2000-08-07 21:45:32.940000,L7,,,,,,,,,,324.46,328.41,328.96,332.77,330.46,353.90,317.86,329.50,326.24,326.52,332.19,331.72,345.73,344.96,324.27,369.95,333.44,310.85,297.18,261.18,297.26,306.51,326.01,376.03,371.93,347.97,327.97,280.70,288.38,262.23,265.68,269.28,278.83,276.08,290.78,313.01,296.77,291.38,278.44,297.18,311.70,288.05,290.33,289.57,293.24,298.33,281.83,257.10,,,,,
2000-08-14 21:51:44.223000,L7,,,,,,,,,,332.68,350.17,341.20,338.11,341.21,337.33,399.37,347.65,354.27,336.68,330.91,337.00,350.59,349.83,348.77,356.79,348.88,344.42,318.88,333.92,334.76,345.62,344.96,367.85,369.81,357.41,343.43,335.37,334.14,266.54,268.56,274.13,325.81,329.17,321.19,319.33,299.67,303.86,285.23,305.11,318.16,298.45,295.32,291.78,296.87,292.12,284.78,269.24,,,,,
2000-09-15 21:51:13.624000,L7,365.57,364.00,328.55,370.74,339.19,330.28,266.63,336.24,365.84,352.28,342.70,377.82,371.59,342.35,365.19,352.73,355.90,,,,,,,,,,,,,,,,,,,,,,316.07,330.53,318.63,299.91,288.46,,324.48,319.23,333.21,291.15,316.24,334.36,326.78,335.32,325.79,320.90,321.23,309.60,291.10,300.43,378.73,382.57,343.56,319.68
2000-10-26 21:44:46.815000,L7,,,,,,368.32,293.21,355.97,337.30,,,,,,,,,,,,,,,,,,,,,,,,,,376.62,355.65,349.90,353.79,354.31,360.92,353.45,347.82,346.00,344.70,337.59,326.26,329.87,317.66,338.59,352.23,263.86,,263.85,298.84,316.06,309.83,306.84,350.75,,,,
2000-12-04 21:50:58.069000,L7,376.38,380.90,374.78,377.95,,,,,,343.23,,,,351.53,350.39,343.91,393.16,383.54,370.85,389.54,389.93,,373.58,351.97,359.24,353.20,355.39,346.82,337.45,342.91,,358.88,373.94,380.46,365.98,367.17,363.23,356.31,355.76,361.29,347.49,339.72,340.05,338.95,332.24,320.01,323.34,321.67,323.63,328.07,313.85,308.92,302.68,308.08,307.07,296.27,294.66,287.51,366.82,363.91,361.69,358.01
2000-12-13 21:44:52.270000,L7,358.06,356.90,344.97,389.78,364.51,348.92,302.78,356.72,313.27,338.52,322.42,325.92,363.27,352.15,338.16,329.88,331.21,355.07,364.40,322.78,331.64,350.38,342.57,338.76,338.57,342.56,334.72,295.91,260.27,324.33,342.47,366.53,365.27,364.45,351.37,344.56,278.12,323.37,277.51,284.13,287.66,311.48,324.70,318.46,323.48,312.52,300.28,271.86,299.45,310.61,289.60,290.46,287.57,284.54,298.76,283.61,261.96,,,,,
2001-01-05 21:51:04.492000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.27,354.03,349.23,342.24,351.60,363.08,344.16,340.21,330.78,328.63,319.07,316.23,310.94,318.17,366.93,316.46,330.55,329.67
2001-01-14 21:44:57.122000,L7,,,,,,,,,,,,,,,,,,396.55,378.34,395.96,339.98,324.28,317.28,298.74,321.78,347.94,371.68,,,,,,,,367.37,356.65,349.87,342.98,384.00,391.09,357.72,343.28,336.05,336.19,334.12,319.38,320.84,297.41,307.39,319.40,293.59,260.44,291.12,286.02,266.13,283.52,267.74,,,,,
2001-02-06 21:51:02.555000,L7,,,,,,,,,,344.52,333.98,354.07,373.12,369.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.37,313.02,320.05,340.34,351.18,346.46,367.02,358.59,308.36,320.06,305.98,293.74,281.86,,,,,
2001-04-04 21:44:54.882000,L7,380.65,375.91,332.97,367.66,368.86,368.55,342.24,340.69,341.32,356.51,373.51,385.83,379.41,358.38,358.69,350.95,360.68,391.96,369.76,374.22,369.32,365.47,363.58,357.47,354.91,354.09,333.73,327.74,324.64,331.54,325.32,345.84,381.63,,,322.51,330.82,327.73,335.15,352.86,340.29,331.30,326.48,317.87,334.32,319.39,321.26,304.19,316.33,329.84,313.28,304.47,300.20,305.14,305.76,297.71,265.84,263.48,269.24,,,
2001-04-27 21:50:43.832000,L7,331.99,331.68,,,,,,,,308.63,303.00,319.62,316.88,315.75,311.28,307.00,316.21,319.03,320.00,315.68,313.46,328.30,350.01,334.88,,,,,,,,,,,311.62,290.71,257.06,279.65,247.90,260.88,276.98,287.25,277.25,,,,,,,,,,,,,,,,,,,
2001-05-13 21:50:33.259000,L7,,,,,,,,,,313.57,303.65,319.52,318.21,306.33,324.03,305.72,312.76,315.83,316.78,314.36,315.32,326.16,329.64,318.59,,,,,,276.21,310.75,335.06,,,,,,,,,,,,,,293.27,298.63,270.87,278.30,,,,228.70,282.15,243.12,259.31,196.17,,,,,
2001-05-22 21:44:42.575000,L7,,,,,,,,335.38,329.19,356.78,323.30,388.76,376.17,359.82,355.59,359.67,391.01,382.37,374.48,368.36,370.29,,,,,,328.99,318.84,257.36,326.85,,,,,,325.42,324.23,327.75,340.61,350.78,343.57,334.23,316.79,344.70,334.52,316.55,321.29,280.95,302.07,315.91,319.93,309.31,277.72,306.27,312.89,299.46,261.48,249.53,,,,
2001-09-11 21:43:02.212000,L7,351.96,346.21,300.38,330.89,337.50,337.91,,,,337.96,330.92,341.55,343.36,340.14,347.88,329.97,331.62,333.29,332.80,338.00,338.47,357.63,349.69,348.11,365.41,347.08,316.09,308.91,280.56,299.56,342.11,375.10,392.27,392.69,361.11,353.46,342.93,347.65,351.30,276.03,283.77,290.28,259.51,280.45,326.13,304.40,295.14,284.76,294.83,323.73,306.05,304.50,223.55,295.08,290.67,277.71,261.13,,,,,
2001-09-18 21:49:05.242000,L7,364.39,363.90,332.67,353.26,363.45,355.90,359.24,,335.95,,,,,,,,,,,,,,,,,348.50,341.25,336.97,328.22,331.58,348.16,,,,367.17,369.49,346.20,359.66,317.89,334.99,319.98,292.90,335.48,332.54,323.90,305.06,307.48,289.91,306.48,322.56,314.87,306.94,307.62,356.74,303.82,289.00,281.44,372.44,382.65,340.50,323.23,
2002-02-18 21:43:18.247000,L7,356.57,359.17,328.68,325.08,381.11,397.31,,,,330.13,320.95,337.15,336.76,349.83,361.00,327.86,357.89,365.89,326.48,334.28,330.03,345.23,343.43,335.83,349.12,322.55,307.13,295.67,265.36,290.51,337.63,355.95,404.31,368.03,344.54,340.25,344.23,338.69,337.62,356.36,344.54,338.23,346.94,300.52,321.44,299.79,302.65,278.74,296.39,318.53,297.62,289.38,247.69,293.33,294.75,277.19,265.99,,,,,
2002-02-25 21:49:35.857000,L7,,,,,,,,,,,,,,,,,388.24,377.87,368.16,373.34,367.67,368.62,368.41,357.20,361.18,360.54,362.83,346.63,,,,,,,381.39,379.50,356.15,365.99,309.81,324.51,317.45,357.45,347.37,344.49,335.50,326.42,334.91,311.00,330.34,334.47,323.40,318.33,317.25,322.87,308.08,302.99,300.46,,,,,
2002-03-06 21:43:47.645000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,356.64,354.18,341.18,335.48,357.39,377.06,384.24,391.16,370.63,369.05,353.44,348.00,355.45,320.40,336.01,321.41,335.92,336.71,331.22,327.75,309.23,314.14,288.78,312.45,322.06,305.69,298.90,298.77,302.95,300.64,284.13,286.27,,,,,
2002-03-22 21:43:16.355000,L7,383.30,381.13,370.03,377.41,381.10,371.10,369.12,385.08,,,,,,,,,,,,,,,377.24,359.50,360.14,347.70,342.62,346.03,328.96,316.51,341.73,341.76,357.18,352.54,322.23,289.61,250.39,,,,,,,,284.31,281.01,289.64,273.73,287.61,304.46,287.67,279.04,278.41,296.01,302.28,293.86,283.83,353.02,340.05,358.64,,
2002-04-07 21:43:17.050000,L7,366.36,359.92,342.46,358.87,367.93,378.68,358.10,374.34,343.75,353.36,376.09,390.48,364.44,365.53,377.34,365.24,372.61,355.41,,,,,,,,,,,,,,,,407.88,365.56,356.25,349.26,352.79,351.53,324.38,324.33,332.81,335.73,333.85,324.05,318.94,324.29,294.70,327.38,336.40,316.84,303.62,302.91,300.27,305.15,289.87,281.44,241.68,288.00,285.79,,334.49
2002-06-10 21:43:00.814000,L7,,,,,,,,,,,,,,,362.47,363.36,359.08,361.13,340.11,340.24,338.53,356.93,351.48,342.50,349.63,349.92,350.03,337.54,331.48,327.09,342.16,352.23,372.08,373.60,363.56,342.73,349.63,345.69,343.24,371.04,347.67,334.80,338.02,325.89,323.51,308.20,316.29,286.45,303.31,324.92,303.79,291.67,293.99,298.49,308.22,296.16,290.71,,,,,
2002-07-19 21:48:57.399000,L7,334.33,338.29,,,,,,,,,,,,,,,,393.64,375.85,352.34,347.73,356.96,360.95,353.70,362.76,352.13,350.28,342.34,330.03,335.03,341.04,347.44,403.13,,,,370.15,368.40,361.94,372.58,381.38,371.97,348.72,337.53,333.63,306.30,316.16,309.93,330.82,336.06,318.31,321.46,315.36,314.18,307.41,298.80,296.77,,,,,
2002-08-20 21:48:46.449000,L7,354.85,344.39,296.73,325.21,348.02,344.75,,,,345.07,357.83,354.65,338.66,341.24,345.93,346.00,366.04,339.25,331.98,332.20,331.53,357.63,350.34,342.69,347.71,347.84,340.65,323.41,313.01,322.76,324.07,344.67,405.02,405.67,,361.08,346.75,332.37,328.15,264.50,271.21,320.21,325.32,321.48,315.31,299.05,307.94,285.21,311.32,321.36,304.69,304.56,299.66,296.04,263.09,292.53,270.00,,,,,
2002-09-05 21:48:38.182000,L7,,,,,,,,,,,,,,,388.55,368.17,363.88,314.20,325.56,323.50,323.48,327.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-14 21:42:19.037000,L7,337.14,334.73,290.93,326.31,343.24,337.94,314.05,304.55,303.79,324.34,327.27,325.01,329.65,339.35,337.81,319.57,316.51,344.71,328.72,316.00,320.03,334.72,346.67,335.05,,313.37,341.14,369.76,,,,,,,,325.99,334.18,325.02,324.26,299.54,301.42,327.53,322.38,314.18,303.68,294.11,292.03,273.47,295.84,313.19,298.76,293.04,285.34,289.68,257.82,281.30,261.12,,,,,
2002-09-14 21:42:42.988000,L7,336.86,335.65,289.77,328.74,342.23,340.19,297.37,305.18,306.80,327.20,326.46,325.34,330.06,338.97,335.44,316.70,325.67,325.59,327.74,316.23,322.18,333.15,331.35,333.37,323.36,320.25,305.46,292.88,281.83,288.96,328.76,366.32,371.62,359.36,343.37,325.43,275.09,289.56,282.66,303.89,290.70,283.46,292.75,315.93,307.00,295.56,291.72,275.89,291.69,311.96,295.17,293.62,279.10,286.16,254.79,273.76,97.29,,,,,
2002-09-30 21:42:11.676000,L7,339.29,340.88,308.26,326.47,332.53,351.59,321.18,309.29,313.65,331.89,320.62,335.23,348.03,341.19,364.68,316.90,325.83,332.93,329.43,324.14,326.03,334.37,341.36,344.74,,364.45,308.23,300.32,285.11,294.45,340.88,340.02,365.77,390.04,334.84,306.93,285.54,293.20,298.66,297.44,302.02,326.51,328.37,333.19,318.95,300.73,302.67,278.20,292.57,313.69,289.66,296.11,292.88,289.63,287.97,278.08,262.54,,,,,
2002-10-16 21:42:12.654000,L7,372.98,373.20,367.44,377.60,385.02,369.41,351.16,,,,,,,,,,,374.94,358.76,349.23,348.84,362.20,363.60,363.74,363.36,354.45,362.74,344.17,332.67,328.09,345.27,346.24,373.37,388.72,,,344.39,340.49,334.06,337.85,316.32,323.37,327.21,323.96,320.75,304.05,309.55,293.39,310.98,326.46,311.35,306.74,301.14,297.08,299.13,286.83,275.67,,,,,
2002-10-16 21:42:36.617000,L7,377.08,376.02,372.76,381.77,,,,,,401.63,411.42,,,,,,,377.26,361.38,354.84,352.62,366.12,367.05,373.26,,,,,,,,,,,,,385.42,347.93,343.75,353.45,324.26,336.88,334.44,328.98,326.42,312.67,316.55,301.54,321.98,334.03,322.44,316.27,311.72,305.75,309.25,296.38,290.80,336.22,333.90,336.20,337.29,342.81
2002-10-23 21:48:27.128000,L7,382.82,390.28,384.88,397.45,,,,,,,,,,,395.25,377.31,386.23,378.66,380.87,373.42,365.54,383.70,,,,365.83,362.65,344.30,341.60,353.44,353.40,362.35,385.50,406.46,,,348.71,361.16,375.94,385.46,379.80,350.19,345.26,341.53,,330.28,327.76,317.61,326.16,332.87,318.34,309.42,302.69,306.37,304.11,298.14,296.37,329.18,339.33,345.21,337.98,364.15
2002-12-10 21:48:53.163000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.60,362.76,354.78,339.86,325.90,318.65,321.61,316.63,312.89,311.41,,,,,
2002-12-26 21:48:59.976000,L7,,,,,,,,,,,,,,,,,,,,,370.84,371.75,363.09,351.91,355.90,358.75,359.30,340.19,339.95,341.54,350.42,354.72,387.88,387.37,374.37,351.15,349.30,348.43,349.96,356.56,345.61,339.49,342.69,344.58,327.86,320.50,319.59,305.88,323.75,333.02,318.77,307.81,304.10,304.69,303.02,295.58,290.17,257.30,305.45,363.44,385.71,
2003-01-11 21:49:02.380000,L7,377.38,372.60,367.33,384.90,368.09,357.29,320.24,314.19,359.65,,,,,,,,376.50,338.88,356.64,362.09,343.61,338.37,,,,,,305.59,305.19,323.12,360.67,365.40,390.16,392.21,325.03,363.56,357.39,365.75,315.90,375.06,336.24,354.47,,324.22,319.99,311.78,323.16,286.65,307.09,322.27,321.29,305.73,321.60,289.62,299.93,285.04,279.76,262.47,,,,
2003-01-27 21:49:09.075000,L7,381.74,386.31,375.09,381.13,325.35,337.65,324.84,328.92,319.13,,,,,,,,350.34,363.24,385.82,365.30,365.15,367.52,368.88,352.70,357.72,353.57,319.65,289.19,306.02,312.60,347.68,371.60,386.29,388.02,367.78,345.18,345.47,347.03,366.94,300.96,344.91,339.20,341.78,331.96,328.46,314.12,315.80,297.30,318.35,324.06,308.56,299.77,296.87,294.90,302.38,294.88,289.26,,,,,
2003-02-05 21:43:05.844000,L7,,,,,,,389.48,347.15,356.39,363.00,,,,,,,,,,,,,,,,,,344.33,344.22,346.89,353.43,370.23,400.39,397.37,371.45,310.21,315.08,307.77,314.04,331.78,316.80,353.23,357.39,343.93,340.35,347.08,347.95,327.77,334.69,341.45,324.96,324.54,315.31,308.93,309.82,299.31,296.17,372.30,370.78,349.10,346.06,334.87
2003-03-09 21:43:12.993000,L7,337.80,343.92,342.55,333.81,328.87,314.53,,,,,,,,,,,,,,,,,,,,,,,,,297.05,314.62,334.57,337.67,320.65,308.20,329.29,319.11,281.90,285.90,284.94,291.27,246.17,,269.12,291.63,296.79,295.41,271.52,258.82,357.04,263.64,237.70,274.22,245.60,247.17,256.14,,,,,
2003-03-16 21:49:22.109000,L7,,,322.74,319.76,368.63,364.29,306.05,321.20,310.12,333.90,311.33,329.40,338.72,333.01,334.01,337.52,323.99,327.09,331.30,332.38,350.34,360.23,357.69,344.02,343.02,348.38,350.35,279.25,243.85,280.79,343.70,357.50,392.32,400.51,368.05,319.07,339.02,335.86,337.91,347.79,275.14,278.05,325.24,324.78,324.46,311.81,310.93,286.91,286.38,319.86,297.64,297.89,298.54,300.25,300.23,284.73,262.26,,,,,
2003-03-25 21:43:05.785000,L7,380.17,378.48,366.86,392.57,379.38,368.42,329.55,332.06,323.67,,,,,327.53,331.43,338.08,328.34,331.98,327.95,335.49,343.45,383.58,,,361.02,347.52,318.52,299.11,286.58,304.61,366.92,,,,,,323.92,326.20,333.89,342.73,330.95,361.43,,,,,314.38,283.73,322.18,338.28,311.53,306.55,260.75,287.02,271.81,288.10,267.56,246.00,,,,
2003-05-03 21:49:25.094000,L7,,,,,,,,,350.30,352.01,400.06,389.73,381.93,369.38,,,390.18,386.21,374.26,342.11,387.05,382.85,369.21,350.38,357.22,359.51,353.55,339.87,344.91,357.06,355.59,360.84,410.21,,,,,,316.25,333.22,319.43,310.37,338.47,336.22,357.04,334.65,333.50,313.80,323.77,332.48,308.18,341.96,301.60,305.67,324.65,302.16,291.92,368.43,364.22,397.75,371.10,274.12
2003-05-12 21:43:12.052000,L7,360.43,355.09,297.48,,,,,,,,,,,,,,,391.35,373.81,369.49,363.20,361.51,359.80,352.81,357.47,353.45,345.13,337.87,338.06,341.55,354.51,367.27,387.14,400.51,369.04,363.84,360.88,352.79,319.11,336.27,324.35,316.21,344.63,345.60,339.34,323.31,326.86,308.33,323.27,324.74,307.70,303.12,295.68,316.73,317.56,301.16,292.72,,,360.07,363.97,391.31
2003-07-23 21:31:02.158000,L5,382.43,386.28,365.64,367.60,371.41,362.59,340.92,350.82,345.97,358.30,375.87,380.17,369.66,369.54,373.42,367.58,358.78,361.66,362.14,361.92,356.28,372.57,369.13,363.42,369.00,364.27,354.35,343.61,335.55,339.09,354.48,358.93,378.64,385.49,365.89,349.36,337.27,350.66,338.54,354.23,337.73,335.16,341.62,338.87,328.06,312.35,317.29,297.10,315.08,324.60,304.41,303.40,298.87,298.05,301.24,285.38,285.58,267.69,271.39,,,280.84
2003-10-18 21:38:36.209000,L5,369.69,356.81,333.29,340.80,352.09,345.72,329.17,323.17,314.34,349.40,355.14,345.67,337.02,338.01,340.63,327.79,329.28,343.59,350.36,346.56,349.65,357.73,355.68,348.29,337.14,337.40,327.24,308.17,305.51,298.73,332.91,344.73,367.64,370.91,351.21,342.12,317.27,310.80,313.59,295.86,294.82,302.25,309.93,322.55,320.34,308.09,307.17,290.34,300.45,314.51,291.76,281.21,270.46,279.96,282.22,270.97,262.16,261.72,265.02,,,
2003-11-28 21:32:58.000000,L5,360.73,355.64,338.86,344.03,348.02,345.13,329.20,322.75,315.69,347.38,352.57,351.06,342.37,344.23,345.43,334.08,336.03,339.83,344.18,342.55,346.69,352.78,352.74,345.54,339.75,333.87,321.76,306.99,298.47,294.20,326.09,339.63,368.40,362.78,344.31,330.06,316.74,316.09,314.55,304.43,302.08,308.03,313.81,314.56,311.81,301.42,301.71,283.80,293.60,310.87,286.03,280.12,279.34,288.46,286.75,277.50,268.06,259.87,265.05,,,
2003-12-14 21:33:02.337000,L5,366.57,357.33,342.61,346.78,352.80,343.88,325.60,314.48,309.11,346.99,352.38,348.10,343.28,339.49,346.05,331.89,336.71,337.01,340.82,344.22,345.46,356.96,355.24,346.05,345.18,338.96,328.86,309.02,299.79,297.10,327.27,338.65,366.44,364.31,350.21,328.33,318.89,320.50,310.76,303.31,299.48,308.81,314.93,312.37,312.33,305.43,303.87,280.46,297.77,310.98,293.28,282.52,278.80,286.65,288.63,273.14,268.14,258.27,263.47,,,
2003-12-30 21:33:12.497000,L5,361.87,355.68,343.92,352.62,354.67,346.57,330.88,318.06,308.10,340.45,349.44,347.33,349.98,343.09,350.39,336.06,332.53,332.93,335.99,335.04,337.35,346.54,350.27,339.64,338.03,339.75,329.74,311.45,300.53,295.42,325.16,337.25,362.77,362.70,342.13,334.52,319.38,324.06,316.30,303.49,304.62,311.20,313.39,314.49,307.70,301.12,298.65,276.07,302.46,311.81,292.62,284.58,278.28,288.51,289.36,280.04,268.92,249.96,,,,
2004-02-23 21:39:37.913000,L5,371.19,353.19,335.71,343.59,348.57,343.36,326.74,323.31,318.29,349.00,341.87,338.43,342.72,345.78,341.01,333.20,340.14,354.06,356.67,349.59,353.75,359.15,357.38,340.08,332.44,332.03,324.48,302.45,292.91,302.00,338.20,346.80,368.72,370.13,352.99,340.59,304.19,310.82,304.94,300.87,300.19,306.54,315.40,319.57,316.94,307.16,303.42,288.69,296.63,309.78,286.45,276.98,267.55,277.65,273.28,268.73,261.08,269.29,266.74,,,
