dates,nzd0324-0000,nzd0324-0001,nzd0324-0002,nzd0324-0003,nzd0324-0004,nzd0324-0005,nzd0324-0006,nzd0324-0007,nzd0324-0008,nzd0324-0014,nzd0324-0015,nzd0324-0016,nzd0324-0017,nzd0324-0018,nzd0324-0019,nzd0324-0020,nzd0324-0021,nzd0324-0022,nzd0324-0023,nzd0324-0024,nzd0324-0025,nzd0324-0026,nzd0324-0027,nzd0324-0028,nzd0324-0029,nzd0324-0030,nzd0324-0031,nzd0324-0032,nzd0324-0033,nzd0324-0034,nzd0324-0035,nzd0324-0036,nzd0324-0037,nzd0324-0038,nzd0324-0039,nzd0324-0040,nzd0324-0041,nzd0324-0042,nzd0324-0043,nzd0324-0044,nzd0324-0045,nzd0324-0046,nzd0324-0047,nzd0324-0048,nzd0324-0049,nzd0324-0050,nzd0324-0051,nzd0324-0052,nzd0324-0053,nzd0324-0054,nzd0324-0055,nzd0324-0056,nzd0324-0057,nzd0324-0058,nzd0324-0059,nzd0324-0060,nzd0324-0061,nzd0324-0009,nzd0324-0010,nzd0324-0011,nzd0324-0012,nzd0324-0013,satname
2000-12-04 21:50:58+00:00,326.11,328.79,282.43,,,,,,,335.8175,343.84,335.08,336.96999999999997,339.73999999999995,343.14333333333326,334.00666666666666,339.59,340.25499999999994,334.6566666666667,334.2,337.0133333333333,347.90333333333336,344.96,324.27,,333.44,310.85,308.03000000000003,261.18,297.26,306.51,335.485,367.85,,,,280.7,288.38,281.6700000000001,338.04,271.705,329.9325,291.69500000000005,319.10749999999996,321.945,305.51599999999996,306.535,293.53000000000003,309.12199999999996,322.47999999999996,304.288,300.40999999999997,296.98400000000004,302.896,296.646,290.13199999999995,282.602,306.36,328.77,,361.69,358.01,L7
2001-01-05 21:51:04+00:00,326.11,328.79,282.43,,,,,,,335.8175,343.84,335.08,336.96999999999997,339.73999999999995,343.14333333333326,334.00666666666666,339.59,340.25499999999994,334.6566666666667,334.2,337.0133333333333,347.90333333333336,344.96,324.27,,333.44,310.85,308.03000000000003,261.18,297.26,306.51,335.485,367.85,,,,280.7,288.38,281.6700000000001,338.04,271.705,329.9325,291.69500000000005,319.10749999999996,321.945,305.51599999999996,306.535,293.53000000000003,316.20166666666665,322.47999999999996,304.288,300.40999999999997,296.98400000000004,307.185,300.3833333333333,294.4816666666666,287.325,306.36,347.85,316.46,346.12,343.84000000000003,L7
2001-04-27 21:50:43+00:00,331.99,331.68,,,,,,,,325.93,303.0,319.62,316.88,333.64,330.835,325.45500000000004,316.21,319.03,320.0,315.68,313.46,328.3,,334.88,,,,,,,,,,,311.62,290.71,257.06,279.65,247.9,,276.98,339.72,277.25,338.95,332.24,320.01,323.34,321.67,337.615,328.07,313.85,308.92,302.68,318.35499999999996,313.07,306.24999999999994,302.79999999999995,287.51,366.93,316.46,346.12,343.84000000000003,L7
2001-05-13 21:50:33+00:00,331.99,331.68,,,,,,,,321.81,303.325,319.57,317.54499999999996,324.53666666666663,328.56666666666666,318.8766666666667,314.485,317.42999999999995,318.39,315.02,314.39,327.23,329.64,326.735,,,,,,276.21,310.75,335.06,,,311.62,290.71,257.06,279.65,247.9,,276.98,339.72,277.25,338.95,332.24,306.64,310.985,296.27,317.8433333333333,328.07,313.85,308.92,302.68,306.28666666666663,313.07,306.24999999999994,302.79999999999995,287.51,366.93,316.46,346.12,343.84000000000003,L7
2001-05-22 21:44:42+00:00,331.99,331.68,,,,,,335.38,329.19,321.81,309.98333333333335,319.57,317.54499999999996,324.53666666666663,328.56666666666666,318.8766666666667,314.485,317.42999999999995,318.39,315.02,314.39,327.23,329.64,326.735,,,,318.84,257.36,301.53,310.75,335.06,,,311.62,308.065,257.06,279.65,294.255,350.78,276.98,336.975,297.02,338.95,333.38,309.9433333333333,314.42,291.16333333333336,313.9,321.99,313.85,309.115,290.20000000000005,306.28249999999997,313.01,303.9866666666667,289.0266666666667,268.52,366.93,316.46,346.12,343.84000000000003,L7
2001-09-11 21:43:02+00:00,341.975,338.945,300.38,330.89,337.5,337.91,,335.38,329.19,320.05333333333334,315.2175,326.8966666666667,326.15000000000003,320.74,327.72999999999996,314.23,320.19666666666666,322.71666666666664,323.1933333333333,322.68,322.4166666666667,337.36333333333334,339.66499999999996,326.735,,347.08,316.09,313.875,268.96000000000004,300.87333333333333,310.75,335.06,,,311.62,308.065,257.06,279.65,313.27,350.78,280.375,334.23,297.02,,330.325,304.74,305.02000000000004,278.85999999999996,291.7333333333333,319.82000000000005,306.05,306.905,277.72,294.49999999999994,301.78,288.585,261.305,249.53,,,,,L7
2001-09-18 21:49:05+00:00,341.975,338.945,316.525,342.075,337.5,337.91,,335.38,332.57,320.05333333333334,315.2175,326.8966666666667,326.15000000000003,320.74,327.72999999999996,314.23,320.19666666666666,322.71666666666664,323.1933333333333,322.68,322.4166666666667,337.36333333333334,339.66499999999996,326.735,,347.78999999999996,316.09,313.875,268.96000000000004,300.87333333333333,310.75,335.06,,,311.62,308.065,257.06,279.65,314.425,342.885,293.57666666666665,334.23,309.84,332.54,328.18333333333334,304.82,305.635,281.6225,295.41999999999996,320.73333333333335,310.46000000000004,306.9166666666667,292.67,294.49999999999994,302.46,288.7233333333333,268.01666666666665,249.53,,340.5,323.23,,L7
2002-02-18 21:43:18+00:00,351.96,346.21,316.525,342.075,337.5,337.91,,,335.95,334.04499999999996,325.935,339.35,340.06,340.14,347.88,328.915,331.62,333.29,329.64,336.14,334.25,351.43,346.56,,,339.37666666666667,311.61,302.29,272.96000000000004,295.03499999999997,,,,,,,,,335.6033333333333,345.675,316.09666666666664,338.23,335.48,316.53,323.8233333333333,303.0833333333333,301.75666666666666,284.47,299.23333333333335,321.6066666666666,306.18,300.27333333333337,307.62,294.205,297.245,283.355,271.28499999999997,,,340.5,323.23,,L7
2002-02-25 21:49:35+00:00,351.96,346.21,316.525,342.075,337.5,337.91,,,335.95,334.04499999999996,325.935,339.35,340.06,340.14,347.88,328.915,331.62,333.29,329.64,336.14,334.25,351.43,346.56,,,339.37666666666667,311.61,302.29,272.96000000000004,295.03499999999997,,,,,,,,,329.155,338.62,316.435,338.23,335.48,325.84999999999997,326.7425,308.9175,301.75666666666666,291.1025,307.01,324.8225,310.485,304.7875,312.435,303.76,300.8566666666666,289.90000000000003,281.01,,,340.5,323.23,,L7
2002-03-06 21:43:47+00:00,351.96,346.21,316.525,342.075,337.5,337.91,,,335.95,334.04499999999996,325.935,339.35,340.06,340.14,347.88,328.915,331.62,333.29,329.64,336.14,334.25,351.43,346.56,,,339.37666666666667,311.61,302.29,272.96000000000004,295.03499999999997,,,,,,,,,327.404,337.9675,317.43,337.07500000000005,336.095,327.1925,326.944,308.98,304.85249999999996,290.63800000000003,308.098,324.27,309.526,303.61,307.88,303.5575,300.8025,288.4575,282.325,,,340.5,323.23,,L7
2002-03-22 21:43:16+00:00,,,,,,,,,,330.13,320.95,337.15,336.76,,,327.86,,,326.48,334.28,330.03,345.23,343.43,,,322.55,307.13,295.67,265.36,303.51,,341.76,357.18,352.54,322.23,289.61,250.39,,322.60999999999996,338.96,327.8,337.07500000000005,336.71,325.41,317.25,304.1125,302.1433333333333,288.0625,306.6975,319.88,303.59499999999997,296.4125,298.1433333333334,303.79,303.6666666666667,293.66,290.18666666666667,,340.05,,,,L7
2002-04-07 21:43:17+00:00,,,342.46,,,,,,343.75,341.745,320.95,337.15,336.76,,,327.86,,,326.48,334.28,330.03,345.23,343.43,,,322.55,307.13,295.67,265.36,303.51,,341.76,357.18,352.54,322.23,289.61,250.39,,322.60999999999996,335.315,326.9325,335.65333333333336,336.22,327.52000000000004,318.61,307.07800000000003,307.68,289.39,310.834,319.88,303.59499999999997,297.854,299.33500000000004,303.086,304.03749999999997,292.7125,288.0,241.68,340.05,,,334.49,L7
2002-06-10 21:43:00+00:00,,,342.46,,,,,,343.75,341.745,320.95,337.15,336.76,,,327.86,,,326.48,334.28,334.28,345.23,343.43,,,322.55,307.13,295.67,265.36,303.51,,341.76,357.18,352.54,322.23,289.61,250.39,,322.60999999999996,335.315,326.9325,335.65333333333336,336.22,327.194,319.4266666666667,307.26500000000004,309.402,288.9,309.58,320.88800000000003,303.634,296.8233333333333,298.26599999999996,302.32,304.87399999999997,293.402,288.54200000000003,241.68,340.05,,,334.49,L7
2002-07-19 21:48:57+00:00,334.33,338.29,342.46,,,,,,343.75,341.745,320.95,337.15,336.76,,,327.86,,,326.48,334.28,338.7633333333333,345.23,343.43,,,322.55,307.13,295.67,265.36,303.51,,341.76,357.18,352.54,322.23,289.61,250.39,,322.60999999999996,335.315,326.9325,335.65333333333336,336.22,327.194,319.4266666666667,307.1271428571428,310.52833333333336,291.9042857142857,312.61428571428576,323.4166666666667,306.08,296.8233333333333,298.26599999999996,304.0142857142857,305.2966666666667,294.3016666666667,289.91333333333336,241.68,340.05,,,334.49,L7
2002-08-20 21:48:46+00:00,334.33,341.34000000000003,319.595,325.21,,,,,343.75,353.36,,,,,,,,,,,343.13,,,,,,,,313.01,316.51,,341.76,357.18,352.54,322.23,289.61,250.39,,319.4533333333333,312.35,308.6,329.6466666666667,336.22,333.8625,318.405,307.0214285714286,311.41,292.82857142857137,314.7471428571429,323.8883333333333,307.2583333333334,299.3533333333333,298.49833333333333,304.40142857142854,299.26714285714286,294.04857142857145,287.06857142857143,241.68,340.05,,,334.49,L7
2002-09-14 21:42:42+00:00,335.595,339.4433333333333,309.65333333333336,326.975,342.23,340.19,297.37,305.18,325.275,340.28,326.46,325.34,330.06,338.97,335.44,316.7,325.67,325.59,327.74,316.23,336.1466666666667,333.15,331.35,,323.36,320.25,305.46,292.88,297.41999999999996,302.735,,341.76,357.18,352.54,322.23,289.61,262.74,289.56,305.405,297.59,295.4133333333333,312.15999999999997,314.24,325.22333333333336,310.83599999999996,301.51,307.67333333333335,287.65166666666664,308.68833333333333,319.752,301.926,294.50200000000007,290.814,298.52500000000003,290.15666666666664,290.83,284.55,241.68,340.05,,,334.49,L7
2002-09-30 21:42:11+00:00,336.82666666666665,339.8025,309.305,326.8066666666667,337.38,345.89,309.275,307.235,321.40000000000003,337.48333333333335,323.53999999999996,330.28499999999997,339.04499999999996,340.08000000000004,335.44,316.79999999999995,325.75,329.26,328.58500000000004,320.185,333.6175,333.76,331.35,,323.36,320.25,306.845,296.6,293.31666666666666,291.705,,,,,334.84,306.93,280.315,291.38,303.1566666666667,297.5525,297.06499999999994,312.15999999999997,318.95,325.22333333333336,317.764,304.7966666666667,309.845,288.39666666666665,309.515,321.598,302.324,297.91600000000005,293.70799999999997,297.46166666666664,287.7716666666667,288.2,280.29200000000003,241.68,,,,334.49,L7
2002-10-16 21:42:36+00:00,336.82666666666665,339.8025,298.25333333333333,326.8066666666667,337.38,345.89,309.275,307.235,310.225,329.545,323.53999999999996,330.28499999999997,339.04499999999996,340.08000000000004,335.44,316.79999999999995,325.75,329.26,328.58500000000004,320.185,333.6175,333.76,331.35,,323.36,320.25,306.845,296.6,293.31666666666666,291.705,,,,,334.84,306.93,280.315,291.38,303.1566666666667,288.61,297.0475,301.835,310.56,320.90999999999997,318.238,303.75166666666667,308.555,289.53666666666663,308.615,323.67,305.6766666666667,300.446,295.47,298.375,284.29600000000005,287.866,280.005,,333.9,336.2,337.29,342.81,L7
2002-10-23 21:48:27+00:00,336.82666666666665,339.8025,298.25333333333333,326.8066666666667,337.38,345.89,309.275,307.235,310.225,329.545,323.53999999999996,330.28499999999997,339.04499999999996,340.08000000000004,335.44,316.79999999999995,325.75,329.26,328.58500000000004,320.185,333.6175,333.76,331.35,,323.36,320.25,306.845,296.6,293.31666666666666,291.705,,,,,334.84,306.93,280.315,291.38,303.1566666666667,288.61,297.0475,301.835,310.56,320.90999999999997,318.238,303.75166666666667,308.555,293.54714285714283,311.1214285714286,324.9842857142857,307.4857142857143,301.94166666666666,296.67333333333335,299.51714285714286,287.59833333333336,289.5783333333333,283.27799999999996,,336.615,340.705,337.635,342.81,L7
2002-12-10 21:48:53+00:00,336.82666666666665,339.8025,298.25333333333333,326.8066666666667,337.38,345.89,309.275,307.235,310.225,329.545,323.53999999999996,330.28499999999997,339.04499999999996,340.08000000000004,335.44,316.79999999999995,325.75,329.26,328.58500000000004,320.185,331.98,333.76,331.35,,323.36,320.25,306.845,296.6,293.31666666666666,291.705,,,,,334.84,306.93,280.315,291.38,303.1566666666667,288.61,297.0475,301.835,310.56,315.93,316.92,302.86199999999997,307.008,294.73,312.42333333333335,324.99499999999995,308.1016666666667,303.996,297.21000000000004,302.82,289.0,292.3666666666667,287.418,,336.615,340.705,337.635,342.81,L7
2003-03-16 21:49:22+00:00,339.29,340.88,315.5,323.115,332.53,351.59,313.615,315.245,313.65,332.895,315.975,332.315,343.375,337.1,334.01,327.21,324.90999999999997,330.01,330.365,328.26,338.18499999999995,347.3,,,,,308.23,289.78499999999997,285.11,287.62,,,,,334.84,313.0,285.54,293.2,318.285,322.615,313.14000000000004,278.05,326.805,324.78,323.27666666666664,308.40333333333336,310.05,296.06500000000005,306.77250000000004,325.1125,307.02,304.9225,301.4575,304.722,302.235,293.46,283.145,,336.615,340.705,337.635,342.81,L7
2003-05-03 21:49:25+00:00,,,322.74,319.76,,,306.05,321.2,,333.9,311.33,329.4,338.72,333.01,334.01,337.52,323.99,327.09,331.3,337.245,350.34,360.23,,,,,,279.25,,280.79,,,,,,319.07,,,327.08000000000004,340.505,319.43,294.21000000000004,325.24,324.78,324.46,311.81,310.93,286.91,286.38,319.86,302.90999999999997,297.89,300.07000000000005,309.1766666666667,308.43,299.9266666666667,288.53000000000003,,,,,,L7
2003-05-12 21:43:12+00:00,,,310.11,319.76,,,306.05,321.2,,333.9,311.33,329.4,338.72,333.01,334.01,337.52,323.99,327.09,331.3,337.245,350.34,360.23,,,,,,279.25,,280.79,,,,,,319.07,,,324.42333333333335,339.0933333333333,321.89,301.54333333333335,325.24,324.78,324.46,317.56,310.93,297.62,304.825,322.3,304.50666666666666,300.505,298.6066666666667,311.065,311.47333333333336,300.235,289.5775,,,,,,L7
2003-10-18 21:38:36+00:00,369.69,356.81,315.385,340.8,352.09,,329.17,323.17,314.34,349.4,355.14,345.67,337.02,338.01,340.63,327.79,329.28,343.59,350.36,344.33500000000004,349.65,357.73,355.68,,,337.4,327.24,308.17,305.51,298.73,,344.73,367.64,370.91,,,317.27,310.8,316.31666666666666,321.78333333333336,312.8666666666667,309.60999999999996,309.93,322.55,320.34,315.7,307.17,299.335,311.86,319.625,302.5466666666667,292.16499999999996,289.24666666666667,300.7866666666667,317.56,301.6600000000001,292.31999999999994,261.72,265.02,,,,L5
2004-02-23 21:39:37+00:00,369.69,355.0,334.5,342.195,350.33,,329.17,323.24,316.315,349.2,348.505,342.05,339.87,338.01,340.82,327.79,334.71,348.825,353.515,348.075,351.7,357.73,355.68,,,337.4,327.24,305.31,299.21000000000004,300.365,,345.765,368.18,370.91,,,310.73,310.81,309.265,298.365,297.505,304.395,312.66499999999996,321.06,318.64,307.625,305.295,289.515,298.53999999999996,312.145,289.105,279.095,269.005,278.80499999999995,273.28,268.73,261.08,265.505,265.88,,,,L5
2004-03-19 21:33:59+00:00,369.69,355.0,338.08,342.195,350.33,,329.17,324.12,318.1033333333333,347.68333333333334,349.7833333333333,345.5,343.2633333333333,338.01,340.82,327.79,336.93666666666667,347.4533333333333,350.47,347.59999999999997,349.74666666666667,357.73,355.68,,,337.4,327.24,308.2966666666667,301.74333333333334,300.37666666666667,336.17,345.31,368.18,370.91,,,313.43666666666667,316.3833333333333,312.06333333333333,301.9433333333333,299.92,306.32666666666665,316.33666666666664,322.8966666666667,317.9266666666667,307.50666666666666,305.8866666666667,288.45,299.2833333333333,313.2033333333333,291.88,282.95,275.5,283.4833333333333,281.1,277.115,264.765,264.9166666666667,265.37333333333333,,,,L5
2004-04-20 21:34:19+00:00,,353.19,340.475,343.59,348.57,,,331.07666666666665,327.81666666666666,346.825,347.10499999999996,345.41499999999996,346.385,,341.01,,340.765,349.385,350.52500000000003,348.12,349.795,,,,,,,308.36,299.86,309.7,336.17,345.6,368.72,,,,311.52,319.17499999999995,318.73333333333335,313.94,309.71333333333337,313.8333333333333,324.2333333333333,327.02333333333337,320.02000000000004,307.43666666666667,307.4533333333333,290.98333333333335,302.18333333333334,316.43333333333334,295.75666666666666,286.76000000000005,281.3,288.95,285.15333333333336,279.7166666666667,269.12666666666667,272.09666666666664,269.72,,,,L5
2004-06-23 21:36:10+00:00,,353.19,340.475,343.59,348.57,,,331.07666666666665,327.81666666666666,337.9066666666667,337.73,337.45,346.385,,341.01,320.8,333.50666666666666,340.34666666666664,342.4533333333334,339.94666666666666,340.58,333.04,335.23,318.46,329.73,312.94,311.46,308.36,299.86,309.7,325.82000000000005,338.98333333333335,361.85,351.25,334.65,322.13,307.8333333333333,313.0533333333333,313.08750000000003,307.4,304.8575,310.3275,315.965,327.02333333333337,320.02000000000004,307.43666666666667,307.4533333333333,290.98333333333335,302.18333333333334,316.43333333333334,288.755,280.65250000000003,275.9975,283.84000000000003,283.1575,279.7166666666667,269.12666666666667,272.09666666666664,269.72,,,,L5
2004-09-18 21:44:34+00:00,,,,,,,,344.08000000000004,343.08000000000004,335.25,340.44500000000005,321.52,,,351.0,336.175,338.12,339.435,341.735,323.6,322.15,333.04,335.23,318.46,329.73,312.94,311.46,,325.49,326.7,315.47,335.995,354.98,351.25,334.65,322.13,313.275,315.25,319.24,312.8066666666667,310.15333333333336,316.77,317.24333333333334,331.28499999999997,324.97,309.01,309.25,295.185,306.61,318.21000000000004,288.3533333333333,280.7133333333333,277.62666666666667,285.28000000000003,284.49,283.53,274.94500000000005,278.775,277.905,,,,L5
2004-10-20 21:45:16+00:00,367.41,360.12,335.21,342.47,349.86,345.55,326.77,333.995,330.06,340.3966666666667,344.73,331.1,337.52,340.26,345.51,335.54,336.1566666666667,339.04,344.02333333333337,335.245,333.96,347.08500000000004,346.005,318.46,329.73,322.65,318.67499999999995,305.4,311.745,298.17,319.27,338.68333333333334,362.665,351.25,334.65,329.86,315.22666666666663,313.51666666666665,311.1133333333334,302.81666666666666,300.5733333333333,310.11333333333334,308.8066666666667,321.405,319.35,309.03,305.57,289.82,299.96500000000003,311.20500000000004,284.43,278.6333333333333,277.0566666666667,281.91,280.2966666666667,281.435,271.33000000000004,265.33000000000004,272.515,,,,L5
2004-12-16 21:40:11+00:00,364.29,359.58000000000004,339.835,345.485,351.245,348.95500000000004,331.095,332.5833333333333,328.2366666666667,341.3325,345.11,336.24666666666667,340.42499999999995,344.54499999999996,347.23333333333335,337.7825,338.20500000000004,339.6325,344.4325,336.96,335.32666666666665,347.9166666666667,346.3966666666667,318.46,334.46500000000003,322.65,322.6166666666666,313.215,309.5833333333333,306.485,322.9766666666667,338.8525,364.5466666666667,358.195,334.65,330.1133333333333,315.85,315.2575,313.69000000000005,304.4525,302.73249999999996,311.3475,312.2025,319.9533333333333,316.68333333333334,307.42333333333335,304.37,285.8066666666667,297.5,310.06333333333333,285.3225,280.09749999999997,279.195,283.275,282.6,281.3066666666667,272.04,265.84666666666664,272.515,,,,L5
2005-01-17 21:41:01+00:00,364.29,359.58000000000004,339.835,345.485,351.245,348.95500000000004,331.095,332.5833333333333,328.2366666666667,348.42,353.77,347.18,345.30999999999995,344.54499999999996,347.23333333333335,343.4433333333334,342.65,345.42,350.47333333333336,343.64,341.915,355.355,351.98,,339.2,332.36,328.19499999999994,316.42,306.49,307.92333333333335,326.73,341.6925,369.33000000000004,365.14,,334.10499999999996,323.40749999999997,322.5775,321.1925,309.4675,306.9125,314.77500000000003,319.5,320.28,316.11,306.745,306.2125,287.075,298.3325,311.7125,292.785,287.35,285.785,288.07,286.505,281.7525,272.815,265.84666666666664,272.515,,,,L5
2005-02-09 21:47:07+00:00,364.29,359.58000000000004,339.2133333333333,345.485,351.245,348.95500000000004,331.095,331.88,327.4875,345.45500000000004,352.36800000000005,346.05,344.5,344.54499999999996,347.23333333333335,343.4433333333334,342.65,345.42,350.47333333333336,343.64,341.68,355.355,351.98,,337.61,332.36,328.19499999999994,318.6375,309.692,310.77,326.73,341.6925,369.33000000000004,365.14,,329.87333333333333,320.306,320.948,318.54,310.576,308.788,317.072,321.428,322.38,318.724,307.864,306.064,285.522,298.828,309.922,290.94,286.23400000000004,284.45799999999997,287.724,286.3,282.092,272.01,267.4325,272.2966666666667,,,,L5
2005-02-18 21:41:30+00:00,364.29,359.58000000000004,339.2133333333333,345.485,351.245,348.95500000000004,331.49333333333334,330.148,325.4,345.45500000000004,352.36800000000005,346.05,344.5,346.2733333333333,348.4475,342.93,343.358,345.275,350.45250000000004,345.9433333333333,344.34749999999997,355.355,351.98,,337.61,332.36,328.19499999999994,319.64,309.26166666666666,311.61199999999997,326.73,341.97400000000005,369.33000000000004,365.14,,329.87333333333333,320.8733333333333,320.948,318.535,309.995,308.24833333333333,316.92333333333335,321.9216666666667,322.77666666666664,319.355,308.37666666666667,306.46,287.0683333333333,300.3533333333333,310.81333333333333,291.84,287.02,285.44,288.93666666666667,286.3,282.092,272.01,267.152,271.2375,,,,L5
