dates,satname,nzd0201-0000,nzd0201-0001,nzd0201-0002,nzd0201-0003,nzd0201-0004
1999-09-29 21:52:52.243000,L7,339.86,342.72,310.67,285.04,316.27
1999-10-15 21:52:49.322000,L7,335.56,319.59,306.39,282.56,318.56
1999-12-09 21:58:57.676000,L7,365.77,369.57,380.87,407.50,398.93
2000-01-10 21:58:52.465000,L7,358.09,360.49,354.88,351.80,371.94
2000-02-04 21:52:37.377000,L7,315.84,313.33,300.41,281.43,308.25
2000-02-20 21:52:29.720000,L7,337.29,313.82,301.26,281.21,363.98
2000-03-14 21:58:35.291000,L7,316.98,312.95,303.95,295.93,314.58
2000-03-30 21:58:33.541000,L7,365.64,364.61,381.78,393.97,384.64
2000-05-17 21:58:07.485000,L7,,,,,319.94
2000-09-15 21:50:25.712000,L7,,,404.88,362.99,362.16
2000-10-17 21:50:01.277000,L7,342.53,338.94,326.44,342.21,319.38
2000-12-20 21:50:16.996000,L7,333.64,324.16,295.28,285.79,306.56
2001-01-05 21:50:16.585000,L7,362.87,348.67,348.29,346.06,354.41
2001-03-10 21:50:10.732000,L7,335.57,324.98,309.62,299.47,314.60
2001-06-21 21:55:29.297000,L7,,,,288.99,320.55
2001-09-09 21:54:36.880000,L7,349.19,323.71,311.13,368.11,370.25
2001-09-18 21:48:17.356000,L7,,,392.10,378.38,353.46
2001-09-25 21:54:28.694000,L7,327.31,326.17,318.94,315.25,320.37
2001-10-11 21:54:09.862000,L7,397.48,390.63,,,
2001-10-20 21:48:09.707000,L7,337.66,331.88,324.62,308.14,318.60
2001-12-30 21:54:37.254000,L7,378.89,382.88,388.19,399.52,
2002-01-24 21:48:42.967000,L7,365.38,360.59,306.65,304.67,318.04
2002-01-31 21:54:50.570000,L7,332.72,324.03,295.57,278.09,315.61
2002-02-16 21:54:54.191000,L7,,,371.68,382.88,356.48
2002-02-25 21:48:47.943000,L7,363.38,363.88,369.90,296.72,318.03
2002-03-29 21:48:39.145000,L7,309.13,315.05,301.66,,
2002-06-01 21:48:28.245000,L7,,,,,318.37
2002-06-24 21:54:28.353000,L7,319.36,324.98,297.75,,
2002-08-27 21:54:00.253000,L7,319.09,323.13,310.19,349.61,366.17
2002-10-07 21:47:33.100000,L7,321.27,321.48,315.09,280.98,315.90
2002-10-14 21:53:43.769000,L7,343.21,311.45,299.53,349.40,361.75
2002-10-23 21:47:39.211000,L7,342.48,319.14,299.45,302.35,304.34
2002-12-26 21:48:11.926000,L7,347.01,345.85,339.85,339.13,343.75
2003-01-18 21:54:30.278000,L7,336.73,322.95,310.03,296.90,314.63
2003-04-24 21:54:46.433000,L7,328.52,322.38,310.68,358.86,368.12
2003-05-03 21:48:37.175000,L7,,,299.29,283.87,311.62
2003-05-10 21:54:46.466000,L7,336.90,348.71,312.64,313.59,365.36
2003-07-21 21:42:33.857000,L5,316.08,316.87,303.82,300.10,298.32
2003-08-15 21:36:48.503000,L5,314.62,308.95,293.45,287.76,294.77
2003-10-18 21:37:48.406000,L5,318.15,312.80,303.24,299.09,297.97
2003-10-25 21:44:04.226000,L5,315.34,320.13,306.81,306.13,311.82
2003-11-19 21:38:14.402000,L5,315.62,307.55,300.51,303.11,306.26
2004-01-22 21:38:40.402000,L5,322.67,311.21,300.33,289.14,291.51
2004-03-17 21:45:08.368000,L5,293.03,289.28,287.55,281.53,293.57
2004-04-02 21:45:18.969000,L5,324.19,314.73,304.41,299.97,302.97
2004-04-18 21:45:49.558000,L5,315.99,314.05,292.71,289.71,292.73
2004-05-04 21:46:16.049000,L5,,,294.54,305.94,312.23
2004-05-20 21:46:44.438000,L5,,,293.41,283.42,288.66
2004-07-23 21:48:33.165000,L5,310.13,315.39,301.02,287.72,292.71
