dates,satname,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
2003-08-29 21:51:49.928000,L5,374.89,375.62,377.98,363.17,371.39,376.73,379.07,385.13,374.71,375.81,386.24,381.36,383.13,380.73,378.16,366.50,363.89,354.93,363.67,384.30,371.13,368.68,377.34,375.43,385.15,380.40,388.07,384.77,384.68,378.89,375.72,375.63,392.78,376.62,370.52,368.73,376.50,376.01,367.75,371.95,366.97,378.26,374.43,367.41,367.25,366.15,372.13,370.20,383.49,375.30,376.08,375.42,372.47,374.35,371.24,365.40,362.65,352.04,350.55,354.10,365.62,371.71,367.84,368.53,316.93,310.36,329.40,328.18,371.38,371.58,364.31,372.81,372.78,372.17,371.15,362.73,356.40,357.37,354.59,338.45
2003-10-07 21:58:35.519000,L5,,,389.70,369.97,374.79,378.80,384.11,383.73,381.57,379.06,385.86,384.20,382.02,382.59,386.20,373.78,372.98,366.08,373.85,388.16,379.89,374.04,387.28,384.24,,375.80,386.07,388.13,385.37,383.46,377.85,375.35,392.45,376.09,371.16,371.10,380.13,382.20,378.21,380.26,378.39,383.59,378.76,375.74,374.15,371.04,376.26,372.18,379.11,376.97,376.62,371.04,376.05,379.91,383.62,374.55,369.04,364.31,359.09,365.09,375.00,371.21,367.81,366.11,324.35,313.21,327.79,334.49,371.47,373.09,360.88,376.82,367.17,369.34,367.57,360.94,354.98,356.67,357.84,350.68
2003-11-17 21:52:57.120000,L5,374.97,369.82,383.80,366.83,376.65,380.78,384.15,387.15,380.89,378.42,381.24,378.57,376.73,373.96,376.13,362.60,360.14,354.17,362.70,379.13,373.54,372.88,384.08,383.67,,,,391.74,387.60,383.25,374.51,368.74,379.63,370.64,361.52,363.94,371.90,370.86,369.16,370.31,366.03,380.09,379.33,372.19,373.68,372.89,378.41,372.42,381.30,374.54,369.00,362.73,360.35,364.66,366.70,361.72,363.10,361.14,357.64,364.17,366.54,377.00,372.46,368.89,323.88,315.25,330.72,332.90,362.84,362.97,354.36,362.73,371.51,364.30,358.56,352.45,333.09,337.58,343.02,330.94
2003-12-26 21:59:30.091000,L5,,,398.82,387.38,381.17,387.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.55,385.66,379.99,,,392.62,381.38,376.26,372.55,366.77,379.15,386.93,378.92,375.85,373.22,338.36,363.65,355.46,354.04,382.39,380.20,371.72,390.73,373.83,375.81,377.65,368.45,361.37,361.43,377.55,363.88
2004-01-27 21:59:38.149000,L5,,,,377.52,387.16,388.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.56,384.96,370.01,368.15,363.33,371.27,375.07,381.54,377.56,372.90,338.59,356.82,356.72,343.90,,,,,377.42,383.59,385.43,382.52,375.62,373.27,377.95,362.55
2004-03-31 21:59:59.745000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.37,382.27,370.92,374.50,382.02,386.43,388.30,389.98,,,,,,,,,385.86,388.73,386.42,,,,,
2004-05-18 22:01:26.569000,L5,387.75,373.05,383.98,373.35,378.85,379.99,388.75,,,,,384.65,383.74,384.38,387.38,373.13,369.13,364.11,372.99,388.06,377.96,368.63,386.36,384.65,389.49,380.75,384.92,,,,,,,377.11,372.29,370.62,380.70,376.99,375.88,377.85,378.04,384.32,380.28,375.07,379.75,380.31,384.98,377.75,,379.69,374.99,372.94,368.26,375.87,379.64,375.67,369.39,364.11,359.13,366.78,372.25,374.77,374.31,370.77,316.52,327.87,334.73,331.62,376.05,375.09,365.74,373.60,376.27,368.13,370.46,355.36,352.91,355.73,359.56,344.61
2004-06-12 21:55:59.429000,L5,,,385.95,374.03,377.84,383.77,386.98,391.41,,,,,,,,382.35,372.57,362.40,369.31,383.72,378.66,369.00,379.25,380.23,388.78,380.24,389.99,391.59,385.79,381.30,379.00,380.46,385.74,377.14,375.66,380.65,388.66,379.77,381.60,381.74,376.94,385.87,381.60,375.22,368.91,372.25,383.27,376.96,,379.95,386.84,374.99,365.74,379.91,378.42,371.23,362.13,361.42,358.00,368.77,373.34,376.35,370.33,368.13,305.92,337.13,333.87,333.61,371.60,372.84,369.33,375.70,371.69,373.55,374.50,368.05,364.22,362.32,356.77,352.06
2004-07-21 22:03:15.748000,L5,,,,340.25,371.19,374.88,381.46,383.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.26,367.37,366.47,364.43,354.31,348.86,346.16,356.32,369.02,366.49,368.15,356.90,,,266.87,316.36,,385.78,371.73,375.41,362.98,365.81,363.13,360.55,360.09,357.94,355.61,343.07
2004-10-18 21:59:11.702000,L5,,,390.13,373.28,378.90,384.77,389.20,,,,,,,,,382.12,381.58,373.58,381.10,394.57,380.22,376.82,388.68,387.53,,,,,,,,,,,,,,,387.97,389.64,380.16,384.31,381.43,372.82,375.70,377.32,380.90,376.86,386.95,383.63,385.31,382.56,377.95,385.16,386.01,376.17,367.79,361.16,361.12,362.59,372.68,376.77,371.90,371.09,333.95,332.19,335.93,336.73,381.46,381.42,375.54,383.28,376.92,376.06,377.12,370.80,363.62,367.21,364.43,355.65
2005-01-13 22:06:52.927000,L5,,,390.72,383.50,388.11,387.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.03,374.75,371.53,366.18,375.02,375.54,379.35,372.84,369.38,366.01,371.62,381.29,383.94,380.73,379.15,331.80,342.76,342.29,342.91,371.28,368.01,360.19,370.93,380.99,366.67,367.87,359.57,354.02,352.44,352.82,344.99
2005-01-22 22:00:50.292000,L5,,,388.98,368.87,377.36,378.72,385.88,389.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.56,383.30,383.06,373.83,378.10,379.08,380.14,378.06,386.51,378.06,380.27,383.11,382.36,,388.54,381.03,373.19,359.07,353.05,358.88,366.99,369.56,371.41,368.89,327.48,324.38,332.39,332.47,384.27,381.32,376.33,384.43,370.25,374.73,379.14,377.22,367.66,370.04,370.71,359.93
2005-02-14 22:07:21.106000,L5,382.12,376.10,383.50,375.96,382.86,385.14,390.84,,,,,,389.35,387.12,386.01,375.70,371.66,365.26,372.25,385.78,384.97,381.45,394.48,,,,,,,,386.83,380.86,392.42,376.89,370.22,372.14,381.04,380.26,375.10,382.54,374.16,389.92,,,,,,,,385.92,381.81,378.98,368.45,375.62,375.34,368.85,364.09,366.65,361.61,368.88,377.00,379.22,378.94,374.23,328.43,330.20,335.83,338.63,369.63,370.38,361.72,369.39,375.40,380.58,375.36,362.56,357.36,353.16,356.02,343.88
2005-05-14 22:01:54.308000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.06,375.28,371.32,376.49,372.05,366.66,368.92,376.61,370.02,,386.49,383.46,374.37,369.58,365.49,356.64,364.15,373.17,380.08,376.46,371.52,,,,,376.68,385.55,376.43,387.28,372.73,373.74,369.39,354.90,347.26,352.63,359.05,349.91
2005-06-15 22:02:10.206000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.54,386.75,381.79,373.34,371.44,387.50,384.82,,,,,,,,,,,,,,384.92,377.37,372.03,373.60,376.67,361.95
2005-06-22 22:08:22.866000,L5,368.75,376.39,379.20,369.99,378.84,376.63,385.64,386.29,,,,,,382.47,383.10,368.90,369.35,358.41,365.93,387.84,375.74,366.52,380.53,376.43,386.02,380.82,384.45,386.06,384.74,383.12,375.85,379.42,390.26,382.58,367.42,365.05,378.03,369.14,370.12,375.33,371.60,373.83,375.71,369.65,369.97,377.11,381.45,378.12,381.38,379.55,382.05,373.81,365.78,368.96,373.14,368.37,364.55,358.14,356.30,359.19,372.52,374.85,377.83,369.45,309.36,290.35,338.16,323.89,379.19,377.41,360.90,372.38,380.68,375.82,375.14,369.66,363.87,359.59,360.85,346.19
2005-08-09 22:08:46.932000,L5,378.17,374.99,379.89,363.56,379.40,386.32,388.32,390.60,,,,,,,390.56,367.51,372.41,362.38,370.59,381.72,374.77,370.86,380.54,377.41,382.13,385.84,393.65,,,,,,,383.94,374.14,374.10,377.38,372.38,370.28,375.02,367.84,381.55,375.06,366.90,375.43,371.53,383.02,380.32,382.94,380.12,387.12,382.65,363.51,371.46,373.33,364.86,366.33,356.42,355.14,360.34,365.35,374.13,376.83,371.10,322.45,331.41,340.10,332.39,379.97,381.89,373.37,377.73,378.33,380.92,378.88,371.11,360.36,364.06,363.74,342.56
2005-08-25 22:08:52.862000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.55,386.90,377.68,371.82,374.77,376.80,366.61
2005-09-10 22:08:55.708000,L5,375.48,374.48,375.91,372.77,378.71,381.83,384.00,385.92,385.45,381.79,389.65,,389.54,382.66,382.96,367.98,368.10,360.80,371.68,383.07,372.88,369.17,380.04,380.03,390.25,380.08,390.50,388.62,382.98,381.10,375.59,375.98,391.78,377.93,362.42,367.11,375.43,370.93,370.25,372.08,363.30,376.30,373.17,366.52,371.58,372.65,379.21,376.11,384.12,377.63,380.17,374.05,364.05,370.33,371.90,365.34,362.86,351.52,352.41,362.33,371.87,379.42,374.99,371.99,320.46,317.37,325.17,329.61,376.93,377.83,362.18,367.63,374.60,377.68,374.83,368.64,360.44,352.40,355.11,341.78
2005-11-13 22:09:08.414000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.19,377.30,378.14,376.11,369.47,380.52,375.14,370.30,361.49,366.81,373.49,363.82,345.55,353.45,356.81,353.10,353.33,367.00,367.86,376.98,372.98,376.06,384.35,388.06,382.15,378.32,382.38,387.01,366.90,361.58,352.60,353.81,357.83,365.33,371.40,365.77,363.85,,,,,381.56,382.00,372.88,381.79,371.05,376.98,377.85,373.21,363.39,367.94,367.01,356.10
2006-02-17 22:11:22.491000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.72,387.84,387.43,377.65,378.38,382.24,385.43,384.87,,385.05,388.81,384.41,376.53,382.45,386.42,379.33,371.01,367.18,361.04,368.55,373.90,382.74,381.40,375.88,,,,,381.62,384.22,371.24,381.35,379.40,380.22,379.33,375.20,365.18,362.94,368.12,355.54
2006-03-14 22:05:42.635000,L5,371.54,363.01,366.54,368.61,375.96,373.11,377.14,379.89,367.36,367.51,375.15,375.88,374.61,371.42,376.59,364.89,363.43,355.26,368.39,381.26,368.15,362.98,373.31,370.54,378.00,368.81,376.62,379.80,366.30,356.83,351.08,345.57,358.91,355.41,347.24,343.24,349.15,352.31,346.51,362.90,359.29,372.65,372.97,360.57,365.44,369.15,376.97,373.07,372.13,370.67,372.07,364.07,363.73,363.48,360.91,342.50,355.08,321.72,299.30,,,,,,305.36,303.53,324.86,327.39,363.45,364.82,356.98,366.46,,,,,,,,
2006-04-15 22:06:18.610000,L5,,377.49,384.91,378.16,384.34,384.33,390.38,,,,,,,,390.44,377.58,378.27,369.74,375.08,390.86,382.06,374.45,387.21,384.40,,,,,,,,,,383.96,376.62,377.49,386.27,386.64,378.82,382.41,378.70,386.23,388.86,375.25,381.34,381.31,386.22,382.74,386.27,384.14,388.40,382.65,375.09,378.15,380.15,376.85,369.09,366.89,362.90,367.90,375.35,377.70,378.14,375.29,326.65,342.14,347.31,343.76,381.49,379.44,372.68,376.53,375.68,378.52,376.16,368.03,364.04,363.05,364.76,353.14
2006-04-22 22:12:36.093000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.87,380.22,381.45,383.10,383.05,386.85,383.95,385.09,,,,,,,,,385.53,389.81,384.75,382.72,377.80,379.54,,
2006-06-02 22:07:00.083000,L5,,,,,,284.32,286.79,317.36,270.86,273.90,269.01,,,,,,,,,,,,,,,,,,,,,,,,,263.64,288.84,276.11,273.01,285.71,298.07,328.87,309.13,289.49,297.50,315.00,314.93,318.84,321.22,317.27,309.26,323.61,289.09,326.43,332.91,329.60,322.54,320.39,279.05,284.26,292.59,321.41,327.16,327.71,,,,,327.32,322.39,318.22,271.01,328.27,324.23,328.21,326.30,329.24,328.96,332.85,307.65
2006-06-25 22:13:31.961000,L5,,381.12,382.76,381.01,,,,,,,,,,,,378.06,378.78,369.72,376.50,391.56,381.45,374.82,384.86,382.61,388.06,,,,,,,,,,385.02,375.64,384.18,384.46,377.67,377.42,373.64,381.38,384.68,370.60,372.46,383.19,,,,,,389.56,370.75,373.57,383.58,369.79,362.54,356.65,350.87,351.36,370.70,364.87,374.22,381.38,310.13,349.87,355.70,354.98,388.46,380.50,372.82,378.58,362.00,365.38,365.25,368.55,369.80,370.92,368.63,352.27
2006-08-05 22:07:55.109000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.68,388.60,388.93,379.28,385.98,377.09,376.00,380.00,365.06,381.00,390.67,380.73,372.97,365.90,356.25,362.03,375.66,376.87,382.81,374.56,,,,,377.84,378.96,371.60,364.15,376.78,388.11,376.76,378.37,376.06,372.99,378.00,362.93
2006-08-28 22:14:23.601000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,268.53,354.69,361.02,363.36,360.48,358.21,358.68,374.35,364.18,355.08,353.32,354.67,351.19,345.41,346.57,339.91,354.44,349.97,346.51,344.05,340.19,354.39,359.38,366.99,359.48,365.54,362.07,342.72,347.91,352.93,346.34,340.00,327.09,313.79,316.87,328.25,326.46,340.62,332.86,,,,,362.81,355.62,347.48,359.48,,344.00,348.02,353.56,350.73,353.61,355.59,322.64
2006-09-13 22:14:35.259000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.58,380.11,384.92,386.85,389.67,381.48,388.31,378.46,387.11,,,,,,,,,,,377.94,380.64,382.08,374.87,367.20,361.81,365.53,372.68,379.37,383.59,383.95,390.29,,,,,386.05,382.18,372.21,380.54,,388.65,385.44,377.54,362.27,361.15,361.82,357.65
2006-10-08 22:08:40.914000,L5,,,382.01,376.20,378.34,380.88,384.45,389.08,,,,,,,,380.52,380.93,371.01,378.60,392.51,382.87,376.20,387.52,387.52,392.44,379.14,387.92,388.59,383.16,379.95,375.27,371.53,391.46,378.95,371.36,377.84,386.93,385.15,380.16,384.17,377.33,388.03,385.50,376.12,378.35,370.93,374.92,369.38,376.85,373.36,376.53,372.27,375.11,380.51,380.14,375.41,369.79,362.41,356.46,360.06,363.30,365.26,364.73,358.35,323.23,322.61,336.13,340.14,372.74,372.29,365.73,379.46,349.37,355.21,358.20,355.88,354.09,364.72,364.08,354.85
2006-10-31 22:15:04.884000,L5,,379.54,373.47,359.80,370.44,370.22,374.78,376.13,367.83,370.16,377.43,386.33,,,388.76,375.45,374.59,367.09,374.15,387.99,377.89,375.02,375.09,367.85,380.93,373.16,379.09,381.03,376.20,375.99,371.35,366.20,383.62,384.10,359.67,354.12,380.10,379.36,,,,349.86,374.20,301.73,290.38,272.27,276.05,,,,,,325.40,344.99,340.52,,,,,,,,,,309.85,314.57,327.07,320.72,,,317.04,267.99,,,,,,,,
2006-11-25 22:09:07.763000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.71,380.00,381.46,374.30,367.75
2007-01-03 22:15:37.058000,L5,374.66,375.25,372.67,372.42,379.95,387.09,386.02,386.82,377.18,376.78,388.36,386.41,382.34,385.33,380.59,366.91,377.46,370.90,380.15,,,,,,,,,,,385.61,377.74,372.59,380.05,379.06,367.32,367.24,382.06,383.60,379.67,384.75,380.68,392.94,,376.09,382.17,380.57,382.91,371.88,372.50,366.96,369.81,364.40,375.30,379.92,381.91,376.46,372.54,364.53,360.70,368.26,373.85,382.65,385.72,383.82,316.33,328.25,334.56,336.58,362.97,378.77,367.58,379.59,389.43,371.50,362.58,362.40,325.09,325.85,351.53,335.65
2007-09-09 22:07:45.163000,L5,,,386.04,383.27,387.07,386.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.51,381.16,375.09,378.59,376.98,381.96,377.88,378.13,372.51,370.15,377.84,376.45,369.75,365.17,362.69,359.10,361.34,367.61,368.06,364.72,368.69,330.00,348.74,345.57,343.66,373.78,373.58,365.71,375.12,368.58,364.74,362.68,357.76,349.19,356.59,360.11,351.75
2008-11-14 21:57:52.281000,L5,377.43,376.91,383.23,378.99,384.57,391.00,,,,,,,,,,379.30,374.18,367.84,375.47,390.01,380.05,372.35,385.78,386.36,,,,,,,,,,,381.46,376.86,386.19,386.63,379.60,381.49,380.01,385.77,384.21,373.16,379.61,380.98,385.50,385.16,,385.65,381.45,375.50,359.68,361.47,362.37,355.20,354.57,351.60,345.13,353.50,361.71,365.59,363.85,367.08,333.67,340.30,339.46,345.30,377.01,378.65,363.34,364.72,369.24,370.63,368.10,365.62,358.68,347.68,351.36,342.34
2008-12-23 22:05:16.170000,L5,,,386.22,381.25,386.86,386.13,,,,,,,,,,,,380.77,385.05,391.96,384.96,376.79,388.36,390.47,,,,,,,,,,,,,,,,,379.75,388.20,385.11,376.32,377.92,380.94,384.89,381.17,,,384.24,381.02,370.62,375.09,375.88,371.93,355.71,352.30,347.42,352.29,354.37,358.08,356.96,361.02,339.10,352.87,359.20,355.48,380.50,381.87,371.62,376.63,369.37,374.86,373.31,370.01,362.03,359.63,360.23,356.32
2010-10-26 22:10:38.745000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.41,387.18,381.19,377.62,393.39,385.31,376.44,376.29,,,,,,,,,,,392.31,372.68,379.83,376.25,373.16,364.34,361.94,371.01,373.01,368.12,365.31,359.74,355.97,360.28,367.67,372.09,361.52,355.97,,,,,367.82,368.03,356.39,362.49,359.92,358.52,359.39,352.61,352.11,346.89,347.91,358.24
2010-11-27 22:10:35.713000,L5,,,,,,,,,,,,360.85,361.60,358.01,360.97,346.63,343.46,347.09,356.21,372.83,362.31,355.73,365.83,368.36,374.17,368.15,375.97,378.00,356.37,352.45,346.48,342.33,357.59,347.82,339.27,342.42,350.91,346.15,354.13,365.43,354.91,365.51,358.77,349.87,355.05,354.26,357.75,350.17,347.14,334.65,334.29,323.99,319.38,302.25,,,,,,313.00,331.13,337.46,331.79,335.90,,,,,324.73,330.40,324.28,322.53,324.18,321.57,306.00,307.36,303.97,314.45,315.92,309.17
2010-12-22 22:04:29.137000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.33,384.95,381.45,372.95,362.84,365.75,371.52,368.53,368.50,365.68,358.74,364.66,366.14,370.27,369.33,370.08,,,,,373.75,377.18,365.14,369.27,367.43,367.70,364.72,361.74,357.06,354.77,354.08,351.09
2011-02-08 22:04:35.159000,L5,313.53,345.57,360.98,,,,,,,,325.86,374.39,376.20,386.68,381.44,375.29,375.60,356.38,359.63,374.66,361.86,357.76,371.40,369.74,376.62,370.20,378.89,379.88,378.44,377.63,372.99,371.80,380.13,380.53,373.74,374.20,381.97,380.80,378.72,376.33,373.46,377.20,372.01,364.91,368.03,366.97,371.57,369.40,374.89,377.43,377.35,367.06,356.08,361.37,358.53,347.10,344.66,341.91,331.55,339.09,344.38,348.92,347.29,348.10,290.56,269.35,291.42,267.01,365.29,368.20,354.14,360.15,359.07,360.76,362.64,359.10,355.02,348.11,351.75,342.40
2013-05-11 22:22:42.945000,L8,372.05,357.21,367.45,367.52,370.78,372.20,377.84,382.07,371.49,374.27,383.09,384.96,382.72,380.61,375.51,363.77,359.78,347.84,358.41,370.89,363.34,355.79,367.20,364.74,371.01,365.99,371.05,373.95,368.53,363.71,360.85,360.42,,367.28,357.59,358.86,371.31,364.08,359.74,365.71,357.97,366.26,365.03,355.64,357.69,358.10,361.34,355.47,356.52,351.26,349.00,340.14,341.57,344.41,346.03,340.16,333.80,332.35,327.91,332.06,335.91,340.44,337.53,334.39,330.44,345.26,348.61,355.33,338.09,345.43,336.50,343.36,340.89,344.60,343.32,339.63,336.02,330.24,327.20,313.72
2013-06-05 22:16:38.960000,L8,363.32,360.88,366.64,365.63,368.55,370.24,375.14,376.10,365.72,373.18,379.83,382.61,380.74,375.06,372.54,360.39,357.48,345.48,354.56,368.86,360.78,352.71,364.14,361.49,367.35,362.95,368.72,372.43,366.48,361.84,359.83,358.94,,362.47,354.12,357.21,367.96,362.17,360.54,364.04,356.35,366.40,362.50,353.80,356.20,356.22,359.79,353.17,354.97,348.64,345.57,339.54,337.14,340.91,344.57,337.63,328.50,325.77,323.76,333.01,333.19,335.81,331.45,332.79,320.55,342.71,350.64,353.63,335.82,340.84,334.99,340.28,338.09,339.27,338.14,336.27,332.52,324.33,325.12,308.74
2013-06-28 22:22:44.910000,L8,381.84,359.52,372.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.50,361.48,362.94,371.29,366.40,362.98,367.27,358.71,367.64,371.24,360.38,373.99,371.76,378.19,374.90,366.52,367.57,364.71,366.46,351.45,375.56,378.64,348.63,360.02,341.60,343.33,356.66,356.23,355.94,364.53,347.36,384.57,375.54,386.05,,353.21,357.32,348.15,352.48,354.74,361.02,358.76,346.51,362.17,334.20,328.14,308.11
2013-07-07 22:16:35.929000,L8,365.43,354.61,366.67,366.11,369.99,370.70,375.49,378.18,364.92,375.22,380.02,382.14,379.69,375.78,371.59,361.72,357.91,345.47,353.82,367.94,360.15,351.68,363.03,362.92,367.37,362.96,369.79,371.20,368.56,363.28,359.44,366.55,,366.03,357.16,358.46,369.54,363.05,358.64,364.33,358.29,363.56,363.49,354.05,356.50,356.91,359.67,353.93,356.29,349.66,346.62,339.38,337.73,342.02,344.21,337.04,327.87,328.08,324.38,328.13,336.90,339.38,337.64,335.60,329.06,346.10,351.01,357.34,336.90,340.93,334.67,340.52,340.29,344.56,348.00,339.34,339.74,328.48,331.30,280.73
2013-07-23 22:16:34.633000,L8,,,,,350.94,350.37,355.84,359.36,283.32,,288.56,285.67,277.35,302.52,326.32,295.53,322.82,311.71,302.48,328.75,323.98,334.16,342.41,340.14,345.08,335.69,340.98,341.59,337.89,343.08,312.23,329.77,304.43,,,268.22,296.42,270.95,266.51,287.29,285.97,331.33,315.88,306.43,318.34,310.98,323.50,319.55,315.68,307.04,319.09,317.17,296.20,313.46,314.82,312.18,300.82,,,,,322.28,320.90,319.52,,,,,307.77,311.44,304.43,309.77,324.65,329.89,326.85,323.56,319.62,310.76,297.34,
2013-09-25 22:16:28.938000,L8,365.97,354.83,363.78,360.39,364.76,368.52,372.62,374.56,366.34,368.33,374.06,378.12,376.07,370.95,368.78,358.13,354.67,344.27,354.70,367.15,358.83,350.90,363.35,361.63,367.16,360.20,367.22,371.64,365.18,361.96,358.29,355.14,,361.86,350.45,351.74,362.45,358.10,353.43,361.19,352.77,360.69,354.06,350.18,348.17,351.28,354.64,345.89,348.45,342.71,340.10,332.96,335.50,336.02,337.53,334.69,324.89,321.56,320.27,324.29,330.39,337.32,333.46,331.27,326.62,331.25,336.56,333.73,332.00,337.83,330.25,342.96,337.78,338.77,339.82,334.89,331.97,314.53,,
2013-10-02 22:22:40.460000,L8,367.11,359.23,364.74,364.34,368.81,370.36,374.95,377.19,366.97,371.93,378.95,381.08,378.80,375.10,371.08,362.20,358.26,346.41,356.97,370.72,361.92,355.48,367.00,364.65,369.96,363.30,369.16,373.04,368.83,364.43,360.03,357.17,,364.72,352.14,354.80,364.80,360.62,356.06,362.07,353.99,362.56,355.89,352.43,352.48,352.94,356.25,348.57,349.89,345.54,342.10,335.48,336.22,338.95,341.50,336.62,329.20,324.09,320.80,325.19,331.41,339.43,335.67,333.40,327.24,334.31,340.44,338.76,333.55,339.47,332.40,340.82,338.62,339.83,340.82,337.38,333.17,312.24,292.50,258.79
2013-10-11 22:16:29.291000,L8,363.84,353.99,363.76,360.29,366.04,367.56,372.12,375.09,366.67,369.58,376.17,380.03,378.06,373.77,371.29,361.26,359.53,346.46,357.69,373.06,362.78,360.74,366.87,366.89,372.16,365.85,372.97,374.79,368.72,366.44,360.07,357.56,,364.12,353.01,355.23,365.56,363.46,356.83,364.78,363.05,370.31,363.58,359.22,363.58,367.71,366.92,356.76,360.19,350.53,348.86,340.86,341.14,341.60,341.23,336.68,330.16,324.74,320.32,325.65,332.17,342.10,336.71,336.71,327.89,334.82,339.67,338.89,339.42,347.31,336.70,336.89,341.56,340.82,345.71,344.14,338.26,314.21,276.44,
2013-10-27 22:16:19.549000,L8,353.33,347.70,362.01,357.33,358.30,366.77,369.96,374.67,366.07,368.61,375.33,378.52,373.03,372.51,367.83,357.17,355.17,344.62,355.48,369.78,358.05,351.05,363.74,362.93,366.67,360.38,369.99,370.69,366.85,359.99,357.03,354.39,,360.50,350.95,350.20,359.13,356.99,352.52,359.94,354.41,360.12,355.90,349.08,349.05,353.01,354.88,347.05,349.38,343.45,340.16,335.83,336.79,337.70,339.53,337.22,330.57,,,,325.93,335.40,331.34,330.39,315.52,276.47,284.03,333.62,332.82,337.59,330.16,339.02,338.11,338.28,339.58,334.29,327.90,,,
2013-11-12 22:16:19.914000,L8,371.56,360.46,367.43,365.97,369.23,372.04,376.11,379.22,370.36,372.90,379.59,383.53,380.52,375.51,374.55,361.78,360.24,348.69,359.23,372.46,362.59,356.06,368.73,366.46,372.66,364.74,372.20,375.23,370.22,366.81,361.13,357.60,,364.98,356.27,357.29,366.88,361.28,357.67,363.78,356.36,363.57,363.13,352.06,355.97,355.12,357.48,349.69,352.03,347.52,342.67,338.67,338.04,340.22,341.81,338.30,332.35,328.73,323.06,328.83,332.74,338.12,332.86,331.56,327.54,342.75,343.73,342.25,335.20,340.50,333.56,341.24,337.48,338.88,338.19,336.50,330.08,321.28,302.69,259.33
