dates,satname,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
2013-11-19 22:22:25.407000,L8,368.44,357.55,366.63,365.10,368.39,371.25,375.68,377.93,369.64,371.87,379.67,381.74,379.60,376.76,372.43,364.01,359.76,348.40,359.33,371.59,361.79,356.65,369.89,366.80,372.76,365.96,371.67,375.06,370.20,366.84,359.91,357.04,,365.80,355.91,356.50,367.28,360.88,356.43,361.74,355.65,365.44,359.64,351.86,354.05,353.76,356.05,348.98,350.31,346.37,343.38,337.07,337.37,340.18,341.96,335.63,331.55,328.64,323.57,327.78,334.11,337.24,332.43,330.38,324.63,342.45,343.80,342.04,335.14,339.67,331.53,340.28,335.97,338.40,340.49,335.50,328.39,322.17,305.98,259.37
2013-12-30 22:16:01.055000,L8,366.94,354.57,370.55,362.28,367.33,369.35,373.78,375.70,366.99,370.93,378.39,380.79,379.02,374.77,372.60,360.03,358.79,347.75,357.48,369.37,359.86,354.89,367.71,364.63,370.20,363.62,369.56,373.75,367.07,361.78,358.65,355.54,,365.64,354.65,356.62,368.26,364.79,361.80,363.01,360.66,374.75,379.60,364.10,355.43,357.45,359.99,355.12,358.07,377.70,348.06,341.86,363.96,351.27,360.29,339.93,330.06,327.63,320.44,326.02,335.35,333.26,332.63,335.36,328.75,340.29,341.92,342.67,336.38,340.71,336.45,366.38,337.31,337.45,348.31,360.21,336.34,329.80,312.71,262.21
2014-02-23 22:21:32.043000,L8,374.40,356.42,368.04,364.64,368.64,370.94,374.46,377.56,369.32,372.06,379.66,380.93,379.28,375.83,372.80,362.46,358.53,348.79,358.74,370.36,360.63,356.70,369.52,366.21,375.66,366.02,372.57,376.94,370.01,367.76,361.25,357.93,,367.13,359.70,358.77,368.16,365.42,360.57,365.19,358.75,366.57,363.15,354.67,354.62,373.29,365.09,353.16,354.82,351.78,350.59,344.20,342.64,343.39,343.94,338.78,333.02,329.29,329.76,329.02,333.82,340.35,335.57,330.05,332.32,343.01,345.62,341.96,338.70,342.55,332.82,346.21,336.95,341.56,341.13,335.50,331.85,327.67,313.90,259.51
2014-03-11 22:21:19.920000,L8,367.70,355.57,365.07,363.52,367.27,369.63,374.25,375.41,366.80,369.81,377.47,379.91,378.29,374.24,371.01,360.12,357.07,347.32,356.65,369.30,360.14,354.43,368.52,365.06,372.03,363.82,371.19,373.69,367.60,365.29,359.20,357.40,,364.72,355.71,355.71,366.03,362.16,357.44,364.47,357.28,363.77,361.08,351.98,353.60,353.49,357.05,350.52,351.17,347.51,345.52,338.88,339.35,340.06,343.95,338.12,331.03,327.38,324.00,328.13,333.98,336.14,330.59,326.31,330.73,342.73,344.87,339.98,333.63,339.91,330.80,339.90,333.15,338.49,339.22,334.26,331.13,326.93,313.46,261.06
2014-03-20 22:15:01.497000,L8,366.11,354.31,364.92,361.34,366.34,368.44,372.81,374.16,366.32,368.54,376.13,378.72,376.76,372.60,369.71,359.53,357.37,345.89,355.25,368.37,358.88,352.35,365.87,363.55,369.42,361.29,369.24,372.85,365.83,362.27,358.80,356.29,,363.38,354.10,354.19,364.87,362.30,356.36,363.91,358.20,362.67,360.60,352.27,352.86,351.62,357.38,350.21,350.18,346.80,343.53,337.88,337.96,340.41,342.83,337.64,331.81,327.87,323.06,327.55,333.44,335.68,330.59,324.69,331.39,340.77,344.27,342.68,332.43,339.29,330.84,337.84,330.85,338.21,339.92,332.43,326.89,321.22,309.28,260.62
2014-04-21 22:14:29.865000,L8,368.73,356.68,364.82,365.47,368.88,369.48,374.23,375.94,366.56,369.03,376.99,378.61,376.14,372.70,369.68,358.83,357.37,346.58,355.07,367.99,360.30,352.73,364.66,362.71,368.44,362.27,369.39,372.54,365.53,363.94,359.42,358.09,,365.62,357.69,356.64,365.79,362.63,358.00,364.15,357.34,363.60,361.45,353.40,354.36,354.32,358.20,350.71,353.17,345.41,342.21,335.53,338.64,340.43,343.25,337.99,330.04,328.42,324.06,327.39,334.11,337.75,335.34,332.24,315.74,345.24,345.60,347.16,332.08,336.59,330.77,339.94,336.96,341.87,344.14,332.51,334.11,330.07,313.41,259.55
2014-05-30 22:20:22.872000,L8,368.95,354.60,363.94,365.84,367.27,368.35,372.37,375.03,363.08,369.25,378.25,377.88,375.68,372.78,368.32,359.34,355.89,344.13,353.22,367.81,360.52,350.95,362.42,361.13,366.62,360.16,367.89,372.33,365.50,363.05,359.48,356.94,,364.41,357.18,356.16,366.28,362.69,360.10,364.19,358.65,363.48,360.87,353.76,355.76,354.15,357.59,347.94,353.54,343.87,342.38,331.74,340.09,341.02,343.99,338.66,334.25,330.17,323.80,331.51,335.62,342.48,337.90,335.33,311.37,340.63,342.51,345.16,330.15,338.34,331.23,340.35,339.67,340.59,341.77,335.73,336.03,327.64,314.75,259.53
2014-07-17 22:20:39.943000,L8,371.53,354.51,361.77,366.08,367.47,369.68,374.30,376.45,366.03,371.44,378.75,379.71,376.87,373.71,369.85,360.30,356.67,345.54,353.92,368.13,360.60,351.35,363.04,362.05,367.36,360.56,369.37,372.50,366.14,364.52,360.00,356.59,,364.71,357.06,355.97,365.33,363.39,358.14,365.33,359.18,363.00,360.63,351.99,355.35,354.13,356.79,346.71,351.44,341.91,341.89,332.24,337.69,342.38,342.58,339.41,332.54,330.51,323.17,330.88,337.55,340.76,329.41,327.17,310.47,337.37,339.93,340.23,331.02,338.59,330.88,338.54,340.88,343.67,343.49,337.10,337.16,329.75,317.66,261.81
2014-08-02 22:20:46.799000,L8,369.05,356.40,362.74,366.77,371.37,371.70,375.33,379.85,367.57,374.82,382.10,383.90,380.33,374.68,373.54,363.83,360.00,349.32,358.63,371.27,363.09,353.83,365.83,364.15,371.95,364.34,372.60,375.04,369.98,368.31,363.73,359.30,,367.19,362.17,357.90,367.40,364.76,361.14,366.99,364.48,364.83,362.92,357.02,356.32,357.55,359.07,348.66,352.52,344.76,342.29,334.21,340.11,342.70,342.05,339.36,333.22,329.74,328.32,332.30,338.43,338.72,328.56,324.41,306.43,342.18,340.68,344.68,333.04,339.62,333.64,343.66,338.31,344.89,344.31,338.73,336.66,331.16,317.27,264.35
2014-08-11 22:14:39.696000,L8,370.50,356.78,362.89,367.44,370.53,371.28,375.92,376.07,366.73,375.78,382.44,381.53,378.98,374.69,372.48,362.72,360.16,347.97,358.36,371.15,362.12,353.50,365.25,363.52,371.87,364.05,372.00,375.37,369.83,365.32,362.46,360.99,,366.43,357.89,357.52,366.83,364.29,359.12,365.15,359.27,364.85,361.34,353.85,355.40,353.93,357.83,349.20,352.84,345.14,342.84,333.12,339.87,342.24,341.64,339.56,333.41,331.84,324.97,331.34,338.41,337.88,329.15,323.92,310.52,340.95,341.04,341.41,332.51,339.70,333.13,341.70,331.68,344.05,344.04,338.83,335.92,332.69,319.31,262.60
2014-08-18 22:20:51.886000,L8,366.26,355.24,362.09,363.43,367.95,370.06,372.79,375.73,365.27,372.05,379.97,380.30,377.71,372.86,371.11,360.31,358.55,347.50,356.63,369.70,361.66,351.41,365.01,363.20,369.24,362.69,369.18,375.33,367.78,367.74,361.03,359.97,,365.36,358.92,358.15,365.93,363.50,358.95,365.82,360.96,365.35,361.60,355.39,353.00,355.38,356.55,346.78,350.62,343.03,340.31,331.28,339.31,340.31,340.43,340.27,334.26,330.55,328.21,329.72,336.54,337.20,329.09,322.72,308.36,336.55,336.78,332.28,327.44,338.03,332.81,343.07,329.60,357.43,351.68,338.39,337.62,333.83,317.51,262.54
2014-09-19 22:20:54.477000,L8,366.72,355.89,362.35,361.04,366.52,368.11,373.48,376.13,366.09,370.52,378.09,379.28,377.30,373.82,371.50,361.23,357.50,348.44,357.81,370.58,362.49,353.47,365.74,364.26,372.26,363.65,369.56,374.48,368.82,367.35,360.33,357.60,,365.73,357.48,358.01,365.23,363.20,358.89,364.68,358.92,367.19,359.20,353.06,353.29,352.53,355.62,346.93,350.23,342.70,339.80,331.50,336.79,338.99,340.29,337.26,332.65,328.95,324.75,328.34,334.48,337.82,327.47,322.64,313.52,335.70,338.06,325.55,328.98,337.27,332.00,338.66,329.69,341.40,341.72,336.29,333.72,328.34,314.69,261.18
2014-09-28 22:14:44.621000,L8,369.53,353.88,361.03,359.17,362.96,367.10,372.62,374.17,364.41,366.53,374.54,378.73,375.29,371.31,370.81,358.29,357.61,346.98,357.42,369.80,361.40,352.62,365.62,363.10,368.89,362.87,368.74,373.77,367.53,363.26,359.87,357.68,,362.93,356.38,355.92,365.12,362.46,355.76,364.19,358.98,362.40,360.19,351.51,351.63,354.27,357.17,345.91,349.76,342.80,339.04,331.65,337.15,336.94,339.17,337.28,330.72,326.29,322.60,326.78,333.45,338.52,328.02,322.48,321.24,332.02,337.43,328.16,330.01,336.28,329.64,336.65,332.46,339.09,341.47,331.87,333.06,324.38,311.18,259.77
2014-11-15 22:14:49.314000,L8,367.77,355.56,364.49,363.22,368.42,369.36,374.51,378.60,369.27,371.28,380.40,382.26,379.25,376.04,374.86,361.04,360.95,350.41,360.80,372.89,363.30,356.21,368.75,366.34,374.35,365.97,372.96,376.92,370.39,367.45,362.25,359.65,390.93,367.27,360.47,359.37,368.74,366.19,363.05,366.08,360.58,369.89,364.61,354.79,356.92,359.20,363.74,351.67,354.00,348.37,344.53,338.12,344.54,342.58,342.98,338.73,334.93,330.89,328.82,331.27,336.33,337.21,329.46,323.66,324.77,340.87,344.72,332.19,335.77,341.91,334.94,341.91,328.36,343.06,348.31,337.75,331.99,324.27,310.87,261.28
2015-01-02 22:14:38.674000,L8,370.23,357.14,365.65,365.00,369.89,370.26,375.02,376.25,369.99,372.53,380.46,382.66,380.29,376.83,375.00,361.34,361.29,351.72,359.54,369.39,360.96,357.27,369.70,366.04,372.83,365.68,371.50,375.83,368.55,365.71,360.14,356.47,,366.68,357.23,358.69,368.93,364.98,362.23,363.69,363.22,367.03,363.51,355.17,355.41,355.33,361.46,351.07,352.07,350.92,345.16,341.99,339.73,341.21,340.93,338.00,332.50,328.26,323.08,328.31,335.14,335.84,332.80,327.12,328.47,344.13,348.74,348.48,338.34,339.60,331.15,338.89,337.15,339.27,340.94,334.70,329.39,320.42,305.63,259.67
2015-03-14 22:20:23.206000,L8,369.14,355.33,361.12,359.88,365.33,367.78,373.07,375.08,365.72,368.58,375.45,378.89,377.82,374.27,371.22,360.10,358.37,348.17,356.79,368.60,360.05,355.68,367.52,365.40,370.46,363.48,370.24,372.24,366.14,361.87,358.93,354.23,394.73,362.01,352.63,354.48,363.03,359.50,356.10,362.56,355.17,361.07,357.71,350.47,349.64,349.88,356.94,350.43,350.76,347.14,345.41,340.46,336.44,340.18,338.54,335.45,329.37,328.12,323.01,326.49,331.76,337.54,332.15,327.42,322.35,338.26,344.60,340.64,335.43,339.50,330.20,336.20,338.00,338.24,333.56,329.96,324.77,322.08,309.79,260.93
2015-04-15 22:20:10.505000,L8,287.79,332.06,344.59,,342.17,346.25,347.37,318.99,305.01,313.16,322.13,311.23,308.77,333.75,343.78,323.91,333.14,329.96,336.18,349.52,338.10,336.64,351.64,348.23,352.20,346.33,354.71,352.71,348.29,345.53,334.70,330.10,340.95,283.82,,283.38,305.04,286.72,299.38,295.61,289.44,332.24,327.71,319.77,321.63,323.40,336.12,327.90,329.04,323.93,326.11,319.70,290.77,315.56,313.51,308.83,305.91,309.16,,,,312.50,309.78,294.79,278.65,,,,314.36,310.44,303.49,309.10,293.72,320.21,320.32,317.82,311.15,306.94,290.70,
2015-05-01 22:20:00.344000,L8,372.92,356.26,362.96,366.01,370.45,370.71,375.97,379.53,367.62,372.29,380.57,382.81,381.16,378.47,373.96,365.08,361.89,351.64,359.70,371.17,363.46,357.32,368.34,367.90,373.50,366.41,374.27,375.67,371.55,367.12,361.81,359.52,,366.12,357.67,358.65,369.29,363.59,360.09,363.81,357.54,363.87,362.01,352.89,353.46,353.92,359.79,352.60,353.30,349.05,348.73,341.16,338.77,342.39,342.28,338.24,331.18,328.55,326.74,332.43,338.92,340.74,336.27,333.90,320.07,339.86,350.71,352.10,337.20,342.63,332.17,340.58,339.62,343.73,343.55,342.13,336.05,313.23,302.26,261.13
2015-06-27 22:13:58.027000,L8,364.28,352.93,355.78,367.18,370.42,369.93,374.73,380.02,365.33,375.83,382.58,385.15,381.05,377.82,375.00,368.58,363.47,352.63,361.35,374.39,365.39,357.07,367.51,366.91,373.50,369.61,374.58,378.33,371.12,368.49,365.30,360.83,,399.56,360.47,360.63,370.48,365.30,362.22,367.45,360.89,367.22,364.36,355.84,358.60,359.65,367.29,358.95,353.30,355.61,351.36,340.87,345.60,350.93,344.41,340.53,332.99,331.10,332.17,331.99,341.13,343.00,339.63,340.39,319.54,341.88,351.30,352.71,337.26,341.47,336.22,338.06,341.17,344.86,338.14,332.85,331.30,325.72,316.22,265.63
2015-07-04 22:20:14.053000,L8,,,,,,,,,,,,,,,,,323.10,314.94,300.57,349.92,345.31,334.79,343.94,328.02,343.69,336.09,342.05,329.05,320.79,316.27,291.19,274.55,,,,,,,270.61,281.68,283.13,307.09,315.18,303.79,293.45,309.50,319.98,313.46,310.26,309.77,311.98,312.53,293.36,302.73,308.47,301.69,298.29,298.07,,292.62,301.03,313.57,315.47,319.17,,,,,307.29,307.02,296.25,306.07,321.83,319.65,,,,,,
2015-07-29 22:14:13.585000,L8,362.46,351.04,355.16,365.42,368.96,368.59,373.88,375.71,364.06,372.56,378.78,380.88,378.72,374.90,372.73,363.80,361.19,350.10,359.32,371.78,364.30,354.85,364.20,363.07,371.91,363.91,372.51,374.71,369.65,364.11,363.13,357.46,,365.04,358.08,359.26,368.31,362.94,358.02,363.05,355.58,362.35,361.54,356.79,355.60,354.45,358.21,352.87,351.98,344.24,342.74,335.24,335.63,340.38,339.07,337.35,330.85,328.71,325.53,327.54,334.48,338.70,337.39,335.89,325.33,336.40,344.49,342.82,334.03,337.68,331.21,337.05,344.39,336.75,320.91,319.59,335.79,326.92,313.43,263.41
2015-08-21 22:20:33.210000,L8,361.92,352.71,356.56,363.96,369.37,369.79,373.65,376.08,365.54,371.50,379.72,382.13,379.60,374.92,373.17,362.69,361.52,351.74,358.98,372.56,364.47,356.00,365.49,364.13,372.17,363.22,372.30,374.31,370.33,365.51,363.13,358.27,,366.06,357.11,357.88,368.58,363.16,358.25,362.66,357.52,362.32,361.98,352.22,351.15,351.20,353.13,346.18,350.89,342.46,344.15,335.55,334.16,340.72,338.81,336.50,329.87,328.61,325.62,328.10,333.19,338.49,332.13,331.74,314.54,338.06,345.43,342.63,333.20,338.45,331.10,335.54,343.38,329.37,316.79,316.65,319.15,327.19,315.37,263.86
2015-10-17 22:14:38.194000,L8,369.38,355.36,367.16,364.14,370.59,370.96,376.10,379.00,370.88,373.92,381.15,382.88,380.95,376.26,375.03,367.29,363.05,354.79,362.52,375.75,365.94,360.42,369.14,368.67,375.70,366.09,374.34,376.31,370.11,368.26,363.24,358.42,,367.75,358.24,359.27,367.96,365.54,359.86,365.26,358.34,364.26,361.37,353.14,352.39,348.74,352.26,347.13,349.37,344.47,343.47,335.80,335.02,339.16,338.83,337.26,332.33,330.10,324.60,328.23,333.97,335.32,329.70,330.68,330.54,339.02,342.87,342.26,334.14,340.25,333.85,337.40,337.72,328.99,318.29,316.89,317.61,332.76,314.62,262.56
2015-11-18 22:14:44.822000,L8,366.53,354.96,375.81,361.52,369.27,371.03,374.87,377.29,368.56,373.03,380.52,382.86,380.98,376.73,374.98,363.89,363.88,354.74,361.56,374.88,364.60,359.41,370.23,368.05,375.58,369.19,375.65,376.94,372.07,366.66,361.36,358.65,,365.51,356.67,357.91,368.83,367.75,369.37,367.49,361.59,364.87,365.02,353.85,350.77,348.29,351.86,347.90,350.56,346.04,343.59,338.74,337.17,341.67,341.02,334.26,334.59,328.09,322.10,326.16,333.23,332.28,328.04,327.97,331.23,340.92,344.10,345.33,335.32,341.22,331.96,336.29,336.65,332.86,321.32,323.99,309.54,309.10,307.95,259.64
2015-12-20 22:14:45.217000,L8,367.20,356.26,367.04,365.07,369.49,371.67,376.61,379.23,372.31,375.28,380.82,383.96,382.09,378.59,374.88,365.05,362.71,352.59,361.33,371.80,362.89,359.02,371.68,367.39,373.02,365.41,375.21,375.87,369.66,365.72,360.24,356.95,,367.78,358.68,358.31,369.48,365.94,359.54,362.59,360.51,364.16,362.86,352.80,353.56,350.26,353.96,348.97,351.69,347.61,345.40,340.70,336.04,341.55,342.55,333.84,327.91,327.71,326.54,328.08,332.47,331.88,327.25,325.21,324.92,345.12,349.55,352.20,336.77,340.74,333.93,343.09,329.97,337.86,336.40,330.51,317.22,307.35,303.94,256.92
2016-01-05 22:14:40.992000,L8,369.76,355.98,368.27,365.77,370.99,371.49,375.42,381.18,373.34,374.75,382.33,384.69,382.71,380.32,375.14,366.69,362.90,355.25,361.99,372.50,364.77,362.71,372.76,367.90,377.43,366.38,374.78,376.68,371.98,366.70,362.34,357.58,393.21,368.21,362.20,359.02,369.09,368.29,361.27,363.95,364.57,372.73,369.33,354.39,354.76,372.49,360.20,353.98,362.68,351.25,350.90,343.49,340.52,341.74,341.97,338.12,330.97,327.37,333.96,334.20,335.73,332.66,330.96,327.83,326.34,345.69,351.54,353.03,339.78,346.34,337.59,344.26,331.28,335.47,332.39,331.92,311.16,307.42,304.32,261.23
2016-02-22 22:14:30.292000,L8,364.50,352.50,361.90,361.71,366.92,370.28,374.86,377.86,371.71,374.35,382.93,385.17,384.57,,,,,,,,,359.75,374.10,366.94,376.52,366.59,370.99,374.00,367.46,362.44,360.41,355.92,393.19,362.83,354.01,355.51,365.37,360.71,356.55,361.82,355.75,362.71,360.83,350.33,346.64,345.43,350.79,345.05,348.80,347.67,345.44,335.14,334.47,339.61,339.04,332.98,327.40,325.81,323.05,326.56,331.21,329.44,325.56,326.88,324.73,342.25,345.72,350.35,331.78,336.42,328.54,335.01,330.80,327.49,320.90,319.56,311.79,311.57,314.13,264.13
2016-03-16 22:20:36.438000,L8,365.66,354.52,362.95,366.49,370.27,371.39,376.09,379.85,371.85,375.00,381.08,382.78,380.70,378.30,373.21,365.42,361.37,351.16,359.33,371.89,362.33,357.07,369.23,366.78,373.72,365.55,372.61,375.69,368.71,366.57,361.40,357.33,,366.35,358.30,357.97,367.94,362.56,358.67,363.59,358.29,365.66,362.21,356.85,353.33,349.03,354.42,352.77,353.10,349.99,345.63,341.30,340.18,342.10,342.86,335.73,330.72,325.26,316.34,321.86,328.72,330.72,325.32,325.74,327.97,345.08,349.25,353.34,336.78,341.56,335.36,340.82,330.70,328.23,325.84,320.20,306.63,311.68,310.06,260.01
2016-04-26 22:14:08.933000,L8,364.01,352.03,363.01,367.84,371.19,371.78,376.46,379.86,372.44,375.20,381.31,383.55,381.23,376.14,374.94,366.41,361.83,350.85,359.83,371.64,362.88,356.23,366.99,364.63,371.82,365.59,371.50,374.27,369.73,364.67,361.19,357.11,,367.77,358.98,357.83,368.45,363.55,360.82,364.74,359.14,366.98,364.24,353.30,353.90,351.23,353.93,352.85,355.98,349.22,346.08,340.38,337.81,342.78,343.03,337.51,330.95,323.94,321.73,325.34,330.33,330.97,327.42,327.46,315.06,344.87,351.37,355.66,336.31,340.27,331.57,344.96,330.58,334.26,334.04,327.94,316.01,310.13,306.42,258.26
2016-05-12 22:14:08.416000,L8,360.28,353.66,361.82,371.34,374.48,373.67,380.19,383.96,376.47,379.88,385.38,386.10,383.07,381.43,377.42,368.49,363.93,353.70,361.30,374.02,367.53,358.21,367.98,366.11,373.59,365.72,375.21,,,,,,,370.17,362.24,360.10,370.30,366.05,360.77,365.54,361.41,369.34,366.77,361.61,356.20,353.10,356.70,359.20,358.37,348.56,346.59,340.16,339.34,342.92,343.93,338.47,331.32,324.58,321.84,324.37,328.75,327.46,326.06,327.18,326.75,350.65,354.56,361.34,336.42,342.19,335.35,341.14,332.56,335.45,334.39,325.08,311.82,307.12,305.57,257.98
2016-06-04 22:20:28.125000,L8,359.62,353.42,363.62,372.06,375.64,376.40,382.04,384.57,373.88,380.80,386.61,387.20,386.20,383.52,380.61,371.53,365.14,354.18,362.83,375.97,367.05,357.89,368.99,366.79,374.00,367.26,374.17,378.14,370.33,367.26,363.98,363.40,,370.88,362.49,365.47,370.69,367.65,366.79,369.40,362.00,369.74,365.01,356.23,355.48,351.46,353.08,352.29,356.25,348.40,346.23,340.72,340.52,345.23,342.67,337.62,333.47,324.10,319.11,324.08,328.73,329.25,328.79,327.31,327.03,349.16,354.31,361.38,337.03,341.71,335.89,340.74,331.27,333.86,336.63,330.09,319.21,312.94,310.93,261.68
2016-07-06 22:20:41.229000,L8,367.78,354.40,382.31,375.06,378.07,379.53,385.27,388.48,379.68,385.31,390.82,390.97,389.74,386.53,382.12,373.47,367.18,356.51,364.55,378.40,371.26,359.93,369.59,367.98,376.13,368.71,378.18,380.56,374.44,368.47,366.96,364.87,,372.23,363.50,364.12,373.01,367.90,363.48,370.91,363.77,370.79,367.31,360.72,359.54,353.27,352.94,352.31,357.37,349.35,346.67,341.10,338.29,345.26,345.83,340.53,331.71,328.08,319.71,322.58,329.40,332.00,328.63,328.76,331.30,351.65,356.73,361.95,337.87,343.14,336.50,344.10,335.56,335.58,344.64,333.32,324.40,320.78,315.64,265.21
2016-07-31 22:14:37.742000,L8,365.00,353.28,362.86,371.80,374.67,375.95,381.79,385.10,376.92,380.17,386.27,386.98,383.71,382.32,378.37,369.39,364.35,353.75,361.76,375.63,367.29,357.66,368.60,365.70,374.60,366.67,374.93,377.77,370.91,366.47,365.27,359.22,,371.01,360.85,360.96,370.99,366.91,362.02,370.91,360.56,370.00,366.92,356.88,354.19,350.32,353.27,350.64,352.97,348.28,345.40,338.88,339.83,345.19,344.83,338.54,330.61,323.33,317.68,323.01,327.96,330.13,328.89,330.16,322.00,349.39,353.22,358.69,336.72,341.53,334.72,340.21,334.09,336.96,340.48,333.57,329.21,321.64,314.68,263.49
2016-08-16 22:14:41.427000,L8,362.42,352.94,355.78,370.30,373.51,373.19,381.03,382.27,374.90,379.04,383.32,384.52,381.44,378.01,375.01,366.91,361.49,351.97,359.74,372.28,363.74,355.71,365.70,364.07,371.52,364.02,371.88,374.74,368.40,366.58,362.05,357.98,,367.55,359.05,358.91,368.59,365.51,360.56,367.52,359.92,366.41,364.04,353.88,351.96,349.96,349.20,350.07,353.32,345.49,344.77,337.71,336.73,343.33,343.40,335.63,327.68,323.51,317.45,321.52,326.55,330.84,327.25,328.93,327.02,343.48,351.23,356.91,335.78,339.74,332.81,340.74,338.95,339.21,351.23,334.46,325.39,320.49,313.77,260.97
2016-09-01 22:14:48.072000,L8,368.23,354.94,360.64,368.92,373.35,373.12,382.78,384.78,374.92,381.19,385.50,385.50,383.43,380.62,377.51,369.51,363.74,354.63,362.07,375.30,368.22,358.32,368.77,366.73,373.53,365.80,372.22,377.80,372.89,366.56,365.84,360.43,,371.22,361.34,359.65,371.69,366.52,361.55,367.98,360.98,368.25,363.68,355.89,354.10,349.26,352.82,351.00,352.45,346.35,345.90,337.97,342.02,343.68,343.21,337.33,328.76,323.53,317.82,322.17,327.96,329.80,327.65,328.73,331.11,348.65,351.21,355.74,335.91,342.01,334.52,342.25,335.66,338.96,342.86,334.86,332.36,326.40,315.75,262.66
2016-09-08 22:21:00.541000,L8,371.06,356.68,362.65,369.09,373.66,375.09,381.63,383.98,375.39,379.30,385.52,385.87,382.51,380.77,377.42,367.19,362.96,351.45,359.61,372.55,364.85,356.71,365.48,365.42,372.48,365.24,374.69,377.54,371.90,367.17,367.34,359.77,,,,,,367.75,363.69,371.90,360.42,370.87,367.93,356.02,356.45,350.09,350.36,351.64,353.17,346.90,349.93,339.52,346.38,344.67,343.78,335.70,325.25,328.02,313.94,320.62,326.17,331.16,328.12,329.96,329.26,345.20,352.80,355.67,337.04,345.15,339.85,343.24,335.38,336.17,342.34,330.75,324.10,319.52,312.04,264.28
2016-11-27 22:21:07.723000,L8,375.44,361.81,371.94,322.18,387.54,376.95,385.32,,,,,383.55,373.21,376.06,375.39,367.35,366.22,355.13,361.80,377.74,368.11,363.46,365.99,375.47,381.96,369.35,378.19,380.12,374.64,368.80,365.18,361.08,394.17,372.99,363.10,364.97,372.40,369.25,362.90,368.15,361.74,372.91,366.99,359.74,359.81,353.39,358.56,355.77,357.06,351.44,349.43,347.41,339.67,345.11,339.82,331.42,330.77,322.23,272.47,,,,,,337.21,350.71,359.39,369.51,347.78,351.88,345.59,346.58,,,,,,,,
2016-12-29 22:21:01.343000,L8,371.33,357.73,372.76,368.21,378.64,374.40,,,,,,,,,,,,347.05,359.36,358.70,361.65,355.68,368.17,364.06,370.96,362.92,368.37,374.00,365.73,371.27,368.92,360.53,,370.98,362.37,363.21,372.65,369.46,363.65,368.15,362.08,369.59,367.96,358.75,355.36,360.90,383.54,354.39,354.79,353.76,370.00,325.02,341.65,348.95,357.30,,,,,,,,,,332.16,350.47,355.42,356.85,349.76,352.05,345.42,342.18,,,,,,,,
2017-01-30 22:20:50.623000,L8,365.69,353.62,365.64,362.82,368.77,369.04,374.18,376.27,367.72,373.59,380.18,381.61,380.52,376.59,373.30,363.41,359.57,351.29,358.54,370.46,361.33,357.12,369.82,365.45,373.58,364.17,370.86,374.26,367.39,362.74,359.39,356.10,,364.38,354.57,355.53,365.00,361.51,355.88,360.86,356.46,360.85,359.97,350.62,350.25,348.43,352.44,349.43,352.35,347.10,350.29,340.79,334.86,341.44,338.10,332.31,323.74,317.82,312.59,315.66,322.89,325.34,320.82,323.67,332.98,341.96,347.76,352.24,337.97,338.55,329.31,339.19,326.75,328.70,328.29,323.60,311.56,306.02,303.43,259.82
2017-02-08 22:14:34.654000,L8,290.29,288.07,325.56,,,,,,339.41,313.20,309.44,301.93,297.06,312.32,331.41,340.08,332.05,332.35,337.83,350.67,345.49,337.16,353.26,349.07,352.55,347.49,354.93,353.83,349.32,346.02,337.89,330.86,343.79,,,,273.92,270.14,297.86,310.44,284.84,335.67,332.31,313.91,321.38,321.96,334.18,326.41,326.14,323.12,325.03,321.07,288.45,,,,,,,,,,,,274.32,,,,315.12,292.57,299.67,315.30,,,,,,,,
