dates,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
2013-09-25 22:16:28+00:00,,360.08,370.92,331.64000000000004,341.90999999999997,346.71999999999997,348.1133333333334,366.36,362.1825,363.46500000000003,350.95000000000005,372.48333333333335,326.565,370.05,318.905,315.7875,314.11333333333334,339.545,349.855,316.3,334.40000000000003,323.755,323.78333333333336,344.40000000000003,337.06,338.52,347.88,348.6333333333334,219.98,218.65,345.87,336.85,336.05,341.01,316.11,342.18,314.67,245.515,257.1,268.05,289.035,275.555,272.8,293.03,294.325,334.92,324.33000000000004,316.845,323.765,319.345,333.03999999999996,325.11,324.74,321.07,325.75,323.12,314.19500000000005,319.09000000000003,301.71000000000004,,303.15999999999997,318.03,322.96,317.54,289.7,,,281.72,281.15,284.1,,,,,,329.18,325.65,317.56,320.2,285.445
2013-10-02 22:22:40+00:00,,360.08,370.92,331.5975,341.46999999999997,346.855,347.125,366.36,362.1825,363.46500000000003,356.39,374.76,335.268,371.7866666666667,331.63,329.596,331.26750000000004,347.36199999999997,354.82800000000003,328.71,341.29,323.755,323.78333333333336,351.77,337.06,338.52,347.88,348.6333333333334,219.98,218.65,345.87,336.85,336.05,341.01,316.11,342.18,314.67,245.515,257.1,268.05,289.035,275.555,272.8,293.03,294.325,334.92,324.33000000000004,316.845,323.765,319.345,333.03999999999996,325.11,324.74,321.07,325.75,323.12,314.19500000000005,319.09000000000003,301.71000000000004,,303.15999999999997,318.03,322.96,317.54,289.7,,,281.72,281.15,284.1,,,,,,329.18,325.65,315.375,320.2,280.96
2013-11-12 22:16:19+00:00,,,,331.4,340.1366666666667,345.54749999999996,344.0325,365.14,361.8075,363.355,360.1133333333334,376.196,341.4683333333333,372.745,340.01,339.03833333333336,341.644,352.5366666666667,354.82800000000003,328.71,341.29,323.755,323.78333333333336,351.77,337.06,338.52,347.88,348.6333333333334,219.98,218.65,345.87,336.85,336.05,341.01,316.11,342.18,314.67,245.515,257.1,268.05,289.035,275.555,272.8,293.03,294.325,334.92,324.33000000000004,316.845,323.765,319.345,333.03999999999996,325.11,324.74,321.07,325.75,323.12,314.19500000000005,319.09000000000003,301.71000000000004,,303.15999999999997,318.03,322.96,317.54,289.7,,,281.72,281.15,284.1,,,,,,329.18,325.65,315.375,320.2,271.12
2013-11-19 22:22:25+00:00,,,,331.32,341.70500000000004,346.186,344.578,366.2833333333333,363.844,365.66600000000005,362.8257142857143,377.1683333333333,345.87857142857143,373.296,346.1685714285714,345.7257142857143,348.59666666666664,356.4614285714286,358.365,336.55,341.29,323.755,323.78333333333336,351.77,337.06,338.52,347.88,348.6333333333334,219.98,218.65,345.87,336.85,336.05,341.01,316.11,342.18,314.67,245.515,257.1,268.05,289.035,275.555,272.8,293.03,294.325,334.92,324.33000000000004,316.845,323.765,319.345,333.03999999999996,325.11,324.74,321.07,325.75,323.12,314.19500000000005,319.09000000000003,301.71000000000004,,303.15999999999997,318.03,322.96,317.54,289.7,,,281.72,281.15,284.1,,,,,,329.18,325.65,319.3966666666667,315.52,269.908
2014-02-23 22:21:32+00:00,,,,332.172,342.498,346.582,344.082,368.15,371.9,374.78000000000003,377.785,380.79999999999995,370.98,374.17,381.1475,384.44,383.0799999999999,377.6075,374.02,366.925,361.58,,,373.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.17,320.31500000000005,310.84,262.8866666666666
2014-03-11 22:21:19+00:00,,,,332.56333333333333,343.23499999999996,347.15833333333336,344.62833333333333,367.92666666666673,371.40000000000003,374.78000000000003,377.71799999999996,380.79999999999995,370.76,373.946,381.1475,384.44,382.775,377.694,374.195,365.78000000000003,361.14333333333326,,,373.88,,,,,,,,,,,,360.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.13,343.82,339.16,335.905,320.31500000000005,310.84,262.8866666666666
2014-04-21 22:14:29+00:00,,,,333.2325,345.8299999999999,348.7275000000001,346.21,367.92666666666673,371.40000000000003,374.78000000000003,378.4266666666667,381.9849999999999,370.96250000000003,374.72333333333336,382.515,386.04999999999995,382.78999999999996,378.82,375.385,365.70000000000005,360.7349999999999,,,,,,367.38,365.33,,,,375.25,368.5,,,360.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.35,344.565,343.82,339.16,335.905,327.44,318.43499999999995,267.52
2014-05-30 22:20:22+00:00,,,,328.54333333333335,345.10999999999996,348.06333333333333,346.0199999999999,367.48,370.4,,377.45,,369.52000000000004,373.05,,,381.86,378.04,374.72,363.49,360.7349999999999,,,,,,366.01,364.355,,,,374.635,368.5,365.4,,359.39333333333326,,,,,,,,,,,,,,,,,,345.15,,,,,,,,,,,,,,,,,,,341.35,344.565,343.82,339.16,335.905,,326.03,269.98
2014-07-17 22:20:39+00:00,,,,325.615,344.5725,347.43500000000006,345.49,367.48,370.4,,377.45,,369.3933333333334,373.05,,,381.86,377.45000000000005,373.94500000000005,363.635,360.3299999999999,349.42,357.08,371.05,363.86,355.41,366.1233333333333,364.6166666666666,370.83,363.62,372.52,375.0533333333333,369.25,365.4,,359.4175,,,,,,,,,,,,,,,,,,345.15,,336.67,334.98,,,,,,,,,,,,,,334.11,328.06,341.35,344.565,343.82,341.34000000000003,335.905,336.15,326.385,273.03
2014-08-02 22:20:46+00:00,,,,322.706,344.162,346.494,341.5375,367.48,370.4,,377.45,,369.1,373.05,,,381.86,376.8433333333333,373.97,363.92333333333335,360.34,350.0,358.115,371.21000000000004,364.01,355.32000000000005,366.375,364.8175,371.16499999999996,364.105,372.775,375.2875,369.25,366.5,,359.53599999999994,,,,,,,,,,,,,,,,,,345.15,,337.145,334.75,,,,,,,,,,,,,,331.42,325.345,340.33000000000004,344.565,343.82,341.34000000000003,335.905,336.15,325.61999999999995,275.31666666666666
2014-08-11 22:14:39+00:00,,,,321.3066666666667,343.8566666666666,345.95000000000005,337.95,367.48,370.4,,377.45,,369.1,373.05,,,381.86,376.8433333333333,373.97,363.92333333333335,360.34,350.0,358.115,371.26666666666665,364.01,354.8666666666666,366.284,364.784,371.0733333333333,364.0566666666667,372.75666666666666,375.492,369.25,366.5,,359.53599999999994,,,,,,,,,,,,,,,,,,345.15,,336.6766666666667,334.06666666666666,,,,,,,,,,,,,,330.3233333333333,324.28333333333336,336.6766666666667,344.565,343.82,341.34000000000003,335.905,336.405,325.645,275.74
2014-08-18 22:20:51+00:00,,,,320.45,343.57714285714286,345.48857142857145,336.62,366.43,370.4,,377.45,,369.1,373.05,,,381.86,376.8433333333333,373.97,363.92333333333335,360.34,350.0,358.115,371.26666666666665,364.01,354.8666666666666,366.284,364.8933333333334,371.0733333333333,364.0566666666667,372.6325,375.492,369.25,366.5,,359.53599999999994,,,,,,,,,,,,,,,,,,345.385,,336.6766666666667,332.9075,,,,,,,,,,,,,,330.525,323.8075,333.0625,344.565,343.82,341.34000000000003,335.905,336.405,325.645,275.452
2014-09-19 22:20:54+00:00,,,365.43,315.56,342.01,343.81333333333333,330.93,364.685,369.01,370.6,,,368.73749999999995,,380.44,,,376.245,373.8733333333333,364.14,359.945,350.0,358.115,371.26666666666665,364.01,354.8666666666666,366.284,364.8933333333334,371.0733333333333,364.0566666666667,372.6325,375.492,369.25,366.5,,359.26,,,,,,,,,,,,,,,,,,345.385,,336.6766666666667,332.9075,,,,,,,,,,,,,,330.525,323.8075,332.454,347.0,,343.52,,335.53333333333336,325.304,274.7966666666667
2014-09-28 22:14:44+00:00,,356.31,364.755,316.8957142857143,341.21714285714285,343.5314285714286,331.095,363.75666666666666,367.49,369.885,374.58,377.07,368.39,368.17,378.69500000000005,,,375.27666666666664,373.8733333333333,364.14,359.945,350.0,358.115,371.4675,364.01,354.8666666666666,366.284,364.8933333333334,371.0733333333333,364.0566666666667,372.6325,375.492,369.25,366.5,,359.26,,,,,,,,,,,,,,,,,,345.385,,336.6766666666667,332.9075,,,,,340.02,,,,329.95,325.64,,,,330.525,323.8075,332.59999999999997,347.0,,343.52,,333.89250000000004,323.7733333333333,273.64714285714285
2015-01-02 22:14:38+00:00,,356.31,364.755,319.0071428571428,342.0942857142857,344.89142857142855,334.3914285714286,365.1125,369.5833333333333,371.1166666666666,374.58,377.07,368.1975,368.17,378.69500000000005,,,375.27666666666664,373.8733333333333,364.14,359.945,350.0,358.115,371.4675,364.01,354.8666666666666,366.4666666666667,365.1625,371.0733333333333,364.0566666666667,372.6325,376.06333333333333,370.0,367.6,,359.74999999999994,,,,,,,,,,,,,,,,,,345.62,,336.6766666666667,332.9075,,,,,340.02,,,,329.95,325.64,,,,330.525,323.8075,330.85,,,343.52,,333.89250000000004,323.322,274.2583333333333
2015-03-14 22:20:23+00:00,,356.31,364.755,325.1766666666666,341.6499999999999,346.6699999999999,337.6866666666667,365.02333333333337,369.5833333333333,371.1166666666666,374.58,377.07,367.7149999999999,368.17,378.69500000000005,,,373.34,374.43,,361.5,351.83,,372.22,363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.02,,,,329.95,325.64,,,,,,331.67499999999995,,335.92,,,331.3800000000001,320.03,269.135
2015-04-15 22:20:10+00:00,289.17,,344.25,313.79999999999995,348.88,354.74,354.17,369.18,373.77,359.73,346.76,337.1,,,,176.54,,320.15,334.4,299.99,345.25,351.83,331.72,360.425,346.64,,,,,,,,,,330.98,325.5,257.82,276.56,,265.51,293.1,283.28,293.44,294.07,292.47,330.57,329.3,320.13,324.13,324.58,,,329.44,326.98,,,317.31,310.99,305.74,,297.91,,,,,,251.61,275.89,267.18,,,,,,335.92,322.41,314.85,310.33,296.12,253.95
2015-05-01 22:20:00+00:00,289.17,,344.25,317.6266666666666,347.025,354.645,355.29,369.18,373.77,359.73,346.76,337.1,,,,176.54,,320.15,334.4,299.99,345.25,351.83,331.72,360.425,346.64,,,,,,,,,,330.98,325.5,257.82,276.56,,265.51,293.1,283.28,293.44,294.07,292.47,330.57,329.3,320.13,324.13,324.58,,,329.44,326.98,,,317.31,310.99,305.74,,297.91,,,,,,251.61,275.89,267.18,,,,,,335.92,322.41,314.85,313.39,299.695,260.905
2015-06-27 22:13:58+00:00,289.17,,344.25,317.6266666666666,347.025,354.645,355.29,369.18,373.77,355.66,346.76,337.1,,,,185.43,,308.06,328.615,273.4,345.25,342.32,321.6,354.75,340.49666666666667,339.84,342.21,342.77,350.42,,350.71,328.77,344.63,317.32,314.805,303.605,276.88,276.56,,253.995,284.41,276.67499999999995,280.09000000000003,290.655,290.63,319.65999999999997,323.20500000000004,315.83,316.4,319.26,329.36,320.35,323.005,323.095,321.23,319.81,316.485,310.99,302.1,,301.07500000000005,307.35,315.02,311.38,310.69,299.73,251.61,284.66499999999996,272.12,,,,,,335.92,322.41,314.85,310.98333333333335,299.7633333333333,257.57666666666665
2015-07-04 22:20:14+00:00,289.17,,344.25,310.99499999999995,345.17,354.55,356.41,,350.18,346.8533333333333,332.565,337.1,,,,189.84,,305.47333333333336,326.8233333333333,274.60999999999996,337.39000000000004,338.4766666666667,311.72,353.3725,337.73749999999995,339.55999999999995,344.525,340.69,348.345,339.21,349.26,329.42499999999995,333.78,318.735,308.92333333333335,295.65333333333336,276.88,276.56,,252.07666666666668,282.7766666666667,276.39666666666665,277.20666666666665,288.84666666666664,290.58666666666664,316.8933333333334,322.63000000000005,314.1233333333333,309.90000000000003,317.37666666666667,328.96500000000003,319.665,320.52,321.59999999999997,319.595,319.81,316.0133333333333,310.99,302.1,,302.9866666666667,305.33000000000004,315.78,309.45,310.435,302.02,251.61,289.32,282.58,,,,,,335.92,322.41,314.85,310.33,299.1425,256.805
2015-07-29 22:14:13+00:00,289.17,,344.25,310.99499999999995,345.17,354.55,356.41,,350.18,346.8533333333333,332.565,337.1,,,,193.805,,300.04,319.11,266.575,337.39000000000004,338.4766666666667,311.72,353.3725,337.73749999999995,339.55999999999995,339.4266666666667,337.4433333333333,340.93666666666667,328.54999999999995,345.40000000000003,325.7833333333333,324.5466666666667,314.8,303.4575,290.94,276.88,258.825,219.32,248.695,278.8125,272.2175,271.3225,286.4625,289.135,311.96500000000003,319.805,311.10749999999996,302.8725,312.66499999999996,325.5366666666667,316.43666666666667,315.75,317.3825,317.46666666666664,318.145,314.475,310.83500000000004,302.02,,301.7075,299.2866666666667,313.8866666666667,305.49666666666667,308.22333333333336,298.9533333333333,251.61,290.4075,286.97,,,,,,335.92,322.41,313.055,309.568,298.262,255.224
2015-08-21 22:20:33+00:00,289.17,,352.355,313.91,343.975,352.23,351.64,366.76,361.235,353.355,347.28,358.355,368.54,374.41,382.39,232.05,382.62,315.63800000000003,319.11,266.575,337.39000000000004,338.4766666666667,311.72,353.3725,337.73749999999995,339.55999999999995,339.4266666666667,337.4433333333333,340.93666666666667,328.54999999999995,345.40000000000003,325.7833333333333,324.5466666666667,314.8,303.4575,290.94,276.88,258.825,219.32,248.695,278.8125,272.2175,271.3225,286.4625,289.135,311.96500000000003,319.805,311.10749999999996,302.8725,312.66499999999996,325.5366666666667,316.43666666666667,315.75,317.3825,317.46666666666664,318.145,314.475,310.83500000000004,302.02,,301.7075,299.2866666666667,313.8866666666667,305.49666666666667,308.22333333333336,298.9533333333333,251.61,290.4075,286.97,,,,,,335.92,322.41,313.055,309.568,298.262,258.2583333333333
2015-10-17 22:14:38+00:00,,357.56,364.575,326.45,343.27666666666664,350.52333333333337,349.20666666666665,365.755,364.9266666666667,360.1225,357.7166666666667,380.225,369.8,375.06500000000005,382.635,245.9275,382.62,314.51,314.0133333333334,255.43666666666664,321.67,331.80000000000007,301.72,346.32,328.8349999999999,339.55999999999995,339.4266666666667,337.4433333333333,340.93666666666667,328.54999999999995,345.40000000000003,325.7833333333333,324.5466666666667,314.8,294.2833333333333,279.42,295.94,241.09,219.32,243.09,274.05,268.53,263.95,283.9266666666667,288.0233333333333,305.7633333333334,316.64000000000004,308.09999999999997,295.7866666666667,308.6933333333333,325.5366666666667,316.43666666666667,311.18666666666667,314.18333333333334,317.46666666666664,318.145,313.53000000000003,310.68,300.15999999999997,,302.9733333333333,299.2866666666667,313.8866666666667,305.49666666666667,308.22333333333336,298.9533333333333,,295.2466666666667,293.56666666666666,,,,,,,,311.26,309.3775,298.7975,261.1566666666667
2015-11-18 22:14:44+00:00,,358.595,369.33,330.22999999999996,343.4533333333333,348.9066666666667,348.18,366.09999999999997,367.09000000000003,363.166,363.055,381.34999999999997,370.87000000000006,375.8966666666667,382.635,245.9275,382.62,314.51,314.0133333333334,255.43666666666664,321.67,331.80000000000007,301.72,346.32,328.8349999999999,339.55999999999995,339.4266666666667,337.4433333333333,340.93666666666667,328.54999999999995,345.40000000000003,325.7833333333333,324.5466666666667,314.8,294.2833333333333,279.42,295.94,241.09,219.32,243.09,274.05,268.53,263.95,283.9266666666667,288.0233333333333,305.7633333333334,316.64000000000004,308.09999999999997,295.7866666666667,308.6933333333333,325.5366666666667,316.43666666666667,311.18666666666667,314.18333333333334,317.46666666666664,318.145,313.53000000000003,310.68,300.15999999999997,,302.9733333333333,299.2866666666667,313.8866666666667,305.49666666666667,308.22333333333336,298.9533333333333,,295.2466666666667,293.56666666666666,,,,,,,,311.26,307.02,297.3066666666667,259.81600000000003
2015-12-20 22:14:45+00:00,371.11,359.55333333333334,369.9975,331.485,345.10999999999996,350.46250000000003,350.62,367.0525,368.418,365.2933333333333,366.752,382.08500000000004,372.26,376.9225,383.4866666666667,274.43199999999996,382.62,328.258,330.34000000000003,283.98249999999996,344.565,340.24333333333334,301.72,356.47333333333336,328.8349999999999,347.61999999999995,339.4266666666667,337.4433333333333,350.1475,342.2833333333333,354.3275,325.7833333333333,324.5466666666667,314.8,294.2833333333333,279.42,295.94,241.09,219.32,243.09,274.05,268.53,263.95,283.9266666666667,288.0233333333333,305.7633333333334,316.64000000000004,308.09999999999997,295.7866666666667,308.6933333333333,325.5366666666667,316.43666666666667,311.18666666666667,314.18333333333334,317.46666666666664,318.145,313.53000000000003,310.68,300.15999999999997,,302.9733333333333,299.2866666666667,313.8866666666667,305.49666666666667,308.22333333333336,298.9533333333333,,295.2466666666667,293.56666666666666,,,,,,,,311.26,307.02,297.3066666666667,259.81600000000003
2016-01-05 22:14:40+00:00,371.99,359.77750000000003,370.546,331.896,346.36,351.70799999999997,352.128,367.922,373.436,374.51800000000003,378.94399999999996,382.82399999999996,373.408,377.27200000000005,384.2225,341.995,382.62,357.485,351.6833333333334,327.69,367.24,357.13,,377.015,,363.74,329.23,330.95,351.94999999999993,343.81999999999994,359.395,318.5,306.08,306.93,287.06,276.8,,241.09,219.32,238.55,266.92,259.68,253.67,279.31,284.78,297.18,311.33,302.06,281.79,298.53,318.68,309.98,301.44,304.73,313.21,316.48,309.86,310.68,301.86,,297.87,287.2,310.1,297.59,303.8,292.82,,293.67,300.14,,,,,,,,311.26,306.52,294.74,264.5566666666667
2016-03-16 22:20:36+00:00,370.7833333333333,359.648,371.73999999999995,334.578,347.82,352.7,354.254,368.688,373.756,374.96999999999997,379.54200000000003,383.57,374.844,378.046,384.8925,388.01,384.64,383.47333333333336,378.58,369.8766666666667,366.5333333333333,356.05,,376.6333333333334,366.17,363.74,,,377.78,369.75,381.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.77
2016-04-26 22:14:08+00:00,369.5875,359.456,370.868,331.822,349.36,354.404,357.27,370.008,374.182,375.42199999999997,379.87199999999996,384.046,375.596,378.572,385.33000000000004,387.715,384.71,382.51,378.4175,369.755,366.235,355.46333333333337,,376.6333333333334,366.17,363.74,,,377.78,369.75,381.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.23,265.595
2016-05-12 22:14:08+00:00,369.5875,359.26500000000004,369.74333333333334,331.61833333333334,350.1266666666667,355.12999999999994,358.6983333333333,370.7733333333333,374.65166666666664,375.6983333333333,380.40000000000003,384.585,376.05833333333334,379.3066666666667,385.89,388.02799999999996,385.15333333333336,382.878,378.852,369.755,366.235,355.46333333333337,,376.6333333333334,366.17,363.74,,,377.78,369.75,381.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.025,265.3433333333333
2016-06-04 22:20:28+00:00,369.5875,358.8416666666667,367.45,330.1666666666667,351.06166666666667,356.1966666666667,360.12166666666667,371.80833333333334,375.02333333333337,375.955,380.90166666666664,384.83500000000004,375.71333333333337,379.92833333333334,386.1616666666667,388.04999999999995,385.64,382.9216666666666,379.1166666666666,369.755,366.235,355.46333333333337,,376.6333333333334,366.17,363.74,,,377.78,369.75,381.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.36333333333334,266.2575
2016-07-06 22:20:41+00:00,367.18499999999995,357.792,364.98999999999995,328.72799999999995,351.39,356.58799999999997,361.192,373.11600000000004,375.96000000000004,376.582,381.904,385.48999999999995,375.81000000000006,381.01599999999996,387.24800000000005,388.48799999999994,385.64,348.71799999999996,342.088,369.21,365.23,354.63000000000005,,375.87,366.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.36333333333334,268.098
2016-07-31 22:14:37+00:00,367.18499999999995,357.4316666666666,364.7,328.02833333333336,351.09166666666664,356.38333333333327,360.85999999999996,372.92666666666673,375.81166666666667,376.54833333333335,381.8866666666667,385.53,375.83833333333337,380.87999999999994,387.14833333333337,388.3983333333333,385.64,329.64166666666665,323.4433333333333,369.21,365.23,354.63000000000005,,375.87,366.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0325,268.44166666666666
2016-08-16 22:14:41+00:00,367.18499999999995,357.1557142857142,363.5683333333333,327.9657142857142,350.32571428571424,355.7628571428572,360.39,372.5628571428571,375.43857142857144,376.1457142857143,381.7057142857143,385.0414285714286,375.34857142857146,380.57428571428574,386.71857142857147,387.8885714285714,385.64,317.1485714285714,312.67857142857144,369.21,365.23,354.63000000000005,,375.87,366.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.742,268.12857142857143
2016-09-01 22:14:48+00:00,367.18499999999995,357.01874999999995,363.13571428571424,328.14625,349.9625,355.205,359.7,372.06125000000003,375.1125,375.83,381.41375,384.78625,374.9425,380.39375,386.48,387.64125,385.64,307.67625,301.64125,369.21,365.23,354.63000000000005,,375.87,366.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.51500000000004,268.23625
2016-09-08 22:21:00+00:00,367.18499999999995,357.01874999999995,363.13571428571424,328.43111111111114,349.57444444444445,355.1477777777778,359.4766666666667,371.8466666666667,375.0133333333333,375.78666666666663,381.4277777777778,384.73333333333335,374.9533333333333,380.24111111111114,386.42333333333335,387.5422222222222,385.202,315.79777777777775,310.12111111111113,368.95666666666665,364.50333333333333,353.6933333333333,,375.87,366.17,,366.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.88,268.71444444444444
2017-01-30 22:20:50+00:00,,356.7133333333333,362.85999999999996,330.5525,346.635,352.9,356.7525,369.08,373.1425,373.8375,379.85749999999996,382.46750000000003,372.7775,378.5575,384.72,385.6675,383.815,311.34,306.84749999999997,367.895,363.1,353.35,,374.55,364.75,,370.03999999999996,369.53,,,374.56,,,,363.08,359.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.16,314.68499999999995,267.76
2017-04-20 22:20:11+00:00,,358.58,367.99,333.89,346.865,354.185,357.435,368.56,373.155,373.375,378.975,380.53499999999997,371.61,377.235,383.895,385.36,383.635,380.88,376.42499999999995,367.205,363.015,353.675,,374.21500000000003,365.55,,372.58500000000004,369.775,375.87,,374.56,,,,363.08,359.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.73,328.88,,318.77,312.505,311.595,266.365
2017-05-06 22:20:07+00:00,,359.63,368.0566666666667,333.4433333333333,348.02666666666664,354.75666666666666,358.82,369.76,374.24,374.3966666666667,380.09666666666664,381.74,372.85666666666674,378.21000000000004,384.5233333333333,386.3066666666667,384.34,381.29333333333335,377.6266666666666,368.1333333333334,364.05999999999995,354.21000000000004,,374.94,366.3866666666667,,373.27666666666664,370.68666666666667,377.19,,374.56,,,,363.08,359.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.73,328.88,320.69,312.38,316.15333333333336,314.19666666666666,269.01666666666665
2017-07-02 22:14:23+00:00,192.88,359.63,368.0566666666667,333.4433333333333,348.02666666666664,354.75666666666666,358.82,369.76,374.24,374.3966666666667,375.995,381.74,372.85666666666674,378.21000000000004,384.5233333333333,386.3066666666667,384.34,381.29333333333335,377.6266666666666,368.1333333333334,364.05999999999995,354.21000000000004,235.24,374.94,366.3866666666667,,373.27666666666664,370.68666666666667,377.19,,374.56,356.46,353.4,351.26,352.635,348.935,,231.73,233.16,277.5,282.58,,,,,299.75,313.01,314.05,316.55,316.51,328.22,320.01,316.16,319.11,320.47,,,,,,,,,,,,259.6,,,,,,,330.73,328.88,320.69,308.94,312.0875,308.8775,269.01666666666665
2017-07-09 22:20:35+00:00,192.88,359.63,367.90250000000003,333.3075,349.5875,355.6075,358.8025,371.27,374.24,374.3966666666667,375.995,381.74,372.85666666666674,378.21000000000004,384.5233333333333,386.3066666666667,384.34,381.29333333333335,377.6266666666666,368.1333333333334,364.05999999999995,354.21000000000004,235.24,374.94,366.3866666666667,,373.27666666666664,370.68666666666667,377.19,,374.56,356.46,353.4,351.26,352.635,348.935,,231.73,233.16,277.5,282.58,,,,,299.75,313.01,314.05,316.55,316.51,328.22,320.01,316.16,319.11,320.47,,,,,,,,,,,,259.6,,,,,,,330.73,328.88,320.69,308.94,312.0875,311.57,269.40250000000003
2017-08-03 22:14:35+00:00,192.88,360.68,365.60749999999996,331.8075,349.855,356.20750000000004,359.335,371.945,375.01000000000005,375.32666666666665,376.71,382.4066666666666,373.4966666666667,378.5266666666667,384.84,386.78,384.41999999999996,381.42500000000007,377.9599999999999,368.5300000000001,364.51499999999993,353.87500000000006,217.79000000000002,374.74666666666667,366.9433333333333,358.09,372.13000000000005,371.265,377.19,,,356.46,353.4,351.26,342.19,338.49,,231.73,233.16,277.5,282.58,,,,,299.75,313.01,314.05,316.55,316.51,328.22,320.01,316.16,319.11,320.47,,,,,,,,,,,,259.6,,,,,,,330.73,328.88,320.69,314.315,304.125,312.78499999999997,271.45000000000005
2017-09-27 22:21:00+00:00,192.88,360.68,365.60749999999996,331.8075,349.855,358.13800000000003,361.13199999999995,373.46,377.42,375.32666666666665,379.986,385.61,377.07750000000004,381.75,384.84,386.78,384.41999999999996,381.42500000000007,382.5533333333333,368.5300000000001,364.51499999999993,353.87500000000006,217.79000000000002,374.74666666666667,366.9433333333333,358.09,372.13000000000005,371.265,377.19,,,356.46,353.4,351.26,342.19,338.49,,231.73,233.16,277.5,282.58,,,,,299.75,313.01,314.05,316.55,316.51,328.22,320.01,316.16,319.11,320.47,,,,,,,,,,,,259.6,,,,,,,330.73,328.88,320.69,314.315,304.125,312.78499999999997,271.45000000000005
2017-10-29 22:21:05+00:00,192.88,361.685,366.675,332.53,350.89,358.74399999999997,361.63800000000003,373.776,378.115,376.1166666666666,380.724,386.975,378.65500000000003,383.185,386.18666666666667,388.1466666666667,385.75,382.12,385.885,369.99,366.15,355.28,219.7266666666667,375.17999999999995,368.40000000000003,361.65,374.36666666666673,373.87,379.99,372.38,381.44,369.98,366.155,362.65,355.775,351.505,,231.73,233.16,277.5,282.58,,,,,299.75,313.01,314.05,316.55,316.51,328.22,320.01,316.16,319.11,320.47,,,,,,,,,,,,259.6,,,,,,,,,320.69,312.83,300.2166666666667,311.5533333333333,272.44000000000005
