dates,satname,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0045,nzd0190-0046,nzd0190-0047,nzd0190-0048,nzd0190-0049,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0063,nzd0190-0064,nzd0190-0065,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0073,nzd0190-0074,nzd0190-0076,nzd0190-0077,nzd0190-0078,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0084,nzd0190-0085,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0089,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110,nzd0190-0075
2022-06-22 22:12:02.661000,L9,,,178.22,199.69,237.85,190.53,266.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.63,252.61,278.50,281.04,,,,,,,,,,243.02,238.00,255.09,244.24,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25 22:06:23.647000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.82,312.73,305.73,300.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22 22:06:29.758000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.34,
2022-12-24 22:06:26.081000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,461.90,426.50,406.45,388.76,367.04,355.09,342.93,337.72,321.00,308.07,270.44,297.62,283.85,254.68,242.13,241.11,248.32,265.27,289.89,308.37,335.66,330.00,,,,,,,,,365.97,334.57,349.91,,,,,333.03,324.19,315.00,302.84,280.68,273.74,262.22,233.11,233.06,250.44,261.84,287.04,289.72,288.18,313.39,311.67,307.18,273.58,299.89,290.37,304.98,,,,,,,,,,,,,,386.24,397.46,398.93,401.36,401.29,412.79,,,,,,180.10,452.22,471.51,286.99
2023-01-16 22:12:34.167000,L9,,164.42,196.69,216.60,269.14,299.32,296.99,186.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.97,521.39,482.27,,432.65,422.33,457.11,474.77,489.52,501.98,,534.63,526.86,538.35,549.07,,,,,,,,,,,,,,,476.05,455.65,459.34,,,,,,,,,,,,,,,,,,261.89,258.33,289.28,252.04,237.26,,,,,,,,,,,,,,,,,,,,,,
2023-01-17 22:06:18.381000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.58,393.64,406.80,424.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.14,430.34,436.55,,,,,,,,,,,,,,249.00,305.58,258.18,235.85,
2023-02-18 22:06:13.995000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.97,305.42,327.29,326.01,322.52,309.65,319.10,306.83,,334.00,337.29,359.61,361.67,331.63,349.19,,,,,380.76,358.32,350.26,355.92,359.15,366.10,375.21,386.25,405.31,421.43,423.37,,,498.99,486.60,
2023-03-06 22:06:02.229000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.95,288.20,285.07,303.34,300.67,310.47,304.17,,,,,,,364.24,349.98,343.00,343.37,,,,381.68,348.54,339.24,345.68,356.03,369.62,,,,,,,,,445.10,288.24
2023-03-13 22:12:11.106000,L8,,170.55,200.28,228.75,340.13,302.84,272.90,214.08,,214.48,250.38,223.55,241.14,,,,,,,,,,,,,,,,,,,,,,,,,,371.57,349.25,343.91,366.07,,,,,519.64,536.61,536.89,496.58,551.91,534.11,487.81,536.13,510.31,479.29,490.85,515.27,526.14,530.87,527.87,547.81,549.90,550.55,525.13,,,507.35,344.73,316.15,279.68,264.00,233.94,,,,230.53,222.28,239.10,191.94,218.63,223.25,224.03,,,,290.70,245.64,290.75,272.26,240.85,,479.09,403.35,456.60,477.81,406.03,353.43,404.85,370.33,177.50,183.65,190.77,191.57,201.70,201.32,212.51,217.89,241.01,223.84,
2023-03-14 22:06:11.235000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.30,386.28,384.42,380.33,,,,,,,,439.38,446.69,440.87,,,,455.58,422.56,392.42,428.85,433.88,,,448.47,458.46,461.58,473.57,488.37,501.66,513.96,507.25,
2023-03-21 22:12:19.147000,L9,,,171.97,205.06,245.95,267.23,178.38,,,,,,,,,,,,,,,,,,,,,,,,,417.75,403.85,388.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:05:52.850000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.59,346.61,324.13,,,,,384.11,328.73,336.04,339.69,344.99,357.29,327.59,337.68,380.80,375.63,386.00,382.64,396.37,,,
2023-03-30 22:05:59.281000,L9,,,,,,,,,,,,,,,,,,,,,,,325.49,337.01,322.47,358.30,370.50,,,,,,,,,,,,,,,,,,,375.67,328.66,303.75,293.94,174.78,211.74,208.16,300.08,366.36,,,,,,,,,,,,,,,,359.43,343.97,344.87,333.57,,,,,,,,,,,,,,,,,,,,,473.34,489.18,502.10,459.47,189.81,222.86,416.73,419.78,403.66,414.31,,447.68,443.48,472.38,487.80,489.77,474.16,
2023-04-06 22:12:09.294000,L9,,,177.58,205.29,251.24,262.64,183.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.76,279.51,264.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07 22:05:40.262000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.25,340.48,341.87,345.25,,,,,,,,,,,
2023-04-23 22:05:33.182000,L8,,,,,,,,,,,,,,,,,,,,,,205.61,274.96,231.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.15,416.58,406.04,418.04,,,
2023-05-16 22:11:28.326000,L8,,,173.02,199.88,247.03,257.95,218.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24 22:11:41.159000,L9,,,183.82,205.52,255.71,290.57,230.71,,,,,,,,,,,,,,,,,,,,,,,539.18,498.74,483.30,463.18,444.81,,,,,,,,379.21,402.63,409.84,399.36,406.65,,,,494.38,476.57,490.56,498.10,468.38,476.01,480.57,,,,,,,,,,,,274.19,262.25,241.41,221.26,224.15,,,,,,,,209.30,186.07,188.90,190.78,191.27,198.54,189.13,213.07,238.93,225.45,224.29,,,,,,,,,,446.94,428.57,389.51,,,,,,,,,
2023-06-09 22:11:36.868000,L9,,,187.20,217.13,296.22,293.55,255.05,227.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.49,232.40,226.68,230.53,,,,,,,,,,,
2023-06-25 22:11:32.179000,L9,,168.14,193.57,225.65,346.19,305.75,299.18,289.63,274.26,268.82,293.93,281.03,283.48,288.88,187.52,176.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.03,202.22,202.22,268.37,245.08,250.38,,,,,,423.12,433.67,392.31,379.09,,,,,,,,,,,,,,,307.31,304.51,314.19,,,,,,,,,,,,,,,,,222.58,219.80,231.27,236.87,210.31,214.75,,,,,,
2023-08-04 22:12:04.441000,L8,,,178.45,210.70,259.01,286.92,227.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.21,387.90,371.54,315.44,308.68,292.85,313.72,,,,,,,,381.90,411.25,421.02,421.42,439.55,,,,,,373.29,375.09,364.64,352.50,323.95,318.33,267.17,270.12,218.47,198.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21 22:05:52.129000,L9,,376.97,429.60,459.48,490.56,515.21,,,,,,,,,,,,,,,,,,,,,,,,,,338.71,329.13,326.68,331.54,320.97,316.07,309.60,288.58,286.20,282.88,,,,436.10,440.48,457.95,468.92,487.04,506.50,530.66,526.12,545.28,,407.16,412.12,384.39,,,,,,,,,,,,,,,,,,299.94,285.31,293.89,320.55,337.05,344.30,347.72,356.62,370.53,366.12,324.48,369.76,315.73,350.97,384.58,371.98,354.73,349.78,360.02,339.73,528.04,533.08,448.93,382.97,380.08,357.05,388.11,372.93,344.96,344.56,345.59,357.36,509.85,506.09,537.73,507.41,279.24
2023-08-28 22:12:08.221000,L9,,158.32,185.50,201.99,245.46,263.53,220.82,,,,,,,,,,,,,,,,,,,,,,485.95,497.24,483.50,462.61,,,,,,365.36,345.78,329.87,313.85,,,,,,,,,,,,463.62,485.84,465.94,444.00,415.90,377.45,361.52,,,,,,,,,254.38,204.83,220.27,194.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-29 22:06:02.142000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.99,297.88,311.11,,349.27,352.04,377.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.04,309.70,308.85,304.17,302.56,289.21,264.96,270.07,320.90,331.94,340.76,,,,,,,,,,,,,,,,,,,
2023-10-08 22:06:10.308000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.85,349.30,344.52,343.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-23 22:12:23.914000,L8,,170.25,199.71,225.19,271.15,287.97,245.01,202.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.82,513.07,545.81,556.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.10,278.36,249.13,,,,,,,,,,,,,,,,,,,
2023-11-01 22:06:14.963000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.40,216.90,
2023-11-08 22:12:20.984000,L8,,160.89,180.95,203.67,257.05,279.02,195.83,168.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09 22:06:12.836000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.64,270.92,357.90,353.64,,,,,
2023-11-24 22:12:27.954000,L8,,165.46,202.04,224.20,334.49,304.69,284.58,238.23,,216.27,270.14,223.81,240.98,192.13,,,,,,,,,,,,,,,,,,,,,,,377.93,329.97,355.65,,,315.98,370.51,393.80,413.26,,,,,,,,202.15,209.37,251.02,246.66,228.61,,,,374.48,362.71,352.71,360.52,345.12,342.06,324.89,220.85,228.96,229.12,204.16,199.20,193.87,,,,,,186.68,193.84,209.13,206.48,193.13,188.81,191.66,186.05,182.61,,457.56,448.38,470.52,,,,,,,,,,,,,,,,,459.78,451.43,464.32,
2024-01-12 22:06:18.916000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.52,342.71,312.21,323.37,310.73,306.64,295.36,269.94,242.63,253.96,241.24,,,297.58,298.20,315.45,348.45,365.90,340.02,,,,,,,189.43,427.66,429.73,409.82,380.27,,,,340.33,315.49,338.52,341.27,325.40,,,,,,,,,236.81,248.33,255.74,247.62,,,,,,,,,,298.67,309.62,312.17,314.75,307.91,293.70,,,,329.48,345.90,321.73,,,,,,,,,,,479.16,450.41,213.26
2024-01-20 22:06:07.304000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,516.59,466.64,441.85,,,,,,,,,,,,325.45,304.18,360.49,377.75,400.85,423.05,422.33,448.99,,,,213.50,193.31,225.06,234.75,243.14,177.80,,,501.43,530.06,532.63,522.15,511.52,508.05,,,,,,,,420.72,406.13,217.92,232.20,,326.84,337.54,346.73,,,,,,,,,,,,,422.60,434.46,451.83,423.63,404.25,421.02,416.37,421.12,,,,,,,,,514.20,481.49,237.81
2024-01-28 22:06:18.213000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,414.93,407.31,354.61,344.61,322.19,,,,,,253.72,224.23,242.28,,,,,,313.21,312.42,334.16,342.77,349.92,,,444.09,210.58,206.37,210.85,245.48,249.07,258.63,,,,,,,339.68,305.50,321.99,,,,,,,,270.39,248.61,269.63,261.58,278.58,292.80,293.66,319.74,328.20,340.01,336.02,308.78,305.63,311.68,323.02,313.71,,,,,,,,,,,226.68,279.29,366.10,290.70,382.09,218.41,309.88,358.47,179.21,518.04,559.56,256.80
2024-02-13 22:06:17.947000,L9,,,,,,,,,,,,,,,,,,,,,,,539.83,470.88,474.39,,,,,,344.80,351.01,343.36,336.45,302.47,,,,,,,,,,,,,,,,,,,,,,,,,,402.38,391.16,394.56,397.51,379.99,375.52,,,,,,,,,,269.75,281.45,302.07,315.15,333.38,356.86,372.86,381.35,,,319.27,301.82,309.65,328.03,309.73,337.44,352.08,372.91,371.82,366.91,389.88,380.18,367.33,388.23,381.28,390.77,419.81,428.51,,,,,,200.98,474.24,285.69
2024-02-20 22:12:20.045000,L9,,260.86,201.52,237.72,354.37,303.08,270.93,245.01,173.37,214.29,273.10,227.70,244.52,226.39,,,,,,,,,,,,,,,456.41,443.84,444.44,427.39,,,,,,,,,357.68,375.42,386.97,395.76,421.85,443.46,448.50,,,455.10,474.15,213.36,204.64,218.68,265.92,240.72,218.85,,508.50,471.39,456.64,,,417.81,391.90,380.21,307.87,295.30,257.04,242.92,232.39,,,,,,,312.45,325.45,338.40,,,,,,,,,408.81,435.89,429.15,419.28,393.76,,,,,,,,,,,,,,,,,,
2024-02-28 22:12:12.195000,L8,,208.98,195.93,228.56,344.92,306.67,298.75,237.33,,214.80,261.85,228.48,240.89,187.27,,,,,,,,,,,,,,,,,446.10,433.02,416.28,,,377.48,351.22,331.52,,,,,,,,,434.55,448.07,477.54,496.08,,214.10,200.20,216.26,224.06,238.95,255.96,,,,,,,,,,,,,197.47,208.78,207.65,195.78,181.44,,,,,,,,,,,,,,453.04,440.97,,,,,,,,,,,,,,,,,,,,,,
2024-02-29 22:06:11.471000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.07,291.33,284.85,277.51,,,,,,,420.43,447.18,445.71,503.47,507.41,,,,,,,,,,,,,,,,,,,,,,289.21,305.72,311.00,,,,,,,,,,,,,,,,,,,,,,,,406.79,407.43,418.44,,,,,426.84,460.89,464.38,492.62,473.24,288.00
2024-03-24 22:05:42.068000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.93,229.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.48
2024-04-08 22:12:11.179000,L9,,159.00,184.32,230.39,330.01,300.06,290.54,290.65,,214.50,287.70,227.47,239.55,216.12,,,,,,,,,,,,,,457.71,410.97,408.21,411.78,,,363.60,358.67,350.21,338.75,331.00,290.84,265.13,238.30,,293.78,313.76,301.72,345.52,358.33,355.98,360.52,,,206.64,547.18,522.28,542.88,546.48,524.19,361.06,,,,291.26,290.31,276.58,,,219.10,206.40,178.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03 22:05:38.004000,L9,,,,,,,,,,,,,,,,,,,,,,,,533.26,495.94,464.42,441.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.37,390.96,375.94,,,,,,,,,,,,,
2024-05-10 22:11:48.735000,L9,,193.04,192.40,214.60,280.24,293.80,287.67,221.78,,,,,,,,,,,,,,,,,,518.99,521.16,478.14,471.76,453.27,425.20,420.25,413.78,397.43,392.59,386.69,350.41,319.46,293.22,273.97,,319.59,336.57,338.33,371.32,,,,,,,,445.20,441.23,448.09,451.45,208.17,,,,305.88,294.68,295.20,284.89,,255.45,252.81,242.48,224.79,,,,,,,,,,,,,,,,,,,,,,,376.34,383.90,308.70,,,,,,398.55,421.87,388.80,334.84,,,,,,,,
2024-05-11 22:05:15.899000,L8,395.55,427.43,450.65,475.64,,,,,,,,,,,,,,,,,516.29,473.61,453.34,436.15,,,,,,301.46,323.19,336.46,326.90,321.97,304.58,,,,235.05,239.25,226.23,243.01,,,,338.81,377.98,364.03,,,,,,,,,,,,,,,,,,,,,,,,,,,294.13,248.20,244.09,259.03,283.47,289.17,300.89,,318.55,357.88,362.04,351.46,365.98,344.89,,,,,,,,387.96,373.43,333.59,,385.07,339.49,380.06,381.90,394.48,369.00,416.96,439.73,443.17,438.83,,271.13
2024-06-03 22:11:17.606000,L8,,,170.88,199.24,243.29,253.96,171.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27 22:11:16.996000,L9,,,169.36,195.57,245.14,269.23,172.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22 22:05:28.427000,L9,,,,,,,,,,,,,,,,,,,,,,,,,399.91,371.02,344.04,316.24,308.52,,,,308.11,278.42,285.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06 22:11:45.404000,L8,,168.19,188.82,217.31,325.11,294.57,289.07,180.30,,197.46,234.24,167.10,181.31,189.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.25,191.73,450.82,465.28,459.86,452.04,429.22,420.26,389.07,357.20,,289.60,268.25,269.92,285.49,277.47,248.16,227.80,219.30,198.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26 22:06:12.211000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.40,397.20,376.48,353.84,316.40,314.03,292.71,,,,,,440.81,472.94,495.08,,533.92,209.04,200.05,218.61,264.64,251.77,258.78,178.09,,,,210.27,230.17,222.06,211.94,203.49,204.67,194.99,178.37,440.75,,,,,,290.21,295.66,304.96,305.05,,,,,,,,,,,,,,,240.46,215.56,483.21,390.23,184.41,,,,,,,,,,,511.25,331.33,299.00
2024-11-18 22:12:22.972000,L9,,164.91,194.49,217.97,273.28,293.96,257.76,240.32,171.03,208.57,274.77,170.17,162.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.06,373.26,397.81,,,192.10,209.50,217.03,227.40,240.20,194.30,431.69,423.48,,,,,,,,,237.69,223.89,216.57,193.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.79,492.66,473.56,402.52,533.08,379.77,346.55,453.08,,,,430.01,
2024-12-04 22:12:24.430000,L9,,170.61,204.33,268.96,364.02,329.11,327.08,312.72,254.08,269.54,289.61,239.77,247.19,230.52,191.92,200.01,178.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.35,363.37,193.52,328.01,346.53,435.82,448.63,424.70,472.11,477.60,488.28,484.19,421.27,368.70,351.60,322.99,433.22,281.66,264.18,252.09,225.80,332.33,250.88,,,,,,,,,,,,,,,,,,,,,,,,,,,332.69,335.03,236.36,,,,,,,,,,,,,,181.50,
2024-12-12 22:12:12.160000,L8,,160.44,185.06,210.95,271.35,283.64,243.78,182.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-21 22:06:04.889000,L8,,,,,,,,,,,,,,,,,,,,,,544.83,518.90,472.05,502.88,455.62,,,,,,,,,,390.55,293.01,281.36,271.77,255.64,243.22,249.17,317.07,320.46,349.52,363.30,383.24,,,,,204.82,192.28,201.25,263.22,248.69,230.53,,,,480.59,205.68,227.71,198.18,207.38,192.57,189.96,189.08,,436.48,414.20,413.35,,,316.93,266.67,295.18,274.13,278.92,277.11,,355.50,358.16,363.32,,,,,492.15,456.71,438.12,411.43,,234.28,209.22,196.49,215.90,173.38,397.45,402.90,411.61,357.56,415.15,424.41,406.29,403.34,405.20,,207.41,457.82,301.57
2025-01-05 22:12:19.008000,L9,,,180.45,209.56,262.81,270.72,183.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.34,327.58,278.69,249.95,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 22:06:06.570000,L8,447.20,456.08,487.54,514.93,536.89,,,,,,,,,,,,,,,,,,,,483.05,489.90,471.99,450.49,,,,460.76,433.21,398.87,374.13,393.72,358.09,375.35,282.76,283.65,287.08,297.48,320.00,390.15,382.39,417.09,444.73,489.39,531.98,544.80,527.18,,190.40,194.13,224.94,244.53,,,,,540.78,510.43,484.64,485.92,469.75,475.93,185.14,183.74,,,,,,346.85,336.04,324.64,315.98,,,,,,,496.04,499.22,,,,,,,,,,,514.36,427.96,438.09,435.46,,,,,,440.24,500.91,467.23,518.22,458.22,495.49,330.05
2025-01-14 22:06:13.228000,L9,,,,,,,,,,,,,,,,,,,518.57,496.94,481.36,488.54,437.55,435.17,,,,331.53,328.45,326.01,302.95,304.56,284.56,247.12,266.64,246.23,223.45,200.61,197.86,176.78,180.81,204.96,217.49,250.22,270.38,,,,353.12,378.51,402.25,185.84,191.43,198.21,224.90,246.20,227.42,423.18,411.68,370.38,,,,,326.11,292.08,275.82,277.66,294.41,290.24,,,300.05,307.04,219.09,239.17,225.14,243.83,243.06,248.30,264.74,269.95,281.31,333.17,300.35,289.35,290.18,278.82,,304.57,310.17,295.55,304.99,320.31,331.04,348.06,343.75,327.68,321.22,330.63,343.95,324.28,288.74,328.22,338.45,357.37,368.12,378.57,207.96,349.69,240.45
2025-01-21 22:12:25.198000,L9,,172.72,198.52,234.18,349.58,312.43,304.31,285.28,,216.31,287.68,240.62,240.20,219.91,,,,,,,,,,,,,,,,,,,,,,,413.18,390.55,360.51,333.33,396.64,416.46,,,,,,483.66,510.17,519.43,,221.47,223.12,233.06,257.45,255.14,543.80,555.15,535.78,508.82,470.14,481.42,442.08,418.10,402.33,409.97,399.53,341.91,,,,,,,,,,,,,,,,228.82,242.88,252.69,250.97,232.54,,,,,,,,289.24,222.24,231.96,193.12,233.68,218.98,189.76,,,,,,,,,
2025-01-22 22:06:01.605000,L8,,,,,,,,,,,,,,,,,,,,,516.53,540.92,519.67,388.65,392.86,368.72,336.77,428.07,434.65,435.59,,,,,,,,340.45,327.03,313.26,,,289.57,358.05,376.31,402.07,414.21,447.00,472.95,499.04,,,,,,,,,,,,,,,,,276.96,236.97,350.71,328.62,270.41,,,,,375.66,394.11,420.44,,,,,,,,,,,,,,,,,,,,440.62,453.30,461.03,468.10,,,,340.46,352.56,353.74,,209.33,348.84,
2025-01-30 22:06:08.189000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.78,247.12,236.35,230.52,221.94,221.26,231.69,244.59,256.88,254.87,,,,,292.35,299.12,328.26,,,,,,,,,,,325.27,333.79,319.78,327.33,314.07,355.39,370.98,,178.34,464.05,228.28
2025-02-06 22:12:19.388000,L9,,162.22,187.29,216.91,266.65,275.96,209.30,173.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.23,280.16,295.46,,,,,,,,436.68,514.16,453.35,443.73,,,,,,549.89,493.01,402.15,485.11,290.01,,447.18,281.21,476.58,451.68,465.82,181.02,255.60,,,436.50,516.16,276.94,271.10,249.94,260.34,511.83,449.41,451.49,414.66,315.34,326.21,302.24,299.18,,438.10,365.28,322.12,240.47,182.35,,,,,,,,,,,,,403.83,442.71,395.76,381.65,212.91,489.34
2025-02-07 22:06:05.260000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.35,238.89,
2025-02-14 22:12:12.395000,L8,,,177.83,206.70,260.56,265.52,225.24,167.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.10,201.50,,,,,,,,,,,,,,,,,,,,,563.93,502.56,493.52,,,,,,275.31,290.87,227.79,285.41,,,,,,292.88,314.08,386.55,348.30,,,,,,498.41,427.10,,346.05,418.17,238.53,205.09,,344.35,309.28,379.79,384.95,332.76,334.08,295.43,300.23,,
2025-03-19 22:05:54.855000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,445.89,426.35,372.92,,,,,,,,,,,,,,213.13,243.39,284.04,305.22,,,,,,,,,,,,,,,,,418.78,386.38,385.63,377.53,383.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.46,
