dates,satname,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0045,nzd0190-0046,nzd0190-0047,nzd0190-0048,nzd0190-0049,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0063,nzd0190-0064,nzd0190-0065,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0073,nzd0190-0074,nzd0190-0076,nzd0190-0077,nzd0190-0078,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0084,nzd0190-0085,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0089,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110,nzd0190-0075
2014-03-29 22:06:15.961000,L8,,,487.87,507.31,507.77,439.56,,,,,,,,,,,,,,287.06,345.18,338.55,446.55,384.25,,,,433.80,465.54,,,,,,,,,,,,,,,384.74,394.97,366.49,347.97,,,,,,317.55,227.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.65,250.81,195.42,,,,,342.26,332.23,343.99,357.57,334.78,350.97,349.38,373.35,360.14,350.15,348.25,,372.14,386.13,330.81,350.00,351.39,179.34,345.30,362.05,556.97,,
2014-04-05 22:12:22.648000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.63,287.76,,,,,,,,,,439.78,445.62,448.89,464.33,458.81,430.42,409.31,,,,,,,,,,356.32,363.44,367.75,385.68,377.91,,,,,,,,,,,,,,,,,,,,,493.49,488.22,490.44,,,,,,,,363.73
2014-04-30 22:05:46.536000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.28,325.75,323.47,,,,,,,,,,,,,
2014-05-07 22:11:49.998000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.84,551.71,539.50,527.19,524.99,546.77,530.72,536.80,516.67,555.42,549.64,518.77,522.49,487.83,,,481.35,473.89,459.23,441.62,426.47,,,,,,,,,,362.59,358.14,364.40,367.15,362.38,364.85,355.55,350.92,328.60,309.94,313.23,321.76,,,,,,,,,,,,,454.14,451.71,430.08,191.98,,,,,,,281.91,345.12
2014-07-03 22:05:50.119000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.12,497.24,503.02,494.16,480.60,,,,,,,,,,,,,,,411.69,402.64,375.49,372.75,401.74,404.90,403.22,,,,,
2014-07-26 22:12:07.121000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.27,533.52,517.93,490.81,,,,,441.58,453.73,448.41,435.55,,,,,423.16,434.01,432.47,416.16,,,,,387.72,356.94,326.16,341.39,345.24,,,,,,,,,,,,,284.24,280.99,284.88,,216.84,229.90,220.88,211.38,219.34,210.85,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11 22:12:15.935000,L8,,,171.91,195.04,233.54,265.61,,,,,,,,,,,,,,,,,,,,,,,537.17,545.22,542.26,522.43,522.49,549.38,545.78,510.37,489.48,473.32,472.25,450.09,421.28,418.37,414.95,425.53,398.67,423.40,432.78,413.48,389.20,391.00,395.53,416.41,403.56,378.04,383.72,388.76,384.32,,363.06,369.88,363.61,,345.91,322.09,328.34,322.68,310.98,333.85,319.08,307.77,298.86,312.43,309.36,256.59,272.06,287.99,244.64,240.61,232.79,233.57,219.36,221.39,221.88,217.22,210.29,230.65,193.00,188.38,,,,,,,,,,,,,,,,,,,,,,,270.08
2014-08-20 22:06:06.726000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.46,436.50,453.46,457.18,450.70,478.70,482.91,,,,441.00,466.34,463.29,,,,,426.59,433.23,426.16,425.58,,,,,,,,,,,,,,,,399.75,407.49,414.25,410.56,415.04,,,436.44,436.51,415.55,,,,,,,,,,,,,,,,,376.86,381.99,390.12,,,,
2014-11-08 22:06:16.124000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.51,362.27,357.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.39,411.46,
2015-01-18 22:12:12.651000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.78,283.16,286.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:05:51.250000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.88,
2015-03-07 22:11:54.164000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.03,513.16,479.01,434.37,,,,,,,,,,,,,,,,,,,,,,,,,,,272.48,228.22,237.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-10 22:11:16.438000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.42,345.13,378.67,322.61,,,542.62,530.77,528.35,478.65,550.27,,,,,,465.70,452.04,385.69,410.26,396.57,381.27,386.03,404.53,420.35,429.80,403.88,386.37,380.54,388.33,404.79,383.32,,,,,327.35,316.48,306.81,,,305.98,304.62,302.99,309.83,259.64,,337.31,301.83,332.26,355.84,356.71,352.37,353.93,362.56,,233.12,235.34,243.31,241.48,,208.63,281.36,294.96,288.01,245.88,278.79,,,
2015-07-22 22:05:37.569000,L8,443.32,446.94,518.18,505.49,503.09,527.25,545.04,,,,,,,,510.14,383.88,378.33,269.35,227.22,,,,,,432.34,,,,,,,,,,319.08,394.95,377.01,290.83,267.60,163.63,330.94,504.92,531.59,496.47,506.32,507.98,516.47,495.59,472.74,469.07,491.68,495.60,495.85,514.82,500.16,505.03,526.48,549.47,524.69,,,,,,,,,,229.48,336.66,395.74,408.09,503.88,522.92,547.33,525.16,,,,528.29,533.77,520.51,508.81,506.43,468.79,500.66,516.27,547.78,531.94,524.54,539.45,,,,,,,,,,336.11,343.57,420.86,468.03,463.79,,,,,,486.34
2016-03-02 22:05:55.525000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.83,533.50,503.91,503.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.56,522.52,523.36,544.58,543.14,540.45,,,,,196.79,425.55,
2016-03-09 22:12:04.857000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.38,285.83,282.60,275.61,256.87,270.82,271.43,,,,,,,,,236.53,234.78,236.61,227.57,218.71,229.97,218.79,203.11,196.47,189.40,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25 22:11:56.307000,L8,336.19,282.98,178.79,199.80,243.16,295.94,313.82,475.33,,,,,385.09,381.78,374.01,229.43,426.17,420.96,483.41,440.94,509.25,460.81,411.64,376.44,338.01,453.77,484.14,539.98,521.16,519.28,497.25,544.63,497.95,480.99,543.51,522.22,254.87,289.66,352.71,247.96,310.15,350.32,359.44,380.37,388.52,426.31,444.43,355.05,379.47,402.69,424.35,409.01,392.04,382.98,376.58,367.60,363.39,347.26,335.27,342.54,341.57,333.66,335.79,331.25,330.72,310.91,303.15,300.53,286.06,276.58,281.90,292.42,287.11,285.46,279.32,249.07,391.61,362.17,421.63,438.65,364.92,412.20,387.05,462.64,447.04,395.70,364.33,396.48,373.11,421.27,442.26,339.89,207.36,203.58,209.84,235.55,206.98,199.59,187.61,,,,,,,,,,237.54,198.42,241.85
2016-07-24 22:06:01.938000,L8,,,,316.23,525.25,,,,,391.46,378.65,439.63,416.32,274.48,,534.19,386.93,468.64,439.69,454.02,405.96,,,,,,514.48,494.91,474.14,466.36,442.57,455.11,527.12,535.86,405.04,402.88,356.14,313.66,377.07,345.57,335.94,363.88,392.94,346.33,382.23,371.48,390.10,388.69,344.14,341.03,404.07,386.68,392.44,412.68,435.18,430.60,422.64,432.48,430.58,442.14,457.60,445.79,482.02,377.50,413.39,410.52,418.44,414.70,,434.81,414.96,408.16,471.26,363.21,362.16,381.27,395.19,396.25,394.63,416.20,415.40,417.81,412.03,379.18,388.41,404.06,391.19,363.58,562.66,463.36,492.79,470.58,457.31,379.20,396.12,550.27,517.46,510.70,558.05,325.60,334.50,301.55,374.65,383.78,318.48,347.02,370.11,374.12,505.99,472.23,374.97
2016-09-10 22:06:15.488000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.43,
2016-10-12 22:06:21.213000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.25,421.38,
2016-10-28 22:06:23.178000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,522.28,506.70,456.70,437.16,433.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.60,351.06,365.60,,,,,,,,,,,,,,206.88,358.38,
2016-11-20 22:12:33.363000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.67,272.16,213.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:06:18.115000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.83,227.81,
2017-05-08 22:05:23.284000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.96,446.98,450.24,438.13,,,,353.88,347.39,322.91,306.12,284.36,307.71,340.14,347.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.29,362.87,368.77,,,,462.69,456.73,494.93,502.86,,392.71,415.35,407.26,405.74,,,,,,356.31,351.71,365.98,363.77,379.25,384.39,,,271.55,304.04,328.36,,,189.05,405.27,
2017-06-09 22:05:42.375000,L8,343.34,399.03,434.46,397.44,426.49,445.65,519.99,276.62,232.33,291.60,252.67,,213.33,261.53,195.02,354.95,370.98,547.48,416.75,470.19,413.93,,,,,,,,,,,524.00,495.74,463.71,478.19,402.34,423.35,504.29,524.63,496.05,538.38,,,,,479.41,,497.60,447.33,525.73,490.04,416.27,392.11,403.48,384.41,375.06,381.20,373.98,353.58,352.02,345.41,403.69,387.20,525.66,537.63,386.80,395.99,390.35,410.92,423.05,424.24,408.01,360.31,295.64,309.34,296.20,299.98,310.54,308.74,300.43,328.05,350.00,345.13,353.20,539.39,511.63,501.63,391.77,406.75,425.42,411.37,417.14,421.77,426.55,445.71,521.99,517.17,508.65,,,,,,504.04,466.32,390.72,491.48,493.70,511.75,,315.28
2017-06-16 22:11:55.802000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.82,239.94,246.26,,,,,,,,,,,,,,,,,
2017-08-03 22:12:11.903000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.93,388.83,380.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04 22:12:19.532000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.48,320.39,320.74,324.44,236.36,270.31,261.40,214.23,340.98,316.56,295.68,280.25,282.04,288.41,296.48,301.10,284.38,275.76,308.22,285.48,262.85,254.40,314.26,299.72,268.41,248.99,228.18,194.43,207.97,176.17,,309.80,232.80,
2017-11-16 22:06:16.377000,L8,,,,,250.31,328.83,317.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.95,372.15,,,,,,,,,,,,,,,,,,,,,,,,,395.20,446.73,
2017-12-02 22:06:10.894000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.79,243.32,263.79,286.96,199.77,247.88,327.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.28,256.26,376.47,
2018-03-15 22:11:46.334000,L8,,,172.61,209.68,242.38,251.59,176.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.33,425.16,389.73,353.03,,,,,,,,,411.83,403.65,400.67,390.37,,,,361.71,365.67,358.15,357.23,334.70,335.09,327.18,312.79,292.08,,,,,,,,,,,,,,,,,431.42,332.16,347.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 22:11:30.626000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.11,482.54,461.53,445.50,432.05,,,,321.41,319.15,336.05,345.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:05:53.709000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.11,500.47,503.61,525.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.67,505.37,513.19,533.31,526.69,512.86,179.69,213.36,454.03,
2019-02-07 22:05:47.667000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.16,415.53,
2019-02-23 22:05:44.581000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.49,
2019-03-02 22:11:53.254000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.02,544.90,555.32,541.82,530.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:05:51.895000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.88,367.78,374.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:06:11.235000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.22,377.57,340.60,326.37,323.78,326.64,,,,,,,,,,,299.27,305.91,319.83,327.07,336.17,,,353.31,354.06,357.93,331.73,324.77,325.55,307.67,,,344.74,346.30,368.03,338.54,351.67,344.81,355.29,384.18,,,,,,,,,,,,,,,,,,393.55,
2019-10-21 22:06:25.884000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.05,493.57,495.36,480.80,,,,,,,,,,,,,199.78,441.97,
2019-11-06 22:06:24.678000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.98,434.31,436.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.21,448.78,433.20,,,,,,,,,,514.02,453.03,
2020-01-09 22:06:13.711000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.05,383.41,
2020-02-10 22:06:04.888000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.23,298.37,286.15,280.81,,,279.95,262.91,296.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.42,338.70,341.70,352.85,339.89,193.53,443.12,296.38
2020-03-13 22:05:54.202000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.44,381.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.78,335.84
2020-09-28 22:12:31.294000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.84,512.58,484.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26 22:06:20.557000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.16,234.88,254.88,,364.87,335.14,334.49,,,,,,,,,377.08,389.90,398.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.70,339.84,353.29,355.14,374.37,344.86,376.24,384.24,,,,,,,,,,560.90,541.36,382.13,358.70,364.50,424.05,352.92,,,,,,,,203.97,323.63,
2021-01-11 22:06:14.248000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.24,
2021-02-03 22:12:20.196000,L8,,166.84,195.97,252.20,349.24,311.42,305.99,240.73,,207.61,288.94,233.36,238.77,186.37,,,,,,,,,,,,,,,,,,,,,,,,,,518.87,475.88,491.97,486.28,,,,,,,,,,216.85,213.58,252.98,244.70,257.85,,,,,,,534.59,531.08,506.44,,,376.24,375.61,355.44,356.12,351.02,345.87,323.21,,,,,,441.24,444.15,439.47,,,,,,,,,,,,,,,,,,,,,,,,,187.05,240.18,212.90,
2021-02-12 22:06:07.348000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.24,273.15,262.95,262.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.83,357.09,355.71,,,,223.58,446.18,
2021-03-23 22:12:01.286000,L8,,,183.44,213.49,246.08,266.39,228.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.71,259.30,213.63,207.08,190.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.69,418.52,444.02,401.92,279.83,,341.46,415.96,314.27,,,502.49,511.76,301.42,225.88,460.57,,,
2021-05-03 22:05:32.764000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.12,454.43,448.14,,,,,,,,,,,,,
2021-05-26 22:11:55.028000,L8,,,180.92,203.81,232.13,248.91,223.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.40,365.82,357.66,356.65,,335.06,342.09,357.54,367.63,389.61,369.11,394.45,409.23,408.47,377.13,384.87,382.20,372.28,384.80,380.85,384.10,360.00,336.75,307.50,298.95,286.10,271.16,261.36,252.17,233.37,227.61,227.35,221.50,198.58,179.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 22:12:02.001000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.00,220.59,213.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 22:05:53.843000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.93,383.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.63,
2021-09-24 22:06:20.847000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.34,403.18,387.52,372.06,340.37,325.72,323.97,314.71,312.16,310.34,296.58,296.93,298.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.04,278.44,283.89,276.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.34,223.35,
2021-11-06 22:12:48.299000,L9,,,,,,,,,,,,,,,,,,,,,,,535.73,499.43,504.26,479.79,423.94,405.77,390.84,383.00,365.47,319.58,352.79,342.83,318.03,312.17,305.66,296.75,285.95,279.78,261.64,285.92,298.15,311.68,341.11,309.77,349.19,374.02,379.14,,,,,,,,371.91,350.66,334.70,346.79,316.31,316.79,290.08,306.55,286.52,,,257.95,260.41,253.58,243.07,224.57,209.97,244.16,250.64,254.36,295.92,313.88,281.28,297.49,,330.73,338.18,311.93,316.24,321.08,328.90,321.04,319.98,320.20,321.17,319.64,328.28,323.33,342.92,345.97,343.39,344.15,341.11,351.23,314.09,327.34,323.97,326.64,327.54,332.37,333.95,183.15,214.16,482.39,275.26
2021-12-20 22:12:32.197000,L8,,171.31,204.48,248.96,351.32,315.26,302.04,246.47,,199.47,219.74,234.33,246.23,190.94,,,,,,,,,,,,,,,,,,,463.58,439.95,406.08,394.53,,350.04,341.93,329.43,,343.16,363.36,363.79,379.53,405.74,414.21,416.67,436.52,,,235.48,220.68,505.10,504.62,481.55,379.77,374.05,359.22,,,,,267.51,259.09,228.26,226.75,216.44,204.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.60,201.69,198.38,
2022-01-22 22:06:18.213000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.47,513.07,499.31,504.92,528.78,,,,,,,,190.12,238.72,322.71,259.51,,,,,,,,,,,,,,,,,,,,,327.53,364.73,,,,,,,,,,,,,,,,,,,,312.89,274.64,
2022-01-29 22:12:29.484000,L9,,164.01,191.29,227.84,301.33,307.83,302.11,291.31,,211.34,290.49,229.30,237.51,185.75,180.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.16,178.38,210.95,236.61,244.95,242.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 22:12:25.004000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.89,479.57,460.93,,,,,,,,,,,305.31,301.03,291.19,257.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22 22:12:14.581000,L8,,168.95,194.41,227.02,263.54,304.97,293.16,213.10,,207.62,251.56,201.66,238.74,181.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.55,489.92,476.60,,,,,529.77,520.13,504.10,,,,,,,,,,,,,,,347.03,313.88,310.80,286.65,283.82,277.27,,,,,,,,,,,237.47,227.78,217.72,219.47,242.99,258.98,256.86,252.43,247.80,225.73,227.16,299.45,184.96,228.76,246.72,227.73,250.22,236.42,204.33,239.13,232.79,215.89,,,252.11,272.26,
2022-02-23 22:06:08.091000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.42,226.60,
2022-03-02 22:12:13.972000,L9,,164.19,195.22,230.12,348.60,308.93,300.61,248.88,180.99,213.93,293.60,227.53,210.04,186.66,,,,,,,,,,,,,,510.60,515.63,490.36,482.36,460.49,436.76,417.57,376.02,386.43,377.18,370.12,339.71,308.57,320.20,345.64,326.81,352.08,373.86,399.94,413.36,429.29,429.31,421.96,429.27,426.73,414.63,205.27,264.62,240.80,252.98,326.35,332.49,313.48,310.51,293.73,288.80,272.59,254.99,231.08,198.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18 22:12:12.996000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.30,478.53,433.34,,,,,,,,,,,,,,,,,482.80,518.19,471.36,445.17,428.25,,,,,,,,,,,,,,,,,,,,,,
2022-04-03 22:12:09.317000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.39,,,,,,,,,,,,,,,,,,,,,,,195.69,208.75,194.54,197.17,176.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 22:05:47.053000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.51,328.10,304.50,328.05,336.12,350.73,344.01,341.97,345.89,351.53,357.07,344.11,352.85,361.49,,,,,,,,,,,,,,,,,,,,,,436.72,323.84
2022-05-05 22:11:55.073000,L9,,,176.05,204.91,247.55,283.70,198.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.17,216.19,223.70,,,,,455.81,430.30,409.97,403.16,230.09,231.68,423.76,417.20,,,,,,,,,,,,,,
2022-05-06 22:05:53.688000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.23,441.36,467.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.76,427.25,435.13,448.03,470.16,,,,,,,,,,,,,,,,
