dates,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0084,nzd0190-0085,nzd0190-0073,nzd0190-0074,nzd0190-0075,nzd0190-0077,nzd0190-0078,nzd0190-0065,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0089,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0076,nzd0190-0064,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0045,nzd0190-0046,nzd0190-0063,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0049,nzd0190-0047,nzd0190-0048,satname
1999-09-27 22:05:12+00:00,192.64,230.19,230.48,,,,,142.26,177.96,134.08,114.96,101.12,87.95,55.43,,,,,,,,,,,,,,,,,,,,,,,,,,546.09,531.41,493.49,483.45,486.2,479.34,487.71,501.23,458.67,,,,171.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-11-14 22:05:06+00:00,192.64,230.19,230.48,,,,,142.26,177.96,134.08,114.96,101.12,87.95,55.43,,,,,,,,,,,,,,,,,,,,,,,,,,546.09,531.41,493.49,483.45,486.2,479.34,487.71,501.23,458.67,,,,171.45,186.37,,195.43,,,,,,,,,,,,,,,,,,,,,,,,158.82,189.93,,,179.44,,,,,,,,,,417.71,,,,,,,,,201.66,,,,156.78,152.97,,,,,L7
2000-10-15 22:02:20+00:00,162.93,,206.29,150.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-02-04 22:02:38+00:00,162.93,,206.29,150.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.93,279.14,263.63,226.43,,,420.78,398.6,407.98,,,,,,,,,,,472.42,,,,,,,,,,,,,,,,,,,,,,,,,,,189.38,,,453.87,,,,,,,L7
2001-09-09 21:54:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.92,314.19,,,,,,,,,,,,,,,,,,,278.57,267.8,251.87,244.1,,,,,,,,,,,,,,,,,,,,,,,176.66,,,,,,,,,306.67,,,,,,,,,,,,,,,,,,,,,L7
2002-01-06 22:00:55+00:00,177.2,209.98,228.37,176.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.92,314.19,,,,,,,,,,,,,,,,,,,278.57,267.8,251.87,244.1,,,,,,,,,,,,,,,,,,,,,,,176.66,,,,,,,,,306.67,,,,,,,,,,,,,,,,,,,,,L7
2002-02-16 21:54:54+00:00,177.2,209.98,228.37,176.36,,,,,,,122.95,102.61,,,,,,,,,,,,,,,,,,,,,,,,312.92,314.19,,,,,,,,,551.83,,498.08,493.71,454.95,426.44,,,,,287.46500000000003,287.625,265.46500000000003,263.79,288.74,371.18,346.8,345.69,357.67,,,,,249.01,330.44,,304.79,,290.51,,244.84,228.49,215.83,,,,176.66,,,,,,,,,306.67,361.2,398.77,,,,,323.03,,,,,,,480.71,,,,,,,L7
2002-10-05 21:59:55+00:00,168.9,215.85,215.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-01-18 21:54:30+00:00,168.9,215.85,215.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.37,,263.61,,510.76,511.2,511.17,490.02,477.37,469.51,469.3,472.77,463.18,,,,,,,218.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.69,345.98,380.07,484.34,505.15,501.2,504.45,,410.4,,,,424.87,445.4,450.97,,,,476.46,460.94,454.2,L7
2003-01-25 22:00:42+00:00,173.82,211.445,211.655,153.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.37,,263.61,,510.76,511.2,511.17,490.02,477.37,469.51,469.3,472.77,463.18,,,,,,,218.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.69,345.98,380.07,484.34,505.15,501.2,504.45,,410.4,,,,424.87,445.4,450.97,,,,476.46,460.94,454.2,L7
2003-08-13 21:49:09+00:00,,,,,,,,,,,,,91.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-10-25 21:44:04+00:00,161.45,207.81,,,,,,,,,,,91.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-11-17 21:50:33+00:00,161.45,207.81,,,,,,,,,,,91.59,93.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-01-04 21:50:58+00:00,161.45,207.81,,,,,,,,,,,91.59,93.51,,134.34,117.7,165.4,151.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-05-20 21:46:44+00:00,154.91,194.91,,,,,,,,,,,,,,134.34,117.7,165.4,151.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-06-12 21:53:35+00:00,154.91,194.91,,,,,,,,,,,95.89,73.25,,134.34,117.7,165.4,151.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-07-30 21:54:52+00:00,154.91,194.91,,,,,,,,,,,95.89,73.25,132.05,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-10-02 21:56:26+00:00,154.91,194.91,,,,,,,,,,97.07,93.505,70.575,132.05,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-02-07 21:58:39+00:00,,,,,,,,,,,,97.07,91.12,67.9,133.6,116.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-02-23 21:58:55+00:00,,,,,,,,,,,,105.32499999999999,91.12,86.56,132.17000000000002,116.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-07-01 21:59:50+00:00,,,,,,136.35,,,,,,101.11500000000001,72.0,81.88,132.17000000000002,116.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-09-19 22:00:20+00:00,,,,,,136.35,,,,,113.49,93.46000000000001,83.28,63.629999999999995,138.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-11-22 22:00:47+00:00,,,,,,136.35,,,,,113.49,93.46000000000001,83.28,72.21666666666665,144.825,122.83,108.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,148.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-02-10 22:02:39+00:00,,,,,,,,,,,113.49,98.27,103.445,83.32666666666667,144.825,122.83,108.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.12,,148.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-04-15 22:03:54+00:00,,,,,,,,,,,,113.02,117.93,99.74666666666667,150.98,122.83,108.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.715,,148.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2007-09-25 22:05:12+00:00,,,,,,121.99,120.59,141.46,166.98,136.75,113.11,109.12,97.65,78.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-11-14 21:55:28+00:00,,,,,,,,,,,,,,105.35,,109.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.18,141.32,135.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-06-05 22:14:15+00:00,,,,,,,,,,,,145.06,137.09,160.75,138.12,133.04,117.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.75,,,,,,,,,84.29,126.96,120.28,,260.15,,,300.27,301.3,294.43,,265.97,252.76,220.99,175.16,176.47,,,,,,,,,,,,,,,,,,307.19,,,,,,,,161.86,163.83,,,,,L8
2013-08-08 22:14:13+00:00,,,,,,,,,,,,145.06,137.09,157.01,124.75,125.99,116.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.75,,,,,,,,,86.61500000000001,126.19,117.325,,260.15,,,300.27,301.3,294.43,,265.97,252.76,220.99,175.16,176.47,,,,,,,,,,,,,,,,,,307.19,,,,,,,,161.86,163.83,,,,,L8
2013-10-27 22:13:55+00:00,,,,,,,,,,,,145.06,137.09,159.93666666666667,129.20666666666668,122.46,117.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.82,146.93,129.55,133.21,283.75,,,,,,,,,88.63,131.32333333333335,117.325,,260.15,,,300.27,301.3,294.43,,265.97,252.76,220.99,175.16,176.47,,,,,,154.43,155.92,,,,,,,,,,,307.19,,,,147.66,,,,161.86,163.83,,,,,L8
2013-11-12 22:13:56+00:00,,,,,,,,,,,,145.06,137.09,159.93666666666667,135.87,120.7625,118.9325,137.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.04,370.33,166.82,146.93,129.55,133.21,300.135,317.19,327.97,,,332.34,307.17,,,91.9975,132.1925,117.325,,257.18,,365.93,331.5,298.565,300.315,,265.845,251.0,220.99,175.16,176.47,,,,,,154.43,155.92,,,,,,,,,,,334.115,,,,147.66,,,,161.86,163.83,,,,,L8
2013-12-14 22:13:45+00:00,,,,,,,,,,,,,,159.53,144.85750000000002,116.67,130.2425,144.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.04,370.33,166.82,146.93,129.55,133.21,316.52,317.19,327.97,,,332.34,307.17,,,98.9375,140.07750000000001,122.73,,254.21,,365.93,362.73,295.83,306.2,,265.72,249.24,,,,,,,,,154.43,155.92,,,,,,,,,,,361.04,,,,147.66,,,,,,,,,,L8
2013-12-30 22:13:37+00:00,,,,,,,,,,,,,,159.53,151.452,116.67,136.902,148.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.04,370.33,166.82,146.93,129.55,133.21,316.52,317.19,327.97,,,332.34,307.17,,,103.276,145.49200000000002,133.21,,254.21,,365.93,362.73,295.83,306.2,,265.72,249.24,187.26,,,,,,,,154.43,155.92,,,,,,,,,,,361.04,,,,147.66,,,,169.24,158.04,,,,,L8
2014-01-31 22:13:16+00:00,,234.69,,,,,,,,,,,,160.22666666666666,148.11333333333334,116.67,136.902,148.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.04,370.33,166.82,146.93,129.55,133.21,316.52,317.19,327.97,,,332.34,307.17,,,105.745,144.215,131.2425,,254.21,,365.93,362.73,295.83,306.2,,265.72,249.24,187.26,,,,,,,,154.43,155.92,,,,,,,,,,,361.04,,,,147.66,,,,169.24,158.04,,,,,L8
2014-03-20 22:12:37+00:00,,234.69,,,,,,,,,,,,163.14666666666665,150.47666666666666,114.56666666666666,137.318,148.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.04,370.33,166.82,146.93,129.55,133.21,316.52,317.19,327.97,,,332.34,307.17,,,112.31333333333333,146.20666666666668,133.9175,,254.21,,365.93,362.73,295.83,306.2,,265.72,249.24,187.26,,,,,,,,154.43,155.92,,,,,,,,,,,361.04,,141.34,,153.66,,,,169.24,158.04,,,,,L8
2014-05-07 22:11:49+00:00,,234.69,,,,,,,,,,,,161.825,154.87833333333333,132.43666666666664,144.70999999999998,151.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.04,370.33,,,,,330.67499999999995,314.22,317.41,331.77,288.14,332.34,307.17,,,118.71,145.62166666666667,135.294,,254.21,,366.685,353.33500000000004,316.825,327.955,,265.72,249.24,187.26,,,,,,,,,,,,,,,,,,,,349.75,,141.34,,159.66,,,,169.24,158.04,,,,,L8
2014-07-10 22:12:04+00:00,,234.69,,,,,,,,,,,,161.825,142.385,142.01333333333332,137.1833333333333,160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.83,311.25,306.85,331.77,288.14,,,,,127.47999999999999,137.03500000000003,134.215,,,,367.44,343.94,337.82,349.71,,,,,,,,,,,,,,,,,,,,,,,,338.46,,141.34,,159.66,,,,,,,,,,L8
2014-07-26 22:12:07+00:00,,234.69,,,,113.74,112.0,120.34,,,,,,161.825,142.385,142.01333333333332,137.1833333333333,160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.83,311.25,306.85,331.77,288.14,,,,,127.47999999999999,137.03500000000003,134.215,,,,367.44,343.94,337.82,349.71,,,,,,,,,,,,,,,,,,,,,,,,338.46,,141.34,,159.66,,,,,,,,,,L8
2014-12-01 22:12:24+00:00,,,,,,113.74,112.0,120.34,,,,,,,148.31,132.26999999999998,133.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.41,375.46,,,,,,,,115.16,127.97500000000001,145.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-02-28 22:05:48+00:00,,,,,,,,,,,,,,,148.59,120.14,127.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.41,375.46,,,,,,,,97.88,121.09,,,,,,,,,,,,,,,,,,,,149.7,154.46,202.39,251.39,,,,,,,,,,,,,,,,,,,,,,,L8
2016-03-09 22:12:04+00:00,,,,,,,,,,,,,,,,,132.54,144.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-08-16 22:12:17+00:00,,,,,,,,91.81,,123.72,,,,,,,132.54,144.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-09-10 22:06:15+00:00,,,,,,,,91.81,,123.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.37,160.86,199.69,227.89,,,,,,,,,,,,,,,,,,,,,,,L8
2016-10-28 22:06:23+00:00,,,,,,,,91.81,,123.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.66,,,,,,306.47,304.18,,,,,,302.88,,,,,,,,,,,,,,,,155.37,160.86,199.69,227.89,,,,,,,,,,,,,,,,,,,,,,,L8
2016-12-15 22:06:18+00:00,173.49,206.69,229.94,,,,,91.81,,123.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.13,347.32500000000005,,319.8,319.55,,,306.47,304.18,,,,,,295.325,323.96,313.58,324.13,318.36,,,,,,,,,,,,155.37,160.86,199.69,227.89,,,,,,,,,,,,,,,,,,,,,,,L8
2017-02-08 22:12:10+00:00,173.49,206.69,229.94,,,,,91.81,,123.72,,,,,135.66,159.95,132.38,155.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.13,347.32500000000005,,319.8,319.55,,,306.47,304.18,124.85,128.18,133.27,,,295.325,323.96,313.58,324.13,318.36,,,,,,,,,,,,155.37,160.86,199.69,227.89,,,,,,,,,,,,,,,,,,,,,,,L8
2017-06-16 22:11:55+00:00,,,,,,,,,,,,,,,135.66,159.95,132.38,155.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.85,128.18,133.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.74,,,,L8
2017-08-03 22:12:11+00:00,,,,,,,,,,,,,,156.35,135.66,159.95,132.38,155.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.45,372.25,338.71,331.85,310.36,,,,,133.01,111.825,115.30000000000001,227.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.74,,,,L8
2018-05-02 22:11:21+00:00,,,,,,,,122.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-07-05 22:11:18+00:00,,,,,,,,122.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.44,269.62,,,,,133.07,128.28,,233.64,,,,,,,,,,,,,,214.7,197.08,,,,,,,,,,,,,,,,,,,,,,,,,263.96,,,,L8
2018-08-06 22:11:34+00:00,,,,,,,,122.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.44,269.62,,,,,133.07,128.28,,233.64,,,,,,,,,,262.8,,,,214.7,197.08,,,,,,,,,,,,,,,,,,,,,,,203.54,213.63,263.96,,,,L8
2018-09-07 22:11:48+00:00,,,,,,,,122.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.44,269.62,,,,,133.07,128.28,,233.64,,,,,,,,,,262.8,160.87,156.5,167.44,214.7,197.08,153.77,,,,,,,,,,,,,,,,138.33,,,,,,203.54,213.63,263.96,,,,L8
2018-10-18 22:05:53+00:00,158.66,208.23,227.82,,,,,122.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.44,269.62,,,,,133.07,128.28,,233.64,,,,,,,,,,262.8,160.87,156.5,167.44,214.7,197.08,153.77,,,,,,,,,,,,,,,,138.33,,,,,,203.54,213.63,263.96,,,,L8
2019-02-07 22:05:47+00:00,158.66,208.23,227.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.87,156.5,167.44,,,153.77,,159.66,166.04,195.84,236.37,,,,,,,,,,,138.33,,,,,,,,,,,,L8
2019-04-12 22:05:30+00:00,158.66,208.23,227.82,,,48.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.66,166.04,195.84,236.37,,,,,,,,,,,,,,,,,,,,,,,L8
2019-11-06 22:06:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.91,199.78,201.45,201.68,154.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-03-13 22:05:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.655,189.07999999999998,212.125,198.9,151.715,,156.36,164.87,191.96,235.75,,,,,,,,,,,,,,,,,,,,,,,L8
2020-12-01 22:12:33+00:00,,,,,,,,,,,,,,,145.4,117.11,135.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2021-02-03 22:12:20+00:00,,,,,,,,,,,,,,,145.4,117.11,135.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.57,193.01,190.73,216.52,,,,,,,,,,,,,,,,,,,,,,L8
2021-04-01 22:05:48+00:00,,,,,,55.68,,,,,,,,,145.4,117.11,135.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.63,169.94,192.015,205.975,216.52,,,,,,,,,,,,,,,,,,,,,,L8
2021-05-26 22:11:55+00:00,,,,,,55.68,,,,,,,,,130.32,112.845,126.02000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.96,,,,,,,,,,,,,,,,,,,168.63,169.94,192.015,205.975,216.52,,,,,,,,,,,,,373.93,,,,,,,,,L8
2021-06-11 22:12:02+00:00,,,,,,55.68,,,,,,,,,121.245,102.78999999999999,116.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.66499999999999,,,,,,,,,,,,,,,,,,,168.63,169.94,192.015,205.975,216.52,,,,,,,,,,,,,373.93,,,,,,,,,L8
