dates,satname,nzd0483-0000,nzd0483-0001,nzd0483-0002
1999-08-26 22:07:08.722000,L7,,,363.99
1999-11-30 22:06:59.059000,L7,341.59,350.05,296.59
2000-05-08 22:06:20.956000,L7,348.49,347.78,369.03
2000-05-08 22:06:44.900000,L7,359.22,364.59,375.21
2000-06-25 22:05:55.844000,L7,367.23,357.74,382.43
2000-06-25 22:06:19.852000,L7,356.61,348.78,379.32
2000-07-27 22:05:24.302000,L7,343.11,341.24,369.84
2000-07-27 22:05:48.258000,L7,349.45,354.63,376.71
2000-08-12 22:05:17.927000,L7,363.84,376.06,379.68
2000-08-12 22:05:41.803000,L7,365.42,376.37,379.83
2000-09-20 22:10:50.972000,L7,338.61,341.40,343.57
2000-12-18 22:04:37.758000,L7,335.23,333.06,
2000-12-18 22:05:01.704000,L7,347.57,355.99,364.25
2001-01-03 22:04:36.218000,L7,385.31,393.17,394.35
2001-01-03 22:05:00.181000,L7,353.00,343.16,361.11
2001-02-20 22:04:36.568000,L7,347.24,386.33,399.08
2001-02-20 22:05:00.525000,L7,347.79,386.69,399.75
2001-07-14 22:03:33.580000,L7,354.70,336.21,395.32
2001-07-14 22:03:57.537000,L7,352.07,331.49,294.98
2001-11-03 22:02:34.745000,L7,340.05,384.07,401.44
2001-11-03 22:02:58.699000,L7,335.79,352.57,388.34
2002-03-11 22:03:07.402000,L7,349.64,368.31,378.02
2002-03-11 22:03:31.366000,L7,337.04,352.45,365.02
2002-05-14 22:03:19.418000,L7,364.87,384.64,
2002-05-30 22:02:49.483000,L7,366.49,,
2002-05-30 22:03:13.672000,L7,366.30,419.57,
2002-06-15 22:02:43.613000,L7,356.53,352.20,387.73
2002-06-15 22:03:07.576000,L7,355.79,364.17,383.78
2002-12-24 22:02:33.044000,L7,351.18,341.53,343.75
2002-12-24 22:02:57.022000,L7,352.35,338.79,355.44
2003-09-14 21:51:42.461000,L5,288.66,317.77,300.34
2003-09-30 21:52:18.101000,L5,311.16,323.21,305.71
2003-10-16 21:52:08.058000,L5,304.53,332.72,297.09
2004-06-12 21:55:35.599000,L5,296.24,317.30,329.22
2004-06-12 21:55:59.429000,L5,298.36,321.06,328.81
2004-07-30 21:56:51.838000,L5,325.72,344.15,408.95
2004-08-15 21:57:13.549000,L5,309.05,324.57,354.17
2004-08-15 21:57:37.379000,L5,277.28,315.65,307.79
2004-10-18 21:58:47.729000,L5,342.74,340.54,343.25
2005-04-12 22:01:18.889000,L5,311.71,325.27,321.38
2005-04-12 22:01:42.862000,L5,316.71,327.27,327.20
2005-05-05 22:07:37.767000,L5,330.45,331.48,333.64
2005-10-05 22:02:17.195000,L5,309.45,318.50,295.46
2005-10-05 22:02:41.026000,L5,308.99,317.91,295.65
2005-11-06 22:02:22.875000,L5,282.98,327.03,289.43
2005-11-06 22:02:46.848000,L5,286.23,326.80,290.93
2006-02-26 22:04:59.098000,L5,284.94,318.93,300.77
2006-02-26 22:05:22.928000,L5,321.77,337.91,333.71
2006-04-15 22:06:18.610000,L5,294.28,393.05,398.47
2006-07-04 22:07:05.212000,L5,319.93,324.93,332.85
2006-08-05 22:07:31.136000,L5,313.87,328.95,329.22
2006-08-05 22:07:55.109000,L5,318.83,329.56,330.98
2006-08-21 22:07:43.467000,L5,339.28,346.95,350.43
2006-08-21 22:08:07.440000,L5,325.49,328.09,334.70
2006-12-11 22:08:52.184000,L5,285.52,319.64,293.08
2006-12-11 22:09:16.015000,L5,287.16,324.06,291.82
2007-02-13 22:09:11.063000,L5,330.14,335.61,332.14
2007-09-09 22:07:21.190000,L5,311.90,329.70,321.59
2007-09-16 22:13:28.554000,L5,336.86,343.07,340.01
2008-02-16 22:04:45.714000,L5,312.82,321.78,296.71
2011-02-08 22:04:11.186000,L5,291.54,316.99,291.33
2011-02-08 22:04:35.159000,L5,291.42,316.57,288.80
2011-03-12 22:04:31.079000,L5,301.24,320.87,298.52
2013-06-28 22:22:20.943000,L8,331.30,327.64,320.50
2013-07-07 22:16:11.966000,L8,342.83,342.92,360.58
2013-07-07 22:16:35.929000,L8,351.02,351.10,389.52
2013-07-23 22:16:10.674000,L8,333.25,327.75,304.01
2013-09-25 22:16:04.975000,L8,342.68,339.68,330.14
2013-09-25 22:16:28.938000,L8,343.24,341.73,333.44
2013-10-11 22:16:05.328000,L8,338.14,336.84,331.37
2013-10-11 22:16:29.291000,L8,338.23,337.42,333.23
2013-10-27 22:15:55.590000,L8,339.77,335.82,331.55
2013-10-27 22:16:19.549000,L8,338.36,334.32,326.85
2013-11-19 22:22:01.448000,L8,334.87,328.67,302.31
2013-12-30 22:15:37.096000,L8,328.37,323.68,302.68
2013-12-30 22:16:01.055000,L8,326.16,321.27,300.51
2014-03-11 22:20:55.957000,L8,333.53,328.78,294.82
2014-03-20 22:14:37.534000,L8,340.45,338.66,346.84
2014-03-20 22:15:01.497000,L8,338.45,336.53,343.98
2014-05-23 22:13:42.455000,L8,336.54,333.87,331.82
2014-07-01 22:20:10.138000,L8,346.49,347.60,356.63
2014-08-11 22:14:15.733000,L8,341.75,368.98,378.15
2014-08-11 22:14:39.696000,L8,343.66,365.90,373.79
2014-08-27 22:14:17.177000,L8,332.13,327.23,303.87
2014-09-19 22:20:30.514000,L8,333.97,329.60,302.19
2014-09-28 22:14:20.662000,L8,344.34,342.79,342.08
2014-09-28 22:14:44.621000,L8,343.62,342.11,341.27
2014-11-15 22:14:25.347000,L8,341.05,334.18,308.70
2014-11-15 22:14:49.314000,L8,344.39,339.29,334.10
2015-02-10 22:20:14.711000,L8,342.51,333.99,351.91
2015-02-26 22:20:10.708000,L8,336.18,333.50,297.10
2015-03-07 22:13:53.954000,L8,337.13,331.10,346.89
2015-06-11 22:13:28.321000,L8,339.84,330.51,307.41
2015-06-11 22:13:52.284000,L8,347.78,340.45,351.67
2015-06-27 22:13:34.068000,L8,344.78,340.25,353.60
2015-06-27 22:13:58.027000,L8,345.96,342.10,354.97
2015-07-29 22:13:49.622000,L8,342.81,340.81,352.82
2015-07-29 22:14:13.585000,L8,343.24,343.10,354.31
2015-08-21 22:20:09.239000,L8,341.74,338.71,348.81
2015-10-08 22:20:24.559000,L8,338.89,333.85,335.31
2015-10-17 22:14:14.235000,L8,335.79,330.83,309.03
2015-10-17 22:14:38.194000,L8,339.12,335.83,337.97
2016-01-05 22:14:17.033000,L8,341.94,336.02,342.76
2016-04-17 22:19:57.384000,L8,337.69,329.89,341.47
2016-05-12 22:13:44.453000,L8,341.91,331.33,354.12
2016-05-12 22:14:08.416000,L8,342.63,331.88,355.51
2016-06-29 22:14:02.852000,L8,338.31,329.36,341.96
2016-06-29 22:14:26.819000,L8,347.80,338.89,370.13
2016-07-06 22:20:17.266000,L8,337.08,407.22,343.38
2016-07-31 22:14:37.742000,L8,350.51,347.39,372.39
2016-08-16 22:14:17.460000,L8,338.01,332.85,352.94
2016-08-16 22:14:41.427000,L8,338.29,333.26,354.74
2016-09-01 22:14:24.105000,L8,342.11,356.84,
2016-11-27 22:20:43.760000,L8,344.10,342.54,342.72
2016-12-29 22:20:37.380000,L8,338.47,334.39,302.39
2017-02-08 22:14:10.700000,L8,336.75,330.58,335.16
2017-02-15 22:20:19.563000,L8,349.99,349.54,358.83
2017-04-20 22:19:47.163000,L8,334.54,330.09,337.51
2017-05-06 22:19:43.126000,L8,337.47,331.67,340.74
2017-07-02 22:13:59.733000,L8,336.96,331.82,337.74
2017-07-02 22:14:23.696000,L8,338.22,333.55,339.97
2017-07-09 22:20:11.626000,L8,343.73,344.16,388.64
2017-08-03 22:14:11.719000,L8,344.42,339.78,369.39
2017-08-03 22:14:35.682000,L8,345.42,340.77,369.84
2017-09-27 22:20:36.380000,L8,334.71,336.86,337.48
2017-11-07 22:14:29.495000,L8,312.15,324.25,303.48
2017-11-30 22:20:32.227000,L8,337.80,330.63,304.55
2018-01-26 22:14:08.959000,L8,335.54,326.85,303.19
2018-03-06 22:20:02.483000,L8,330.56,327.14,308.36
2018-03-31 22:13:39.641000,L8,337.03,369.64,377.28
2018-05-18 22:13:10.727000,L8,338.87,337.42,344.82
2018-05-18 22:13:34.690000,L8,350.90,353.70,369.32
2018-07-21 22:13:25.431000,L8,347.51,347.57,386.20
2018-07-21 22:13:49.390000,L8,344.58,343.59,352.43
2018-09-07 22:13:48.162000,L8,344.95,337.89,338.72
2018-09-07 22:14:12.130000,L8,344.56,337.73,338.55
2018-09-30 22:20:07.683000,L8,347.01,345.29,352.63
2018-11-10 22:14:08.770000,L8,340.91,336.64,329.69
2018-12-28 22:14:29.227000,L8,337.12,334.55,329.58
2019-01-04 22:20:15.514000,L8,339.19,335.08,334.90
2019-02-14 22:13:57.218000,L8,341.80,339.70,347.29
2019-03-02 22:13:53.044000,L8,335.27,327.29,303.34
2019-03-02 22:14:17.011000,L8,337.50,330.29,331.78
2019-06-06 22:13:59.042000,L8,346.07,341.59,363.59
2019-06-22 22:14:04.757000,L8,337.28,328.13,333.13
2019-06-22 22:14:28.716000,L8,335.09,325.71,306.12
2019-07-24 22:14:12.757000,L8,341.04,332.35,333.40
2019-07-24 22:14:36.716000,L8,334.97,326.48,304.07
2019-10-03 22:20:45.371000,L8,345.17,347.20,355.67
2019-11-13 22:14:33.870000,L8,333.51,328.84,305.65
