dates,nzd0483-0000,nzd0483-0001,nzd0483-0002,satname
1999-08-26 22:07:08+00:00,,,363.99,L7
2000-05-08 22:06:20+00:00,348.49,347.78,369.03,L7
2000-06-25 22:05:55+00:00,357.86,352.76,375.73,L7
2000-07-27 22:05:48+00:00,355.0566666666667,353.3833333333334,376.0566666666667,L7
2000-08-12 22:05:41+00:00,357.64750000000004,359.13,377.0,L7
2000-09-20 22:10:50+00:00,353.84000000000003,355.584,370.31399999999996,L7
2000-12-18 22:04:37+00:00,351.188,352.64,370.635,L7
2001-02-20 22:04:36+00:00,340.36,337.23,343.57,L7
2001-07-14 22:03:57+00:00,349.655,331.49,,L7
2001-11-03 22:02:34+00:00,346.06,331.49,,L7
2002-03-11 22:03:07+00:00,344.845,368.31,378.02,L7
2002-05-30 22:03:13+00:00,357.97,368.31,378.02,L7
2002-06-15 22:02:43+00:00,357.49,360.255,378.02,L7
2002-12-24 22:02:33+00:00,351.18,341.53,343.75,L7
2003-09-14 21:51:42+00:00,288.66,317.77,300.34,L5
2003-09-30 21:52:18+00:00,299.91,320.49,303.025,L5
2004-06-12 21:55:59+00:00,298.36,321.06,328.81,L5
2004-08-15 21:57:37+00:00,287.82,318.355,318.3,L5
2004-10-18 21:58:47+00:00,306.12666666666667,325.75,326.6166666666667,L5
2005-04-12 22:01:18+00:00,327.225,332.905,332.315,L5
2005-05-05 22:07:37+00:00,321.08,328.375,327.51,L5
2005-10-05 22:02:17+00:00,317.2033333333333,325.0833333333333,316.82666666666665,L5
2005-11-06 22:02:22+00:00,296.21500000000003,322.765,292.445,L5
2006-02-26 22:05:22+00:00,304.73333333333335,327.81333333333333,306.2,L5
2006-07-04 22:07:05+00:00,320.85,331.42,333.28,L5
2006-08-05 22:07:31+00:00,318.5233333333333,330.59666666666664,331.9266666666667,L5
2006-08-21 22:08:07+00:00,320.265,329.97,332.62,L5
2006-12-11 22:09:16+00:00,311.6125,326.5075,322.1475,L5
2007-09-09 22:07:21+00:00,311.9,329.7,321.59,L5
2007-09-16 22:13:28+00:00,324.38,336.385,330.79999999999995,L5
2008-02-16 22:04:45+00:00,320.52666666666664,331.51666666666665,319.43666666666667,L5
2011-02-08 22:04:35+00:00,291.42,316.57,288.8,L5
2013-06-28 22:22:20+00:00,331.3,327.64,320.5,L8
2013-07-07 22:16:35+00:00,341.15999999999997,339.37,320.5,L8
2013-07-23 22:16:10+00:00,338.5233333333333,335.49666666666667,312.255,L8
2013-09-25 22:16:28+00:00,339.7025,337.055,319.31666666666666,L8
2013-10-11 22:16:05+00:00,339.39,337.012,322.33,L8
2013-10-27 22:16:19+00:00,339.2183333333333,336.56333333333333,323.23400000000004,L8
2013-11-19 22:22:01+00:00,338.59714285714284,335.4357142857143,319.74666666666667,L8
2013-12-30 22:15:37+00:00,338.17857142857144,334.87,316.7766666666667,L8
2014-03-11 22:20:55+00:00,336.085,332.33666666666664,315.245,L8
2014-03-20 22:14:37+00:00,336.7085714285714,333.23999999999995,319.75857142857143,L8
2014-07-01 22:20:10+00:00,340.1566666666667,338.34666666666664,332.7633333333333,L8
2014-08-11 22:14:15+00:00,340.555,346.005,344.10999999999996,L8
2014-08-27 22:14:17+00:00,338.87,342.25,336.062,L8
2014-09-19 22:20:30+00:00,338.58500000000004,343.3525,335.21000000000004,L8
2014-09-28 22:14:20+00:00,339.736,343.24,336.584,L8
2014-11-15 22:14:25+00:00,339.955,341.73,331.93666666666667,L8
2015-02-10 22:20:14+00:00,338.8,333.55800000000005,314.21,L8
2015-02-26 22:20:10+00:00,339.61,334.812,312.5175,L8
2015-03-07 22:13:53+00:00,339.19666666666666,334.1933333333333,319.392,L8
2015-06-11 22:13:28+00:00,338.91499999999996,332.275,317.1333333333334,L8
2015-06-27 22:13:58+00:00,340.32399999999996,334.24,326.59250000000003,L8
2015-07-29 22:13:49+00:00,340.7383333333333,335.335,331.838,L8
2015-08-21 22:20:09+00:00,340.60999999999996,336.12166666666667,334.6666666666667,L8
2015-10-08 22:20:24+00:00,341.848,337.196,339.86400000000003,L8
2015-10-17 22:14:14+00:00,340.8383333333333,336.135,334.72499999999997,L8
2016-04-17 22:19:57+00:00,337.69,329.89,341.47,L8
2016-05-12 22:14:08+00:00,340.15999999999997,330.885,348.49,L8
2016-06-29 22:14:26+00:00,342.70666666666665,333.55333333333334,355.7033333333334,L8
2016-07-06 22:20:17+00:00,341.3,333.55333333333334,352.6225,L8
2016-08-16 22:14:41+00:00,340.698,333.48,353.046,L8
2016-11-27 22:20:43+00:00,341.8175,338.23,352.7425,L8
2016-12-29 22:20:37+00:00,339.485,336.73,335.8075,L8
2017-02-08 22:14:10+00:00,339.40250000000003,335.1925,333.7525,L8
2017-02-15 22:20:19+00:00,342.3275,339.2625,334.775,L8
2017-04-20 22:19:47+00:00,340.77000000000004,337.428,335.322,L8
2017-05-06 22:19:43+00:00,340.22,336.4683333333333,336.22499999999997,L8
2017-07-02 22:14:23+00:00,339.394,335.08599999999996,342.442,L8
2017-07-09 22:20:11+00:00,340.1166666666667,336.5983333333333,342.442,L8
2017-08-03 22:14:35+00:00,340.8742857142857,337.19428571428574,347.00833333333327,L8
2017-09-27 22:20:36+00:00,339.01500000000004,336.18333333333334,345.10800000000006,L8
2017-11-30 22:20:32+00:00,339.976,337.194,337.96,L8
2018-03-06 22:20:02+00:00,334.3566666666666,331.54333333333335,316.7966666666667,L8
2018-03-31 22:13:39+00:00,335.12999999999994,328.885,306.45500000000004,L8
2018-05-18 22:13:10+00:00,336.065,331.72999999999996,319.24333333333334,L8
2018-07-21 22:13:25+00:00,338.4925,337.3766666666666,326.59,L8
2018-09-07 22:13:48+00:00,342.09000000000003,340.96000000000004,341.77,L8
2018-09-30 22:20:07+00:00,344.58500000000004,342.0425,345.39000000000004,L8
2018-11-10 22:14:08+00:00,343.85,340.962,341.46500000000003,L8
2019-01-04 22:20:15+00:00,343.914,340.494,338.985,L8
2019-02-14 22:13:57+00:00,342.772,338.91999999999996,340.646,L8
2019-03-02 22:13:53+00:00,341.5216666666667,336.9816666666667,334.42833333333334,L8
2019-06-22 22:14:04+00:00,338.385,332.55,329.66499999999996,L8
2019-10-03 22:20:45+00:00,341.225,337.66499999999996,344.4,L8
2019-11-13 22:14:57+00:00,339.12666666666667,335.1933333333333,332.25666666666666,L8
2020-03-04 22:14:08+00:00,338.74333333333334,335.66333333333336,332.19,L8
2020-05-30 22:19:52+00:00,337.175,329.72,337.435,L8
2020-06-08 22:14:11+00:00,339.49333333333334,329.72,337.435,L8
