dates,satname,nzd0229-0000,nzd0229-0001,nzd0229-0002,nzd0229-0003,nzd0229-0004,nzd0229-0005,nzd0229-0006,nzd0229-0007,nzd0229-0008,nzd0229-0009,nzd0229-0010,nzd0229-0011,nzd0229-0012,nzd0229-0013,nzd0229-0014,nzd0229-0015,nzd0229-0016,nzd0229-0017,nzd0229-0018,nzd0229-0019,nzd0229-0020,nzd0229-0021,nzd0229-0022,nzd0229-0023,nzd0229-0024,nzd0229-0025,nzd0229-0026,nzd0229-0027,nzd0229-0028,nzd0229-0029,nzd0229-0030,nzd0229-0031,nzd0229-0032,nzd0229-0033,nzd0229-0034,nzd0229-0035,nzd0229-0036,nzd0229-0037,nzd0229-0038,nzd0229-0039,nzd0229-0040,nzd0229-0041,nzd0229-0042,nzd0229-0043,nzd0229-0044,nzd0229-0045,nzd0229-0046,nzd0229-0047,nzd0229-0048,nzd0229-0049,nzd0229-0050,nzd0229-0051,nzd0229-0052,nzd0229-0053,nzd0229-0054,nzd0229-0055,nzd0229-0056,nzd0229-0057,nzd0229-0058,nzd0229-0059,nzd0229-0060,nzd0229-0061,nzd0229-0062,nzd0229-0063,nzd0229-0064,nzd0229-0065,nzd0229-0066,nzd0229-0067,nzd0229-0068,nzd0229-0069,nzd0229-0070,nzd0229-0071,nzd0229-0072,nzd0229-0073,nzd0229-0074,nzd0229-0075,nzd0229-0076,nzd0229-0077,nzd0229-0078,nzd0229-0079,nzd0229-0080,nzd0229-0081,nzd0229-0082,nzd0229-0083,nzd0229-0084,nzd0229-0085,nzd0229-0086,nzd0229-0087,nzd0229-0088,nzd0229-0089,nzd0229-0090,nzd0229-0091,nzd0229-0092,nzd0229-0093,nzd0229-0094,nzd0229-0095,nzd0229-0096,nzd0229-0097,nzd0229-0098,nzd0229-0099,nzd0229-0100,nzd0229-0101,nzd0229-0102,nzd0229-0103,nzd0229-0104,nzd0229-0105,nzd0229-0106,nzd0229-0107,nzd0229-0108,nzd0229-0109,nzd0229-0110,nzd0229-0111,nzd0229-0112,nzd0229-0113,nzd0229-0114,nzd0229-0115,nzd0229-0116,nzd0229-0117,nzd0229-0118,nzd0229-0119,nzd0229-0120,nzd0229-0121,nzd0229-0122,nzd0229-0123,nzd0229-0124,nzd0229-0125,nzd0229-0126,nzd0229-0127,nzd0229-0128,nzd0229-0129,nzd0229-0130,nzd0229-0131,nzd0229-0132,nzd0229-0133,nzd0229-0134,nzd0229-0135,nzd0229-0136,nzd0229-0137,nzd0229-0138,nzd0229-0139,nzd0229-0140,nzd0229-0141,nzd0229-0142,nzd0229-0143,nzd0229-0144,nzd0229-0145,nzd0229-0146,nzd0229-0147,nzd0229-0148,nzd0229-0149,nzd0229-0150,nzd0229-0151,nzd0229-0152,nzd0229-0153,nzd0229-0154,nzd0229-0155,nzd0229-0156,nzd0229-0157,nzd0229-0158,nzd0229-0159,nzd0229-0160,nzd0229-0161,nzd0229-0162,nzd0229-0163,nzd0229-0164,nzd0229-0165,nzd0229-0166,nzd0229-0167,nzd0229-0168,nzd0229-0169,nzd0229-0170,nzd0229-0171,nzd0229-0172,nzd0229-0173,nzd0229-0174,nzd0229-0175,nzd0229-0176,nzd0229-0177,nzd0229-0178,nzd0229-0179,nzd0229-0180,nzd0229-0181,nzd0229-0182,nzd0229-0183,nzd0229-0184,nzd0229-0185,nzd0229-0186,nzd0229-0187,nzd0229-0188,nzd0229-0189,nzd0229-0190,nzd0229-0191,nzd0229-0192,nzd0229-0193,nzd0229-0194,nzd0229-0195,nzd0229-0196
2005-02-09 21:46:19.482000,L5,377.98,378.05,373.85,372.76,353.21,351.12,353.50,367.95,361.34,361.59,371.22,394.79,385.99,381.34,393.09,386.16,386.63,373.57,374.87,372.20,364.51,372.08,361.68,371.05,376.31,372.30,351.45,355.44,340.24,344.89,363.36,370.53,372.65,367.69,348.92,366.16,354.81,370.67,359.58,351.97,350.14,345.02,349.97,341.29,356.57,364.76,361.97,361.46,352.71,355.05,361.67,354.15,356.14,363.54,356.87,377.33,379.31,384.42,386.45,384.17,377.01,382.08,381.58,360.59,356.87,352.40,349.73,367.79,375.85,369.50,350.79,352.11,358.99,360.92,362.98,357.51,342.56,363.34,363.61,350.88,335.34,332.41,348.80,358.70,365.88,366.13,383.26,362.12,372.25,353.87,346.56,329.95,337.12,347.46,351.15,365.45,373.16,368.98,344.50,331.94,326.29,328.37,338.64,373.23,367.81,356.86,366.54,374.55,380.82,391.77,380.24,364.72,362.96,373.66,349.30,360.97,356.08,353.98,348.41,363.50,368.54,361.93,370.40,369.59,372.77,342.17,332.97,343.16,360.66,,374.63,384.87,384.22,379.68,369.17,374.88,370.84,387.25,378.69,374.90,349.50,347.70,351.20,333.02,321.46,320.26,319.22,331.92,333.68,335.58,330.64,334.51,353.69,327.56,332.23,330.22,323.06,347.22,360.97,374.27,343.61,334.33,332.90,331.89,330.15,334.99,335.28,327.41,331.99,338.83,346.96,352.04,354.17,348.36,359.46,353.48,400.67,358.44,346.06,342.35,342.66,344.22,343.04,343.09,340.15,339.15,335.28,331.54,340.38,334.96,336.26,348.94,347.09,348.13,348.21,347.91,341.74
2005-02-25 21:46:35.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.30,280.74,289.17,286.79,295.51,300.95,306.52,309.15,308.87,308.67,306.55,309.00,327.13,336.91,318.55,304.78,303.93,307.24,,,,,,,,307.42,310.12,311.08,309.75,291.94,273.98,283.61,288.57,300.92,306.18,306.12,301.85,300.56,309.06,307.01,295.93,305.35,311.41,309.63,315.96,312.47,309.05,311.71,306.07,305.13,300.91,298.71,290.86,285.22,351.35,,,,,,,,,,,285.85,289.75,283.56,286.25,281.95,278.77,279.25,277.50,293.34,291.42,291.65,293.67,303.32,313.82,315.98,309.92,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-13 21:46:47.612000,L5,365.14,350.00,349.61,342.10,350.00,350.93,350.97,353.50,351.27,357.36,355.97,358.12,351.12,351.43,340.66,352.21,354.22,355.83,352.41,361.59,357.01,356.53,341.04,345.95,344.53,342.64,337.68,337.58,338.29,343.99,364.10,372.46,362.02,350.83,341.20,348.69,355.27,374.78,353.97,357.96,347.60,350.45,402.71,384.38,361.76,361.17,348.02,336.06,358.66,344.16,341.14,356.87,346.71,358.15,355.65,358.89,368.68,370.32,355.63,346.11,341.65,334.28,337.60,330.69,328.07,319.51,326.30,331.30,335.39,331.00,329.61,329.63,349.10,352.22,337.26,337.54,329.35,320.63,318.76,319.68,324.17,329.51,342.84,315.71,356.91,352.85,349.44,337.05,345.48,329.17,328.11,329.54,343.91,346.04,340.69,347.41,341.54,336.42,337.62,337.88,339.28,341.46,349.38,352.55,353.07,348.25,348.66,355.14,356.86,347.29,346.45,348.15,337.01,341.09,330.19,328.20,329.91,334.04,340.40,332.60,348.33,334.70,323.76,343.84,327.28,345.34,340.70,341.99,350.91,344.02,338.85,332.27,344.68,337.82,338.42,353.49,350.92,343.06,345.41,336.35,335.83,336.99,333.18,320.16,329.63,342.04,323.77,325.90,326.70,327.16,334.73,333.42,330.91,332.73,325.40,326.70,328.00,325.60,323.44,327.13,334.82,333.90,330.68,326.88,333.46,335.19,336.77,328.64,328.79,332.02,335.48,342.49,343.92,341.60,343.07,343.68,344.13,338.66,344.88,341.41,339.00,340.20,340.82,339.77,336.22,335.29,329.85,332.55,331.78,333.40,327.34,337.53,335.92,337.41,339.25,338.33,332.66
2005-03-29 21:46:54.602000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.05,280.43,292.52,288.34,295.13,300.32,302.18,304.80,302.15,305.18,302.36,300.62,306.77,309.26,308.95,296.09,302.74,302.50,305.07,303.90,311.09,305.89,303.54,305.63,305.09,301.06,293.99,304.20,299.17,293.43,287.77,285.62,292.36,307.73,305.39,312.26,304.90,306.23,312.37,308.62,305.77,302.57,311.48,309.49,312.29,305.67,303.30,306.01,,,293.11,289.07,288.36,287.12,287.87,289.83,293.10,296.88,295.48,293.60,297.07,295.84,295.75,284.63,,286.42,291.15,284.98,291.18,278.01,279.33,276.83,276.19,290.81,291.27,290.97,288.93,287.37,286.19,290.37,296.75,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-30 21:47:03.060000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.21,323.92,303.99,293.09,298.51,310.56,288.01,303.30,292.98,285.87,288.20,298.31,298.46,302.94,307.97,316.66,313.57,320.74,316.45,313.07,309.26,321.35,320.03,314.66,304.95,308.30,308.84,306.51,316.59,312.29,315.50,304.81,312.59,311.17,300.79,296.98,305.76,304.54,288.55,284.94,288.57,287.24,303.18,309.71,310.86,302.60,294.79,299.61,302.13,293.69,303.47,303.52,306.74,303.24,305.17,304.22,,,,,,,,,,,,,,,,,,,,,,,,,,,282.39,283.76,286.90,291.20,293.25,286.19,288.40,298.46,296.89,300.82,297.56,307.30,304.62,302.23,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:47:18.718000,L5,335.69,329.37,331.72,330.32,331.97,329.09,330.28,336.54,336.65,339.21,335.08,337.08,318.06,,,,,,324.59,326.45,328.51,323.34,323.18,324.23,321.68,321.44,319.47,319.77,316.62,328.38,327.05,323.39,323.21,316.81,325.69,320.01,316.75,320.31,323.69,322.18,314.67,317.83,312.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.92,279.97,286.39,293.63,290.49,286.03,292.88,293.66,307.70,297.51,304.43,310.51,317.85,317.94,318.49,320.94,317.64,316.07,320.01,326.95,323.94,309.96,315.13,321.76,316.33,320.77,317.17,320.99,312.64,311.48,319.81,309.15,307.57,313.17,314.02,305.58,297.40,298.62,291.20,321.81,321.83,324.54,318.66,316.65,315.33,305.79,306.56,319.69,323.78,323.61,300.13,312.88,325.56,313.60,318.98,311.18,316.39,301.62,292.80,292.33,297.46,,,,,,,,,,,294.06,289.75,294.88,295.50,289.70,287.12,291.65,289.86,300.78,300.67,302.07,310.21,312.81,312.06,311.31,318.11,315.28,317.60,316.41,319.29,324.70,323.61,316.95,312.25,316.18,313.28,316.35,311.18,315.44,310.85,308.32,304.18,305.24,305.63,303.18,301.35,302.46,298.62,304.66,306.35,305.58,
2005-07-19 21:47:39.248000,L5,327.46,325.89,329.12,330.89,331.98,325.86,328.32,329.86,334.79,335.56,332.60,331.54,,,,,,309.57,322.82,325.51,328.91,328.10,320.40,320.50,320.12,322.42,318.08,318.62,320.49,324.10,318.89,320.71,317.22,317.41,316.06,319.02,319.80,317.53,319.42,317.06,319.18,311.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.51,294.76,300.13,300.30,306.18,313.32,314.93,313.49,318.29,316.68,317.56,318.48,319.63,323.09,324.95,311.67,315.88,314.40,314.21,315.96,316.65,309.42,314.46,313.75,315.88,318.10,304.67,314.23,310.87,311.43,303.83,296.36,279.69,314.83,319.25,318.98,318.89,315.85,307.80,305.87,309.45,320.66,325.14,323.25,301.80,308.22,316.18,321.40,,,,,,,,,,,,,,,,,,295.54,295.31,295.65,290.22,293.37,288.05,293.26,287.70,299.86,304.09,305.39,310.87,308.06,304.44,307.63,316.25,318.93,320.87,323.26,323.50,325.65,319.15,316.89,317.80,318.78,316.39,314.48,316.32,309.65,314.58,312.78,310.38,308.40,309.74,308.19,299.93,300.79,302.32,306.61,312.96,313.38,299.32
2005-11-08 21:48:04.756000,L5,,,,,,,,,,,,,,,,,,,318.48,324.11,325.93,322.32,322.05,321.35,318.61,317.42,314.92,313.16,312.29,319.38,318.46,321.46,319.72,313.43,315.42,311.30,306.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.15,286.45,297.45,293.48,293.16,301.43,307.52,308.93,309.63,309.53,306.86,303.12,311.64,313.95,311.20,293.49,300.19,304.04,307.05,304.35,304.21,299.55,294.90,308.36,302.25,300.27,290.49,307.16,298.36,288.35,279.04,,275.39,307.38,304.23,313.45,303.71,286.28,295.48,299.01,298.22,308.50,316.65,309.42,310.97,309.50,308.27,313.50,302.37,305.99,302.31,304.87,284.64,291.96,279.68,291.05,,,,,,,,,,284.01,295.98,286.42,284.70,275.85,293.48,375.84,285.61,292.42,294.40,293.93,296.82,298.26,292.06,298.09,306.25,309.55,310.11,309.28,312.21,316.66,307.23,308.66,308.13,310.10,308.01,307.73,306.71,308.00,309.41,305.30,302.09,300.73,302.30,295.67,294.55,292.91,294.63,297.49,301.93,303.62,
2005-11-24 21:48:28.120000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.58,280.71,293.34,282.95,296.26,299.55,305.45,307.30,308.01,306.87,303.90,300.90,310.83,314.27,313.22,301.03,302.69,307.37,310.13,312.62,311.34,297.55,302.75,303.54,308.87,300.34,290.16,302.09,304.89,293.47,282.66,282.22,,,,,,,286.26,299.67,296.97,310.73,309.90,305.99,303.34,309.30,306.20,305.94,,298.35,297.80,292.85,283.22,286.96,282.67,283.39,,,,,,,,,,284.58,287.76,285.51,284.38,281.94,281.94,279.89,280.54,286.95,291.55,293.20,297.68,294.79,290.73,294.30,306.27,302.90,308.75,306.31,312.78,313.91,308.90,306.56,304.87,306.10,302.60,304.73,299.72,304.05,300.28,301.94,292.74,297.86,295.38,294.19,288.05,292.77,292.76,297.40,298.14,299.70,
2006-01-27 21:49:58.544000,L5,,,,,,,,,,,,,,,,,,,,,,,,318.95,320.06,317.23,315.15,310.91,317.77,318.35,315.39,319.99,312.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.86,277.96,293.82,286.30,296.50,301.20,305.78,310.52,305.54,309.04,306.94,304.56,313.00,314.29,310.24,295.61,301.67,305.08,306.99,309.77,307.44,298.83,303.19,305.35,310.79,304.11,292.75,303.63,307.39,297.91,284.11,288.03,290.15,308.99,307.86,312.31,305.06,285.94,292.52,305.26,300.35,313.78,314.71,316.71,311.63,314.73,314.51,309.51,310.17,301.65,300.98,296.42,289.71,285.83,285.08,289.16,,,,,,,,,,284.98,291.14,286.75,286.81,281.73,282.72,276.08,281.29,290.78,293.97,294.25,299.16,299.33,293.29,295.64,307.01,306.70,309.29,311.69,315.05,317.27,306.78,304.33,301.88,303.94,301.28,301.83,299.54,302.76,300.06,298.75,,,295.17,292.87,288.56,288.69,290.24,295.59,296.37,294.91,
2006-02-12 21:50:20.287000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.45,295.80,301.01,303.18,302.17,302.65,301.87,297.17,,,,,293.33,302.88,297.97,308.07,297.21,293.45,295.01,299.55,303.92,295.17,291.84,323.07,315.07,286.78,280.23,277.57,,,,,,,286.16,301.87,292.20,308.12,303.61,307.69,298.77,306.74,307.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28 21:50:40.410000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.93,284.21,294.65,291.64,293.75,300.74,309.04,307.28,308.02,309.32,306.05,305.14,312.29,317.68,314.06,298.95,302.08,305.86,306.50,309.18,303.97,303.73,299.73,310.21,307.21,304.23,288.34,306.68,305.23,294.79,286.33,277.12,287.18,304.09,311.54,313.79,305.07,288.68,293.59,307.16,295.88,309.75,312.48,311.75,313.86,310.92,311.42,312.08,307.30,302.48,301.83,297.24,291.42,285.62,290.38,288.22,,,,,,,,,,283.33,289.92,281.25,284.11,281.10,277.91,280.14,275.97,291.78,290.10,293.09,294.41,299.40,294.31,302.40,303.92,305.24,307.64,306.14,311.64,310.68,311.24,307.96,306.99,305.91,302.69,300.24,300.31,304.57,306.34,300.27,294.25,295.66,298.46,295.41,294.18,291.68,291.00,291.29,295.48,299.03,
2006-07-06 21:52:45.642000,L5,337.90,338.34,342.35,337.80,341.11,338.56,339.33,340.18,347.43,349.47,343.95,345.55,328.03,,,,,,,,,,,,317.38,321.11,425.53,312.40,,,,,,323.21,349.45,331.39,328.66,309.70,327.26,320.40,313.97,317.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.78,354.78,379.26,348.63,376.68,356.77,342.44,354.56,336.33,353.07,,,,345.66,353.08,,,,,,,370.65,335.61,335.71,353.50,354.63,369.84,,415.36,390.77,356.87,339.50,329.89,330.08,331.70,332.55,332.92,332.56,329.92,343.75,346.07,330.12,319.34,316.75,329.50,326.55,338.25,330.55,322.15,329.45,340.46,353.94,348.25,339.24,328.11,332.67,333.36,342.41,343.24,327.38,328.60,329.80,325.22,325.46,324.08,315.07,312.55,310.61,318.17,324.95,321.43,330.93,320.41,319.71,317.15,302.48,304.17,307.76,307.74,305.39,303.44,305.27,310.87,315.80,326.83,,,353.77,332.33,348.73,364.57,366.36,352.39,335.10,337.96,336.67,334.35,326.66,326.53,326.95,321.61,327.41,327.18,326.19,325.27,326.48,326.53,320.48,320.25,319.83,317.29,315.78,314.84,313.37,314.42,320.18,328.69,321.20
2006-07-22 21:52:58.572000,L5,324.52,324.69,327.59,324.89,327.79,329.64,326.38,326.78,328.70,331.35,332.58,334.31,,,,,,,,,,,,326.59,322.37,321.33,316.26,319.17,317.71,323.79,328.15,322.15,320.92,317.86,325.48,315.62,316.95,312.50,318.99,319.86,311.30,316.30,316.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.05,290.58,299.90,296.84,303.51,307.26,320.11,315.26,314.42,317.91,314.49,312.92,313.69,322.31,319.11,307.89,304.67,315.90,309.85,314.65,309.91,311.41,306.66,315.11,312.23,307.31,305.80,310.10,310.32,300.60,296.80,291.06,299.33,313.22,315.16,327.71,317.39,302.13,306.62,316.10,303.50,322.29,327.24,323.06,320.84,318.45,322.53,317.47,310.79,307.03,309.49,301.79,298.39,292.28,295.91,290.38,,,,,,,,,,287.22,295.42,291.82,290.05,280.84,285.56,285.07,282.06,293.33,297.60,297.30,304.83,304.50,306.23,306.99,319.36,314.62,317.73,312.35,317.38,319.96,315.01,315.77,311.97,314.26,310.83,311.26,307.41,309.25,307.59,307.89,300.24,305.16,308.35,302.32,298.56,299.03,296.71,301.48,304.59,305.82,298.54
2006-08-07 21:53:11.255000,L5,360.77,363.22,369.27,366.10,359.19,353.78,346.67,350.44,352.28,355.87,354.10,357.33,344.88,338.87,321.96,356.95,359.21,347.85,343.16,347.68,349.81,354.55,357.48,345.97,346.26,339.67,350.64,349.21,346.96,352.41,353.82,343.07,340.09,335.19,336.01,331.78,331.95,338.73,354.32,435.28,,,,,,,,,,,,,,,,,457.34,374.32,356.27,349.00,347.71,352.48,341.38,337.46,345.88,423.58,,,363.52,334.89,340.53,331.13,328.85,337.45,328.83,330.69,,,,,,,,,281.05,287.72,324.34,335.82,355.37,321.54,331.81,323.01,335.27,335.21,349.47,,,416.93,347.88,353.72,349.27,333.25,338.26,333.55,331.25,327.22,326.30,334.33,330.97,333.63,331.24,322.06,322.33,325.80,327.11,330.97,321.12,327.75,336.97,322.93,315.94,301.49,318.90,328.62,331.85,332.65,327.70,318.24,323.59,332.26,327.19,329.78,333.67,326.63,330.04,339.97,335.99,339.58,339.28,330.54,326.40,317.63,307.30,309.62,308.99,310.59,312.58,316.63,323.48,314.31,320.91,319.63,315.09,313.66,312.83,314.98,318.39,310.37,306.85,309.81,315.00,322.14,315.32,323.05,317.52,322.98,319.70,319.33,322.33,323.11,329.67,332.38,333.63,335.48,336.99,337.68,333.41,330.86,328.81,333.52,327.80,326.30,329.31,328.59,328.46,326.47,322.79,325.79,322.88,321.96,325.69,321.21,323.37,321.45,326.09,328.14,326.39
2006-08-23 21:53:23.469000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.45,297.12,302.49,304.02,302.96,303.83,301.38,298.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.93,306.66,309.95,308.02,305.72,301.18,301.08,,,,,,,,,,,,,,,,,,,,,,,,,,,277.80,275.81,282.62,283.01,288.86,279.36,282.29,296.27,291.43,294.50,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10 21:53:56.892000,L5,328.39,322.16,324.83,320.90,328.97,324.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.42,285.58,295.98,294.31,294.47,303.21,309.04,308.50,311.67,309.99,310.14,308.31,312.44,319.16,316.83,297.53,302.09,308.32,307.23,309.25,306.66,307.72,300.92,311.27,302.92,299.08,295.07,307.27,301.75,289.96,280.79,,286.13,303.01,310.17,314.05,308.03,288.30,299.59,301.77,293.01,309.05,313.91,310.70,315.18,310.78,310.35,310.17,,300.60,298.89,297.49,287.97,285.90,287.29,285.33,,,,,,,,,,284.73,295.27,288.49,287.98,286.07,282.83,285.52,280.53,292.46,290.53,293.92,293.04,301.02,291.54,301.98,307.72,309.28,309.76,303.90,312.22,309.79,310.74,309.27,309.15,307.18,303.93,302.70,304.17,305.09,308.66,305.29,298.82,299.55,302.07,295.96,295.05,292.61,291.37,298.28,297.47,300.61,
2006-12-13 21:54:55.384000,L5,325.15,331.70,328.78,322.66,326.91,330.25,337.82,332.78,332.76,336.76,338.34,,,,322.92,337.13,338.40,336.92,333.49,334.22,328.33,329.29,324.02,320.92,323.98,323.25,319.07,325.52,317.15,,,,,,,,,305.88,312.84,331.23,340.41,332.14,337.62,334.13,334.80,341.90,323.02,331.66,328.47,331.68,,,,,,,,322.78,323.49,320.44,313.41,320.21,319.15,316.23,,,,,,,,320.37,302.58,320.42,313.34,308.78,312.93,312.46,313.91,309.34,317.37,310.06,315.87,319.84,279.37,300.05,302.28,317.36,314.97,316.69,319.22,318.54,309.92,321.86,324.99,324.55,311.09,324.55,322.95,341.53,352.62,342.32,333.50,329.42,327.93,327.96,316.19,327.84,327.06,320.26,316.27,318.66,322.26,337.38,319.91,313.65,321.42,328.71,312.36,314.20,305.68,311.30,321.02,328.81,326.89,331.07,322.66,302.86,313.93,306.05,325.15,314.61,327.88,325.22,324.16,325.72,320.44,325.54,316.49,318.36,305.38,308.77,300.06,305.23,322.43,309.61,317.97,321.89,317.74,321.66,321.41,318.88,330.39,328.50,332.09,325.16,328.70,312.37,316.98,313.86,316.25,317.88,318.56,308.36,311.91,313.91,319.60,321.30,325.67,325.42,331.08,330.40,330.79,340.82,342.54,340.50,340.82,342.39,344.74,349.66,346.74,342.24,342.19,339.51,329.58,332.34,329.92,333.39,336.24,330.31,333.40,332.32,342.82,348.95,346.83,351.02,345.71
2007-01-30 21:54:48.635000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.33,289.41,287.97,287.64,298.43,304.06,306.23,305.65,306.17,303.32,302.43,308.64,312.47,310.35,298.20,298.62,305.59,300.80,306.46,300.25,304.36,297.12,306.18,302.18,300.69,288.99,305.42,302.74,291.42,281.48,285.22,288.64,307.55,313.08,313.75,310.95,294.01,304.75,309.44,294.98,310.69,310.58,313.63,313.18,310.51,311.87,310.63,309.43,303.13,303.69,296.25,294.53,287.07,289.91,285.87,,,,,,,,,,284.47,287.82,286.62,284.45,284.31,280.56,280.68,278.06,289.93,289.55,294.21,300.04,299.52,293.06,294.81,307.04,303.52,306.01,304.55,312.08,309.34,312.64,307.65,303.50,302.41,302.58,300.74,299.12,302.02,298.84,299.63,,,292.36,295.20,289.38,291.52,292.34,296.60,296.04,297.28,
2007-02-15 21:54:49.756000,L5,,,,,,,,,,,,,,,,,,,,,,,,318.00,319.23,317.69,314.29,309.96,315.80,319.97,316.18,319.19,319.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.25,283.52,294.57,292.87,294.56,301.87,308.87,308.80,311.01,309.85,308.38,306.81,311.55,314.99,313.70,296.59,300.11,305.26,305.35,306.43,305.78,303.41,301.55,310.60,304.70,302.01,294.65,307.90,303.64,293.37,283.57,281.48,294.40,309.52,313.86,313.52,308.58,290.62,302.48,305.67,296.00,311.64,317.71,312.86,316.33,312.91,313.51,315.02,310.20,305.62,304.49,299.89,295.30,288.61,291.48,289.31,294.39,298.93,299.91,295.74,304.38,,,,,285.54,291.62,290.57,289.03,288.15,284.92,284.74,283.74,291.99,291.53,293.44,299.53,299.61,295.57,301.75,311.49,307.01,309.70,305.13,314.47,316.38,314.78,309.91,305.39,305.05,303.45,301.26,301.54,305.68,301.09,302.55,295.56,297.40,295.07,297.19,293.65,291.98,291.05,296.91,297.91,301.60,
2011-01-25 21:49:47.233000,L5,,,,,,,,,,,,,,,,,,,,,,,321.60,319.45,321.20,320.16,322.61,320.46,314.55,317.65,318.33,320.85,320.24,319.06,314.99,310.78,313.48,316.74,317.68,314.23,315.75,314.58,314.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.03,302.62,302.66,302.25,306.21,309.36,315.17,315.85,312.19,310.47,310.35,316.53,317.10,319.79,316.63,304.99,304.95,307.88,309.43,316.57,312.16,309.29,307.66,312.09,310.53,306.01,296.73,311.12,310.00,303.41,290.79,292.47,299.59,312.15,309.69,317.48,310.21,306.25,310.92,315.57,305.31,306.75,313.68,312.74,317.14,329.10,313.13,320.30,325.30,419.97,,399.87,322.78,296.72,293.47,301.16,335.27,302.47,307.02,301.55,302.74,302.27,300.19,300.37,292.03,296.53,302.96,303.20,294.45,294.77,299.95,299.64,296.38,304.64,314.06,311.86,309.83,310.00,303.04,302.32,302.31,307.77,313.78,315.83,314.57,313.47,309.74,,,,,,,,383.00,318.38,297.79,299.06,303.08,302.40,298.41,294.89,295.74,297.25,298.93,301.15,298.51
2011-10-24 21:47:48.042000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.10,292.84,296.47,298.78,305.79,310.97,311.41,312.21,312.28,312.53,312.29,317.07,317.98,314.01,298.73,304.72,306.56,310.58,308.06,311.22,301.57,304.97,312.56,309.68,310.52,288.63,309.02,302.56,296.98,279.57,,283.98,307.73,310.92,314.51,308.03,295.95,305.57,303.48,295.30,308.15,316.22,311.71,316.11,315.07,309.88,313.79,305.53,309.43,301.63,303.65,294.28,295.41,292.91,293.16,291.76,300.91,303.79,295.85,303.81,295.92,296.33,291.61,,287.61,294.40,285.30,287.62,288.81,292.23,291.67,285.23,295.13,291.27,294.21,294.83,300.74,296.50,305.66,309.47,305.92,309.35,307.40,310.04,311.45,310.45,309.96,305.85,309.99,306.19,299.65,305.93,304.22,308.94,304.87,300.96,302.12,303.02,297.04,296.22,290.63,293.10,296.02,297.21,301.80,301.27
