dates,satname,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0077,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0003,nzd0468-0004,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0078,nzd0468-0079,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0005,nzd0468-0013
2013-12-30 22:15:37.096000,L8,401.59,488.46,434.28,452.99,487.86,,,408.63,399.56,400.67,399.29,405.68,397.41,412.90,413.01,408.81,407.28,414.88,406.71,402.80,399.83,402.57,399.54,397.78,409.97,409.40,413.00,418.49,416.02,415.22,414.82,413.31,404.41,400.44,404.72,407.30,410.15,410.62,411.44,412.12,416.59,402.80,412.41,408.34,406.49,408.34,402.16,399.50,405.71,404.85,404.99,396.29,406.98,407.19,403.51,406.32,400.39,405.31,398.85,406.10,403.71,393.16,389.17,404.98,394.01,393.67,384.55,392.27,388.42,389.72,397.40,393.38,396.88,387.43,388.62,395.30,391.18,389.10,390.55,390.23,390.96,390.16,407.45,399.89,392.94,394.42,402.28,405.24,397.61,402.01,400.74,395.32,389.20,394.67,387.39,390.35,397.83,388.34,392.34,401.72,407.79,402.86,401.81,424.57,422.05,,,,,511.58,426.89,402.67,418.99,409.69,412.34,410.71,403.53,404.14,403.75,408.05,408.07,407.64,404.82,407.36,391.52,394.67,397.04,407.53,419.90,402.31,405.06,420.38,
2014-03-20 22:14:37.534000,L8,336.27,274.83,290.93,303.15,318.66,322.45,317.45,319.23,320.60,320.58,319.01,312.70,321.13,316.10,319.20,310.24,311.51,298.99,309.56,308.17,310.29,307.70,313.50,314.81,314.30,312.45,322.93,328.98,332.44,334.13,327.88,321.66,259.18,283.97,314.04,315.31,314.55,321.38,325.46,329.00,327.82,328.53,326.55,319.19,322.55,316.48,315.27,317.44,317.08,312.87,315.06,317.96,333.95,333.41,329.18,326.35,326.20,331.42,324.17,324.23,324.41,325.02,326.95,319.99,318.37,317.15,315.72,315.16,315.41,315.96,313.74,314.00,312.63,313.86,317.04,315.58,315.54,318.14,318.44,318.56,318.93,321.57,325.60,323.41,324.39,330.71,326.01,327.37,330.74,325.79,328.42,323.96,323.56,329.07,331.81,327.78,326.72,330.98,330.99,323.22,327.14,328.69,335.56,292.69,268.24,319.88,323.65,322.88,322.58,319.33,325.13,321.23,320.23,320.52,321.05,319.90,319.31,319.18,321.50,321.59,326.08,331.98,333.12,332.16,325.54,320.99,323.59,321.13,323.65,323.60,324.03,150.75,321.46
2014-05-23 22:13:42.455000,L8,342.34,275.23,301.29,323.17,340.52,343.33,336.94,332.21,330.41,347.15,337.62,335.67,334.18,331.44,336.21,334.22,323.96,259.87,322.57,321.64,328.01,316.87,340.57,330.42,327.86,330.13,340.15,364.74,346.32,346.71,358.85,333.27,264.41,321.02,330.11,334.26,330.85,332.89,338.49,340.82,346.36,349.64,340.98,334.35,335.79,333.33,333.16,331.37,333.08,328.21,329.76,331.16,357.01,349.29,346.33,344.86,344.53,349.79,345.52,346.09,344.17,344.21,354.05,334.16,332.01,335.65,333.41,340.38,336.36,335.31,331.40,331.24,335.52,329.34,328.04,335.90,330.17,335.91,337.78,335.64,336.26,339.29,340.34,342.77,337.78,344.22,341.42,333.92,345.39,342.17,337.89,340.67,332.94,338.19,335.03,334.58,338.88,334.73,339.18,337.03,337.64,342.03,340.26,297.04,247.88,336.04,339.67,336.94,335.95,331.30,337.92,339.55,339.13,338.49,333.70,331.57,335.90,337.02,336.29,345.18,350.52,354.08,350.69,352.27,344.11,337.62,342.69,337.11,333.05,337.75,338.86,144.25,337.63
2014-08-11 22:14:15.733000,L8,400.97,413.26,411.53,409.73,406.57,408.29,404.70,411.80,404.22,404.47,395.92,397.54,394.59,400.41,395.82,409.48,402.92,398.32,402.60,402.03,402.13,404.11,409.01,397.41,408.62,414.18,415.08,412.77,412.32,414.06,404.51,412.76,398.24,391.57,390.37,403.86,394.50,403.38,404.37,407.50,413.01,404.39,407.26,403.87,385.34,397.57,391.11,397.51,399.02,391.49,390.35,394.59,410.13,400.95,397.70,400.53,396.08,395.98,400.37,395.61,404.55,405.70,399.54,388.20,387.90,388.60,387.31,387.27,393.67,382.23,398.58,389.17,386.60,385.20,395.58,383.92,393.59,397.36,395.85,393.72,400.50,391.63,389.48,383.73,390.49,398.13,388.78,406.80,398.34,400.68,405.01,396.74,389.95,392.11,393.73,398.08,403.95,405.79,400.05,387.55,396.21,395.17,397.57,417.10,422.80,401.65,397.28,409.77,414.67,413.89,412.41,409.83,402.51,410.49,408.23,396.11,384.80,402.24,402.37,405.46,400.90,413.10,407.18,402.17,406.52,396.89,409.24,392.75,396.58,392.42,401.75,413.14,416.36
2014-08-27 22:14:17.177000,L8,360.43,327.35,324.18,401.93,356.84,366.83,366.45,357.33,367.39,378.72,364.61,374.67,365.92,368.94,373.60,406.70,374.32,375.68,379.44,395.41,388.71,367.17,363.48,364.07,380.67,371.37,375.42,407.43,369.54,387.83,376.77,381.81,392.76,393.70,361.65,373.07,370.29,370.31,373.37,369.00,368.81,369.41,367.24,367.04,362.96,370.08,355.78,377.01,364.99,360.70,370.47,361.10,373.30,361.70,361.90,357.44,366.66,363.60,354.97,364.24,360.59,365.28,371.20,364.63,357.96,357.57,355.71,356.54,354.40,351.59,354.09,354.71,352.89,350.15,351.64,353.83,355.80,358.38,355.39,357.49,356.42,358.97,357.19,383.64,357.10,357.92,361.79,360.87,360.96,354.07,358.85,359.80,376.29,382.31,348.89,355.58,355.08,350.14,399.95,365.85,382.99,388.83,374.08,324.45,302.11,366.56,364.10,401.63,366.40,362.34,380.79,363.53,365.76,367.56,362.16,378.31,366.39,360.47,370.14,398.65,363.19,365.40,371.41,367.75,360.74,365.87,366.11,349.19,368.68,358.94,370.64,339.21,378.85
2014-09-28 22:14:20.662000,L8,342.68,275.77,300.40,317.35,348.45,343.65,345.03,326.70,326.81,326.06,329.81,334.20,355.02,330.58,329.62,331.35,324.91,294.59,320.74,315.06,323.53,316.62,323.28,328.02,319.76,320.50,331.09,331.11,344.09,344.50,335.39,331.17,317.36,320.48,336.83,351.58,351.38,349.47,351.62,353.18,352.28,329.64,327.79,321.86,333.62,356.88,353.34,325.43,330.79,322.68,325.40,330.23,358.61,357.98,344.17,354.43,349.53,350.85,338.86,347.77,350.59,350.35,350.71,339.71,329.30,339.89,339.21,339.36,340.70,343.42,341.92,335.63,339.95,331.17,331.49,335.07,330.13,336.10,339.89,341.98,330.67,347.75,338.27,343.59,341.58,349.73,343.72,338.62,343.88,343.11,350.28,343.19,336.14,337.34,343.63,336.87,339.78,340.53,339.57,334.86,346.59,335.89,336.23,298.01,267.96,336.28,331.46,333.00,361.14,351.65,348.48,346.95,341.17,341.66,330.55,327.16,332.34,334.97,330.37,337.47,362.60,339.60,360.15,345.63,334.93,349.45,330.10,344.65,351.32,347.42,344.20,207.12,331.46
2014-11-15 22:14:25.347000,L8,323.53,,,464.02,438.67,,,,,,,,,,,,,,,,,249.68,337.97,313.74,341.20,276.35,243.99,208.49,203.73,,,,,,,,,,,,,,,,,,,,,,,,504.32,329.68,326.64,324.65,327.72,380.15,333.43,328.19,331.04,332.18,329.34,349.63,343.54,317.22,314.04,313.47,314.18,312.34,311.60,312.71,310.82,312.98,315.04,313.93,314.86,317.06,315.41,328.25,318.99,321.42,324.27,318.67,318.99,321.69,322.71,326.41,326.17,321.50,323.43,320.03,322.51,327.49,324.37,321.31,318.00,319.20,317.90,317.89,320.19,321.60,321.75,187.22,272.68,,,,,,,,,,,,,299.72,329.31,403.95,455.62,447.21,330.80,329.86,316.04,348.86,380.94,,,,,403.13,
2014-12-01 22:14:24.062000,L8,380.24,312.05,387.40,391.18,385.42,387.77,403.92,394.79,380.31,395.81,398.60,386.07,383.66,389.50,394.38,388.96,388.69,399.67,399.34,385.12,396.13,395.44,385.26,384.78,384.14,394.82,387.06,390.94,411.44,397.31,407.90,387.45,393.58,387.92,386.71,381.13,388.04,386.28,387.90,389.11,391.64,389.65,395.09,387.19,377.12,374.92,376.41,371.49,373.24,379.50,383.26,379.87,382.48,395.37,377.57,386.41,370.71,379.17,384.37,374.26,374.38,380.24,388.82,385.25,379.65,381.80,386.20,382.10,364.48,365.36,377.58,376.18,373.80,371.17,360.98,375.34,385.86,379.46,376.65,379.97,387.45,385.51,372.65,399.19,390.47,398.83,380.62,392.74,388.61,376.42,388.24,383.26,395.61,390.28,375.43,384.63,386.78,390.61,390.97,391.61,384.22,384.65,372.80,391.21,391.30,395.01,390.68,386.81,404.39,385.69,384.15,386.55,364.58,407.56,394.57,383.49,369.96,384.98,382.97,382.98,368.37,376.40,393.35,384.34,384.12,383.21,381.81,394.63,388.16,392.99,395.27,381.62,393.21
2015-01-02 22:14:14.716000,L8,338.50,277.58,297.99,314.41,339.39,335.42,335.25,328.90,329.04,327.98,329.67,329.85,329.18,327.86,328.61,329.74,310.79,295.72,305.23,312.37,314.09,309.63,316.83,325.24,317.21,316.68,330.25,334.34,340.13,341.43,333.76,322.72,301.79,306.84,318.88,319.11,321.73,328.42,330.73,332.73,333.52,333.12,333.25,327.36,329.01,321.88,322.24,320.93,321.12,323.02,326.04,329.44,339.25,334.74,332.91,331.66,332.23,342.29,335.60,336.25,335.89,335.73,339.37,329.57,327.07,327.28,327.08,329.47,326.96,326.51,328.44,328.39,322.82,326.36,326.76,334.26,336.71,340.52,339.41,344.52,344.39,338.57,339.22,342.83,342.08,350.87,351.41,342.72,347.41,341.41,343.90,345.77,342.22,346.50,345.09,350.23,345.59,337.75,343.87,337.66,336.03,339.82,335.80,296.88,302.28,336.38,334.17,339.21,338.73,333.23,345.46,339.62,333.56,330.24,331.87,332.11,327.82,330.71,332.68,333.07,336.23,336.97,338.22,336.53,336.91,330.25,329.71,332.36,330.88,332.88,335.23,303.72,339.20
2015-01-18 22:14:12.454000,L8,399.42,306.14,420.96,410.07,410.20,410.10,409.20,407.94,406.61,399.39,409.41,407.57,406.11,390.30,407.78,408.70,412.48,409.21,412.61,401.72,399.27,388.90,388.28,405.13,401.30,419.35,412.44,412.14,417.33,414.26,412.58,406.00,396.56,395.00,382.48,382.94,395.60,397.96,397.32,386.23,409.23,409.42,388.68,390.94,375.36,398.98,401.93,393.56,392.54,400.91,396.05,379.62,390.30,399.89,401.97,400.00,398.11,381.23,405.69,392.35,402.32,397.57,400.14,525.81,512.51,412.44,406.41,387.76,391.51,391.33,394.88,391.95,399.55,485.89,518.14,445.67,506.21,376.84,387.57,390.41,390.23,388.16,388.09,393.26,392.83,392.81,386.57,386.84,397.19,383.96,386.76,377.18,393.91,397.31,394.11,383.72,389.64,392.92,384.28,392.29,386.27,388.31,389.70,419.52,399.74,406.32,406.65,399.27,406.18,398.78,407.13,397.99,398.99,457.97,421.94,410.84,383.55,404.30,403.67,398.99,406.74,402.33,389.70,379.63,409.80,395.80,400.11,394.48,391.09,421.11,419.38,391.18,393.20
2015-02-19 22:14:01.458000,L8,339.89,272.90,291.31,260.22,316.98,315.58,314.13,313.41,316.00,315.03,312.49,298.09,302.10,300.28,310.83,291.16,253.28,199.65,273.85,292.47,302.89,297.97,309.04,320.06,311.35,309.41,318.15,327.99,333.31,332.91,328.40,319.06,244.25,285.87,306.31,302.32,303.14,315.18,324.28,328.34,326.12,331.79,338.60,321.36,319.89,315.22,313.21,307.37,313.46,312.16,315.02,316.35,328.85,324.02,322.36,319.90,321.67,329.18,320.79,322.27,321.13,320.07,321.63,311.94,310.75,307.98,304.13,305.30,307.41,304.76,306.88,306.94,302.58,304.70,307.57,309.53,310.84,312.93,310.51,314.16,310.78,313.23,313.58,314.30,321.36,326.08,324.93,325.94,326.37,323.24,323.57,324.88,324.81,334.67,331.73,325.03,330.87,330.35,332.57,334.48,321.18,326.53,332.92,289.77,266.82,317.83,318.54,318.97,319.70,318.06,322.40,317.31,313.27,314.64,317.79,305.96,316.21,317.83,321.89,322.08,323.76,330.38,328.47,324.96,323.45,316.56,313.30,314.56,317.77,319.06,316.50,202.91,319.96
2015-03-07 22:13:53.954000,L8,400.77,414.05,411.32,406.11,394.41,404.05,406.67,416.68,412.45,406.98,412.92,416.67,395.23,410.28,412.82,414.14,406.93,408.60,400.82,401.74,405.53,404.26,406.14,402.80,402.15,412.58,414.21,417.29,417.71,419.26,410.76,409.22,398.75,386.25,386.03,385.80,396.32,408.27,410.61,413.60,405.48,414.21,380.75,400.00,406.17,399.91,399.35,397.89,396.33,404.61,402.67,408.53,410.10,462.13,427.45,413.80,403.84,373.17,393.83,381.96,371.99,375.67,389.94,388.70,390.76,392.31,389.84,364.48,390.40,394.79,386.72,397.40,383.70,388.54,381.69,383.23,390.04,389.26,397.96,395.05,402.79,389.83,390.32,400.69,411.61,407.08,366.21,395.74,398.14,407.34,415.49,416.16,397.53,393.26,400.23,397.24,391.19,383.25,383.11,390.98,388.79,388.69,395.00,411.69,417.27,398.80,405.47,400.60,406.95,403.08,403.17,398.38,396.57,402.83,405.55,434.57,406.69,404.98,405.88,412.73,408.90,411.38,412.77,431.99,399.20,397.08,380.75,403.63,400.18,413.73,414.57,404.11,388.65
2015-04-24 22:13:32.133000,L8,350.90,327.61,329.92,402.59,395.66,394.46,393.77,405.08,402.56,396.54,398.93,395.48,388.77,373.68,378.17,396.66,369.83,406.89,400.22,396.39,391.81,392.04,387.79,381.67,381.05,361.41,375.91,371.63,373.62,375.82,370.67,372.28,397.13,389.88,360.27,351.70,356.78,359.98,378.69,367.76,366.59,378.36,397.53,399.55,375.33,389.14,394.62,359.85,355.76,370.58,397.32,363.22,392.79,366.21,362.18,360.23,363.14,361.23,354.97,367.94,375.77,380.62,357.66,385.21,346.38,344.47,344.73,382.49,350.39,355.92,362.25,372.13,344.84,372.00,341.30,341.17,344.52,340.20,368.52,343.19,350.78,352.14,349.58,348.51,354.16,349.47,378.48,355.07,350.93,350.74,344.46,376.77,375.99,391.62,373.03,349.90,353.75,350.99,385.96,371.39,344.03,383.73,380.65,330.74,374.70,390.93,390.60,390.91,403.19,398.87,395.88,390.78,383.89,404.94,408.59,392.35,351.60,359.30,365.97,366.15,367.78,388.93,364.85,362.67,367.45,357.87,381.32,385.08,386.43,376.92,389.47,356.72,396.24
2015-06-11 22:13:28.321000,L8,340.56,278.54,297.47,313.86,321.62,322.47,322.42,324.34,323.01,320.43,319.90,315.87,320.65,320.53,323.47,313.73,252.78,221.27,287.65,303.14,303.63,277.77,306.32,315.04,305.91,310.50,322.89,328.27,333.42,333.55,325.89,311.86,247.18,309.82,317.33,315.27,316.65,320.89,324.01,325.11,326.05,327.27,323.27,320.45,322.37,316.88,317.44,314.26,316.32,317.07,320.38,321.84,333.38,332.29,332.98,331.74,334.02,339.28,333.38,336.06,325.51,333.71,330.27,328.39,325.72,323.63,317.57,319.79,318.05,319.15,318.89,317.28,316.79,317.01,316.02,320.11,323.45,323.38,326.08,328.28,325.70,326.65,326.40,327.10,331.70,335.10,339.74,335.45,340.54,341.71,336.84,338.90,335.04,337.47,339.63,337.67,334.38,333.55,336.27,340.44,329.16,334.16,337.65,290.53,265.51,319.59,322.21,320.96,323.87,317.77,326.97,321.52,317.22,323.00,324.61,318.93,321.06,322.22,327.68,330.01,331.77,331.40,334.63,333.00,322.32,324.71,328.92,315.62,322.34,320.83,325.97,190.12,318.05
2015-06-27 22:13:34.068000,L8,390.24,393.95,384.63,389.58,383.32,397.77,393.99,391.10,388.65,385.13,398.69,388.70,396.80,402.68,402.98,404.69,387.45,390.26,400.47,394.26,400.82,389.48,394.18,390.20,393.68,410.24,389.59,387.60,388.60,384.84,382.47,378.42,388.79,390.87,374.79,380.18,377.70,374.92,383.01,388.06,392.19,403.56,385.63,401.45,391.50,398.86,397.51,387.24,388.97,389.95,397.77,400.64,390.08,389.33,387.18,393.09,375.12,377.80,387.18,379.54,377.59,376.64,384.30,379.22,371.78,378.28,367.61,364.65,366.59,370.00,370.62,370.94,378.27,372.88,375.12,367.71,383.91,367.85,372.95,379.08,390.46,387.54,384.01,384.21,372.83,379.81,388.95,389.48,383.25,388.83,373.86,387.82,385.41,388.30,386.78,375.83,384.11,389.25,387.03,376.06,382.61,379.74,383.33,386.48,379.70,398.75,395.74,388.39,380.93,376.76,389.58,379.28,381.15,401.61,389.95,381.97,377.03,390.36,378.75,398.74,389.50,383.52,394.09,375.79,382.14,386.99,383.81,386.95,379.31,384.42,382.59,391.32,386.79
2015-07-29 22:13:49.622000,L8,337.54,278.16,293.59,309.15,319.11,321.78,317.68,320.06,318.23,319.35,320.32,305.14,319.26,319.75,321.47,315.68,311.66,227.56,287.99,303.98,308.77,303.93,308.28,313.64,310.57,311.10,321.19,325.34,330.79,336.29,328.05,312.24,244.15,312.99,314.21,315.38,315.70,320.18,324.84,325.66,326.32,327.98,323.35,318.81,321.96,317.29,315.10,313.47,316.70,317.56,319.03,320.42,333.60,335.21,330.66,337.54,338.67,341.85,339.25,340.29,340.33,344.66,328.53,325.05,322.75,317.44,318.32,319.19,320.79,319.86,322.56,315.44,317.62,317.80,322.52,329.24,321.43,334.72,333.33,335.18,331.99,326.34,329.93,332.83,334.72,341.10,340.05,336.79,341.90,340.36,337.66,336.59,338.16,339.69,338.12,335.27,337.81,338.74,335.42,336.41,331.09,337.00,337.14,289.85,264.28,318.24,323.53,318.87,320.32,317.78,323.94,317.81,313.29,319.90,322.04,320.84,321.03,322.06,329.11,330.08,331.45,330.67,332.98,331.62,323.61,322.32,328.25,314.68,320.02,319.78,323.90,196.52,314.81
2015-10-01 22:14:13.730000,L8,325.84,261.80,273.17,,,,238.21,308.26,309.42,310.25,290.75,291.74,283.25,206.88,,,,233.68,270.53,272.90,300.62,303.81,288.30,304.22,309.58,303.50,312.49,315.67,322.91,323.79,317.25,311.39,230.53,273.94,302.07,301.72,304.80,309.03,311.63,314.39,313.54,319.11,312.41,303.47,313.04,307.55,304.89,307.55,310.37,311.90,314.84,316.37,321.85,321.53,319.30,317.98,319.51,321.10,319.39,319.32,319.03,322.18,321.72,312.88,304.45,305.32,310.54,314.23,313.00,309.31,309.72,310.76,310.77,302.50,271.74,,,,,,,205.36,231.11,294.66,307.95,311.68,316.28,320.57,320.36,317.85,313.75,318.27,315.80,305.35,301.34,302.40,302.49,315.82,315.46,320.49,319.99,322.11,329.13,275.50,,264.71,299.07,308.40,218.14,316.12,305.14,307.22,299.42,306.37,305.42,310.25,314.95,318.86,322.06,322.98,320.46,320.40,322.91,321.84,312.36,309.59,318.01,304.11,310.30,307.83,313.68,,268.79
2015-10-17 22:14:14.235000,L8,322.31,274.84,292.47,293.60,317.08,316.46,313.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.52,314.60,314.06,312.96,314.57,319.01,313.50,314.77,315.15,323.58,324.12,318.24,316.50,314.86,313.36,312.83,311.76,314.33,310.47,316.12,311.71,313.86,313.69,313.22,312.07,313.21,311.97,319.30,315.49,319.95,320.67,317.12,319.58,321.68,323.67,328.33,328.22,321.96,322.23,319.46,324.35,326.95,336.27,321.77,322.68,328.06,335.01,322.44,323.29,324.46,332.99,285.85,251.70,317.76,316.91,314.43,311.85,311.93,318.97,310.01,299.78,,,,,,347.72,327.36,310.30,318.70,316.46,316.82,313.41,312.27,320.27,284.26,,,,203.14,310.76
2015-11-18 22:14:20.859000,L8,398.88,389.06,389.14,392.79,394.76,372.15,369.86,396.95,396.25,388.25,388.25,368.06,386.47,384.15,380.39,389.03,375.25,405.63,405.43,398.39,392.71,383.15,391.96,386.58,389.58,395.76,376.00,376.47,400.84,409.38,374.85,401.98,380.40,386.89,390.11,381.06,366.15,369.50,376.96,379.05,379.61,377.51,376.51,385.38,389.60,388.73,396.39,373.80,371.08,363.48,393.65,398.21,374.38,371.18,397.92,375.64,363.10,368.55,379.43,386.71,384.68,370.29,366.69,365.31,385.56,363.79,379.11,363.32,380.45,356.22,362.17,354.82,372.40,359.81,380.58,364.86,388.19,374.20,393.47,396.69,384.26,356.41,379.77,364.84,394.96,386.76,365.62,395.63,397.19,402.71,379.76,369.20,372.12,393.97,392.78,389.42,400.38,399.49,398.32,398.18,386.38,382.60,398.77,389.07,406.89,389.93,374.29,365.18,368.16,371.55,370.90,389.30,384.51,394.42,404.79,401.76,384.49,368.54,402.40,392.80,375.31,377.25,399.99,374.46,367.17,379.26,382.43,386.69,384.53,398.68,399.10,363.71,377.74
2015-12-20 22:14:21.254000,L8,377.78,376.22,383.30,387.67,383.11,376.86,386.56,380.79,380.00,378.01,386.03,382.88,385.88,383.47,380.78,379.00,384.07,385.84,393.58,394.60,378.28,387.58,384.39,382.59,382.43,385.87,391.81,391.49,385.46,385.87,384.63,391.53,378.06,377.34,366.95,364.97,374.41,382.79,378.44,381.56,381.31,381.93,377.54,374.86,388.84,373.10,382.85,372.07,382.62,375.10,374.16,368.63,383.15,378.88,376.68,374.80,372.41,368.11,374.52,381.73,378.04,379.62,377.04,373.75,375.29,361.44,379.11,363.11,368.84,363.07,367.21,365.96,365.95,364.50,376.49,361.72,359.68,363.86,364.97,366.46,369.02,380.25,368.28,373.41,377.90,373.41,377.07,382.74,371.05,373.68,380.59,381.65,381.65,371.44,378.81,374.45,376.39,378.99,370.88,376.35,372.86,369.92,371.21,384.63,384.17,384.69,383.61,387.66,384.58,386.25,383.04,390.00,376.03,381.75,383.99,381.41,373.65,373.54,374.81,366.71,367.30,375.68,379.24,379.53,377.16,380.90,377.44,379.48,386.93,385.01,380.90,390.18,382.13
2016-01-05 22:14:17.033000,L8,349.99,336.64,336.46,349.93,354.22,359.03,351.79,368.14,361.28,363.00,350.13,355.37,359.47,352.30,358.58,354.51,332.42,241.00,305.73,319.08,324.79,319.03,341.21,351.06,352.94,357.96,364.30,359.09,366.93,368.60,361.07,359.13,352.08,344.20,352.88,340.38,345.53,354.65,350.15,353.13,353.20,356.18,353.28,357.97,355.17,351.06,352.69,350.43,356.91,355.56,356.61,355.01,358.74,357.96,351.05,353.32,344.84,354.29,357.60,348.21,348.36,349.48,353.76,348.44,349.03,343.26,337.54,337.28,346.43,345.26,342.63,340.33,340.60,341.11,341.23,340.54,341.46,345.59,347.21,350.26,339.60,342.31,344.39,343.35,358.74,349.22,349.75,351.69,350.85,350.13,348.66,347.33,348.74,345.03,348.97,351.25,365.55,346.90,345.13,347.94,344.08,344.55,346.60,360.27,352.20,353.17,354.32,359.34,371.25,355.16,362.32,359.21,350.59,358.22,358.27,356.44,354.16,359.36,357.18,356.07,357.68,356.89,361.25,356.84,347.49,346.13,352.29,350.22,355.36,352.48,364.02,352.10,347.50
2016-01-21 22:14:17.820000,L8,382.16,399.44,396.02,383.16,388.16,404.92,403.85,378.52,378.75,370.55,392.05,399.85,379.76,396.75,380.91,410.82,400.49,405.16,396.65,393.64,374.82,391.16,390.99,373.17,378.60,378.85,379.01,380.31,389.71,390.81,380.09,377.35,394.74,369.65,372.69,380.94,376.49,375.20,384.25,374.03,389.79,379.43,404.68,383.66,385.86,373.61,368.20,381.87,385.25,398.81,373.85,372.93,372.68,396.80,399.59,399.18,396.11,364.60,381.09,377.22,374.03,370.76,374.47,366.45,378.39,382.26,362.05,361.47,363.20,386.76,371.15,390.11,362.45,369.95,389.29,383.79,364.04,387.56,389.31,396.98,385.92,365.74,362.52,364.94,400.99,381.39,403.76,395.04,383.76,394.10,368.77,373.28,376.37,382.61,383.75,383.85,399.39,386.62,362.47,376.94,364.88,368.50,383.14,408.47,412.80,391.85,380.97,396.28,385.80,396.92,394.69,397.44,397.51,373.81,376.96,389.81,405.29,403.57,370.77,371.67,386.42,385.09,374.03,371.75,382.93,382.36,384.00,382.44,400.04,381.46,372.37,391.83,391.52
2016-04-26 22:13:44.974000,L8,388.97,402.37,409.50,400.35,405.55,390.99,388.25,398.96,396.96,374.60,386.29,388.73,398.32,396.35,379.15,376.85,376.52,380.29,396.93,398.90,391.15,389.51,392.58,410.23,394.04,403.87,400.80,384.85,401.37,397.95,381.73,381.69,378.95,375.17,382.69,376.71,369.27,386.45,403.02,409.02,385.80,406.61,395.14,381.33,381.19,372.75,372.73,374.35,374.12,394.44,378.34,385.69,403.48,399.32,397.60,376.90,391.68,384.11,380.98,394.08,397.89,406.82,385.51,372.01,373.33,365.03,379.14,376.00,379.49,381.46,366.83,366.70,368.28,362.20,379.34,380.27,385.69,378.84,381.24,373.43,378.27,378.75,394.14,387.50,401.08,385.28,392.58,389.70,390.46,395.75,378.49,367.75,374.78,368.48,370.18,379.63,381.98,386.17,388.11,392.40,380.57,382.67,387.87,390.47,398.55,400.49,395.99,388.26,383.85,377.63,375.74,376.32,390.47,382.85,378.92,381.50,397.85,383.91,391.66,390.12,399.88,403.44,396.69,401.17,381.50,378.36,384.01,394.82,380.79,381.42,378.51,402.03,383.68
