dates,satname,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0077,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0003,nzd0468-0004,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0078,nzd0468-0079,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0005,nzd0468-0013
2002-11-22 22:02:21.568000,L7,335.84,281.47,294.96,241.34,329.01,332.95,329.71,321.91,322.57,323.28,323.74,286.09,325.37,326.72,325.97,327.07,328.42,314.81,328.70,321.53,320.99,318.63,319.42,322.01,322.23,323.13,326.37,330.74,334.15,339.74,336.11,322.80,310.73,321.94,316.52,320.72,321.90,324.54,329.24,332.01,330.99,333.39,331.27,325.35,327.84,324.94,321.55,315.09,323.85,326.39,325.73,325.63,343.99,346.44,341.81,338.49,340.79,341.95,341.30,339.45,332.05,337.17,338.10,332.98,328.75,326.67,328.15,326.43,329.43,324.27,325.77,323.07,320.87,337.58,331.64,334.47,335.55,332.39,334.89,335.10,335.52,337.46,337.59,339.52,337.94,337.88,340.02,343.10,342.60,342.34,339.22,335.33,335.86,334.91,335.99,333.98,336.87,333.10,335.20,333.65,332.71,329.36,329.76,291.22,265.54,331.31,333.03,331.03,324.86,329.75,339.56,329.74,325.25,323.39,324.84,327.66,327.37,331.69,326.46,335.42,343.67,339.86,342.13,338.74,330.15,314.92,330.63,327.27,327.31,328.67,329.89,224.59,329.08
2002-12-08 22:02:27.564000,L7,,230.15,208.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.34,277.54,274.95,203.63,,,,,,,,,,,,,214.78,178.12,218.52,214.22,294.66,295.78,293.62,,,,,,,273.96,284.33,283.27,264.42,,,,,,,,294.75,288.44,293.35,288.09,280.21,296.46,,,,,,,,,,,,,,,,,,248.05,,,,,,,,,,,,,,,,,,,,,256.35,,,,,,,,
2002-12-24 22:02:33.044000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.62,241.26,262.83,274.13,271.04,270.98,274.55,275.59,226.46,,,,,,294.01,261.60,229.20,288.88,291.04,293.12,293.34,276.43,290.37,286.89,293.12,,,,,235.33,,,,,,199.44,269.53,271.07,276.17,279.89,242.96,,192.29,234.02,264.06,238.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.16,,,,,,,,284.52,290.38,275.61,253.25,259.53,,,252.88,260.87,,,,
2003-08-13 21:51:08.818000,L5,345.21,,,,,,,,,,,,,,,,,324.88,332.06,328.80,327.15,319.83,320.17,323.44,313.43,317.03,331.45,343.35,347.05,347.00,332.91,335.37,256.99,322.47,331.93,328.64,307.13,330.12,329.78,337.81,333.50,332.80,341.70,332.20,339.92,337.82,335.80,334.34,334.49,336.16,342.52,343.36,353.44,348.39,343.10,346.08,345.74,354.39,350.61,349.22,347.76,350.07,344.39,351.51,340.03,339.21,337.79,336.18,341.92,338.94,341.81,340.29,343.87,337.86,339.28,340.70,340.30,345.28,340.54,344.59,341.61,350.87,350.56,351.49,337.26,346.88,351.09,343.05,335.62,337.85,343.45,336.29,341.03,347.67,342.42,341.90,346.06,345.31,343.51,347.67,343.89,341.68,342.54,,,,,,,,,,,,,,345.21,344.38,353.02,352.41,353.51,356.36,353.13,350.05,344.74,324.43,347.53,,,,,,
2003-08-29 21:51:26.098000,L5,,,,,,,,,,,,,,,,,,296.98,321.88,324.02,323.94,306.76,279.60,303.88,304.46,325.73,338.64,350.96,347.87,357.52,345.34,330.79,310.13,340.48,335.23,332.04,332.76,335.66,338.82,338.79,340.29,341.88,341.70,335.14,346.32,349.51,345.58,341.02,334.09,342.12,349.38,345.74,350.90,349.80,347.82,343.04,340.03,343.77,339.62,334.63,341.47,338.55,336.94,338.84,336.78,338.52,325.70,318.62,332.58,338.72,344.43,353.65,346.66,340.35,238.61,,,330.81,301.25,314.52,350.65,377.11,357.69,346.66,343.56,345.81,341.56,349.35,286.82,,,,270.66,362.26,365.00,351.72,,,,,,,,,,,,,,,,,,,,,349.14,344.44,348.79,352.81,345.43,346.84,349.36,348.72,337.08,308.77,341.61,,,,,,
2003-09-14 21:51:42.461000,L5,340.40,263.28,275.42,213.30,322.67,304.72,306.21,,,,,,,,,,,296.86,320.39,321.49,321.01,320.23,318.54,323.25,322.62,326.40,333.34,340.51,337.59,340.23,329.45,331.94,257.50,317.14,322.14,319.92,318.13,322.53,326.28,335.40,332.34,338.68,333.16,326.11,332.50,328.41,326.65,325.39,329.98,332.98,337.47,340.66,346.26,343.93,341.60,343.35,343.41,348.08,345.93,347.94,344.61,340.62,341.95,336.99,337.82,333.65,332.95,335.46,333.72,333.43,336.03,336.33,335.02,332.15,332.85,334.45,332.92,335.97,338.37,336.10,339.44,340.69,341.16,343.90,325.48,335.57,335.22,329.26,318.56,329.54,335.01,332.37,331.53,337.47,340.31,341.36,341.10,335.81,337.36,336.78,340.62,337.53,342.83,,,304.63,303.98,302.51,307.75,312.79,331.59,318.74,310.06,,,,337.51,343.63,344.93,351.52,343.99,344.94,343.30,346.19,338.42,314.49,342.18,304.11,,,,,300.02
2003-11-17 21:52:33.290000,L5,346.40,273.22,291.39,280.06,339.79,346.39,340.32,315.34,309.13,,,,,,,,342.01,329.90,344.68,312.00,312.45,316.87,312.11,314.15,314.06,315.74,343.89,347.64,352.52,356.44,353.18,348.57,277.62,312.78,317.71,316.04,318.97,322.25,328.73,335.23,344.38,351.74,352.27,341.50,349.17,341.69,341.33,323.61,324.34,324.42,325.50,326.28,353.65,340.66,336.98,331.58,333.41,339.51,337.83,334.57,347.66,354.43,355.82,350.85,327.25,322.27,319.95,321.58,321.16,318.82,320.00,339.55,339.88,338.23,340.33,347.65,342.78,343.38,322.93,326.23,326.61,325.91,328.44,328.04,309.45,342.07,344.88,344.91,339.94,345.98,347.99,346.45,323.25,326.36,322.31,324.56,324.66,323.10,317.36,341.54,345.70,342.81,341.44,306.57,269.73,317.89,319.40,320.34,313.80,321.46,325.21,341.75,338.11,328.49,310.53,318.63,327.20,327.62,342.39,355.90,357.14,351.55,357.59,360.17,354.58,322.99,350.40,338.76,341.52,342.83,344.17,,315.11
2003-12-03 21:52:43.369000,L5,327.64,280.59,291.58,289.15,330.89,346.67,343.92,334.47,335.83,317.65,285.21,,323.02,323.28,327.39,323.12,330.98,333.32,346.84,327.27,327.76,338.73,335.90,334.10,312.59,314.24,326.42,329.00,334.45,340.59,336.72,347.14,287.99,329.03,339.55,338.49,339.35,343.10,333.01,338.43,334.57,338.50,336.91,325.71,334.48,343.41,341.97,340.52,344.44,347.55,346.17,349.76,335.18,357.44,359.71,354.99,350.90,358.84,340.67,336.75,338.30,337.02,339.95,348.39,345.35,344.51,342.47,340.85,341.72,322.72,325.33,325.67,324.34,321.83,330.30,330.56,341.58,346.29,345.23,346.58,347.28,345.78,343.81,328.18,317.38,324.98,325.16,324.76,322.16,325.73,343.90,345.01,341.12,342.75,335.61,339.24,343.57,326.51,315.97,318.89,319.26,321.19,326.91,297.01,266.20,344.39,342.79,342.89,336.35,328.00,329.82,327.41,324.10,334.66,334.02,337.13,331.97,331.62,331.50,340.31,339.00,335.59,352.74,359.67,338.00,307.92,347.71,326.50,329.82,332.86,346.46,,340.31
2004-02-05 21:53:05.047000,L5,,,,225.70,307.77,230.02,259.72,,,,,,,,,,,,,,282.96,322.23,294.90,296.94,198.42,,,,,,335.72,329.77,248.84,312.86,321.60,314.57,309.52,312.35,313.27,323.38,326.68,327.70,327.30,326.28,332.48,327.95,324.37,325.79,327.38,322.40,241.34,,336.89,348.30,346.39,340.70,332.82,332.56,332.69,327.74,325.28,323.05,322.40,329.80,331.91,326.79,327.74,318.01,314.05,313.08,313.77,314.25,314.84,308.17,322.69,326.25,328.87,330.70,333.08,331.57,329.77,318.12,314.79,315.70,295.73,305.14,305.92,305.52,317.30,319.23,,,,,,,,,,,,,,,,244.43,269.43,295.60,297.06,299.68,309.32,301.58,,,,,,176.94,219.92,261.80,318.43,332.30,340.66,342.52,328.53,301.40,329.29,,,,,,299.85
2004-06-12 21:55:35.599000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.97,236.59,250.02,264.13,270.48,260.45,250.83,144.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.51,260.96,268.11,266.65,278.55,284.05,286.53,272.92,286.46,295.11,,172.45,269.01,253.61,267.40,232.52,301.53,,,287.76,276.59,275.95,,,,,,,,,,,,,,,,,,,,,,,,187.26,227.25,279.41,,,,,,,,,,,
2004-06-28 21:56:04.477000,L5,,,,,,,,,,,,,,,,,,,229.03,278.96,271.50,265.60,269.72,292.91,250.88,,292.71,317.34,308.19,317.13,256.84,214.28,169.16,,218.14,243.69,263.99,289.93,315.90,314.47,317.19,316.18,315.98,303.78,314.72,299.53,300.97,301.90,304.33,301.61,184.86,,311.00,,,,221.49,204.80,314.11,300.75,293.26,275.84,308.15,286.00,291.63,279.25,261.56,,,,,,,271.14,283.66,258.94,218.05,260.17,282.06,167.06,149.38,147.29,290.69,268.58,,172.10,177.99,192.62,188.38,240.42,266.41,,,,,,,,,,,,,,,,,,,,,,,,,,,143.95,181.15,227.52,280.84,318.54,305.10,,299.19,,285.81,,,,,,
2004-07-14 21:56:31.050000,L5,367.51,,,,,,,,,,,,,,,,,,190.23,267.37,256.84,218.35,152.26,270.19,215.76,,246.61,296.59,312.94,326.03,271.39,230.80,177.34,,232.41,252.04,270.43,311.54,328.97,325.97,333.55,331.18,327.54,312.44,330.98,324.90,323.24,323.27,329.84,324.37,224.41,,348.31,294.85,289.53,246.11,257.98,262.41,241.86,235.50,,,,,,,,240.62,271.71,294.18,314.14,322.88,320.08,322.16,344.94,343.16,339.93,352.75,351.01,356.26,362.67,373.64,362.37,358.51,355.46,357.70,363.34,361.85,349.16,360.69,360.43,358.74,360.02,360.17,356.06,358.03,356.80,359.41,342.74,349.72,353.78,359.69,358.05,,,,,,,,,,,,,,,168.73,216.46,263.77,340.57,346.58,347.04,332.35,,,,,,,,,
2004-07-30 21:56:51.838000,L5,348.28,,,227.37,314.77,225.38,237.78,,,180.51,312.03,317.79,329.58,332.02,330.97,320.37,314.56,304.85,316.72,310.31,321.42,322.68,316.13,316.46,315.62,318.59,328.56,334.79,342.40,341.72,333.05,324.24,224.33,313.99,328.43,322.07,323.73,335.13,337.98,340.66,341.10,343.39,341.62,334.24,338.67,332.44,327.62,333.67,332.27,331.63,230.08,,349.87,350.16,349.88,344.64,342.17,352.17,346.31,344.10,338.62,326.24,324.05,337.09,334.51,331.50,329.89,328.94,332.40,330.69,327.45,331.53,328.09,325.52,332.14,335.08,332.68,336.53,335.20,338.10,337.16,342.64,342.67,341.15,334.13,340.49,342.38,341.75,341.92,342.04,345.32,341.38,344.24,344.11,345.23,344.40,336.17,340.71,336.45,335.43,331.38,335.54,348.02,,,238.07,251.42,250.33,306.91,305.61,,,,,,,,175.68,218.54,263.67,344.96,348.25,349.38,345.17,338.36,320.53,343.05,,,,,,312.51
2004-08-15 21:57:13.549000,L5,352.75,267.98,286.75,310.24,341.70,329.29,329.68,323.48,317.29,318.39,333.86,346.98,346.47,353.52,346.94,337.92,334.89,228.32,317.23,335.37,334.90,313.14,325.98,338.57,337.39,341.39,342.63,352.14,353.96,355.40,350.90,343.78,254.54,318.86,342.61,340.03,346.71,346.05,354.91,357.10,354.05,353.30,354.67,340.67,354.09,348.55,348.82,344.71,347.29,351.90,345.36,350.89,361.96,359.69,366.12,355.95,360.66,357.79,358.87,354.79,355.48,352.10,355.84,346.02,354.59,344.93,346.17,347.42,344.11,339.74,345.88,343.91,344.29,345.05,346.59,350.78,346.23,348.53,350.23,345.18,355.95,351.89,355.66,356.36,351.94,355.63,351.45,356.66,347.55,352.98,354.21,358.83,356.42,351.99,355.83,353.10,354.59,350.67,351.09,344.60,347.24,353.53,352.76,293.92,250.95,330.56,327.38,331.18,336.48,329.54,256.84,256.88,260.78,337.49,336.63,328.58,341.81,354.92,343.41,360.35,367.79,369.85,368.89,362.85,352.87,314.25,353.59,260.83,263.14,166.79,341.00,,328.59
2004-10-18 21:58:47.729000,L5,400.00,406.36,418.80,397.66,405.16,411.60,408.40,413.58,419.09,420.22,417.75,412.63,424.06,422.46,407.37,410.89,401.06,414.92,407.32,410.25,410.95,414.27,409.92,413.85,416.74,419.46,425.24,411.68,418.31,424.25,421.09,410.86,407.69,406.86,404.24,408.03,414.84,410.09,418.99,408.35,421.22,421.44,408.41,399.99,403.65,400.06,404.66,400.41,403.37,404.44,408.57,411.29,410.03,399.80,401.91,402.19,415.40,407.96,410.93,400.75,417.58,414.70,402.31,396.72,392.95,392.13,404.60,403.66,393.16,404.08,396.75,392.41,391.10,383.31,379.96,393.92,381.88,391.16,392.88,405.21,397.33,409.03,397.03,399.80,395.83,401.48,389.17,390.99,384.74,391.94,391.72,386.60,387.06,392.02,403.05,398.91,396.12,395.37,396.26,396.35,386.06,383.55,389.07,403.89,408.67,415.62,414.26,415.95,414.50,427.71,410.76,407.64,403.83,406.60,414.21,411.94,419.83,404.06,423.20,415.22,403.10,400.47,405.60,399.41,397.63,397.90,391.30,404.70,413.29,401.09,420.49,396.66,410.08
2005-02-23 22:00:55.316000,L5,,264.04,290.13,254.14,324.85,332.09,324.07,328.80,329.67,327.66,331.42,327.63,336.64,338.53,328.96,322.79,327.32,298.04,317.38,316.12,311.18,325.20,320.47,320.42,323.92,321.11,334.06,337.50,338.47,343.31,336.23,327.37,234.32,273.39,317.38,327.51,334.60,335.72,340.39,342.57,343.31,343.21,339.82,329.91,336.34,336.36,333.24,332.84,335.65,340.11,344.34,344.43,353.21,354.96,355.44,346.20,348.89,351.50,349.70,347.54,345.13,344.34,340.21,331.95,331.17,327.52,334.58,333.64,334.55,333.10,333.03,332.01,333.53,325.93,330.59,330.97,330.13,333.25,333.00,331.77,339.21,339.71,341.46,339.08,317.32,,,,,,,,,,,,,,,,,,,301.88,264.99,328.73,329.69,336.97,332.33,331.28,339.76,334.47,331.52,321.80,323.34,325.22,345.87,345.46,345.59,351.02,347.68,350.94,353.67,353.85,337.19,324.56,336.32,327.69,332.49,332.51,333.07,,335.38
2005-03-11 22:01:07.710000,L5,,,,240.85,320.51,325.80,319.67,318.55,316.45,311.59,317.74,315.94,326.74,328.34,318.35,305.89,322.29,286.95,309.48,307.38,302.11,315.30,305.67,306.07,311.32,216.22,314.08,324.29,326.93,333.94,327.94,320.04,224.12,263.48,304.26,315.78,322.09,325.70,332.60,337.90,338.04,337.55,331.89,320.48,329.72,327.76,323.43,324.05,326.18,328.47,331.37,331.35,344.75,345.22,348.19,335.05,332.82,341.93,338.16,335.67,334.44,331.75,331.52,328.67,327.66,324.05,322.61,322.12,324.51,320.70,324.18,323.37,322.21,317.21,323.14,325.38,324.47,329.19,328.53,326.78,328.90,330.04,330.88,329.26,298.44,,,,,,,,,,,,,,,,,,,,,323.57,322.67,324.88,262.37,263.54,269.63,270.57,279.24,316.28,313.10,320.85,331.78,331.82,332.99,341.79,335.20,342.09,342.58,344.76,331.55,318.56,330.56,282.76,280.24,283.89,222.34,,224.49
2005-04-12 22:01:18.889000,L5,,,,246.29,320.50,321.44,317.89,320.16,320.37,323.98,330.98,326.89,334.39,333.50,331.62,322.73,327.96,296.00,318.47,316.42,315.42,322.69,314.64,309.64,315.58,189.10,212.06,336.22,341.22,344.53,335.88,323.10,230.65,268.93,318.60,317.25,324.72,333.22,341.96,343.87,343.31,343.30,345.09,332.45,342.40,329.76,329.08,328.95,329.88,334.46,335.16,335.97,351.67,347.08,343.55,337.27,338.20,345.82,350.22,343.60,345.10,339.84,343.82,329.26,329.02,327.15,325.46,323.90,326.45,329.31,326.79,327.41,328.65,327.84,332.34,330.08,327.53,330.75,329.76,330.78,330.92,334.43,333.99,335.44,311.82,,,,,,,,,,,,,,,,,,,,,322.84,320.83,321.79,239.53,257.88,260.78,268.99,251.49,321.82,319.63,324.69,342.15,341.22,341.66,349.66,347.50,351.99,344.96,345.48,343.48,326.73,332.35,269.03,274.92,279.20,330.10,,323.00
2005-05-14 22:01:30.335000,L5,,,,,,,,206.22,246.54,278.01,300.76,295.71,281.56,295.39,249.43,241.73,181.85,,286.39,299.45,287.15,164.62,,,,,,315.41,326.53,329.10,298.27,229.82,163.57,,,,,,305.11,310.70,313.41,317.49,322.17,310.92,326.53,319.57,316.52,313.23,312.01,315.38,325.10,323.57,335.53,326.33,322.04,320.73,325.82,329.28,329.67,325.61,328.91,322.39,326.31,319.49,312.73,308.03,303.40,305.20,306.00,304.59,301.96,299.90,300.04,303.33,305.92,309.35,312.64,316.29,315.61,315.85,314.03,313.55,311.94,313.67,,,,,,,,,,,292.44,298.24,237.05,,,,,,,,,,,,,,,,,263.15,261.12,172.25,324.81,326.07,327.35,331.72,319.93,339.31,333.84,333.02,323.89,169.26,319.03,,,,,,
2005-05-30 22:01:39.338000,L5,363.05,284.68,300.54,328.64,345.52,335.36,342.24,345.65,347.49,361.25,361.42,350.56,348.47,358.31,354.22,354.99,349.01,324.12,345.75,344.03,342.86,346.02,348.22,347.50,341.61,348.38,358.79,376.97,394.18,390.83,379.38,363.55,248.28,316.54,337.36,342.04,347.22,347.06,348.53,352.27,353.04,355.96,355.68,352.98,359.55,354.90,348.14,352.53,356.59,354.04,359.72,361.25,378.71,371.79,367.50,360.17,364.38,369.14,365.90,363.70,371.63,370.60,369.78,364.44,369.37,372.06,363.91,361.06,380.86,377.42,358.92,362.70,361.63,353.31,359.64,361.65,361.88,367.71,375.71,381.16,381.37,369.10,372.97,368.69,378.56,377.30,379.68,386.46,386.07,377.18,382.49,374.74,376.27,376.36,369.93,366.10,362.40,363.48,365.98,359.22,357.03,353.47,353.77,304.38,269.77,352.87,346.97,344.05,339.13,340.76,355.56,350.23,343.37,350.93,356.44,350.01,360.88,359.15,362.08,366.55,374.45,370.60,370.45,368.80,367.40,361.00,369.31,347.53,349.23,351.98,356.70,,344.22
2005-07-01 22:01:50.102000,L5,347.02,268.86,280.73,,,,,266.90,286.49,306.93,315.11,316.20,319.56,316.02,315.10,307.55,262.22,221.73,306.59,318.71,310.34,313.26,,,,,323.01,329.31,333.69,339.89,332.34,318.25,214.65,289.53,310.99,321.88,326.15,325.80,332.78,336.37,335.70,335.26,335.69,327.95,343.13,338.38,333.47,339.17,340.39,338.14,346.34,344.20,357.63,357.75,356.11,346.68,346.10,349.55,347.00,349.37,346.15,343.92,345.17,339.91,337.03,332.21,329.53,329.41,333.02,331.93,328.73,332.30,325.98,329.19,334.03,331.85,337.78,338.50,338.87,340.35,337.99,346.43,341.99,340.45,337.74,342.84,344.32,348.93,344.10,345.77,342.72,343.35,348.45,347.82,344.56,346.18,341.46,339.24,339.98,339.60,339.81,340.39,342.98,268.74,167.57,,,,,,,,,306.27,302.10,300.98,340.90,342.47,340.59,347.21,347.45,352.85,356.69,356.04,344.38,318.96,338.32,,,,280.52,,
2005-10-05 22:02:17.195000,L5,350.76,280.16,299.36,308.56,348.01,351.33,346.75,334.87,336.28,339.29,341.23,339.04,344.67,347.45,345.36,354.96,348.24,336.60,339.13,342.99,346.50,341.32,334.37,330.31,331.80,343.06,342.56,347.79,360.21,367.66,373.24,359.16,367.39,342.78,355.25,342.48,346.27,349.81,350.15,352.18,349.33,350.08,359.25,355.58,362.42,353.62,353.72,349.99,355.23,344.95,346.65,349.11,365.38,372.72,361.86,359.07,361.54,360.14,358.55,359.33,354.41,355.12,362.93,357.14,357.94,346.15,345.18,347.88,340.79,340.42,336.05,340.27,339.16,349.06,348.70,355.65,352.83,353.56,362.40,355.94,350.31,351.41,344.09,346.95,342.19,346.05,347.51,362.58,358.89,358.60,363.10,357.25,356.07,354.95,348.73,349.40,346.82,351.74,350.23,347.90,356.11,352.68,348.48,302.46,266.71,356.16,345.80,344.22,338.07,343.90,353.26,343.22,346.61,342.12,345.72,343.11,353.33,352.34,349.04,358.50,368.15,373.29,376.96,371.94,360.42,348.80,355.14,347.78,352.91,351.83,355.06,182.08,343.48
2005-11-06 22:02:22.875000,L5,363.74,293.02,305.38,338.76,352.79,354.09,369.89,370.55,371.59,372.81,369.43,358.30,355.56,353.99,355.08,357.79,355.22,341.24,366.44,372.55,369.91,372.66,367.46,368.37,364.09,362.82,357.08,360.49,361.04,366.10,364.28,362.39,363.34,366.31,363.62,367.07,370.60,372.16,377.01,375.10,360.63,359.88,357.93,353.82,356.59,354.09,360.40,372.20,374.56,381.05,376.04,381.29,367.85,384.69,379.14,382.66,377.78,379.92,378.93,381.00,369.43,363.44,364.25,359.44,372.36,370.51,368.26,366.70,368.48,368.03,365.08,353.04,349.67,350.10,354.48,352.24,358.89,361.94,373.23,371.13,374.00,376.29,374.86,374.66,367.30,360.28,355.19,359.20,360.98,359.22,358.34,368.70,378.50,372.26,374.67,379.70,380.25,375.32,362.36,356.07,356.82,361.49,362.89,307.77,266.15,375.75,376.87,380.37,371.69,374.95,361.82,354.25,351.66,367.39,373.67,370.05,379.91,379.63,362.60,366.99,369.77,366.31,369.82,371.97,362.31,354.24,360.27,355.36,353.30,355.99,352.22,202.54,381.44
2006-02-10 22:04:39.000000,L5,354.79,280.22,299.80,291.46,335.18,336.65,336.12,329.89,337.26,334.96,337.73,335.62,346.96,343.96,347.06,339.90,340.78,321.79,335.96,327.17,330.03,342.92,334.55,328.00,327.17,332.79,345.54,343.17,352.55,349.57,347.90,336.16,248.57,300.57,329.02,332.42,337.13,340.69,351.17,349.81,352.09,350.07,353.29,338.33,338.45,340.89,331.05,338.05,337.21,341.56,341.36,347.24,352.50,351.89,349.65,347.06,345.29,353.11,355.65,350.20,346.94,351.90,349.11,339.12,335.60,335.98,332.86,333.26,336.85,338.68,337.03,331.40,339.61,332.17,344.36,333.14,332.96,335.70,336.68,338.65,337.12,342.55,347.63,344.38,338.12,348.57,346.47,350.13,349.74,344.00,344.54,341.77,341.75,347.66,345.91,355.20,362.35,349.06,347.06,343.46,344.85,357.06,358.08,304.97,274.22,337.61,335.86,339.60,340.26,334.93,346.36,342.28,339.72,337.38,332.83,335.43,350.75,345.42,350.52,357.18,359.00,355.43,353.30,349.77,354.34,328.73,339.72,342.52,335.05,335.12,336.50,188.83,341.50
2006-02-26 22:04:59.098000,L5,392.10,411.65,419.16,406.21,407.16,406.32,404.80,401.35,411.79,413.95,417.64,417.38,414.50,413.47,415.14,407.77,411.17,414.84,409.48,400.34,400.25,404.52,408.07,415.30,413.22,417.86,428.27,420.05,428.28,420.66,405.47,409.68,407.47,400.64,393.49,396.23,400.62,415.75,412.39,414.60,414.64,416.85,411.48,406.76,398.23,403.85,396.90,397.39,394.08,396.11,401.59,420.00,404.67,394.20,397.52,398.14,396.54,407.10,406.46,406.80,411.53,415.17,409.03,393.02,392.33,387.68,393.59,393.33,401.29,400.56,401.55,398.21,398.22,398.20,383.73,377.13,380.23,380.33,381.21,385.60,381.07,392.42,400.02,401.94,403.64,411.36,406.45,405.16,392.74,397.24,395.13,390.09,385.31,397.14,392.32,404.36,399.19,395.81,402.80,406.23,396.73,393.83,384.94,420.00,423.28,406.13,401.76,406.73,423.66,417.30,420.43,412.95,420.53,399.46,397.53,397.21,416.26,418.31,417.15,419.11,410.04,415.72,408.52,404.00,408.00,396.97,399.13,406.60,405.66,402.06,398.94,416.34,417.31
2006-07-04 22:07:05.212000,L5,361.42,277.35,289.95,288.65,349.74,351.92,348.95,344.50,346.30,344.77,353.47,352.62,349.81,354.81,351.65,351.84,334.73,240.63,317.23,329.28,333.49,239.48,320.62,330.32,328.57,328.77,342.96,352.95,350.91,358.12,353.20,337.01,232.41,276.40,343.29,345.87,347.29,351.76,358.83,357.21,359.22,360.30,362.27,349.83,360.97,349.84,351.44,356.82,351.83,354.97,354.90,357.34,363.10,373.22,361.01,363.11,360.99,368.66,362.28,358.50,356.84,354.14,360.12,344.52,355.92,341.31,347.06,346.71,347.15,338.45,338.26,341.88,338.45,342.23,339.28,343.88,342.63,345.01,353.24,350.21,350.35,349.65,355.85,348.41,350.79,357.39,357.29,358.90,348.90,353.68,354.65,353.01,352.32,355.34,355.97,351.11,354.45,348.97,353.89,362.85,351.99,348.66,352.51,297.24,252.12,347.46,347.43,347.85,347.88,340.63,362.07,349.67,353.77,347.96,352.30,350.51,352.17,354.16,356.37,361.36,363.88,363.73,366.76,362.32,355.18,351.28,352.96,340.57,353.38,344.02,355.93,,341.02
2006-08-21 22:07:43.467000,L5,400.05,393.63,391.12,407.11,408.76,406.04,411.95,393.50,391.02,391.21,390.39,395.26,393.98,388.66,403.87,402.13,410.00,399.61,409.58,404.20,412.64,401.08,384.50,404.21,401.66,404.78,410.14,402.32,419.72,411.21,423.63,412.18,415.06,403.56,403.01,396.22,383.06,396.82,389.34,397.01,392.63,401.26,400.03,411.65,399.98,409.76,401.72,411.55,397.83,398.00,389.00,393.96,406.55,406.54,398.47,384.09,379.20,381.81,379.84,383.69,387.04,385.93,396.72,387.88,389.46,389.96,376.12,387.21,375.38,373.14,376.66,383.28,373.02,388.06,388.41,388.33,397.18,386.26,393.66,389.12,382.65,379.39,373.12,377.77,384.46,378.54,387.40,399.46,401.25,390.43,389.82,400.71,393.28,385.36,376.68,378.91,374.65,388.92,378.59,369.21,402.05,399.15,396.13,388.04,387.83,408.08,422.74,393.93,397.58,398.00,387.47,392.32,388.58,408.29,405.64,413.17,406.88,391.79,408.77,389.44,404.88,409.78,407.42,398.94,400.84,397.28,394.08,393.42,403.23,403.41,397.54,388.06,413.94
