dates,nzd0015-0000,nzd0015-0001,satname
2000-09-20 22:08:03+00:00,346.68,349.68,L7
2001-09-07 22:06:11+00:00,,362.29,L7
2002-02-14 22:06:29+00:00,344.21,355.31,L7
2002-03-18 22:06:22+00:00,344.21,349.565,L7
2005-04-19 22:04:43+00:00,372.39,347.7,L5
2010-01-27 22:08:26+00:00,387.73,354.32,L5
2013-05-11 22:19:31+00:00,356.93,353.43,L8
2013-07-14 22:19:34+00:00,354.20500000000004,351.48,L8
2013-08-31 22:19:38+00:00,350.8866666666667,350.7833333333333,L8
2013-10-02 22:19:28+00:00,349.5575,350.9125,L8
2014-02-23 22:18:20+00:00,346.2733333333333,350.82333333333327,L8
2014-07-01 22:17:22+00:00,349.775,350.085,L8
2014-07-17 22:17:28+00:00,352.3966666666667,351.42333333333335,L8
2015-02-26 22:17:23+00:00,346.0,354.14,L8
2015-07-20 22:17:10+00:00,347.5,352.695,L8
2015-12-27 22:17:43+00:00,348.175,349.065,L8
2016-04-01 22:17:14+00:00,348.615,349.81,L8
2017-01-30 22:17:38+00:00,348.78,351.39,L8
2017-04-20 22:16:59+00:00,353.15,353.205,L8
2017-06-07 22:17:15+00:00,354.4666666666667,353.7633333333333,L8
2017-09-27 22:17:48+00:00,356.9866666666667,355.8866666666666,L8
2018-02-18 22:17:22+00:00,365.99,363.91499999999996,L8
2018-04-07 22:16:59+00:00,363.73,360.765,L8
2018-05-09 22:16:40+00:00,361.51666666666665,359.6666666666667,L8
2018-11-17 22:17:31+00:00,356.89,356.64,L8
2018-12-19 22:17:28+00:00,353.79499999999996,354.53999999999996,L8
2019-01-04 22:17:27+00:00,351.7966666666666,353.59,L8
2019-02-05 22:17:21+00:00,350.065,351.0775,L8
2019-03-25 22:17:09+00:00,351.788,351.682,L8
2019-04-26 22:16:59+00:00,352.24333333333334,352.285,L8
2019-05-28 22:17:17+00:00,351.16333333333336,351.93833333333333,L8
2019-11-04 22:17:58+00:00,352.265,356.695,L8
2019-12-22 22:17:51+00:00,358.795,362.07,L8
2020-02-08 22:17:38+00:00,358.53000000000003,362.21000000000004,L8
2020-03-11 22:17:28+00:00,356.46500000000003,359.91499999999996,L8
2020-03-27 22:17:20+00:00,356.002,359.404,L8
2020-04-28 22:17:04+00:00,356.7483333333333,359.6466666666667,L8
2021-01-25 22:17:44+00:00,363.68,365.58,L8
2021-11-09 22:17:58+00:00,352.45,357.83,L8
2022-01-04 22:17:52+00:00,351.46500000000003,355.36,L9
2022-02-21 22:17:43+00:00,352.93333333333334,355.96000000000004,L9
2022-08-08 22:18:05+00:00,358.96500000000003,358.61,L8
2022-09-09 22:18:11+00:00,353.945,358.54499999999996,L8
2023-02-08 22:18:06+00:00,348.265,356.30999999999995,L9
2023-03-28 22:17:33+00:00,356.895,356.965,L9
2023-05-15 22:17:12+00:00,355.28,356.10999999999996,L9
2023-07-26 22:17:23+00:00,354.6925,355.2775,L8
2023-11-15 22:17:47+00:00,354.365,353.92999999999995,L8
2024-01-10 22:17:52+00:00,352.9466666666667,352.34,L9
2024-02-11 22:17:53+00:00,351.98333333333335,351.9166666666667,L9
2024-02-19 22:17:39+00:00,352.705,353.2025,L8
2024-04-07 22:17:11+00:00,353.578,353.742,L8
2024-05-01 22:17:11+00:00,353.9783333333333,353.42,L9
2024-05-17 22:17:03+00:00,354.05833333333334,353.71166666666664,L9
2024-07-12 22:17:00+00:00,355.25499999999994,354.5183333333334,L8
2025-01-12 22:17:45+00:00,348.84,351.78,L9
2025-03-09 22:17:26+00:00,354.26,351.78,L8
2025-05-04 22:17:17+00:00,350.99333333333334,348.78499999999997,L9
2025-07-23 22:17:27+00:00,352.0833333333333,350.045,L9
2025-11-04 22:17:53+00:00,353.52,355.135,L8
