dates,satname,nzd0015-0000,nzd0015-0001
2000-04-29 22:09:53.797000,L7,,358.86
2000-09-20 22:08:03.348000,L7,346.68,349.68
2001-02-27 22:07:54.461000,L7,404.90,
2001-06-19 22:07:05.722000,L7,420.40,
2001-09-07 22:06:11.116000,L7,422.26,362.29
2001-11-26 22:06:09.518000,L7,461.13,431.81
2001-12-28 22:06:14.106000,L7,430.27,419.28
2002-02-14 22:06:29.522000,L7,344.21,348.33
2002-03-18 22:06:22.131000,L7,415.75,350.80
2002-10-28 22:05:22.323000,L7,423.13,424.31
2003-05-08 22:06:20.773000,L7,347.79,357.30
2003-10-23 21:55:36.755000,L5,382.35,355.40
2005-04-19 22:04:43.597000,L5,372.39,347.70
2010-01-27 22:08:26.527000,L5,387.73,354.32
2013-05-11 22:19:31.249000,L8,356.93,353.43
2013-07-14 22:19:34.707000,L8,351.48,349.53
2013-08-31 22:19:38.558000,L8,344.25,349.39
2013-10-02 22:19:28.820000,L8,345.57,351.30
2014-01-06 22:18:54.881000,L8,441.77,471.48
2014-02-23 22:18:20.398000,L8,349.00,351.78
2014-03-27 22:17:50.001000,L8,370.22,439.28
2014-04-12 22:17:37.464000,L8,363.68,366.59
2014-07-01 22:17:22.417000,L8,350.55,348.39
2014-07-17 22:17:28.260000,L8,357.64,354.10
2015-02-26 22:17:23.009000,L8,346.00,354.14
2015-07-20 22:17:10.706000,L8,349.00,351.25
2015-12-27 22:17:43.409000,L8,347.35,346.88
2016-04-01 22:17:14.685000,L8,349.88,352.74
2017-01-30 22:17:38.957000,L8,348.78,351.39
2017-04-20 22:16:59.468000,L8,357.52,355.02
2017-06-07 22:17:15.240000,L8,357.10,354.88
2017-09-27 22:17:48.664000,L8,356.34,357.76
2017-11-30 22:17:44.511000,L8,345.24,349.78
2018-02-18 22:17:22.771000,L8,375.64,370.07
2018-04-07 22:16:59.037000,L8,351.82,351.46
2018-05-09 22:16:40.331000,L8,357.09,357.47
2018-06-10 22:16:26.226000,L8,392.38,385.93
2018-11-17 22:17:31.986000,L8,356.89,356.64
2018-12-19 22:17:28.292000,L8,350.70,352.44
2019-01-04 22:17:27.803000,L8,347.80,351.69
2019-02-05 22:17:21.574000,L8,344.87,343.54
2019-03-25 22:17:09.739000,L8,358.68,354.10
2019-04-26 22:16:59.330000,L8,354.52,355.30
2019-05-12 22:17:08.680000,L8,396.17,373.52
2019-05-28 22:17:17.913000,L8,350.41,354.56
2019-11-04 22:17:58.697000,L8,354.12,358.83
2019-12-22 22:17:51.823000,L8,363.47,365.31
2020-02-08 22:17:38.924000,L8,358.00,362.49
2020-03-11 22:17:28.877000,L8,350.27,353.03
2020-03-27 22:17:20.128000,L8,354.15,357.36
2020-04-28 22:17:04.952000,L8,360.48,360.86
2021-01-25 22:17:44.203000,L8,363.68,365.58
2021-11-09 22:17:58.951000,L8,352.45,357.83
2022-01-04 22:17:52.138000,L9,350.48,352.89
2022-01-28 22:17:44.030000,L8,363.71,399.85
2022-02-21 22:17:43.336000,L9,355.87,357.16
2022-07-31 22:17:39.593000,L9,354.69,358.11
2022-08-08 22:18:05.196000,L8,362.06,360.06
2022-09-09 22:18:11.619000,L8,345.83,357.03
2023-02-08 22:18:06.517000,L9,350.70,355.59
2023-03-28 22:17:33.498000,L9,363.09,358.34
2023-05-15 22:17:12.111000,L9,352.05,354.40
2023-07-26 22:17:23.328000,L8,352.93,352.78
2023-11-15 22:17:47.856000,L8,355.80,355.08
2024-01-10 22:17:52.010000,L9,350.11,349.16
2024-02-11 22:17:53.113000,L9,350.04,351.51
2024-02-19 22:17:39.652000,L8,354.87,357.06
2024-04-07 22:17:11.830000,L8,357.07,355.90
2024-05-01 22:17:11.831000,L9,355.98,351.81
2024-05-17 22:17:03.987000,L9,356.28,356.83
2024-07-12 22:17:00.992000,L8,357.29,354.00
2025-01-12 22:17:45.559000,L9,348.84,351.78
2025-03-09 22:17:26.663000,L8,359.68,358.03
2025-03-25 22:17:16.100000,L8,360.60,358.23
2025-05-04 22:17:17.676000,L9,344.46,345.79
2025-07-23 22:17:27.519000,L9,352.11,354.30
2025-11-04 22:17:53.875000,L8,354.93,355.97
