dates,satname,nzd0194-0000,nzd0194-0001,nzd0194-0002,nzd0194-0003,nzd0194-0004,nzd0194-0005,nzd0194-0006,nzd0194-0008,nzd0194-0009,nzd0194-0010,nzd0194-0011,nzd0194-0012,nzd0194-0007
1999-08-12 21:52:44.265000,L7,287.10,285.80,277.16,257.19,264.61,290.31,307.91,348.91,357.61,305.40,319.94,284.59,
1999-09-29 21:52:52.243000,L7,277.30,276.57,274.78,247.70,262.90,286.24,306.15,314.09,329.69,304.12,290.24,276.95,250.10
1999-10-15 21:52:49.322000,L7,274.83,277.07,274.21,248.42,261.99,283.67,309.12,310.86,345.67,302.62,284.13,376.24,
1999-12-09 21:58:57.676000,L7,273.88,274.73,,,,,,315.14,329.54,302.63,287.59,275.91,255.33
2000-02-04 21:52:37.377000,L7,274.44,276.81,271.97,242.10,262.90,287.52,304.98,300.97,356.19,303.34,279.42,277.16,250.66
2000-03-14 21:58:35.291000,L7,259.74,262.38,,,,,,,,,,,
2000-03-30 21:58:33.541000,L7,264.38,274.74,274.34,248.79,,,,310.59,315.69,298.23,277.88,273.78,
2000-05-17 21:58:07.485000,L7,355.97,297.00,294.68,254.92,265.80,290.66,314.88,321.08,323.65,304.73,304.43,287.62,
2000-08-05 21:57:08.715000,L7,258.40,269.21,,,,,,,,,,,
2000-08-14 21:50:56.232000,L7,355.37,357.03,353.68,351.14,371.57,374.29,357.14,368.57,391.08,383.96,393.16,357.57,359.11
2000-09-15 21:50:25.712000,L7,263.42,271.23,,,,,,,,,,,
2000-09-22 21:56:29.431000,L7,364.13,355.68,283.42,253.13,382.49,368.31,364.84,,,406.20,298.30,289.70,284.12
2000-10-17 21:50:01.277000,L7,277.10,278.87,279.97,251.12,263.31,287.12,307.68,314.01,335.85,304.08,288.50,278.84,281.62
2001-01-05 21:50:16.585000,L7,270.96,282.98,274.57,249.02,263.39,287.82,306.05,317.08,316.58,306.62,293.24,278.80,360.67
2001-01-12 21:56:30.696000,L7,259.19,,,,,,,,,,,,
2001-03-10 21:50:10.732000,L7,273.33,278.85,267.06,250.41,263.58,284.23,349.55,325.27,334.04,304.03,292.78,276.69,251.22
2001-03-26 21:50:01.268000,L7,340.26,344.53,345.72,344.94,372.90,355.00,362.42,360.19,369.15,384.38,397.30,371.62,364.98
2001-09-09 21:54:36.880000,L7,262.48,274.82,263.69,242.23,,,,307.18,311.92,298.41,293.51,273.93,
2001-09-25 21:54:28.694000,L7,266.49,276.74,273.63,258.50,377.48,372.29,362.67,378.06,360.30,303.94,294.17,276.28,
2001-10-11 21:54:09.862000,L7,272.13,278.24,271.07,253.87,259.09,,,316.53,360.87,304.91,296.56,396.68,
2002-01-24 21:48:42.967000,L7,327.76,332.48,333.14,276.25,339.79,334.06,351.47,356.56,,360.59,368.67,364.05,353.89
2002-01-31 21:54:50.570000,L7,261.46,269.65,,,,,,,,,,,
2002-02-25 21:48:47.943000,L7,262.35,272.01,,,,,,,,,,,
2002-03-29 21:48:39.145000,L7,256.77,265.83,,,,,,,,,,,
2002-06-01 21:48:28.245000,L7,265.80,284.62,284.53,267.28,263.11,291.00,301.90,338.93,360.10,307.59,307.84,280.35,
2002-10-07 21:47:33.100000,L7,273.32,290.37,276.51,245.41,260.10,,,313.00,347.74,303.37,280.29,278.73,
2002-10-14 21:53:43.769000,L7,268.10,297.31,279.50,251.29,368.71,359.75,357.61,302.75,338.11,294.96,280.74,275.53,359.26
2002-10-23 21:47:39.211000,L7,270.33,278.37,275.16,244.43,353.71,345.09,348.85,304.02,344.98,301.82,279.37,,
2003-01-18 21:54:30.278000,L7,349.55,280.20,276.68,251.53,369.08,338.11,356.81,371.29,367.80,306.54,283.01,277.29,257.59
2003-04-24 21:54:46.433000,L7,272.91,280.92,290.83,263.78,347.91,336.17,340.14,,,,,275.10,341.92
2003-05-10 21:54:46.466000,L7,282.13,297.54,288.40,263.20,392.93,369.60,362.50,374.72,378.49,343.59,347.20,367.07,356.36
2003-05-26 21:54:43.917000,L7,266.53,281.74,289.89,258.46,,,,315.06,352.84,301.80,292.09,273.11,
2003-10-18 21:37:48.406000,L5,260.99,262.44,,,,,,,,,,,
2003-10-25 21:44:04.226000,L5,254.69,245.60,,,,,,,,,,,
2003-11-19 21:38:14.402000,L5,282.60,276.22,268.33,252.05,277.78,287.00,306.38,313.70,319.73,328.95,309.76,296.54,272.58
2004-03-01 21:45:02.553000,L5,,296.62,292.25,269.56,291.50,296.72,313.92,326.58,326.57,343.37,315.28,309.81,294.32
2004-03-17 21:45:08.368000,L5,251.87,254.21,,,,,,,,,,,
2004-04-02 21:45:18.969000,L5,252.91,255.73,,,,,,,,,,,
2004-04-18 21:45:49.558000,L5,258.44,256.14,,,,,,,,,,,
2004-05-20 21:46:44.438000,L5,268.01,263.15,,,,,,,,,,,
2004-07-23 21:48:33.165000,L5,258.31,258.47,,,,,,,,,,,
2004-09-25 21:50:07.312000,L5,252.52,,,,,,,,,,,,
2004-10-20 21:44:28.706000,L5,287.21,294.54,283.00,270.44,299.44,307.15,324.48,316.04,313.87,336.67,308.31,293.19,292.03
2004-10-27 21:50:47.740000,L5,280.08,279.27,274.45,259.54,286.94,294.51,311.87,319.72,320.86,344.43,326.15,302.21,290.94
2004-12-07 21:45:24.093000,L5,255.41,278.54,270.43,256.07,282.98,286.47,299.04,296.16,301.88,315.30,291.63,283.62,271.77
2005-01-15 21:52:09.437000,L5,257.50,260.07,,,,,,,,,,,
2005-02-16 21:52:37.927000,L5,253.40,,,,,,,,,,,,
2005-02-25 21:46:35.721000,L5,257.86,257.30,,,,,,,,,,,
2005-03-04 21:52:52.217000,L5,284.29,285.10,281.60,265.12,292.92,304.61,321.96,319.50,311.33,327.46,301.47,291.99,288.12
2005-03-13 21:46:47.612000,L5,285.26,287.23,279.15,260.49,287.40,303.03,316.68,313.04,321.25,330.96,305.51,292.73,288.32
2005-03-29 21:46:54.602000,L5,265.60,267.49,,,,,,,,,,,
2005-04-21 21:53:10.893000,L5,259.16,260.56,,,,,,,,,,,
2005-06-01 21:47:18.718000,L5,282.81,282.88,267.01,249.98,277.55,,,,,,,,
2005-11-15 21:54:26.309000,L5,282.78,278.58,274.04,250.85,276.72,287.22,323.21,322.92,326.76,332.34,305.63,275.47,298.01
2005-11-24 21:48:28.120000,L5,258.13,257.64,,,,,,,,,,,
2006-02-12 21:50:20.287000,L5,246.84,250.76,,,,,,,,,,,
2006-02-28 21:50:40.410000,L5,258.59,263.58,,,,,,,,,,,
2006-04-08 21:57:36.601000,L5,285.25,289.77,280.95,263.74,293.46,304.00,323.69,319.01,336.46,329.19,305.35,294.53,283.31
2006-07-22 21:52:58.572000,L5,324.89,328.04,294.81,265.71,288.01,297.78,325.54,323.02,321.06,313.84,312.97,293.52,305.01
2006-08-23 21:53:23.469000,L5,263.02,264.52,,,,,,,,,,,
2006-10-10 21:53:56.892000,L5,261.76,263.55,,,,,,,,,,,
